Data,Wartość dla NN (L) Globalny Długu Korporacyjnego (A),Waluta
2009-11-23,100.00,PLN
2009-11-24,100.11,PLN
2009-11-25,100.03,PLN
2009-11-26,100.44,PLN
2009-11-27,101.52,PLN
2009-11-30,100.51,PLN
2009-12-01,100.21,PLN
2009-12-02,99.98,PLN
2009-12-03,99.95,PLN
2009-12-04,100.10,PLN
2009-12-07,99.62,PLN
2009-12-08,99.84,PLN
2009-12-09,101.16,PLN
2009-12-10,101.59,PLN
2009-12-11,101.56,PLN
2009-12-14,101.79,PLN
2009-12-15,102.52,PLN
2009-12-16,103.43,PLN
2009-12-17,103.11,PLN
2009-12-18,103.12,PLN
2009-12-21,103.32,PLN
2009-12-22,103.34,PLN
2009-12-23,103.24,PLN
2009-12-28,103.23,PLN
2009-12-29,103.18,PLN
2009-12-30,102.92,PLN
2009-12-31,102.77,PLN
2010-01-04,102.67,PLN
2010-01-05,102.88,PLN
2010-01-06,103.76,PLN
2010-01-07,104.66,PLN
2010-01-08,104.82,PLN
2010-01-11,103.83,PLN
2010-01-12,104.33,PLN
2010-01-13,103.75,PLN
2010-01-14,103.56,PLN
2010-01-15,103.25,PLN
2010-01-18,103.18,PLN
2010-01-19,102.93,PLN
2010-01-20,102.82,PLN
2010-01-21,103.60,PLN
2010-01-22,103.21,PLN
2010-01-25,102.69,PLN
2010-01-26,103.32,PLN
2010-01-27,103.29,PLN
2010-01-28,102.70,PLN
2010-01-29,102.61,PLN
2010-02-01,101.15,PLN
2010-02-02,100.77,PLN
2010-02-03,100.57,PLN
2010-02-04,101.73,PLN
2010-02-05,102.62,PLN
2010-02-08,102.38,PLN
2010-02-09,101.79,PLN
2010-02-10,101.01,PLN
2010-02-11,100.90,PLN
2010-02-12,99.13,PLN
2010-02-15,99.50,PLN
2010-02-16,99.46,PLN
2010-02-17,99.26,PLN
2010-02-18,99.54,PLN
2010-02-19,100.18,PLN
2010-02-22,99.96,PLN
2010-02-23,99.70,PLN
2010-02-24,100.49,PLN
2010-02-25,100.27,PLN
2010-02-26,100.00,PLN
2010-03-01,99.37,PLN
2010-03-02,99.51,PLN
2010-03-03,99.55,PLN
2010-03-04,99.43,PLN
2010-03-05,98.94,PLN
2010-03-08,99.12,PLN
2010-03-09,99.36,PLN
2010-03-10,99.32,PLN
2010-03-11,99.98,PLN
2010-03-12,99.89,PLN
2010-03-15,100.09,PLN
2010-03-16,99.74,PLN
2010-03-17,99.31,PLN
2010-03-18,99.43,PLN
2010-03-19,100.26,PLN
2010-03-22,100.94,PLN
2010-03-23,100.49,PLN
2010-03-24,100.01,PLN
2010-03-25,100.46,PLN
2010-03-26,100.48,PLN
2010-03-29,100.78,PLN
2010-03-30,100.46,PLN
2010-03-31,100.13,PLN
2010-04-01,99.74,PLN
2010-04-06,99.63,PLN
2010-04-07,99.81,PLN
2010-04-08,100.11,PLN
2010-04-09,100.42,PLN
2010-04-12,100.91,PLN
2010-04-13,101.62,PLN
2010-04-14,101.21,PLN
2010-04-15,101.40,PLN
2010-04-16,101.76,PLN
2010-04-19,102.37,PLN
2010-04-20,102.31,PLN
2010-04-21,101.70,PLN
2010-04-22,101.73,PLN
2010-04-23,102.35,PLN
2010-04-26,102.21,PLN
2010-04-27,102.77,PLN
2010-04-28,104.09,PLN
2010-04-29,103.21,PLN
2010-04-30,102.87,PLN
2010-05-04,104.10,PLN
2010-05-05,105.35,PLN
2010-05-06,105.80,PLN
2010-05-07,106.93,PLN
2010-05-10,104.09,PLN
2010-05-11,104.84,PLN
2010-05-12,103.69,PLN
2010-05-13,103.01,PLN
2010-05-14,103.49,PLN
2010-05-17,103.69,PLN
2010-05-18,103.07,PLN
2010-05-19,105.12,PLN
2010-05-20,104.92,PLN
2010-05-21,105.56,PLN
2010-05-24,103.66,PLN
2010-05-25,104.53,PLN
2010-05-26,104.49,PLN
2010-05-27,104.09,PLN
2010-05-28,103.19,PLN
2010-05-31,103.99,PLN
2010-06-01,104.83,PLN
2010-06-02,103.98,PLN
2010-06-04,104.23,PLN
2010-06-07,104.05,PLN
2010-06-08,104.01,PLN
2010-06-09,103.54,PLN
2010-06-10,103.51,PLN
2010-06-11,103.55,PLN
2010-06-14,103.80,PLN
2010-06-15,104.12,PLN
2010-06-16,105.04,PLN
2010-06-17,105.23,PLN
2010-06-18,105.60,PLN
2010-06-21,105.67,PLN
2010-06-22,105.68,PLN
2010-06-23,105.68,PLN
2010-06-24,105.33,PLN
2010-06-25,105.38,PLN
2010-06-28,105.53,PLN
2010-06-29,105.21,PLN
2010-06-30,105.06,PLN
2010-07-01,104.87,PLN
2010-07-02,104.93,PLN
2010-07-05,105.03,PLN
2010-07-06,105.21,PLN
2010-07-07,105.25,PLN
2010-07-08,105.66,PLN
2010-07-09,105.66,PLN
2010-07-12,105.93,PLN
2010-07-13,106.41,PLN
2010-07-14,106.69,PLN
2010-07-15,106.74,PLN
2010-07-16,106.82,PLN
2010-07-19,106.85,PLN
2010-07-20,106.95,PLN
2010-07-21,107.22,PLN
2010-07-22,107.42,PLN
2010-07-23,107.58,PLN
2010-07-26,107.83,PLN
2010-07-27,108.07,PLN
2010-07-28,108.60,PLN
2010-07-29,108.18,PLN
2010-07-30,108.76,PLN
2010-08-02,108.37,PLN
2010-08-03,109.01,PLN
2010-08-04,109.15,PLN
2010-08-05,108.69,PLN
2010-08-06,108.71,PLN
2010-08-09,108.77,PLN
2010-08-10,108.69,PLN
2010-08-11,107.85,PLN
2010-08-12,107.49,PLN
2010-08-13,107.54,PLN
2010-08-16,108.16,PLN
2010-08-17,108.26,PLN
2010-08-18,108.45,PLN
2010-08-19,108.50,PLN
2010-08-20,108.45,PLN
2010-08-23,108.61,PLN
2010-08-24,108.45,PLN
2010-08-25,108.30,PLN
2010-08-26,108.29,PLN
2010-08-27,108.28,PLN
2010-08-30,108.42,PLN
2010-08-31,108.36,PLN
2010-09-01,108.51,PLN
2010-09-02,108.78,PLN
2010-09-03,108.97,PLN
2010-09-06,109.61,PLN
2010-09-07,109.66,PLN
2010-09-08,109.27,PLN
2010-09-09,109.48,PLN
2010-09-10,109.48,PLN
2010-09-13,109.71,PLN
2010-09-14,110.16,PLN
2010-09-15,110.33,PLN
2010-09-16,110.47,PLN
2010-09-17,110.57,PLN
2010-09-20,111.26,PLN
2010-09-21,111.37,PLN
2010-09-22,110.79,PLN
2010-09-23,111.21,PLN
2010-09-24,110.76,PLN
2010-09-27,111.45,PLN
2010-09-28,111.02,PLN
2010-09-29,111.71,PLN
2010-09-30,111.32,PLN
2010-10-01,111.41,PLN
2010-10-04,111.61,PLN
2010-10-05,111.60,PLN
2010-10-06,112.17,PLN
2010-10-07,112.30,PLN
2010-10-08,112.43,PLN
2010-10-11,112.55,PLN
2010-10-12,112.63,PLN
2010-10-13,112.86,PLN
2010-10-14,112.77,PLN
2010-10-15,112.78,PLN
2010-10-18,113.33,PLN
2010-10-19,112.86,PLN
2010-10-20,113.29,PLN
2010-10-21,113.37,PLN
2010-10-22,112.98,PLN
2010-10-25,113.68,PLN
2010-10-26,113.82,PLN
2010-10-27,113.90,PLN
2010-10-28,114.05,PLN
2010-10-29,114.09,PLN
2010-11-02,113.82,PLN
2010-11-03,113.95,PLN
2010-11-04,114.27,PLN
2010-11-05,114.60,PLN
2010-11-08,114.75,PLN
2010-11-09,115.30,PLN
2010-11-10,114.53,PLN
2010-11-12,114.68,PLN
2010-11-15,113.99,PLN
2010-11-16,114.26,PLN
2010-11-17,113.39,PLN
2010-11-18,113.59,PLN
2010-11-19,114.31,PLN
2010-11-22,112.68,PLN
2010-11-23,112.29,PLN
2010-11-24,112.84,PLN
2010-11-25,112.90,PLN
2010-11-26,112.74,PLN
2010-11-29,112.57,PLN
2010-11-30,112.15,PLN
2010-12-01,112.41,PLN
2010-12-02,112.72,PLN
2010-12-03,112.88,PLN
2010-12-06,113.12,PLN
2010-12-07,113.45,PLN
2010-12-08,113.42,PLN
2010-12-09,113.47,PLN
2010-12-10,113.38,PLN
2010-12-13,113.49,PLN
2010-12-14,114.36,PLN
2010-12-15,113.48,PLN
2010-12-16,113.47,PLN
2010-12-17,114.32,PLN
2010-12-20,114.44,PLN
2010-12-21,113.79,PLN
2010-12-22,114.03,PLN
2010-12-23,114.13,PLN
2010-12-27,114.22,PLN
2010-12-28,114.28,PLN
2010-12-29,114.39,PLN
2010-12-30,114.53,PLN
2010-12-31,114.62,PLN
2011-01-03,114.93,PLN
2011-01-04,115.26,PLN
2011-01-05,115.41,PLN
2011-01-07,115.57,PLN
2011-01-10,115.50,PLN
2011-01-11,115.60,PLN
2011-01-12,115.78,PLN
2011-01-13,116.01,PLN
2011-01-14,116.10,PLN
2011-01-17,116.19,PLN
2011-01-18,116.30,PLN
2011-01-19,116.63,PLN
2011-01-20,116.35,PLN
2011-01-21,117.26,PLN
2011-01-24,116.57,PLN
2011-01-25,117.52,PLN
2011-01-26,116.85,PLN
2011-01-27,116.92,PLN
2011-01-28,116.88,PLN
2011-01-31,116.93,PLN
2011-02-01,117.86,PLN
2011-02-02,117.24,PLN
2011-02-03,117.28,PLN
2011-02-04,117.42,PLN
2011-02-07,117.65,PLN
2011-02-08,118.47,PLN
2011-02-09,117.66,PLN
2011-02-10,117.60,PLN
2011-02-11,116.77,PLN
2011-02-14,116.87,PLN
2011-02-15,117.75,PLN
2011-02-16,117.83,PLN
2011-02-17,117.99,PLN
2011-02-18,118.95,PLN
2011-02-21,119.11,PLN
2011-02-22,119.11,PLN
2011-02-23,118.97,PLN
2011-02-24,118.86,PLN
2011-02-25,118.13,PLN
2011-02-28,117.41,PLN
2011-03-01,119.20,PLN
2011-03-02,118.33,PLN
2011-03-03,119.33,PLN
2011-03-04,118.48,PLN
2011-03-07,119.22,PLN
2011-03-08,118.48,PLN
2011-03-09,118.47,PLN
2011-03-10,118.22,PLN
2011-03-11,117.26,PLN
2011-03-14,118.10,PLN
2011-03-15,117.57,PLN
2011-03-16,117.63,PLN
2011-03-17,117.71,PLN
2011-03-18,117.93,PLN
2011-03-21,117.26,PLN
2011-03-22,118.19,PLN
2011-03-23,119.03,PLN
2011-03-24,118.20,PLN
2011-03-25,118.31,PLN
2011-03-28,118.39,PLN
2011-03-29,119.27,PLN
2011-03-30,118.49,PLN
2011-03-31,118.46,PLN
2011-04-01,118.62,PLN
2011-04-04,118.91,PLN
2011-04-05,119.03,PLN
2011-04-06,119.15,PLN
2011-04-07,119.34,PLN
2011-04-08,120.33,PLN
2011-04-11,119.51,PLN
2011-04-12,120.33,PLN
2011-04-13,119.44,PLN
2011-04-14,119.43,PLN
2011-04-15,119.43,PLN
2011-04-18,119.46,PLN
2011-04-19,119.46,PLN
2011-04-20,119.63,PLN
2011-04-21,121.40,PLN
2011-04-26,119.91,PLN
2011-04-27,121.74,PLN
2011-04-28,121.94,PLN
2011-04-29,120.37,PLN
2011-05-02,122.26,PLN
2011-05-04,120.68,PLN
2011-05-05,122.45,PLN
2011-05-06,122.52,PLN
2011-05-09,122.63,PLN
2011-05-10,122.70,PLN
2011-05-11,122.81,PLN
2011-05-12,121.07,PLN
2011-05-13,122.86,PLN
2011-05-16,121.32,PLN
2011-05-17,122.97,PLN
2011-05-18,122.92,PLN
2011-05-19,122.96,PLN
2011-05-20,122.91,PLN
2011-05-23,121.05,PLN
2011-05-24,122.73,PLN
2011-05-25,120.89,PLN
2011-05-26,120.87,PLN
2011-05-27,120.83,PLN
2011-05-30,122.62,PLN
2011-05-31,120.95,PLN
2011-06-01,121.02,PLN
2011-06-02,121.01,PLN
2011-06-03,120.60,PLN
2011-06-06,120.57,PLN
2011-06-07,120.44,PLN
2011-06-08,120.23,PLN
2011-06-09,121.82,PLN
2011-06-10,119.98,PLN
2011-06-13,119.97,PLN
2011-06-14,119.66,PLN
2011-06-15,119.58,PLN
2011-06-16,120.77,PLN
2011-06-17,119.00,PLN
2011-06-20,118.80,PLN
2011-06-21,120.59,PLN
2011-06-22,119.01,PLN
2011-06-24,120.65,PLN
2011-06-27,118.71,PLN
2011-06-28,118.72,PLN
2011-06-29,119.16,PLN
2011-06-30,119.69,PLN
2011-07-01,121.11,PLN
2011-07-04,120.04,PLN
2011-07-05,121.43,PLN
2011-07-06,120.26,PLN
2011-07-07,121.60,PLN
2011-07-08,121.69,PLN
2011-07-11,120.15,PLN
2011-07-12,121.03,PLN
2011-07-13,121.29,PLN
2011-07-14,120.20,PLN
2011-07-15,120.25,PLN
2011-07-18,120.14,PLN
2011-07-19,121.30,PLN
2011-07-20,121.48,PLN
2011-07-21,121.75,PLN
2011-07-22,122.18,PLN
2011-07-25,122.22,PLN
2011-07-26,122.33,PLN
2011-07-27,122.31,PLN
2011-07-28,122.20,PLN
2011-07-29,122.16,PLN
2011-08-01,122.31,PLN
2011-08-02,120.71,PLN
2011-08-03,120.17,PLN
2011-08-04,120.69,PLN
2011-08-05,118.46,PLN
2011-08-08,116.85,PLN
2011-08-09,115.19,PLN
2011-08-10,115.04,PLN
2011-08-11,113.94,PLN
2011-08-12,114.59,PLN
2011-08-16,115.69,PLN
2011-08-17,116.06,PLN
2011-08-18,115.63,PLN
2011-08-19,115.11,PLN
2011-08-22,116.03,PLN
2011-08-23,115.31,PLN
2011-08-24,113.75,PLN
2011-08-25,114.08,PLN
2011-08-26,113.93,PLN
2011-08-29,114.17,PLN
2011-08-30,115.71,PLN
2011-08-31,116.69,PLN
2011-09-01,117.25,PLN
2011-09-02,116.01,PLN
2011-09-05,115.85,PLN
2011-09-06,114.94,PLN
2011-09-07,115.36,PLN
2011-09-08,115.70,PLN
2011-09-09,115.43,PLN
2011-09-12,114.55,PLN
2011-09-13,114.21,PLN
2011-09-14,114.46,PLN
2011-09-15,114.57,PLN
2011-09-16,116.01,PLN
2011-09-19,114.52,PLN
2011-09-20,114.57,PLN
2011-09-21,114.45,PLN
2011-09-22,113.24,PLN
2011-09-23,112.66,PLN
2011-09-26,112.28,PLN
2011-09-27,112.45,PLN
2011-09-28,112.19,PLN
2011-09-29,112.77,PLN
2011-09-30,110.81,PLN
2011-10-03,110.90,PLN
2011-10-04,107.94,PLN
2011-10-05,107.88,PLN
2011-10-06,108.90,PLN
2011-10-07,110.63,PLN
2011-10-10,109.77,PLN
2011-10-11,110.78,PLN
2011-10-12,111.82,PLN
2011-10-13,113.63,PLN
2011-10-14,112.99,PLN
2011-10-17,113.65,PLN
2011-10-18,113.67,PLN
2011-10-19,114.24,PLN
2011-10-20,114.52,PLN
2011-10-21,115.10,PLN
2011-10-24,115.77,PLN
2011-10-25,116.36,PLN
2011-10-26,116.63,PLN
2011-10-27,119.05,PLN
2011-10-28,119.61,PLN
2011-10-31,118.26,PLN
2011-11-02,118.33,PLN
2011-11-03,118.60,PLN
2011-11-04,118.79,PLN
2011-11-07,117.57,PLN
2011-11-08,118.64,PLN
2011-11-09,118.16,PLN
2011-11-10,116.76,PLN
2011-11-14,117.14,PLN
2011-11-15,116.71,PLN
2011-11-16,116.63,PLN
2011-11-17,116.38,PLN
2011-11-18,116.24,PLN
2011-11-21,115.66,PLN
2011-11-22,115.22,PLN
2011-11-23,114.57,PLN
2011-11-24,114.45,PLN
2011-11-25,114.24,PLN
2011-11-28,115.60,PLN
2011-11-29,115.54,PLN
2011-11-30,116.07,PLN
2011-12-01,116.44,PLN
2011-12-02,116.90,PLN
2011-12-05,116.35,PLN
2011-12-06,116.66,PLN
2011-12-07,116.89,PLN
2011-12-08,116.97,PLN
2011-12-09,117.95,PLN
2011-12-12,117.83,PLN
2011-12-13,116.73,PLN
2011-12-14,116.70,PLN
2011-12-15,116.53,PLN
2011-12-16,116.60,PLN
2011-12-19,116.74,PLN
2011-12-20,116.90,PLN
2011-12-21,117.13,PLN
2011-12-22,117.33,PLN
2011-12-23,117.42,PLN
2011-12-27,117.59,PLN
2011-12-28,117.77,PLN
2011-12-29,117.92,PLN
2011-12-30,118.06,PLN
2012-01-02,118.16,PLN
2012-01-03,118.75,PLN
2012-01-04,119.03,PLN
2012-01-05,119.16,PLN
2012-01-09,119.43,PLN
2012-01-10,119.69,PLN
2012-01-11,121.57,PLN
2012-01-12,120.03,PLN
2012-01-13,120.12,PLN
2012-01-16,120.21,PLN
2012-01-17,120.43,PLN
2012-01-18,120.58,PLN
2012-01-19,122.71,PLN
2012-01-20,121.10,PLN
2012-01-23,121.46,PLN
2012-01-24,121.74,PLN
2012-01-25,121.95,PLN
2012-01-26,122.55,PLN
2012-01-27,124.67,PLN
2012-01-30,122.75,PLN
2012-01-31,124.69,PLN
2012-02-01,123.24,PLN
2012-02-02,123.54,PLN
2012-02-03,123.91,PLN
2012-02-06,124.00,PLN
2012-02-07,124.09,PLN
2012-02-08,124.31,PLN
2012-02-09,124.36,PLN
2012-02-10,124.15,PLN
2012-02-13,124.33,PLN
2012-02-14,124.04,PLN
2012-02-15,124.38,PLN
2012-02-16,124.21,PLN
2012-02-17,124.51,PLN
2012-02-20,124.38,PLN
2012-02-21,125.03,PLN
2012-02-22,124.87,PLN
2012-02-23,125.12,PLN
2012-02-24,127.57,PLN
2012-02-27,125.59,PLN
2012-02-28,126.15,PLN
2012-02-29,126.53,PLN
2012-03-01,128.63,PLN
2012-03-02,126.99,PLN
2012-03-05,126.83,PLN
2012-03-06,126.15,PLN
2012-03-07,126.13,PLN
2012-03-08,126.45,PLN
2012-03-09,127.98,PLN
2012-03-12,126.90,PLN
2012-03-13,127.12,PLN
2012-03-14,127.29,PLN
2012-03-15,126.73,PLN
2012-03-16,127.19,PLN
2012-03-19,127.29,PLN
2012-03-20,127.17,PLN
2012-03-21,127.20,PLN
2012-03-22,126.93,PLN
2012-03-23,126.79,PLN
2012-03-26,126.92,PLN
2012-03-27,126.91,PLN
2012-03-28,126.97,PLN
2012-03-29,126.82,PLN
2012-03-30,126.89,PLN
2012-04-02,126.95,PLN
2012-04-03,127.03,PLN
2012-04-04,126.85,PLN
2012-04-05,126.64,PLN
2012-04-10,125.94,PLN
2012-04-11,125.75,PLN
2012-04-12,126.04,PLN
2012-04-13,126.14,PLN
2012-04-16,126.10,PLN
2012-04-17,126.29,PLN
2012-04-18,126.41,PLN
2012-04-19,126.44,PLN
2012-04-20,126.49,PLN
2012-04-23,126.49,PLN
2012-04-24,126.72,PLN
2012-04-25,127.23,PLN
2012-04-26,127.44,PLN
2012-04-27,127.69,PLN
2012-04-30,129.30,PLN
2012-05-02,129.86,PLN
2012-05-04,130.22,PLN
2012-05-07,130.16,PLN
2012-05-08,128.83,PLN
2012-05-09,128.57,PLN
2012-05-10,128.73,PLN
2012-05-11,128.71,PLN
2012-05-14,128.27,PLN
2012-05-15,128.06,PLN
2012-05-16,127.59,PLN
2012-05-17,126.95,PLN
2012-05-18,126.41,PLN
2012-05-21,126.19,PLN
2012-05-22,126.62,PLN
2012-05-23,126.26,PLN
2012-05-24,126.25,PLN
2012-05-25,126.26,PLN
2012-05-28,126.45,PLN
2012-05-29,126.66,PLN
2012-05-30,126.49,PLN
2012-05-31,125.96,PLN
2012-06-01,125.81,PLN
2012-06-04,125.20,PLN
2012-06-05,125.45,PLN
2012-06-06,125.98,PLN
2012-06-08,126.83,PLN
2012-06-11,127.26,PLN
2012-06-12,126.92,PLN
2012-06-13,126.98,PLN
2012-06-14,127.10,PLN
2012-06-15,127.42,PLN
2012-06-18,127.70,PLN
2012-06-19,128.19,PLN
2012-06-20,128.61,PLN
2012-06-21,128.77,PLN
2012-06-22,128.85,PLN
2012-06-25,128.83,PLN
2012-06-26,130.22,PLN
2012-06-27,130.40,PLN
2012-06-28,129.18,PLN
2012-06-29,131.00,PLN
2012-07-02,130.04,PLN
2012-07-03,131.68,PLN
2012-07-04,130.52,PLN
2012-07-05,130.65,PLN
2012-07-06,130.67,PLN
2012-07-09,130.68,PLN
2012-07-10,130.48,PLN
2012-07-11,131.08,PLN
2012-07-12,130.57,PLN
2012-07-13,131.08,PLN
2012-07-16,131.19,PLN
2012-07-17,131.26,PLN
2012-07-18,131.48,PLN
2012-07-19,131.68,PLN
2012-07-20,131.75,PLN
2012-07-23,131.49,PLN
2012-07-24,131.40,PLN
2012-07-25,131.30,PLN
2012-07-26,131.45,PLN
2012-07-27,131.75,PLN
2012-07-30,133.57,PLN
2012-07-31,133.93,PLN
2012-08-01,132.78,PLN
2012-08-02,132.84,PLN
2012-08-03,133.13,PLN
2012-08-06,133.51,PLN
2012-08-07,133.83,PLN
2012-08-08,133.92,PLN
2012-08-09,133.96,PLN
2012-08-10,133.86,PLN
2012-08-13,133.88,PLN
2012-08-14,133.88,PLN
2012-08-16,133.83,PLN
2012-08-17,133.91,PLN
2012-08-20,134.09,PLN
2012-08-21,134.21,PLN
2012-08-22,135.68,PLN
2012-08-23,134.35,PLN
2012-08-24,134.34,PLN
2012-08-27,134.47,PLN
2012-08-28,135.89,PLN
2012-08-29,134.62,PLN
2012-08-30,136.06,PLN
2012-08-31,134.74,PLN
2012-09-03,136.23,PLN
2012-09-04,134.96,PLN
2012-09-05,135.13,PLN
2012-09-06,135.48,PLN
2012-09-07,135.94,PLN
2012-09-10,136.20,PLN
2012-09-11,136.35,PLN
2012-09-12,136.84,PLN
2012-09-13,136.99,PLN
2012-09-14,137.55,PLN
2012-09-17,137.76,PLN
2012-09-18,137.76,PLN
2012-09-19,137.76,PLN
2012-09-20,137.59,PLN
2012-09-21,137.54,PLN
2012-09-24,138.73,PLN
2012-09-25,137.14,PLN
2012-09-26,136.53,PLN
2012-09-27,137.68,PLN
2012-09-28,137.79,PLN
2012-10-01,136.98,PLN
2012-10-02,137.13,PLN
2012-10-03,137.27,PLN
2012-10-04,137.48,PLN
2012-10-05,137.69,PLN
2012-10-08,137.82,PLN
2012-10-09,138.67,PLN
2012-10-10,137.54,PLN
2012-10-11,137.80,PLN
2012-10-12,137.88,PLN
2012-10-15,138.14,PLN
2012-10-16,138.42,PLN
2012-10-17,138.90,PLN
2012-10-18,139.88,PLN
2012-10-19,139.94,PLN
2012-10-22,138.98,PLN
2012-10-23,138.68,PLN
2012-10-24,138.70,PLN
2012-10-25,138.77,PLN
2012-10-26,138.62,PLN
2012-10-29,138.56,PLN
2012-10-30,138.60,PLN
2012-10-31,138.65,PLN
2012-11-02,138.93,PLN
2012-11-05,139.02,PLN
2012-11-06,139.16,PLN
2012-11-07,139.15,PLN
2012-11-08,139.08,PLN
2012-11-09,138.76,PLN
2012-11-12,138.87,PLN
2012-11-13,138.60,PLN
2012-11-14,138.59,PLN
2012-11-15,138.19,PLN
2012-11-16,138.04,PLN
2012-11-19,138.47,PLN
2012-11-20,138.76,PLN
2012-11-21,138.96,PLN
2012-11-22,139.14,PLN
2012-11-23,139.20,PLN
2012-11-26,139.42,PLN
2012-11-27,139.70,PLN
2012-11-28,139.77,PLN
2012-11-29,140.14,PLN
2012-11-30,140.44,PLN
2012-12-03,140.68,PLN
2012-12-04,140.89,PLN
2012-12-05,141.28,PLN
2012-12-06,141.48,PLN
2012-12-07,141.75,PLN
2012-12-10,141.84,PLN
2012-12-11,142.14,PLN
2012-12-12,142.32,PLN
2012-12-13,142.46,PLN
2012-12-14,142.45,PLN
2012-12-17,142.59,PLN
2012-12-18,142.79,PLN
2012-12-19,142.88,PLN
2012-12-20,142.97,PLN
2012-12-21,142.88,PLN
2012-12-27,142.98,PLN
2012-12-28,142.95,PLN
2013-01-02,143.62,PLN
2013-01-03,144.03,PLN
2013-01-04,144.23,PLN
2013-01-07,144.40,PLN
2013-01-08,144.53,PLN
2013-01-09,144.69,PLN
2013-01-10,144.99,PLN
2013-01-11,145.10,PLN
2013-01-14,145.09,PLN
2013-01-15,144.94,PLN
2013-01-16,144.94,PLN
2013-01-17,145.16,PLN
2013-01-18,145.26,PLN
2013-01-21,145.37,PLN
2013-01-22,145.40,PLN
2013-01-23,145.47,PLN
2013-01-24,145.54,PLN
2013-01-25,145.64,PLN
2013-01-28,145.70,PLN
2013-01-29,145.39,PLN
2013-01-30,145.13,PLN
2013-01-31,144.72,PLN
2013-02-01,144.80,PLN
2013-02-04,144.60,PLN
2013-02-05,144.50,PLN
2013-02-06,144.52,PLN
2013-02-07,144.44,PLN
2013-02-08,144.48,PLN
2013-02-11,144.52,PLN
2013-02-12,144.58,PLN
2013-02-13,144.82,PLN
2013-02-14,144.94,PLN
2013-02-15,145.06,PLN
2013-02-18,145.17,PLN
2013-02-19,145.21,PLN
2013-02-20,145.36,PLN
2013-02-21,145.17,PLN
2013-02-22,145.30,PLN
