Data,Wartość dla NN (L) Globalny Długu Korporacyjnego (A),Waluta
2016-11-18,166.19,PLN
2016-11-21,166.43,PLN
2016-11-22,166.94,PLN
2016-11-23,166.94,PLN
2016-11-24,166.67,PLN
2016-11-25,167.01,PLN
2016-11-28,167.22,PLN
2016-11-29,167.20,PLN
2016-11-30,167.40,PLN
2016-12-01,167.45,PLN
2016-12-02,167.48,PLN
2016-12-05,167.80,PLN
2016-12-06,168.33,PLN
2016-12-07,168.96,PLN
2016-12-08,169.24,PLN
2016-12-09,169.56,PLN
2016-12-12,169.87,PLN
2016-12-13,170.11,PLN
2016-12-14,170.14,PLN
2016-12-15,169.65,PLN
2016-12-16,169.64,PLN
2016-12-19,169.78,PLN
2016-12-20,169.96,PLN
2016-12-21,170.09,PLN
2016-12-22,171.14,PLN
2016-12-23,170.31,PLN
2016-12-27,170.36,PLN
2016-12-28,170.47,PLN
2016-12-29,170.67,PLN
2016-12-30,170.72,PLN
2017-01-02,170.73,PLN
2017-01-03,171.18,PLN
2017-01-04,171.74,PLN
2017-01-05,171.98,PLN
2017-01-09,172.23,PLN
2017-01-10,172.35,PLN
2017-01-11,172.33,PLN
2017-01-12,172.25,PLN
2017-01-13,172.36,PLN
2017-01-16,172.35,PLN
2017-01-17,172.37,PLN
2017-01-18,172.33,PLN
2017-01-19,173.21,PLN
2017-01-20,172.19,PLN
2017-01-23,172.05,PLN
2017-01-24,172.25,PLN
2017-01-25,172.62,PLN
2017-01-26,172.79,PLN
2017-01-27,172.80,PLN
2017-01-30,172.66,PLN
2017-01-31,172.46,PLN
2017-02-01,172.60,PLN
2017-02-02,173.63,PLN
2017-02-03,172.98,PLN
2017-02-06,172.82,PLN
2017-02-07,172.76,PLN
2017-02-08,172.58,PLN
2017-02-09,172.63,PLN
2017-02-10,172.67,PLN
2017-02-13,172.89,PLN
2017-02-14,172.95,PLN
2017-02-15,172.86,PLN
2017-02-16,172.86,PLN
2017-02-17,172.82,PLN
2017-02-20,172.90,PLN
2017-02-21,173.19,PLN
2017-02-22,173.38,PLN
2017-02-23,173.59,PLN
2017-02-24,173.63,PLN
2017-02-27,173.78,PLN
2017-02-28,173.85,PLN
2017-03-01,174.13,PLN
2017-03-02,174.10,PLN
2017-03-03,173.86,PLN
2017-03-06,173.64,PLN
2017-03-07,173.20,PLN
2017-03-08,172.63,PLN
2017-03-09,172.04,PLN
2017-03-10,172.13,PLN
2017-03-13,171.76,PLN
2017-03-14,171.14,PLN
2017-03-15,171.72,PLN
2017-03-16,172.07,PLN
2017-03-17,172.35,PLN
2017-03-20,172.28,PLN
2017-03-21,172.04,PLN
2017-03-22,171.25,PLN
2017-03-23,171.71,PLN
2017-03-24,171.93,PLN
2017-03-27,171.45,PLN
2017-03-28,172.11,PLN
2017-03-29,172.69,PLN
2017-03-30,173.09,PLN
2017-03-31,173.19,PLN
2017-04-03,173.19,PLN
2017-04-04,173.18,PLN
2017-04-05,173.44,PLN
2017-04-06,173.44,PLN
2017-04-07,173.54,PLN
2017-04-10,173.65,PLN
2017-04-11,173.59,PLN
2017-04-12,173.54,PLN
2017-04-13,173.51,PLN
2017-04-18,173.44,PLN
2017-04-19,173.56,PLN
2017-04-20,173.42,PLN
2017-04-21,173.51,PLN
2017-04-24,173.87,PLN
2017-04-25,174.06,PLN
2017-04-26,174.26,PLN
2017-04-27,174.27,PLN
2017-04-28,174.46,PLN
2017-05-02,174.59,PLN
2017-05-04,174.34,PLN
2017-05-05,174.37,PLN
2017-05-08,174.44,PLN
2017-05-09,174.63,PLN
2017-05-10,174.73,PLN
2017-05-11,174.79,PLN
2017-05-12,174.73,PLN
2017-05-15,174.91,PLN
2017-05-16,174.97,PLN
2017-05-17,174.77,PLN
2017-05-18,174.53,PLN
2017-05-19,174.79,PLN
2017-05-22,175.14,PLN
2017-05-23,175.17,PLN
2017-05-24,175.37,PLN
2017-05-25,175.42,PLN
2017-05-26,175.42,PLN
2017-05-29,175.48,PLN
2017-05-30,175.54,PLN
2017-05-31,175.49,PLN
2017-06-01,175.71,PLN
2017-06-02,175.75,PLN
2017-06-05,175.81,PLN
2017-06-06,175.90,PLN
2017-06-07,175.77,PLN
2017-06-08,175.59,PLN
2017-06-09,175.64,PLN
2017-06-12,175.69,PLN
2017-06-13,175.81,PLN
2017-06-14,175.76,PLN
2017-06-16,175.52,PLN
2017-06-19,175.60,PLN
2017-06-20,175.32,PLN
2017-06-21,174.86,PLN
2017-06-22,174.33,PLN
2017-06-23,174.75,PLN
2017-06-26,175.02,PLN
2017-06-27,175.13,PLN
2017-06-28,175.14,PLN
2017-06-29,175.12,PLN
2017-06-30,175.06,PLN
2017-07-03,175.13,PLN
2017-07-04,175.16,PLN
2017-07-05,175.19,PLN
2017-07-06,174.94,PLN
2017-07-07,174.62,PLN
2017-07-10,174.66,PLN
2017-07-11,174.69,PLN
2017-07-12,175.13,PLN
2017-07-13,175.32,PLN
2017-07-14,175.54,PLN
2017-07-17,175.81,PLN
2017-07-18,175.95,PLN
2017-07-19,176.23,PLN
2017-07-20,176.48,PLN
2017-07-21,176.47,PLN
2017-07-24,176.53,PLN
2017-07-25,176.64,PLN
2017-07-26,176.81,PLN
2017-07-27,176.78,PLN
2017-07-28,176.76,PLN
2017-07-31,176.72,PLN
2017-08-01,176.84,PLN
2017-08-02,176.81,PLN
2017-08-03,176.80,PLN
2017-08-04,176.83,PLN
2017-08-07,176.87,PLN
2017-08-08,176.72,PLN
2017-08-09,176.18,PLN
2017-08-10,175.78,PLN
2017-08-11,175.58,PLN
2017-08-14,175.88,PLN
2017-08-16,175.98,PLN
2017-08-17,175.84,PLN
2017-08-18,175.70,PLN
2017-08-21,175.72,PLN
2017-08-22,175.89,PLN
2017-08-23,175.94,PLN
2017-08-24,176.04,PLN
2017-08-25,176.14,PLN
2017-08-28,176.23,PLN
2017-08-29,176.16,PLN
2017-08-30,176.31,PLN
2017-08-31,176.61,PLN
2017-09-01,176.67,PLN
2017-09-04,176.70,PLN
2017-09-05,176.72,PLN
2017-09-06,176.88,PLN
2017-09-07,176.83,PLN
2017-09-08,176.78,PLN
2017-09-11,176.93,PLN
2017-09-12,176.97,PLN
2017-09-13,177.00,PLN
2017-09-14,177.13,PLN
2017-09-15,177.14,PLN
2017-09-18,177.26,PLN
2017-09-19,177.37,PLN
2017-09-20,177.45,PLN
2017-09-21,177.44,PLN
2017-09-22,177.46,PLN
2017-09-25,177.57,PLN
2017-09-26,177.56,PLN
2017-09-27,177.48,PLN
2017-09-28,177.62,PLN
2017-09-29,177.73,PLN
2017-10-02,177.71,PLN
2017-10-03,177.73,PLN
2017-10-04,177.79,PLN
2017-10-05,177.91,PLN
2017-10-06,177.84,PLN
2017-10-09,177.91,PLN
2017-10-10,178.01,PLN
2017-10-11,178.11,PLN
2017-10-12,178.05,PLN
2017-10-13,178.04,PLN
2017-10-16,178.17,PLN
2017-10-17,178.39,PLN
2017-10-18,178.51,PLN
2017-10-19,178.37,PLN
2017-10-20,178.48,PLN
2017-10-23,178.60,PLN
2017-10-24,178.69,PLN
2017-10-25,178.38,PLN
2017-10-26,178.36,PLN
2017-10-27,178.34,PLN
2017-10-30,178.34,PLN
2017-10-31,178.49,PLN
2017-11-02,178.53,PLN
2017-11-03,178.65,PLN
2017-11-06,178.73,PLN
2017-11-07,178.64,PLN
2017-11-08,177.73,PLN
2017-11-09,177.41,PLN
2017-11-10,177.30,PLN
2017-11-13,177.23,PLN
2017-11-14,176.74,PLN
2017-11-15,175.98,PLN
2017-11-16,177.07,PLN
2017-11-17,177.20,PLN
2017-11-20,177.34,PLN
2017-11-21,177.56,PLN
2017-11-22,177.71,PLN
2017-11-23,177.71,PLN
2017-11-24,177.68,PLN
2017-11-27,177.80,PLN
2017-11-28,177.75,PLN
2017-11-29,177.80,PLN
2017-11-30,177.85,PLN
2017-12-01,177.83,PLN
2017-12-04,178.59,PLN
2017-12-05,177.99,PLN
2017-12-06,177.86,PLN
2017-12-07,177.85,PLN
2017-12-08,177.84,PLN
2017-12-11,177.94,PLN
2017-12-12,178.12,PLN
2017-12-13,177.97,PLN
2017-12-14,177.83,PLN
2017-12-15,177.76,PLN
2017-12-18,177.77,PLN
2017-12-19,177.69,PLN
2017-12-20,177.34,PLN
2017-12-21,177.84,PLN
2017-12-22,177.94,PLN
2017-12-27,178.00,PLN
2017-12-28,178.05,PLN
2017-12-29,178.13,PLN
2018-01-03,178.86,PLN
2018-01-04,179.28,PLN
2018-01-05,179.36,PLN
2018-01-08,179.53,PLN
2018-01-09,179.55,PLN
2018-01-10,179.17,PLN
2018-01-11,179.26,PLN
2018-01-12,179.30,PLN
2018-01-15,179.31,PLN
2018-01-16,179.43,PLN
2018-01-17,179.41,PLN
2018-01-18,179.19,PLN
2018-01-19,179.09,PLN
2018-01-22,179.26,PLN
2018-01-23,179.51,PLN
2018-01-24,179.55,PLN
2018-01-25,179.51,PLN
2018-01-26,179.64,PLN
2018-01-29,179.45,PLN
2018-01-30,178.94,PLN
2018-01-31,179.06,PLN
2018-02-01,178.93,PLN
2018-02-02,178.30,PLN
2018-02-05,177.82,PLN
2018-02-06,176.91,PLN
2018-02-07,177.71,PLN
2018-02-08,176.81,PLN
2018-02-09,175.37,PLN
2018-02-12,175.97,PLN
2018-02-13,175.74,PLN
2018-02-14,175.80,PLN
2018-02-15,176.57,PLN
2018-02-16,177.03,PLN
2018-02-19,177.15,PLN
2018-02-20,177.18,PLN
2018-02-21,177.05,PLN
2018-02-22,176.74,PLN
2018-02-23,176.75,PLN
2018-02-26,177.25,PLN
2018-02-27,177.32,PLN
2018-02-28,177.25,PLN
2018-03-01,176.91,PLN
2018-03-02,176.50,PLN
2018-03-05,176.65,PLN
2018-03-06,177.00,PLN
2018-03-07,176.87,PLN
2018-03-08,176.93,PLN
2018-03-09,177.08,PLN
2018-03-12,177.15,PLN
2018-03-13,177.07,PLN
2018-03-14,176.91,PLN
2018-03-15,176.78,PLN
2018-03-16,176.81,PLN
2018-03-19,176.56,PLN
2018-03-20,176.36,PLN
2018-03-21,176.38,PLN
2018-03-22,176.23,PLN
2018-03-23,176.03,PLN
2018-03-26,176.09,PLN
2018-03-27,176.17,PLN
2018-03-28,175.99,PLN
2018-03-29,176.18,PLN
2018-04-03,176.05,PLN
2018-04-04,176.05,PLN
2018-04-05,176.46,PLN
2018-04-06,176.58,PLN
2018-04-09,176.66,PLN
2018-04-10,177.08,PLN
2018-04-11,177.25,PLN
2018-04-12,177.53,PLN
2018-04-13,177.86,PLN
2018-04-16,178.02,PLN
2018-04-17,178.29,PLN
2018-04-18,178.27,PLN
2018-04-19,177.75,PLN
2018-04-20,177.70,PLN
2018-04-23,177.39,PLN
2018-04-24,177.17,PLN
2018-04-25,176.69,PLN
2018-04-26,176.98,PLN
2018-04-27,177.05,PLN
2018-04-30,177.10,PLN
2018-05-02,176.94,PLN
2018-05-04,176.86,PLN
2018-05-07,176.98,PLN
2018-05-08,176.84,PLN
2018-05-09,176.94,PLN
2018-05-10,176.86,PLN
2018-05-11,177.24,PLN
2018-05-14,177.30,PLN
2018-05-15,177.07,PLN
2018-05-16,176.95,PLN
2018-05-17,176.89,PLN
2018-05-18,176.83,PLN
2018-05-21,176.80,PLN
2018-05-22,176.86,PLN
2018-05-23,176.67,PLN
2018-05-24,176.74,PLN
2018-05-25,176.52,PLN
2018-05-28,176.51,PLN
2018-05-29,175.89,PLN
2018-05-30,176.08,PLN
2018-06-01,176.60,PLN
2018-06-04,176.89,PLN
2018-06-05,176.88,PLN
2018-06-06,176.90,PLN
2018-06-07,177.05,PLN
2018-06-08,176.95,PLN
2018-06-11,177.16,PLN
2018-06-12,177.21,PLN
2018-06-13,177.30,PLN
2018-06-14,177.46,PLN
2018-06-15,177.50,PLN
2018-06-18,177.94,PLN
2018-06-19,177.27,PLN
2018-06-20,177.14,PLN
2018-06-21,177.20,PLN
2018-06-22,177.18,PLN
2018-06-25,176.86,PLN
2018-06-26,176.67,PLN
2018-06-27,176.45,PLN
2018-06-28,176.11,PLN
2018-06-29,176.24,PLN
2018-07-02,175.71,PLN
2018-07-03,176.14,PLN
2018-07-04,176.22,PLN
2018-07-05,176.34,PLN
2018-07-06,176.45,PLN
2018-07-09,176.82,PLN
2018-07-10,177.06,PLN
2018-07-11,176.91,PLN
2018-07-12,177.04,PLN
2018-07-13,177.22,PLN
2018-07-16,177.25,PLN
2018-07-17,177.27,PLN
2018-07-18,177.40,PLN
2018-07-19,177.42,PLN
2018-07-20,177.39,PLN
2018-07-23,177.47,PLN
2018-07-24,177.64,PLN
2018-07-25,177.73,PLN
2018-07-26,177.98,PLN
2018-07-27,178.05,PLN
2018-07-30,178.11,PLN
2018-07-31,178.24,PLN
2018-08-01,178.30,PLN
2018-08-02,178.34,PLN
2018-08-03,178.46,PLN
2018-08-06,178.56,PLN
2018-08-07,178.52,PLN
2018-08-08,178.82,PLN
2018-08-09,178.81,PLN
2018-08-10,178.62,PLN
2018-08-13,178.48,PLN
2018-08-14,178.55,PLN
2018-08-16,178.50,PLN
2018-08-17,178.58,PLN
2018-08-20,178.74,PLN
2018-08-21,178.93,PLN
2018-08-22,179.10,PLN
2018-08-23,179.14,PLN
2018-08-24,179.21,PLN
2018-08-27,179.39,PLN
2018-08-28,179.44,PLN
2018-08-29,179.44,PLN
2018-08-30,179.33,PLN
2018-08-31,179.31,PLN
2018-09-03,179.34,PLN
2018-09-04,179.17,PLN
2018-09-05,179.04,PLN
2018-09-06,179.06,PLN
2018-09-07,179.04,PLN
2018-09-10,179.17,PLN
2018-09-11,179.27,PLN
2018-09-12,179.41,PLN
2018-09-13,179.57,PLN
2018-09-14,179.65,PLN
2018-09-17,179.79,PLN
2018-09-18,179.93,PLN
2018-09-19,179.90,PLN
2018-09-20,179.97,PLN
2018-09-21,179.97,PLN
2018-09-24,179.91,PLN
2018-09-25,179.85,PLN
2018-09-26,179.89,PLN
2018-09-27,179.94,PLN
2018-09-28,180.55,PLN
2018-10-01,180.17,PLN
2018-10-02,180.18,PLN
2018-10-03,180.24,PLN
2018-10-04,179.30,PLN
2018-10-05,179.13,PLN
2018-10-08,179.13,PLN
2018-10-09,178.61,PLN
2018-10-10,178.12,PLN
2018-10-11,177.94,PLN
2018-10-12,178.29,PLN
2018-10-15,178.32,PLN
2018-10-16,178.54,PLN
2018-10-17,178.48,PLN
2018-10-18,178.14,PLN
2018-10-19,177.95,PLN
2018-10-22,177.99,PLN
2018-10-23,177.41,PLN
2018-10-24,177.43,PLN
2018-10-25,177.03,PLN
2018-10-26,176.55,PLN
2018-10-29,176.60,PLN
2018-10-30,175.99,PLN
2018-10-31,176.60,PLN
2018-11-02,176.99,PLN
2018-11-05,176.95,PLN
2018-11-06,177.10,PLN
2018-11-07,177.47,PLN
2018-11-08,177.51,PLN
2018-11-09,176.92,PLN
2018-11-13,176.14,PLN
2018-11-14,175.50,PLN
2018-11-15,174.79,PLN
2018-11-16,174.41,PLN
2018-11-19,174.12,PLN
2018-11-20,173.44,PLN
2018-11-21,173.91,PLN
2018-11-22,173.96,PLN
2018-11-23,173.72,PLN
2018-11-26,173.90,PLN
2018-11-27,173.59,PLN
2018-11-28,173.81,PLN
2018-11-29,173.93,PLN
2018-11-30,173.96,PLN
2018-12-03,174.19,PLN
2018-12-04,174.23,PLN
2018-12-05,174.11,PLN
2018-12-06,173.17,PLN
2018-12-07,173.52,PLN
2018-12-10,173.06,PLN
2018-12-11,173.24,PLN
2018-12-12,173.92,PLN
2018-12-13,174.21,PLN
2018-12-14,174.05,PLN
2018-12-17,173.77,PLN
2018-12-18,173.20,PLN
2018-12-19,172.83,PLN
2018-12-20,171.32,PLN
2018-12-21,170.96,PLN
2018-12-27,170.05,PLN
2018-12-28,170.38,PLN
2019-01-02,170.58,PLN
2019-01-03,170.36,PLN
2019-01-04,171.65,PLN
2019-01-07,172.69,PLN
2019-01-08,173.60,PLN
2019-01-09,174.47,PLN
2019-01-10,174.51,PLN
2019-01-11,174.68,PLN
2019-01-14,174.43,PLN
2019-01-15,174.71,PLN
2019-01-16,175.26,PLN
2019-01-17,175.25,PLN
2019-01-18,175.75,PLN
2019-01-21,175.82,PLN
2019-01-22,175.44,PLN
2019-01-23,175.38,PLN
2019-01-24,175.44,PLN
2019-01-25,175.85,PLN
2019-01-28,175.71,PLN
2019-01-29,175.81,PLN
2019-01-30,176.13,PLN
2019-01-31,176.81,PLN
2019-02-01,176.92,PLN
2019-02-04,177.00,PLN
2019-02-05,177.62,PLN
2019-02-06,177.87,PLN
2019-02-07,177.34,PLN
2019-02-08,177.12,PLN
2019-02-11,177.23,PLN
2019-02-12,177.48,PLN
2019-02-13,177.65,PLN
2019-02-14,177.65,PLN
2019-02-15,177.91,PLN
2019-02-18,178.06,PLN
2019-02-19,178.30,PLN
2019-02-20,178.51,PLN
2019-02-21,178.58,PLN
2019-02-22,178.73,PLN
2019-02-25,179.08,PLN
2019-02-26,179.28,PLN
2019-02-27,179.56,PLN
2019-02-28,179.54,PLN
2019-03-01,179.65,PLN
2019-03-04,179.71,PLN
2019-03-05,179.67,PLN
2019-03-06,179.46,PLN
2019-03-07,179.24,PLN
2019-03-08,178.79,PLN
2019-03-11,179.04,PLN
2019-03-12,179.45,PLN
2019-03-13,179.81,PLN
2019-03-14,179.96,PLN
2019-03-15,180.06,PLN
2019-03-18,180.25,PLN
2019-03-19,180.52,PLN
2019-03-20,180.51,PLN
2019-03-21,180.74,PLN
2019-03-22,180.45,PLN
2019-03-25,180.26,PLN
2019-03-26,180.46,PLN
2019-03-27,180.50,PLN
2019-03-28,180.50,PLN
2019-03-29,180.87,PLN
2019-04-01,181.19,PLN
2019-04-02,181.30,PLN
2019-04-03,181.57,PLN
2019-04-04,181.52,PLN
2019-04-05,181.67,PLN
2019-04-08,181.78,PLN
2019-04-09,181.89,PLN
2019-04-10,182.01,PLN
2019-04-11,182.25,PLN
2019-04-12,182.60,PLN
2019-04-15,182.66,PLN
2019-04-16,182.75,PLN
2019-04-17,182.39,PLN
2019-04-18,182.68,PLN
2019-04-23,182.87,PLN
2019-04-24,182.93,PLN
2019-04-25,182.79,PLN
2019-04-26,182.85,PLN
2019-04-29,182.97,PLN
2019-04-30,182.99,PLN
2019-05-02,183.33,PLN
2019-05-06,182.79,PLN
2019-05-07,182.31,PLN
2019-05-08,182.16,PLN
2019-05-09,181.64,PLN
2019-05-10,181.65,PLN
2019-05-13,181.00,PLN
2019-05-14,181.20,PLN
2019-05-15,181.15,PLN
2019-05-16,181.49,PLN
2019-05-17,181.59,PLN
2019-05-20,181.63,PLN
2019-05-21,181.85,PLN
2019-05-22,181.78,PLN
2019-05-23,181.28,PLN
2019-05-24,181.33,PLN
2019-05-27,181.39,PLN
2019-05-28,181.23,PLN
2019-05-29,180.67,PLN
2019-05-30,180.81,PLN
2019-05-31,180.19,PLN
2019-06-03,179.57,PLN
2019-06-04,180.41,PLN
2019-06-05,180.61,PLN
2019-06-06,180.73,PLN
2019-06-07,181.17,PLN
2019-06-10,181.63,PLN
2019-06-11,181.82,PLN
2019-06-12,181.64,PLN
2019-06-13,181.69,PLN
2019-06-14,181.65,PLN
2019-06-17,181.67,PLN
2019-06-18,182.00,PLN
2019-06-19,182.07,PLN
2019-06-21,183.31,PLN
2019-06-24,183.33,PLN
2019-06-25,183.05,PLN
2019-06-26,183.05,PLN
2019-06-27,182.80,PLN
2019-06-28,183.39,PLN
2019-07-01,183.83,PLN
2019-07-02,183.82,PLN
2019-07-03,184.02,PLN
2019-07-04,184.06,PLN
2019-07-05,183.85,PLN
2019-07-08,183.77,PLN
2019-07-09,183.42,PLN
2019-07-10,183.56,PLN
2019-07-11,183.65,PLN
2019-07-12,183.65,PLN
2019-07-15,183.75,PLN
2019-07-16,183.61,PLN
2019-07-17,183.46,PLN
2019-07-18,183.08,PLN
2019-07-19,183.15,PLN
2019-07-22,183.29,PLN
2019-07-23,183.49,PLN
2019-07-24,183.76,PLN
2019-07-25,183.95,PLN
2019-07-26,184.08,PLN
2019-07-29,184.09,PLN
2019-07-30,183.89,PLN
2019-07-31,184.00,PLN
2019-08-01,183.85,PLN
2019-08-02,183.36,PLN
2019-08-05,182.24,PLN
2019-08-06,182.47,PLN
2019-08-07,182.29,PLN
2019-08-08,182.78,PLN
2019-08-09,182.88,PLN
2019-08-12,182.88,PLN
2019-08-13,182.99,PLN
2019-08-14,182.53,PLN
2019-08-16,182.52,PLN
2019-08-19,182.90,PLN
2019-08-20,183.12,PLN
2019-08-21,183.62,PLN
2019-08-22,183.87,PLN
2019-08-23,183.85,PLN
2019-08-26,183.91,PLN
2019-08-27,184.02,PLN
2019-08-28,183.79,PLN
2019-08-29,184.28,PLN
2019-08-30,184.43,PLN
2019-09-02,184.42,PLN
2019-09-03,184.21,PLN
2019-09-04,184.32,PLN
2019-09-05,184.71,PLN
2019-09-06,184.86,PLN
2019-09-09,184.95,PLN
2019-09-10,184.98,PLN
2019-09-11,184.91,PLN
2019-09-12,185.09,PLN
2019-09-13,185.12,PLN
2019-09-16,185.31,PLN
2019-09-17,185.39,PLN
2019-09-18,185.42,PLN
2019-09-19,185.42,PLN
2019-09-20,185.47,PLN
2019-09-23,185.45,PLN
2019-09-24,185.36,PLN
2019-09-25,185.03,PLN
2019-09-26,184.94,PLN
2019-09-27,184.80,PLN
2019-09-30,184.71,PLN
2019-10-01,184.55,PLN
2019-10-02,183.91,PLN
2019-10-03,183.69,PLN
2019-10-04,183.60,PLN
2019-10-07,183.63,PLN
2019-10-08,183.32,PLN
2019-10-09,183.48,PLN
2019-10-10,183.46,PLN
2019-10-11,183.72,PLN
2019-10-14,183.80,PLN
2019-10-15,184.00,PLN
2019-10-16,184.16,PLN
2019-10-17,184.30,PLN
2019-10-18,184.25,PLN
2019-10-21,184.33,PLN
2019-10-22,184.37,PLN
2019-10-23,184.39,PLN
2019-10-24,184.38,PLN
2019-10-25,184.36,PLN
2019-10-28,184.39,PLN
2019-10-29,184.32,PLN
2019-10-30,184.16,PLN
2019-10-31,184.05,PLN
2019-11-04,184.50,PLN
2019-11-05,184.55,PLN
2019-11-06,184.55,PLN
2019-11-07,184.69,PLN
2019-11-08,184.57,PLN
2019-11-12,184.62,PLN
2019-11-13,184.46,PLN
2019-11-14,184.32,PLN
2019-11-15,184.36,PLN
2019-11-18,184.42,PLN
2019-11-19,184.26,PLN
2019-11-20,184.10,PLN
2019-11-21,184.08,PLN
2019-11-22,184.24,PLN
2019-11-25,184.47,PLN
2019-11-26,184.83,PLN
2019-11-27,185.13,PLN
2019-11-28,184.86,PLN
2019-11-29,185.26,PLN
2019-12-02,185.09,PLN
2019-12-03,184.87,PLN
2019-12-04,185.27,PLN
2019-12-05,185.44,PLN
2019-12-06,185.80,PLN
2019-12-09,185.93,PLN
2019-12-10,186.16,PLN
2019-12-11,186.34,PLN
2019-12-12,186.60,PLN
2019-12-13,187.04,PLN
2019-12-16,187.34,PLN
2019-12-17,187.63,PLN
2019-12-18,187.93,PLN
2019-12-19,188.04,PLN
2019-12-20,188.08,PLN
2019-12-23,188.13,PLN
2019-12-27,188.26,PLN
2019-12-30,188.23,PLN
2020-01-02,188.48,PLN
2020-01-03,188.61,PLN
2020-01-07,188.65,PLN
2020-01-08,188.65,PLN
2020-01-09,188.77,PLN
2020-01-10,188.88,PLN
2020-01-13,189.02,PLN
2020-01-14,189.08,PLN
2020-01-15,189.11,PLN
2020-01-16,189.19,PLN
2020-01-17,189.30,PLN
2020-01-20,189.34,PLN
2020-01-21,189.18,PLN
2020-01-22,189.12,PLN
2020-01-23,188.77,PLN
2020-01-24,188.55,PLN
2020-01-27,187.59,PLN
2020-01-28,188.09,PLN
2020-01-29,188.10,PLN
2020-01-30,187.79,PLN
2020-01-31,187.78,PLN
2020-02-03,187.67,PLN
2020-02-04,188.05,PLN
2020-02-05,188.52,PLN
2020-02-06,188.82,PLN
2020-02-07,188.86,PLN
2020-02-10,188.75,PLN
2020-02-11,189.26,PLN
2020-02-12,189.51,PLN
2020-02-13,189.52,PLN
2020-02-14,189.62,PLN
2020-02-17,189.70,PLN
2020-02-18,189.60,PLN
2020-02-19,189.77,PLN
2020-02-20,189.87,PLN
2020-02-21,189.70,PLN
2020-02-24,188.45,PLN
2020-02-25,187.91,PLN
2020-02-26,187.34,PLN
2020-02-27,185.97,PLN
2020-02-28,184.46,PLN
2020-03-02,184.83,PLN
2020-03-03,185.88,PLN
2020-03-04,186.71,PLN
2020-03-05,185.91,PLN
2020-03-06,183.23,PLN
2020-03-09,178.14,PLN
2020-03-10,177.82,PLN
2020-03-11,175.50,PLN
2020-03-12,170.45,PLN
2020-03-13,168.31,PLN
2020-03-16,164.20,PLN
2020-03-17,161.75,PLN
2020-03-18,156.70,PLN
2020-03-19,151.10,PLN
2020-03-20,152.62,PLN
2020-03-23,150.76,PLN
2020-03-24,151.39,PLN
2020-03-25,154.59,PLN
2020-03-26,157.74,PLN
2020-03-27,159.88,PLN
2020-03-30,160.19,PLN
2020-03-31,161.34,PLN
2020-04-01,160.38,PLN
2020-04-02,159.94,PLN
2020-04-03,159.45,PLN
2020-04-06,159.57,PLN
2020-04-07,161.25,PLN
2020-04-08,162.20,PLN
2020-04-09,165.29,PLN
2020-04-14,169.62,PLN
2020-04-15,169.16,PLN
2020-04-16,169.12,PLN
2020-04-17,169.66,PLN
2020-04-20,169.36,PLN
2020-04-21,167.40,PLN
2020-04-22,166.20,PLN
2020-04-23,167.40,PLN
2020-04-24,167.13,PLN
2020-04-27,167.21,PLN
2020-04-28,167.34,PLN
2020-04-29,167.63,PLN
2020-04-30,168.05,PLN
2020-05-04,167.30,PLN
2020-05-05,167.95,PLN
2020-05-06,168.28,PLN
2020-05-07,168.64,PLN
2020-05-08,168.98,PLN
2020-05-11,169.25,PLN
2020-05-12,169.77,PLN
2020-05-13,169.26,PLN
2020-05-14,168.38,PLN
2020-05-15,168.28,PLN
2020-05-18,169.65,PLN
2020-05-19,170.56,PLN
2020-05-20,171.68,PLN
2020-05-21,172.39,PLN
2020-05-22,172.71,PLN
2020-05-25,172.74,PLN
2020-05-26,175.29,PLN
2020-05-27,175.05,PLN
2020-05-28,175.88,PLN
2020-05-29,175.87,PLN
2020-06-01,176.34,PLN
2020-06-02,177.49,PLN
2020-06-03,179.00,PLN
2020-06-04,179.41,PLN
2020-06-05,180.84,PLN
2020-06-08,181.69,PLN
2020-06-09,181.21,PLN
2020-06-10,180.71,PLN
2020-06-12,178.96,PLN
2020-06-15,178.83,PLN
2020-06-16,180.86,PLN
2020-06-17,180.89,PLN
2020-06-18,180.28,PLN
2020-06-19,180.12,PLN
2020-06-22,180.01,PLN
2020-06-23,180.14,PLN
2020-06-24,179.52,PLN
2020-06-25,178.91,PLN
2020-06-26,178.47,PLN
2020-06-29,177.83,PLN
2020-06-30,177.84,PLN
2020-07-01,178.33,PLN
2020-07-02,178.93,PLN
2020-07-03,179.00,PLN
2020-07-06,179.70,PLN
2020-07-07,179.91,PLN
2020-07-08,179.83,PLN
2020-07-09,179.69,PLN
2020-07-10,179.45,PLN
2020-07-13,179.72,PLN
2020-07-14,179.58,PLN
2020-07-15,180.33,PLN
2020-07-16,180.56,PLN
2020-07-17,180.85,PLN
2020-07-20,181.65,PLN
2020-07-21,182.50,PLN
2020-07-22,182.90,PLN
2020-07-23,183.22,PLN
2020-07-24,183.21,PLN
2020-07-27,183.15,PLN
2020-07-28,183.10,PLN
2020-07-29,183.41,PLN
2020-07-30,183.48,PLN
2020-07-31,183.70,PLN
2020-08-03,184.03,PLN
2020-08-04,184.20,PLN
2020-08-05,184.71,PLN
2020-08-06,184.92,PLN
2020-08-07,185.03,PLN
2020-08-10,185.08,PLN
2020-08-11,185.37,PLN
2020-08-12,185.19,PLN
