Data,Wartość dla NN Indeks Odpowiedzialnego Inwestowania (A),Waluta
2018-12-03,398.90,PLN
2018-12-04,401.03,PLN
2018-12-05,401.74,PLN
2018-12-06,393.75,PLN
2018-12-07,391.74,PLN
2018-12-10,387.28,PLN
2018-12-11,385.02,PLN
2018-12-12,390.96,PLN
2018-12-13,396.98,PLN
2018-12-14,395.64,PLN
2018-12-17,392.38,PLN
2018-12-18,395.47,PLN
2018-12-19,397.28,PLN
2018-12-20,392.12,PLN
2018-12-21,386.19,PLN
2018-12-27,385.39,PLN
2018-12-28,388.80,PLN
2019-01-02,391.81,PLN
2019-01-03,385.51,PLN
2019-01-04,390.67,PLN
2019-01-07,397.12,PLN
2019-01-08,396.99,PLN
2019-01-09,398.35,PLN
2019-01-10,397.49,PLN
2019-01-11,398.73,PLN
2019-01-14,397.48,PLN
2019-01-15,399.40,PLN
2019-01-16,403.14,PLN
2019-01-17,402.40,PLN
2019-01-18,404.98,PLN
2019-01-21,402.12,PLN
2019-01-22,401.26,PLN
2019-01-23,407.26,PLN
2019-01-24,407.15,PLN
2019-01-25,406.33,PLN
2019-01-28,402.72,PLN
2019-01-29,402.57,PLN
2019-01-30,399.87,PLN
2019-01-31,403.18,PLN
2019-02-01,404.94,PLN
2019-02-04,404.99,PLN
2019-02-05,407.66,PLN
2019-02-06,409.31,PLN
2019-02-07,403.38,PLN
2019-02-08,402.11,PLN
2019-02-11,401.77,PLN
2019-02-12,404.44,PLN
2019-02-13,400.90,PLN
2019-02-14,397.10,PLN
2019-02-15,399.98,PLN
2019-02-18,398.63,PLN
2019-02-19,397.85,PLN
2019-02-20,403.03,PLN
2019-02-21,399.86,PLN
2019-02-22,402.25,PLN
2019-02-25,404.77,PLN
2019-02-26,403.64,PLN
2019-02-27,399.62,PLN
2019-02-28,399.25,PLN
2019-03-01,400.14,PLN
2019-03-04,399.03,PLN
2019-03-05,397.91,PLN
2019-03-06,399.47,PLN
2019-03-07,396.95,PLN
2019-03-08,395.21,PLN
2019-03-11,395.66,PLN
2019-03-12,396.81,PLN
2019-03-13,398.34,PLN
2019-03-14,399.44,PLN
2019-03-15,404.04,PLN
2019-03-18,403.93,PLN
2019-03-19,404.47,PLN
2019-03-20,404.45,PLN
2019-03-21,405.17,PLN
2019-03-22,399.55,PLN
2019-03-25,397.51,PLN
2019-03-26,399.57,PLN
2019-03-27,397.51,PLN
2019-03-28,397.20,PLN
2019-03-29,397.41,PLN
2019-04-01,401.33,PLN
2019-04-02,405.74,PLN
2019-04-03,411.61,PLN
2019-04-04,408.98,PLN
2019-04-05,404.00,PLN
2019-04-08,405.08,PLN
2019-04-09,406.43,PLN
2019-04-10,409.50,PLN
2019-04-11,406.67,PLN
2019-04-12,405.58,PLN
2019-04-15,404.58,PLN
2019-04-16,405.92,PLN
2019-04-17,406.88,PLN
2019-04-18,404.87,PLN
2019-04-23,404.64,PLN
2019-04-24,405.13,PLN
2019-04-25,403.24,PLN
2019-04-26,405.57,PLN
2019-04-29,404.65,PLN
2019-04-30,400.27,PLN
2019-05-02,397.30,PLN
2019-05-06,393.01,PLN
2019-05-07,385.18,PLN
2019-05-08,383.18,PLN
2019-05-09,377.03,PLN
2019-05-10,379.01,PLN
2019-05-13,375.66,PLN
2019-05-14,374.24,PLN
2019-05-15,375.18,PLN
2019-05-16,377.24,PLN
2019-05-17,376.65,PLN
2019-05-20,375.56,PLN
2019-05-21,378.98,PLN
2019-05-22,382.44,PLN
2019-05-23,376.01,PLN
2019-05-24,378.13,PLN
2019-05-27,378.68,PLN
2019-05-28,380.08,PLN
2019-05-29,379.96,PLN
2019-05-30,384.15,PLN
2019-05-31,386.57,PLN
2019-06-03,386.40,PLN
2019-06-04,385.96,PLN
2019-06-05,384.68,PLN
2019-06-06,390.42,PLN
2019-06-07,393.73,PLN
2019-06-10,393.46,PLN
2019-06-11,396.03,PLN
2019-06-12,394.36,PLN
2019-06-13,397.17,PLN
2019-06-14,395.40,PLN
2019-06-17,393.99,PLN
2019-06-18,402.12,PLN
2019-06-19,400.26,PLN
2019-06-21,398.47,PLN
2019-06-24,402.19,PLN
2019-06-25,398.35,PLN
2019-06-26,399.86,PLN
2019-06-27,402.34,PLN
2019-06-28,401.71,PLN
2019-07-01,402.48,PLN
2019-07-02,404.08,PLN
2019-07-03,404.54,PLN
2019-07-04,405.78,PLN
2019-07-05,403.75,PLN
2019-07-08,403.91,PLN
2019-07-09,401.48,PLN
2019-07-10,401.08,PLN
2019-07-11,401.81,PLN
2019-07-12,401.75,PLN
2019-07-15,402.84,PLN
2019-07-16,402.15,PLN
2019-07-17,399.48,PLN
2019-07-18,400.84,PLN
2019-07-19,405.41,PLN
2019-07-22,405.39,PLN
2019-07-23,404.54,PLN
2019-07-24,404.90,PLN
2019-07-25,401.46,PLN
2019-07-26,401.02,PLN
2019-07-29,398.21,PLN
2019-07-30,396.75,PLN
2019-07-31,398.34,PLN
2019-08-01,392.81,PLN
2019-08-02,389.58,PLN
2019-08-05,381.91,PLN
2019-08-06,380.91,PLN
2019-08-07,378.04,PLN
2019-08-08,381.07,PLN
2019-08-09,376.03,PLN
2019-08-12,373.00,PLN
2019-08-13,379.72,PLN
2019-08-14,370.68,PLN
2019-08-16,367.45,PLN
2019-08-19,372.82,PLN
2019-08-20,374.05,PLN
2019-08-21,373.19,PLN
2019-08-22,373.33,PLN
2019-08-23,372.27,PLN
2019-08-26,371.51,PLN
2019-08-27,371.17,PLN
2019-08-28,364.22,PLN
2019-08-29,366.70,PLN
2019-08-30,376.51,PLN
2019-09-02,378.32,PLN
2019-09-03,372.96,PLN
2019-09-04,372.17,PLN
2019-09-05,372.73,PLN
2019-09-06,374.11,PLN
2019-09-09,380.71,PLN
2019-09-10,382.31,PLN
2019-09-11,382.86,PLN
2019-09-12,382.64,PLN
2019-09-13,384.24,PLN
2019-09-16,386.81,PLN
2019-09-17,383.17,PLN
2019-09-18,385.11,PLN
2019-09-19,383.07,PLN
2019-09-20,378.84,PLN
2019-09-23,374.55,PLN
2019-09-24,378.34,PLN
2019-09-25,376.11,PLN
2019-09-26,378.21,PLN
2019-09-27,380.39,PLN
2019-09-30,378.00,PLN
2019-10-01,374.60,PLN
2019-10-02,366.04,PLN
2019-10-03,365.13,PLN
2019-10-04,367.89,PLN
2019-10-07,367.91,PLN
2019-10-08,369.69,PLN
2019-10-09,369.69,PLN
2019-10-10,368.13,PLN
2019-10-11,374.00,PLN
2019-10-14,372.38,PLN
2019-10-15,373.04,PLN
2019-10-16,373.77,PLN
2019-10-17,376.71,PLN
2019-10-18,374.64,PLN
2019-10-21,377.14,PLN
2019-10-22,381.17,PLN
2019-10-23,381.04,PLN
2019-10-24,381.48,PLN
2019-10-25,376.65,PLN
2019-10-28,381.87,PLN
2019-10-29,383.89,PLN
2019-10-30,384.19,PLN
2019-10-31,379.75,PLN
2019-11-04,390.07,PLN
2019-11-05,390.97,PLN
2019-11-06,388.45,PLN
2019-11-07,390.66,PLN
2019-11-08,388.23,PLN
2019-11-12,387.98,PLN
2019-11-13,386.04,PLN
2019-11-14,384.58,PLN
2019-11-15,385.51,PLN
2019-11-18,386.32,PLN
2019-11-19,383.85,PLN
2019-11-20,380.78,PLN
2019-11-21,378.11,PLN
2019-11-22,379.62,PLN
2019-11-25,381.43,PLN
2019-11-26,380.66,PLN
2019-11-27,379.47,PLN
2019-11-28,377.83,PLN
2019-11-29,376.45,PLN
2019-12-02,371.84,PLN
2019-12-03,366.88,PLN
2019-12-04,366.26,PLN
2019-12-05,368.48,PLN
2019-12-06,366.68,PLN
2019-12-09,365.57,PLN
2019-12-10,363.73,PLN
2019-12-11,363.03,PLN
2019-12-12,370.59,PLN
2019-12-13,371.53,PLN
2019-12-16,372.17,PLN
2019-12-17,374.88,PLN
2019-12-18,374.49,PLN
2019-12-19,375.61,PLN
2019-12-20,374.85,PLN
2019-12-23,377.19,PLN
2019-12-27,379.29,PLN
2019-12-30,379.08,PLN
2020-01-02,386.81,PLN
2020-01-03,383.57,PLN
2020-01-07,381.20,PLN
2020-01-08,376.43,PLN
2020-01-09,381.48,PLN
2020-01-10,383.62,PLN
2020-01-13,387.08,PLN
2020-01-14,385.98,PLN
2020-01-15,383.29,PLN
2020-01-16,385.23,PLN
2020-01-17,385.74,PLN
2020-01-20,385.95,PLN
2020-01-21,382.46,PLN
2020-01-22,381.00,PLN
2020-01-23,381.08,PLN
2020-01-24,382.13,PLN
2020-01-27,371.76,PLN
2020-01-28,373.45,PLN
2020-01-29,374.19,PLN
2020-01-30,371.84,PLN
2020-01-31,370.15,PLN
2020-02-03,370.53,PLN
2020-02-04,376.07,PLN
2020-02-05,379.41,PLN
2020-02-06,377.75,PLN
2020-02-07,377.45,PLN
2020-02-10,375.39,PLN
2020-02-11,377.59,PLN
2020-02-12,379.36,PLN
2020-02-13,378.20,PLN
2020-02-14,377.33,PLN
2020-02-17,378.60,PLN
2020-02-18,377.25,PLN
2020-02-19,378.09,PLN
2020-02-20,376.33,PLN
2020-02-21,374.49,PLN
2020-02-24,359.48,PLN
2020-02-25,350.13,PLN
2020-02-26,347.70,PLN
2020-02-27,333.86,PLN
2020-02-28,320.38,PLN
2020-03-02,326.14,PLN
2020-03-03,339.97,PLN
2020-03-04,335.87,PLN
2020-03-05,330.25,PLN
2020-03-06,320.67,PLN
2020-03-09,296.48,PLN
2020-03-10,292.05,PLN
2020-03-11,275.99,PLN
2020-03-12,240.44,PLN
2020-03-13,249.42,PLN
2020-03-16,243.26,PLN
2020-03-17,258.38,PLN
2020-03-18,254.46,PLN
2020-03-19,265.97,PLN
2020-03-20,266.05,PLN
2020-03-23,252.41,PLN
2020-03-24,259.39,PLN
2020-03-25,258.01,PLN
2020-03-26,265.30,PLN
2020-03-27,263.29,PLN
2020-03-30,262.76,PLN
2020-03-31,267.45,PLN
2020-04-01,263.29,PLN
2020-04-02,263.85,PLN
2020-04-03,265.75,PLN
2020-04-06,278.35,PLN
2020-04-07,282.63,PLN
2020-04-08,279.19,PLN
2020-04-09,285.54,PLN
2020-04-14,295.70,PLN
2020-04-15,285.77,PLN
2020-04-16,285.17,PLN
2020-04-17,289.61,PLN
2020-04-20,290.94,PLN
2020-04-21,280.54,PLN
2020-04-22,285.68,PLN
2020-04-23,290.01,PLN
2020-04-24,285.82,PLN
2020-04-27,284.22,PLN
2020-04-28,284.47,PLN
2020-04-29,293.96,PLN
2020-04-30,293.84,PLN
2020-05-04,285.93,PLN
2020-05-05,285.71,PLN
2020-05-06,280.86,PLN
2020-05-07,283.45,PLN
2020-05-08,286.49,PLN
2020-05-11,283.25,PLN
2020-05-12,288.63,PLN
2020-05-13,287.18,PLN
2020-05-14,280.91,PLN
2020-05-15,279.72,PLN
2020-05-18,289.51,PLN
2020-05-19,289.72,PLN
2020-05-20,291.70,PLN
2020-05-21,290.04,PLN
2020-05-22,288.98,PLN
2020-05-25,292.02,PLN
2020-05-26,302.24,PLN
2020-05-27,302.30,PLN
2020-05-28,303.78,PLN
2020-05-29,303.36,PLN
2020-06-01,306.15,PLN
2020-06-02,307.48,PLN
2020-06-03,313.37,PLN
2020-06-04,317.10,PLN
2020-06-05,326.03,PLN
2020-06-08,326.43,PLN
2020-06-09,324.55,PLN
2020-06-10,324.79,PLN
2020-06-12,315.71,PLN
2020-06-15,307.64,PLN
2020-06-16,316.81,PLN
2020-06-17,315.96,PLN
2020-06-18,316.16,PLN
2020-06-19,317.29,PLN
2020-06-22,316.11,PLN
2020-06-23,321.99,PLN
2020-06-24,315.08,PLN
2020-06-25,316.31,PLN
2020-06-26,310.16,PLN
2020-06-29,312.04,PLN
2020-06-30,309.34,PLN
2020-07-01,312.47,PLN
2020-07-02,317.74,PLN
2020-07-03,317.58,PLN
2020-07-06,320.42,PLN
2020-07-07,316.80,PLN
2020-07-08,314.88,PLN
2020-07-09,315.47,PLN
2020-07-10,316.38,PLN
2020-07-13,317.40,PLN
2020-07-14,312.55,PLN
2020-07-15,316.52,PLN
2020-07-16,317.21,PLN
2020-07-17,316.43,PLN
2020-07-20,322.64,PLN
2020-07-21,324.46,PLN
2020-07-22,321.27,PLN
2020-07-23,319.19,PLN
2020-07-24,317.42,PLN
2020-07-27,319.39,PLN
2020-07-28,318.94,PLN
2020-07-29,319.38,PLN
2020-07-30,308.36,PLN
2020-07-31,309.61,PLN
2020-08-03,315.71,PLN
2020-08-04,317.19,PLN
2020-08-05,320.75,PLN
2020-08-06,318.00,PLN
2020-08-07,317.70,PLN
2020-08-10,318.61,PLN
2020-08-11,323.10,PLN
2020-08-12,324.03,PLN
2020-08-13,325.23,PLN
2020-08-14,324.52,PLN
2020-08-17,325.74,PLN
2020-08-18,323.30,PLN
2020-08-19,321.58,PLN
2020-08-20,318.74,PLN
2020-08-21,319.51,PLN
2020-08-24,322.54,PLN
2020-08-25,319.78,PLN
2020-08-26,323.57,PLN
2020-08-27,323.31,PLN
2020-08-28,321.43,PLN
2020-08-31,317.43,PLN
2020-09-01,313.07,PLN
2020-09-02,315.37,PLN
2020-09-03,312.83,PLN
2020-09-04,310.63,PLN
2020-09-07,313.04,PLN
2020-09-08,306.03,PLN
2020-09-09,312.99,PLN
2020-09-10,311.95,PLN
2020-09-11,313.08,PLN
2020-09-14,310.98,PLN
2020-09-15,308.37,PLN
2020-09-16,307.44,PLN
2020-09-17,308.67,PLN
2020-09-18,306.30,PLN
2020-09-21,298.40,PLN
2020-09-22,299.82,PLN
2020-09-23,298.65,PLN
2020-09-24,295.99,PLN
2020-09-25,297.24,PLN
2020-09-28,307.10,PLN
2020-09-29,304.49,PLN
2020-09-30,303.93,PLN
2020-10-01,302.24,PLN
2020-10-02,302.65,PLN
2020-10-05,308.62,PLN
2020-10-06,309.55,PLN
2020-10-07,309.85,PLN
2020-10-08,306.72,PLN
2020-10-09,303.15,PLN
2020-10-12,301.44,PLN
2020-10-13,298.36,PLN
2020-10-14,299.12,PLN
2020-10-15,289.73,PLN
2020-10-16,293.86,PLN
2020-10-19,292.09,PLN
2020-10-20,293.31,PLN
2020-10-21,290.16,PLN
2020-10-22,290.13,PLN
2020-10-23,288.51,PLN
2020-10-26,284.12,PLN
2020-10-27,281.42,PLN
2020-10-28,269.45,PLN
2020-10-29,268.96,PLN
2020-10-30,265.86,PLN
2020-11-02,271.55,PLN
2020-11-03,285.53,PLN
2020-11-04,285.47,PLN
2020-11-05,292.50,PLN
2020-11-06,294.82,PLN
2020-11-09,308.87,PLN
2020-11-10,315.71,PLN
2020-11-12,315.63,PLN
2020-11-13,312.75,PLN
2020-11-16,322.91,PLN
2020-11-17,323.18,PLN
2020-11-18,326.45,PLN
2020-11-19,320.82,PLN
2020-11-20,323.03,PLN
2020-11-23,325.85,PLN
2020-11-24,328.88,PLN
2020-11-25,329.27,PLN
2020-11-26,329.47,PLN
2020-11-27,329.98,PLN
2020-11-30,324.44,PLN
2020-12-01,326.58,PLN
2020-12-02,333.58,PLN
2020-12-03,333.64,PLN
2020-12-04,342.87,PLN
2020-12-07,345.05,PLN
2020-12-08,346.10,PLN
2020-12-09,351.65,PLN
2020-12-10,346.97,PLN
2020-12-11,341.90,PLN
2020-12-14,338.25,PLN
2020-12-15,340.54,PLN
2020-12-16,347.31,PLN
2020-12-17,344.16,PLN
2020-12-18,340.19,PLN
2020-12-21,331.48,PLN
2020-12-22,337.69,PLN
2020-12-23,342.35,PLN
2020-12-28,351.01,PLN
2020-12-29,354.35,PLN
2020-12-30,349.73,PLN
2021-01-04,353.93,PLN
2021-01-05,353.73,PLN
2021-01-07,362.91,PLN
2021-01-08,364.12,PLN
2021-01-11,364.24,PLN
2021-01-12,359.61,PLN
2021-01-13,355.43,PLN
2021-01-14,358.34,PLN
2021-01-15,351.51,PLN
2021-01-18,357.87,PLN
2021-01-19,352.34,PLN
2021-01-20,352.59,PLN
2021-01-21,346.84,PLN
2021-01-22,348.31,PLN
2021-01-25,345.95,PLN
2021-01-26,351.19,PLN
2021-01-27,343.54,PLN
2021-01-28,351.51,PLN
2021-01-29,346.45,PLN
2021-02-01,349.06,PLN
2021-02-02,348.20,PLN
2021-02-03,346.13,PLN
2021-02-04,344.37,PLN
2021-02-05,348.71,PLN
2021-02-08,347.93,PLN
2021-02-09,346.87,PLN
2021-02-10,343.35,PLN
2021-02-11,349.97,PLN
2021-02-12,347.75,PLN
2021-02-15,353.77,PLN
2021-02-16,360.82,PLN
2021-02-17,358.16,PLN
2021-02-18,356.20,PLN
2021-02-19,355.28,PLN
2021-02-22,351.14,PLN
2021-02-23,344.31,PLN
2021-02-24,347.80,PLN
2021-02-25,348.65,PLN
2021-02-26,345.03,PLN
2021-03-01,351.21,PLN
2021-03-02,353.43,PLN
2021-03-03,351.18,PLN
2021-03-04,351.42,PLN
2021-03-05,349.21,PLN
2021-03-08,353.11,PLN
2021-03-09,357.57,PLN
2021-03-10,359.65,PLN
2021-03-11,357.68,PLN
2021-03-12,360.44,PLN
2021-03-15,360.72,PLN
2021-03-16,358.44,PLN
2021-03-17,350.35,PLN
2021-03-18,353.02,PLN
2021-03-19,347.30,PLN
2021-03-22,348.36,PLN
2021-03-23,348.15,PLN
2021-03-24,343.77,PLN
2021-03-25,340.49,PLN
2021-03-26,347.22,PLN
2021-03-29,352.56,PLN
2021-03-30,351.17,PLN
2021-03-31,349.58,PLN
2021-04-01,352.08,PLN
2021-04-06,361.30,PLN
2021-04-07,358.80,PLN
2021-04-08,356.71,PLN
2021-04-09,356.92,PLN
2021-04-12,358.46,PLN
2021-04-13,357.19,PLN
2021-04-14,361.62,PLN
2021-04-15,361.71,PLN
2021-04-16,361.03,PLN
2021-04-19,358.86,PLN
2021-04-20,356.80,PLN
2021-04-21,354.84,PLN
2021-04-22,356.40,PLN
2021-04-23,356.02,PLN
2021-04-26,358.75,PLN
2021-04-27,357.78,PLN
2021-04-28,363.07,PLN
2021-04-29,367.15,PLN
2021-04-30,365.80,PLN
2021-05-04,359.69,PLN
2021-05-05,366.40,PLN
2021-05-06,366.25,PLN
2021-05-07,373.74,PLN
2021-05-10,378.09,PLN
2021-05-11,377.21,PLN
2021-05-12,374.69,PLN
2021-05-13,372.97,PLN
2021-05-14,374.76,PLN
2021-05-17,380.09,PLN
2021-05-18,381.53,PLN
2021-05-19,378.96,PLN
2021-05-20,382.33,PLN
2021-05-21,385.16,PLN
2021-05-24,384.93,PLN
2021-05-25,388.65,PLN
2021-05-26,390.69,PLN
2021-05-27,397.50,PLN
2021-05-28,402.83,PLN
2021-05-31,403.13,PLN
2021-06-01,402.98,PLN
2021-06-02,405.85,PLN
2021-06-04,406.38,PLN
2021-06-07,405.45,PLN
2021-06-08,403.77,PLN
2021-06-09,401.70,PLN
2021-06-10,403.70,PLN
2021-06-11,401.48,PLN
2021-06-14,406.57,PLN
2021-06-15,402.86,PLN
2021-06-16,402.26,PLN
2021-06-17,400.12,PLN
2021-06-18,401.64,PLN
2021-06-21,401.41,PLN
2021-06-22,402.51,PLN
2021-06-23,405.63,PLN
2021-06-24,412.46,PLN
2021-06-25,414.15,PLN
2021-06-28,414.90,PLN
2021-06-29,410.21,PLN
2021-06-30,402.57,PLN
2021-07-01,407.34,PLN
2021-07-02,408.71,PLN
2021-07-05,410.70,PLN
2021-07-06,406.46,PLN
2021-07-07,415.44,PLN
2021-07-08,407.20,PLN
2021-07-09,410.54,PLN
2021-07-12,411.52,PLN
2021-07-13,413.31,PLN
2021-07-14,414.29,PLN
2021-07-15,411.89,PLN
2021-07-16,412.26,PLN
2021-07-19,402.81,PLN
2021-07-20,405.69,PLN
2021-07-21,411.41,PLN
2021-07-22,409.58,PLN
2021-07-23,411.32,PLN
2021-07-26,411.08,PLN
2021-07-27,407.48,PLN
2021-07-28,411.93,PLN
2021-07-29,414.61,PLN
2021-07-30,413.60,PLN
2021-08-02,414.36,PLN
2021-08-03,414.18,PLN
2021-08-04,416.13,PLN
2021-08-05,416.77,PLN
2021-08-06,417.53,PLN
2021-08-09,418.27,PLN
2021-08-10,419.04,PLN
2021-08-11,419.97,PLN
2021-08-12,422.01,PLN
2021-08-13,422.98,PLN
2021-08-16,420.08,PLN
2021-08-17,422.80,PLN
2021-08-18,420.68,PLN
2021-08-19,416.29,PLN
2021-08-20,415.36,PLN
2021-08-23,420.33,PLN
2021-08-24,422.22,PLN
2021-08-25,427.10,PLN
2021-08-26,425.60,PLN
2021-08-27,427.65,PLN
2021-08-30,432.94,PLN
2021-08-31,435.89,PLN
2021-09-01,436.29,PLN
2021-09-02,440.25,PLN
2021-09-03,438.23,PLN
2021-09-06,444.23,PLN
2021-09-07,441.48,PLN
2021-09-08,435.66,PLN
2021-09-09,435.92,PLN
2021-09-10,436.41,PLN
2021-09-13,440.80,PLN
2021-09-14,442.63,PLN
2021-09-15,440.08,PLN
2021-09-16,440.94,PLN
2021-09-17,437.25,PLN
2021-09-20,425.83,PLN
2021-09-21,427.50,PLN
2021-09-22,436.84,PLN
2021-09-23,435.34,PLN
2021-09-24,431.57,PLN
2021-09-27,430.31,PLN
2021-09-28,427.00,PLN
2021-09-29,430.09,PLN
2021-09-30,433.04,PLN
2021-10-01,435.99,PLN
2021-10-04,438.55,PLN
2021-10-05,443.46,PLN
2021-10-06,443.10,PLN
2021-10-07,444.76,PLN
2021-10-08,452.94,PLN
2021-10-11,459.66,PLN
2021-10-12,462.15,PLN
2021-10-13,459.40,PLN
2021-10-14,460.73,PLN
2021-10-15,459.98,PLN
2021-10-18,461.60,PLN
2021-10-19,459.99,PLN
2021-10-20,459.08,PLN
2021-10-21,456.97,PLN
2021-10-22,455.70,PLN
2021-10-25,457.19,PLN
2021-10-26,457.63,PLN
2021-10-27,454.09,PLN
2021-10-28,453.13,PLN
2021-10-29,455.57,PLN
2021-11-02,456.81,PLN
2021-11-03,450.95,PLN
2021-11-04,462.42,PLN
2021-11-05,463.61,PLN
2021-11-08,460.55,PLN
2021-11-09,455.11,PLN
2021-11-10,450.27,PLN
2021-11-12,448.53,PLN
2021-11-15,445.83,PLN
2021-11-16,446.47,PLN
2021-11-17,442.03,PLN
2021-11-18,433.13,PLN
2021-11-19,428.75,PLN
2021-11-22,428.75,PLN
2021-11-23,430.60,PLN
2021-11-24,427.03,PLN
2021-11-25,425.35,PLN
2021-11-26,410.88,PLN
2021-11-29,412.41,PLN
2021-11-30,419.51,PLN
2021-12-01,423.15,PLN
2021-12-02,421.32,PLN
2021-12-03,418.15,PLN
2021-12-06,419.10,PLN
2021-12-07,426.33,PLN
2021-12-08,424.74,PLN
2021-12-09,422.39,PLN
2021-12-10,422.84,PLN
2021-12-13,422.11,PLN
2021-12-14,420.03,PLN
2021-12-15,411.85,PLN
2021-12-16,421.09,PLN
2021-12-17,415.80,PLN
2021-12-20,415.84,PLN
2021-12-21,416.50,PLN
2021-12-22,420.68,PLN
2021-12-23,422.76,PLN
2021-12-27,423.46,PLN
2021-12-28,427.36,PLN
2021-12-29,429.07,PLN
2021-12-30,429.75,PLN
2022-01-03,434.60,PLN
2022-01-04,436.43,PLN
2022-01-05,438.28,PLN
2022-01-07,439.40,PLN
2022-01-10,436.25,PLN
2022-01-11,444.54,PLN
2022-01-12,454.84,PLN
2022-01-13,454.29,PLN
2022-01-14,449.62,PLN
2022-01-17,447.25,PLN
2022-01-18,438.67,PLN
2022-01-19,437.98,PLN
2022-01-20,435.46,PLN
2022-01-21,428.34,PLN
2022-01-24,410.05,PLN
2022-01-25,414.96,PLN
2022-01-26,420.97,PLN
2022-01-27,421.37,PLN
2022-01-28,413.09,PLN
2022-01-31,416.97,PLN
2022-02-01,420.36,PLN
2022-02-02,426.11,PLN
2022-02-03,423.25,PLN
2022-02-04,413.71,PLN
2022-02-07,413.46,PLN
2022-02-08,419.87,PLN
2022-02-09,422.35,PLN
2022-02-10,418.38,PLN
2022-02-11,416.19,PLN
2022-02-14,407.04,PLN
2022-02-15,416.29,PLN
2022-02-16,416.77,PLN
2022-02-17,409.40,PLN
2022-02-18,403.89,PLN
2022-02-21,390.66,PLN
2022-02-22,395.61,PLN
2022-02-23,384.49,PLN
2022-02-24,341.28,PLN
2022-02-25,368.38,PLN
2022-02-28,371.95,PLN
2022-03-01,364.83,PLN
2022-03-02,373.78,PLN
2022-03-03,368.30,PLN
2022-03-04,351.26,PLN
2022-03-07,352.79,PLN
2022-03-08,348.32,PLN
2022-03-09,362.19,PLN
2022-03-10,360.87,PLN
2022-03-11,371.05,PLN
2022-03-14,361.89,PLN
2022-03-15,365.89,PLN
2022-03-16,378.50,PLN
2022-03-17,389.29,PLN
2022-03-18,385.80,PLN
2022-03-21,384.46,PLN
2022-03-22,389.16,PLN
2022-03-23,389.32,PLN
2022-03-24,392.93,PLN
2022-03-25,389.58,PLN
2022-03-28,390.35,PLN
2022-03-29,398.37,PLN
2022-03-30,400.20,PLN
2022-03-31,392.93,PLN
2022-04-01,397.81,PLN
2022-04-04,397.29,PLN
2022-04-05,392.12,PLN
2022-04-06,387.92,PLN
2022-04-07,383.12,PLN
2022-04-08,384.14,PLN
2022-04-11,389.15,PLN
2022-04-12,384.65,PLN
2022-04-13,385.75,PLN
2022-04-14,383.59,PLN
2022-04-19,379.38,PLN
2022-04-20,376.52,PLN
2022-04-21,373.50,PLN
2022-04-22,364.79,PLN
2022-04-25,355.99,PLN
2022-04-26,351.90,PLN
2022-04-27,347.07,PLN
2022-04-28,348.12,PLN
2022-04-29,344.14,PLN
2022-05-02,338.92,PLN
2022-05-04,337.31,PLN
2022-05-05,329.68,PLN
2022-05-06,328.76,PLN
2022-05-09,322.38,PLN
2022-05-10,321.49,PLN
2022-05-11,321.57,PLN
2022-05-12,317.34,PLN
2022-05-13,330.34,PLN
2022-05-16,330.05,PLN
2022-05-17,336.92,PLN
2022-05-18,336.49,PLN
2022-05-19,330.96,PLN
2022-05-20,332.11,PLN
2022-05-23,341.63,PLN
2022-05-24,337.10,PLN
2022-05-25,334.45,PLN
2022-05-26,339.09,PLN
2022-05-27,337.51,PLN
2022-05-30,345.51,PLN
2022-05-31,343.08,PLN
2022-06-01,340.25,PLN
2022-06-02,341.21,PLN
2022-06-03,338.48,PLN
2022-06-06,343.15,PLN
2022-06-07,339.51,PLN
2022-06-08,332.85,PLN
2022-06-09,328.46,PLN
2022-06-10,321.41,PLN
2022-06-13,312.78,PLN
2022-06-14,315.36,PLN
2022-06-15,315.65,PLN
2022-06-17,310.95,PLN
2022-06-20,313.74,PLN
2022-06-21,320.81,PLN
2022-06-22,314.22,PLN
2022-06-23,309.82,PLN
2022-06-24,314.74,PLN
2022-06-27,319.77,PLN
2022-06-28,323.95,PLN
2022-06-29,324.40,PLN
2022-06-30,317.27,PLN
2022-07-01,316.76,PLN
2022-07-04,317.09,PLN
2022-07-05,308.74,PLN
2022-07-06,310.72,PLN
2022-07-07,320.64,PLN
2022-07-08,325.52,PLN
2022-07-11,322.43,PLN
2022-07-12,312.97,PLN
2022-07-13,311.49,PLN
2022-07-14,304.67,PLN
2022-07-15,305.85,PLN
2022-07-18,313.99,PLN
2022-07-19,315.68,PLN
2022-07-20,318.70,PLN
2022-07-21,317.16,PLN
2022-07-22,321.33,PLN
2022-07-25,318.75,PLN
2022-07-26,313.56,PLN
2022-07-27,312.70,PLN
2022-07-28,315.26,PLN
2022-07-29,326.17,PLN
2022-08-01,328.16,PLN
2022-08-02,324.34,PLN
2022-08-03,324.23,PLN
2022-08-04,321.28,PLN
2022-08-05,317.74,PLN
2022-08-08,325.30,PLN
2022-08-09,323.59,PLN
2022-08-10,325.23,PLN
2022-08-11,330.63,PLN
2022-08-12,332.36,PLN
2022-08-16,333.35,PLN
2022-08-17,324.52,PLN
2022-08-18,327.15,PLN
2022-08-19,322.07,PLN
2022-08-22,315.67,PLN
2022-08-23,317.41,PLN
2022-08-24,311.55,PLN
