Data,Wartość dla NN Perspektywa 2040 (A),Waluta
2012-03-20,100.23,PLN
2012-03-21,100.23,PLN
2012-03-22,99.66,PLN
2012-03-23,99.91,PLN
2012-03-26,100.34,PLN
2012-03-27,100.56,PLN
2012-03-28,100.07,PLN
2012-03-29,99.33,PLN
2012-03-30,99.89,PLN
2012-04-02,100.19,PLN
2012-04-03,100.30,PLN
2012-04-04,99.17,PLN
2012-04-05,99.19,PLN
2012-04-10,98.16,PLN
2012-04-11,98.57,PLN
2012-04-12,99.23,PLN
2012-04-13,98.83,PLN
2012-04-16,98.75,PLN
2012-04-17,99.16,PLN
2012-04-18,98.79,PLN
2012-04-19,98.67,PLN
2012-04-20,98.52,PLN
2012-04-23,97.23,PLN
2012-04-24,97.67,PLN
2012-04-25,98.12,PLN
2012-04-26,98.62,PLN
2012-04-27,99.05,PLN
2012-04-30,99.25,PLN
2012-05-02,99.42,PLN
2012-05-04,98.87,PLN
2012-05-07,98.70,PLN
2012-05-08,97.81,PLN
2012-05-09,97.15,PLN
2012-05-10,97.44,PLN
2012-05-11,97.15,PLN
2012-05-14,95.79,PLN
2012-05-15,95.35,PLN
2012-05-16,94.84,PLN
2012-05-17,93.81,PLN
2012-05-18,93.66,PLN
2012-05-21,94.21,PLN
2012-05-22,94.54,PLN
2012-05-23,93.13,PLN
2012-05-24,93.19,PLN
2012-05-25,93.36,PLN
2012-05-28,93.70,PLN
2012-05-29,94.30,PLN
2012-05-30,93.49,PLN
2012-05-31,93.79,PLN
2012-06-01,92.89,PLN
2012-06-04,92.93,PLN
2012-06-05,92.57,PLN
2012-06-06,93.74,PLN
2012-06-08,94.34,PLN
2012-06-11,94.54,PLN
2012-06-12,95.27,PLN
2012-06-13,95.44,PLN
2012-06-14,95.29,PLN
2012-06-15,95.93,PLN
2012-06-18,96.14,PLN
2012-06-19,97.12,PLN
2012-06-20,97.20,PLN
2012-06-21,96.57,PLN
2012-06-22,96.30,PLN
2012-06-25,95.69,PLN
2012-06-26,96.20,PLN
2012-06-27,96.62,PLN
2012-06-28,96.01,PLN
2012-06-29,97.37,PLN
2012-07-02,97.35,PLN
2012-07-03,97.75,PLN
2012-07-04,97.67,PLN
2012-07-05,97.81,PLN
2012-07-06,97.56,PLN
2012-07-09,97.19,PLN
2012-07-10,97.20,PLN
2012-07-11,97.10,PLN
2012-07-12,96.79,PLN
2012-07-13,97.42,PLN
2012-07-16,97.42,PLN
2012-07-17,97.65,PLN
2012-07-18,97.77,PLN
2012-07-19,98.09,PLN
2012-07-20,97.59,PLN
2012-07-23,96.27,PLN
2012-07-24,96.31,PLN
2012-07-25,96.32,PLN
2012-07-26,96.80,PLN
2012-07-27,97.72,PLN
2012-07-30,98.13,PLN
2012-07-31,98.08,PLN
2012-08-01,98.07,PLN
2012-08-02,97.56,PLN
2012-08-03,98.55,PLN
2012-08-06,99.06,PLN
2012-08-07,99.04,PLN
2012-08-08,99.06,PLN
2012-08-09,99.66,PLN
2012-08-10,99.51,PLN
2012-08-13,99.36,PLN
