Data,Wartość dla NN Perspektywa 2035 (A),Waluta
2012-03-20,100.23,PLN
2012-03-21,100.23,PLN
2012-03-22,99.69,PLN
2012-03-23,99.93,PLN
2012-03-26,100.32,PLN
2012-03-27,100.52,PLN
2012-03-28,100.08,PLN
2012-03-29,99.39,PLN
2012-03-30,99.90,PLN
2012-04-02,100.18,PLN
2012-04-03,100.29,PLN
2012-04-04,99.25,PLN
2012-04-05,99.24,PLN
2012-04-10,98.32,PLN
2012-04-11,98.70,PLN
2012-04-12,99.30,PLN
2012-04-13,98.93,PLN
2012-04-16,98.85,PLN
2012-04-17,99.23,PLN
2012-04-18,98.90,PLN
2012-04-19,98.81,PLN
2012-04-20,98.68,PLN
2012-04-23,97.51,PLN
2012-04-24,97.91,PLN
2012-04-25,98.36,PLN
2012-04-26,98.83,PLN
2012-04-27,99.23,PLN
2012-04-30,99.42,PLN
2012-05-02,99.59,PLN
2012-05-04,99.12,PLN
2012-05-07,98.96,PLN
2012-05-08,98.12,PLN
2012-05-09,97.52,PLN
2012-05-10,97.78,PLN
2012-05-11,97.52,PLN
2012-05-14,96.26,PLN
2012-05-15,95.86,PLN
2012-05-16,95.40,PLN
2012-05-17,94.45,PLN
2012-05-18,94.32,PLN
2012-05-21,94.81,PLN
2012-05-22,95.11,PLN
2012-05-23,93.79,PLN
2012-05-24,93.85,PLN
2012-05-25,94.02,PLN
2012-05-28,94.32,PLN
2012-05-29,94.88,PLN
2012-05-30,94.15,PLN
2012-05-31,94.42,PLN
2012-06-01,93.62,PLN
2012-06-04,93.68,PLN
2012-06-05,93.32,PLN
2012-06-06,94.30,PLN
2012-06-08,94.83,PLN
2012-06-11,95.01,PLN
2012-06-12,95.63,PLN
2012-06-13,95.80,PLN
2012-06-14,95.66,PLN
2012-06-15,96.26,PLN
2012-06-18,96.46,PLN
2012-06-19,97.40,PLN
2012-06-20,97.48,PLN
2012-06-21,96.93,PLN
2012-06-22,96.70,PLN
2012-06-25,96.16,PLN
2012-06-26,96.62,PLN
2012-06-27,97.01,PLN
2012-06-28,96.42,PLN
2012-06-29,97.71,PLN
2012-07-02,97.69,PLN
2012-07-03,98.09,PLN
2012-07-04,98.00,PLN
2012-07-05,98.13,PLN
2012-07-06,97.90,PLN
2012-07-09,97.56,PLN
2012-07-10,97.58,PLN
2012-07-11,97.46,PLN
2012-07-12,97.19,PLN
2012-07-13,97.79,PLN
2012-07-16,97.82,PLN
2012-07-17,98.03,PLN
2012-07-18,98.16,PLN
2012-07-19,98.46,PLN
2012-07-20,97.99,PLN
2012-07-23,96.76,PLN
2012-07-24,96.79,PLN
2012-07-25,96.83,PLN
2012-07-26,97.27,PLN
2012-07-27,98.10,PLN
2012-07-30,98.47,PLN
2012-07-31,98.43,PLN
2012-08-01,98.43,PLN
2012-08-02,97.96,PLN
2012-08-03,98.89,PLN
2012-08-06,99.37,PLN
2012-08-07,99.32,PLN
2012-08-08,99.34,PLN
2012-08-09,99.87,PLN
2012-08-10,99.73,PLN
2012-08-13,99.60,PLN
