Data,Wartość dla NN Perspektywa 2045 (A),Waluta
2012-03-20,100.23,PLN
2012-03-21,100.23,PLN
2012-03-22,99.62,PLN
2012-03-23,99.89,PLN
2012-03-26,100.36,PLN
2012-03-27,100.59,PLN
2012-03-28,100.08,PLN
2012-03-29,99.28,PLN
2012-03-30,99.88,PLN
2012-04-02,100.20,PLN
2012-04-03,100.32,PLN
2012-04-04,99.11,PLN
2012-04-05,99.15,PLN
2012-04-10,98.02,PLN
2012-04-11,98.45,PLN
2012-04-12,99.18,PLN
2012-04-13,98.75,PLN
2012-04-16,98.66,PLN
2012-04-17,99.09,PLN
2012-04-18,98.70,PLN
2012-04-19,98.55,PLN
2012-04-20,98.38,PLN
2012-04-23,96.99,PLN
2012-04-24,97.45,PLN
2012-04-25,97.93,PLN
2012-04-26,98.11,PLN
2012-04-27,98.27,PLN
2012-04-30,98.40,PLN
2012-05-02,98.56,PLN
2012-05-04,97.92,PLN
2012-05-07,97.74,PLN
2012-05-08,96.78,PLN
2012-05-09,96.08,PLN
2012-05-10,96.39,PLN
2012-05-11,96.07,PLN
2012-05-14,94.63,PLN
2012-05-15,94.15,PLN
2012-05-16,93.57,PLN
2012-05-17,92.48,PLN
2012-05-18,92.30,PLN
2012-05-21,92.88,PLN
2012-05-22,93.23,PLN
2012-05-23,91.75,PLN
2012-05-24,91.81,PLN
2012-05-25,91.98,PLN
2012-05-28,92.35,PLN
2012-05-29,92.99,PLN
2012-05-30,92.13,PLN
2012-05-31,92.45,PLN
2012-06-01,91.48,PLN
2012-06-04,91.51,PLN
2012-06-05,91.12,PLN
2012-06-06,92.38,PLN
2012-06-08,92.99,PLN
2012-06-11,93.20,PLN
2012-06-12,93.98,PLN
2012-06-13,94.16,PLN
2012-06-14,93.99,PLN
2012-06-15,94.67,PLN
2012-06-18,94.90,PLN
2012-06-19,95.92,PLN
2012-06-20,96.01,PLN
2012-06-21,95.29,PLN
2012-06-22,95.00,PLN
2012-06-25,94.33,PLN
2012-06-26,94.88,PLN
2012-06-27,95.33,PLN
2012-06-28,94.67,PLN
2012-06-29,96.16,PLN
2012-07-02,96.13,PLN
2012-07-03,96.64,PLN
2012-07-04,96.53,PLN
2012-07-05,96.70,PLN
2012-07-06,96.42,PLN
2012-07-09,95.99,PLN
2012-07-10,96.01,PLN
2012-07-11,95.83,PLN
2012-07-12,95.43,PLN
2012-07-13,96.12,PLN
2012-07-16,96.11,PLN
2012-07-17,96.37,PLN
2012-07-18,96.49,PLN
2012-07-19,96.82,PLN
2012-07-20,96.29,PLN
2012-07-23,94.88,PLN
2012-07-24,94.91,PLN
2012-07-25,94.91,PLN
2012-07-26,95.46,PLN
2012-07-27,96.48,PLN
2012-07-30,96.87,PLN
2012-07-31,96.78,PLN
2012-08-01,96.80,PLN
2012-08-02,96.21,PLN
2012-08-03,97.26,PLN
2012-08-06,97.83,PLN
2012-08-07,97.82,PLN
2012-08-08,97.84,PLN
2012-08-09,98.48,PLN
2012-08-10,98.34,PLN
2012-08-13,98.16,PLN
