Data,Wartość dla NN Obligacji 2 (A),Waluta
2018-01-18,282.63,PLN
2018-01-19,282.67,PLN
2018-01-22,282.70,PLN
2018-01-23,282.88,PLN
2018-01-24,282.53,PLN
2018-01-25,282.36,PLN
2018-01-26,282.24,PLN
2018-01-29,282.35,PLN
2018-01-30,282.31,PLN
2018-01-31,282.43,PLN
2018-02-01,282.23,PLN
2018-02-02,282.42,PLN
2018-02-05,282.59,PLN
2018-02-06,282.41,PLN
2018-02-07,282.44,PLN
2018-02-08,282.26,PLN
2018-02-09,282.35,PLN
2018-02-12,282.45,PLN
2018-02-13,282.53,PLN
2018-02-14,282.63,PLN
2018-02-15,282.44,PLN
2018-02-16,282.71,PLN
2018-02-19,282.70,PLN
2018-02-20,282.81,PLN
2018-02-21,282.86,PLN
2018-02-22,283.23,PLN
2018-02-23,283.52,PLN
2018-02-26,283.78,PLN
2018-02-27,284.07,PLN
2018-02-28,284.34,PLN
2018-03-01,284.79,PLN
2018-03-02,285.02,PLN
2018-03-05,284.59,PLN
2018-03-06,284.61,PLN
2018-03-07,284.73,PLN
2018-03-08,285.21,PLN
2018-03-09,284.83,PLN
2018-03-12,284.80,PLN
2018-03-13,284.49,PLN
2018-03-14,284.72,PLN
2018-03-15,285.09,PLN
2018-03-16,285.22,PLN
2018-03-19,285.01,PLN
2018-03-20,284.60,PLN
2018-03-21,284.26,PLN
2018-03-22,285.16,PLN
2018-03-23,285.32,PLN
2018-03-26,285.33,PLN
2018-03-27,285.26,PLN
2018-03-28,285.35,PLN
2018-03-29,285.71,PLN
2018-04-03,285.70,PLN
2018-04-04,286.18,PLN
2018-04-05,286.19,PLN
2018-04-06,286.44,PLN
2018-04-09,286.78,PLN
2018-04-10,286.85,PLN
2018-04-11,286.90,PLN
2018-04-12,287.07,PLN
2018-04-13,286.52,PLN
2018-04-16,286.08,PLN
2018-04-17,286.20,PLN
2018-04-18,286.69,PLN
2018-04-19,286.80,PLN
2018-04-20,286.42,PLN
2018-04-23,286.40,PLN
2018-04-24,286.59,PLN
2018-04-25,286.52,PLN
2018-04-26,286.89,PLN
2018-04-27,287.00,PLN
2018-04-30,286.69,PLN
2018-05-02,286.28,PLN
2018-05-04,286.16,PLN
2018-05-07,286.36,PLN
2018-05-08,285.86,PLN
2018-05-09,285.76,PLN
2018-05-10,285.88,PLN
2018-05-11,286.07,PLN
2018-05-14,286.13,PLN
2018-05-15,285.88,PLN
2018-05-16,286.16,PLN
2018-05-17,285.95,PLN
2018-05-18,285.63,PLN
2018-05-21,285.75,PLN
2018-05-22,286.30,PLN
2018-05-23,286.05,PLN
2018-05-24,286.08,PLN
2018-05-25,286.01,PLN
2018-05-28,286.01,PLN
2018-05-29,285.30,PLN
2018-05-30,285.64,PLN
2018-06-01,286.03,PLN
2018-06-04,286.15,PLN
2018-06-05,286.07,PLN
2018-06-06,286.11,PLN
2018-06-07,285.93,PLN
2018-06-08,285.77,PLN
2018-06-11,285.99,PLN
2018-06-12,286.25,PLN
2018-06-13,286.33,PLN
2018-06-14,286.46,PLN
2018-06-15,286.35,PLN
2018-06-18,286.65,PLN
2018-06-19,286.61,PLN
2018-06-20,286.83,PLN
2018-06-21,287.31,PLN
2018-06-22,287.00,PLN
2018-06-25,287.03,PLN
2018-06-26,286.74,PLN
2018-06-27,287.10,PLN
2018-06-28,286.90,PLN
2018-06-29,286.99,PLN
2018-07-02,286.93,PLN
2018-07-03,286.56,PLN
2018-07-04,286.82,PLN
2018-07-05,286.98,PLN
2018-07-06,287.32,PLN
2018-07-09,287.39,PLN
2018-07-10,287.23,PLN
2018-07-11,287.56,PLN
2018-07-12,287.49,PLN
2018-07-13,287.44,PLN
2018-07-16,287.63,PLN
2018-07-17,288.02,PLN
2018-07-18,287.87,PLN
2018-07-19,287.97,PLN
2018-07-20,287.77,PLN
2018-07-23,287.72,PLN
2018-07-24,287.94,PLN
2018-07-25,288.13,PLN
2018-07-26,288.16,PLN
2018-07-27,288.09,PLN
2018-07-30,287.95,PLN
2018-07-31,288.05,PLN
2018-08-01,288.20,PLN
2018-08-02,288.42,PLN
2018-08-03,288.56,PLN
2018-08-06,288.65,PLN
2018-08-07,288.46,PLN
2018-08-08,288.47,PLN
2018-08-09,288.56,PLN
2018-08-10,288.13,PLN
2018-08-13,288.09,PLN
2018-08-14,288.12,PLN
2018-08-16,288.15,PLN
2018-08-17,288.27,PLN
2018-08-20,288.53,PLN
2018-08-21,288.39,PLN
2018-08-22,288.39,PLN
2018-08-23,288.15,PLN
2018-08-24,288.24,PLN
2018-08-27,288.28,PLN
2018-08-28,288.25,PLN
2018-08-29,288.28,PLN
2018-08-30,288.39,PLN
2018-08-31,288.22,PLN
2018-09-03,288.08,PLN
2018-09-04,287.96,PLN
2018-09-05,287.89,PLN
2018-09-06,287.61,PLN
2018-09-07,287.48,PLN
2018-09-10,287.66,PLN
2018-09-11,287.59,PLN
2018-09-12,287.91,PLN
2018-09-13,288.01,PLN
2018-09-14,287.83,PLN
2018-09-17,287.85,PLN
2018-09-18,288.08,PLN
2018-09-19,288.18,PLN
2018-09-20,288.05,PLN
2018-09-21,288.13,PLN
2018-09-24,287.97,PLN
2018-09-25,288.07,PLN
2018-09-26,288.28,PLN
2018-09-27,288.23,PLN
2018-09-28,288.28,PLN
2018-10-01,288.53,PLN
2018-10-02,288.48,PLN
2018-10-03,288.44,PLN
2018-10-04,288.21,PLN
2018-10-05,288.27,PLN
2018-10-08,288.29,PLN
2018-10-09,288.43,PLN
2018-10-10,288.33,PLN
2018-10-11,288.59,PLN
2018-10-12,288.96,PLN
2018-10-15,289.01,PLN
2018-10-16,289.14,PLN
2018-10-17,289.22,PLN
2018-10-18,289.12,PLN
2018-10-19,289.05,PLN
2018-10-22,289.12,PLN
2018-10-23,289.38,PLN
2018-10-24,289.48,PLN
2018-10-25,289.38,PLN
2018-10-26,289.58,PLN
2018-10-29,289.71,PLN
2018-10-30,289.67,PLN
2018-10-31,289.62,PLN
2018-11-02,289.66,PLN
2018-11-05,289.84,PLN
2018-11-06,289.85,PLN
2018-11-07,289.81,PLN
2018-11-08,289.30,PLN
2018-11-09,289.38,PLN
2018-11-13,289.52,PLN
2018-11-14,289.24,PLN
2018-11-15,289.00,PLN
2018-11-16,288.76,PLN
2018-11-19,289.18,PLN
2018-11-20,289.30,PLN
2018-11-21,289.22,PLN
2018-11-22,289.18,PLN
2018-11-23,289.46,PLN
2018-11-26,289.40,PLN
2018-11-27,289.46,PLN
2018-11-28,289.57,PLN
2018-11-29,289.92,PLN
2018-11-30,290.36,PLN
2018-12-03,290.67,PLN
2018-12-04,290.57,PLN
2018-12-05,290.34,PLN
2018-12-06,290.65,PLN
2018-12-07,290.40,PLN
2018-12-10,290.53,PLN
2018-12-11,290.84,PLN
2018-12-12,291.38,PLN
2018-12-13,291.57,PLN
2018-12-14,291.85,PLN
2018-12-17,291.90,PLN
2018-12-18,292.45,PLN
2018-12-19,292.31,PLN
2018-12-20,292.82,PLN
2018-12-21,293.41,PLN
2018-12-27,293.47,PLN
2018-12-28,293.58,PLN
2019-01-02,294.48,PLN
2019-01-03,294.28,PLN
2019-01-04,294.01,PLN
2019-01-07,294.21,PLN
2019-01-08,293.71,PLN
2019-01-09,293.52,PLN
2019-01-10,293.83,PLN
2019-01-11,295.08,PLN
2019-01-14,295.50,PLN
2019-01-15,295.73,PLN
2019-01-16,294.92,PLN
2019-01-17,294.60,PLN
2019-01-18,294.22,PLN
2019-01-21,294.29,PLN
2019-01-22,294.35,PLN
2019-01-23,294.48,PLN
2019-01-24,294.88,PLN
2019-01-25,294.98,PLN
2019-01-28,295.02,PLN
2019-01-29,295.38,PLN
2019-01-30,295.52,PLN
2019-01-31,296.17,PLN
2019-02-01,295.82,PLN
2019-02-04,295.44,PLN
2019-02-05,295.88,PLN
2019-02-06,295.94,PLN
2019-02-07,295.96,PLN
2019-02-08,296.12,PLN
2019-02-11,295.87,PLN
2019-02-12,295.84,PLN
2019-02-13,295.76,PLN
2019-02-14,296.03,PLN
2019-02-15,296.11,PLN
2019-02-18,296.12,PLN
2019-02-19,296.19,PLN
2019-02-20,296.75,PLN
2019-02-21,296.43,PLN
2019-02-22,296.52,PLN
2019-02-25,295.36,PLN
2019-02-26,295.72,PLN
2019-02-27,295.14,PLN
2019-02-28,294.41,PLN
2019-03-01,294.13,PLN
2019-03-04,294.39,PLN
2019-03-05,294.53,PLN
2019-03-06,294.71,PLN
2019-03-07,295.23,PLN
2019-03-08,295.40,PLN
2019-03-11,295.22,PLN
2019-03-12,295.13,PLN
2019-03-13,295.41,PLN
2019-03-14,295.12,PLN
2019-03-15,295.08,PLN
2019-03-18,295.04,PLN
2019-03-19,294.85,PLN
2019-03-20,295.08,PLN
2019-03-21,295.19,PLN
2019-03-22,296.13,PLN
2019-03-25,296.13,PLN
2019-03-26,295.94,PLN
2019-03-27,296.23,PLN
2019-03-28,296.42,PLN
2019-03-29,296.32,PLN
2019-04-01,296.10,PLN
2019-04-02,296.20,PLN
2019-04-03,295.93,PLN
2019-04-04,295.76,PLN
2019-04-05,295.84,PLN
2019-04-08,295.84,PLN
2019-04-09,295.96,PLN
2019-04-10,296.22,PLN
2019-04-11,296.11,PLN
2019-04-12,295.96,PLN
2019-04-15,296.47,PLN
2019-04-16,296.60,PLN
2019-04-17,296.49,PLN
2019-04-18,296.45,PLN
2019-04-23,296.24,PLN
2019-04-24,296.29,PLN
2019-04-25,295.99,PLN
2019-04-26,296.10,PLN
2019-04-29,295.78,PLN
2019-04-30,294.81,PLN
2019-05-02,294.33,PLN
2019-05-06,294.64,PLN
2019-05-07,295.04,PLN
2019-05-08,295.29,PLN
2019-05-09,295.52,PLN
2019-05-10,295.78,PLN
2019-05-13,296.44,PLN
2019-05-14,296.55,PLN
2019-05-15,297.11,PLN
2019-05-16,296.70,PLN
2019-05-17,296.64,PLN
2019-05-20,296.59,PLN
2019-05-21,296.65,PLN
2019-05-22,297.08,PLN
2019-05-23,297.66,PLN
2019-05-24,297.61,PLN
2019-05-27,297.80,PLN
2019-05-28,297.95,PLN
2019-05-29,298.35,PLN
2019-05-30,298.43,PLN
2019-05-31,299.11,PLN
2019-06-03,299.48,PLN
2019-06-04,299.56,PLN
2019-06-05,300.06,PLN
2019-06-06,300.55,PLN
2019-06-07,300.66,PLN
2019-06-10,300.28,PLN
2019-06-11,299.98,PLN
2019-06-12,300.09,PLN
2019-06-13,300.90,PLN
2019-06-14,301.44,PLN
2019-06-17,301.19,PLN
2019-06-18,302.14,PLN
2019-06-19,301.97,PLN
2019-06-21,302.01,PLN
2019-06-24,302.22,PLN
2019-06-25,302.65,PLN
2019-06-26,302.48,PLN
2019-06-27,302.29,PLN
2019-06-28,302.02,PLN
2019-07-01,302.47,PLN
2019-07-02,302.58,PLN
2019-07-03,303.16,PLN
2019-07-04,303.47,PLN
2019-07-05,303.21,PLN
2019-07-08,303.62,PLN
2019-07-09,304.04,PLN
2019-07-10,303.68,PLN
2019-07-11,303.22,PLN
2019-07-12,302.91,PLN
2019-07-15,303.55,PLN
2019-07-16,303.26,PLN
2019-07-17,303.43,PLN
2019-07-18,303.84,PLN
2019-07-19,304.59,PLN
2019-07-22,305.10,PLN
2019-07-23,305.99,PLN
2019-07-24,306.65,PLN
2019-07-25,307.12,PLN
2019-07-26,306.69,PLN
2019-07-29,306.46,PLN
2019-07-30,306.07,PLN
2019-07-31,306.20,PLN
2019-08-01,306.29,PLN
2019-08-02,307.21,PLN
2019-08-05,308.07,PLN
2019-08-06,307.48,PLN
2019-08-07,308.28,PLN
2019-08-08,308.37,PLN
2019-08-09,308.95,PLN
2019-08-12,309.13,PLN
2019-08-13,309.88,PLN
2019-08-14,310.96,PLN
2019-08-16,311.60,PLN
2019-08-19,309.89,PLN
2019-08-20,310.22,PLN
2019-08-21,309.53,PLN
2019-08-22,308.81,PLN
2019-08-23,308.66,PLN
2019-08-26,309.76,PLN
2019-08-27,310.64,PLN
2019-08-28,311.46,PLN
2019-08-29,310.50,PLN
2019-08-30,310.61,PLN
2019-09-02,310.91,PLN
2019-09-03,311.37,PLN
2019-09-04,310.91,PLN
2019-09-05,310.04,PLN
2019-09-06,309.68,PLN
2019-09-09,308.93,PLN
2019-09-10,308.14,PLN
2019-09-11,308.84,PLN
2019-09-12,309.97,PLN
2019-09-13,309.04,PLN
2019-09-16,308.91,PLN
2019-09-17,309.25,PLN
2019-09-18,309.84,PLN
2019-09-19,309.89,PLN
2019-09-20,310.02,PLN
2019-09-23,310.15,PLN
2019-09-24,310.21,PLN
2019-09-25,310.29,PLN
2019-09-26,310.55,PLN
2019-09-27,310.67,PLN
2019-09-30,310.44,PLN
2019-10-01,310.57,PLN
2019-10-02,310.94,PLN
2019-10-03,311.77,PLN
2019-10-04,312.13,PLN
2019-10-07,312.22,PLN
2019-10-08,312.18,PLN
2019-10-09,312.00,PLN
2019-10-10,311.69,PLN
2019-10-11,311.18,PLN
2019-10-14,311.21,PLN
2019-10-15,311.13,PLN
2019-10-16,310.92,PLN
2019-10-17,310.71,PLN
2019-10-18,310.72,PLN
2019-10-21,310.72,PLN
2019-10-22,311.24,PLN
2019-10-23,311.71,PLN
2019-10-24,311.69,PLN
2019-10-25,311.32,PLN
2019-10-28,311.10,PLN
2019-10-29,311.21,PLN
2019-10-30,310.98,PLN
2019-10-31,311.58,PLN
2019-11-04,311.78,PLN
2019-11-05,311.44,PLN
2019-11-06,311.26,PLN
2019-11-07,310.48,PLN
2019-11-08,309.64,PLN
2019-11-12,310.10,PLN
2019-11-13,310.43,PLN
2019-11-14,310.68,PLN
2019-11-15,310.16,PLN
2019-11-18,310.18,PLN
2019-11-19,309.99,PLN
2019-11-20,310.27,PLN
2019-11-21,310.11,PLN
2019-11-22,310.39,PLN
2019-11-25,310.46,PLN
2019-11-26,310.96,PLN
2019-11-27,311.18,PLN
2019-11-28,311.02,PLN
2019-11-29,311.09,PLN
2019-12-02,310.64,PLN
2019-12-03,311.11,PLN
2019-12-04,310.84,PLN
2019-12-05,310.91,PLN
2019-12-06,311.26,PLN
2019-12-09,311.45,PLN
2019-12-10,311.13,PLN
2019-12-11,311.21,PLN
2019-12-12,311.10,PLN
2019-12-13,311.09,PLN
2019-12-16,311.11,PLN
2019-12-17,311.24,PLN
2019-12-18,311.15,PLN
2019-12-19,310.93,PLN
2019-12-20,310.90,PLN
2019-12-23,310.96,PLN
2019-12-27,311.13,PLN
2019-12-30,310.81,PLN
2020-01-02,310.88,PLN
2020-01-03,311.07,PLN
2020-01-07,311.14,PLN
2020-01-08,310.17,PLN
2020-01-09,310.25,PLN
2020-01-10,310.20,PLN
2020-01-13,309.37,PLN
2020-01-14,309.54,PLN
2020-01-15,309.61,PLN
2020-01-16,309.47,PLN
2020-01-17,309.15,PLN
2020-01-20,309.29,PLN
2020-01-21,309.53,PLN
2020-01-22,309.63,PLN
2020-01-23,309.95,PLN
2020-01-24,310.33,PLN
2020-01-27,310.74,PLN
2020-01-28,310.51,PLN
2020-01-29,310.84,PLN
2020-01-30,311.30,PLN
2020-01-31,311.91,PLN
2020-02-03,311.74,PLN
2020-02-04,311.62,PLN
2020-02-05,311.60,PLN
2020-02-06,311.84,PLN
2020-02-07,312.42,PLN
2020-02-10,312.65,PLN
2020-02-11,312.10,PLN
2020-02-12,311.65,PLN
2020-02-13,311.13,PLN
2020-02-14,311.49,PLN
2020-02-17,311.41,PLN
2020-02-18,311.92,PLN
2020-02-19,312.50,PLN
2020-02-20,312.50,PLN
2020-02-21,313.11,PLN
2020-02-24,314.33,PLN
2020-02-25,314.77,PLN
2020-02-26,314.79,PLN
2020-02-27,315.88,PLN
2020-02-28,316.63,PLN
2020-03-02,318.44,PLN
2020-03-03,317.82,PLN
2020-03-04,318.47,PLN
2020-03-05,318.55,PLN
2020-03-06,319.17,PLN
2020-03-09,321.48,PLN
2020-03-10,320.18,PLN
2020-03-11,318.81,PLN
2020-03-12,316.37,PLN
2020-03-13,313.72,PLN
2020-03-16,312.77,PLN
2020-03-17,317.42,PLN
2020-03-18,316.36,PLN
2020-03-19,315.12,PLN
2020-03-20,316.16,PLN
2020-03-23,317.55,PLN
2020-03-24,319.33,PLN
2020-03-25,319.08,PLN
2020-03-26,319.45,PLN
2020-03-27,318.82,PLN
2020-03-30,319.37,PLN
2020-03-31,319.85,PLN
2020-04-01,319.56,PLN
2020-04-02,319.05,PLN
2020-04-03,320.03,PLN
2020-04-06,320.01,PLN
2020-04-07,319.96,PLN
2020-04-08,320.67,PLN
2020-04-09,321.68,PLN
2020-04-14,322.71,PLN
2020-04-15,323.03,PLN
2020-04-16,323.37,PLN
2020-04-17,323.20,PLN
2020-04-20,322.78,PLN
2020-04-21,323.80,PLN
2020-04-22,324.42,PLN
2020-04-23,323.73,PLN
2020-04-24,323.72,PLN
2020-04-27,323.87,PLN
2020-04-28,323.43,PLN
2020-04-29,323.54,PLN
2020-04-30,324.42,PLN
2020-05-04,324.43,PLN
2020-05-05,324.96,PLN
2020-05-06,324.79,PLN
2020-05-07,324.97,PLN
2020-05-08,324.92,PLN
2020-05-11,325.40,PLN
2020-05-12,326.26,PLN
2020-05-13,327.23,PLN
2020-05-14,327.52,PLN
2020-05-15,327.21,PLN
2020-05-18,327.30,PLN
2020-05-19,326.72,PLN
2020-05-20,326.61,PLN
2020-05-21,326.27,PLN
2020-05-22,326.13,PLN
2020-05-25,326.36,PLN
2020-05-26,326.06,PLN
2020-05-27,326.42,PLN
2020-05-28,328.70,PLN
2020-05-29,329.37,PLN
2020-06-01,328.74,PLN
2020-06-02,328.32,PLN
2020-06-03,328.48,PLN
2020-06-04,328.21,PLN
2020-06-05,328.00,PLN
2020-06-08,328.28,PLN
2020-06-09,328.56,PLN
2020-06-10,328.67,PLN
2020-06-12,328.85,PLN
2020-06-15,328.39,PLN
2020-06-16,328.21,PLN
2020-06-17,328.29,PLN
2020-06-18,328.61,PLN
2020-06-19,328.93,PLN
2020-06-22,329.27,PLN
2020-06-23,328.90,PLN
2020-06-24,328.99,PLN
2020-06-25,329.24,PLN
2020-06-26,329.08,PLN
2020-06-29,328.99,PLN
2020-06-30,329.47,PLN
2020-07-01,329.28,PLN
2020-07-02,329.99,PLN
2020-07-03,330.31,PLN
2020-07-06,330.11,PLN
2020-07-07,329.74,PLN
2020-07-08,329.92,PLN
2020-07-09,329.65,PLN
2020-07-10,329.75,PLN
2020-07-13,329.13,PLN
2020-07-14,329.17,PLN
2020-07-15,329.01,PLN
2020-07-16,329.40,PLN
2020-07-17,329.51,PLN
2020-07-20,329.35,PLN
2020-07-21,329.68,PLN
2020-07-22,329.92,PLN
2020-07-23,329.74,PLN
2020-07-24,329.54,PLN
2020-07-27,329.77,PLN
2020-07-28,330.05,PLN
2020-07-29,330.23,PLN
2020-07-30,330.65,PLN
2020-07-31,330.92,PLN
2020-08-03,330.65,PLN
2020-08-04,331.08,PLN
2020-08-05,330.83,PLN
2020-08-06,331.06,PLN
2020-08-07,331.01,PLN
2020-08-10,331.09,PLN
2020-08-11,330.94,PLN
2020-08-12,330.90,PLN
2020-08-13,330.82,PLN
2020-08-14,330.93,PLN
2020-08-17,330.69,PLN
2020-08-18,330.40,PLN
2020-08-19,330.45,PLN
2020-08-20,330.63,PLN
2020-08-21,330.79,PLN
2020-08-24,330.73,PLN
2020-08-25,330.52,PLN
2020-08-26,330.61,PLN
2020-08-27,330.72,PLN
2020-08-28,330.47,PLN
2020-08-31,330.65,PLN
2020-09-01,330.77,PLN
2020-09-02,330.91,PLN
2020-09-03,330.76,PLN
2020-09-04,330.82,PLN
2020-09-07,330.84,PLN
2020-09-08,330.84,PLN
2020-09-09,330.94,PLN
2020-09-10,331.18,PLN
2020-09-11,331.45,PLN
2020-09-14,331.48,PLN
2020-09-15,331.56,PLN
2020-09-16,331.64,PLN
2020-09-17,331.72,PLN
2020-09-18,331.69,PLN
2020-09-21,331.75,PLN
2020-09-22,331.63,PLN
2020-09-23,331.36,PLN
2020-09-24,331.65,PLN
2020-09-25,331.90,PLN
2020-09-28,332.14,PLN
2020-09-29,332.21,PLN
2020-09-30,332.26,PLN
2020-10-01,332.75,PLN
2020-10-02,332.71,PLN
2020-10-05,332.67,PLN
2020-10-06,332.58,PLN
2020-10-07,332.75,PLN
2020-10-08,333.05,PLN
2020-10-09,333.58,PLN
2020-10-12,333.58,PLN
2020-10-13,333.73,PLN
2020-10-14,333.61,PLN
2020-10-15,333.73,PLN
2020-10-16,333.80,PLN
2020-10-19,333.84,PLN
2020-10-20,333.88,PLN
2020-10-21,333.84,PLN
2020-10-22,333.83,PLN
2020-10-23,333.91,PLN
2020-10-26,334.20,PLN
2020-10-27,334.62,PLN
2020-10-28,335.13,PLN
2020-10-29,335.06,PLN
2020-10-30,334.92,PLN
2020-11-02,334.99,PLN
2020-11-03,335.51,PLN
2020-11-04,336.37,PLN
2020-11-05,336.94,PLN
2020-11-06,337.18,PLN
2020-11-09,337.43,PLN
2020-11-10,336.81,PLN
2020-11-12,336.60,PLN
2020-11-13,337.04,PLN
2020-11-16,337.20,PLN
2020-11-17,336.98,PLN
2020-11-18,337.49,PLN
2020-11-19,337.35,PLN
2020-11-20,337.43,PLN
2020-11-23,337.34,PLN
2020-11-24,337.17,PLN
2020-11-25,337.02,PLN
2020-11-26,336.97,PLN
2020-11-27,336.96,PLN
2020-11-30,336.90,PLN
2020-12-01,337.04,PLN
2020-12-02,336.72,PLN
2020-12-03,336.74,PLN
2020-12-04,336.32,PLN
2020-12-07,336.72,PLN
2020-12-08,336.64,PLN
2020-12-09,336.08,PLN
2020-12-10,335.94,PLN
2020-12-11,336.27,PLN
2020-12-14,336.62,PLN
2020-12-15,336.94,PLN
2020-12-16,336.86,PLN
2020-12-17,337.13,PLN
2020-12-18,336.60,PLN
2020-12-21,337.29,PLN
2020-12-22,337.22,PLN
2020-12-23,337.28,PLN
2020-12-28,337.88,PLN
2020-12-29,337.79,PLN
2020-12-30,337.60,PLN
2021-01-04,337.79,PLN
2021-01-05,337.90,PLN
2021-01-07,337.93,PLN
2021-01-08,338.11,PLN
2021-01-11,338.36,PLN
2021-01-12,338.64,PLN
2021-01-13,338.97,PLN
2021-01-14,339.18,PLN
2021-01-15,339.27,PLN
2021-01-18,339.69,PLN
2021-01-19,339.56,PLN
2021-01-20,339.93,PLN
2021-01-21,339.71,PLN
2021-01-22,339.39,PLN
2021-01-25,339.13,PLN
2021-01-26,339.59,PLN
2021-01-27,339.65,PLN
2021-01-28,339.46,PLN
2021-01-29,339.61,PLN
2021-02-01,339.93,PLN
2021-02-02,339.86,PLN
2021-02-03,340.02,PLN
2021-02-04,339.80,PLN
2021-02-05,340.11,PLN
2021-02-08,340.04,PLN
2021-02-09,340.06,PLN
2021-02-10,339.77,PLN
2021-02-11,339.96,PLN
2021-02-12,339.20,PLN
2021-02-15,339.19,PLN
2021-02-16,338.79,PLN
2021-02-17,338.99,PLN
2021-02-18,338.59,PLN
2021-02-19,338.57,PLN
2021-02-22,338.61,PLN
2021-02-23,338.46,PLN
2021-02-24,338.31,PLN
2021-02-25,338.02,PLN
2021-02-26,337.62,PLN
2021-03-01,338.11,PLN
2021-03-02,337.98,PLN
2021-03-03,337.94,PLN
2021-03-04,338.08,PLN
2021-03-05,337.42,PLN
2021-03-08,337.33,PLN
2021-03-09,337.36,PLN
2021-03-10,337.49,PLN
2021-03-11,337.64,PLN
2021-03-12,337.40,PLN
2021-03-15,337.44,PLN
2021-03-16,337.23,PLN
2021-03-17,337.75,PLN
2021-03-18,337.79,PLN
2021-03-19,337.77,PLN
2021-03-22,337.89,PLN
2021-03-23,337.76,PLN
2021-03-24,337.65,PLN
2021-03-25,337.81,PLN
2021-03-26,337.73,PLN
2021-03-29,337.78,PLN
2021-03-30,337.49,PLN
2021-03-31,337.44,PLN
2021-04-01,337.14,PLN
2021-04-06,337.10,PLN
2021-04-07,337.45,PLN
2021-04-08,337.23,PLN
2021-04-09,337.12,PLN
2021-04-12,337.31,PLN
2021-04-13,337.85,PLN
2021-04-14,337.75,PLN
2021-04-15,338.05,PLN
2021-04-16,338.21,PLN
2021-04-19,337.57,PLN
2021-04-20,337.73,PLN
2021-04-21,337.85,PLN
2021-04-22,338.01,PLN
2021-04-23,337.84,PLN
2021-04-26,338.54,PLN
2021-04-27,338.20,PLN
2021-04-28,337.98,PLN
2021-04-29,337.66,PLN
2021-04-30,336.73,PLN
2021-05-04,336.47,PLN
2021-05-05,336.80,PLN
2021-05-06,336.74,PLN
2021-05-07,336.46,PLN
2021-05-10,336.50,PLN
2021-05-11,336.15,PLN
2021-05-12,336.58,PLN
2021-05-13,335.19,PLN
2021-05-14,335.71,PLN
2021-05-17,334.84,PLN
2021-05-18,334.95,PLN
2021-05-19,334.90,PLN
2021-05-20,335.36,PLN
2021-05-21,335.14,PLN
2021-05-24,334.83,PLN
2021-05-25,334.51,PLN
2021-05-26,335.13,PLN
2021-05-27,334.87,PLN
2021-05-28,334.64,PLN
2021-05-31,335.14,PLN
2021-06-01,334.25,PLN
2021-06-02,334.64,PLN
2021-06-04,334.59,PLN
2021-06-07,335.22,PLN
2021-06-08,335.05,PLN
2021-06-09,334.90,PLN
2021-06-10,335.04,PLN
2021-06-11,336.11,PLN
2021-06-14,335.85,PLN
2021-06-15,336.18,PLN
2021-06-16,335.97,PLN
2021-06-17,335.61,PLN
2021-06-18,336.01,PLN
2021-06-21,335.83,PLN
2021-06-22,335.48,PLN
2021-06-23,335.46,PLN
2021-06-24,335.58,PLN
2021-06-25,335.18,PLN
2021-06-28,335.23,PLN
2021-06-29,335.50,PLN
2021-06-30,337.02,PLN
2021-07-01,335.61,PLN
2021-07-02,335.17,PLN
2021-07-05,335.61,PLN
2021-07-06,336.24,PLN
2021-07-07,337.21,PLN
2021-07-08,337.19,PLN
2021-07-09,336.98,PLN
2021-07-12,337.18,PLN
2021-07-13,337.16,PLN
2021-07-14,336.99,PLN
2021-07-15,337.44,PLN
2021-07-16,337.70,PLN
2021-07-19,339.60,PLN
2021-07-20,339.94,PLN
2021-07-21,339.15,PLN
2021-07-22,338.83,PLN
2021-07-23,338.73,PLN
2021-07-26,338.85,PLN
2021-07-27,339.05,PLN
2021-07-28,338.79,PLN
2021-07-29,338.35,PLN
2021-07-30,338.41,PLN
2021-08-02,338.32,PLN
2021-08-03,338.45,PLN
2021-08-04,337.99,PLN
2021-08-05,337.81,PLN
2021-08-06,337.10,PLN
2021-08-09,337.03,PLN
2021-08-10,336.73,PLN
2021-08-11,336.78,PLN
2021-08-12,336.97,PLN
2021-08-13,336.91,PLN
2021-08-16,337.47,PLN
2021-08-17,337.51,PLN
2021-08-18,337.55,PLN
2021-08-19,337.66,PLN
2021-08-20,337.89,PLN
2021-08-23,337.55,PLN
2021-08-24,337.41,PLN
2021-08-25,337.42,PLN
2021-08-26,337.11,PLN
2021-08-27,337.32,PLN
2021-08-30,337.48,PLN
2021-08-31,337.08,PLN
2021-09-01,336.86,PLN
2021-09-02,336.37,PLN
2021-09-03,335.77,PLN
2021-09-06,336.33,PLN
2021-09-07,335.96,PLN
2021-09-08,335.88,PLN
2021-09-09,336.50,PLN
2021-09-10,336.49,PLN
2021-09-13,336.31,PLN
2021-09-14,336.32,PLN
2021-09-15,336.28,PLN
2021-09-16,336.34,PLN
2021-09-17,336.30,PLN
2021-09-20,336.44,PLN
2021-09-21,336.78,PLN
2021-09-22,336.93,PLN
2021-09-23,336.44,PLN
2021-09-24,336.40,PLN
2021-09-27,336.42,PLN
2021-09-28,336.20,PLN
2021-09-29,336.31,PLN
2021-09-30,336.07,PLN
2021-10-01,335.99,PLN
2021-10-04,335.29,PLN
2021-10-05,335.38,PLN
2021-10-06,334.43,PLN
2021-10-07,334.19,PLN
2021-10-08,334.09,PLN
