Data,Wartość dla NN Emerytura 2060 (A),Waluta
2019-12-04,10.00,PLN
2019-12-05,10.00,PLN
2019-12-06,10.00,PLN
2019-12-09,10.00,PLN
2019-12-10,10.00,PLN
2019-12-11,10.00,PLN
2019-12-12,10.00,PLN
2019-12-13,10.00,PLN
2019-12-16,10.00,PLN
2019-12-17,10.00,PLN
2019-12-18,10.00,PLN
2019-12-19,10.00,PLN
2019-12-20,10.00,PLN
2019-12-23,10.00,PLN
2019-12-27,10.00,PLN
2019-12-30,10.00,PLN
2020-01-02,10.00,PLN
2020-01-03,10.00,PLN
2020-01-07,10.00,PLN
2020-01-08,10.00,PLN
2020-01-09,10.00,PLN
2020-01-10,10.00,PLN
2020-01-13,10.00,PLN
2020-01-14,10.00,PLN
2020-01-15,10.00,PLN
2020-01-16,10.00,PLN
2020-01-17,10.00,PLN
2020-01-20,10.00,PLN
2020-01-21,10.00,PLN
2020-01-22,10.00,PLN
2020-01-23,10.00,PLN
2020-01-24,10.00,PLN
2020-01-27,10.00,PLN
2020-01-28,10.00,PLN
2020-01-29,10.00,PLN
2020-01-30,10.00,PLN
2020-01-31,10.00,PLN
2020-02-03,10.01,PLN
2020-02-04,10.07,PLN
2020-02-05,10.10,PLN
2020-02-06,10.09,PLN
2020-02-07,10.07,PLN
2020-02-10,10.07,PLN
2020-02-11,10.11,PLN
2020-02-12,10.13,PLN
2020-02-13,10.13,PLN
2020-02-14,10.13,PLN
2020-02-17,10.17,PLN
2020-02-18,10.17,PLN
2020-02-19,10.20,PLN
2020-02-20,10.17,PLN
2020-02-21,10.15,PLN
2020-02-24,9.98,PLN
2020-02-25,9.89,PLN
2020-02-26,9.88,PLN
2020-02-27,9.68,PLN
2020-02-28,9.48,PLN
2020-03-02,9.59,PLN
2020-03-03,9.72,PLN
2020-03-04,9.70,PLN
2020-03-05,9.63,PLN
2020-03-06,9.47,PLN
2020-03-09,9.08,PLN
2020-03-10,9.02,PLN
2020-03-11,8.83,PLN
2020-03-12,8.22,PLN
2020-03-13,8.38,PLN
2020-03-16,8.30,PLN
2020-03-17,8.59,PLN
2020-03-18,8.43,PLN
2020-03-19,8.67,PLN
2020-03-20,8.70,PLN
2020-03-23,8.41,PLN
2020-03-24,8.66,PLN
2020-03-25,8.66,PLN
2020-03-26,8.83,PLN
2020-03-27,8.78,PLN
2020-03-30,8.81,PLN
2020-03-31,8.92,PLN
2020-04-01,8.77,PLN
2020-04-02,8.80,PLN
2020-04-03,8.85,PLN
2020-04-06,9.10,PLN
2020-04-07,9.18,PLN
2020-04-08,9.16,PLN
2020-04-09,9.28,PLN
2020-04-14,9.41,PLN
2020-04-15,9.25,PLN
2020-04-16,9.28,PLN
2020-04-17,9.38,PLN
2020-04-20,9.44,PLN
2020-04-21,9.21,PLN
2020-04-22,9.35,PLN
2020-04-23,9.44,PLN
2020-04-24,9.34,PLN
2020-04-27,9.41,PLN
2020-04-28,9.43,PLN
2020-04-29,9.56,PLN
2020-04-30,9.52,PLN
2020-05-04,9.35,PLN
2020-05-05,9.38,PLN
2020-05-06,9.30,PLN
2020-05-07,9.36,PLN
2020-05-08,9.43,PLN
2020-05-11,9.39,PLN
2020-05-12,9.48,PLN
2020-05-13,9.40,PLN
2020-05-14,9.27,PLN
2020-05-15,9.29,PLN
2020-05-18,9.54,PLN
2020-05-19,9.55,PLN
2020-05-20,9.57,PLN
2020-05-21,9.52,PLN
2020-05-22,9.51,PLN
2020-05-25,9.62,PLN
2020-05-26,9.78,PLN
2020-05-27,9.76,PLN
2020-05-28,9.81,PLN
2020-05-29,9.77,PLN
2020-06-01,9.82,PLN
2020-06-02,9.84,PLN
2020-06-03,9.95,PLN
2020-06-04,9.98,PLN
2020-06-05,10.14,PLN
2020-06-08,10.13,PLN
2020-06-09,10.10,PLN
2020-06-10,10.07,PLN
2020-06-12,9.86,PLN
2020-06-15,9.75,PLN
2020-06-16,9.95,PLN
2020-06-17,9.97,PLN
2020-06-18,9.96,PLN
2020-06-19,10.01,PLN
2020-06-22,9.99,PLN
2020-06-23,10.11,PLN
2020-06-24,9.97,PLN
2020-06-25,10.01,PLN
2020-06-26,9.94,PLN
2020-06-29,9.97,PLN
2020-06-30,9.93,PLN
2020-07-01,10.00,PLN
2020-07-02,10.12,PLN
2020-07-03,10.12,PLN
2020-07-06,10.23,PLN
2020-07-07,10.17,PLN
