Data,Wartość dla NN Zrównoważony (A),Waluta
2006-05-09,253.01,PLN
2006-05-10,252.90,PLN
2006-05-11,255.27,PLN
2006-05-12,253.72,PLN
2006-05-15,249.61,PLN
2006-05-16,249.79,PLN
2006-05-17,246.98,PLN
2006-05-18,246.98,PLN
2006-05-19,246.54,PLN
2006-05-22,240.14,PLN
2006-05-23,241.63,PLN
2006-05-24,237.18,PLN
2006-05-25,238.62,PLN
2006-05-26,240.96,PLN
2006-05-29,240.66,PLN
2006-05-30,239.02,PLN
2006-05-31,237.61,PLN
2006-06-01,238.50,PLN
2006-06-02,241.44,PLN
2006-06-05,242.04,PLN
2006-06-06,239.34,PLN
2006-06-07,238.66,PLN
2006-06-08,235.70,PLN
2006-06-09,234.33,PLN
2006-06-12,230.52,PLN
2006-06-13,226.53,PLN
2006-06-14,226.09,PLN
2006-06-16,227.39,PLN
2006-06-19,229.91,PLN
2006-06-20,230.01,PLN
2006-06-21,230.42,PLN
2006-06-22,229.75,PLN
2006-06-23,230.18,PLN
2006-06-26,231.69,PLN
2006-06-27,236.24,PLN
2006-06-28,238.16,PLN
2006-06-29,238.17,PLN
2006-06-30,240.71,PLN
2006-07-03,241.17,PLN
2006-07-04,242.13,PLN
2006-07-05,241.21,PLN
2006-07-06,244.58,PLN
2006-07-07,247.00,PLN
2006-07-10,248.36,PLN
2006-07-11,247.56,PLN
2006-07-12,249.57,PLN
2006-07-13,245.39,PLN
2006-07-14,244.92,PLN
2006-07-17,243.54,PLN
2006-07-18,245.34,PLN
2006-07-19,246.02,PLN
2006-07-20,250.27,PLN
2006-07-21,249.51,PLN
2006-07-24,250.10,PLN
2006-07-25,252.01,PLN
2006-07-26,252.96,PLN
2006-07-27,257.34,PLN
2006-07-28,257.56,PLN
2006-07-31,258.12,PLN
2006-08-01,255.96,PLN
2006-08-02,254.82,PLN
2006-08-03,251.28,PLN
2006-08-04,252.84,PLN
2006-08-07,251.78,PLN
2006-08-08,251.94,PLN
2006-08-09,254.70,PLN
2006-08-10,252.45,PLN
2006-08-11,249.72,PLN
2006-08-14,250.12,PLN
2006-08-16,250.84,PLN
2006-08-17,249.60,PLN
2006-08-18,250.35,PLN
2006-08-21,250.58,PLN
2006-08-22,251.68,PLN
2006-08-23,251.64,PLN
2006-08-24,249.91,PLN
2006-08-25,248.89,PLN
2006-08-28,248.15,PLN
2006-08-29,250.99,PLN
2006-08-30,252.37,PLN
2006-08-31,251.29,PLN
2006-09-01,251.86,PLN
2006-09-04,255.34,PLN
2006-09-05,255.77,PLN
2006-09-06,254.80,PLN
2006-09-07,253.30,PLN
2006-09-08,253.02,PLN
2006-09-11,252.19,PLN
2006-09-12,253.67,PLN
2006-09-13,255.57,PLN
2006-09-14,254.91,PLN
2006-09-15,255.04,PLN
2006-09-18,256.82,PLN
2006-09-19,255.94,PLN
2006-09-20,254.70,PLN
2006-09-21,254.68,PLN
2006-09-22,253.56,PLN
2006-09-25,254.79,PLN
2006-09-26,255.54,PLN
2006-09-27,254.31,PLN
2006-09-28,255.44,PLN
2006-09-29,254.74,PLN
2006-10-02,255.13,PLN
2006-10-03,254.52,PLN
2006-10-04,255.38,PLN
2006-10-05,257.46,PLN
2006-10-06,257.23,PLN
2006-10-09,258.90,PLN
2006-10-10,260.92,PLN
2006-10-11,261.92,PLN
2006-10-12,263.74,PLN
2006-10-13,264.62,PLN
2006-10-16,265.00,PLN
2006-10-17,263.72,PLN
2006-10-18,265.92,PLN
2006-10-19,266.08,PLN
2006-10-20,265.55,PLN
2006-10-23,265.19,PLN
2006-10-24,265.83,PLN
2006-10-25,267.04,PLN
2006-10-26,268.11,PLN
2006-10-27,266.33,PLN
2006-10-30,264.34,PLN
2006-10-31,265.25,PLN
2006-11-02,264.97,PLN
2006-11-03,266.33,PLN
2006-11-06,268.51,PLN
2006-11-07,270.60,PLN
2006-11-08,270.23,PLN
2006-11-09,271.47,PLN
2006-11-10,269.86,PLN
2006-11-13,269.45,PLN
2006-11-14,269.31,PLN
2006-11-15,266.79,PLN
2006-11-16,268.05,PLN
2006-11-17,267.37,PLN
2006-11-20,267.42,PLN
2006-11-21,269.31,PLN
2006-11-22,271.52,PLN
2006-11-23,271.44,PLN
2006-11-24,271.12,PLN
2006-11-27,271.03,PLN
2006-11-28,270.51,PLN
2006-11-29,274.16,PLN
2006-11-30,273.85,PLN
2006-12-01,274.90,PLN
2006-12-04,277.70,PLN
2006-12-05,279.75,PLN
2006-12-06,279.18,PLN
2006-12-07,280.13,PLN
2006-12-08,279.88,PLN
2006-12-11,279.51,PLN
2006-12-12,278.59,PLN
2006-12-13,278.81,PLN
2006-12-14,279.59,PLN
2006-12-15,279.48,PLN
2006-12-18,280.38,PLN
2006-12-19,276.26,PLN
2006-12-20,273.89,PLN
2006-12-21,274.00,PLN
2006-12-22,272.95,PLN
2006-12-27,275.16,PLN
2006-12-28,274.86,PLN
2006-12-29,274.69,PLN
2006-12-31,274.66,PLN
2007-01-02,277.18,PLN
2007-01-03,277.75,PLN
2007-01-04,275.48,PLN
2007-01-05,273.41,PLN
2007-01-08,272.73,PLN
2007-01-09,274.00,PLN
2007-01-10,272.03,PLN
2007-01-11,276.00,PLN
2007-01-12,277.87,PLN
2007-01-15,281.65,PLN
2007-01-16,281.56,PLN
2007-01-17,281.60,PLN
2007-01-18,286.27,PLN
2007-01-19,286.60,PLN
2007-01-22,285.19,PLN
2007-01-23,285.61,PLN
2007-01-24,285.79,PLN
2007-01-25,284.97,PLN
2007-01-26,285.19,PLN
2007-01-29,286.00,PLN
2007-01-30,285.59,PLN
2007-01-31,287.64,PLN
2007-02-01,289.85,PLN
2007-02-02,289.48,PLN
2007-02-05,289.38,PLN
2007-02-06,289.07,PLN
2007-02-07,288.64,PLN
2007-02-08,284.37,PLN
2007-02-09,284.89,PLN
2007-02-12,282.24,PLN
2007-02-13,284.79,PLN
2007-02-14,285.96,PLN
2007-02-15,285.50,PLN
2007-02-16,285.19,PLN
2007-02-19,287.59,PLN
2007-02-20,286.58,PLN
2007-02-21,288.29,PLN
2007-02-22,290.21,PLN
2007-02-23,290.14,PLN
2007-02-26,289.04,PLN
2007-02-27,282.17,PLN
2007-02-28,280.00,PLN
2007-03-01,278.57,PLN
2007-03-02,279.68,PLN
2007-03-05,276.01,PLN
2007-03-06,278.01,PLN
2007-03-07,277.60,PLN
2007-03-08,282.14,PLN
2007-03-09,281.91,PLN
2007-03-12,282.39,PLN
2007-03-13,282.09,PLN
2007-03-14,281.84,PLN
2007-03-15,283.21,PLN
2007-03-16,285.06,PLN
2007-03-19,287.69,PLN
2007-03-20,287.59,PLN
2007-03-21,289.64,PLN
2007-03-22,292.07,PLN
2007-03-23,293.35,PLN
2007-03-26,291.91,PLN
2007-03-27,291.90,PLN
2007-03-28,290.61,PLN
2007-03-29,293.35,PLN
2007-03-30,293.99,PLN
2007-04-02,292.13,PLN
2007-04-03,293.67,PLN
2007-04-04,294.99,PLN
2007-04-05,295.69,PLN
2007-04-10,297.37,PLN
2007-04-11,298.20,PLN
2007-04-12,295.71,PLN
2007-04-13,297.37,PLN
2007-04-16,299.14,PLN
2007-04-17,298.40,PLN
2007-04-18,299.92,PLN
2007-04-19,298.74,PLN
2007-04-20,301.76,PLN
2007-04-23,301.39,PLN
2007-04-24,299.91,PLN
2007-04-25,299.82,PLN
2007-04-26,299.75,PLN
2007-04-27,299.76,PLN
2007-04-30,301.52,PLN
2007-05-02,302.20,PLN
2007-05-04,305.14,PLN
2007-05-07,304.15,PLN
2007-05-08,301.49,PLN
2007-05-09,301.36,PLN
2007-05-10,298.34,PLN
2007-05-11,299.40,PLN
2007-05-14,302.06,PLN
2007-05-15,300.44,PLN
2007-05-16,299.07,PLN
2007-05-17,297.96,PLN
2007-05-18,300.20,PLN
2007-05-21,302.55,PLN
2007-05-22,304.21,PLN
2007-05-23,303.20,PLN
2007-05-24,303.83,PLN
2007-05-25,302.98,PLN
2007-05-28,305.23,PLN
2007-05-29,305.95,PLN
2007-05-30,304.71,PLN
2007-05-31,308.86,PLN
2007-06-01,311.36,PLN
2007-06-04,310.68,PLN
2007-06-05,310.96,PLN
2007-06-06,307.58,PLN
2007-06-08,305.19,PLN
2007-06-11,308.08,PLN
2007-06-12,305.95,PLN
2007-06-13,307.01,PLN
2007-06-14,309.12,PLN
2007-06-15,310.66,PLN
2007-06-18,310.07,PLN
2007-06-19,309.53,PLN
2007-06-20,307.80,PLN
2007-06-21,307.92,PLN
2007-06-22,309.19,PLN
2007-06-25,308.68,PLN
2007-06-26,310.12,PLN
2007-06-27,306.83,PLN
2007-06-28,308.98,PLN
2007-06-29,308.48,PLN
2007-07-02,306.98,PLN
2007-07-03,309.70,PLN
2007-07-04,311.08,PLN
2007-07-05,311.17,PLN
2007-07-06,313.20,PLN
2007-07-09,312.73,PLN
2007-07-10,309.88,PLN
2007-07-11,308.70,PLN
2007-07-12,308.79,PLN
2007-07-13,309.51,PLN
2007-07-16,307.72,PLN
2007-07-17,307.67,PLN
2007-07-18,307.42,PLN
2007-07-19,309.87,PLN
2007-07-20,308.02,PLN
2007-07-23,310.66,PLN
2007-07-24,308.82,PLN
2007-07-25,308.09,PLN
2007-07-26,302.39,PLN
2007-07-27,300.64,PLN
2007-07-30,300.04,PLN
2007-07-31,303.13,PLN
2007-08-01,299.23,PLN
2007-08-02,301.01,PLN
2007-08-03,299.50,PLN
2007-08-06,297.17,PLN
2007-08-07,298.89,PLN
2007-08-08,299.55,PLN
2007-08-09,296.13,PLN
2007-08-10,290.26,PLN
2007-08-13,294.78,PLN
2007-08-14,292.88,PLN
2007-08-16,282.42,PLN
2007-08-17,285.63,PLN
2007-08-20,285.71,PLN
2007-08-21,283.85,PLN
2007-08-22,291.04,PLN
2007-08-23,293.28,PLN
2007-08-24,295.69,PLN
2007-08-27,295.46,PLN
2007-08-28,293.70,PLN
2007-08-29,295.41,PLN
2007-08-30,292.23,PLN
2007-08-31,297.41,PLN
2007-09-03,297.60,PLN
2007-09-04,298.74,PLN
2007-09-05,295.81,PLN
2007-09-06,294.04,PLN
2007-09-07,292.00,PLN
2007-09-10,288.57,PLN
2007-09-11,290.81,PLN
2007-09-12,292.53,PLN
2007-09-13,295.72,PLN
2007-09-14,294.94,PLN
2007-09-17,294.41,PLN
2007-09-18,296.14,PLN
2007-09-19,303.21,PLN
2007-09-20,303.34,PLN
2007-09-21,302.00,PLN
2007-09-24,299.71,PLN
2007-09-25,298.13,PLN
2007-09-26,298.81,PLN
2007-09-27,298.36,PLN
2007-09-28,296.59,PLN
2007-10-01,296.34,PLN
2007-10-02,299.41,PLN
2007-10-03,298.53,PLN
2007-10-04,299.15,PLN
2007-10-05,301.43,PLN
2007-10-08,301.63,PLN
2007-10-09,306.18,PLN
2007-10-10,306.33,PLN
2007-10-11,309.07,PLN
2007-10-12,308.05,PLN
2007-10-15,308.84,PLN
2007-10-16,305.58,PLN
2007-10-17,306.47,PLN
2007-10-18,302.66,PLN
2007-10-19,303.89,PLN
2007-10-22,301.83,PLN
2007-10-23,305.05,PLN
2007-10-24,303.66,PLN
2007-10-25,303.86,PLN
2007-10-26,303.28,PLN
2007-10-29,304.05,PLN
2007-10-30,302.92,PLN
2007-10-31,302.74,PLN
2007-11-02,299.92,PLN
2007-11-05,298.55,PLN
2007-11-06,297.90,PLN
2007-11-07,293.80,PLN
2007-11-08,291.65,PLN
2007-11-09,288.20,PLN
2007-11-12,285.49,PLN
2007-11-13,288.07,PLN
2007-11-14,286.42,PLN
2007-11-15,281.70,PLN
2007-11-16,281.90,PLN
2007-11-19,281.46,PLN
2007-11-20,282.32,PLN
2007-11-21,278.98,PLN
2007-11-22,281.86,PLN
2007-11-23,283.58,PLN
2007-11-26,280.97,PLN
2007-11-27,279.03,PLN
2007-11-28,282.04,PLN
2007-11-29,283.09,PLN
2007-11-30,284.13,PLN
2007-12-03,283.03,PLN
2007-12-04,282.87,PLN
2007-12-05,288.01,PLN
2007-12-06,288.32,PLN
2007-12-07,290.04,PLN
2007-12-10,290.78,PLN
2007-12-11,289.72,PLN
2007-12-12,290.58,PLN
2007-12-13,287.35,PLN
2007-12-14,284.40,PLN
2007-12-17,279.65,PLN
2007-12-18,278.86,PLN
2007-12-19,278.38,PLN
2007-12-20,279.75,PLN
2007-12-21,280.95,PLN
2007-12-27,283.66,PLN
2007-12-28,281.04,PLN
2007-12-31,280.70,PLN
2008-01-02,280.05,PLN
2008-01-03,279.14,PLN
2008-01-04,276.88,PLN
2008-01-07,273.52,PLN
2008-01-08,274.56,PLN
2008-01-09,270.70,PLN
2008-01-10,266.46,PLN
2008-01-11,263.52,PLN
2008-01-14,261.43,PLN
2008-01-15,255.69,PLN
2008-01-16,250.60,PLN
2008-01-17,252.12,PLN
2008-01-18,254.23,PLN
2008-01-21,244.53,PLN
2008-01-22,247.08,PLN
2008-01-23,247.34,PLN
2008-01-24,253.81,PLN
2008-01-25,254.35,PLN
2008-01-28,250.86,PLN
2008-01-29,255.36,PLN
2008-01-30,256.13,PLN
2008-01-31,253.40,PLN
2008-02-01,258.15,PLN
2008-02-04,259.36,PLN
2008-02-05,253.49,PLN
2008-02-06,253.23,PLN
2008-02-07,250.77,PLN
2008-02-08,252.09,PLN
2008-02-11,253.34,PLN
2008-02-12,258.87,PLN
2008-02-13,260.53,PLN
2008-02-14,261.62,PLN
2008-02-15,258.54,PLN
2008-02-18,261.80,PLN
2008-02-19,261.49,PLN
2008-02-20,259.95,PLN
2008-02-21,259.80,PLN
2008-02-22,258.24,PLN
2008-02-25,257.86,PLN
2008-02-26,257.22,PLN
2008-02-27,256.62,PLN
2008-02-28,255.03,PLN
2008-02-29,251.84,PLN
2008-03-04,245.60,PLN
2008-03-05,248.54,PLN
2008-03-06,246.64,PLN
2008-03-07,244.19,PLN
2008-03-10,246.50,PLN
2008-03-11,250.37,PLN
2008-03-12,251.89,PLN
2008-03-13,247.57,PLN
2008-03-14,246.68,PLN
2008-03-17,242.29,PLN
2008-03-18,247.78,PLN
2008-03-19,249.06,PLN
2008-03-20,246.45,PLN
2008-03-25,251.37,PLN
2008-03-26,251.65,PLN
2008-03-27,253.39,PLN
2008-03-28,253.17,PLN
2008-03-31,252.80,PLN
2008-04-01,255.67,PLN
2008-04-02,255.55,PLN
2008-04-03,253.76,PLN
2008-04-04,255.25,PLN
2008-04-07,256.04,PLN
2008-04-08,254.17,PLN
2008-04-09,254.88,PLN
2008-04-10,253.14,PLN
2008-04-11,249.27,PLN
2008-04-14,247.93,PLN
2008-04-15,249.15,PLN
2008-04-16,249.24,PLN
2008-04-17,249.25,PLN
2008-04-18,251.65,PLN
2008-04-21,249.68,PLN
2008-04-22,247.67,PLN
2008-04-23,244.98,PLN
2008-04-24,247.04,PLN
2008-04-25,248.11,PLN
2008-04-28,250.29,PLN
2008-04-29,248.18,PLN
2008-04-30,250.46,PLN
2008-05-05,252.52,PLN
2008-05-06,252.87,PLN
2008-05-07,255.07,PLN
2008-05-08,253.39,PLN
2008-05-09,252.63,PLN
2008-05-12,253.86,PLN
2008-05-13,253.92,PLN
2008-05-14,254.85,PLN
2008-05-15,253.07,PLN
2008-05-16,253.76,PLN
2008-05-19,252.60,PLN
2008-05-20,249.77,PLN
2008-05-21,249.71,PLN
2008-05-23,247.21,PLN
2008-05-26,247.31,PLN
2008-05-27,247.80,PLN
2008-05-28,248.57,PLN
2008-05-29,247.04,PLN
2008-05-30,247.43,PLN
2008-06-02,246.54,PLN
2008-06-03,247.42,PLN
2008-06-04,244.42,PLN
2008-06-05,245.17,PLN
2008-06-06,243.95,PLN
2008-06-09,241.35,PLN
2008-06-10,237.08,PLN
2008-06-11,233.76,PLN
2008-06-12,235.45,PLN
2008-06-13,235.77,PLN
2008-06-16,234.81,PLN
2008-06-17,235.70,PLN
2008-06-18,233.73,PLN
2008-06-19,234.65,PLN
2008-06-20,233.40,PLN
2008-06-23,230.95,PLN
2008-06-24,230.03,PLN
2008-06-25,231.07,PLN
2008-06-26,230.74,PLN
2008-06-27,227.64,PLN
2008-06-30,226.49,PLN
2008-07-01,224.12,PLN
2008-07-02,223.70,PLN
2008-07-03,222.98,PLN
2008-07-04,221.41,PLN
2008-07-07,222.47,PLN
2008-07-08,222.44,PLN
2008-07-09,224.42,PLN
2008-07-10,222.10,PLN
2008-07-11,219.74,PLN
2008-07-14,219.47,PLN
2008-07-15,215.76,PLN
2008-07-16,215.20,PLN
2008-07-17,219.35,PLN
2008-07-18,219.91,PLN
2008-07-21,222.76,PLN
2008-07-22,222.90,PLN
2008-07-23,226.42,PLN
2008-07-24,225.62,PLN
2008-07-25,226.60,PLN
2008-07-28,226.89,PLN
2008-07-29,227.35,PLN
2008-07-30,231.63,PLN
2008-07-31,232.10,PLN
2008-08-01,230.90,PLN
2008-08-04,230.23,PLN
2008-08-05,232.35,PLN
2008-08-06,230.37,PLN
2008-08-07,229.34,PLN
2008-08-08,228.73,PLN
2008-08-11,229.97,PLN
2008-08-12,231.44,PLN
2008-08-13,230.72,PLN
2008-08-14,230.59,PLN
2008-08-18,230.57,PLN
2008-08-19,227.87,PLN
2008-08-20,228.29,PLN
2008-08-21,228.16,PLN
2008-08-22,229.16,PLN
2008-08-25,229.13,PLN
2008-08-26,227.74,PLN
2008-08-27,226.63,PLN
2008-08-28,227.83,PLN
2008-08-29,228.85,PLN
2008-09-01,229.05,PLN
2008-09-02,231.36,PLN
2008-09-03,230.61,PLN
2008-09-04,230.98,PLN
2008-09-05,227.15,PLN
2008-09-08,229.25,PLN
2008-09-09,228.23,PLN
2008-09-10,227.28,PLN
2008-09-11,226.07,PLN
2008-09-12,226.01,PLN
2008-09-15,221.93,PLN
2008-09-16,218.85,PLN
2008-09-17,218.90,PLN
2008-09-18,219.14,PLN
2008-09-19,224.96,PLN
2008-09-22,223.86,PLN
2008-09-23,221.58,PLN
2008-09-24,221.78,PLN
2008-09-25,224.93,PLN
2008-09-26,225.19,PLN
2008-09-29,220.34,PLN
2008-09-30,222.64,PLN
2008-10-01,223.98,PLN
2008-10-02,222.42,PLN
2008-10-03,221.50,PLN
2008-10-06,215.40,PLN
2008-10-07,213.88,PLN
2008-10-08,212.03,PLN
2008-10-09,211.85,PLN
2008-10-10,202.80,PLN
2008-10-13,204.73,PLN
2008-10-14,208.59,PLN
2008-10-15,202.08,PLN
2008-10-16,198.00,PLN
2008-10-17,192.16,PLN
2008-10-20,193.00,PLN
2008-10-21,194.28,PLN
2008-10-22,187.05,PLN
2008-10-23,182.19,PLN
2008-10-24,178.82,PLN
2008-10-27,179.00,PLN
2008-10-28,182.64,PLN
2008-10-29,189.12,PLN
2008-10-30,192.06,PLN
2008-10-31,193.42,PLN
2008-11-03,193.67,PLN
2008-11-04,198.21,PLN
2008-11-05,196.46,PLN
2008-11-06,193.08,PLN
2008-11-07,195.10,PLN
2008-11-10,196.87,PLN
2008-11-12,193.67,PLN
2008-11-13,188.80,PLN
2008-11-14,190.78,PLN
2008-11-17,189.45,PLN
2008-11-18,186.53,PLN
2008-11-19,187.51,PLN
2008-11-20,183.33,PLN
2008-11-21,185.07,PLN
2008-11-24,191.87,PLN
2008-11-25,193.38,PLN
2008-11-26,194.08,PLN
2008-11-27,195.70,PLN
2008-11-28,194.93,PLN
2008-12-01,192.85,PLN
2008-12-02,194.31,PLN
2008-12-03,193.17,PLN
2008-12-04,196.74,PLN
2008-12-05,195.70,PLN
2008-12-08,199.67,PLN
2008-12-09,201.02,PLN
2008-12-10,200.39,PLN
2008-12-11,199.50,PLN
2008-12-12,196.69,PLN
2008-12-15,198.29,PLN
2008-12-16,200.57,PLN
2008-12-17,197.69,PLN
2008-12-18,198.25,PLN
2008-12-19,197.36,PLN
2008-12-22,195.57,PLN
2008-12-23,196.06,PLN
2008-12-29,197.37,PLN
2008-12-30,198.32,PLN
2008-12-31,197.36,PLN
2009-01-05,201.71,PLN
2009-01-06,203.98,PLN
2009-01-07,202.28,PLN
2009-01-08,201.03,PLN
2009-01-09,199.48,PLN
2009-01-12,198.93,PLN
2009-01-13,197.56,PLN
2009-01-14,195.04,PLN
2009-01-15,193.58,PLN
2009-01-16,194.81,PLN
2009-01-19,192.22,PLN
2009-01-20,191.63,PLN
2009-01-21,192.91,PLN
2009-01-22,189.24,PLN
2009-01-23,188.96,PLN
2009-01-26,191.71,PLN
2009-01-27,189.48,PLN
2009-01-28,190.71,PLN
2009-01-29,189.86,PLN
2009-01-30,189.08,PLN
2009-02-02,186.13,PLN
2009-02-03,183.02,PLN
2009-02-04,183.83,PLN
2009-02-05,183.63,PLN
2009-02-06,186.16,PLN
2009-02-09,188.68,PLN
2009-02-10,188.34,PLN
2009-02-11,185.91,PLN
2009-02-12,182.95,PLN
2009-02-13,183.14,PLN
2009-02-16,180.14,PLN
2009-02-17,174.01,PLN
2009-02-18,173.48,PLN
2009-02-19,177.41,PLN
2009-02-20,175.77,PLN
2009-02-23,175.22,PLN
2009-02-24,175.30,PLN
2009-02-25,174.67,PLN
2009-02-26,177.14,PLN
2009-02-27,175.78,PLN
2009-03-02,175.69,PLN
2009-03-03,175.74,PLN
2009-03-04,179.02,PLN
2009-03-05,177.98,PLN
2009-03-06,179.28,PLN
2009-03-09,178.39,PLN
2009-03-10,180.03,PLN
2009-03-11,180.85,PLN
2009-03-12,180.63,PLN
2009-03-13,180.84,PLN
2009-03-16,182.00,PLN
2009-03-17,180.24,PLN
2009-03-18,178.65,PLN
2009-03-19,180.33,PLN
2009-03-20,181.34,PLN
2009-03-23,184.10,PLN
2009-03-24,184.60,PLN
2009-03-25,188.61,PLN
2009-03-26,188.03,PLN
2009-03-27,185.08,PLN
2009-03-30,181.78,PLN
2009-03-31,181.87,PLN
2009-04-01,182.60,PLN
2009-04-02,188.20,PLN
2009-04-03,189.74,PLN
2009-04-06,190.82,PLN
2009-04-07,189.92,PLN
2009-04-08,194.85,PLN
2009-04-09,197.40,PLN
2009-04-14,196.78,PLN
2009-04-15,196.76,PLN
2009-04-16,196.69,PLN
2009-04-17,193.92,PLN
2009-04-20,191.61,PLN
2009-04-21,191.69,PLN
2009-04-22,193.60,PLN
2009-04-23,194.77,PLN
2009-04-24,197.34,PLN
2009-04-27,196.19,PLN
2009-04-28,193.75,PLN
2009-04-29,197.36,PLN
2009-04-30,200.02,PLN
2009-05-04,203.79,PLN
2009-05-05,203.26,PLN
2009-05-06,203.60,PLN
2009-05-07,202.89,PLN
2009-05-08,202.66,PLN
2009-05-11,201.18,PLN
2009-05-12,204.09,PLN
2009-05-13,201.51,PLN
2009-05-14,200.46,PLN
2009-05-15,201.27,PLN
2009-05-18,202.97,PLN
2009-05-19,204.84,PLN
2009-05-20,205.26,PLN
2009-05-21,202.99,PLN
2009-05-22,201.93,PLN
2009-05-25,201.30,PLN
2009-05-26,201.18,PLN
2009-05-27,203.04,PLN
2009-05-28,202.15,PLN
2009-05-29,201.75,PLN
2009-06-01,207.34,PLN
2009-06-02,209.65,PLN
2009-06-03,208.44,PLN
2009-06-04,209.85,PLN
2009-06-05,209.57,PLN
2009-06-08,207.44,PLN
2009-06-09,209.39,PLN
2009-06-10,211.53,PLN
2009-06-12,212.85,PLN
2009-06-15,211.28,PLN
2009-06-16,210.79,PLN
2009-06-17,208.41,PLN
2009-06-18,208.22,PLN
2009-06-19,209.89,PLN
2009-06-22,204.12,PLN
2009-06-23,203.90,PLN
2009-06-24,205.23,PLN
2009-06-25,204.73,PLN
2009-06-26,205.30,PLN
2009-06-29,206.36,PLN
2009-06-30,206.13,PLN
2009-07-01,206.93,PLN
2009-07-02,205.36,PLN
2009-07-03,204.98,PLN
2009-07-06,203.82,PLN
2009-07-07,203.86,PLN
2009-07-08,203.72,PLN
2009-07-09,204.56,PLN
2009-07-10,203.31,PLN
2009-07-13,204.24,PLN
2009-07-14,208.60,PLN
2009-07-15,210.87,PLN
2009-07-16,211.05,PLN
2009-07-17,210.22,PLN
2009-07-20,214.97,PLN
2009-07-21,216.52,PLN
2009-07-22,215.01,PLN
2009-07-23,217.36,PLN
2009-07-24,218.82,PLN
2009-07-27,219.08,PLN
2009-07-28,217.22,PLN
2009-07-29,217.88,PLN
2009-07-30,222.24,PLN
2009-07-31,222.52,PLN
2009-08-03,223.71,PLN
2009-08-04,222.77,PLN
2009-08-05,220.41,PLN
2009-08-06,221.34,PLN
2009-08-07,222.85,PLN
2009-08-10,224.00,PLN
2009-08-11,221.98,PLN
2009-08-12,221.72,PLN
2009-08-13,223.97,PLN
2009-08-14,223.00,PLN
2009-08-17,220.18,PLN
2009-08-18,221.43,PLN
2009-08-19,222.24,PLN
2009-08-20,225.53,PLN
2009-08-21,229.28,PLN
2009-08-24,232.29,PLN
2009-08-25,233.55,PLN
2009-08-26,230.34,PLN
2009-08-27,229.33,PLN
2009-08-28,230.73,PLN
2009-08-31,230.12,PLN
2009-09-01,228.55,PLN
2009-09-02,224.15,PLN
2009-09-03,224.73,PLN
2009-09-04,225.06,PLN
2009-09-07,228.49,PLN
2009-09-08,228.02,PLN
2009-09-09,228.52,PLN
2009-09-10,226.76,PLN
2009-09-11,225.45,PLN
2009-09-14,223.17,PLN
2009-09-15,223.16,PLN
2009-09-16,225.93,PLN
2009-09-17,226.62,PLN
2009-09-18,226.03,PLN
2009-09-21,225.46,PLN
2009-09-22,230.22,PLN
2009-09-23,231.17,PLN
2009-09-24,231.15,PLN
2009-09-25,230.91,PLN
2009-09-28,231.60,PLN
2009-09-29,229.62,PLN
2009-09-30,229.22,PLN
2009-10-01,231.14,PLN
2009-10-02,227.44,PLN
2009-10-05,227.63,PLN
2009-10-06,230.58,PLN
2009-10-07,229.15,PLN
2009-10-08,230.30,PLN
2009-10-09,230.63,PLN
2009-10-12,231.73,PLN
2009-10-13,230.94,PLN
2009-10-14,234.50,PLN
2009-10-15,233.63,PLN
2009-10-16,233.16,PLN
2009-10-19,235.18,PLN
2009-10-20,236.38,PLN
2009-10-21,237.03,PLN
2009-10-22,236.85,PLN
2009-10-23,237.96,PLN
2009-10-26,236.63,PLN
2009-10-27,234.66,PLN
2009-10-28,231.98,PLN
2009-10-29,233.37,PLN
2009-10-30,232.13,PLN
2009-11-02,231.74,PLN
2009-11-03,228.87,PLN
2009-11-04,231.26,PLN
2009-11-05,233.30,PLN
2009-11-06,232.41,PLN
2009-11-09,236.06,PLN
2009-11-10,236.45,PLN
2009-11-12,237.05,PLN
2009-11-13,235.83,PLN
2009-11-16,238.75,PLN
2009-11-17,238.40,PLN
2009-11-18,235.97,PLN
2009-11-19,234.00,PLN
2009-11-20,234.68,PLN
2009-11-23,237.01,PLN
2009-11-24,235.42,PLN
2009-11-25,235.24,PLN
2009-11-26,233.22,PLN
2009-11-27,232.54,PLN
2009-11-30,234.36,PLN
2009-12-01,235.45,PLN
2009-12-02,235.98,PLN
2009-12-03,236.52,PLN
2009-12-04,238.16,PLN
2009-12-07,237.41,PLN
2009-12-08,234.88,PLN
2009-12-09,232.83,PLN
2009-12-10,233.03,PLN
2009-12-11,233.61,PLN
2009-12-14,234.69,PLN
2009-12-15,234.61,PLN
2009-12-16,235.59,PLN
2009-12-17,234.12,PLN
2009-12-18,233.38,PLN
2009-12-21,233.82,PLN
2009-12-22,234.95,PLN
2009-12-23,234.95,PLN
2009-12-28,235.92,PLN
2009-12-29,236.78,PLN
2009-12-30,235.67,PLN
2009-12-31,235.52,PLN
2010-01-04,237.83,PLN
2010-01-05,239.20,PLN
2010-01-06,240.09,PLN
2010-01-07,239.34,PLN
2010-01-08,239.83,PLN
2010-01-11,241.15,PLN
2010-01-12,239.62,PLN
2010-01-13,239.90,PLN
2010-01-14,239.69,PLN
2010-01-15,239.36,PLN
2010-01-18,240.60,PLN
2010-01-19,241.33,PLN
2010-01-20,241.75,PLN
2010-01-21,240.80,PLN
