Data,Wartość dla NN Zrównoważony (A),Waluta
2002-08-26,131.49,PLN
2002-08-27,131.90,PLN
2002-08-28,133.47,PLN
2002-08-29,132.45,PLN
2002-08-30,131.58,PLN
2002-09-02,132.33,PLN
2002-09-03,132.35,PLN
2002-09-04,130.42,PLN
2002-09-05,129.79,PLN
2002-09-06,129.43,PLN
2002-09-09,130.56,PLN
2002-09-10,130.81,PLN
2002-09-11,131.74,PLN
2002-09-12,132.46,PLN
2002-09-13,131.32,PLN
2002-09-16,130.92,PLN
2002-09-17,131.40,PLN
2002-09-18,131.61,PLN
2002-09-19,130.58,PLN
2002-09-20,130.56,PLN
2002-09-23,131.17,PLN
2002-09-24,130.93,PLN
2002-09-25,129.47,PLN
2002-09-26,130.41,PLN
2002-09-27,130.29,PLN
2002-09-30,130.11,PLN
2002-10-01,129.20,PLN
2002-10-02,128.92,PLN
2002-10-03,129.09,PLN
2002-10-04,129.53,PLN
2002-10-07,129.49,PLN
2002-10-08,128.78,PLN
2002-10-09,128.95,PLN
2002-10-10,129.11,PLN
2002-10-11,129.89,PLN
2002-10-14,131.24,PLN
2002-10-15,131.42,PLN
2002-10-16,132.56,PLN
2002-10-17,132.47,PLN
2002-10-18,132.39,PLN
2002-10-21,133.48,PLN
2002-10-22,133.95,PLN
2002-10-23,134.82,PLN
2002-10-24,134.81,PLN
2002-10-25,134.84,PLN
2002-10-28,134.67,PLN
2002-10-29,136.72,PLN
2002-10-30,136.96,PLN
2002-10-31,136.82,PLN
2002-11-04,137.13,PLN
2002-11-05,137.56,PLN
2002-11-06,136.67,PLN
2002-11-07,135.69,PLN
2002-11-08,135.28,PLN
2002-11-12,135.51,PLN
2002-11-13,135.59,PLN
2002-11-14,135.55,PLN
2002-11-15,136.40,PLN
2002-11-18,135.95,PLN
2002-11-19,136.49,PLN
2002-11-20,136.99,PLN
2002-11-21,137.11,PLN
2002-11-22,138.89,PLN
2002-11-25,139.34,PLN
2002-11-26,140.82,PLN
2002-11-27,140.22,PLN
2002-11-28,140.66,PLN
2002-11-29,140.41,PLN
2002-12-02,140.05,PLN
2002-12-03,141.79,PLN
2002-12-04,142.12,PLN
2002-12-05,141.48,PLN
2002-12-06,141.82,PLN
2002-12-09,141.09,PLN
2002-12-10,141.32,PLN
2002-12-11,140.28,PLN
2002-12-12,139.82,PLN
2002-12-13,140.41,PLN
2002-12-16,140.36,PLN
2002-12-17,140.59,PLN
2002-12-18,140.14,PLN
2002-12-19,138.39,PLN
2002-12-20,138.32,PLN
2002-12-23,138.35,PLN
2002-12-27,139.27,PLN
2002-12-30,139.79,PLN
2002-12-31,140.30,PLN
2003-01-02,140.12,PLN
2003-01-03,139.91,PLN
2003-01-06,141.60,PLN
2003-01-07,142.08,PLN
2003-01-08,142.52,PLN
2003-01-09,141.97,PLN
2003-01-10,142.11,PLN
2003-01-13,142.16,PLN
2003-01-14,143.81,PLN
2003-01-15,143.25,PLN
2003-01-16,143.24,PLN
2003-01-17,142.41,PLN
2003-01-20,141.34,PLN
2003-01-21,141.17,PLN
2003-01-22,140.72,PLN
2003-01-23,139.96,PLN
2003-01-24,140.94,PLN
2003-01-27,139.53,PLN
2003-01-28,138.22,PLN
2003-01-29,138.54,PLN
2003-01-30,139.01,PLN
2003-01-31,138.16,PLN
2003-02-03,138.30,PLN
2003-02-04,139.45,PLN
2003-02-05,137.87,PLN
2003-02-06,138.01,PLN
2003-02-07,137.07,PLN
2003-02-10,137.70,PLN
2003-02-11,137.96,PLN
2003-02-12,138.21,PLN
2003-02-13,137.52,PLN
2003-02-14,137.78,PLN
2003-02-17,137.66,PLN
2003-02-18,138.57,PLN
2003-02-19,137.96,PLN
2003-02-20,137.44,PLN
2003-02-21,138.22,PLN
2003-02-24,138.08,PLN
2003-02-25,137.63,PLN
2003-02-26,136.65,PLN
2003-02-27,136.76,PLN
2003-02-28,136.99,PLN
2003-03-03,137.33,PLN
2003-03-04,136.89,PLN
2003-03-05,136.14,PLN
2003-03-06,136.26,PLN
2003-03-07,136.37,PLN
2003-03-10,136.95,PLN
2003-03-11,138.59,PLN
2003-03-12,138.12,PLN
2003-03-13,138.04,PLN
2003-03-14,138.44,PLN
2003-03-17,137.99,PLN
2003-03-18,137.02,PLN
2003-03-19,137.88,PLN
2003-03-20,137.66,PLN
2003-03-21,137.93,PLN
2003-03-24,138.78,PLN
2003-03-25,138.70,PLN
2003-03-26,138.57,PLN
2003-03-27,138.63,PLN
2003-03-28,138.36,PLN
2003-03-31,138.33,PLN
2003-04-01,137.28,PLN
2003-04-02,137.27,PLN
2003-04-03,138.14,PLN
2003-04-04,139.19,PLN
2003-04-07,139.38,PLN
2003-04-08,140.67,PLN
2003-04-09,140.60,PLN
2003-04-10,141.03,PLN
2003-04-11,140.43,PLN
2003-04-14,140.17,PLN
2003-04-15,139.35,PLN
2003-04-16,139.43,PLN
2003-04-17,139.28,PLN
2003-04-22,139.70,PLN
2003-04-23,139.91,PLN
2003-04-24,140.34,PLN
2003-04-25,139.75,PLN
2003-04-28,140.37,PLN
2003-04-29,141.21,PLN
2003-04-30,141.32,PLN
2003-05-02,141.63,PLN
2003-05-05,142.57,PLN
2003-05-06,143.64,PLN
2003-05-07,144.46,PLN
2003-05-08,144.00,PLN
2003-05-09,144.27,PLN
2003-05-12,144.49,PLN
2003-05-13,144.61,PLN
2003-05-14,144.43,PLN
2003-05-15,145.48,PLN
2003-05-16,145.34,PLN
2003-05-19,145.48,PLN
2003-05-20,145.22,PLN
2003-05-21,145.40,PLN
2003-05-22,145.86,PLN
2003-05-23,145.93,PLN
2003-05-26,146.12,PLN
2003-05-27,146.46,PLN
2003-05-28,145.71,PLN
2003-05-29,146.00,PLN
2003-05-30,146.25,PLN
2003-06-02,147.11,PLN
2003-06-03,146.81,PLN
2003-06-04,147.15,PLN
2003-06-05,147.82,PLN
2003-06-06,147.76,PLN
2003-06-09,148.31,PLN
2003-06-10,147.65,PLN
2003-06-11,147.63,PLN
2003-06-12,148.15,PLN
2003-06-13,148.83,PLN
2003-06-16,148.63,PLN
2003-06-17,148.94,PLN
2003-06-18,149.84,PLN
2003-06-20,150.42,PLN
2003-06-23,150.59,PLN
2003-06-24,150.39,PLN
2003-06-25,149.90,PLN
2003-06-26,150.75,PLN
2003-06-27,151.07,PLN
2003-06-30,150.92,PLN
2003-07-01,151.43,PLN
2003-07-02,150.76,PLN
2003-07-03,151.52,PLN
2003-07-04,152.19,PLN
2003-07-07,153.65,PLN
2003-07-08,155.83,PLN
2003-07-09,155.32,PLN
2003-07-10,156.64,PLN
2003-07-11,157.46,PLN
2003-07-14,157.76,PLN
2003-07-15,159.44,PLN
2003-07-16,159.46,PLN
2003-07-17,159.18,PLN
2003-07-18,159.46,PLN
2003-07-21,160.57,PLN
2003-07-22,160.79,PLN
2003-07-23,159.98,PLN
2003-07-24,159.24,PLN
2003-07-25,159.78,PLN
2003-07-28,160.09,PLN
2003-07-29,162.44,PLN
2003-07-30,162.74,PLN
2003-07-31,161.87,PLN
2003-08-01,162.30,PLN
2003-08-04,162.38,PLN
2003-08-05,162.09,PLN
2003-08-06,162.93,PLN
2003-08-07,163.11,PLN
2003-08-08,166.17,PLN
2003-08-11,165.92,PLN
2003-08-12,166.80,PLN
2003-08-13,168.28,PLN
2003-08-14,167.95,PLN
2003-08-18,169.73,PLN
2003-08-19,170.90,PLN
2003-08-20,170.86,PLN
2003-08-21,170.60,PLN
2003-08-22,172.64,PLN
2003-08-25,174.72,PLN
2003-08-26,174.56,PLN
2003-08-27,176.05,PLN
2003-08-28,175.51,PLN
2003-08-29,174.71,PLN
2003-09-01,176.72,PLN
2003-09-02,179.64,PLN
2003-09-03,179.23,PLN
2003-09-04,177.86,PLN
2003-09-05,175.98,PLN
2003-09-08,174.01,PLN
2003-09-09,173.98,PLN
2003-09-10,172.67,PLN
2003-09-11,170.88,PLN
2003-09-12,171.49,PLN
2003-09-15,170.27,PLN
2003-09-16,170.06,PLN
2003-09-17,172.18,PLN
2003-09-18,171.89,PLN
2003-09-19,171.87,PLN
2003-09-22,172.15,PLN
2003-09-23,170.10,PLN
2003-09-24,170.34,PLN
2003-09-25,170.38,PLN
2003-09-26,170.23,PLN
2003-09-29,170.79,PLN
2003-09-30,170.24,PLN
2003-10-01,168.39,PLN
2003-10-02,168.33,PLN
2003-10-03,169.67,PLN
2003-10-06,170.71,PLN
2003-10-07,173.54,PLN
2003-10-08,173.06,PLN
2003-10-09,174.53,PLN
2003-10-10,175.39,PLN
2003-10-13,175.32,PLN
2003-10-14,175.28,PLN
2003-10-15,177.10,PLN
2003-10-16,178.27,PLN
2003-10-17,176.39,PLN
2003-10-20,175.65,PLN
2003-10-21,175.03,PLN
2003-10-22,173.32,PLN
2003-10-23,172.17,PLN
2003-10-24,172.09,PLN
2003-10-27,171.13,PLN
2003-10-28,170.22,PLN
2003-10-29,172.61,PLN
2003-10-30,172.21,PLN
2003-10-31,172.94,PLN
2003-11-03,172.22,PLN
2003-11-04,172.91,PLN
2003-11-05,171.68,PLN
2003-11-06,171.58,PLN
2003-11-07,172.63,PLN
2003-11-10,172.17,PLN
2003-11-12,172.93,PLN
2003-11-13,171.54,PLN
2003-11-14,171.70,PLN
2003-11-17,171.97,PLN
2003-11-18,169.94,PLN
2003-11-19,169.00,PLN
2003-11-20,167.42,PLN
2003-11-21,164.92,PLN
2003-11-24,166.06,PLN
2003-11-25,166.71,PLN
2003-11-26,164.86,PLN
2003-11-27,165.20,PLN
2003-11-28,166.10,PLN
2003-12-01,165.92,PLN
2003-12-02,168.42,PLN
2003-12-03,168.76,PLN
2003-12-04,168.99,PLN
2003-12-05,168.22,PLN
2003-12-08,168.14,PLN
2003-12-09,169.73,PLN
2003-12-10,170.85,PLN
2003-12-11,170.85,PLN
2003-12-12,171.55,PLN
2003-12-15,172.54,PLN
2003-12-16,172.48,PLN
2003-12-17,172.52,PLN
2003-12-18,171.93,PLN
2003-12-19,172.54,PLN
2003-12-22,172.44,PLN
2003-12-23,172.61,PLN
2003-12-29,173.43,PLN
2003-12-30,173.28,PLN
2003-12-31,173.26,PLN
2004-01-02,172.96,PLN
2004-01-05,174.73,PLN
2004-01-06,177.22,PLN
2004-01-07,176.91,PLN
2004-01-08,177.11,PLN
2004-01-09,177.34,PLN
2004-01-12,176.78,PLN
2004-01-13,178.56,PLN
2004-01-14,178.53,PLN
2004-01-15,176.74,PLN
2004-01-16,177.19,PLN
2004-01-19,176.54,PLN
2004-01-20,177.25,PLN
2004-01-21,177.80,PLN
2004-01-22,177.50,PLN
2004-01-23,178.39,PLN
2004-01-26,178.64,PLN
2004-01-27,178.70,PLN
2004-01-28,178.49,PLN
2004-01-29,176.33,PLN
2004-01-30,176.13,PLN
2004-02-02,176.99,PLN
2004-02-03,178.12,PLN
2004-02-04,177.43,PLN
2004-02-05,177.54,PLN
2004-02-06,177.65,PLN
2004-02-09,178.67,PLN
2004-02-10,180.86,PLN
2004-02-11,181.96,PLN
2004-02-12,181.46,PLN
2004-02-13,182.35,PLN
2004-02-16,182.06,PLN
2004-02-17,182.61,PLN
2004-02-18,182.81,PLN
2004-02-19,182.74,PLN
2004-02-20,181.52,PLN
2004-02-23,182.07,PLN
2004-02-24,181.27,PLN
2004-02-25,179.26,PLN
2004-02-26,179.53,PLN
2004-02-27,179.82,PLN
2004-03-01,181.87,PLN
2004-03-02,183.84,PLN
2004-03-03,183.95,PLN
2004-03-04,183.56,PLN
2004-03-05,183.55,PLN
2004-03-08,184.28,PLN
2004-03-09,185.84,PLN
2004-03-10,184.33,PLN
2004-03-11,184.60,PLN
2004-03-12,183.03,PLN
2004-03-15,183.68,PLN
2004-03-16,182.12,PLN
2004-03-17,182.73,PLN
2004-03-18,183.44,PLN
2004-03-19,182.17,PLN
2004-03-22,181.26,PLN
2004-03-23,180.99,PLN
2004-03-24,182.05,PLN
2004-03-25,181.98,PLN
2004-03-26,182.94,PLN
2004-03-29,182.98,PLN
2004-03-30,183.70,PLN
2004-03-31,184.25,PLN
2004-04-01,183.56,PLN
2004-04-02,183.60,PLN
2004-04-05,185.40,PLN
2004-04-06,185.84,PLN
2004-04-07,185.99,PLN
2004-04-08,185.62,PLN
2004-04-13,186.54,PLN
2004-04-14,188.33,PLN
2004-04-15,187.23,PLN
2004-04-16,187.94,PLN
2004-04-19,187.52,PLN
2004-04-20,187.23,PLN
2004-04-21,187.84,PLN
2004-04-22,188.27,PLN
2004-04-23,185.88,PLN
2004-04-26,186.73,PLN
2004-04-27,187.25,PLN
2004-04-28,186.99,PLN
2004-04-29,186.72,PLN
2004-04-30,184.74,PLN
2004-05-04,185.43,PLN
2004-05-05,186.26,PLN
2004-05-06,184.96,PLN
2004-05-07,183.90,PLN
2004-05-10,182.84,PLN
2004-05-11,180.09,PLN
2004-05-12,178.66,PLN
2004-05-13,179.73,PLN
2004-05-14,178.52,PLN
2004-05-17,179.19,PLN
2004-05-18,179.59,PLN
2004-05-19,180.41,PLN
2004-05-20,181.49,PLN
2004-05-21,181.40,PLN
2004-05-24,181.57,PLN
2004-05-25,181.42,PLN
2004-05-26,180.09,PLN
2004-05-27,181.55,PLN
2004-05-28,182.05,PLN
2004-05-31,182.45,PLN
2004-06-01,182.67,PLN
2004-06-02,182.47,PLN
2004-06-03,183.28,PLN
2004-06-04,183.13,PLN
2004-06-07,182.65,PLN
2004-06-08,183.30,PLN
2004-06-09,183.45,PLN
2004-06-11,182.63,PLN
2004-06-14,182.86,PLN
2004-06-15,181.78,PLN
2004-06-16,181.98,PLN
2004-06-17,181.92,PLN
2004-06-18,181.05,PLN
2004-06-21,181.31,PLN
2004-06-22,182.72,PLN
2004-06-23,182.50,PLN
2004-06-24,183.16,PLN
2004-06-25,183.32,PLN
2004-06-28,184.01,PLN
2004-06-29,184.51,PLN
2004-06-30,184.78,PLN
2004-07-01,184.73,PLN
2004-07-02,184.45,PLN
2004-07-05,184.02,PLN
2004-07-06,184.04,PLN
2004-07-07,183.58,PLN
2004-07-08,183.91,PLN
2004-07-09,184.31,PLN
2004-07-12,184.27,PLN
2004-07-13,183.99,PLN
2004-07-14,183.27,PLN
2004-07-15,182.75,PLN
2004-07-16,181.87,PLN
2004-07-19,183.24,PLN
2004-07-20,183.65,PLN
2004-07-21,184.05,PLN
2004-07-22,184.89,PLN
2004-07-23,184.08,PLN
2004-07-26,184.20,PLN
2004-07-27,184.39,PLN
2004-07-28,184.06,PLN
2004-07-29,183.12,PLN
2004-07-30,183.28,PLN
2004-08-02,183.41,PLN
2004-08-03,183.55,PLN
2004-08-04,184.04,PLN
2004-08-05,184.11,PLN
2004-08-06,184.57,PLN
2004-08-09,183.17,PLN
2004-08-10,182.26,PLN
2004-08-11,182.45,PLN
2004-08-12,180.96,PLN
2004-08-13,181.30,PLN
2004-08-16,181.41,PLN
2004-08-17,181.46,PLN
2004-08-18,182.44,PLN
2004-08-19,182.89,PLN
2004-08-20,183.08,PLN
2004-08-23,183.56,PLN
2004-08-24,183.54,PLN
2004-08-25,184.67,PLN
2004-08-26,183.63,PLN
2004-08-27,183.51,PLN
2004-08-30,184.34,PLN
2004-08-31,184.25,PLN
2004-09-01,184.57,PLN
2004-09-02,184.71,PLN
2004-09-03,184.99,PLN
2004-09-06,185.05,PLN
2004-09-07,185.51,PLN
2004-09-08,186.73,PLN
2004-09-09,187.17,PLN
2004-09-10,186.69,PLN
2004-09-13,187.27,PLN
2004-09-14,187.82,PLN
2004-09-15,187.79,PLN
2004-09-16,188.12,PLN
2004-09-17,188.00,PLN
2004-09-20,188.54,PLN
2004-09-21,188.25,PLN
2004-09-22,188.32,PLN
2004-09-23,188.05,PLN
2004-09-24,187.59,PLN
2004-09-27,186.68,PLN
2004-09-28,187.38,PLN
2004-09-29,188.03,PLN
2004-09-30,188.23,PLN
2004-10-01,188.77,PLN
2004-10-04,188.49,PLN
2004-10-05,189.80,PLN
2004-10-06,190.14,PLN
2004-10-07,190.21,PLN
2004-10-08,190.18,PLN
2004-10-11,189.12,PLN
2004-10-12,189.19,PLN
2004-10-13,187.19,PLN
2004-10-14,187.38,PLN
2004-10-15,186.62,PLN
2004-10-18,186.99,PLN
2004-10-19,186.31,PLN
2004-10-20,187.62,PLN
2004-10-21,187.19,PLN
2004-10-22,187.48,PLN
2004-10-25,187.77,PLN
2004-10-26,186.73,PLN
2004-10-27,186.71,PLN
2004-10-28,187.09,PLN
2004-10-29,187.02,PLN
2004-11-02,188.36,PLN
2004-11-03,189.60,PLN
2004-11-04,189.07,PLN
2004-11-05,188.97,PLN
2004-11-08,188.40,PLN
2004-11-09,187.95,PLN
2004-11-10,189.10,PLN
2004-11-12,190.13,PLN
2004-11-15,190.85,PLN
2004-11-16,189.91,PLN
2004-11-17,189.37,PLN
2004-11-18,189.56,PLN
2004-11-19,189.91,PLN
2004-11-22,189.85,PLN
2004-11-23,189.26,PLN
2004-11-24,188.46,PLN
2004-11-25,188.25,PLN
2004-11-26,189.41,PLN
2004-11-29,189.64,PLN
2004-11-30,189.40,PLN
2004-12-01,189.79,PLN
2004-12-02,190.75,PLN
2004-12-03,192.37,PLN
2004-12-06,192.28,PLN
2004-12-07,191.94,PLN
2004-12-08,192.39,PLN
2004-12-09,191.58,PLN
2004-12-10,190.77,PLN
2004-12-13,190.59,PLN
2004-12-14,190.85,PLN
2004-12-15,190.67,PLN
2004-12-16,191.39,PLN
2004-12-17,192.63,PLN
2004-12-20,192.86,PLN
2004-12-21,193.77,PLN
2004-12-22,193.36,PLN
2004-12-23,192.92,PLN
2004-12-24,192.40,PLN
2004-12-27,192.69,PLN
2004-12-28,192.87,PLN
2004-12-29,192.48,PLN
2004-12-30,193.83,PLN
2004-12-31,194.17,PLN
2005-01-03,194.77,PLN
2005-01-04,194.25,PLN
2005-01-05,192.19,PLN
2005-01-06,191.67,PLN
2005-01-07,191.75,PLN
2005-01-10,191.02,PLN
2005-01-11,190.64,PLN
2005-01-12,190.81,PLN
2005-01-13,190.99,PLN
2005-01-14,190.77,PLN
2005-01-17,190.82,PLN
2005-01-18,189.02,PLN
2005-01-19,189.26,PLN
2005-01-20,189.09,PLN
2005-01-21,188.72,PLN
2005-01-24,188.90,PLN
2005-01-25,189.46,PLN
2005-01-26,189.83,PLN
2005-01-27,190.16,PLN
2005-01-28,190.72,PLN
2005-01-31,191.57,PLN
2005-02-01,192.75,PLN
2005-02-02,192.32,PLN
2005-02-03,192.55,PLN
2005-02-04,193.91,PLN
2005-02-07,195.19,PLN
2005-02-08,195.06,PLN
2005-02-09,194.43,PLN
2005-02-10,195.03,PLN
2005-02-11,194.79,PLN
2005-02-14,194.56,PLN
2005-02-15,195.37,PLN
2005-02-16,197.56,PLN
2005-02-17,198.47,PLN
2005-02-18,198.40,PLN
2005-02-21,199.24,PLN
2005-02-22,198.60,PLN
2005-02-23,198.33,PLN
2005-02-24,199.63,PLN
2005-02-25,201.58,PLN
2005-02-28,200.97,PLN
2005-03-01,200.60,PLN
2005-03-02,197.50,PLN
2005-03-03,198.12,PLN
2005-03-04,198.88,PLN
2005-03-07,199.51,PLN
2005-03-08,199.16,PLN
2005-03-09,200.38,PLN
2005-03-10,199.27,PLN
2005-03-11,197.95,PLN
2005-03-14,196.75,PLN
2005-03-15,196.68,PLN
2005-03-16,194.30,PLN
2005-03-17,193.47,PLN
2005-03-18,194.69,PLN
2005-03-21,192.83,PLN
2005-03-22,194.54,PLN
2005-03-23,194.39,PLN
2005-03-24,194.90,PLN
2005-03-29,194.69,PLN
2005-03-30,195.25,PLN
2005-03-31,196.36,PLN
2005-04-01,196.02,PLN
2005-04-04,195.97,PLN
2005-04-05,196.94,PLN
2005-04-06,197.64,PLN
2005-04-07,196.70,PLN
2005-04-11,196.79,PLN
2005-04-12,196.90,PLN
2005-04-13,196.71,PLN
2005-04-14,195.68,PLN
2005-04-15,195.26,PLN
2005-04-18,193.44,PLN
2005-04-19,193.43,PLN
2005-04-20,192.69,PLN
2005-04-21,193.48,PLN
2005-04-22,194.14,PLN
2005-04-25,194.04,PLN
2005-04-26,192.93,PLN
2005-04-27,191.66,PLN
2005-04-28,190.95,PLN
2005-04-29,191.02,PLN
2005-05-02,191.14,PLN
2005-05-04,191.19,PLN
2005-05-05,191.76,PLN
2005-05-06,191.78,PLN
2005-05-09,192.05,PLN
2005-05-10,190.69,PLN
2005-05-11,190.97,PLN
2005-05-12,191.56,PLN
2005-05-13,190.94,PLN
2005-05-16,190.69,PLN
2005-05-17,191.20,PLN
2005-05-18,192.33,PLN
2005-05-19,193.17,PLN
2005-05-20,193.54,PLN
2005-05-23,193.36,PLN
2005-05-24,193.17,PLN
2005-05-25,193.18,PLN
2005-05-27,194.72,PLN
2005-05-30,194.82,PLN
2005-05-31,195.14,PLN
2005-06-01,194.65,PLN
2005-06-02,195.74,PLN
2005-06-03,196.66,PLN
2005-06-06,197.78,PLN
2005-06-07,198.25,PLN
2005-06-08,198.27,PLN
2005-06-09,198.65,PLN
2005-06-10,198.98,PLN
2005-06-13,199.08,PLN
2005-06-14,198.18,PLN
2005-06-15,199.18,PLN
2005-06-16,199.25,PLN
2005-06-17,200.07,PLN
2005-06-20,200.40,PLN
2005-06-21,200.66,PLN
2005-06-22,201.94,PLN
2005-06-23,201.73,PLN
2005-06-24,201.05,PLN
2005-06-27,200.36,PLN
2005-06-28,201.00,PLN
2005-06-29,201.27,PLN
2005-06-30,202.11,PLN
2005-07-01,203.02,PLN
2005-07-04,203.88,PLN
2005-07-05,203.48,PLN
2005-07-06,204.04,PLN
2005-07-07,202.91,PLN
2005-07-08,204.10,PLN
2005-07-11,203.90,PLN
2005-07-12,204.99,PLN
2005-07-13,205.62,PLN
2005-07-14,205.59,PLN
2005-07-15,205.49,PLN
2005-07-18,204.82,PLN
2005-07-19,204.93,PLN
2005-07-20,205.28,PLN
2005-07-21,204.91,PLN
2005-07-22,204.12,PLN
2005-07-25,205.08,PLN
2005-07-26,205.80,PLN
2005-07-27,206.78,PLN
2005-07-28,208.19,PLN
2005-07-29,209.02,PLN
2005-08-01,209.63,PLN
2005-08-02,211.91,PLN
2005-08-03,210.70,PLN
2005-08-04,210.93,PLN
2005-08-05,210.74,PLN
2005-08-08,211.87,PLN
2005-08-09,211.74,PLN
2005-08-10,210.83,PLN
2005-08-11,210.58,PLN
2005-08-12,210.06,PLN
2005-08-16,211.16,PLN
2005-08-17,210.34,PLN
2005-08-18,209.53,PLN
2005-08-19,209.47,PLN
2005-08-22,210.01,PLN
2005-08-23,210.03,PLN
2005-08-24,210.11,PLN
2005-08-25,209.78,PLN
2005-08-26,210.46,PLN
2005-08-29,211.04,PLN
2005-08-30,212.04,PLN
2005-08-31,212.42,PLN
2005-09-01,214.11,PLN
2005-09-02,214.37,PLN
2005-09-05,213.37,PLN
2005-09-06,214.03,PLN
2005-09-07,214.20,PLN
2005-09-08,213.68,PLN
2005-09-09,214.94,PLN
2005-09-12,215.83,PLN
2005-09-13,215.96,PLN
2005-09-14,216.14,PLN
2005-09-15,217.48,PLN
2005-09-16,218.87,PLN
2005-09-19,220.89,PLN
2005-09-20,220.46,PLN
2005-09-21,219.56,PLN
2005-09-22,219.03,PLN
2005-09-23,219.26,PLN
2005-09-26,220.07,PLN
2005-09-27,221.16,PLN
2005-09-28,219.86,PLN
2005-09-29,219.88,PLN
2005-09-30,220.80,PLN
2005-10-03,221.78,PLN
2005-10-04,221.51,PLN
2005-10-05,219.93,PLN
2005-10-06,216.66,PLN
2005-10-07,216.58,PLN
2005-10-10,216.54,PLN
2005-10-11,217.85,PLN
2005-10-12,216.85,PLN
2005-10-13,212.97,PLN
2005-10-14,212.24,PLN
2005-10-17,213.09,PLN
2005-10-18,213.12,PLN
2005-10-19,210.77,PLN
2005-10-20,212.18,PLN
2005-10-21,211.86,PLN
2005-10-24,212.59,PLN
2005-10-25,213.49,PLN
2005-10-26,212.54,PLN
2005-10-27,210.89,PLN
2005-10-28,211.25,PLN
2005-10-31,212.20,PLN
2005-11-02,214.52,PLN
2005-11-03,215.52,PLN
2005-11-04,215.66,PLN
2005-11-07,214.54,PLN
2005-11-08,214.41,PLN
2005-11-09,214.60,PLN
2005-11-10,214.28,PLN
2005-11-14,214.83,PLN
2005-11-15,214.29,PLN
2005-11-16,214.37,PLN
2005-11-17,216.07,PLN
2005-11-18,216.09,PLN
2005-11-21,215.40,PLN
2005-11-22,214.87,PLN
2005-11-23,215.44,PLN
2005-11-24,215.73,PLN
2005-11-25,216.33,PLN
2005-11-28,217.08,PLN
2005-11-29,217.13,PLN
2005-11-30,217.51,PLN
2005-12-01,218.16,PLN
2005-12-02,219.61,PLN
2005-12-05,219.17,PLN
2005-12-06,218.46,PLN
2005-12-07,219.22,PLN
2005-12-08,218.83,PLN
2005-12-09,218.52,PLN
2005-12-12,219.23,PLN
2005-12-13,219.16,PLN
2005-12-14,220.69,PLN
2005-12-15,220.48,PLN
2005-12-16,220.81,PLN
2005-12-19,221.65,PLN
2005-12-20,222.51,PLN
2005-12-21,222.89,PLN
2005-12-22,222.80,PLN
2005-12-23,223.65,PLN
2005-12-27,224.77,PLN
2005-12-28,224.14,PLN
2005-12-29,224.62,PLN
2005-12-30,223.41,PLN
2006-01-02,224.80,PLN
2006-01-03,227.35,PLN
2006-01-04,230.29,PLN
2006-01-05,230.44,PLN
2006-01-06,231.63,PLN
2006-01-09,231.37,PLN
2006-01-10,230.23,PLN
2006-01-11,232.62,PLN
2006-01-12,232.69,PLN
2006-01-13,231.28,PLN
2006-01-16,233.15,PLN
2006-01-17,232.86,PLN
2006-01-18,232.02,PLN
2006-01-19,234.99,PLN
2006-01-20,235.67,PLN
2006-01-23,236.54,PLN
2006-01-24,235.95,PLN
2006-01-25,237.01,PLN
2006-01-26,235.98,PLN
2006-01-27,236.22,PLN
2006-01-30,235.93,PLN
2006-01-31,232.04,PLN
2006-02-01,232.53,PLN
2006-02-02,232.46,PLN
2006-02-03,230.28,PLN
2006-02-06,232.73,PLN
2006-02-07,233.45,PLN
2006-02-08,233.03,PLN
2006-02-09,233.65,PLN
2006-02-10,232.15,PLN
2006-02-13,231.32,PLN
2006-02-14,232.50,PLN
2006-02-15,233.18,PLN
2006-02-16,231.47,PLN
2006-02-17,234.70,PLN
2006-02-20,236.57,PLN
2006-02-21,236.77,PLN
2006-02-22,236.61,PLN
2006-02-23,236.96,PLN
2006-02-24,238.46,PLN
2006-02-27,239.52,PLN
2006-02-28,235.90,PLN
2006-03-01,237.00,PLN
2006-03-02,237.61,PLN
2006-03-03,236.91,PLN
2006-03-06,237.32,PLN
2006-03-07,234.43,PLN
2006-03-08,232.21,PLN
2006-03-09,232.52,PLN
2006-03-10,231.89,PLN
2006-03-13,232.20,PLN
2006-03-14,231.49,PLN
2006-03-15,233.44,PLN
2006-03-16,235.87,PLN
2006-03-17,236.06,PLN
2006-03-20,235.90,PLN
2006-03-21,235.12,PLN
2006-03-22,234.94,PLN
2006-03-23,236.87,PLN
2006-03-24,237.55,PLN
2006-03-27,238.44,PLN
2006-03-28,236.90,PLN
2006-03-29,237.05,PLN
2006-03-30,238.32,PLN
2006-03-31,238.26,PLN
2006-04-03,239.70,PLN
2006-04-04,240.07,PLN
2006-04-05,240.07,PLN
2006-04-06,241.32,PLN
2006-04-07,243.10,PLN
2006-04-10,243.15,PLN
2006-04-11,242.40,PLN
2006-04-12,243.59,PLN
2006-04-13,244.35,PLN
2006-04-18,246.71,PLN
2006-04-19,247.05,PLN
2006-04-20,249.27,PLN
2006-04-21,250.29,PLN
2006-04-24,251.65,PLN
2006-04-25,250.77,PLN
2006-04-26,252.01,PLN
2006-04-27,248.82,PLN
2006-04-28,250.01,PLN
2006-05-02,250.08,PLN
2006-05-04,252.13,PLN
2006-05-05,253.26,PLN
2006-05-08,254.99,PLN
