Data,Wartość dla NN (L) Spółek Dywidendowych Rynków Wschodzących (A),Waluta
2009-11-23,100.00,PLN
2009-11-24,100.00,PLN
2009-11-25,100.46,PLN
2009-11-26,98.30,PLN
2009-11-27,96.59,PLN
2009-11-30,97.86,PLN
2009-12-01,100.04,PLN
2009-12-02,100.99,PLN
2009-12-03,101.37,PLN
2009-12-04,101.31,PLN
2009-12-07,101.02,PLN
2009-12-08,99.64,PLN
2009-12-09,98.91,PLN
2009-12-10,99.19,PLN
2009-12-11,99.18,PLN
2009-12-14,100.50,PLN
2009-12-15,100.00,PLN
2009-12-16,100.30,PLN
2009-12-17,98.19,PLN
2009-12-18,97.71,PLN
2009-12-21,97.49,PLN
2009-12-22,98.05,PLN
2009-12-23,98.04,PLN
2009-12-28,100.67,PLN
2009-12-29,100.69,PLN
2009-12-30,100.93,PLN
2009-12-31,101.95,PLN
2010-01-04,103.67,PLN
2010-01-05,104.92,PLN
2010-01-06,105.38,PLN
2010-01-07,104.41,PLN
2010-01-08,104.69,PLN
2010-01-11,105.32,PLN
2010-01-12,104.56,PLN
2010-01-13,103.74,PLN
2010-01-14,103.91,PLN
2010-01-15,103.58,PLN
2010-01-18,103.81,PLN
2010-01-19,104.16,PLN
2010-01-20,102.47,PLN
2010-01-21,100.38,PLN
2010-01-22,98.23,PLN
2010-01-25,98.40,PLN
2010-01-26,96.33,PLN
2010-01-27,95.33,PLN
2010-01-28,96.14,PLN
2010-01-29,95.49,PLN
2010-02-01,95.93,PLN
2010-02-02,96.69,PLN
2010-02-03,97.65,PLN
2010-02-04,94.50,PLN
2010-02-05,91.84,PLN
2010-02-08,91.38,PLN
2010-02-09,93.17,PLN
2010-02-10,93.51,PLN
2010-02-11,94.82,PLN
2010-02-12,94.68,PLN
2010-02-15,94.92,PLN
2010-02-16,95.87,PLN
2010-02-17,97.18,PLN
2010-02-18,97.06,PLN
2010-02-19,96.11,PLN
2010-02-22,96.78,PLN
2010-02-23,96.02,PLN
2010-02-24,95.50,PLN
2010-02-25,94.33,PLN
2010-02-26,95.60,PLN
2010-03-01,97.12,PLN
2010-03-02,98.29,PLN
2010-03-03,99.01,PLN
2010-03-04,98.69,PLN
2010-03-05,100.36,PLN
2010-03-08,101.44,PLN
2010-03-09,101.82,PLN
2010-03-10,102.89,PLN
2010-03-11,102.80,PLN
2010-03-12,102.94,PLN
2010-03-15,101.99,PLN
2010-03-16,102.85,PLN
2010-03-17,104.09,PLN
2010-03-18,104.09,PLN
2010-03-19,102.85,PLN
2010-03-22,101.91,PLN
2010-03-23,102.50,PLN
2010-03-24,102.26,PLN
2010-03-25,102.29,PLN
2010-03-26,102.62,PLN
2010-03-29,103.67,PLN
2010-03-30,104.03,PLN
2010-03-31,104.03,PLN
2010-04-01,103.93,PLN
2010-04-06,107.22,PLN
2010-04-07,107.32,PLN
2010-04-08,106.55,PLN
2010-04-09,107.46,PLN
2010-04-12,107.08,PLN
2010-04-13,106.38,PLN
2010-04-14,107.69,PLN
2010-04-15,107.58,PLN
2010-04-16,106.22,PLN
2010-04-19,104.36,PLN
2010-04-20,105.32,PLN
2010-04-21,105.58,PLN
2010-04-22,104.95,PLN
2010-04-23,105.34,PLN
2010-04-26,106.63,PLN
2010-04-27,104.59,PLN
2010-04-28,103.13,PLN
2010-04-29,104.29,PLN
2010-04-30,104.57,PLN
2010-05-04,101.15,PLN
2010-05-05,98.70,PLN
2010-05-06,96.09,PLN
2010-05-07,93.70,PLN
2010-05-10,98.99,PLN
2010-05-11,97.62,PLN
2010-05-12,97.62,PLN
2010-05-13,98.76,PLN
2010-05-14,97.32,PLN
2010-05-17,95.31,PLN
2010-05-18,95.32,PLN
2010-05-19,92.56,PLN
2010-05-20,89.60,PLN
2010-05-21,89.59,PLN
2010-05-24,90.67,PLN
2010-05-25,87.27,PLN
2010-05-26,90.09,PLN
2010-05-27,93.06,PLN
2010-05-28,93.86,PLN
2010-05-31,94.45,PLN
2010-06-01,92.56,PLN
2010-06-02,93.28,PLN
2010-06-04,92.96,PLN
2010-06-07,90.67,PLN
2010-06-08,91.40,PLN
2010-06-09,91.66,PLN
2010-06-10,93.06,PLN
2010-06-11,94.12,PLN
2010-06-14,95.28,PLN
2010-06-15,96.30,PLN
2010-06-16,96.97,PLN
2010-06-17,97.16,PLN
2010-06-18,97.89,PLN
2010-06-21,100.49,PLN
2010-06-22,100.49,PLN
2010-06-23,98.86,PLN
2010-06-24,97.54,PLN
2010-06-25,97.07,PLN
2010-06-28,97.10,PLN
2010-06-29,93.90,PLN
2010-06-30,93.89,PLN
2010-07-01,92.55,PLN
2010-07-02,92.97,PLN
2010-07-05,93.06,PLN
2010-07-06,94.73,PLN
2010-07-07,94.86,PLN
2010-07-08,95.85,PLN
2010-07-09,96.95,PLN
2010-07-12,96.75,PLN
2010-07-13,97.35,PLN
2010-07-14,97.68,PLN
2010-07-15,97.19,PLN
2010-07-16,96.57,PLN
2010-07-19,96.17,PLN
2010-07-20,97.26,PLN
2010-07-21,98.02,PLN
2010-07-22,99.14,PLN
2010-07-23,100.26,PLN
2010-07-26,100.70,PLN
2010-07-27,101.08,PLN
2010-07-28,100.93,PLN
2010-07-29,101.05,PLN
2010-07-30,100.81,PLN
2010-08-02,102.77,PLN
2010-08-03,102.52,PLN
2010-08-04,102.77,PLN
2010-08-05,102.63,PLN
2010-08-06,102.51,PLN
2010-08-09,103.36,PLN
2010-08-10,101.56,PLN
2010-08-11,99.56,PLN
2010-08-12,98.93,PLN
2010-08-13,99.23,PLN
2010-08-16,99.86,PLN
2010-08-17,100.90,PLN
2010-08-18,100.89,PLN
2010-08-19,100.79,PLN
2010-08-20,100.12,PLN
2010-08-23,99.76,PLN
2010-08-24,98.61,PLN
2010-08-25,97.71,PLN
2010-08-26,97.91,PLN
2010-08-27,98.21,PLN
2010-08-30,98.47,PLN
2010-08-31,98.26,PLN
2010-09-01,100.30,PLN
2010-09-02,100.88,PLN
2010-09-03,101.53,PLN
2010-09-06,102.22,PLN
2010-09-07,101.58,PLN
2010-09-08,101.59,PLN
2010-09-09,102.08,PLN
2010-09-10,102.38,PLN
2010-09-13,104.48,PLN
2010-09-14,104.69,PLN
2010-09-15,104.99,PLN
2010-09-16,104.36,PLN
2010-09-17,104.85,PLN
2010-09-20,105.68,PLN
2010-09-21,105.58,PLN
2010-09-22,105.89,PLN
2010-09-23,105.70,PLN
2010-09-24,106.39,PLN
2010-09-27,106.98,PLN
2010-09-28,107.05,PLN
2010-09-29,107.91,PLN
2010-09-30,108.54,PLN
2010-10-01,109.42,PLN
2010-10-04,110.25,PLN
2010-10-05,110.80,PLN
2010-10-06,111.45,PLN
2010-10-07,111.13,PLN
2010-10-08,111.10,PLN
2010-10-11,111.80,PLN
2010-10-12,111.10,PLN
2010-10-13,112.77,PLN
2010-10-14,113.69,PLN
2010-10-15,113.42,PLN
2010-10-18,112.73,PLN
2010-10-19,111.01,PLN
2010-10-20,111.36,PLN
2010-10-21,111.82,PLN
2010-10-22,111.68,PLN
2010-10-25,112.76,PLN
2010-10-26,112.70,PLN
2010-10-27,110.89,PLN
2010-10-28,111.28,PLN
2010-10-29,111.72,PLN
2010-11-02,113.79,PLN
2010-11-03,114.46,PLN
2010-11-04,116.78,PLN
2010-11-05,116.95,PLN
2010-11-08,116.74,PLN
2010-11-09,116.06,PLN
2010-11-10,115.59,PLN
2010-11-12,112.84,PLN
2010-11-15,112.41,PLN
2010-11-16,110.15,PLN
2010-11-17,109.90,PLN
2010-11-18,112.15,PLN
2010-11-19,112.07,PLN
2010-11-22,111.85,PLN
2010-11-23,109.18,PLN
2010-11-24,110.90,PLN
2010-11-25,110.91,PLN
2010-11-26,109.11,PLN
2010-11-29,109.23,PLN
2010-11-30,108.59,PLN
2010-12-01,111.12,PLN
2010-12-02,113.00,PLN
2010-12-03,113.39,PLN
2010-12-06,113.48,PLN
2010-12-07,113.67,PLN
2010-12-08,112.56,PLN
2010-12-09,112.22,PLN
2010-12-10,112.34,PLN
2010-12-13,113.02,PLN
2010-12-14,113.71,PLN
2010-12-15,112.55,PLN
2010-12-16,112.51,PLN
2010-12-17,112.28,PLN
2010-12-20,112.08,PLN
2010-12-21,113.48,PLN
2010-12-22,113.94,PLN
2010-12-23,113.77,PLN
2010-12-27,113.47,PLN
2010-12-28,113.54,PLN
2010-12-29,114.55,PLN
2010-12-30,115.25,PLN
2010-12-31,115.66,PLN
2011-01-03,116.99,PLN
2011-01-04,117.16,PLN
2011-01-05,117.02,PLN
2011-01-07,115.35,PLN
2011-01-10,114.31,PLN
2011-01-11,115.25,PLN
2011-01-12,117.12,PLN
2011-01-13,116.61,PLN
2011-01-14,116.60,PLN
2011-01-17,115.87,PLN
2011-01-18,116.43,PLN
2011-01-19,116.08,PLN
2011-01-20,114.72,PLN
2011-01-21,114.00,PLN
2011-01-24,114.15,PLN
2011-01-25,113.85,PLN
2011-01-26,114.71,PLN
2011-01-27,114.43,PLN
2011-01-28,112.12,PLN
2011-01-31,112.63,PLN
2011-02-01,114.04,PLN
2011-02-02,114.13,PLN
2011-02-03,114.09,PLN
2011-02-04,113.76,PLN
2011-02-07,113.38,PLN
2011-02-08,113.03,PLN
2011-02-09,111.27,PLN
2011-02-10,109.35,PLN
2011-02-11,109.75,PLN
2011-02-14,110.95,PLN
2011-02-15,110.56,PLN
2011-02-16,111.16,PLN
2011-02-17,111.56,PLN
2011-02-18,112.23,PLN
2011-02-21,111.89,PLN
2011-02-22,109.56,PLN
2011-02-23,109.29,PLN
2011-02-24,108.91,PLN
2011-02-25,110.12,PLN
2011-02-28,111.42,PLN
2011-03-01,110.64,PLN
2011-03-02,111.69,PLN
2011-03-03,113.29,PLN
2011-03-04,113.46,PLN
2011-03-07,112.64,PLN
2011-03-08,113.12,PLN
2011-03-09,112.62,PLN
2011-03-10,110.53,PLN
2011-03-11,110.47,PLN
2011-03-14,110.80,PLN
2011-03-15,108.84,PLN
2011-03-16,107.87,PLN
2011-03-17,108.44,PLN
2011-03-18,109.23,PLN
2011-03-21,110.42,PLN
2011-03-22,111.10,PLN
2011-03-23,111.61,PLN
2011-03-24,112.92,PLN
2011-03-25,113.41,PLN
2011-03-28,112.67,PLN
2011-03-29,113.53,PLN
2011-03-30,115.13,PLN
2011-03-31,115.95,PLN
2011-04-01,117.72,PLN
2011-04-04,118.38,PLN
2011-04-05,118.90,PLN
2011-04-06,119.26,PLN
2011-04-07,119.32,PLN
2011-04-08,119.38,PLN
2011-04-11,118.61,PLN
2011-04-12,116.56,PLN
2011-04-13,117.31,PLN
2011-04-14,117.19,PLN
2011-04-15,117.33,PLN
2011-04-18,114.94,PLN
2011-04-19,116.04,PLN
2011-04-20,118.12,PLN
2011-04-21,119.84,PLN
2011-04-26,118.82,PLN
2011-04-27,118.80,PLN
2011-04-28,118.86,PLN
2011-04-29,119.72,PLN
2011-05-02,119.22,PLN
2011-05-04,115.51,PLN
2011-05-05,114.88,PLN
2011-05-06,115.15,PLN
2011-05-09,115.42,PLN
2011-05-10,116.17,PLN
2011-05-11,115.20,PLN
2011-05-12,114.07,PLN
2011-05-13,113.84,PLN
2011-05-16,112.66,PLN
2011-05-17,112.75,PLN
2011-05-18,114.43,PLN
2011-05-19,114.22,PLN
2011-05-20,113.09,PLN
2011-05-23,110.71,PLN
2011-05-24,111.91,PLN
2011-05-25,111.22,PLN
2011-05-26,112.36,PLN
2011-05-27,114.37,PLN
2011-05-30,114.34,PLN
2011-05-31,116.09,PLN
2011-06-01,114.79,PLN
2011-06-02,114.78,PLN
2011-06-03,114.42,PLN
2011-06-06,113.51,PLN
2011-06-07,114.24,PLN
2011-06-08,114.16,PLN
2011-06-09,113.82,PLN
2011-06-10,112.11,PLN
2011-06-13,112.09,PLN
2011-06-14,113.72,PLN
2011-06-15,111.67,PLN
2011-06-16,110.74,PLN
2011-06-17,110.00,PLN
2011-06-20,109.58,PLN
2011-06-21,111.58,PLN
2011-06-22,110.86,PLN
2011-06-24,111.28,PLN
2011-06-27,110.59,PLN
2011-06-28,111.60,PLN
2011-06-29,113.60,PLN
2011-06-30,113.67,PLN
2011-07-01,116.26,PLN
2011-07-04,116.17,PLN
2011-07-05,116.47,PLN
2011-07-06,116.09,PLN
2011-07-07,116.66,PLN
2011-07-08,115.67,PLN
2011-07-11,113.43,PLN
2011-07-12,111.31,PLN
2011-07-13,113.33,PLN
2011-07-14,112.95,PLN
2011-07-15,112.71,PLN
2011-07-18,110.85,PLN
2011-07-19,112.13,PLN
2011-07-20,113.27,PLN
2011-07-21,115.25,PLN
2011-07-22,114.72,PLN
2011-07-25,115.14,PLN
2011-07-26,115.53,PLN
2011-07-27,114.42,PLN
2011-07-28,114.53,PLN
2011-07-29,114.77,PLN
2011-08-01,115.16,PLN
2011-08-02,112.15,PLN
2011-08-03,110.72,PLN
2011-08-04,105.24,PLN
2011-08-05,103.80,PLN
2011-08-08,97.04,PLN
2011-08-09,99.77,PLN
2011-08-10,96.92,PLN
2011-08-11,100.41,PLN
2011-08-12,100.06,PLN
2011-08-16,103.15,PLN
2011-08-17,103.14,PLN
2011-08-18,99.24,PLN
2011-08-19,96.35,PLN
2011-08-22,96.49,PLN
2011-08-23,99.82,PLN
2011-08-24,99.30,PLN
2011-08-25,96.99,PLN
2011-08-26,98.04,PLN
2011-08-29,100.71,PLN
2011-08-30,102.04,PLN
2011-08-31,104.16,PLN
2011-09-01,104.44,PLN
2011-09-02,102.44,PLN
2011-09-05,99.89,PLN
2011-09-06,100.16,PLN
2011-09-07,102.97,PLN
2011-09-08,101.78,PLN
2011-09-09,99.18,PLN
2011-09-12,97.51,PLN
2011-09-13,97.77,PLN
2011-09-14,96.42,PLN
2011-09-15,97.65,PLN
2011-09-16,98.59,PLN
2011-09-19,96.00,PLN
2011-09-20,95.42,PLN
2011-09-21,93.26,PLN
2011-09-22,87.02,PLN
2011-09-23,86.47,PLN
2011-09-26,86.65,PLN
2011-09-27,89.47,PLN
2011-09-28,88.28,PLN
2011-09-29,89.55,PLN
2011-09-30,87.20,PLN
2011-10-03,84.31,PLN
2011-10-04,83.55,PLN
2011-10-05,84.38,PLN
2011-10-06,86.96,PLN
2011-10-07,88.03,PLN
2011-10-10,90.32,PLN
2011-10-11,90.24,PLN
2011-10-12,92.12,PLN
2011-10-13,92.33,PLN
2011-10-14,93.82,PLN
2011-10-17,92.46,PLN
2011-10-18,92.27,PLN
2011-10-19,92.47,PLN
2011-10-20,90.71,PLN
2011-10-21,92.33,PLN
2011-10-24,94.82,PLN
2011-10-25,93.77,PLN
2011-10-26,94.90,PLN
2011-10-27,98.94,PLN
2011-10-28,100.07,PLN
2011-10-31,96.98,PLN
2011-11-02,97.22,PLN
2011-11-03,97.59,PLN
2011-11-04,97.54,PLN
2011-11-07,98.68,PLN
2011-11-08,98.56,PLN
2011-11-09,95.02,PLN
2011-11-10,94.35,PLN
2011-11-14,95.77,PLN
2011-11-15,95.55,PLN
2011-11-16,94.08,PLN
2011-11-17,92.88,PLN
2011-11-18,92.18,PLN
2011-11-21,89.54,PLN
2011-11-22,89.73,PLN
2011-11-23,87.54,PLN
2011-11-24,88.54,PLN
2011-11-25,87.05,PLN
2011-11-28,89.57,PLN
2011-11-29,89.46,PLN
2011-11-30,93.26,PLN
2011-12-01,93.85,PLN
2011-12-02,94.10,PLN
2011-12-05,94.60,PLN
2011-12-06,93.53,PLN
2011-12-07,93.35,PLN
2011-12-08,91.16,PLN
2011-12-09,91.65,PLN
2011-12-12,88.98,PLN
2011-12-13,88.19,PLN
2011-12-14,86.80,PLN
2011-12-15,86.71,PLN
2011-12-16,87.25,PLN
2011-12-19,85.51,PLN
2011-12-20,87.73,PLN
2011-12-21,88.79,PLN
2011-12-22,89.08,PLN
2011-12-23,89.97,PLN
2011-12-27,89.18,PLN
2011-12-28,87.70,PLN
2011-12-29,88.35,PLN
2011-12-30,88.30,PLN
2012-01-02,88.45,PLN
2012-01-03,90.54,PLN
2012-01-04,90.20,PLN
2012-01-05,89.86,PLN
2012-01-09,89.14,PLN
2012-01-10,91.48,PLN
2012-01-11,90.88,PLN
2012-01-12,91.79,PLN
2012-01-13,91.30,PLN
2012-01-16,91.32,PLN
2012-01-17,92.50,PLN
2012-01-18,94.45,PLN
2012-01-19,95.42,PLN
2012-01-20,95.42,PLN
2012-01-23,95.90,PLN
2012-01-24,95.10,PLN
2012-01-25,96.29,PLN
2012-01-26,96.85,PLN
2012-01-27,96.99,PLN
2012-01-30,96.48,PLN
2012-01-31,97.45,PLN
2012-02-01,98.39,PLN
2012-02-02,99.64,PLN
2012-02-03,101.18,PLN
2012-02-06,99.84,PLN
2012-02-07,99.59,PLN
2012-02-08,100.37,PLN
2012-02-09,101.05,PLN
2012-02-10,99.03,PLN
2012-02-13,100.28,PLN
2012-02-14,99.80,PLN
2012-02-15,100.58,PLN
2012-02-16,100.64,PLN
2012-02-17,101.26,PLN
2012-02-20,101.23,PLN
2012-02-21,101.05,PLN
2012-02-22,101.09,PLN
2012-02-23,100.91,PLN
2012-02-24,101.40,PLN
2012-02-27,100.46,PLN
2012-02-28,101.58,PLN
2012-02-29,102.08,PLN
2012-03-01,102.46,PLN
2012-03-02,102.37,PLN
2012-03-05,101.12,PLN
2012-03-06,98.30,PLN
2012-03-07,98.81,PLN
2012-03-08,100.55,PLN
2012-03-09,100.96,PLN
2012-03-12,99.51,PLN
2012-03-13,101.50,PLN
2012-03-14,100.84,PLN
2012-03-15,101.25,PLN
2012-03-16,101.10,PLN
2012-03-19,100.97,PLN
2012-03-20,99.72,PLN
2012-03-21,99.55,PLN
2012-03-22,98.79,PLN
2012-03-23,99.33,PLN
2012-03-26,99.96,PLN
2012-03-27,100.20,PLN
2012-03-28,99.23,PLN
2012-03-29,98.51,PLN
2012-03-30,99.76,PLN
2012-04-02,100.11,PLN
2012-04-03,100.36,PLN
2012-04-04,98.46,PLN
2012-04-05,98.91,PLN
2012-04-10,96.38,PLN
2012-04-11,97.22,PLN
2012-04-12,98.58,PLN
2012-04-13,97.85,PLN
2012-04-16,97.78,PLN
2012-04-17,98.34,PLN
2012-04-18,97.90,PLN
2012-04-19,97.80,PLN
2012-04-20,97.95,PLN
2012-04-23,96.52,PLN
2012-04-24,97.09,PLN
2012-04-25,97.51,PLN
2012-04-26,98.00,PLN
2012-04-27,98.27,PLN
2012-04-30,98.36,PLN
2012-05-02,99.04,PLN
2012-05-04,96.90,PLN
2012-05-07,96.72,PLN
2012-05-08,95.34,PLN
2012-05-09,94.02,PLN
2012-05-10,94.47,PLN
2012-05-11,93.70,PLN
2012-05-14,91.87,PLN
2012-05-15,91.09,PLN
2012-05-16,89.26,PLN
2012-05-17,88.32,PLN
2012-05-18,87.67,PLN
2012-05-21,88.66,PLN
2012-05-22,88.85,PLN
2012-05-23,86.87,PLN
2012-05-24,87.41,PLN
2012-05-25,87.39,PLN
2012-05-28,88.16,PLN
2012-05-29,89.06,PLN
2012-05-30,87.31,PLN
2012-05-31,87.50,PLN
2012-06-01,85.77,PLN
2012-06-04,85.81,PLN
2012-06-05,86.15,PLN
2012-06-06,88.09,PLN
2012-06-08,88.01,PLN
2012-06-11,87.42,PLN
2012-06-12,88.25,PLN
2012-06-13,88.61,PLN
2012-06-14,88.24,PLN
2012-06-15,89.47,PLN
2012-06-18,90.04,PLN
2012-06-19,90.88,PLN
2012-06-20,91.33,PLN
2012-06-21,89.45,PLN
2012-06-22,88.84,PLN
2012-06-25,87.39,PLN
2012-06-26,87.74,PLN
2012-06-27,88.12,PLN
2012-06-28,87.52,PLN
2012-06-29,90.34,PLN
2012-07-02,90.64,PLN
2012-07-03,91.66,PLN
2012-07-04,91.63,PLN
2012-07-05,91.70,PLN
2012-07-06,91.15,PLN
2012-07-09,90.45,PLN
2012-07-10,90.42,PLN
2012-07-11,90.34,PLN
2012-07-12,89.21,PLN
2012-07-13,90.36,PLN
2012-07-16,89.78,PLN
2012-07-17,90.04,PLN
2012-07-18,90.07,PLN
2012-07-19,90.77,PLN
2012-07-20,90.08,PLN
2012-07-23,88.10,PLN
2012-07-24,87.97,PLN
2012-07-25,87.71,PLN
2012-07-26,89.06,PLN
2012-07-27,90.90,PLN
2012-07-30,91.00,PLN
2012-07-31,91.05,PLN
2012-08-01,91.54,PLN
2012-08-02,90.42,PLN
2012-08-03,91.75,PLN
2012-08-06,92.36,PLN
2012-08-07,92.76,PLN
2012-08-08,93.10,PLN
2012-08-09,93.87,PLN
2012-08-10,94.03,PLN
2012-08-13,93.31,PLN
2012-08-14,93.43,PLN
2012-08-16,93.16,PLN
2012-08-17,92.89,PLN
2012-08-20,92.85,PLN
2012-08-21,93.11,PLN
2012-08-22,92.60,PLN
2012-08-23,92.89,PLN
2012-08-24,92.40,PLN
2012-08-27,92.33,PLN
2012-08-28,91.84,PLN
2012-08-29,91.39,PLN
2012-08-30,90.64,PLN
2012-08-31,91.02,PLN
2012-09-03,91.28,PLN
2012-09-04,90.63,PLN
2012-09-05,90.18,PLN
2012-09-06,91.69,PLN
2012-09-07,93.00,PLN
2012-09-10,93.21,PLN
2012-09-11,93.30,PLN
2012-09-12,93.55,PLN
2012-09-13,94.55,PLN
2012-09-14,96.42,PLN
2012-09-17,96.41,PLN
2012-09-18,96.32,PLN
2012-09-19,96.36,PLN
2012-09-20,95.59,PLN
2012-09-21,96.04,PLN
2012-09-24,95.73,PLN
2012-09-25,95.41,PLN
2012-09-26,94.36,PLN
2012-09-27,94.81,PLN
2012-09-28,94.93,PLN
2012-10-01,95.19,PLN
2012-10-02,95.05,PLN
2012-10-03,94.53,PLN
2012-10-04,94.95,PLN
2012-10-05,95.47,PLN
2012-10-08,94.63,PLN
2012-10-09,94.40,PLN
2012-10-10,94.06,PLN
2012-10-11,94.67,PLN
2012-10-12,94.83,PLN
2012-10-15,95.05,PLN
2012-10-16,95.26,PLN
2012-10-17,96.22,PLN
2012-10-18,96.46,PLN
2012-10-19,95.54,PLN
2012-10-22,96.33,PLN
2012-10-23,94.94,PLN
2012-10-24,95.33,PLN
2012-10-25,95.49,PLN
2012-10-26,94.80,PLN
2012-10-29,94.64,PLN
2012-10-30,94.89,PLN
2012-10-31,94.87,PLN
2012-11-02,95.93,PLN
2012-11-05,95.73,PLN
2012-11-06,96.07,PLN
2012-11-07,95.38,PLN
2012-11-08,94.77,PLN
2012-11-09,94.52,PLN
2012-11-12,93.76,PLN
2012-11-13,93.20,PLN
2012-11-14,92.67,PLN
2012-11-15,92.86,PLN
2012-11-16,92.42,PLN
2012-11-19,93.47,PLN
2012-11-20,93.05,PLN
2012-11-21,92.86,PLN
2012-11-22,92.65,PLN
2012-11-23,92.97,PLN
2012-11-26,92.95,PLN
2012-11-27,93.10,PLN
2012-11-28,92.92,PLN
2012-11-29,93.40,PLN
2012-11-30,93.54,PLN
2012-12-03,92.80,PLN
2012-12-04,92.83,PLN
2012-12-05,93.88,PLN
2012-12-06,94.82,PLN
2012-12-07,95.36,PLN
2012-12-10,95.87,PLN
2012-12-11,95.61,PLN
2012-12-12,95.93,PLN
2012-12-13,95.36,PLN
2012-12-14,95.75,PLN
2012-12-17,95.46,PLN
2012-12-18,95.94,PLN
2012-12-19,96.11,PLN
2012-12-20,96.62,PLN
2012-12-21,96.67,PLN
2012-12-27,96.36,PLN
2012-12-28,96.66,PLN
2013-01-02,98.89,PLN
2013-01-03,100.17,PLN
2013-01-04,100.10,PLN
2013-01-07,99.62,PLN
2013-01-08,99.66,PLN
2013-01-09,99.99,PLN
2013-01-10,99.21,PLN
2013-01-11,97.89,PLN
2013-01-14,98.54,PLN
2013-01-15,98.47,PLN
2013-01-16,98.26,PLN
2013-01-17,98.28,PLN
2013-01-18,99.02,PLN
2013-01-21,98.91,PLN
2013-01-22,99.06,PLN
2013-01-23,98.93,PLN
2013-01-24,98.18,PLN
2013-01-25,97.42,PLN
2013-01-28,96.98,PLN
2013-01-29,97.29,PLN
2013-01-30,96.61,PLN
2013-01-31,96.78,PLN
2013-02-01,96.39,PLN
2013-02-04,96.76,PLN
2013-02-05,97.10,PLN
2013-02-06,96.76,PLN
2013-02-07,97.29,PLN
2013-02-08,97.40,PLN
2013-02-11,97.43,PLN
2013-02-12,97.05,PLN
2013-02-13,97.62,PLN
2013-02-14,98.04,PLN
2013-02-15,98.09,PLN
2013-02-18,97.83,PLN
2013-02-19,97.84,PLN
2013-02-20,97.50,PLN
2013-02-21,97.38,PLN
2013-02-22,97.86,PLN
2013-02-25,97.16,PLN
2013-02-26,97.64,PLN
2013-02-27,97.96,PLN
2013-02-28,98.46,PLN
2013-03-01,98.88,PLN
2013-03-04,97.79,PLN
2013-03-05,98.50,PLN
2013-03-06,99.54,PLN
2013-03-07,99.11,PLN
2013-03-08,100.05,PLN
2013-03-11,99.87,PLN
2013-03-12,99.20,PLN
2013-03-13,98.65,PLN
2013-03-14,98.40,PLN
2013-03-15,97.23,PLN
2013-03-18,97.04,PLN
2013-03-19,96.94,PLN
2013-03-20,96.27,PLN
2013-03-21,96.09,PLN
2013-03-22,95.27,PLN
2013-03-25,96.14,PLN
2013-03-26,96.69,PLN
2013-03-27,97.50,PLN
2013-03-28,97.05,PLN
2013-04-02,96.79,PLN
2013-04-03,96.31,PLN
2013-04-04,95.85,PLN
2013-04-05,94.26,PLN
2013-04-08,94.20,PLN
2013-04-09,95.18,PLN
2013-04-10,95.66,PLN
2013-04-11,95.40,PLN
2013-04-12,95.02,PLN
2013-04-15,93.22,PLN
2013-04-17,93.24,PLN
2013-04-18,92.83,PLN
2013-04-19,94.02,PLN
2013-04-22,94.59,PLN
2013-04-23,94.74,PLN
2013-04-24,95.74,PLN
2013-04-25,96.64,PLN
2013-04-26,95.97,PLN
2013-04-29,96.01,PLN
2013-04-30,96.36,PLN
2013-05-02,96.84,PLN
2013-05-06,97.96,PLN
2013-05-07,98.19,PLN
2013-05-08,98.42,PLN
2013-05-09,98.91,PLN
2013-05-10,98.97,PLN
2013-05-13,98.30,PLN
2013-05-14,98.48,PLN
2013-05-15,99.03,PLN
2013-05-16,98.51,PLN
2013-05-17,99.31,PLN
2013-05-20,99.46,PLN
2013-05-21,99.60,PLN
2013-05-22,99.57,PLN
2013-05-23,97.84,PLN
2013-05-24,97.63,PLN
2013-05-27,97.89,PLN
2013-05-28,98.69,PLN
2013-05-29,97.28,PLN
2013-05-31,96.22,PLN
2013-06-03,95.56,PLN
2013-06-04,95.48,PLN
2013-06-05,94.16,PLN
2013-06-06,93.15,PLN
2013-06-07,93.12,PLN
2013-06-10,92.42,PLN
2013-06-11,90.52,PLN
2013-06-12,89.98,PLN
2013-06-13,90.04,PLN
2013-06-14,90.19,PLN
2013-06-17,90.48,PLN
2013-06-18,89.91,PLN
2013-06-19,89.12,PLN
2013-06-20,86.92,PLN
2013-06-21,86.38,PLN
2013-06-24,85.35,PLN
2013-06-25,85.59,PLN
2013-06-26,87.08,PLN
2013-06-27,87.80,PLN
2013-06-28,89.24,PLN
2013-07-01,89.46,PLN
2013-07-02,88.87,PLN
2013-07-03,87.69,PLN
2013-07-04,88.76,PLN
2013-07-05,89.21,PLN
2013-07-08,88.32,PLN
2013-07-09,89.30,PLN
2013-07-10,89.30,PLN
2013-07-11,90.28,PLN
2013-07-12,90.51,PLN
2013-07-15,90.78,PLN
2013-07-16,90.24,PLN
2013-07-17,90.71,PLN
2013-07-18,90.54,PLN
2013-07-19,89.96,PLN
2013-07-22,90.04,PLN
2013-07-23,91.02,PLN
2013-07-24,90.65,PLN
2013-07-25,90.47,PLN
2013-07-26,90.24,PLN
2013-07-29,89.50,PLN
2013-07-30,89.11,PLN
2013-07-31,88.64,PLN
2013-08-01,89.57,PLN
2013-08-02,89.37,PLN
2013-08-05,89.82,PLN
2013-08-06,88.47,PLN
2013-08-07,87.95,PLN
