Data,Wartość dla NN (L) Spółek Dywidendowych Rynków Wschodzących (A),Waluta
2018-12-19,108.67,PLN
2018-12-20,108.13,PLN
2018-12-21,107.78,PLN
2018-12-27,108.50,PLN
2018-12-28,108.18,PLN
2019-01-02,108.29,PLN
2019-01-03,107.08,PLN
2019-01-04,109.40,PLN
2019-01-07,109.69,PLN
2019-01-08,109.37,PLN
2019-01-09,110.58,PLN
2019-01-10,110.77,PLN
2019-01-11,111.49,PLN
2019-01-14,110.67,PLN
2019-01-15,112.72,PLN
2019-01-16,113.36,PLN
2019-01-17,113.41,PLN
2019-01-18,114.69,PLN
2019-01-21,114.47,PLN
2019-01-22,113.65,PLN
2019-01-23,113.88,PLN
2019-01-24,115.15,PLN
2019-01-25,115.86,PLN
2019-01-28,114.90,PLN
2019-01-29,115.07,PLN
2019-01-30,116.06,PLN
2019-01-31,116.69,PLN
2019-02-01,116.95,PLN
2019-02-04,116.96,PLN
2019-02-05,116.96,PLN
2019-02-06,116.95,PLN
2019-02-07,116.78,PLN
2019-02-08,116.49,PLN
2019-02-11,116.97,PLN
2019-02-12,117.48,PLN
2019-02-13,117.36,PLN
2019-02-14,117.59,PLN
2019-02-15,117.21,PLN
2019-02-18,117.14,PLN
2019-02-19,116.78,PLN
2019-02-20,117.77,PLN
2019-02-21,118.34,PLN
2019-02-22,119.07,PLN
2019-02-25,119.48,PLN
2019-02-26,119.14,PLN
2019-02-27,118.53,PLN
2019-02-28,117.37,PLN
2019-03-01,117.69,PLN
2019-03-04,118.17,PLN
2019-03-05,118.15,PLN
2019-03-06,118.03,PLN
2019-03-07,117.72,PLN
2019-03-08,116.34,PLN
2019-03-11,117.51,PLN
2019-03-12,117.96,PLN
2019-03-13,117.40,PLN
2019-03-14,117.51,PLN
2019-03-15,118.31,PLN
2019-03-18,119.46,PLN
2019-03-19,119.61,PLN
2019-03-20,119.41,PLN
2019-03-21,119.68,PLN
2019-03-22,118.80,PLN
2019-03-25,117.61,PLN
2019-03-26,118.25,PLN
2019-03-27,117.95,PLN
2019-03-28,118.27,PLN
2019-03-29,119.51,PLN
2019-04-01,121.09,PLN
2019-04-02,121.00,PLN
2019-04-03,121.28,PLN
2019-04-04,121.38,PLN
2019-04-05,121.75,PLN
2019-04-08,121.59,PLN
2019-04-09,121.55,PLN
2019-04-10,122.21,PLN
2019-04-11,121.01,PLN
2019-04-12,121.23,PLN
2019-04-15,120.81,PLN
2019-04-16,121.58,PLN
2019-04-17,121.69,PLN
2019-04-18,121.99,PLN
2019-04-23,122.23,PLN
2019-04-24,121.81,PLN
2019-04-25,121.11,PLN
2019-04-26,121.16,PLN
2019-04-29,121.87,PLN
2019-04-30,121.11,PLN
2019-05-02,121.10,PLN
2019-05-06,119.19,PLN
2019-05-07,118.89,PLN
2019-05-08,118.51,PLN
2019-05-09,116.05,PLN
2019-05-10,116.03,PLN
2019-05-13,113.97,PLN
2019-05-14,114.23,PLN
2019-05-15,114.21,PLN
2019-05-16,114.38,PLN
2019-05-17,113.27,PLN
2019-05-20,113.44,PLN
2019-05-21,113.69,PLN
2019-05-22,113.80,PLN
2019-05-23,112.60,PLN
2019-05-24,112.80,PLN
2019-05-27,113.34,PLN
2019-05-28,113.30,PLN
2019-05-29,113.21,PLN
2019-05-30,114.22,PLN
2019-05-31,113.79,PLN
2019-06-03,114.48,PLN
2019-06-04,114.46,PLN
2019-06-05,114.24,PLN
2019-06-06,113.69,PLN
2019-06-07,113.57,PLN
2019-06-10,114.92,PLN
2019-06-11,115.78,PLN
2019-06-12,115.08,PLN
2019-06-13,114.84,PLN
2019-06-14,114.62,PLN
2019-06-17,114.50,PLN
2019-06-18,116.42,PLN
2019-06-19,117.29,PLN
2019-06-21,117.46,PLN
2019-06-24,116.76,PLN
2019-06-25,116.49,PLN
2019-06-26,116.54,PLN
2019-06-27,117.04,PLN
2019-06-28,117.22,PLN
2019-07-01,118.37,PLN
2019-07-02,118.78,PLN
2019-07-03,118.30,PLN
2019-07-04,119.07,PLN
2019-07-05,118.99,PLN
2019-07-08,117.78,PLN
2019-07-09,117.50,PLN
2019-07-10,117.89,PLN
2019-07-11,118.50,PLN
2019-07-12,118.20,PLN
2019-07-15,118.61,PLN
2019-07-16,119.21,PLN
2019-07-17,118.92,PLN
2019-07-18,118.83,PLN
2019-07-19,119.34,PLN
2019-07-22,118.73,PLN
2019-07-23,119.68,PLN
2019-07-24,119.61,PLN
2019-07-25,119.25,PLN
2019-07-26,118.99,PLN
2019-07-29,118.42,PLN
2019-07-30,118.26,PLN
2019-07-31,117.53,PLN
2019-08-01,117.15,PLN
2019-08-02,114.28,PLN
2019-08-05,110.48,PLN
2019-08-06,111.12,PLN
2019-08-07,110.46,PLN
2019-08-08,111.77,PLN
2019-08-09,111.13,PLN
2019-08-12,110.09,PLN
2019-08-13,109.80,PLN
2019-08-14,108.95,PLN
2019-08-16,110.56,PLN
2019-08-19,111.32,PLN
2019-08-20,111.16,PLN
2019-08-21,111.45,PLN
2019-08-22,110.85,PLN
2019-08-23,110.01,PLN
2019-08-26,108.78,PLN
2019-08-27,109.00,PLN
2019-08-28,109.34,PLN
2019-08-29,110.37,PLN
2019-08-30,112.10,PLN
2019-09-02,112.43,PLN
2019-09-03,111.44,PLN
2019-09-04,113.07,PLN
2019-09-05,114.20,PLN
2019-09-06,114.47,PLN
2019-09-09,114.27,PLN
2019-09-10,114.35,PLN
2019-09-11,116.02,PLN
2019-09-12,116.29,PLN
2019-09-13,116.17,PLN
2019-09-16,117.41,PLN
2019-09-17,116.06,PLN
2019-09-18,116.10,PLN
2019-09-19,115.56,PLN
2019-09-20,116.15,PLN
2019-09-23,115.66,PLN
2019-09-24,115.42,PLN
2019-09-25,115.09,PLN
2019-09-26,115.50,PLN
2019-09-27,114.76,PLN
2019-09-30,115.25,PLN
2019-10-01,114.44,PLN
2019-10-02,112.92,PLN
2019-10-03,113.31,PLN
2019-10-04,113.81,PLN
2019-10-07,113.11,PLN
2019-10-08,113.34,PLN
2019-10-09,113.37,PLN
2019-10-10,113.35,PLN
2019-10-11,115.26,PLN
2019-10-14,115.63,PLN
2019-10-15,115.62,PLN
2019-10-16,116.12,PLN
2019-10-17,115.86,PLN
2019-10-18,115.50,PLN
2019-10-21,115.99,PLN
2019-10-22,116.50,PLN
2019-10-23,116.28,PLN
2019-10-24,117.03,PLN
2019-10-25,116.94,PLN
2019-10-28,117.41,PLN
2019-10-29,117.37,PLN
2019-10-30,116.88,PLN
2019-10-31,116.57,PLN
2019-11-04,119.00,PLN
2019-11-05,120.39,PLN
2019-11-06,120.43,PLN
2019-11-07,121.06,PLN
2019-11-08,120.31,PLN
2019-11-12,119.21,PLN
2019-11-13,117.87,PLN
2019-11-14,117.77,PLN
2019-11-15,117.82,PLN
2019-11-18,117.91,PLN
2019-11-19,118.49,PLN
2019-11-20,118.19,PLN
2019-11-21,116.97,PLN
2019-11-22,118.11,PLN
2019-11-25,118.88,PLN
2019-11-26,118.57,PLN
2019-11-27,119.04,PLN
2019-11-28,118.77,PLN
2019-11-29,117.44,PLN
2019-12-02,116.26,PLN
2019-12-03,116.43,PLN
2019-12-04,115.72,PLN
2019-12-05,116.78,PLN
2019-12-06,118.05,PLN
2019-12-09,117.68,PLN
2019-12-10,117.50,PLN
2019-12-11,118.57,PLN
2019-12-12,119.21,PLN
2019-12-13,121.21,PLN
2019-12-16,121.14,PLN
2019-12-17,122.22,PLN
2019-12-18,123.21,PLN
2019-12-19,123.29,PLN
2019-12-20,123.51,PLN
2019-12-23,124.06,PLN
2019-12-27,123.76,PLN
2019-12-30,123.23,PLN
2020-01-02,123.80,PLN
2020-01-03,123.91,PLN
2020-01-07,123.36,PLN
2020-01-08,123.55,PLN
2020-01-09,125.68,PLN
2020-01-10,125.98,PLN
2020-01-13,126.69,PLN
2020-01-14,126.79,PLN
2020-01-15,126.21,PLN
2020-01-16,126.67,PLN
2020-01-17,127.81,PLN
2020-01-20,127.23,PLN
2020-01-21,125.58,PLN
2020-01-22,126.69,PLN
2020-01-23,125.93,PLN
2020-01-24,125.85,PLN
2020-01-27,123.89,PLN
2020-01-28,124.53,PLN
2020-01-29,123.59,PLN
2020-01-30,120.24,PLN
2020-01-31,118.29,PLN
2020-02-03,119.39,PLN
2020-02-04,122.33,PLN
2020-02-05,123.06,PLN
2020-02-06,124.27,PLN
2020-02-07,123.23,PLN
2020-02-10,123.38,PLN
2020-02-11,124.83,PLN
2020-02-12,126.16,PLN
2020-02-13,126.39,PLN
2020-02-14,126.32,PLN
2020-02-17,126.82,PLN
2020-02-18,125.69,PLN
2020-02-19,126.92,PLN
2020-02-20,125.69,PLN
2020-02-21,123.57,PLN
2020-02-24,119.67,PLN
2020-02-25,120.05,PLN
2020-02-26,119.02,PLN
2020-02-27,115.88,PLN
2020-02-28,114.29,PLN
2020-03-02,114.68,PLN
2020-03-03,114.00,PLN
2020-03-04,116.84,PLN
2020-03-05,115.40,PLN
2020-03-06,111.94,PLN
2020-03-09,103.64,PLN
2020-03-10,107.90,PLN
2020-03-11,105.39,PLN
2020-03-12,99.49,PLN
2020-03-13,103.04,PLN
2020-03-16,93.19,PLN
2020-03-17,96.51,PLN
2020-03-18,92.02,PLN
2020-03-19,91.75,PLN
2020-03-20,95.58,PLN
2020-03-23,90.67,PLN
2020-03-24,97.04,PLN
2020-03-25,99.23,PLN
2020-03-26,99.71,PLN
2020-03-27,96.99,PLN
2020-03-30,96.86,PLN
2020-03-31,98.30,PLN
2020-04-01,95.96,PLN
2020-04-02,98.53,PLN
2020-04-03,97.59,PLN
2020-04-06,101.46,PLN
2020-04-07,101.96,PLN
2020-04-08,102.17,PLN
2020-04-09,103.04,PLN
2020-04-14,103.66,PLN
2020-04-15,102.79,PLN
2020-04-16,103.31,PLN
2020-04-17,105.31,PLN
2020-04-20,104.47,PLN
2020-04-21,102.13,PLN
2020-04-22,104.64,PLN
2020-04-23,104.73,PLN
2020-04-24,103.96,PLN
2020-04-27,105.37,PLN
2020-04-28,105.82,PLN
2020-04-29,107.80,PLN
2020-04-30,106.69,PLN
2020-05-04,103.25,PLN
2020-05-05,104.84,PLN
2020-05-06,105.80,PLN
2020-05-07,106.18,PLN
2020-05-08,107.12,PLN
2020-05-11,107.93,PLN
2020-05-12,106.24,PLN
2020-05-13,106.78,PLN
2020-05-14,106.97,PLN
2020-05-15,106.90,PLN
2020-05-18,108.51,PLN
2020-05-19,107.88,PLN
2020-05-20,108.84,PLN
2020-05-21,108.88,PLN
2020-05-22,106.50,PLN
2020-05-25,107.45,PLN
2020-05-26,108.46,PLN
2020-05-27,108.27,PLN
2020-05-28,107.38,PLN
2020-05-29,107.61,PLN
2020-06-01,109.53,PLN
2020-06-02,110.68,PLN
2020-06-03,112.76,PLN
2020-06-04,111.38,PLN
2020-06-05,113.48,PLN
2020-06-08,113.32,PLN
2020-06-09,112.68,PLN
2020-06-10,113.18,PLN
2020-06-12,111.66,PLN
2020-06-15,108.97,PLN
2020-06-16,112.35,PLN
2020-06-17,112.25,PLN
2020-06-18,112.35,PLN
2020-06-19,113.42,PLN
2020-06-22,112.81,PLN
2020-06-23,113.35,PLN
2020-06-24,113.56,PLN
2020-06-25,113.97,PLN
2020-06-26,112.99,PLN
2020-06-29,112.51,PLN
2020-06-30,112.76,PLN
2020-07-01,112.96,PLN
2020-07-02,115.65,PLN
2020-07-03,116.71,PLN
2020-07-06,119.14,PLN
2020-07-07,118.19,PLN
2020-07-08,120.07,PLN
2020-07-09,121.55,PLN
2020-07-10,120.29,PLN
2020-07-13,119.83,PLN
2020-07-14,118.41,PLN
2020-07-15,118.42,PLN
2020-07-16,116.02,PLN
2020-07-17,117.29,PLN
2020-07-20,118.06,PLN
2020-07-21,120.07,PLN
2020-07-22,118.01,PLN
2020-07-23,118.28,PLN
2020-07-24,116.66,PLN
2020-07-27,116.82,PLN
2020-07-28,118.31,PLN
2020-07-29,118.45,PLN
2020-07-30,117.68,PLN
2020-07-31,117.13,PLN
2020-08-03,117.94,PLN
2020-08-04,119.34,PLN
2020-08-05,119.41,PLN
2020-08-06,120.23,PLN
2020-08-07,119.04,PLN
2020-08-10,118.75,PLN
2020-08-11,119.46,PLN
2020-08-12,119.47,PLN
2020-08-13,119.23,PLN
2020-08-14,119.08,PLN
2020-08-17,119.52,PLN
2020-08-18,119.63,PLN
2020-08-19,119.47,PLN
2020-08-20,118.28,PLN
2020-08-21,120.21,PLN
2020-08-24,121.79,PLN
2020-08-25,122.18,PLN
2020-08-26,123.03,PLN
2020-08-27,123.10,PLN
2020-08-28,122.21,PLN
2020-08-31,119.04,PLN
2020-09-01,121.29,PLN
2020-09-02,122.67,PLN
2020-09-03,120.26,PLN
2020-09-04,120.61,PLN
2020-09-07,119.88,PLN
2020-09-08,118.62,PLN
2020-09-09,119.59,PLN
2020-09-10,118.28,PLN
2020-09-11,119.47,PLN
2020-09-14,120.52,PLN
2020-09-15,121.15,PLN
2020-09-16,121.77,PLN
2020-09-17,120.62,PLN
2020-09-18,120.10,PLN
2020-09-21,118.99,PLN
2020-09-22,119.16,PLN
2020-09-23,118.26,PLN
2020-09-24,116.94,PLN
2020-09-25,117.64,PLN
2020-09-28,118.77,PLN
2020-09-29,117.55,PLN
2020-09-30,119.02,PLN
2020-10-01,119.22,PLN
2020-10-02,119.21,PLN
2020-10-05,119.72,PLN
2020-10-06,120.13,PLN
2020-10-07,121.85,PLN
2020-10-08,122.73,PLN
2020-10-09,122.29,PLN
2020-10-12,124.59,PLN
2020-10-13,124.54,PLN
2020-10-14,124.44,PLN
2020-10-15,123.56,PLN
2020-10-16,124.13,PLN
2020-10-19,123.45,PLN
2020-10-20,123.95,PLN
2020-10-21,123.87,PLN
2020-10-22,124.43,PLN
2020-10-23,124.27,PLN
2020-10-26,123.50,PLN
2020-10-27,123.90,PLN
2020-10-28,122.63,PLN
2020-10-29,124.74,PLN
2020-10-30,122.46,PLN
2020-11-02,123.95,PLN
2020-11-03,123.87,PLN
2020-11-04,125.62,PLN
2020-11-05,128.08,PLN
2020-11-06,128.11,PLN
2020-11-09,130.07,PLN
2020-11-10,127.65,PLN
2020-11-12,127.77,PLN
2020-11-13,128.78,PLN
2020-11-16,130.05,PLN
2020-11-17,129.31,PLN
2020-11-18,129.73,PLN
2020-11-19,129.28,PLN
2020-11-20,130.13,PLN
2020-11-23,131.30,PLN
2020-11-24,131.50,PLN
2020-11-25,129.85,PLN
2020-11-26,131.14,PLN
2020-11-27,130.65,PLN
2020-11-30,127.63,PLN
2020-12-01,128.94,PLN
2020-12-02,128.14,PLN
2020-12-03,128.80,PLN
2020-12-04,130.01,PLN
2020-12-07,130.12,PLN
2020-12-08,130.64,PLN
2020-12-09,131.10,PLN
2020-12-10,130.51,PLN
2020-12-11,131.26,PLN
2020-12-14,130.07,PLN
2020-12-15,130.02,PLN
2020-12-16,130.89,PLN
2020-12-17,131.26,PLN
2020-12-18,131.06,PLN
2020-12-21,129.93,PLN
2020-12-22,130.00,PLN
2020-12-23,130.84,PLN
2020-12-28,129.95,PLN
2020-12-29,131.13,PLN
2020-12-30,132.78,PLN
2021-01-04,133.89,PLN
2021-01-05,135.54,PLN
2021-01-07,136.19,PLN
2021-01-08,139.30,PLN
2021-01-11,139.78,PLN
2021-01-12,140.14,PLN
2021-01-13,141.39,PLN
2021-01-14,142.02,PLN
2021-01-15,141.01,PLN
2021-01-18,141.54,PLN
2021-01-19,143.35,PLN
2021-01-20,146.08,PLN
2021-01-21,145.24,PLN
2021-01-22,143.48,PLN
2021-01-25,145.52,PLN
2021-01-26,143.27,PLN
2021-01-27,142.32,PLN
2021-01-28,139.52,PLN
2021-01-29,137.58,PLN
2021-02-01,141.73,PLN
2021-02-02,145.13,PLN
2021-02-03,145.71,PLN
2021-02-04,145.77,PLN
2021-02-05,146.07,PLN
2021-02-08,146.35,PLN
2021-02-09,146.50,PLN
2021-02-10,147.04,PLN
2021-02-11,147.60,PLN
2021-02-12,147.67,PLN
2021-02-15,147.64,PLN
2021-02-16,149.29,PLN
2021-02-17,150.08,PLN
2021-02-18,147.63,PLN
2021-02-19,147.53,PLN
2021-02-22,143.86,PLN
2021-02-23,144.15,PLN
2021-02-24,142.39,PLN
2021-02-25,141.72,PLN
2021-02-26,137.74,PLN
2021-03-01,141.20,PLN
2021-03-02,140.90,PLN
2021-03-03,142.57,PLN
2021-03-04,139.89,PLN
2021-03-05,141.22,PLN
2021-03-08,138.65,PLN
2021-03-09,139.57,PLN
2021-03-10,140.12,PLN
2021-03-11,142.38,PLN
2021-03-12,141.64,PLN
2021-03-15,141.41,PLN
2021-03-16,142.58,PLN
2021-03-17,141.70,PLN
2021-03-18,141.79,PLN
2021-03-19,140.78,PLN
2021-03-22,140.34,PLN
2021-03-23,139.93,PLN
2021-03-24,137.73,PLN
2021-03-25,138.14,PLN
2021-03-26,140.49,PLN
2021-03-29,140.61,PLN
2021-03-30,141.77,PLN
2021-03-31,141.39,PLN
2021-04-01,143.03,PLN
2021-04-06,143.08,PLN
2021-04-07,141.17,PLN
2021-04-08,141.67,PLN
2021-04-09,140.25,PLN
2021-04-12,139.25,PLN
2021-04-13,139.24,PLN
2021-04-14,140.27,PLN
2021-04-15,140.76,PLN
2021-04-16,141.16,PLN
2021-04-19,140.48,PLN
2021-04-20,140.22,PLN
2021-04-21,139.20,PLN
2021-04-22,140.11,PLN
2021-04-23,141.30,PLN
2021-04-26,141.44,PLN
2021-04-27,141.58,PLN
2021-04-28,141.73,PLN
2021-04-29,141.82,PLN
2021-04-30,140.88,PLN
2021-05-04,139.71,PLN
2021-05-05,139.75,PLN
2021-05-06,140.21,PLN
2021-05-07,139.97,PLN
2021-05-10,139.16,PLN
2021-05-11,137.59,PLN
2021-05-12,136.77,PLN
2021-05-13,135.33,PLN
2021-05-14,135.95,PLN
2021-05-17,135.55,PLN
2021-05-18,137.07,PLN
2021-05-19,136.60,PLN
2021-05-20,136.98,PLN
2021-05-21,137.19,PLN
2021-05-24,136.66,PLN
2021-05-25,137.72,PLN
2021-05-26,138.57,PLN
2021-05-27,139.22,PLN
2021-05-28,139.88,PLN
2021-05-31,140.54,PLN
2021-06-01,141.44,PLN
2021-06-02,141.54,PLN
2021-06-04,141.56,PLN
2021-06-07,141.01,PLN
2021-06-08,140.80,PLN
2021-06-09,140.26,PLN
2021-06-10,141.00,PLN
2021-06-11,142.10,PLN
2021-06-14,141.98,PLN
2021-06-15,142.05,PLN
2021-06-16,141.58,PLN
2021-06-17,143.39,PLN
2021-06-18,143.75,PLN
2021-06-21,142.45,PLN
2021-06-22,141.44,PLN
2021-06-23,142.20,PLN
2021-06-24,143.18,PLN
2021-06-25,144.15,PLN
2021-06-28,144.62,PLN
2021-06-29,144.61,PLN
2021-06-30,144.90,PLN
2021-07-01,144.28,PLN
2021-07-02,143.49,PLN
2021-07-05,143.36,PLN
2021-07-06,142.90,PLN
2021-07-07,142.42,PLN
2021-07-08,139.48,PLN
2021-07-09,139.91,PLN
2021-07-12,140.24,PLN
2021-07-13,141.58,PLN
2021-07-14,141.70,PLN
2021-07-15,142.46,PLN
2021-07-16,141.82,PLN
2021-07-19,139.43,PLN
2021-07-20,140.09,PLN
2021-07-21,139.52,PLN
2021-07-22,140.35,PLN
2021-07-23,139.63,PLN
2021-07-26,135.61,PLN
2021-07-27,133.29,PLN
2021-07-28,135.57,PLN
2021-07-29,136.82,PLN
2021-07-30,135.52,PLN
2021-08-02,136.84,PLN
2021-08-03,136.47,PLN
2021-08-04,138.00,PLN
2021-08-05,137.40,PLN
2021-08-06,137.47,PLN
2021-08-09,137.67,PLN
2021-08-10,138.22,PLN
2021-08-11,137.84,PLN
2021-08-12,137.36,PLN
2021-08-13,135.65,PLN
2021-08-16,134.63,PLN
2021-08-17,134.18,PLN
2021-08-18,134.79,PLN
2021-08-19,132.46,PLN
2021-08-20,131.59,PLN
2021-08-23,132.87,PLN
2021-08-24,135.90,PLN
2021-08-25,136.34,PLN
2021-08-26,135.29,PLN
2021-08-27,135.51,PLN
2021-08-30,136.72,PLN
2021-08-31,138.87,PLN
2021-09-01,139.07,PLN
2021-09-02,138.64,PLN
2021-09-03,138.94,PLN
2021-09-06,139.54,PLN
2021-09-07,139.80,PLN
2021-09-08,138.92,PLN
2021-09-09,137.65,PLN
2021-09-10,138.21,PLN
2021-09-13,138.00,PLN
2021-09-14,137.05,PLN
2021-09-15,136.46,PLN
2021-09-16,136.00,PLN
2021-09-17,136.85,PLN
2021-09-20,134.04,PLN
2021-09-21,134.64,PLN
2021-09-22,134.80,PLN
2021-09-23,135.49,PLN
2021-09-24,134.48,PLN
2021-09-27,134.59,PLN
2021-09-28,133.48,PLN
2021-09-29,133.33,PLN
2021-09-30,133.61,PLN
2021-10-01,133.05,PLN
2021-10-04,131.07,PLN
2021-10-05,132.35,PLN
2021-10-06,131.53,PLN
2021-10-07,134.46,PLN
2021-10-08,134.40,PLN
2021-10-11,134.43,PLN
2021-10-12,133.71,PLN
2021-10-13,134.19,PLN
2021-10-14,135.08,PLN
2021-10-15,135.97,PLN
2021-10-18,135.89,PLN
2021-10-19,136.68,PLN
2021-10-20,136.86,PLN
2021-10-21,136.19,PLN
2021-10-22,135.92,PLN
2021-10-25,136.82,PLN
2021-10-26,136.73,PLN
2021-10-27,135.60,PLN
2021-10-28,133.82,PLN
2021-10-29,133.85,PLN
2021-11-02,133.72,PLN
2021-11-03,134.12,PLN
2021-11-04,134.79,PLN
2021-11-05,134.06,PLN
2021-11-08,134.36,PLN
2021-11-09,134.80,PLN
2021-11-10,135.67,PLN
2021-11-12,137.56,PLN
2021-11-15,137.91,PLN
2021-11-16,139.06,PLN
2021-11-17,138.79,PLN
2021-11-18,136.94,PLN
2021-11-19,137.49,PLN
2021-11-22,137.46,PLN
2021-11-23,136.49,PLN
2021-11-24,137.21,PLN
2021-11-25,137.04,PLN
2021-11-26,132.48,PLN
2021-11-29,133.63,PLN
2021-11-30,132.08,PLN
2021-12-01,132.80,PLN
2021-12-02,134.63,PLN
2021-12-03,133.07,PLN
2021-12-06,133.07,PLN
2021-12-07,135.36,PLN
2021-12-08,134.89,PLN
2021-12-09,136.04,PLN
2021-12-10,134.80,PLN
2021-12-13,133.95,PLN
2021-12-14,133.58,PLN
2021-12-15,132.81,PLN
2021-12-16,132.88,PLN
2021-12-17,132.40,PLN
2021-12-20,129.61,PLN
2021-12-21,132.03,PLN
2021-12-22,132.22,PLN
2021-12-23,133.14,PLN
2021-12-27,133.50,PLN
2021-12-28,134.04,PLN
2021-12-29,132.82,PLN
2021-12-30,134.21,PLN
2022-01-03,135.05,PLN
2022-01-04,134.80,PLN
2022-01-05,133.56,PLN
2022-01-07,133.88,PLN
2022-01-10,134.03,PLN
2022-01-11,135.72,PLN
2022-01-12,136.92,PLN
2022-01-13,135.78,PLN
2022-01-14,135.77,PLN
2022-01-17,135.40,PLN
2022-01-18,134.32,PLN
2022-01-19,134.82,PLN
2022-01-20,135.72,PLN
2022-01-21,133.87,PLN
2022-01-24,131.46,PLN
2022-01-25,131.46,PLN
2022-01-26,131.66,PLN
2022-01-27,131.67,PLN
2022-01-28,130.10,PLN
2022-01-31,132.88,PLN
2022-02-01,133.58,PLN
2022-02-02,133.12,PLN
2022-02-03,131.01,PLN
2022-02-04,131.01,PLN
2022-02-07,130.91,PLN
2022-02-08,131.56,PLN
2022-02-09,133.13,PLN
2022-02-10,133.62,PLN
2022-02-11,133.42,PLN
2022-02-14,132.37,PLN
2022-02-15,133.23,PLN
2022-02-16,133.80,PLN
2022-02-17,133.55,PLN
2022-02-18,132.90,PLN
2022-02-21,131.75,PLN
2022-02-22,131.30,PLN
2022-02-23,130.49,PLN
2022-02-24,127.93,PLN
2022-02-25,128.80,PLN
2022-02-28,127.48,PLN
2022-03-01,128.76,PLN
2022-03-02,128.33,PLN
2022-03-03,128.06,PLN
2022-03-04,126.95,PLN
2022-03-07,124.04,PLN
2022-03-08,122.96,PLN
2022-03-09,122.50,PLN
2022-03-10,122.73,PLN
2022-03-11,121.97,PLN
2022-03-14,119.60,PLN
2022-03-15,117.82,PLN
2022-03-16,123.51,PLN
2022-03-17,124.36,PLN
2022-03-18,127.14,PLN
2022-03-21,125.22,PLN
2022-03-22,127.74,PLN
2022-03-23,128.29,PLN
2022-03-24,128.07,PLN
2022-03-25,127.58,PLN
2022-03-28,127.70,PLN
2022-03-29,127.55,PLN
2022-03-30,127.40,PLN
2022-03-31,127.10,PLN
2022-04-01,129.20,PLN
2022-04-04,131.50,PLN
2022-04-05,131.39,PLN
2022-04-06,129.50,PLN
2022-04-07,128.24,PLN
2022-04-08,128.93,PLN
2022-04-11,127.30,PLN
2022-04-12,127.48,PLN
2022-04-13,128.54,PLN
2022-04-14,128.98,PLN
2022-04-19,126.98,PLN
2022-04-20,125.81,PLN
2022-04-21,125.68,PLN
2022-04-22,125.13,PLN
2022-04-25,122.99,PLN
2022-04-26,123.16,PLN
2022-04-27,124.66,PLN
2022-04-28,125.45,PLN
2022-04-29,127.11,PLN
2022-05-02,127.09,PLN
2022-05-04,125.94,PLN
2022-05-05,124.77,PLN
2022-05-06,121.30,PLN
2022-05-09,119.78,PLN
2022-05-10,119.58,PLN
2022-05-11,120.14,PLN
2022-05-12,119.13,PLN
2022-05-13,121.74,PLN
2022-05-16,121.62,PLN
2022-05-17,122.78,PLN
2022-05-18,122.65,PLN
2022-05-19,119.98,PLN
2022-05-20,122.49,PLN
2022-05-23,121.44,PLN
2022-05-24,118.91,PLN
2022-05-25,119.67,PLN
2022-05-26,120.65,PLN
2022-05-27,122.48,PLN
2022-05-30,123.48,PLN
2022-05-31,125.89,PLN
2022-06-01,125.40,PLN
2022-06-02,124.07,PLN
2022-06-03,123.89,PLN
2022-06-06,124.55,PLN
2022-06-07,123.49,PLN
2022-06-08,124.80,PLN
2022-06-09,124.65,PLN
2022-06-10,123.67,PLN
2022-06-13,120.90,PLN
2022-06-14,121.58,PLN
2022-06-15,122.14,PLN
2022-06-17,119.69,PLN
2022-06-20,118.59,PLN
2022-06-21,120.21,PLN
2022-06-22,117.48,PLN
2022-06-23,118.40,PLN
2022-06-24,119.99,PLN
2022-06-27,120.54,PLN
2022-06-28,122.46,PLN
2022-06-29,120.67,PLN
2022-06-30,119.26,PLN
2022-07-01,119.98,PLN
2022-07-04,119.16,PLN
2022-07-05,120.34,PLN
2022-07-06,120.19,PLN
2022-07-07,122.73,PLN
2022-07-08,122.69,PLN
2022-07-11,121.05,PLN
2022-07-12,120.41,PLN
2022-07-13,119.48,PLN
2022-07-14,120.23,PLN
2022-07-15,119.37,PLN
2022-07-18,120.25,PLN
2022-07-19,119.97,PLN
2022-07-20,120.46,PLN
2022-07-21,121.89,PLN
2022-07-22,121.00,PLN
2022-07-25,120.61,PLN
2022-07-26,121.62,PLN
2022-07-27,122.12,PLN
2022-07-28,122.34,PLN
2022-07-29,121.24,PLN
2022-08-01,120.80,PLN
2022-08-02,120.74,PLN
2022-08-03,121.71,PLN
2022-08-04,121.94,PLN
2022-08-05,123.29,PLN
2022-08-08,122.95,PLN
2022-08-09,122.53,PLN
2022-08-10,121.18,PLN
2022-08-11,123.40,PLN
2022-08-12,124.65,PLN
2022-08-16,125.12,PLN
2022-08-17,125.40,PLN
2022-08-18,125.23,PLN
2022-08-19,125.11,PLN
2022-08-22,125.08,PLN
2022-08-23,124.77,PLN
2022-08-24,124.31,PLN
2022-08-25,126.45,PLN
2022-08-26,126.94,PLN
2022-08-29,125.61,PLN
2022-08-30,124.86,PLN
2022-08-31,124.86,PLN
2022-09-01,124.05,PLN
2022-09-02,122.78,PLN
2022-09-05,123.70,PLN
2022-09-06,123.11,PLN
2022-09-07,121.84,PLN
2022-09-08,121.92,PLN
2022-09-09,122.67,PLN
