Data,Wartość dla NN (L) Obligacji Plus (A),Waluta
2017-03-24,110.34,PLN
2017-03-27,110.17,PLN
2017-03-28,110.05,PLN
2017-03-29,110.38,PLN
2017-03-30,110.52,PLN
2017-03-31,110.31,PLN
2017-04-03,110.31,PLN
2017-04-04,109.92,PLN
2017-04-05,110.11,PLN
2017-04-06,110.02,PLN
2017-04-07,109.94,PLN
2017-04-10,109.81,PLN
2017-04-11,109.90,PLN
2017-04-12,110.26,PLN
2017-04-13,110.73,PLN
2017-04-18,110.61,PLN
2017-04-19,110.40,PLN
2017-04-20,110.44,PLN
2017-04-21,110.58,PLN
2017-04-24,110.77,PLN
2017-04-25,110.59,PLN
2017-04-26,110.39,PLN
2017-04-27,110.50,PLN
2017-04-28,110.62,PLN
2017-05-02,110.78,PLN
2017-05-04,110.49,PLN
2017-05-05,110.40,PLN
2017-05-08,110.20,PLN
2017-05-09,110.20,PLN
2017-05-10,110.27,PLN
2017-05-11,110.31,PLN
2017-05-12,110.32,PLN
2017-05-15,110.43,PLN
2017-05-16,110.64,PLN
2017-05-17,110.71,PLN
2017-05-18,110.31,PLN
2017-05-19,110.53,PLN
2017-05-22,110.46,PLN
2017-05-23,110.62,PLN
2017-05-24,110.48,PLN
2017-05-25,110.44,PLN
2017-05-26,110.42,PLN
2017-05-29,110.28,PLN
2017-05-30,110.28,PLN
2017-05-31,110.20,PLN
2017-06-01,110.20,PLN
2017-06-02,110.13,PLN
2017-06-05,110.28,PLN
2017-06-06,110.26,PLN
2017-06-07,110.36,PLN
2017-06-08,110.40,PLN
2017-06-09,110.61,PLN
2017-06-12,110.63,PLN
2017-06-13,110.48,PLN
2017-06-14,110.49,PLN
2017-06-16,110.76,PLN
2017-06-19,111.19,PLN
2017-06-20,111.36,PLN
2017-06-21,111.21,PLN
2017-06-22,111.07,PLN
2017-06-23,111.16,PLN
2017-06-26,111.27,PLN
2017-06-27,110.94,PLN
2017-06-28,110.83,PLN
2017-06-29,110.31,PLN
2017-06-30,109.79,PLN
2017-07-03,109.99,PLN
2017-07-04,110.12,PLN
2017-07-05,109.83,PLN
2017-07-06,109.91,PLN
2017-07-07,109.84,PLN
2017-07-10,109.99,PLN
2017-07-11,110.12,PLN
2017-07-12,110.18,PLN
2017-07-13,110.59,PLN
2017-07-14,110.38,PLN
2017-07-17,110.58,PLN
2017-07-18,110.50,PLN
2017-07-19,110.64,PLN
2017-07-20,110.58,PLN
2017-07-21,110.27,PLN
2017-07-24,110.06,PLN
2017-07-25,110.36,PLN
2017-07-26,110.28,PLN
2017-07-27,110.49,PLN
2017-07-28,109.71,PLN
2017-07-31,109.12,PLN
2017-08-01,109.17,PLN
2017-08-02,109.32,PLN
2017-08-03,109.30,PLN
2017-08-04,110.01,PLN
2017-08-07,109.79,PLN
2017-08-08,110.14,PLN
2017-08-09,109.60,PLN
2017-08-10,109.54,PLN
2017-08-11,109.27,PLN
2017-08-14,109.49,PLN
2017-08-16,109.96,PLN
2017-08-17,109.77,PLN
2017-08-18,109.54,PLN
2017-08-21,109.30,PLN
2017-08-22,109.80,PLN
2017-08-23,109.56,PLN
2017-08-24,109.97,PLN
2017-08-25,110.10,PLN
2017-08-28,109.72,PLN
2017-08-29,109.75,PLN
2017-08-30,109.87,PLN
2017-08-31,109.98,PLN
2017-09-01,110.23,PLN
2017-09-04,109.97,PLN
2017-09-05,109.76,PLN
2017-09-06,109.56,PLN
2017-09-07,109.40,PLN
2017-09-08,109.32,PLN
2017-09-11,109.17,PLN
2017-09-12,108.59,PLN
2017-09-13,108.61,PLN
2017-09-14,108.54,PLN
2017-09-15,108.32,PLN
2017-09-18,107.96,PLN
2017-09-19,107.99,PLN
2017-09-20,108.09,PLN
2017-09-21,108.00,PLN
2017-09-22,108.20,PLN
2017-09-25,108.11,PLN
2017-09-26,108.07,PLN
2017-09-27,107.83,PLN
2017-09-28,107.59,PLN
2017-09-29,107.72,PLN
2017-10-02,107.79,PLN
2017-10-03,107.90,PLN
2017-10-04,108.04,PLN
2017-10-05,107.99,PLN
2017-10-06,107.36,PLN
2017-10-09,107.14,PLN
2017-10-10,107.29,PLN
2017-10-11,107.05,PLN
2017-10-12,107.15,PLN
2017-10-13,107.28,PLN
2017-10-16,107.07,PLN
2017-10-17,106.85,PLN
2017-10-18,107.12,PLN
2017-10-19,106.73,PLN
2017-10-20,106.72,PLN
2017-10-23,106.90,PLN
2017-10-24,106.79,PLN
2017-10-25,106.49,PLN
2017-10-26,106.67,PLN
2017-10-27,106.85,PLN
2017-10-30,106.59,PLN
2017-10-31,106.38,PLN
2017-11-02,106.40,PLN
2017-11-03,106.17,PLN
2017-11-06,106.29,PLN
2017-11-07,106.19,PLN
2017-11-08,106.09,PLN
2017-11-09,106.10,PLN
2017-11-10,106.08,PLN
2017-11-13,105.85,PLN
2017-11-14,105.47,PLN
2017-11-15,104.90,PLN
2017-11-16,105.46,PLN
2017-11-17,105.33,PLN
2017-11-20,105.50,PLN
2017-11-21,105.72,PLN
2017-11-22,105.73,PLN
2017-11-23,105.65,PLN
2017-11-24,105.58,PLN
2017-11-27,105.55,PLN
2017-11-28,105.43,PLN
2017-11-29,105.57,PLN
2017-11-30,105.31,PLN
2017-12-01,105.43,PLN
2017-12-04,105.76,PLN
2017-12-05,105.93,PLN
2017-12-06,105.78,PLN
2017-12-07,105.57,PLN
2017-12-08,105.53,PLN
2017-12-11,105.50,PLN
2017-12-12,105.45,PLN
2017-12-13,105.58,PLN
2017-12-14,105.56,PLN
2017-12-15,105.60,PLN
2017-12-18,105.49,PLN
2017-12-19,105.43,PLN
2017-12-20,105.38,PLN
2017-12-21,105.68,PLN
2017-12-22,105.54,PLN
2017-12-27,105.54,PLN
2017-12-28,105.90,PLN
2017-12-29,106.04,PLN
2018-01-03,106.34,PLN
2018-01-04,106.63,PLN
2018-01-05,107.09,PLN
2018-01-08,107.05,PLN
2018-01-09,106.93,PLN
2018-01-10,106.56,PLN
2018-01-11,106.39,PLN
2018-01-12,106.36,PLN
2018-01-15,106.20,PLN
2018-01-16,106.29,PLN
2018-01-17,106.46,PLN
2018-01-18,106.84,PLN
2018-01-19,106.84,PLN
2018-01-22,106.96,PLN
2018-01-23,106.82,PLN
2018-01-24,107.44,PLN
2018-01-25,107.46,PLN
2018-01-26,107.55,PLN
2018-01-29,107.67,PLN
2018-01-30,107.51,PLN
2018-01-31,107.64,PLN
2018-02-01,108.17,PLN
2018-02-02,107.91,PLN
2018-02-05,107.62,PLN
2018-02-06,106.95,PLN
2018-02-07,107.36,PLN
2018-02-08,106.77,PLN
2018-02-09,105.48,PLN
2018-02-12,105.62,PLN
2018-02-13,105.35,PLN
2018-02-14,105.82,PLN
2018-02-15,106.15,PLN
2018-02-16,106.15,PLN
2018-02-19,105.88,PLN
2018-02-20,105.52,PLN
2018-02-21,105.50,PLN
2018-02-22,105.28,PLN
2018-02-23,105.22,PLN
2018-02-26,105.51,PLN
2018-02-27,105.48,PLN
2018-02-28,105.81,PLN
2018-03-01,105.43,PLN
2018-03-02,105.42,PLN
2018-03-05,105.48,PLN
2018-03-06,105.84,PLN
2018-03-07,105.95,PLN
2018-03-08,105.89,PLN
2018-03-09,105.92,PLN
2018-03-12,106.09,PLN
2018-03-13,106.15,PLN
2018-03-14,106.02,PLN
2018-03-15,105.87,PLN
2018-03-16,105.82,PLN
2018-03-19,105.69,PLN
2018-03-20,105.69,PLN
2018-03-21,105.93,PLN
2018-03-22,106.24,PLN
2018-03-23,106.13,PLN
2018-03-26,106.27,PLN
2018-03-27,106.70,PLN
2018-03-28,106.60,PLN
2018-03-29,106.75,PLN
2018-04-03,107.01,PLN
2018-04-04,106.78,PLN
2018-04-05,106.58,PLN
2018-04-06,106.69,PLN
2018-04-09,106.67,PLN
2018-04-10,106.42,PLN
2018-04-11,106.69,PLN
2018-04-12,107.11,PLN
2018-04-13,107.20,PLN
2018-04-16,106.91,PLN
2018-04-17,107.19,PLN
2018-04-18,107.14,PLN
2018-04-19,107.05,PLN
2018-04-20,106.17,PLN
2018-04-23,105.48,PLN
2018-04-24,105.49,PLN
2018-04-25,104.69,PLN
2018-04-26,105.12,PLN
2018-04-27,105.43,PLN
2018-04-30,105.22,PLN
2018-05-02,105.04,PLN
2018-05-04,104.84,PLN
2018-05-07,104.59,PLN
2018-05-08,103.88,PLN
2018-05-09,104.06,PLN
2018-05-10,104.65,PLN
2018-05-11,104.78,PLN
2018-05-14,104.73,PLN
2018-05-15,103.98,PLN
2018-05-16,104.34,PLN
2018-05-17,104.61,PLN
2018-05-18,103.65,PLN
2018-05-21,103.39,PLN
2018-05-22,104.21,PLN
2018-05-23,103.68,PLN
2018-05-24,103.50,PLN
2018-05-25,103.11,PLN
2018-05-28,102.87,PLN
2018-05-29,102.07,PLN
2018-05-30,102.60,PLN
2018-06-01,102.77,PLN
2018-06-04,103.10,PLN
2018-06-05,102.67,PLN
2018-06-06,103.15,PLN
2018-06-07,102.93,PLN
2018-06-08,102.55,PLN
2018-06-11,102.66,PLN
2018-06-12,102.60,PLN
2018-06-13,102.57,PLN
2018-06-14,102.65,PLN
2018-06-15,102.20,PLN
2018-06-18,102.04,PLN
2018-06-19,101.80,PLN
2018-06-20,101.73,PLN
2018-06-21,101.32,PLN
2018-06-22,101.24,PLN
2018-06-25,101.03,PLN
2018-06-26,100.99,PLN
2018-06-27,101.40,PLN
2018-06-28,101.28,PLN
2018-06-29,101.35,PLN
2018-07-02,101.47,PLN
2018-07-03,101.39,PLN
2018-07-04,101.60,PLN
2018-07-05,101.71,PLN
2018-07-06,101.57,PLN
2018-07-09,101.61,PLN
2018-07-10,101.54,PLN
2018-07-11,101.84,PLN
2018-07-12,101.70,PLN
2018-07-13,101.86,PLN
2018-07-16,101.90,PLN
2018-07-17,101.61,PLN
2018-07-18,101.50,PLN
2018-07-19,101.39,PLN
2018-07-20,101.21,PLN
2018-07-23,101.02,PLN
2018-07-24,100.99,PLN
2018-07-25,101.25,PLN
2018-07-26,101.35,PLN
2018-07-27,101.64,PLN
2018-07-30,101.64,PLN
2018-07-31,101.63,PLN
2018-08-01,101.65,PLN
2018-08-02,101.66,PLN
2018-08-03,101.70,PLN
2018-08-06,101.72,PLN
2018-08-07,101.77,PLN
2018-08-08,101.75,PLN
2018-08-09,101.67,PLN
2018-08-10,101.90,PLN
2018-08-13,101.78,PLN
2018-08-14,101.85,PLN
2018-08-16,101.84,PLN
2018-08-17,101.72,PLN
2018-08-20,101.71,PLN
2018-08-21,101.70,PLN
2018-08-22,101.59,PLN
2018-08-23,101.58,PLN
2018-08-24,101.58,PLN
2018-08-27,101.55,PLN
2018-08-28,101.52,PLN
2018-08-29,101.52,PLN
2018-08-30,101.48,PLN
2018-08-31,101.53,PLN
2018-09-03,101.44,PLN
2018-09-04,101.47,PLN
2018-09-05,101.47,PLN
2018-09-06,101.44,PLN
2018-09-07,101.41,PLN
2018-09-10,101.46,PLN
2018-09-11,101.43,PLN
2018-09-12,101.43,PLN
2018-09-13,101.41,PLN
2018-09-14,101.36,PLN
2018-09-17,101.38,PLN
2018-09-18,101.40,PLN
2018-09-19,101.37,PLN
2018-09-20,101.39,PLN
2018-09-21,101.39,PLN
2018-09-24,101.41,PLN
2018-09-25,101.40,PLN
2018-09-26,101.47,PLN
2018-09-27,101.46,PLN
2018-09-28,101.48,PLN
2018-10-01,101.46,PLN
2018-10-02,101.46,PLN
2018-10-03,101.42,PLN
2018-10-04,101.35,PLN
2018-10-05,101.37,PLN
2018-10-08,101.38,PLN
2018-10-09,101.39,PLN
2018-10-10,101.38,PLN
2018-10-11,101.39,PLN
2018-10-12,101.43,PLN
2018-10-15,101.45,PLN
2018-10-16,101.44,PLN
2018-10-17,101.50,PLN
2018-10-18,101.47,PLN
2018-10-19,101.45,PLN
2018-10-22,101.45,PLN
2018-10-23,101.48,PLN
2018-10-24,101.48,PLN
2018-10-25,101.47,PLN
2018-10-26,101.53,PLN
2018-10-29,101.51,PLN
2018-10-30,101.53,PLN
2018-10-31,101.52,PLN
2018-11-02,101.49,PLN
2018-11-05,101.50,PLN
2018-11-06,101.47,PLN
2018-11-07,101.47,PLN
2018-11-08,101.44,PLN
2018-11-09,101.45,PLN
2018-11-13,101.45,PLN
2018-11-14,101.44,PLN
2018-11-15,101.46,PLN
2018-11-16,101.48,PLN
2018-11-19,101.52,PLN
2018-11-20,101.52,PLN
2018-11-21,101.50,PLN
2018-11-22,101.49,PLN
2018-11-23,101.50,PLN
2018-11-26,101.48,PLN
2018-11-27,101.50,PLN
2018-11-28,101.52,PLN
2018-11-29,101.59,PLN
2018-11-30,101.56,PLN
2018-12-03,101.59,PLN
2018-12-04,101.58,PLN
2018-12-05,101.60,PLN
2018-12-06,101.62,PLN
2018-12-07,101.59,PLN
2018-12-10,101.65,PLN
2018-12-11,101.68,PLN
2018-12-12,101.71,PLN
2018-12-13,101.77,PLN
2018-12-14,101.81,PLN
2018-12-17,101.79,PLN
2018-12-18,101.84,PLN
2018-12-19,101.86,PLN
2018-12-20,101.96,PLN
2018-12-21,102.09,PLN
2018-12-27,102.08,PLN
2018-12-28,102.16,PLN
2019-01-02,102.15,PLN
2019-01-03,102.10,PLN
2019-01-04,102.41,PLN
2019-01-07,102.48,PLN
2019-01-08,102.46,PLN
2019-01-09,102.39,PLN
2019-01-10,102.44,PLN
2019-01-11,102.55,PLN
2019-01-14,102.55,PLN
2019-01-15,102.48,PLN
2019-01-16,102.49,PLN
2019-01-17,102.50,PLN
2019-01-18,102.51,PLN
2019-01-21,102.50,PLN
2019-01-22,102.50,PLN
2019-01-23,102.52,PLN
2019-01-24,102.57,PLN
2019-01-25,102.58,PLN
2019-01-28,102.59,PLN
2019-01-29,102.62,PLN
2019-01-30,102.61,PLN
2019-01-31,102.62,PLN
2019-02-01,102.57,PLN
2019-02-04,102.58,PLN
2019-02-05,102.60,PLN
2019-02-06,102.61,PLN
2019-02-07,102.57,PLN
2019-02-08,102.53,PLN
2019-02-11,102.53,PLN
2019-02-12,102.54,PLN
2019-02-13,102.49,PLN
2019-02-14,102.53,PLN
2019-02-15,102.51,PLN
2019-02-18,102.51,PLN
2019-02-19,102.54,PLN
2019-02-20,102.54,PLN
2019-02-21,102.51,PLN
2019-02-22,102.54,PLN
2019-02-25,102.37,PLN
2019-02-26,102.44,PLN
2019-02-27,102.39,PLN
2019-02-28,102.34,PLN
2019-03-01,102.33,PLN
2019-03-04,102.32,PLN
2019-03-05,102.31,PLN
2019-03-06,102.28,PLN
2019-03-07,102.29,PLN
2019-03-08,102.37,PLN
2019-03-11,102.39,PLN
2019-03-12,102.36,PLN
2019-03-13,102.38,PLN
2019-03-14,102.39,PLN
2019-03-15,102.40,PLN
2019-03-18,102.36,PLN
2019-03-19,102.35,PLN
2019-03-20,102.37,PLN
2019-03-21,102.35,PLN
2019-03-22,102.44,PLN
2019-03-25,102.47,PLN
2019-03-26,102.50,PLN
2019-03-27,102.55,PLN
2019-03-28,102.55,PLN
2019-03-29,102.55,PLN
2019-04-01,102.55,PLN
2019-04-02,102.61,PLN
2019-04-03,102.58,PLN
2019-04-04,102.60,PLN
2019-04-05,102.63,PLN
2019-04-08,102.62,PLN
2019-04-09,102.64,PLN
2019-04-10,102.68,PLN
2019-04-11,102.68,PLN
2019-04-12,102.64,PLN
2019-04-15,102.70,PLN
2019-04-16,102.72,PLN
2019-04-17,102.78,PLN
2019-04-18,102.77,PLN
2019-04-23,102.76,PLN
2019-04-24,102.77,PLN
2019-04-25,102.76,PLN
2019-04-26,102.79,PLN
2019-04-29,102.73,PLN
2019-04-30,102.65,PLN
2019-05-02,102.59,PLN
2019-05-06,102.62,PLN
2019-05-07,102.65,PLN
2019-05-08,102.66,PLN
2019-05-09,102.66,PLN
2019-05-10,102.69,PLN
2019-05-13,102.71,PLN
2019-05-14,102.74,PLN
2019-05-15,102.88,PLN
2019-05-16,102.90,PLN
2019-05-17,102.89,PLN
2019-05-20,102.88,PLN
2019-05-21,102.92,PLN
2019-05-22,102.96,PLN
2019-05-23,103.00,PLN
2019-05-24,103.00,PLN
2019-05-27,102.98,PLN
2019-05-28,103.01,PLN
2019-05-29,103.10,PLN
2019-05-30,103.12,PLN
2019-05-31,103.14,PLN
2019-06-03,103.21,PLN
2019-06-04,103.20,PLN
2019-06-05,103.20,PLN
2019-06-06,103.25,PLN
2019-06-07,103.28,PLN
2019-06-10,103.28,PLN
2019-06-11,103.27,PLN
2019-06-12,103.24,PLN
2019-06-13,103.38,PLN
2019-06-14,103.38,PLN
2019-06-17,103.40,PLN
2019-06-18,103.53,PLN
2019-06-19,103.75,PLN
2019-06-21,103.81,PLN
2019-06-24,103.79,PLN
2019-06-25,103.81,PLN
2019-06-26,103.86,PLN
2019-06-27,103.83,PLN
2019-06-28,103.82,PLN
2019-07-01,103.91,PLN
2019-07-02,103.95,PLN
2019-07-03,103.94,PLN
2019-07-04,103.98,PLN
2019-07-05,103.92,PLN
2019-07-08,103.97,PLN
2019-07-09,103.96,PLN
2019-07-10,104.02,PLN
2019-07-11,103.96,PLN
2019-07-12,103.94,PLN
2019-07-15,104.01,PLN
2019-07-16,103.92,PLN
2019-07-17,104.00,PLN
2019-07-18,104.06,PLN
2019-07-19,104.09,PLN
2019-07-22,104.16,PLN
2019-07-23,104.23,PLN
2019-07-24,104.33,PLN
2019-07-25,104.33,PLN
2019-07-26,104.34,PLN
2019-07-29,104.37,PLN
2019-07-30,104.42,PLN
2019-07-31,104.41,PLN
2019-08-01,104.47,PLN
2019-08-02,104.53,PLN
2019-08-05,104.60,PLN
2019-08-06,104.55,PLN
2019-08-07,104.62,PLN
2019-08-08,104.65,PLN
2019-08-09,104.68,PLN
2019-08-12,104.68,PLN
2019-08-13,104.70,PLN
2019-08-14,104.72,PLN
2019-08-16,104.75,PLN
2019-08-19,104.63,PLN
2019-08-20,104.73,PLN
2019-08-21,104.67,PLN
2019-08-22,104.71,PLN
2019-08-23,104.69,PLN
2019-08-26,104.72,PLN
2019-08-27,104.80,PLN
2019-08-28,104.86,PLN
2019-08-29,104.73,PLN
2019-08-30,104.83,PLN
2019-09-02,104.94,PLN
2019-09-03,105.03,PLN
2019-09-04,105.06,PLN
2019-09-05,105.00,PLN
2019-09-06,104.97,PLN
2019-09-09,104.98,PLN
2019-09-10,104.91,PLN
2019-09-11,105.00,PLN
2019-09-12,105.13,PLN
2019-09-13,105.07,PLN
2019-09-16,105.04,PLN
2019-09-17,105.13,PLN
2019-09-18,105.18,PLN
2019-09-19,105.17,PLN
2019-09-20,105.14,PLN
2019-09-23,105.19,PLN
2019-09-24,105.23,PLN
2019-09-25,105.15,PLN
2019-09-26,105.22,PLN
2019-09-27,105.24,PLN
2019-09-30,105.25,PLN
2019-10-01,105.30,PLN
2019-10-02,105.45,PLN
2019-10-03,105.51,PLN
2019-10-04,105.67,PLN
2019-10-07,105.63,PLN
2019-10-08,105.64,PLN
2019-10-09,105.58,PLN
2019-10-10,105.64,PLN
2019-10-11,105.62,PLN
2019-10-14,105.59,PLN
2019-10-15,105.61,PLN
2019-10-16,105.65,PLN
2019-10-17,105.62,PLN
2019-10-18,105.62,PLN
2019-10-21,105.64,PLN
2019-10-22,105.72,PLN
2019-10-23,105.71,PLN
2019-10-24,105.68,PLN
2019-10-25,105.74,PLN
2019-10-28,105.72,PLN
2019-10-29,105.74,PLN
2019-10-30,105.71,PLN
2019-10-31,105.72,PLN
2019-11-04,105.81,PLN
2019-11-05,105.88,PLN
2019-11-06,105.86,PLN
2019-11-07,105.90,PLN
2019-11-08,105.75,PLN
2019-11-12,105.77,PLN
2019-11-13,105.77,PLN
2019-11-14,105.74,PLN
2019-11-15,105.72,PLN
2019-11-18,105.68,PLN
2019-11-19,105.67,PLN
2019-11-20,105.66,PLN
2019-11-21,105.65,PLN
2019-11-22,105.65,PLN
2019-11-25,105.66,PLN
2019-11-26,105.66,PLN
2019-11-27,105.67,PLN
2019-11-28,105.66,PLN
2019-11-29,105.70,PLN
2019-12-02,105.71,PLN
2019-12-03,105.67,PLN
2019-12-04,105.69,PLN
2019-12-05,105.71,PLN
2019-12-06,105.76,PLN
2019-12-09,105.76,PLN
2019-12-10,105.75,PLN
2019-12-11,105.74,PLN
2019-12-12,105.81,PLN
2019-12-13,105.80,PLN
2019-12-16,105.81,PLN
2019-12-17,105.79,PLN
2019-12-18,105.85,PLN
2019-12-19,105.89,PLN
2019-12-20,105.90,PLN
2019-12-23,105.91,PLN
2019-12-27,105.95,PLN
2019-12-30,105.98,PLN
2020-01-02,106.03,PLN
2020-01-03,105.97,PLN
2020-01-07,105.98,PLN
2020-01-08,106.01,PLN
2020-01-09,106.19,PLN
2020-01-10,106.15,PLN
2020-01-13,106.06,PLN
2020-01-14,106.02,PLN
2020-01-15,105.96,PLN
2020-01-16,106.00,PLN
2020-01-17,106.03,PLN
2020-01-20,106.12,PLN
2020-01-21,105.99,PLN
2020-01-22,106.03,PLN
2020-01-23,105.99,PLN
2020-01-24,105.99,PLN
2020-01-27,106.05,PLN
2020-01-28,106.09,PLN
2020-01-29,106.11,PLN
2020-01-30,106.15,PLN
2020-01-31,106.21,PLN
2020-02-03,106.21,PLN
2020-02-04,106.21,PLN
2020-02-05,106.22,PLN
2020-02-06,106.21,PLN
2020-02-07,106.23,PLN
2020-02-10,106.21,PLN
2020-02-11,106.21,PLN
2020-02-12,106.15,PLN
2020-02-13,106.12,PLN
2020-02-14,106.15,PLN
2020-02-17,106.18,PLN
2020-02-18,106.24,PLN
2020-02-19,106.30,PLN
2020-02-20,106.26,PLN
2020-02-21,106.31,PLN
2020-02-24,106.43,PLN
2020-02-25,106.45,PLN
2020-02-26,106.37,PLN
2020-02-27,106.36,PLN
2020-02-28,106.47,PLN
2020-03-02,106.46,PLN
2020-03-03,106.48,PLN
2020-03-04,106.61,PLN
2020-03-05,106.62,PLN
2020-03-06,106.51,PLN
2020-03-09,106.57,PLN
2020-03-10,106.57,PLN
2020-03-11,106.39,PLN
2020-03-12,106.17,PLN
2020-03-13,106.03,PLN
2020-03-16,105.84,PLN
2020-03-17,106.35,PLN
2020-03-18,106.40,PLN
2020-03-19,106.52,PLN
2020-03-20,106.60,PLN
2020-03-23,106.47,PLN
2020-03-24,106.82,PLN
2020-03-25,106.84,PLN
2020-03-26,106.83,PLN
2020-03-27,106.87,PLN
2020-03-30,106.83,PLN
2020-03-31,106.94,PLN
2020-04-01,106.84,PLN
2020-04-02,106.76,PLN
2020-04-03,106.79,PLN
2020-04-06,106.72,PLN
2020-04-07,106.63,PLN
2020-04-08,106.78,PLN
2020-04-09,106.89,PLN
2020-04-14,107.02,PLN
2020-04-15,107.06,PLN
2020-04-16,107.09,PLN
2020-04-17,107.15,PLN
2020-04-20,107.07,PLN
2020-04-21,107.16,PLN
2020-04-22,107.21,PLN
2020-04-23,107.22,PLN
2020-04-24,107.18,PLN
2020-04-27,107.24,PLN
2020-04-28,107.23,PLN
2020-04-29,107.29,PLN
2020-04-30,107.42,PLN
2020-05-04,107.47,PLN
2020-05-05,107.64,PLN
2020-05-06,107.66,PLN
2020-05-07,107.73,PLN
2020-05-08,107.76,PLN
2020-05-11,107.78,PLN
2020-05-12,107.88,PLN
2020-05-13,107.95,PLN
2020-05-14,107.97,PLN
2020-05-15,107.89,PLN
2020-05-18,108.03,PLN
2020-05-19,107.90,PLN
2020-05-20,107.89,PLN
2020-05-21,107.90,PLN
2020-05-22,107.92,PLN
2020-05-25,107.89,PLN
2020-05-26,107.83,PLN
2020-05-27,107.87,PLN
2020-05-28,108.06,PLN
2020-05-29,108.19,PLN
2020-06-01,108.25,PLN
2020-06-02,108.19,PLN
2020-06-03,108.29,PLN
2020-06-04,108.43,PLN
2020-06-05,108.55,PLN
2020-06-08,108.64,PLN
2020-06-09,108.61,PLN
2020-06-10,108.61,PLN
2020-06-12,108.58,PLN
2020-06-15,108.45,PLN
2020-06-16,108.44,PLN
2020-06-17,108.57,PLN
2020-06-18,108.56,PLN
2020-06-19,108.58,PLN
2020-06-22,108.58,PLN
2020-06-23,108.54,PLN
2020-06-24,108.48,PLN
2020-06-25,108.48,PLN
2020-06-26,108.51,PLN
2020-06-29,108.54,PLN
2020-06-30,108.58,PLN
2020-07-01,108.65,PLN
2020-07-02,108.72,PLN
2020-07-03,108.83,PLN
2020-07-06,108.82,PLN
2020-07-07,108.75,PLN
2020-07-08,108.78,PLN
2020-07-09,108.72,PLN
2020-07-10,108.75,PLN
2020-07-13,108.74,PLN
2020-07-14,108.71,PLN
2020-07-15,108.71,PLN
2020-07-16,108.72,PLN
2020-07-17,108.73,PLN
2020-07-20,108.72,PLN
2020-07-21,108.75,PLN
2020-07-22,108.77,PLN
2020-07-23,108.79,PLN
2020-07-24,108.77,PLN
2020-07-27,108.79,PLN
2020-07-28,108.82,PLN
2020-07-29,108.84,PLN
2020-07-30,108.87,PLN
2020-07-31,108.86,PLN
2020-08-03,108.86,PLN
2020-08-04,108.87,PLN
2020-08-05,108.84,PLN
2020-08-06,108.86,PLN
2020-08-07,108.87,PLN
2020-08-10,108.87,PLN
2020-08-11,108.93,PLN
2020-08-12,108.91,PLN
2020-08-13,108.87,PLN
2020-08-14,108.89,PLN
2020-08-17,108.89,PLN
2020-08-18,108.87,PLN
2020-08-19,108.89,PLN
2020-08-20,108.92,PLN
2020-08-21,108.94,PLN
2020-08-24,108.94,PLN
2020-08-25,108.96,PLN
2020-08-26,108.99,PLN
2020-08-27,108.98,PLN
2020-08-28,109.09,PLN
2020-08-31,109.02,PLN
2020-09-01,109.08,PLN
2020-09-02,108.92,PLN
2020-09-03,108.83,PLN
2020-09-04,108.87,PLN
2020-09-07,108.90,PLN
2020-09-08,108.86,PLN
2020-09-09,108.85,PLN
2020-09-10,108.94,PLN
2020-09-11,108.97,PLN
2020-09-14,108.96,PLN
2020-09-15,108.99,PLN
2020-09-16,108.98,PLN
2020-09-17,108.99,PLN
2020-09-18,108.81,PLN
2020-09-21,108.57,PLN
2020-09-22,108.64,PLN
2020-09-23,108.59,PLN
2020-09-24,108.63,PLN
2020-09-25,108.61,PLN
2020-09-28,108.64,PLN
2020-09-29,108.58,PLN
2020-09-30,108.63,PLN
2020-10-01,108.83,PLN
2020-10-02,108.84,PLN
2020-10-05,109.02,PLN
2020-10-06,109.05,PLN
2020-10-07,108.99,PLN
2020-10-08,109.04,PLN
2020-10-09,109.06,PLN
2020-10-12,108.95,PLN
2020-10-13,108.88,PLN
2020-10-14,108.76,PLN
2020-10-15,108.81,PLN
2020-10-16,108.90,PLN
2020-10-19,108.78,PLN
2020-10-20,108.86,PLN
2020-10-21,108.86,PLN
2020-10-22,108.94,PLN
2020-10-23,108.91,PLN
2020-10-26,108.87,PLN
2020-10-27,108.95,PLN
2020-10-28,109.12,PLN
2020-10-29,109.08,PLN
2020-10-30,109.07,PLN
2020-11-02,109.14,PLN
2020-11-03,109.18,PLN
2020-11-04,109.34,PLN
2020-11-05,109.57,PLN
2020-11-06,109.73,PLN
2020-11-09,110.26,PLN
2020-11-10,110.32,PLN
2020-11-12,110.13,PLN
2020-11-13,110.13,PLN
2020-11-16,110.21,PLN
2020-11-17,110.16,PLN
2020-11-18,110.20,PLN
2020-11-19,110.14,PLN
2020-11-20,110.24,PLN
2020-11-23,110.30,PLN
2020-11-24,110.24,PLN
2020-11-25,110.22,PLN
2020-11-26,110.13,PLN
2020-11-27,110.17,PLN
2020-11-30,110.12,PLN
2020-12-01,110.24,PLN
2020-12-02,110.19,PLN
2020-12-03,110.21,PLN
2020-12-04,110.27,PLN
2020-12-07,110.21,PLN
2020-12-08,110.18,PLN
2020-12-09,110.26,PLN
2020-12-10,110.14,PLN
2020-12-11,110.15,PLN
2020-12-14,110.20,PLN
2020-12-15,110.20,PLN
2020-12-16,110.30,PLN
