Data,Wartość dla NN (L) Globalny Odpowiedzialnego Inwestowania (A),Waluta
2016-01-27,43.30,PLN
2016-01-28,43.85,PLN
2016-01-29,45.76,PLN
2016-02-01,45.89,PLN
2016-02-02,44.20,PLN
2016-02-03,45.20,PLN
2016-02-04,46.51,PLN
2016-02-05,45.73,PLN
2016-02-08,45.32,PLN
2016-02-09,44.91,PLN
2016-02-10,44.86,PLN
2016-02-11,44.06,PLN
2016-02-12,44.56,PLN
2016-02-15,45.03,PLN
2016-02-16,44.92,PLN
2016-02-17,46.33,PLN
2016-02-18,46.39,PLN
2016-02-19,46.11,PLN
2016-02-22,47.55,PLN
2016-02-23,46.89,PLN
2016-02-24,46.45,PLN
2016-02-25,46.86,PLN
2016-02-26,46.65,PLN
2016-02-29,47.36,PLN
2016-03-01,48.50,PLN
2016-03-02,49.58,PLN
2016-03-03,50.83,PLN
2016-03-04,52.27,PLN
2016-03-07,52.18,PLN
2016-03-08,51.56,PLN
2016-03-09,52.01,PLN
2016-03-10,52.64,PLN
2016-03-11,52.91,PLN
2016-03-14,52.38,PLN
2016-03-15,50.89,PLN
2016-03-16,51.00,PLN
2016-03-17,54.38,PLN
2016-03-18,54.75,PLN
2016-03-21,54.70,PLN
2016-03-22,54.86,PLN
2016-03-23,53.32,PLN
2016-03-24,53.08,PLN
2016-03-29,54.39,PLN
2016-03-30,55.23,PLN
2016-03-31,54.96,PLN
2016-04-01,54.87,PLN
2016-04-04,53.77,PLN
2016-04-05,52.83,PLN
2016-04-06,52.36,PLN
2016-04-07,52.06,PLN
2016-04-08,53.47,PLN
2016-04-11,54.51,PLN
2016-04-12,55.61,PLN
2016-04-13,56.17,PLN
2016-04-14,56.25,PLN
2016-04-15,56.39,PLN
2016-04-18,55.93,PLN
2016-04-19,57.04,PLN
2016-04-20,56.85,PLN
2016-04-21,56.66,PLN
2016-04-22,56.01,PLN
2016-04-25,55.70,PLN
2016-04-26,56.70,PLN
2016-04-27,57.47,PLN
2016-04-28,57.88,PLN
2016-04-29,58.40,PLN
2016-05-02,57.71,PLN
2016-05-04,55.88,PLN
2016-05-05,55.43,PLN
2016-05-06,55.46,PLN
2016-05-09,54.81,PLN
2016-05-10,56.80,PLN
2016-05-11,56.65,PLN
2016-05-12,56.62,PLN
2016-05-13,55.34,PLN
2016-05-16,55.39,PLN
2016-05-17,54.84,PLN
2016-05-18,54.12,PLN
2016-05-19,53.09,PLN
2016-05-20,53.49,PLN
2016-05-23,52.89,PLN
2016-05-24,53.25,PLN
2016-05-25,53.14,PLN
2016-05-27,52.95,PLN
2016-05-30,52.93,PLN
2016-05-31,52.58,PLN
2016-06-01,52.76,PLN
2016-06-02,53.26,PLN
2016-06-03,54.31,PLN
2016-06-06,54.49,PLN
2016-06-07,55.01,PLN
2016-06-08,56.52,PLN
2016-06-09,56.13,PLN
2016-06-10,54.41,PLN
2016-06-13,53.96,PLN
2016-06-14,52.85,PLN
2016-06-15,53.15,PLN
2016-06-16,53.32,PLN
2016-06-17,53.93,PLN
2016-06-20,55.21,PLN
2016-06-21,55.34,PLN
2016-06-22,55.17,PLN
2016-06-23,56.72,PLN
2016-06-24,54.66,PLN
2016-06-27,53.50,PLN
2016-06-28,55.13,PLN
2016-06-29,57.26,PLN
2016-06-30,58.00,PLN
2016-07-01,58.25,PLN
2016-07-04,58.33,PLN
2016-07-05,57.05,PLN
2016-07-06,56.36,PLN
2016-07-07,56.30,PLN
2016-07-08,57.73,PLN
2016-07-11,58.42,PLN
2016-07-12,58.83,PLN
2016-07-13,58.75,PLN
2016-07-14,59.99,PLN
2016-07-15,59.64,PLN
2016-07-18,60.33,PLN
2016-07-19,60.33,PLN
2016-07-20,60.83,PLN
2016-07-21,60.65,PLN
2016-07-22,60.58,PLN
2016-07-25,60.17,PLN
2016-07-26,59.88,PLN
2016-07-27,59.73,PLN
2016-07-28,59.58,PLN
2016-07-29,60.52,PLN
2016-08-01,59.99,PLN
2016-08-02,59.64,PLN
2016-08-03,60.08,PLN
2016-08-04,60.88,PLN
2016-08-05,61.34,PLN
2016-08-08,61.69,PLN
2016-08-09,62.22,PLN
2016-08-10,62.02,PLN
2016-08-11,63.26,PLN
2016-08-12,62.98,PLN
2016-08-16,63.10,PLN
2016-08-17,62.76,PLN
2016-08-18,62.84,PLN
2016-08-19,62.63,PLN
2016-08-22,62.00,PLN
2016-08-23,61.87,PLN
2016-08-24,61.39,PLN
2016-08-25,61.38,PLN
2016-08-26,61.50,PLN
2016-08-29,61.41,PLN
2016-08-30,61.05,PLN
2016-08-31,60.80,PLN
2016-09-01,60.90,PLN
2016-09-02,62.37,PLN
2016-09-05,62.13,PLN
2016-09-06,63.22,PLN
2016-09-07,63.47,PLN
2016-09-08,63.37,PLN
2016-09-09,60.47,PLN
2016-09-12,60.59,PLN
2016-09-13,59.03,PLN
2016-09-14,58.63,PLN
2016-09-15,59.27,PLN
2016-09-16,58.54,PLN
2016-09-19,59.09,PLN
2016-09-20,59.59,PLN
2016-09-21,60.23,PLN
2016-09-22,61.52,PLN
2016-09-23,60.79,PLN
2016-09-26,59.85,PLN
2016-09-27,60.37,PLN
2016-09-28,61.07,PLN
2016-09-29,60.54,PLN
2016-09-30,60.05,PLN
2016-10-03,61.02,PLN
2016-10-04,60.82,PLN
2016-10-05,61.28,PLN
2016-10-06,61.47,PLN
2016-10-07,61.79,PLN
2016-10-10,62.65,PLN
2016-10-11,62.18,PLN
2016-10-12,62.44,PLN
2016-10-13,62.18,PLN
2016-10-14,62.97,PLN
2016-10-17,63.55,PLN
2016-10-18,64.65,PLN
2016-10-19,65.04,PLN
2016-10-20,65.42,PLN
2016-10-21,65.44,PLN
2016-10-24,65.78,PLN
2016-10-25,65.77,PLN
2016-10-26,65.69,PLN
2016-10-27,65.31,PLN
2016-10-28,64.98,PLN
2016-10-31,65.42,PLN
2016-11-02,63.37,PLN
2016-11-03,62.36,PLN
2016-11-04,62.40,PLN
2016-11-07,65.06,PLN
2016-11-08,65.50,PLN
2016-11-09,63.00,PLN
2016-11-10,58.90,PLN
2016-11-14,56.36,PLN
2016-11-15,57.28,PLN
2016-11-16,58.05,PLN
2016-11-17,57.57,PLN
2016-11-18,57.51,PLN
2016-11-21,58.38,PLN
2016-11-22,58.84,PLN
2016-11-23,58.12,PLN
2016-11-24,58.16,PLN
2016-11-25,58.06,PLN
2016-11-28,58.74,PLN
2016-11-29,57.80,PLN
2016-11-30,58.75,PLN
2016-12-01,56.63,PLN
2016-12-02,56.97,PLN
2016-12-05,57.32,PLN
2016-12-06,58.01,PLN
2016-12-07,58.65,PLN
2016-12-08,58.35,PLN
2016-12-09,58.76,PLN
2016-12-12,58.22,PLN
2016-12-13,58.63,PLN
2016-12-14,57.95,PLN
2016-12-15,57.37,PLN
2016-12-16,57.08,PLN
2016-12-19,56.32,PLN
2016-12-20,56.68,PLN
2016-12-21,57.11,PLN
2016-12-22,56.83,PLN
2016-12-23,57.66,PLN
2016-12-27,57.84,PLN
2016-12-28,58.52,PLN
2016-12-29,59.36,PLN
2016-12-30,59.17,PLN
2017-01-02,58.91,PLN
2017-01-03,60.08,PLN
2017-01-04,60.15,PLN
2017-01-05,60.64,PLN
2017-01-09,60.08,PLN
2017-01-10,60.42,PLN
2017-01-11,60.10,PLN
2017-01-12,61.23,PLN
2017-01-13,60.85,PLN
2017-01-16,60.62,PLN
2017-01-17,61.20,PLN
2017-01-18,60.96,PLN
2017-01-19,60.78,PLN
2017-01-20,61.59,PLN
2017-01-23,62.91,PLN
2017-01-24,63.32,PLN
2017-01-25,63.32,PLN
2017-01-26,63.09,PLN
2017-01-27,63.50,PLN
2017-01-30,62.92,PLN
2017-01-31,62.74,PLN
2017-02-01,62.85,PLN
2017-02-02,63.15,PLN
2017-02-03,63.56,PLN
2017-02-06,63.03,PLN
2017-02-07,63.04,PLN
2017-02-08,63.68,PLN
2017-02-09,63.84,PLN
2017-02-10,64.83,PLN
2017-02-13,65.07,PLN
2017-02-14,64.69,PLN
2017-02-15,65.79,PLN
2017-02-16,65.68,PLN
2017-02-17,64.91,PLN
2017-02-20,65.71,PLN
2017-02-21,65.99,PLN
2017-02-22,66.32,PLN
2017-02-23,65.99,PLN
2017-02-24,65.11,PLN
2017-02-27,65.10,PLN
2017-02-28,65.09,PLN
2017-03-01,64.82,PLN
2017-03-02,63.83,PLN
2017-03-03,64.56,PLN
2017-03-06,64.75,PLN
2017-03-07,64.32,PLN
2017-03-08,63.52,PLN
2017-03-09,62.91,PLN
2017-03-10,63.13,PLN
2017-03-13,63.64,PLN
2017-03-14,62.77,PLN
2017-03-15,63.97,PLN
2017-03-16,64.84,PLN
2017-03-17,64.41,PLN
2017-03-20,65.04,PLN
2017-03-21,63.92,PLN
2017-03-22,64.32,PLN
2017-03-23,63.87,PLN
2017-03-24,64.58,PLN
2017-03-27,64.78,PLN
2017-03-28,65.02,PLN
2017-03-29,65.71,PLN
2017-03-30,65.50,PLN
2017-03-31,64.34,PLN
2017-04-03,65.30,PLN
2017-04-04,65.60,PLN
2017-04-05,65.46,PLN
2017-04-06,64.83,PLN
2017-04-07,65.03,PLN
2017-04-10,64.77,PLN
2017-04-11,64.48,PLN
2017-04-12,64.12,PLN
2017-04-13,63.83,PLN
2017-04-18,64.86,PLN
2017-04-19,63.70,PLN
2017-04-20,64.08,PLN
2017-04-21,64.01,PLN
2017-04-24,64.82,PLN
2017-04-25,64.79,PLN
2017-04-26,63.99,PLN
2017-04-27,63.59,PLN
2017-04-28,63.86,PLN
2017-05-02,65.07,PLN
2017-05-04,63.38,PLN
2017-05-05,64.08,PLN
2017-05-08,63.76,PLN
2017-05-09,64.49,PLN
2017-05-10,65.47,PLN
2017-05-11,65.57,PLN
2017-05-12,66.45,PLN
2017-05-15,67.12,PLN
2017-05-16,67.49,PLN
2017-05-17,66.30,PLN
2017-05-18,61.17,PLN
2017-05-19,62.53,PLN
2017-05-22,62.47,PLN
2017-05-23,63.08,PLN
2017-05-24,63.59,PLN
2017-05-25,63.20,PLN
2017-05-26,63.84,PLN
2017-05-29,63.49,PLN
2017-05-30,63.35,PLN
2017-05-31,62.70,PLN
2017-06-01,62.90,PLN
2017-06-02,62.93,PLN
2017-06-05,62.86,PLN
2017-06-06,63.07,PLN
2017-06-07,63.39,PLN
2017-06-08,63.03,PLN
2017-06-09,63.03,PLN
2017-06-12,62.84,PLN
2017-06-13,62.72,PLN
2017-06-14,63.15,PLN
2017-06-16,62.85,PLN
2017-06-19,63.28,PLN
2017-06-20,62.11,PLN
2017-06-21,61.65,PLN
2017-06-22,61.86,PLN
2017-06-23,62.11,PLN
2017-06-26,62.85,PLN
2017-06-27,62.39,PLN
2017-06-28,62.96,PLN
2017-06-29,63.03,PLN
2017-06-30,63.19,PLN
2017-07-03,63.49,PLN
2017-07-04,63.56,PLN
2017-07-05,63.28,PLN
2017-07-06,62.83,PLN
2017-07-07,63.07,PLN
2017-07-10,64.09,PLN
2017-07-11,64.60,PLN
2017-07-12,65.80,PLN
2017-07-13,66.30,PLN
2017-07-14,66.84,PLN
2017-07-17,66.94,PLN
2017-07-18,66.99,PLN
2017-07-19,66.99,PLN
2017-07-20,67.09,PLN
2017-07-21,67.11,PLN
2017-07-24,66.87,PLN
2017-07-25,67.01,PLN
2017-07-26,66.71,PLN
2017-07-27,67.05,PLN
2017-07-28,67.19,PLN
2017-07-31,67.31,PLN
2017-08-01,67.88,PLN
2017-08-02,67.59,PLN
2017-08-03,67.62,PLN
2017-08-04,67.54,PLN
2017-08-07,67.85,PLN
2017-08-08,68.05,PLN
2017-08-09,67.72,PLN
2017-08-10,66.89,PLN
2017-08-11,67.20,PLN
2017-08-14,67.92,PLN
2017-08-16,68.70,PLN
2017-08-17,68.24,PLN
2017-08-18,68.62,PLN
2017-08-21,69.33,PLN
2017-08-22,69.97,PLN
2017-08-23,70.14,PLN
2017-08-24,70.86,PLN
2017-08-25,70.74,PLN
2017-08-28,70.33,PLN
2017-08-29,70.46,PLN
2017-08-30,70.39,PLN
2017-08-31,70.60,PLN
2017-09-01,71.50,PLN
2017-09-04,71.30,PLN
2017-09-05,71.13,PLN
2017-09-06,72.04,PLN
2017-09-07,72.24,PLN
2017-09-08,71.89,PLN
2017-09-11,72.87,PLN
2017-09-12,72.63,PLN
2017-09-13,72.52,PLN
2017-09-14,72.59,PLN
2017-09-15,73.26,PLN
2017-09-18,73.27,PLN
2017-09-19,73.06,PLN
2017-09-20,73.43,PLN
2017-09-21,72.95,PLN
2017-09-22,72.90,PLN
2017-09-25,72.04,PLN
2017-09-26,71.51,PLN
2017-09-27,70.84,PLN
2017-09-28,70.73,PLN
2017-09-29,71.48,PLN
2017-10-02,71.89,PLN
2017-10-03,73.29,PLN
2017-10-04,73.50,PLN
2017-10-05,73.54,PLN
2017-10-06,72.23,PLN
2017-10-09,71.78,PLN
2017-10-10,72.58,PLN
2017-10-11,72.05,PLN
2017-10-12,72.05,PLN
2017-10-13,71.74,PLN
2017-10-16,71.27,PLN
2017-10-17,70.88,PLN
2017-10-18,71.26,PLN
2017-10-19,71.03,PLN
2017-10-20,70.54,PLN
2017-10-23,69.58,PLN
2017-10-24,69.32,PLN
2017-10-25,69.18,PLN
2017-10-26,68.48,PLN
2017-10-27,68.80,PLN
2017-10-30,68.27,PLN
2017-10-31,67.79,PLN
2017-11-02,67.59,PLN
2017-11-03,67.06,PLN
2017-11-06,68.21,PLN
2017-11-07,67.39,PLN
2017-11-08,68.44,PLN
2017-11-09,67.56,PLN
2017-11-10,66.72,PLN
2017-11-13,66.58,PLN
2017-11-14,65.55,PLN
2017-11-15,65.55,PLN
2017-11-16,66.39,PLN
2017-11-17,67.54,PLN
2017-11-20,67.53,PLN
2017-11-21,68.30,PLN
2017-11-22,68.36,PLN
2017-11-23,68.53,PLN
2017-11-24,68.31,PLN
2017-11-27,68.07,PLN
2017-11-28,68.00,PLN
2017-11-29,67.44,PLN
2017-11-30,65.94,PLN
2017-12-01,66.28,PLN
2017-12-04,66.60,PLN
2017-12-05,66.36,PLN
2017-12-06,66.38,PLN
2017-12-07,65.12,PLN
2017-12-08,65.37,PLN
2017-12-11,65.67,PLN
2017-12-12,65.71,PLN
2017-12-13,65.89,PLN
2017-12-14,65.27,PLN
2017-12-15,65.53,PLN
2017-12-18,67.04,PLN
2017-12-19,66.34,PLN
2017-12-20,66.61,PLN
2017-12-21,67.24,PLN
2017-12-22,67.03,PLN
2017-12-27,67.58,PLN
2017-12-28,67.88,PLN
2017-12-29,68.06,PLN
2018-01-03,69.92,PLN
2018-01-04,70.79,PLN
2018-01-05,71.14,PLN
2018-01-08,71.14,PLN
2018-01-09,70.79,PLN
2018-01-10,70.34,PLN
2018-01-11,70.84,PLN
2018-01-12,71.42,PLN
2018-01-15,72.01,PLN
2018-01-16,71.69,PLN
2018-01-17,72.69,PLN
2018-01-18,72.87,PLN
2018-01-19,72.90,PLN
2018-01-22,73.19,PLN
2018-01-23,72.48,PLN
2018-01-24,74.92,PLN
2018-01-25,74.91,PLN
2018-01-26,76.10,PLN
2018-01-29,75.08,PLN
2018-01-30,74.57,PLN
2018-01-31,74.99,PLN
2018-02-01,75.61,PLN
2018-02-02,73.94,PLN
2018-02-05,72.33,PLN
2018-02-06,72.68,PLN
2018-02-07,72.11,PLN
2018-02-08,70.58,PLN
2018-02-09,70.13,PLN
2018-02-12,70.12,PLN
2018-02-13,70.12,PLN
2018-02-14,72.39,PLN
2018-02-15,73.31,PLN
2018-02-16,73.44,PLN
2018-02-19,73.43,PLN
2018-02-20,73.45,PLN
2018-02-21,73.42,PLN
2018-02-22,73.80,PLN
2018-02-23,74.27,PLN
2018-02-26,74.22,PLN
2018-02-27,73.45,PLN
2018-02-28,72.10,PLN
2018-03-01,71.86,PLN
2018-03-02,72.07,PLN
2018-03-05,72.68,PLN
2018-03-06,73.02,PLN
2018-03-07,72.48,PLN
2018-03-08,71.95,PLN
2018-03-09,73.10,PLN
2018-03-12,73.08,PLN
2018-03-13,72.74,PLN
2018-03-14,72.42,PLN
2018-03-15,71.27,PLN
2018-03-16,71.02,PLN
2018-03-19,70.47,PLN
2018-03-20,70.41,PLN
2018-03-21,71.46,PLN
2018-03-22,70.78,PLN
2018-03-23,70.24,PLN
2018-03-26,70.92,PLN
2018-03-27,70.16,PLN
2018-03-28,70.13,PLN
2018-03-29,71.20,PLN
2018-04-03,71.17,PLN
2018-04-04,70.78,PLN
2018-04-05,71.81,PLN
2018-04-06,70.97,PLN
2018-04-09,70.39,PLN
2018-04-10,70.93,PLN
2018-04-11,71.51,PLN
2018-04-12,71.57,PLN
2018-04-13,71.03,PLN
2018-04-16,70.27,PLN
2018-04-17,71.26,PLN
2018-04-18,72.26,PLN
2018-04-19,71.65,PLN
2018-04-20,70.89,PLN
2018-04-23,70.34,PLN
2018-04-24,69.83,PLN
2018-04-25,68.92,PLN
2018-04-26,69.57,PLN
2018-04-27,70.31,PLN
2018-04-30,69.75,PLN
2018-05-02,67.85,PLN
2018-05-04,66.59,PLN
2018-05-07,65.87,PLN
2018-05-08,65.08,PLN
2018-05-09,65.39,PLN
2018-05-10,66.76,PLN
2018-05-11,66.16,PLN
2018-05-14,65.46,PLN
2018-05-15,64.74,PLN
2018-05-16,65.39,PLN
2018-05-17,64.11,PLN
2018-05-18,63.14,PLN
2018-05-21,63.01,PLN
2018-05-22,63.93,PLN
2018-05-23,63.28,PLN
2018-05-24,62.68,PLN
2018-05-25,62.22,PLN
2018-05-28,60.59,PLN
2018-05-29,60.23,PLN
2018-05-30,60.58,PLN
2018-06-01,60.40,PLN
2018-06-04,60.88,PLN
2018-06-05,59.46,PLN
2018-06-06,59.25,PLN
2018-06-07,58.24,PLN
2018-06-08,58.61,PLN
2018-06-11,59.05,PLN
2018-06-12,58.90,PLN
2018-06-13,58.81,PLN
2018-06-14,58.11,PLN
2018-06-15,57.03,PLN
2018-06-18,56.80,PLN
2018-06-19,57.29,PLN
2018-06-20,57.72,PLN
2018-06-21,56.55,PLN
2018-06-22,57.23,PLN
2018-06-25,57.09,PLN
2018-06-26,57.50,PLN
2018-06-27,56.43,PLN
2018-06-28,56.97,PLN
2018-06-29,57.84,PLN
2018-07-02,56.56,PLN
2018-07-03,57.84,PLN
2018-07-04,58.12,PLN
2018-07-05,58.84,PLN
2018-07-06,59.21,PLN
2018-07-09,59.75,PLN
2018-07-10,59.77,PLN
2018-07-11,59.46,PLN
2018-07-12,59.95,PLN
2018-07-13,60.05,PLN
2018-07-16,60.19,PLN
2018-07-17,60.80,PLN
2018-07-18,60.58,PLN
2018-07-19,60.36,PLN
2018-07-20,61.82,PLN
2018-07-23,61.38,PLN
2018-07-24,62.59,PLN
2018-07-25,63.21,PLN
2018-07-26,62.60,PLN
2018-07-27,62.88,PLN
2018-07-30,62.97,PLN
2018-07-31,62.27,PLN
2018-08-01,62.28,PLN
2018-08-02,61.92,PLN
2018-08-03,63.28,PLN
2018-08-06,62.99,PLN
2018-08-07,63.08,PLN
2018-08-08,62.03,PLN
2018-08-09,61.08,PLN
2018-08-10,59.20,PLN
2018-08-13,58.98,PLN
2018-08-14,59.74,PLN
2018-08-16,58.38,PLN
2018-08-17,57.69,PLN
2018-08-20,57.88,PLN
2018-08-21,57.38,PLN
2018-08-22,57.76,PLN
2018-08-23,56.96,PLN
2018-08-24,57.18,PLN
2018-08-27,58.44,PLN
2018-08-28,57.39,PLN
2018-08-29,57.31,PLN
2018-08-30,55.66,PLN
2018-08-31,56.23,PLN
2018-09-03,55.88,PLN
2018-09-04,54.59,PLN
2018-09-05,54.56,PLN
2018-09-06,55.31,PLN
2018-09-07,56.17,PLN
2018-09-10,55.86,PLN
2018-09-11,54.63,PLN
2018-09-12,55.40,PLN
2018-09-13,55.36,PLN
2018-09-14,55.63,PLN
2018-09-17,56.40,PLN
2018-09-18,57.20,PLN
2018-09-19,57.28,PLN
2018-09-20,57.61,PLN
2018-09-21,58.34,PLN
2018-09-24,57.85,PLN
2018-09-25,57.50,PLN
2018-09-26,58.04,PLN
2018-09-27,59.30,PLN
2018-09-28,59.02,PLN
2018-10-01,58.72,PLN
2018-10-02,60.22,PLN
2018-10-03,61.99,PLN
2018-10-04,60.85,PLN
2018-10-05,60.78,PLN
2018-10-08,63.42,PLN
2018-10-09,63.48,PLN
2018-10-10,62.04,PLN
2018-10-11,61.38,PLN
2018-10-12,61.38,PLN
2018-10-15,62.08,PLN
2018-10-16,63.66,PLN
2018-10-17,63.65,PLN
2018-10-18,62.17,PLN
2018-10-19,62.35,PLN
2018-10-22,62.97,PLN
2018-10-23,62.38,PLN
2018-10-24,61.12,PLN
2018-10-25,62.06,PLN
2018-10-26,62.70,PLN
2018-10-29,61.01,PLN
2018-10-30,61.68,PLN
2018-10-31,61.95,PLN
2018-11-02,63.45,PLN
2018-11-05,64.74,PLN
2018-11-06,63.67,PLN
2018-11-07,63.50,PLN
2018-11-08,61.35,PLN
2018-11-09,61.20,PLN
2018-11-13,59.90,PLN
2018-11-14,60.60,PLN
2018-11-15,60.60,PLN
2018-11-16,62.45,PLN
2018-11-19,62.20,PLN
2018-11-20,62.20,PLN
2018-11-21,61.23,PLN
2018-11-22,61.06,PLN
2018-11-23,60.87,PLN
2018-11-26,61.14,PLN
2018-11-27,61.31,PLN
2018-11-28,62.54,PLN
2018-11-29,62.35,PLN
2018-11-30,62.62,PLN
2018-12-03,62.92,PLN
2018-12-04,61.73,PLN
2018-12-05,61.47,PLN
2018-12-06,60.35,PLN
2018-12-07,59.53,PLN
2018-12-10,59.01,PLN
2018-12-11,59.52,PLN
2018-12-12,60.03,PLN
2018-12-13,60.12,PLN
2018-12-14,59.38,PLN
2018-12-17,58.32,PLN
2018-12-18,58.22,PLN
2018-12-19,58.14,PLN
2018-12-20,57.26,PLN
2018-12-21,56.53,PLN
2018-12-27,56.96,PLN
2018-12-28,57.15,PLN
2019-01-02,57.42,PLN
2019-01-03,56.07,PLN
2019-01-04,57.57,PLN
2019-01-07,57.43,PLN
2019-01-08,57.98,PLN
2019-01-09,58.48,PLN
2019-01-10,58.86,PLN
2019-01-11,58.93,PLN
2019-01-14,58.38,PLN
2019-01-15,59.30,PLN
2019-01-16,59.78,PLN
2019-01-17,59.96,PLN
2019-01-18,60.63,PLN
2019-01-21,60.48,PLN
2019-01-22,60.04,PLN
2019-01-23,59.95,PLN
2019-01-24,60.10,PLN
2019-01-25,60.41,PLN
2019-01-28,59.83,PLN
2019-01-29,60.03,PLN
2019-01-30,60.59,PLN
2019-01-31,60.87,PLN
2019-02-01,61.10,PLN
2019-02-04,61.44,PLN
2019-02-05,62.09,PLN
2019-02-06,62.19,PLN
2019-02-07,61.73,PLN
2019-02-08,61.72,PLN
2019-02-11,62.18,PLN
2019-02-12,62.62,PLN
2019-02-13,63.12,PLN
2019-02-14,63.53,PLN
2019-02-15,63.91,PLN
2019-02-18,64.04,PLN
2019-02-19,63.65,PLN
2019-02-20,63.82,PLN
2019-02-21,63.76,PLN
2019-02-22,64.17,PLN
2019-02-25,64.46,PLN
2019-02-26,64.45,PLN
2019-02-27,64.31,PLN
2019-02-28,64.00,PLN
2019-03-01,64.34,PLN
2019-03-04,64.39,PLN
2019-03-05,64.52,PLN
2019-03-06,64.51,PLN
2019-03-07,64.46,PLN
2019-03-08,64.25,PLN
2019-03-11,65.31,PLN
2019-03-12,65.26,PLN
2019-03-13,65.45,PLN
2019-03-14,65.68,PLN
2019-03-15,65.61,PLN
2019-03-18,65.70,PLN
2019-03-19,66.07,PLN
2019-03-20,65.78,PLN
2019-03-21,66.25,PLN
2019-03-22,65.40,PLN
2019-03-25,65.02,PLN
2019-03-26,65.51,PLN
2019-03-27,65.17,PLN
2019-03-28,65.79,PLN
2019-03-29,66.21,PLN
2019-04-01,66.63,PLN
2019-04-02,67.04,PLN
2019-04-03,67.26,PLN
2019-04-04,67.01,PLN
2019-04-05,67.23,PLN
2019-04-08,66.99,PLN
2019-04-09,66.70,PLN
2019-04-10,67.06,PLN
2019-04-11,66.83,PLN
2019-04-12,66.53,PLN
2019-04-15,66.79,PLN
2019-04-16,66.67,PLN
2019-04-17,66.20,PLN
2019-04-18,66.38,PLN
2019-04-23,66.97,PLN
2019-04-24,67.02,PLN
2019-04-25,67.23,PLN
2019-04-26,67.65,PLN
2019-04-29,67.80,PLN
2019-04-30,67.62,PLN
2019-05-02,67.37,PLN
2019-05-06,67.37,PLN
2019-05-07,67.07,PLN
2019-05-08,66.76,PLN
2019-05-09,65.97,PLN
2019-05-10,66.27,PLN
2019-05-13,64.90,PLN
2019-05-14,65.40,PLN
2019-05-15,65.66,PLN
2019-05-16,66.32,PLN
2019-05-17,66.13,PLN
2019-05-20,66.06,PLN
2019-05-21,66.44,PLN
2019-05-22,66.76,PLN
2019-05-23,65.98,PLN
2019-05-24,66.40,PLN
2019-05-27,66.39,PLN
2019-05-28,66.92,PLN
2019-05-29,66.15,PLN
2019-05-30,66.24,PLN
2019-05-31,65.97,PLN
2019-06-03,65.57,PLN
2019-06-04,66.07,PLN
2019-06-05,66.22,PLN
2019-06-06,66.41,PLN
2019-06-07,66.56,PLN
2019-06-10,66.85,PLN
2019-06-11,67.06,PLN
2019-06-12,67.07,PLN
2019-06-13,67.26,PLN
2019-06-14,67.05,PLN
2019-06-17,66.96,PLN
2019-06-18,67.79,PLN
2019-06-19,68.21,PLN
2019-06-21,68.21,PLN
2019-06-24,67.82,PLN
2019-06-25,67.27,PLN
2019-06-26,67.12,PLN
2019-06-27,67.49,PLN
2019-06-28,67.69,PLN
2019-07-01,68.39,PLN
2019-07-02,68.90,PLN
2019-07-03,69.36,PLN
2019-07-04,69.38,PLN
2019-07-05,69.44,PLN
2019-07-08,69.08,PLN
2019-07-09,68.93,PLN
2019-07-10,68.90,PLN
2019-07-11,69.10,PLN
2019-07-12,69.35,PLN
2019-07-15,69.33,PLN
2019-07-16,69.29,PLN
2019-07-17,69.25,PLN
2019-07-18,69.10,PLN
2019-07-19,68.99,PLN
2019-07-22,68.91,PLN
2019-07-23,69.41,PLN
2019-07-24,69.52,PLN
2019-07-25,69.24,PLN
2019-07-26,69.82,PLN
2019-07-29,69.85,PLN
2019-07-30,69.17,PLN
2019-07-31,68.66,PLN
2019-08-01,68.81,PLN
2019-08-02,67.87,PLN
2019-08-05,65.68,PLN
2019-08-06,66.36,PLN
2019-08-07,66.67,PLN
2019-08-08,67.71,PLN
2019-08-09,67.70,PLN
2019-08-12,67.16,PLN
2019-08-13,67.60,PLN
2019-08-14,66.39,PLN
2019-08-16,67.80,PLN
2019-08-19,68.07,PLN
2019-08-20,67.78,PLN
2019-08-21,67.96,PLN
2019-08-22,67.40,PLN
2019-08-23,66.63,PLN
2019-08-26,66.80,PLN
2019-08-27,66.93,PLN
2019-08-28,66.97,PLN
2019-08-29,67.37,PLN
2019-08-30,68.08,PLN
2019-09-02,68.26,PLN
2019-09-03,67.67,PLN
2019-09-04,68.29,PLN
2019-09-05,68.73,PLN
2019-09-06,68.71,PLN
2019-09-09,67.81,PLN
2019-09-10,67.45,PLN
2019-09-11,68.29,PLN
2019-09-12,68.18,PLN
2019-09-13,68.35,PLN
2019-09-16,68.70,PLN
2019-09-17,68.71,PLN
2019-09-18,68.64,PLN
2019-09-19,69.00,PLN
2019-09-20,69.28,PLN
2019-09-23,69.34,PLN
2019-09-24,68.99,PLN
2019-09-25,68.83,PLN
2019-09-26,69.00,PLN
2019-09-27,68.46,PLN
2019-09-30,68.75,PLN
2019-10-01,68.00,PLN
2019-10-02,66.84,PLN
2019-10-03,67.14,PLN
2019-10-04,67.93,PLN
2019-10-07,67.85,PLN
2019-10-08,67.03,PLN
2019-10-09,67.28,PLN
2019-10-10,67.21,PLN
2019-10-11,68.36,PLN
2019-10-14,68.21,PLN
