Data,Wartość dla NN (L) Globalny Odpowiedzialnego Inwestowania (A),Waluta
2009-11-23,100.00,PLN
2009-11-24,100.00,PLN
2009-11-25,100.93,PLN
2009-11-26,98.70,PLN
2009-11-27,99.04,PLN
2009-11-30,99.26,PLN
2009-12-01,101.97,PLN
2009-12-02,102.83,PLN
2009-12-03,102.68,PLN
2009-12-04,102.12,PLN
2009-12-07,102.26,PLN
2009-12-08,100.06,PLN
2009-12-09,99.82,PLN
2009-12-10,100.41,PLN
2009-12-11,100.98,PLN
2009-12-14,101.43,PLN
2009-12-15,101.19,PLN
2009-12-16,100.97,PLN
2009-12-17,98.93,PLN
2009-12-18,98.47,PLN
2009-12-21,98.54,PLN
2009-12-22,99.63,PLN
2009-12-23,99.62,PLN
2009-12-28,102.07,PLN
2009-12-29,102.37,PLN
2009-12-30,102.57,PLN
2009-12-31,102.67,PLN
2010-01-04,105.14,PLN
2010-01-05,105.53,PLN
2010-01-06,106.08,PLN
2010-01-07,105.87,PLN
2010-01-08,105.97,PLN
2010-01-11,106.16,PLN
2010-01-12,105.36,PLN
2010-01-13,105.40,PLN
2010-01-14,103.99,PLN
2010-01-15,102.89,PLN
2010-01-18,103.54,PLN
2010-01-19,103.53,PLN
2010-01-20,101.53,PLN
2010-01-21,98.55,PLN
2010-01-22,97.11,PLN
2010-01-25,96.82,PLN
2010-01-26,95.53,PLN
2010-01-27,94.46,PLN
2010-01-28,94.74,PLN
2010-01-29,94.16,PLN
2010-02-01,95.44,PLN
2010-02-02,97.89,PLN
2010-02-03,97.70,PLN
2010-02-04,92.29,PLN
2010-02-05,91.41,PLN
2010-02-08,91.82,PLN
2010-02-09,94.28,PLN
2010-02-10,94.67,PLN
2010-02-11,95.92,PLN
2010-02-12,95.59,PLN
2010-02-15,95.88,PLN
2010-02-16,96.41,PLN
2010-02-17,97.32,PLN
2010-02-18,98.73,PLN
2010-02-19,98.83,PLN
2010-02-22,98.24,PLN
2010-02-23,96.07,PLN
2010-02-24,96.04,PLN
2010-02-25,95.63,PLN
2010-02-26,97.12,PLN
2010-03-01,98.36,PLN
2010-03-02,99.83,PLN
2010-03-03,99.96,PLN
2010-03-04,99.09,PLN
2010-03-05,100.86,PLN
2010-03-08,100.64,PLN
2010-03-09,101.54,PLN
2010-03-10,103.06,PLN
2010-03-11,103.18,PLN
2010-03-12,102.91,PLN
2010-03-15,102.56,PLN
2010-03-16,103.75,PLN
2010-03-17,103.57,PLN
2010-03-18,102.61,PLN
2010-03-19,101.41,PLN
2010-03-22,101.51,PLN
2010-03-23,102.97,PLN
2010-03-24,101.85,PLN
2010-03-25,101.01,PLN
2010-03-26,100.63,PLN
2010-03-29,102.43,PLN
2010-03-30,103.09,PLN
2010-03-31,103.73,PLN
2010-04-01,103.72,PLN
2010-04-06,106.21,PLN
2010-04-07,105.24,PLN
2010-04-08,105.39,PLN
2010-04-09,105.94,PLN
2010-04-12,105.71,PLN
2010-04-13,105.39,PLN
2010-04-14,106.84,PLN
2010-04-15,106.63,PLN
2010-04-16,104.47,PLN
2010-04-19,103.72,PLN
2010-04-20,104.54,PLN
2010-04-21,104.38,PLN
2010-04-22,103.92,PLN
2010-04-23,104.55,PLN
2010-04-26,104.62,PLN
2010-04-27,101.04,PLN
2010-04-28,100.89,PLN
2010-04-29,103.53,PLN
2010-04-30,103.30,PLN
2010-05-04,98.91,PLN
2010-05-05,96.70,PLN
2010-05-06,94.54,PLN
2010-05-07,92.28,PLN
2010-05-10,98.07,PLN
2010-05-11,97.38,PLN
2010-05-12,97.38,PLN
2010-05-13,98.72,PLN
2010-05-14,95.05,PLN
2010-05-17,93.74,PLN
2010-05-18,92.24,PLN
2010-05-19,89.10,PLN
2010-05-20,85.05,PLN
2010-05-21,85.04,PLN
2010-05-24,88.12,PLN
2010-05-25,86.46,PLN
2010-05-26,89.23,PLN
2010-05-27,92.44,PLN
2010-05-28,92.23,PLN
2010-05-31,93.89,PLN
2010-06-01,92.09,PLN
2010-06-02,93.25,PLN
2010-06-04,91.03,PLN
2010-06-07,89.64,PLN
2010-06-08,90.73,PLN
2010-06-09,91.67,PLN
2010-06-10,94.47,PLN
2010-06-11,95.58,PLN
2010-06-14,95.56,PLN
2010-06-15,97.25,PLN
2010-06-16,97.89,PLN
2010-06-17,97.89,PLN
2010-06-18,98.23,PLN
2010-06-21,99.35,PLN
2010-06-22,99.34,PLN
2010-06-23,98.55,PLN
2010-06-24,96.36,PLN
2010-06-25,97.66,PLN
2010-06-28,97.50,PLN
2010-06-29,93.60,PLN
2010-06-30,92.32,PLN
2010-07-01,92.71,PLN
2010-07-02,94.14,PLN
2010-07-05,93.41,PLN
2010-07-06,95.37,PLN
2010-07-07,96.94,PLN
2010-07-08,97.39,PLN
2010-07-09,97.91,PLN
2010-07-12,97.04,PLN
2010-07-13,98.43,PLN
2010-07-14,98.19,PLN
2010-07-15,97.62,PLN
2010-07-16,95.46,PLN
2010-07-19,96.13,PLN
2010-07-20,97.79,PLN
2010-07-21,98.04,PLN
2010-07-22,100.57,PLN
2010-07-23,101.28,PLN
2010-07-26,101.12,PLN
2010-07-27,101.13,PLN
2010-07-28,101.50,PLN
2010-07-29,101.38,PLN
2010-07-30,102.23,PLN
2010-08-02,104.20,PLN
2010-08-03,102.90,PLN
2010-08-04,103.35,PLN
2010-08-05,103.70,PLN
2010-08-06,103.18,PLN
2010-08-09,103.49,PLN
2010-08-10,102.10,PLN
2010-08-11,99.32,PLN
2010-08-12,99.57,PLN
2010-08-13,99.84,PLN
2010-08-16,100.86,PLN
2010-08-17,102.51,PLN
2010-08-18,102.40,PLN
2010-08-19,101.10,PLN
2010-08-20,100.91,PLN
2010-08-23,99.92,PLN
2010-08-24,98.34,PLN
2010-08-25,97.79,PLN
2010-08-26,97.33,PLN
2010-08-27,99.19,PLN
2010-08-30,97.88,PLN
2010-08-31,99.16,PLN
2010-09-01,102.45,PLN
2010-09-02,102.48,PLN
2010-09-03,102.92,PLN
2010-09-06,103.42,PLN
2010-09-07,102.56,PLN
2010-09-08,102.63,PLN
2010-09-09,102.78,PLN
2010-09-10,103.12,PLN
2010-09-13,104.69,PLN
2010-09-14,105.17,PLN
2010-09-15,105.43,PLN
2010-09-16,104.86,PLN
2010-09-17,104.26,PLN
2010-09-20,105.71,PLN
2010-09-21,104.73,PLN
2010-09-22,105.79,PLN
2010-09-23,106.00,PLN
2010-09-24,106.45,PLN
2010-09-27,107.17,PLN
2010-09-28,107.88,PLN
2010-09-29,108.43,PLN
2010-09-30,109.67,PLN
2010-10-01,111.37,PLN
2010-10-04,111.63,PLN
2010-10-05,112.94,PLN
2010-10-06,112.67,PLN
2010-10-07,112.20,PLN
2010-10-08,113.56,PLN
2010-10-11,114.42,PLN
2010-10-12,114.19,PLN
2010-10-13,115.94,PLN
2010-10-14,115.57,PLN
2010-10-15,115.48,PLN
2010-10-18,115.62,PLN
2010-10-19,111.89,PLN
2010-10-20,113.68,PLN
2010-10-21,112.74,PLN
2010-10-22,112.49,PLN
2010-10-25,112.84,PLN
2010-10-26,113.58,PLN
2010-10-27,112.14,PLN
2010-10-28,112.27,PLN
2010-10-29,113.65,PLN
2010-11-02,115.46,PLN
2010-11-03,116.00,PLN
2010-11-04,118.74,PLN
2010-11-05,118.37,PLN
2010-11-08,117.78,PLN
2010-11-09,116.18,PLN
2010-11-10,115.37,PLN
2010-11-12,113.36,PLN
2010-11-15,112.99,PLN
2010-11-16,110.70,PLN
2010-11-17,111.70,PLN
2010-11-18,114.46,PLN
2010-11-19,114.52,PLN
2010-11-22,113.41,PLN
2010-11-23,110.32,PLN
2010-11-24,113.03,PLN
2010-11-25,112.95,PLN
2010-11-26,111.24,PLN
2010-11-29,110.43,PLN
2010-11-30,110.79,PLN
2010-12-01,113.22,PLN
2010-12-02,114.02,PLN
2010-12-03,114.30,PLN
2010-12-06,114.39,PLN
2010-12-07,114.39,PLN
2010-12-08,112.71,PLN
2010-12-09,111.75,PLN
2010-12-10,111.50,PLN
2010-12-13,113.34,PLN
2010-12-14,113.53,PLN
2010-12-15,112.34,PLN
2010-12-16,111.32,PLN
2010-12-17,112.22,PLN
2010-12-20,111.50,PLN
2010-12-21,112.99,PLN
2010-12-22,113.81,PLN
2010-12-23,113.52,PLN
2010-12-27,112.95,PLN
2010-12-28,113.44,PLN
2010-12-29,114.85,PLN
2010-12-30,116.32,PLN
2010-12-31,116.86,PLN
2011-01-03,117.95,PLN
2011-01-04,117.43,PLN
2011-01-05,118.19,PLN
2011-01-07,116.09,PLN
2011-01-10,115.32,PLN
2011-01-11,116.09,PLN
2011-01-12,118.21,PLN
2011-01-13,117.27,PLN
2011-01-14,116.72,PLN
2011-01-17,116.26,PLN
2011-01-18,117.01,PLN
2011-01-19,116.00,PLN
2011-01-20,114.36,PLN
2011-01-21,114.43,PLN
2011-01-24,114.98,PLN
2011-01-25,114.46,PLN
2011-01-26,114.28,PLN
2011-01-27,112.96,PLN
2011-01-28,110.69,PLN
2011-01-31,110.94,PLN
2011-02-01,113.53,PLN
2011-02-02,112.23,PLN
2011-02-03,111.67,PLN
2011-02-04,109.70,PLN
2011-02-07,109.47,PLN
2011-02-08,110.46,PLN
2011-02-09,108.72,PLN
2011-02-10,108.19,PLN
2011-02-11,110.18,PLN
2011-02-14,111.07,PLN
2011-02-15,111.06,PLN
2011-02-16,112.20,PLN
2011-02-17,112.89,PLN
2011-02-18,113.11,PLN
2011-02-21,112.26,PLN
2011-02-22,110.47,PLN
2011-02-23,110.25,PLN
2011-02-24,110.60,PLN
2011-02-25,111.29,PLN
2011-02-28,112.48,PLN
2011-03-01,111.08,PLN
2011-03-02,112.30,PLN
2011-03-03,113.86,PLN
2011-03-04,113.96,PLN
2011-03-07,113.02,PLN
2011-03-08,112.88,PLN
2011-03-09,112.02,PLN
2011-03-10,109.56,PLN
2011-03-11,110.07,PLN
2011-03-14,110.28,PLN
2011-03-15,109.55,PLN
2011-03-16,108.07,PLN
2011-03-17,108.33,PLN
2011-03-18,109.20,PLN
2011-03-21,109.85,PLN
2011-03-22,111.21,PLN
2011-03-23,111.78,PLN
2011-03-24,112.23,PLN
2011-03-25,112.11,PLN
2011-03-28,111.35,PLN
2011-03-29,111.88,PLN
2011-03-30,113.85,PLN
2011-03-31,115.66,PLN
2011-04-01,116.96,PLN
2011-04-04,117.21,PLN
2011-04-05,117.68,PLN
2011-04-06,117.73,PLN
2011-04-07,117.56,PLN
2011-04-08,117.86,PLN
2011-04-11,117.25,PLN
2011-04-12,114.93,PLN
2011-04-13,114.49,PLN
2011-04-14,114.13,PLN
2011-04-15,115.23,PLN
2011-04-18,111.98,PLN
2011-04-19,113.50,PLN
2011-04-20,115.94,PLN
2011-04-21,115.93,PLN
2011-04-26,117.28,PLN
2011-04-27,115.50,PLN
2011-04-28,114.49,PLN
2011-04-29,116.22,PLN
2011-05-02,114.68,PLN
2011-05-04,110.02,PLN
2011-05-05,108.54,PLN
2011-05-06,110.66,PLN
2011-05-09,109.88,PLN
2011-05-10,112.35,PLN
2011-05-11,109.66,PLN
2011-05-12,108.96,PLN
2011-05-13,106.98,PLN
2011-05-16,107.34,PLN
2011-05-17,107.38,PLN
2011-05-18,108.31,PLN
2011-05-19,106.69,PLN
2011-05-20,107.31,PLN
2011-05-23,105.50,PLN
2011-05-24,108.13,PLN
2011-05-25,108.16,PLN
2011-05-26,109.83,PLN
2011-05-27,111.54,PLN
2011-05-30,111.43,PLN
2011-05-31,111.87,PLN
2011-06-01,110.97,PLN
2011-06-02,110.97,PLN
2011-06-03,111.34,PLN
2011-06-06,108.58,PLN
2011-06-07,109.52,PLN
2011-06-08,108.67,PLN
2011-06-09,109.89,PLN
2011-06-10,107.31,PLN
2011-06-13,107.30,PLN
2011-06-14,107.95,PLN
2011-06-15,107.25,PLN
2011-06-16,104.72,PLN
2011-06-17,105.27,PLN
2011-06-20,106.63,PLN
2011-06-21,106.74,PLN
2011-06-22,107.60,PLN
2011-06-24,106.73,PLN
2011-06-27,105.98,PLN
2011-06-28,108.23,PLN
2011-06-29,109.92,PLN
2011-06-30,110.67,PLN
2011-07-01,113.00,PLN
2011-07-04,112.26,PLN
2011-07-05,112.06,PLN
2011-07-06,110.87,PLN
2011-07-07,111.12,PLN
2011-07-08,109.47,PLN
2011-07-11,106.63,PLN
2011-07-12,105.64,PLN
2011-07-13,107.49,PLN
2011-07-14,105.40,PLN
2011-07-15,105.24,PLN
2011-07-18,103.89,PLN
2011-07-19,105.42,PLN
2011-07-20,105.99,PLN
2011-07-21,108.08,PLN
2011-07-22,108.48,PLN
2011-07-25,108.69,PLN
2011-07-26,108.18,PLN
2011-07-27,104.37,PLN
2011-07-28,104.96,PLN
2011-07-29,106.11,PLN
2011-08-01,105.45,PLN
2011-08-02,101.57,PLN
2011-08-03,99.55,PLN
2011-08-04,93.77,PLN
2011-08-05,93.48,PLN
2011-08-08,85.39,PLN
2011-08-09,87.82,PLN
2011-08-10,88.53,PLN
2011-08-11,91.49,PLN
2011-08-12,92.41,PLN
2011-08-16,95.51,PLN
2011-08-17,96.43,PLN
2011-08-18,93.12,PLN
2011-08-19,91.55,PLN
2011-08-22,91.28,PLN
2011-08-23,93.06,PLN
2011-08-24,93.61,PLN
2011-08-25,91.90,PLN
2011-08-26,92.66,PLN
2011-08-29,95.48,PLN
2011-08-30,97.05,PLN
2011-08-31,99.57,PLN
2011-09-01,100.68,PLN
2011-09-02,98.16,PLN
2011-09-05,94.30,PLN
2011-09-06,94.93,PLN
2011-09-07,96.71,PLN
2011-09-08,96.99,PLN
2011-09-09,92.79,PLN
2011-09-12,91.36,PLN
2011-09-13,91.19,PLN
2011-09-14,91.09,PLN
2011-09-15,92.90,PLN
2011-09-16,93.36,PLN
2011-09-19,90.47,PLN
2011-09-20,89.03,PLN
2011-09-21,85.94,PLN
2011-09-22,79.87,PLN
2011-09-23,80.99,PLN
2011-09-26,81.96,PLN
2011-09-27,84.92,PLN
2011-09-28,83.63,PLN
2011-09-29,83.62,PLN
2011-09-30,81.39,PLN
2011-10-03,78.51,PLN
2011-10-04,77.73,PLN
2011-10-05,80.47,PLN
2011-10-06,82.83,PLN
2011-10-07,83.48,PLN
2011-10-10,86.33,PLN
2011-10-11,86.44,PLN
2011-10-12,87.39,PLN
2011-10-13,87.83,PLN
2011-10-14,90.21,PLN
2011-10-17,87.41,PLN
2011-10-18,88.80,PLN
2011-10-19,88.36,PLN
2011-10-20,86.03,PLN
2011-10-21,88.56,PLN
2011-10-24,91.03,PLN
2011-10-25,89.68,PLN
2011-10-26,90.94,PLN
2011-10-27,96.23,PLN
2011-10-28,97.86,PLN
2011-10-31,94.82,PLN
2011-11-02,94.81,PLN
2011-11-03,93.49,PLN
2011-11-04,93.96,PLN
2011-11-07,94.39,PLN
2011-11-08,95.13,PLN
2011-11-09,91.76,PLN
2011-11-10,90.87,PLN
2011-11-14,92.31,PLN
2011-11-15,92.23,PLN
2011-11-16,91.93,PLN
2011-11-17,89.75,PLN
2011-11-18,88.43,PLN
2011-11-21,86.46,PLN
2011-11-22,86.03,PLN
2011-11-23,83.23,PLN
2011-11-24,82.91,PLN
2011-11-25,82.14,PLN
2011-11-28,84.49,PLN
2011-11-29,84.25,PLN
2011-11-30,87.88,PLN
2011-12-01,89.40,PLN
2011-12-02,89.73,PLN
2011-12-05,91.08,PLN
2011-12-06,90.93,PLN
2011-12-07,90.22,PLN
2011-12-08,88.07,PLN
2011-12-09,89.31,PLN
2011-12-12,87.28,PLN
2011-12-13,86.77,PLN
2011-12-14,83.89,PLN
2011-12-15,84.20,PLN
2011-12-16,84.68,PLN
2011-12-19,83.27,PLN
2011-12-20,85.94,PLN
2011-12-21,85.36,PLN
2011-12-22,86.16,PLN
2011-12-23,86.37,PLN
2011-12-27,86.31,PLN
2011-12-28,84.35,PLN
2011-12-29,85.37,PLN
2011-12-30,85.53,PLN
2012-01-02,86.15,PLN
2012-01-03,88.59,PLN
2012-01-04,88.90,PLN
2012-01-05,87.74,PLN
2012-01-09,87.88,PLN
2012-01-10,90.15,PLN
2012-01-11,90.44,PLN
2012-01-12,91.20,PLN
2012-01-13,90.09,PLN
2012-01-16,91.29,PLN
2012-01-17,92.33,PLN
2012-01-18,94.70,PLN
2012-01-19,94.86,PLN
2012-01-20,94.98,PLN
2012-01-23,95.67,PLN
2012-01-24,95.22,PLN
2012-01-25,95.83,PLN
2012-01-26,97.18,PLN
2012-01-27,96.48,PLN
2012-01-30,95.71,PLN
2012-01-31,96.15,PLN
2012-02-01,98.20,PLN
2012-02-02,98.73,PLN
2012-02-03,100.14,PLN
2012-02-06,99.89,PLN
2012-02-07,100.12,PLN
2012-02-08,100.31,PLN
2012-02-09,100.01,PLN
2012-02-10,98.24,PLN
2012-02-13,99.86,PLN
2012-02-14,98.64,PLN
2012-02-15,98.50,PLN
2012-02-16,99.11,PLN
2012-02-17,99.96,PLN
2012-02-20,100.13,PLN
2012-02-21,99.84,PLN
2012-02-22,99.79,PLN
2012-02-23,99.92,PLN
2012-02-24,100.04,PLN
2012-02-27,99.23,PLN
2012-02-28,100.56,PLN
2012-02-29,99.90,PLN
2012-03-01,101.32,PLN
2012-03-02,101.24,PLN
2012-03-05,99.65,PLN
2012-03-06,96.15,PLN
2012-03-07,96.32,PLN
2012-03-08,98.25,PLN
2012-03-09,98.39,PLN
2012-03-12,96.28,PLN
2012-03-13,98.93,PLN
2012-03-14,97.99,PLN
2012-03-15,98.26,PLN
2012-03-16,98.53,PLN
2012-03-19,98.43,PLN
2012-03-20,97.08,PLN
2012-03-21,96.94,PLN
2012-03-22,95.77,PLN
2012-03-23,96.25,PLN
2012-03-26,97.88,PLN
2012-03-27,97.55,PLN
2012-03-28,96.20,PLN
2012-03-29,95.66,PLN
2012-03-30,96.30,PLN
2012-04-02,96.84,PLN
2012-04-03,96.41,PLN
2012-04-04,94.48,PLN
2012-04-05,94.44,PLN
2012-04-10,91.83,PLN
2012-04-11,91.91,PLN
2012-04-12,94.39,PLN
2012-04-13,92.87,PLN
2012-04-16,92.74,PLN
2012-04-17,92.98,PLN
2012-04-18,92.49,PLN
2012-04-19,91.69,PLN
2012-04-20,92.34,PLN
2012-04-23,91.15,PLN
2012-04-24,91.51,PLN
2012-04-25,91.08,PLN
2012-04-26,91.35,PLN
2012-04-27,91.99,PLN
