Data,Wartość dla NN Krótkoterminowych Obligacji (A),Waluta
2018-04-19,128.66,PLN
2018-04-20,128.71,PLN
2018-04-23,128.71,PLN
2018-04-24,128.77,PLN
2018-04-25,128.84,PLN
2018-04-26,128.86,PLN
2018-04-27,128.85,PLN
2018-04-30,128.80,PLN
2018-05-02,128.86,PLN
2018-05-04,128.76,PLN
2018-05-07,128.73,PLN
2018-05-08,128.76,PLN
2018-05-09,128.76,PLN
2018-05-10,128.62,PLN
2018-05-11,128.68,PLN
2018-05-14,128.67,PLN
2018-05-15,128.66,PLN
2018-05-16,128.68,PLN
2018-05-17,128.71,PLN
2018-05-18,128.78,PLN
2018-05-21,128.83,PLN
2018-05-22,128.76,PLN
2018-05-23,128.75,PLN
2018-05-24,128.86,PLN
2018-05-25,128.84,PLN
2018-05-28,128.90,PLN
2018-05-29,128.97,PLN
2018-05-30,128.94,PLN
2018-06-01,128.91,PLN
2018-06-04,128.85,PLN
2018-06-05,128.87,PLN
2018-06-06,128.87,PLN
2018-06-07,128.84,PLN
2018-06-08,128.90,PLN
2018-06-11,128.87,PLN
2018-06-12,128.88,PLN
2018-06-13,128.89,PLN
2018-06-14,128.83,PLN
2018-06-15,128.95,PLN
2018-06-18,128.94,PLN
2018-06-19,129.06,PLN
2018-06-20,129.04,PLN
2018-06-21,129.08,PLN
2018-06-22,129.12,PLN
2018-06-25,129.16,PLN
2018-06-26,129.18,PLN
2018-06-27,129.19,PLN
2018-06-28,129.21,PLN
2018-06-29,129.24,PLN
2018-07-02,129.30,PLN
2018-07-03,129.39,PLN
2018-07-04,129.34,PLN
2018-07-05,129.34,PLN
2018-07-06,129.43,PLN
2018-07-09,129.45,PLN
2018-07-10,129.46,PLN
2018-07-11,129.41,PLN
2018-07-12,129.41,PLN
2018-07-13,129.49,PLN
2018-07-16,129.43,PLN
2018-07-17,129.40,PLN
2018-07-18,129.46,PLN
2018-07-19,129.49,PLN
2018-07-20,129.53,PLN
2018-07-23,129.49,PLN
2018-07-24,129.48,PLN
2018-07-25,129.45,PLN
2018-07-26,129.46,PLN
2018-07-27,129.52,PLN
2018-07-30,129.53,PLN
2018-07-31,129.50,PLN
2018-08-01,129.49,PLN
2018-08-02,129.52,PLN
2018-08-03,129.58,PLN
2018-08-06,129.57,PLN
2018-08-07,129.52,PLN
2018-08-08,129.43,PLN
2018-08-09,129.36,PLN
2018-08-10,129.44,PLN
2018-08-13,129.31,PLN
2018-08-14,129.28,PLN
2018-08-16,129.13,PLN
2018-08-17,129.08,PLN
2018-08-20,129.04,PLN
2018-08-21,129.00,PLN
2018-08-22,128.90,PLN
2018-08-23,128.92,PLN
2018-08-24,128.92,PLN
2018-08-27,128.91,PLN
2018-08-28,128.87,PLN
2018-08-29,128.94,PLN
2018-08-30,128.91,PLN
2018-08-31,128.87,PLN
2018-09-03,128.91,PLN
2018-09-04,128.92,PLN
2018-09-05,128.96,PLN
2018-09-06,128.88,PLN
2018-09-07,128.86,PLN
2018-09-10,128.91,PLN
2018-09-11,128.86,PLN
2018-09-12,128.84,PLN
2018-09-13,128.82,PLN
2018-09-14,128.76,PLN
2018-09-17,128.80,PLN
2018-09-18,128.81,PLN
2018-09-19,128.76,PLN
2018-09-20,128.80,PLN
2018-09-21,128.84,PLN
2018-09-24,128.88,PLN
2018-09-25,128.87,PLN
2018-09-26,128.88,PLN
2018-09-27,128.93,PLN
2018-09-28,128.92,PLN
2018-10-01,128.94,PLN
2018-10-02,128.96,PLN
2018-10-03,128.93,PLN
2018-10-04,128.89,PLN
2018-10-05,128.91,PLN
2018-10-08,128.94,PLN
2018-10-09,128.95,PLN
2018-10-10,128.94,PLN
2018-10-11,128.96,PLN
2018-10-12,129.00,PLN
2018-10-15,129.00,PLN
2018-10-16,129.01,PLN
2018-10-17,129.04,PLN
2018-10-18,129.04,PLN
2018-10-19,129.05,PLN
2018-10-22,129.05,PLN
2018-10-23,129.07,PLN
2018-10-24,129.07,PLN
2018-10-25,129.04,PLN
2018-10-26,129.06,PLN
2018-10-29,129.08,PLN
2018-10-30,129.11,PLN
2018-10-31,129.13,PLN
2018-11-02,129.10,PLN
2018-11-05,129.10,PLN
2018-11-06,129.03,PLN
2018-11-07,129.05,PLN
2018-11-08,129.03,PLN
2018-11-09,129.09,PLN
2018-11-13,129.13,PLN
2018-11-14,129.08,PLN
2018-11-15,129.10,PLN
2018-11-16,129.10,PLN
2018-11-19,129.17,PLN
2018-11-20,129.21,PLN
2018-11-21,129.11,PLN
2018-11-22,129.13,PLN
2018-11-23,129.13,PLN
2018-11-26,129.09,PLN
2018-11-27,129.13,PLN
2018-11-28,129.15,PLN
2018-11-29,129.14,PLN
2018-11-30,129.08,PLN
2018-12-03,129.11,PLN
2018-12-04,129.12,PLN
2018-12-05,129.15,PLN
2018-12-06,129.12,PLN
2018-12-07,129.10,PLN
2018-12-10,129.14,PLN
2018-12-11,129.16,PLN
2018-12-12,129.13,PLN
2018-12-13,129.14,PLN
2018-12-14,129.21,PLN
2018-12-17,129.18,PLN
2018-12-18,129.25,PLN
2018-12-19,129.28,PLN
2018-12-20,129.29,PLN
2018-12-21,129.36,PLN
2018-12-27,129.42,PLN
2018-12-28,129.48,PLN
2019-01-02,129.53,PLN
2019-01-03,129.56,PLN
2019-01-04,129.54,PLN
2019-01-07,129.54,PLN
2019-01-08,129.52,PLN
2019-01-09,129.47,PLN
2019-01-10,129.50,PLN
2019-01-11,129.53,PLN
2019-01-14,129.52,PLN
2019-01-15,129.50,PLN
2019-01-16,129.50,PLN
2019-01-17,129.48,PLN
2019-01-18,129.53,PLN
2019-01-21,129.55,PLN
2019-01-22,129.53,PLN
2019-01-23,129.61,PLN
2019-01-24,129.68,PLN
2019-01-25,129.66,PLN
2019-01-28,129.65,PLN
2019-01-29,129.65,PLN
2019-01-30,129.65,PLN
2019-01-31,129.72,PLN
2019-02-01,129.68,PLN
2019-02-04,129.72,PLN
2019-02-05,129.75,PLN
2019-02-06,129.79,PLN
2019-02-07,129.82,PLN
2019-02-08,129.80,PLN
2019-02-11,129.81,PLN
2019-02-12,129.80,PLN
2019-02-13,129.80,PLN
2019-02-14,129.80,PLN
2019-02-15,129.80,PLN
2019-02-18,129.80,PLN
2019-02-19,129.82,PLN
2019-02-20,129.87,PLN
2019-02-21,129.83,PLN
2019-02-22,129.88,PLN
2019-02-25,129.69,PLN
2019-02-26,129.76,PLN
2019-02-27,129.77,PLN
2019-02-28,129.80,PLN
2019-03-01,129.79,PLN
2019-03-04,129.82,PLN
2019-03-05,129.83,PLN
2019-03-06,129.83,PLN
2019-03-07,129.84,PLN
2019-03-08,129.86,PLN
2019-03-11,129.86,PLN
2019-03-12,129.85,PLN
2019-03-13,129.84,PLN
2019-03-14,129.85,PLN
2019-03-15,129.88,PLN
2019-03-18,129.87,PLN
2019-03-19,129.88,PLN
2019-03-20,129.89,PLN
2019-03-21,130.00,PLN
2019-03-22,130.13,PLN
2019-03-25,130.19,PLN
2019-03-26,130.19,PLN
2019-03-27,130.28,PLN
2019-03-28,130.26,PLN
2019-03-29,130.27,PLN
2019-04-01,130.23,PLN
2019-04-02,130.30,PLN
2019-04-03,130.20,PLN
2019-04-04,130.18,PLN
2019-04-05,130.26,PLN
2019-04-08,130.25,PLN
2019-04-09,130.31,PLN
2019-04-10,130.34,PLN
2019-04-11,130.36,PLN
2019-04-12,130.34,PLN
2019-04-15,130.44,PLN
2019-04-16,130.49,PLN
2019-04-17,130.56,PLN
2019-04-18,130.61,PLN
2019-04-23,130.67,PLN
2019-04-24,130.63,PLN
2019-04-25,130.64,PLN
2019-04-26,130.60,PLN
2019-04-29,130.61,PLN
2019-04-30,130.58,PLN
2019-05-02,130.60,PLN
2019-05-06,130.65,PLN
2019-05-07,130.64,PLN
2019-05-08,130.69,PLN
2019-05-09,130.63,PLN
2019-05-10,130.67,PLN
2019-05-13,130.73,PLN
2019-05-14,130.78,PLN
2019-05-15,130.90,PLN
2019-05-16,130.96,PLN
2019-05-17,131.01,PLN
2019-05-20,130.95,PLN
2019-05-21,130.98,PLN
2019-05-22,131.01,PLN
2019-05-23,131.11,PLN
2019-05-24,131.09,PLN
2019-05-27,131.12,PLN
2019-05-28,131.14,PLN
2019-05-29,131.22,PLN
2019-05-30,131.30,PLN
2019-05-31,131.25,PLN
2019-06-03,131.26,PLN
2019-06-04,131.29,PLN
2019-06-05,131.25,PLN
2019-06-06,131.31,PLN
2019-06-07,131.35,PLN
2019-06-10,131.44,PLN
2019-06-11,131.49,PLN
2019-06-12,131.42,PLN
2019-06-13,131.50,PLN
2019-06-14,131.53,PLN
2019-06-17,131.74,PLN
2019-06-18,131.91,PLN
2019-06-19,132.05,PLN
2019-06-21,132.05,PLN
2019-06-24,132.02,PLN
2019-06-25,132.03,PLN
2019-06-26,132.15,PLN
2019-06-27,132.10,PLN
2019-06-28,132.12,PLN
2019-07-01,132.22,PLN
2019-07-02,132.17,PLN
2019-07-03,132.17,PLN
2019-07-04,132.23,PLN
2019-07-05,132.17,PLN
2019-07-08,132.21,PLN
2019-07-09,132.15,PLN
2019-07-10,132.21,PLN
2019-07-11,132.24,PLN
2019-07-12,132.25,PLN
2019-07-15,132.32,PLN
2019-07-16,132.31,PLN
2019-07-17,132.40,PLN
2019-07-18,132.45,PLN
2019-07-19,132.46,PLN
2019-07-22,132.50,PLN
2019-07-23,132.58,PLN
2019-07-24,132.72,PLN
2019-07-25,132.72,PLN
2019-07-26,132.75,PLN
2019-07-29,132.79,PLN
2019-07-30,132.83,PLN
2019-07-31,132.87,PLN
2019-08-01,133.05,PLN
2019-08-02,132.94,PLN
2019-08-05,132.96,PLN
2019-08-06,132.89,PLN
2019-08-07,132.89,PLN
2019-08-08,132.97,PLN
2019-08-09,132.92,PLN
2019-08-12,132.81,PLN
2019-08-13,132.75,PLN
2019-08-14,132.73,PLN
2019-08-16,132.75,PLN
2019-08-19,132.74,PLN
2019-08-20,132.82,PLN
2019-08-21,132.84,PLN
2019-08-22,132.97,PLN
2019-08-23,132.99,PLN
2019-08-26,132.99,PLN
2019-08-27,132.93,PLN
2019-08-28,132.93,PLN
2019-08-29,132.95,PLN
2019-08-30,133.04,PLN
2019-09-02,133.09,PLN
2019-09-03,133.09,PLN
2019-09-04,133.04,PLN
2019-09-05,133.10,PLN
2019-09-06,133.13,PLN
2019-09-09,133.16,PLN
2019-09-10,133.15,PLN
2019-09-11,133.19,PLN
2019-09-12,133.28,PLN
2019-09-13,133.22,PLN
2019-09-16,133.23,PLN
2019-09-17,133.39,PLN
2019-09-18,133.40,PLN
2019-09-19,133.38,PLN
2019-09-20,133.41,PLN
2019-09-23,133.56,PLN
2019-09-24,133.52,PLN
2019-09-25,133.36,PLN
2019-09-26,133.48,PLN
2019-09-27,133.55,PLN
2019-09-30,133.53,PLN
2019-10-01,133.62,PLN
2019-10-02,133.75,PLN
2019-10-03,133.93,PLN
2019-10-04,134.10,PLN
2019-10-07,134.06,PLN
2019-10-08,134.00,PLN
2019-10-09,134.00,PLN
2019-10-10,134.05,PLN
2019-10-11,134.10,PLN
2019-10-14,134.07,PLN
2019-10-15,134.10,PLN
2019-10-16,134.20,PLN
2019-10-17,134.16,PLN
2019-10-18,134.18,PLN
2019-10-21,134.13,PLN
2019-10-22,134.16,PLN
2019-10-23,134.17,PLN
2019-10-24,134.22,PLN
2019-10-25,134.18,PLN
2019-10-28,134.25,PLN
2019-10-29,134.30,PLN
2019-10-30,134.27,PLN
2019-10-31,134.26,PLN
2019-11-04,134.24,PLN
2019-11-05,134.30,PLN
2019-11-06,134.33,PLN
2019-11-07,134.35,PLN
2019-11-08,134.26,PLN
2019-11-12,134.30,PLN
2019-11-13,134.28,PLN
2019-11-14,134.27,PLN
2019-11-15,134.31,PLN
2019-11-18,134.26,PLN
2019-11-19,134.28,PLN
2019-11-20,134.21,PLN
2019-11-21,134.24,PLN
2019-11-22,134.28,PLN
2019-11-25,134.27,PLN
2019-11-26,134.20,PLN
2019-11-27,134.23,PLN
2019-11-28,134.21,PLN
2019-11-29,134.24,PLN
2019-12-02,134.18,PLN
2019-12-03,134.08,PLN
2019-12-04,134.15,PLN
2019-12-05,134.17,PLN
2019-12-06,134.24,PLN
2019-12-09,134.27,PLN
2019-12-10,134.28,PLN
2019-12-11,134.29,PLN
2019-12-12,134.36,PLN
2019-12-13,134.41,PLN
2019-12-16,134.38,PLN
2019-12-17,134.41,PLN
2019-12-18,134.46,PLN
2019-12-19,134.60,PLN
2019-12-20,134.67,PLN
2019-12-23,134.71,PLN
2019-12-27,134.78,PLN
2019-12-30,134.91,PLN
2020-01-02,135.07,PLN
2020-01-03,135.03,PLN
2020-01-07,135.30,PLN
2020-01-08,135.32,PLN
2020-01-09,135.59,PLN
2020-01-10,135.62,PLN
2020-01-13,135.64,PLN
2020-01-14,135.56,PLN
2020-01-15,135.43,PLN
2020-01-16,135.48,PLN
2020-01-17,135.59,PLN
2020-01-20,135.74,PLN
2020-01-21,135.61,PLN
2020-01-22,135.63,PLN
2020-01-23,135.68,PLN
2020-01-24,135.66,PLN
2020-01-27,135.86,PLN
2020-01-28,135.97,PLN
2020-01-29,135.96,PLN
2020-01-30,135.99,PLN
2020-01-31,136.07,PLN
2020-02-03,136.07,PLN
2020-02-04,136.15,PLN
2020-02-05,136.11,PLN
2020-02-06,136.11,PLN
2020-02-07,136.11,PLN
2020-02-10,136.14,PLN
2020-02-11,136.15,PLN
2020-02-12,136.15,PLN
2020-02-13,136.18,PLN
2020-02-14,136.30,PLN
2020-02-17,136.32,PLN
2020-02-18,136.48,PLN
2020-02-19,136.48,PLN
2020-02-20,136.46,PLN
2020-02-21,136.54,PLN
2020-02-24,136.69,PLN
2020-02-25,136.74,PLN
2020-02-26,136.72,PLN
2020-02-27,136.75,PLN
2020-02-28,136.77,PLN
2020-03-02,136.81,PLN
2020-03-03,136.79,PLN
2020-03-04,136.77,PLN
2020-03-05,136.86,PLN
2020-03-06,136.73,PLN
2020-03-09,136.40,PLN
2020-03-10,136.37,PLN
2020-03-11,136.31,PLN
2020-03-12,136.28,PLN
2020-03-13,136.22,PLN
2020-03-16,136.65,PLN
2020-03-17,137.02,PLN
2020-03-18,136.34,PLN
2020-03-19,136.58,PLN
2020-03-20,137.19,PLN
2020-03-23,136.27,PLN
2020-03-24,136.11,PLN
2020-03-25,136.21,PLN
2020-03-26,136.37,PLN
2020-03-27,136.17,PLN
2020-03-30,136.08,PLN
2020-03-31,136.23,PLN
2020-04-01,136.32,PLN
2020-04-02,136.57,PLN
2020-04-03,136.42,PLN
2020-04-06,136.39,PLN
2020-04-07,136.29,PLN
2020-04-08,136.42,PLN
2020-04-09,136.58,PLN
2020-04-14,136.62,PLN
2020-04-15,136.47,PLN
2020-04-16,136.59,PLN
2020-04-17,136.75,PLN
2020-04-20,136.62,PLN
2020-04-21,136.67,PLN
2020-04-22,136.80,PLN
2020-04-23,136.97,PLN
2020-04-24,136.87,PLN
2020-04-27,136.80,PLN
2020-04-28,136.89,PLN
2020-04-29,136.89,PLN
2020-04-30,136.98,PLN
2020-05-04,137.11,PLN
2020-05-05,137.20,PLN
2020-05-06,137.28,PLN
2020-05-07,137.38,PLN
2020-05-08,138.01,PLN
2020-05-11,137.89,PLN
2020-05-12,137.87,PLN
2020-05-13,138.13,PLN
2020-05-14,137.99,PLN
2020-05-15,137.62,PLN
2020-05-18,137.73,PLN
2020-05-19,137.70,PLN
2020-05-20,137.74,PLN
2020-05-21,137.76,PLN
2020-05-22,137.79,PLN
2020-05-25,137.76,PLN
2020-05-26,137.64,PLN
2020-05-27,137.58,PLN
2020-05-28,137.48,PLN
2020-05-29,137.56,PLN
2020-06-01,137.70,PLN
2020-06-02,137.60,PLN
2020-06-03,137.65,PLN
2020-06-04,137.81,PLN
2020-06-05,137.92,PLN
2020-06-08,137.96,PLN
2020-06-09,137.96,PLN
2020-06-10,138.01,PLN
2020-06-12,137.89,PLN
2020-06-15,137.78,PLN
2020-06-16,137.73,PLN
2020-06-17,137.97,PLN
2020-06-18,137.86,PLN
2020-06-19,137.95,PLN
2020-06-22,137.87,PLN
2020-06-23,137.88,PLN
2020-06-24,137.82,PLN
2020-06-25,137.90,PLN
2020-06-26,138.01,PLN
2020-06-29,138.05,PLN
2020-06-30,138.17,PLN
2020-07-01,138.24,PLN
2020-07-02,138.27,PLN
2020-07-03,138.39,PLN
2020-07-06,138.45,PLN
2020-07-07,138.45,PLN
2020-07-08,138.50,PLN
2020-07-09,138.41,PLN
2020-07-10,138.54,PLN
2020-07-13,138.54,PLN
2020-07-14,138.53,PLN
2020-07-15,138.55,PLN
2020-07-16,138.61,PLN
2020-07-17,138.56,PLN
2020-07-20,138.52,PLN
2020-07-21,138.57,PLN
2020-07-22,138.53,PLN
2020-07-23,138.54,PLN
2020-07-24,138.53,PLN
2020-07-27,138.50,PLN
2020-07-28,138.56,PLN
2020-07-29,138.65,PLN
2020-07-30,138.64,PLN
2020-07-31,138.61,PLN
2020-08-03,138.63,PLN
2020-08-04,138.60,PLN
2020-08-05,138.60,PLN
2020-08-06,138.61,PLN
2020-08-07,138.67,PLN
2020-08-10,138.66,PLN
2020-08-11,138.86,PLN
2020-08-12,138.89,PLN
2020-08-13,138.94,PLN
2020-08-14,138.93,PLN
2020-08-17,138.95,PLN
2020-08-18,138.97,PLN
2020-08-19,138.99,PLN
2020-08-20,138.98,PLN
2020-08-21,138.98,PLN
2020-08-24,139.04,PLN
2020-08-25,139.05,PLN
2020-08-26,139.06,PLN
2020-08-27,139.08,PLN
2020-08-28,139.09,PLN
2020-08-31,138.98,PLN
2020-09-01,139.06,PLN
2020-09-02,139.05,PLN
2020-09-03,139.01,PLN
2020-09-04,139.14,PLN
2020-09-07,139.12,PLN
2020-09-08,139.05,PLN
2020-09-09,139.09,PLN
2020-09-10,139.14,PLN
2020-09-11,139.17,PLN
2020-09-14,139.15,PLN
2020-09-15,139.18,PLN
2020-09-16,139.19,PLN
2020-09-17,139.17,PLN
2020-09-18,139.13,PLN
2020-09-21,139.04,PLN
2020-09-22,139.09,PLN
2020-09-23,139.01,PLN
2020-09-24,139.00,PLN
2020-09-25,138.94,PLN
2020-09-28,139.01,PLN
2020-09-29,139.01,PLN
2020-09-30,139.04,PLN
2020-10-01,139.14,PLN
2020-10-02,139.08,PLN
2020-10-05,139.16,PLN
2020-10-06,139.17,PLN
2020-10-07,139.19,PLN
2020-10-08,139.22,PLN
2020-10-09,139.25,PLN
2020-10-12,139.22,PLN
2020-10-13,139.20,PLN
2020-10-14,139.21,PLN
2020-10-15,139.22,PLN
2020-10-16,139.28,PLN
2020-10-19,139.22,PLN
2020-10-20,139.27,PLN
2020-10-21,139.21,PLN
2020-10-22,139.23,PLN
2020-10-23,139.23,PLN
2020-10-26,139.23,PLN
2020-10-27,139.25,PLN
2020-10-28,139.35,PLN
2020-10-29,139.33,PLN
2020-10-30,139.35,PLN
2020-11-02,139.41,PLN
2020-11-03,139.47,PLN
2020-11-04,139.62,PLN
2020-11-05,139.73,PLN
2020-11-06,139.82,PLN
2020-11-09,140.16,PLN
2020-11-10,140.15,PLN
2020-11-12,140.04,PLN
2020-11-13,140.05,PLN
2020-11-16,140.13,PLN
2020-11-17,140.12,PLN
2020-11-18,140.16,PLN
2020-11-19,140.11,PLN
2020-11-20,140.20,PLN
2020-11-23,140.24,PLN
2020-11-24,140.21,PLN
2020-11-25,140.19,PLN
2020-11-26,140.14,PLN
2020-11-27,140.15,PLN
2020-11-30,140.12,PLN
2020-12-01,140.25,PLN
2020-12-02,140.25,PLN
2020-12-03,140.28,PLN
2020-12-04,140.39,PLN
2020-12-07,140.31,PLN
2020-12-08,140.30,PLN
2020-12-09,140.31,PLN
2020-12-10,140.26,PLN
2020-12-11,140.26,PLN
2020-12-14,140.30,PLN
2020-12-15,140.30,PLN
2020-12-16,140.41,PLN
2020-12-17,140.43,PLN
2020-12-18,140.43,PLN
2020-12-21,140.40,PLN
2020-12-22,140.46,PLN
2020-12-23,140.55,PLN
2020-12-28,140.64,PLN
2020-12-29,140.70,PLN
2020-12-30,140.47,PLN
2021-01-04,140.47,PLN
2021-01-05,140.48,PLN
2021-01-07,140.53,PLN
2021-01-08,140.56,PLN
2021-01-11,140.60,PLN
2021-01-12,140.63,PLN
2021-01-13,140.66,PLN
2021-01-14,140.75,PLN
2021-01-15,140.75,PLN
2021-01-18,140.88,PLN
2021-01-19,140.85,PLN
2021-01-20,140.90,PLN
2021-01-21,140.94,PLN
2021-01-22,140.85,PLN
2021-01-25,140.81,PLN
2021-01-26,140.84,PLN
2021-01-27,140.88,PLN
2021-01-28,140.89,PLN
2021-01-29,140.93,PLN
2021-02-01,140.96,PLN
2021-02-02,140.98,PLN
2021-02-03,141.05,PLN
2021-02-04,141.05,PLN
2021-02-05,141.25,PLN
2021-02-08,141.26,PLN
2021-02-09,141.24,PLN
2021-02-10,141.23,PLN
2021-02-11,141.32,PLN
2021-02-12,141.26,PLN
2021-02-15,141.25,PLN
2021-02-16,141.30,PLN
2021-02-17,141.23,PLN
2021-02-18,141.20,PLN
2021-02-19,141.22,PLN
2021-02-22,141.13,PLN
2021-02-23,141.19,PLN
2021-02-24,141.23,PLN
2021-02-25,141.41,PLN
2021-02-26,141.39,PLN
2021-03-01,141.34,PLN
2021-03-02,141.40,PLN
2021-03-03,141.49,PLN
2021-03-04,141.47,PLN
2021-03-05,141.43,PLN
2021-03-08,141.41,PLN
2021-03-09,141.40,PLN
2021-03-10,141.39,PLN
2021-03-11,141.42,PLN
2021-03-12,141.47,PLN
2021-03-15,141.47,PLN
2021-03-16,141.44,PLN
2021-03-17,141.57,PLN
2021-03-18,141.64,PLN
2021-03-19,141.66,PLN
2021-03-22,141.54,PLN
2021-03-23,141.49,PLN
2021-03-24,141.53,PLN
2021-03-25,141.48,PLN
2021-03-26,141.57,PLN
2021-03-29,141.71,PLN
2021-03-30,141.79,PLN
2021-03-31,141.79,PLN
2021-04-01,141.79,PLN
2021-04-06,141.70,PLN
2021-04-07,141.74,PLN
2021-04-08,141.65,PLN
2021-04-09,141.59,PLN
2021-04-12,141.60,PLN
2021-04-13,141.63,PLN
2021-04-14,141.65,PLN
2021-04-15,141.64,PLN
2021-04-16,141.67,PLN
2021-04-19,141.62,PLN
2021-04-20,141.66,PLN
2021-04-21,141.71,PLN
2021-04-22,141.75,PLN
2021-04-23,141.75,PLN
2021-04-26,141.83,PLN
2021-04-27,141.85,PLN
2021-04-28,141.87,PLN
2021-04-29,141.95,PLN
2021-04-30,141.82,PLN
2021-05-04,141.73,PLN
2021-05-05,141.81,PLN
2021-05-06,141.79,PLN
2021-05-07,141.77,PLN
2021-05-10,141.68,PLN
2021-05-11,141.73,PLN
2021-05-12,141.80,PLN
2021-05-13,141.57,PLN
2021-05-14,141.70,PLN
2021-05-17,141.50,PLN
2021-05-18,141.48,PLN
2021-05-19,141.51,PLN
2021-05-20,141.57,PLN
2021-05-21,141.54,PLN
2021-05-24,141.35,PLN
2021-05-25,141.32,PLN
2021-05-26,141.42,PLN
2021-05-27,141.51,PLN
2021-05-28,141.37,PLN
2021-05-31,141.48,PLN
2021-06-01,141.35,PLN
2021-06-02,141.22,PLN
2021-06-04,141.29,PLN
2021-06-07,141.29,PLN
2021-06-08,141.37,PLN
2021-06-09,141.24,PLN
2021-06-10,141.17,PLN
2021-06-11,141.20,PLN
2021-06-14,141.24,PLN
2021-06-15,141.45,PLN
2021-06-16,141.39,PLN
2021-06-17,141.53,PLN
2021-06-18,141.54,PLN
2021-06-21,141.56,PLN
2021-06-22,141.59,PLN
2021-06-23,141.64,PLN
2021-06-24,141.57,PLN
2021-06-25,141.61,PLN
2021-06-28,141.61,PLN
2021-06-29,141.53,PLN
2021-06-30,141.49,PLN
2021-07-01,141.38,PLN
2021-07-02,141.35,PLN
2021-07-05,141.56,PLN
2021-07-06,141.62,PLN
2021-07-07,141.68,PLN
2021-07-08,141.71,PLN
2021-07-09,141.69,PLN
2021-07-12,141.72,PLN
2021-07-13,141.75,PLN
2021-07-14,141.73,PLN
2021-07-15,141.75,PLN
2021-07-16,141.80,PLN
2021-07-19,141.85,PLN
2021-07-20,141.89,PLN
2021-07-21,141.84,PLN
2021-07-22,141.77,PLN
2021-07-23,141.77,PLN
2021-07-26,141.77,PLN
2021-07-27,141.78,PLN
2021-07-28,141.77,PLN
2021-07-29,141.77,PLN
2021-07-30,141.79,PLN
2021-08-02,141.49,PLN
2021-08-03,141.47,PLN
2021-08-04,141.47,PLN
2021-08-05,141.45,PLN
2021-08-06,141.42,PLN
2021-08-09,141.44,PLN
2021-08-10,141.43,PLN
2021-08-11,141.43,PLN
2021-08-12,141.43,PLN
2021-08-13,141.38,PLN
2021-08-16,141.37,PLN
2021-08-17,141.38,PLN
2021-08-18,141.37,PLN
2021-08-19,141.41,PLN
2021-08-20,141.46,PLN
2021-08-23,141.44,PLN
2021-08-24,141.43,PLN
2021-08-25,141.45,PLN
2021-08-26,141.44,PLN
2021-08-27,141.45,PLN
2021-08-30,141.42,PLN
2021-08-31,141.41,PLN
2021-09-01,141.54,PLN
2021-09-02,141.49,PLN
2021-09-03,141.46,PLN
2021-09-06,141.52,PLN
2021-09-07,141.52,PLN
2021-09-08,141.48,PLN
2021-09-09,141.53,PLN
2021-09-10,141.60,PLN
2021-09-13,141.58,PLN
2021-09-14,141.59,PLN
2021-09-15,141.61,PLN
2021-09-16,141.72,PLN
2021-09-17,141.76,PLN
2021-09-20,141.70,PLN
2021-09-21,141.75,PLN
2021-09-22,141.81,PLN
2021-09-23,141.76,PLN
2021-09-24,141.74,PLN
2021-09-27,141.78,PLN
2021-09-28,141.78,PLN
2021-09-29,141.81,PLN
2021-09-30,141.78,PLN
2021-10-01,141.85,PLN
2021-10-04,141.76,PLN
2021-10-05,141.78,PLN
2021-10-06,141.75,PLN
2021-10-07,141.66,PLN
2021-10-08,141.63,PLN
2021-10-11,141.51,PLN
2021-10-12,141.35,PLN
2021-10-13,141.25,PLN
2021-10-14,141.25,PLN
2021-10-15,141.26,PLN
2021-10-18,141.21,PLN
2021-10-19,141.23,PLN
2021-10-20,141.14,PLN
2021-10-21,141.18,PLN
2021-10-22,141.20,PLN
2021-10-25,141.14,PLN
2021-10-26,141.25,PLN
2021-10-27,141.12,PLN
2021-10-28,141.14,PLN
2021-10-29,141.12,PLN
2021-11-02,141.04,PLN
2021-11-03,141.02,PLN
2021-11-04,140.76,PLN
2021-11-05,140.63,PLN
2021-11-08,140.69,PLN
2021-11-09,140.78,PLN
2021-11-10,140.94,PLN
2021-11-12,141.03,PLN
2021-11-15,140.87,PLN
2021-11-16,141.06,PLN
2021-11-17,141.02,PLN
2021-11-18,140.96,PLN
2021-11-19,140.90,PLN
2021-11-22,141.03,PLN
2021-11-23,140.80,PLN
2021-11-24,140.75,PLN
2021-11-25,140.75,PLN
2021-11-26,140.58,PLN
2021-11-29,140.54,PLN
2021-11-30,140.57,PLN
2021-12-01,140.27,PLN
2021-12-02,140.21,PLN
2021-12-03,140.28,PLN
2021-12-06,140.36,PLN
2021-12-07,140.45,PLN
2021-12-08,140.54,PLN
2021-12-09,140.59,PLN
2021-12-10,140.54,PLN
2021-12-13,140.60,PLN
2021-12-14,140.56,PLN
2021-12-15,140.55,PLN
2021-12-16,140.66,PLN
2021-12-17,140.60,PLN
2021-12-20,140.50,PLN
2021-12-21,140.40,PLN
2021-12-22,140.31,PLN
2021-12-23,140.40,PLN
2021-12-27,140.37,PLN
2021-12-28,140.36,PLN
2021-12-29,140.33,PLN
2021-12-30,140.24,PLN
2022-01-03,140.35,PLN
2022-01-04,140.22,PLN
2022-01-05,140.32,PLN
2022-01-07,140.21,PLN
2022-01-10,140.19,PLN
2022-01-11,140.19,PLN
2022-01-12,140.22,PLN
