Data,Wartość dla NN Krótkoterminowych Obligacji (A),Waluta
2008-08-07,100.00,PLN
2008-08-08,100.04,PLN
2008-08-11,100.07,PLN
2008-08-12,100.08,PLN
2008-08-13,100.08,PLN
2008-08-14,100.08,PLN
2008-08-18,100.08,PLN
2008-08-19,100.09,PLN
2008-08-20,100.10,PLN
2008-08-21,100.11,PLN
2008-08-22,100.12,PLN
2008-08-25,100.15,PLN
2008-08-26,100.16,PLN
2008-08-27,100.17,PLN
2008-08-28,100.31,PLN
2008-08-29,100.33,PLN
2008-09-01,100.35,PLN
2008-09-02,100.46,PLN
2008-09-03,100.33,PLN
2008-09-04,99.82,PLN
2008-09-05,99.31,PLN
2008-09-08,99.94,PLN
2008-09-09,99.87,PLN
2008-09-10,99.75,PLN
2008-09-11,99.61,PLN
2008-09-12,99.90,PLN
2008-09-15,99.20,PLN
2008-09-16,98.89,PLN
2008-09-17,98.42,PLN
2008-09-18,98.41,PLN
2008-09-19,100.05,PLN
2008-09-22,99.57,PLN
2008-09-23,99.38,PLN
2008-09-24,99.28,PLN
2008-09-25,99.85,PLN
2008-09-26,99.67,PLN
2008-09-29,98.90,PLN
2008-09-30,99.10,PLN
2008-10-01,99.13,PLN
2008-10-02,99.04,PLN
2008-10-03,99.53,PLN
2008-10-06,98.66,PLN
2008-10-07,98.70,PLN
2008-10-08,98.32,PLN
2008-10-09,97.91,PLN
2008-10-10,97.98,PLN
2008-10-13,98.55,PLN
2008-10-14,99.03,PLN
2008-10-15,98.12,PLN
2008-10-16,97.44,PLN
2008-10-17,98.06,PLN
2008-10-20,98.44,PLN
2008-10-21,98.40,PLN
2008-10-22,97.81,PLN
2008-10-23,97.98,PLN
2008-10-24,97.61,PLN
2008-10-27,97.14,PLN
2008-10-28,97.33,PLN
2008-10-29,97.93,PLN
2008-10-30,97.90,PLN
2008-10-31,98.50,PLN
2008-11-03,98.29,PLN
2008-11-04,99.36,PLN
2008-11-05,99.00,PLN
2008-11-06,98.06,PLN
2008-11-07,98.44,PLN
2008-11-10,98.75,PLN
2008-11-12,97.50,PLN
2008-11-13,97.61,PLN
2008-11-14,97.83,PLN
2008-11-17,97.32,PLN
2008-11-18,97.61,PLN
2008-11-19,97.10,PLN
2008-11-20,96.82,PLN
2008-11-21,96.42,PLN
2008-11-24,97.60,PLN
2008-11-25,97.67,PLN
2008-11-26,97.56,PLN
2008-11-27,97.76,PLN
2008-11-28,97.74,PLN
2008-12-01,97.09,PLN
2008-12-02,97.51,PLN
2008-12-03,97.60,PLN
2008-12-04,97.72,PLN
2008-12-05,96.97,PLN
2008-12-08,98.14,PLN
2008-12-09,98.44,PLN
2008-12-10,98.57,PLN
2008-12-11,98.53,PLN
2008-12-12,98.14,PLN
2008-12-15,98.17,PLN
2008-12-16,98.49,PLN
2008-12-17,98.43,PLN
2008-12-18,98.65,PLN
2008-12-19,98.50,PLN
2008-12-22,98.27,PLN
2008-12-23,98.18,PLN
2008-12-29,98.29,PLN
2008-12-30,98.60,PLN
2008-12-31,98.67,PLN
2009-01-05,99.28,PLN
2009-01-06,99.37,PLN
2009-01-07,98.95,PLN
2009-01-08,98.99,PLN
2009-01-09,98.85,PLN
2009-01-12,98.58,PLN
2009-01-13,98.33,PLN
2009-01-14,97.75,PLN
2009-01-15,97.64,PLN
2009-01-16,97.71,PLN
2009-01-19,97.78,PLN
2009-01-20,97.54,PLN
2009-01-21,97.45,PLN
2009-01-22,97.31,PLN
2009-01-23,97.29,PLN
2009-01-26,97.77,PLN
2009-01-27,97.74,PLN
2009-01-28,98.43,PLN
2009-01-29,98.10,PLN
2009-01-30,97.89,PLN
2009-02-02,97.71,PLN
2009-02-03,98.09,PLN
2009-02-04,98.62,PLN
2009-02-05,98.55,PLN
2009-02-06,98.78,PLN
2009-02-09,98.88,PLN
2009-02-10,98.36,PLN
2009-02-11,98.34,PLN
2009-02-12,98.06,PLN
2009-02-13,98.17,PLN
2009-02-16,98.15,PLN
2009-02-17,97.71,PLN
2009-02-18,97.73,PLN
2009-02-19,97.53,PLN
2009-02-20,97.00,PLN
2009-02-23,96.81,PLN
2009-02-24,96.71,PLN
2009-02-25,96.59,PLN
2009-02-26,96.93,PLN
2009-02-27,96.65,PLN
2009-03-02,96.17,PLN
2009-03-03,96.14,PLN
2009-03-04,96.50,PLN
2009-03-05,96.06,PLN
2009-03-06,95.89,PLN
2009-03-09,95.90,PLN
2009-03-10,96.41,PLN
2009-03-11,96.37,PLN
2009-03-12,96.52,PLN
2009-03-13,96.45,PLN
2009-03-16,96.74,PLN
2009-03-17,96.64,PLN
2009-03-18,96.73,PLN
2009-03-19,96.85,PLN
2009-03-20,96.97,PLN
2009-03-23,97.28,PLN
2009-03-24,97.18,PLN
2009-03-25,97.33,PLN
2009-03-26,97.39,PLN
2009-03-27,97.14,PLN
2009-03-30,96.67,PLN
2009-03-31,97.01,PLN
2009-04-01,97.14,PLN
2009-04-02,97.75,PLN
2009-04-03,97.58,PLN
2009-04-06,97.44,PLN
2009-04-07,97.50,PLN
2009-04-08,97.64,PLN
2009-04-09,98.14,PLN
2009-04-14,98.25,PLN
2009-04-15,98.01,PLN
2009-04-16,98.42,PLN
2009-04-17,98.59,PLN
2009-04-20,98.12,PLN
2009-04-21,98.17,PLN
2009-04-22,98.47,PLN
2009-04-23,98.34,PLN
2009-04-24,98.86,PLN
2009-04-27,99.04,PLN
2009-04-28,98.77,PLN
2009-04-29,99.07,PLN
2009-04-30,99.33,PLN
2009-05-04,99.69,PLN
2009-05-05,99.55,PLN
2009-05-06,99.85,PLN
2009-05-07,99.62,PLN
2009-05-08,100.08,PLN
2009-05-11,99.83,PLN
2009-05-12,99.89,PLN
2009-05-13,99.38,PLN
2009-05-14,99.41,PLN
2009-05-15,99.48,PLN
2009-05-18,99.98,PLN
2009-05-19,100.19,PLN
2009-05-20,100.45,PLN
2009-05-21,100.00,PLN
2009-05-22,100.13,PLN
2009-05-25,100.25,PLN
2009-05-26,100.49,PLN
2009-05-27,100.56,PLN
2009-05-28,100.46,PLN
2009-05-29,100.38,PLN
2009-06-01,100.94,PLN
2009-06-02,101.00,PLN
2009-06-03,100.61,PLN
2009-06-04,100.68,PLN
2009-06-05,100.82,PLN
2009-06-08,100.55,PLN
2009-06-09,100.62,PLN
2009-06-10,100.74,PLN
2009-06-12,100.79,PLN
2009-06-15,100.29,PLN
2009-06-16,100.25,PLN
2009-06-17,99.99,PLN
2009-06-18,100.21,PLN
2009-06-19,100.39,PLN
2009-06-22,99.88,PLN
2009-06-23,99.82,PLN
2009-06-24,100.32,PLN
2009-06-25,100.19,PLN
2009-06-26,100.11,PLN
2009-06-29,100.42,PLN
2009-06-30,100.16,PLN
2009-07-01,100.45,PLN
2009-07-02,99.93,PLN
2009-07-03,99.89,PLN
2009-07-06,99.78,PLN
2009-07-07,99.57,PLN
2009-07-08,99.39,PLN
2009-07-09,99.52,PLN
2009-07-10,99.30,PLN
2009-07-13,99.78,PLN
2009-07-14,99.96,PLN
2009-07-15,100.49,PLN
2009-07-16,100.57,PLN
2009-07-17,100.65,PLN
2009-07-20,100.84,PLN
2009-07-21,100.95,PLN
2009-07-22,100.98,PLN
2009-07-23,101.39,PLN
2009-07-24,101.32,PLN
2009-07-27,101.41,PLN
2009-07-28,101.24,PLN
2009-07-29,101.48,PLN
2009-07-30,101.92,PLN
2009-07-31,101.75,PLN
2009-08-03,102.01,PLN
2009-08-04,101.97,PLN
2009-08-05,101.78,PLN
2009-08-06,101.93,PLN
2009-08-07,102.28,PLN
2009-08-10,102.13,PLN
2009-08-11,101.86,PLN
2009-08-12,102.16,PLN
2009-08-13,102.25,PLN
2009-08-14,101.96,PLN
2009-08-17,101.55,PLN
2009-08-18,101.67,PLN
2009-08-19,101.68,PLN
2009-08-20,101.97,PLN
2009-08-21,102.56,PLN
2009-08-24,102.83,PLN
2009-08-25,103.09,PLN
2009-08-26,102.97,PLN
2009-08-27,102.92,PLN
2009-08-28,103.11,PLN
2009-08-31,102.91,PLN
2009-09-01,102.45,PLN
2009-09-02,102.44,PLN
2009-09-03,102.34,PLN
2009-09-04,102.61,PLN
2009-09-07,102.98,PLN
2009-09-08,103.02,PLN
2009-09-09,103.29,PLN
2009-09-10,103.34,PLN
2009-09-11,103.47,PLN
2009-09-14,103.53,PLN
2009-09-15,103.52,PLN
2009-09-16,103.78,PLN
2009-09-17,103.89,PLN
2009-09-18,103.89,PLN
2009-09-21,103.77,PLN
2009-09-22,103.85,PLN
2009-09-23,103.89,PLN
2009-09-24,103.56,PLN
2009-09-25,103.55,PLN
2009-09-28,104.03,PLN
2009-09-29,104.00,PLN
2009-09-30,103.85,PLN
2009-10-01,103.43,PLN
2009-10-02,103.06,PLN
2009-10-05,103.25,PLN
2009-10-06,103.80,PLN
2009-10-07,103.80,PLN
2009-10-08,104.03,PLN
2009-10-09,104.02,PLN
2009-10-12,104.27,PLN
2009-10-13,104.02,PLN
2009-10-14,104.50,PLN
2009-10-15,104.44,PLN
2009-10-16,104.17,PLN
2009-10-19,104.55,PLN
2009-10-20,104.39,PLN
2009-10-21,104.46,PLN
2009-10-22,104.23,PLN
2009-10-23,104.11,PLN
2009-10-26,103.73,PLN
2009-10-27,103.75,PLN
2009-10-28,103.38,PLN
2009-10-29,103.71,PLN
2009-10-30,103.04,PLN
2009-11-02,103.24,PLN
2009-11-03,102.93,PLN
2009-11-04,103.27,PLN
2009-11-05,103.53,PLN
2009-11-06,103.50,PLN
2009-11-09,103.97,PLN
2009-11-10,103.96,PLN
2009-11-12,104.10,PLN
2009-11-13,104.15,PLN
2009-11-16,104.47,PLN
2009-11-17,104.33,PLN
2009-11-18,104.40,PLN
2009-11-19,104.06,PLN
2009-11-20,103.84,PLN
2009-11-23,104.29,PLN
2009-11-24,104.21,PLN
2009-11-25,104.33,PLN
2009-11-26,103.68,PLN
2009-11-27,103.93,PLN
2009-11-30,103.67,PLN
2009-12-01,104.17,PLN
2009-12-02,104.20,PLN
2009-12-03,104.21,PLN
2009-12-04,104.45,PLN
2009-12-07,104.36,PLN
2009-12-08,104.03,PLN
2009-12-09,103.83,PLN
2009-12-10,104.05,PLN
2009-12-11,104.12,PLN
2009-12-14,104.29,PLN
2009-12-15,104.36,PLN
2009-12-16,104.67,PLN
2009-12-17,104.44,PLN
2009-12-18,104.24,PLN
2009-12-21,104.64,PLN
2009-12-22,104.82,PLN
2009-12-23,104.88,PLN
2009-12-28,105.17,PLN
2009-12-29,105.18,PLN
2009-12-30,105.05,PLN
2009-12-31,105.04,PLN
2010-01-04,105.37,PLN
2010-01-05,105.33,PLN
2010-01-06,105.31,PLN
2010-01-07,105.33,PLN
2010-01-08,105.42,PLN
2010-01-11,105.30,PLN
2010-01-12,105.12,PLN
2010-01-13,105.11,PLN
2010-01-14,105.17,PLN
2010-01-15,104.73,PLN
2010-01-18,104.93,PLN
2010-01-19,105.13,PLN
2010-01-20,104.57,PLN
2010-01-21,104.17,PLN
2010-01-22,103.97,PLN
2010-01-25,103.73,PLN
2010-01-26,103.91,PLN
2010-01-27,103.56,PLN
2010-01-28,103.27,PLN
2010-01-29,103.48,PLN
2010-02-01,103.63,PLN
2010-02-02,103.91,PLN
2010-02-03,103.69,PLN
2010-02-04,102.99,PLN
2010-02-05,102.48,PLN
2010-02-08,102.69,PLN
2010-02-09,102.65,PLN
2010-02-10,102.91,PLN
2010-02-11,102.81,PLN
2010-02-12,102.72,PLN
2010-02-15,102.81,PLN
2010-02-16,103.09,PLN
2010-02-17,103.36,PLN
2010-02-18,103.53,PLN
2010-02-19,103.67,PLN
2010-02-22,103.51,PLN
2010-02-23,103.15,PLN
2010-02-24,103.22,PLN
2010-02-25,102.88,PLN
2010-02-26,103.14,PLN
2010-03-01,103.48,PLN
2010-03-02,103.65,PLN
2010-03-03,103.85,PLN
2010-03-04,103.81,PLN
2010-03-05,104.25,PLN
2010-03-08,104.26,PLN
2010-03-09,104.29,PLN
2010-03-10,104.50,PLN
2010-03-11,104.42,PLN
2010-03-12,104.45,PLN
2010-03-15,104.28,PLN
2010-03-16,104.54,PLN
2010-03-17,104.66,PLN
2010-03-18,104.54,PLN
2010-03-19,104.39,PLN
2010-03-22,104.35,PLN
2010-03-23,104.57,PLN
2010-03-24,104.48,PLN
2010-03-25,104.85,PLN
2010-03-26,104.76,PLN
2010-03-29,104.89,PLN
2010-03-30,104.82,PLN
2010-03-31,104.64,PLN
2010-04-01,105.06,PLN
2010-04-06,105.17,PLN
2010-04-07,105.09,PLN
2010-04-08,104.78,PLN
2010-04-09,105.27,PLN
2010-04-12,105.42,PLN
2010-04-13,105.33,PLN
2010-04-14,105.53,PLN
2010-04-15,105.53,PLN
2010-04-16,104.88,PLN
2010-04-19,104.81,PLN
2010-04-20,105.25,PLN
2010-04-21,104.86,PLN
2010-04-22,104.44,PLN
2010-04-23,104.63,PLN
2010-04-26,104.95,PLN
2010-04-27,103.98,PLN
2010-04-28,103.46,PLN
2010-04-29,103.79,PLN
2010-04-30,103.67,PLN
2010-05-04,102.98,PLN
2010-05-05,102.88,PLN
2010-05-06,102.55,PLN
2010-05-07,101.86,PLN
2010-05-10,103.25,PLN
2010-05-11,103.19,PLN
2010-05-12,103.37,PLN
2010-05-13,103.32,PLN
2010-05-14,102.46,PLN
2010-05-17,102.51,PLN
2010-05-18,102.88,PLN
2010-05-19,102.49,PLN
2010-05-20,102.27,PLN
2010-05-21,102.29,PLN
2010-05-24,102.22,PLN
2010-05-25,101.87,PLN
2010-05-26,102.08,PLN
2010-05-27,102.63,PLN
2010-05-28,102.55,PLN
2010-05-31,102.55,PLN
2010-06-01,102.55,PLN
2010-06-02,102.56,PLN
2010-06-04,102.23,PLN
2010-06-07,102.13,PLN
2010-06-08,102.03,PLN
2010-06-09,102.33,PLN
2010-06-10,102.63,PLN
2010-06-11,102.79,PLN
2010-06-14,103.08,PLN
2010-06-15,103.27,PLN
2010-06-16,103.29,PLN
2010-06-17,103.35,PLN
2010-06-18,103.41,PLN
2010-06-21,103.60,PLN
2010-06-22,103.48,PLN
2010-06-23,103.22,PLN
2010-06-24,102.78,PLN
2010-06-25,102.70,PLN
2010-06-28,102.93,PLN
2010-06-29,102.31,PLN
2010-06-30,102.36,PLN
2010-07-01,102.06,PLN
2010-07-02,102.08,PLN
2010-07-05,102.02,PLN
2010-07-06,102.36,PLN
2010-07-07,102.74,PLN
2010-07-08,102.90,PLN
2010-07-09,103.03,PLN
2010-07-12,103.06,PLN
2010-07-13,103.38,PLN
2010-07-14,103.38,PLN
2010-07-15,103.15,PLN
2010-07-16,102.82,PLN
2010-07-19,102.77,PLN
2010-07-20,102.69,PLN
2010-07-21,102.78,PLN
2010-07-22,103.26,PLN
2010-07-23,103.28,PLN
2010-07-26,103.42,PLN
2010-07-27,103.57,PLN
2010-07-28,103.54,PLN
2010-07-29,103.46,PLN
2010-07-30,103.43,PLN
2010-08-02,103.93,PLN
2010-08-03,103.95,PLN
2010-08-04,104.09,PLN
2010-08-05,103.99,PLN
2010-08-06,103.66,PLN
2010-08-09,104.07,PLN
2010-08-10,103.82,PLN
2010-08-11,103.28,PLN
2010-08-12,103.28,PLN
2010-08-13,103.16,PLN
2010-08-16,103.10,PLN
2010-08-17,103.37,PLN
2010-08-18,103.32,PLN
2010-08-19,102.96,PLN
2010-08-20,102.75,PLN
2010-08-23,102.85,PLN
2010-08-24,102.59,PLN
2010-08-25,102.43,PLN
2010-08-26,102.51,PLN
2010-08-27,102.69,PLN
2010-08-30,102.64,PLN
2010-08-31,102.63,PLN
2010-09-01,103.27,PLN
2010-09-02,103.28,PLN
2010-09-03,103.47,PLN
2010-09-06,103.51,PLN
2010-09-07,103.36,PLN
2010-09-08,103.56,PLN
2010-09-09,103.75,PLN
2010-09-10,103.77,PLN
2010-09-13,103.97,PLN
2010-09-14,104.00,PLN
2010-09-15,103.86,PLN
2010-09-16,103.79,PLN
2010-09-17,103.57,PLN
2010-09-20,103.93,PLN
2010-09-21,103.89,PLN
2010-09-22,103.57,PLN
2010-09-23,103.44,PLN
2010-09-24,103.90,PLN
2010-09-27,103.78,PLN
2010-09-28,103.78,PLN
2010-09-29,103.61,PLN
2010-09-30,103.60,PLN
2010-10-01,103.40,PLN
2010-10-04,103.22,PLN
2010-10-05,103.65,PLN
2010-10-06,103.77,PLN
2010-10-07,103.87,PLN
2010-10-08,103.90,PLN
2010-10-11,103.93,PLN
2010-10-12,103.83,PLN
2010-10-13,104.33,PLN
2010-10-14,104.24,PLN
2010-10-15,104.26,PLN
2010-10-18,104.41,PLN
2010-10-19,104.29,PLN
2010-10-20,104.48,PLN
2010-10-21,104.69,PLN
2010-10-22,104.66,PLN
2010-10-25,104.65,PLN
2010-10-26,104.52,PLN
2010-10-27,104.30,PLN
2010-10-28,104.49,PLN
2010-10-29,104.53,PLN
2010-11-02,104.61,PLN
2010-11-03,104.28,PLN
2010-11-04,104.76,PLN
2010-11-05,104.67,PLN
2010-11-08,104.70,PLN
2010-11-09,104.91,PLN
2010-11-10,104.50,PLN
2010-11-12,104.36,PLN
2010-11-15,104.61,PLN
2010-11-16,104.04,PLN
2010-11-17,104.24,PLN
2010-11-18,104.64,PLN
2010-11-19,104.57,PLN
2010-11-22,104.33,PLN
2010-11-23,103.75,PLN
2010-11-24,103.90,PLN
2010-11-25,103.97,PLN
2010-11-26,103.81,PLN
2010-11-29,103.32,PLN
2010-11-30,103.20,PLN
2010-12-01,103.63,PLN
2010-12-02,104.04,PLN
2010-12-03,104.07,PLN
2010-12-06,103.94,PLN
2010-12-07,104.22,PLN
2010-12-08,104.40,PLN
2010-12-09,104.56,PLN
2010-12-10,104.56,PLN
2010-12-13,104.69,PLN
2010-12-14,104.69,PLN
2010-12-15,104.57,PLN
2010-12-16,104.56,PLN
2010-12-17,104.32,PLN
2010-12-20,104.53,PLN
2010-12-21,104.84,PLN
2010-12-22,104.83,PLN
2010-12-23,104.71,PLN
2010-12-27,104.39,PLN
2010-12-28,104.37,PLN
2010-12-29,104.54,PLN
2010-12-30,104.15,PLN
2010-12-31,104.14,PLN
2011-01-03,104.49,PLN
2011-01-04,104.50,PLN
2011-01-05,104.36,PLN
2011-01-07,104.14,PLN
2011-01-10,103.84,PLN
2011-01-11,104.08,PLN
2011-01-12,104.64,PLN
2011-01-13,104.99,PLN
2011-01-14,105.12,PLN
2011-01-17,104.99,PLN
2011-01-18,105.32,PLN
2011-01-19,105.14,PLN
2011-01-20,105.20,PLN
2011-01-21,105.63,PLN
2011-01-24,105.69,PLN
2011-01-25,105.48,PLN
2011-01-26,105.60,PLN
2011-01-27,105.90,PLN
2011-01-28,105.57,PLN
2011-01-31,105.64,PLN
2011-02-01,106.05,PLN
2011-02-02,106.12,PLN
2011-02-03,105.93,PLN
2011-02-04,106.02,PLN
2011-02-07,106.28,PLN
2011-02-08,106.39,PLN
2011-02-09,106.36,PLN
2011-02-10,106.36,PLN
2011-02-11,106.45,PLN
2011-02-14,106.33,PLN
2011-02-15,106.45,PLN
2011-02-16,106.82,PLN
2011-02-17,106.77,PLN
2011-02-18,106.78,PLN
2011-02-21,106.25,PLN
2011-02-22,106.07,PLN
2011-02-23,105.76,PLN
2011-02-24,105.74,PLN
2011-02-25,106.02,PLN
2011-02-28,106.32,PLN
2011-03-01,106.01,PLN
2011-03-02,105.83,PLN
2011-03-03,105.89,PLN
2011-03-04,105.73,PLN
2011-03-07,105.58,PLN
2011-03-08,105.68,PLN
2011-03-09,105.59,PLN
2011-03-10,105.35,PLN
2011-03-11,105.20,PLN
2011-03-14,104.92,PLN
2011-03-15,104.42,PLN
2011-03-16,103.90,PLN
2011-03-17,104.36,PLN
2011-03-18,104.41,PLN
2011-03-21,104.86,PLN
2011-03-22,104.84,PLN
2011-03-23,104.91,PLN
2011-03-24,105.32,PLN
2011-03-25,105.35,PLN
2011-03-28,105.31,PLN
2011-03-29,105.29,PLN
2011-03-30,105.47,PLN
2011-03-31,105.41,PLN
2011-04-01,105.82,PLN
2011-04-04,105.83,PLN
2011-04-05,105.76,PLN
2011-04-06,105.89,PLN
2011-04-07,105.78,PLN
2011-04-08,105.88,PLN
2011-04-11,105.91,PLN
2011-04-12,105.46,PLN
2011-04-13,105.64,PLN
2011-04-14,105.31,PLN
2011-04-15,105.27,PLN
2011-04-18,104.61,PLN
2011-04-19,104.72,PLN
2011-04-20,105.27,PLN
2011-04-21,105.52,PLN
2011-04-26,105.64,PLN
2011-04-27,105.87,PLN
2011-04-28,106.12,PLN
2011-04-29,106.18,PLN
2011-05-02,106.26,PLN
2011-05-04,105.72,PLN
2011-05-05,105.53,PLN
2011-05-06,105.96,PLN
2011-05-09,105.45,PLN
2011-05-10,105.80,PLN
2011-05-11,105.85,PLN
2011-05-12,105.56,PLN
2011-05-13,105.41,PLN
2011-05-16,105.36,PLN
2011-05-17,105.14,PLN
2011-05-18,105.23,PLN
2011-05-19,105.43,PLN
2011-05-20,105.14,PLN
2011-05-23,104.77,PLN
2011-05-24,104.79,PLN
2011-05-25,104.92,PLN
2011-05-26,104.83,PLN
2011-05-27,105.03,PLN
2011-05-30,104.99,PLN
2011-05-31,105.38,PLN
2011-06-01,105.13,PLN
2011-06-02,104.77,PLN
2011-06-03,104.74,PLN
2011-06-06,104.59,PLN
2011-06-07,104.65,PLN
2011-06-08,104.42,PLN
2011-06-09,104.66,PLN
2011-06-10,104.27,PLN
2011-06-13,104.29,PLN
2011-06-14,104.69,PLN
2011-06-15,104.26,PLN
2011-06-16,104.27,PLN
2011-06-17,104.69,PLN
2011-06-20,104.52,PLN
2011-06-21,104.97,PLN
2011-06-22,104.94,PLN
2011-06-24,104.22,PLN
2011-06-27,104.29,PLN
2011-06-28,104.53,PLN
2011-06-29,104.94,PLN
2011-06-30,105.24,PLN
2011-07-01,105.41,PLN
2011-07-04,105.33,PLN
2011-07-05,105.22,PLN
2011-07-06,105.03,PLN
2011-07-07,105.19,PLN
2011-07-08,104.63,PLN
2011-07-11,103.98,PLN
2011-07-12,104.01,PLN
2011-07-13,104.14,PLN
2011-07-14,104.01,PLN
2011-07-15,103.87,PLN
2011-07-18,103.51,PLN
2011-07-19,103.66,PLN
2011-07-20,103.95,PLN
2011-07-21,104.35,PLN
2011-07-22,104.36,PLN
2011-07-25,104.28,PLN
2011-07-26,104.27,PLN
2011-07-27,103.86,PLN
2011-07-28,103.87,PLN
2011-07-29,103.71,PLN
2011-08-01,103.10,PLN
2011-08-02,102.76,PLN
2011-08-03,102.40,PLN
2011-08-04,101.80,PLN
2011-08-05,101.71,PLN
2011-08-08,101.32,PLN
2011-08-09,101.35,PLN
2011-08-10,100.75,PLN
2011-08-11,101.06,PLN
2011-08-12,101.37,PLN
2011-08-16,101.49,PLN
2011-08-17,101.52,PLN
2011-08-18,100.88,PLN
2011-08-19,100.74,PLN
2011-08-22,100.80,PLN
2011-08-23,100.90,PLN
2011-08-24,101.05,PLN
2011-08-25,100.94,PLN
2011-08-26,100.88,PLN
2011-08-29,101.06,PLN
2011-08-30,101.08,PLN
2011-08-31,101.31,PLN
2011-09-01,101.33,PLN
2011-09-02,101.04,PLN
2011-09-05,100.55,PLN
2011-09-06,100.47,PLN
2011-09-07,100.76,PLN
2011-09-08,100.83,PLN
2011-09-09,100.64,PLN
2011-09-12,100.28,PLN
2011-09-13,100.50,PLN
2011-09-14,100.65,PLN
2011-09-15,101.06,PLN
2011-09-16,100.96,PLN
2011-09-19,100.80,PLN
2011-09-20,101.06,PLN
2011-09-21,100.89,PLN
2011-09-22,100.51,PLN
2011-09-23,100.54,PLN
2011-09-26,100.89,PLN
2011-09-27,101.31,PLN
2011-09-28,101.27,PLN
2011-09-29,101.55,PLN
2011-09-30,101.24,PLN
2011-10-03,101.13,PLN
2011-10-04,100.83,PLN
2011-10-05,101.28,PLN
2011-10-06,101.53,PLN
2011-10-07,101.66,PLN
2011-10-10,101.80,PLN
2011-10-11,101.83,PLN
2011-10-12,102.06,PLN
2011-10-13,101.87,PLN
2011-10-14,101.94,PLN
2011-10-17,101.74,PLN
2011-10-18,101.84,PLN
2011-10-19,101.94,PLN
2011-10-20,101.79,PLN
2011-10-21,102.06,PLN
2011-10-24,102.32,PLN
2011-10-25,102.11,PLN
2011-10-26,102.10,PLN
2011-10-27,102.78,PLN
2011-10-28,102.70,PLN
2011-10-31,102.35,PLN
2011-11-02,101.98,PLN
2011-11-03,102.29,PLN
2011-11-04,102.00,PLN
2011-11-07,102.04,PLN
2011-11-08,102.14,PLN
2011-11-09,101.85,PLN
2011-11-10,101.89,PLN
2011-11-14,102.11,PLN
2011-11-15,101.89,PLN
2011-11-16,101.97,PLN
2011-11-17,101.90,PLN
2011-11-18,101.85,PLN
2011-11-21,101.60,PLN
2011-11-22,101.30,PLN
2011-11-23,101.21,PLN
2011-11-24,101.21,PLN
2011-11-25,101.30,PLN
2011-11-28,101.86,PLN
2011-11-29,101.97,PLN
2011-11-30,102.51,PLN
2011-12-01,102.37,PLN
2011-12-02,102.45,PLN
2011-12-05,102.81,PLN
2011-12-06,102.75,PLN
2011-12-07,102.51,PLN
2011-12-08,102.18,PLN
2011-12-09,102.60,PLN
2011-12-12,102.22,PLN
2011-12-13,102.22,PLN
2011-12-14,101.96,PLN
2011-12-15,102.04,PLN
2011-12-16,101.83,PLN
2011-12-19,101.82,PLN
2011-12-20,102.07,PLN
2011-12-21,101.98,PLN
2011-12-22,102.20,PLN
2011-12-23,102.26,PLN
2011-12-27,102.27,PLN
2011-12-28,102.03,PLN
2011-12-29,102.20,PLN
2011-12-30,102.41,PLN
2012-01-02,102.81,PLN
2012-01-03,102.96,PLN
2012-01-04,102.78,PLN
2012-01-05,102.70,PLN
2012-01-09,102.43,PLN
2012-01-10,102.85,PLN
2012-01-11,102.71,PLN
2012-01-12,102.79,PLN
2012-01-13,102.58,PLN
2012-01-16,102.80,PLN
2012-01-17,102.92,PLN
2012-01-18,102.88,PLN
2012-01-19,103.16,PLN
2012-01-20,103.09,PLN
2012-01-23,103.18,PLN
2012-01-24,103.09,PLN
2012-01-25,103.06,PLN
2012-01-26,103.25,PLN
2012-01-27,103.07,PLN
2012-01-30,102.95,PLN
2012-01-31,102.98,PLN
2012-02-01,103.23,PLN
2012-02-02,103.41,PLN
2012-02-03,103.59,PLN
2012-02-06,103.53,PLN
2012-02-07,103.57,PLN
2012-02-08,103.57,PLN
2012-02-09,103.61,PLN
2012-02-10,103.42,PLN
2012-02-13,103.45,PLN
2012-02-14,103.50,PLN
2012-02-15,103.47,PLN
2012-02-16,103.61,PLN
2012-02-17,103.71,PLN
2012-02-20,103.76,PLN
2012-02-21,103.86,PLN
2012-02-22,103.73,PLN
2012-02-23,103.63,PLN
2012-02-24,103.74,PLN
2012-02-27,103.72,PLN
2012-02-28,103.73,PLN
2012-02-29,103.59,PLN
2012-03-01,103.85,PLN
2012-03-02,103.80,PLN
2012-03-05,103.83,PLN
2012-03-06,103.21,PLN
2012-03-07,103.34,PLN
2012-03-08,103.64,PLN
2012-03-09,103.67,PLN
2012-03-12,103.61,PLN
2012-03-13,104.01,PLN
2012-03-14,104.26,PLN
2012-03-15,104.47,PLN
2012-03-16,104.50,PLN
2012-03-19,104.51,PLN
2012-03-20,104.23,PLN
2012-03-21,104.21,PLN
2012-03-22,104.00,PLN
2012-03-23,103.94,PLN
2012-03-26,103.95,PLN
2012-03-27,103.84,PLN
2012-03-28,103.64,PLN
2012-03-29,103.36,PLN
2012-03-30,103.52,PLN
2012-04-02,103.66,PLN
2012-04-03,103.36,PLN
2012-04-04,102.98,PLN
2012-04-05,102.92,PLN
2012-04-10,102.61,PLN
2012-04-11,102.67,PLN
2012-04-12,102.74,PLN
2012-04-13,102.36,PLN
2012-04-16,102.51,PLN
2012-04-17,102.83,PLN
2012-04-18,102.68,PLN
