Data,Wartość dla NN Średnich i Małych Spółek (A),Waluta
2018-01-25,231.57,PLN
2018-01-26,232.47,PLN
2018-01-29,232.90,PLN
2018-01-30,231.06,PLN
2018-01-31,232.12,PLN
2018-02-01,231.52,PLN
2018-02-02,230.58,PLN
2018-02-05,227.99,PLN
2018-02-06,222.66,PLN
2018-02-07,224.06,PLN
2018-02-08,222.95,PLN
2018-02-09,220.94,PLN
2018-02-12,221.80,PLN
2018-02-13,222.89,PLN
2018-02-14,224.40,PLN
2018-02-15,224.89,PLN
2018-02-16,224.64,PLN
2018-02-19,224.60,PLN
2018-02-20,224.43,PLN
2018-02-21,222.90,PLN
2018-02-22,223.51,PLN
2018-02-23,222.99,PLN
2018-02-26,222.78,PLN
2018-02-27,222.82,PLN
2018-02-28,220.45,PLN
2018-03-01,219.29,PLN
2018-03-02,217.24,PLN
2018-03-05,217.03,PLN
2018-03-06,218.02,PLN
2018-03-07,219.25,PLN
2018-03-08,219.00,PLN
2018-03-09,220.42,PLN
2018-03-12,221.36,PLN
2018-03-13,220.31,PLN
2018-03-14,219.57,PLN
2018-03-15,219.71,PLN
2018-03-16,217.94,PLN
2018-03-19,215.87,PLN
2018-03-20,215.78,PLN
2018-03-21,217.22,PLN
2018-03-22,214.49,PLN
2018-03-23,213.51,PLN
2018-03-26,210.98,PLN
2018-03-27,211.57,PLN
2018-03-28,209.74,PLN
2018-03-29,210.88,PLN
2018-04-03,210.55,PLN
2018-04-04,211.17,PLN
2018-04-05,212.50,PLN
2018-04-06,213.07,PLN
2018-04-09,214.49,PLN
2018-04-10,214.22,PLN
2018-04-11,213.64,PLN
2018-04-12,214.05,PLN
2018-04-13,214.12,PLN
2018-04-16,213.37,PLN
2018-04-17,212.45,PLN
2018-04-18,213.35,PLN
2018-04-19,213.19,PLN
2018-04-20,212.60,PLN
2018-04-23,211.44,PLN
2018-04-24,211.00,PLN
2018-04-25,210.93,PLN
2018-04-26,211.15,PLN
2018-04-27,211.66,PLN
2018-04-30,212.93,PLN
2018-05-02,213.34,PLN
2018-05-04,211.79,PLN
2018-05-07,211.85,PLN
2018-05-08,210.07,PLN
2018-05-09,210.52,PLN
2018-05-10,210.77,PLN
2018-05-11,213.02,PLN
2018-05-14,213.99,PLN
2018-05-15,212.22,PLN
2018-05-16,212.32,PLN
2018-05-17,211.54,PLN
2018-05-18,210.30,PLN
2018-05-21,210.55,PLN
2018-05-22,210.81,PLN
2018-05-23,207.71,PLN
2018-05-24,208.03,PLN
2018-05-25,208.60,PLN
2018-05-28,208.57,PLN
2018-05-29,208.09,PLN
2018-05-30,208.76,PLN
2018-06-01,208.46,PLN
2018-06-04,208.15,PLN
2018-06-05,208.98,PLN
2018-06-06,208.39,PLN
2018-06-07,209.84,PLN
2018-06-08,209.51,PLN
2018-06-11,208.93,PLN
2018-06-12,209.68,PLN
2018-06-13,208.40,PLN
2018-06-14,207.59,PLN
2018-06-15,204.70,PLN
2018-06-18,201.34,PLN
2018-06-19,200.60,PLN
2018-06-20,201.22,PLN
2018-06-21,199.85,PLN
2018-06-22,199.60,PLN
2018-06-25,198.86,PLN
2018-06-26,197.21,PLN
2018-06-27,197.91,PLN
2018-06-28,196.08,PLN
2018-06-29,198.11,PLN
2018-07-02,197.60,PLN
2018-07-03,198.23,PLN
2018-07-04,199.81,PLN
2018-07-05,199.72,PLN
2018-07-06,199.34,PLN
2018-07-09,198.68,PLN
2018-07-10,199.43,PLN
2018-07-11,198.54,PLN
2018-07-12,198.34,PLN
2018-07-13,198.51,PLN
2018-07-16,197.85,PLN
2018-07-17,196.69,PLN
2018-07-18,196.29,PLN
2018-07-19,196.26,PLN
2018-07-20,197.10,PLN
2018-07-23,198.64,PLN
2018-07-24,199.95,PLN
2018-07-25,201.10,PLN
2018-07-26,202.80,PLN
2018-07-27,202.38,PLN
2018-07-30,203.69,PLN
2018-07-31,204.04,PLN
2018-08-01,203.98,PLN
2018-08-02,202.22,PLN
2018-08-03,203.12,PLN
2018-08-06,202.28,PLN
2018-08-07,202.37,PLN
2018-08-08,203.30,PLN
2018-08-09,204.12,PLN
2018-08-10,201.32,PLN
2018-08-13,200.16,PLN
2018-08-14,200.86,PLN
2018-08-16,200.79,PLN
2018-08-17,200.36,PLN
2018-08-20,200.00,PLN
2018-08-21,201.07,PLN
2018-08-22,200.56,PLN
2018-08-23,200.59,PLN
2018-08-24,200.33,PLN
2018-08-27,203.05,PLN
2018-08-28,202.89,PLN
2018-08-29,202.95,PLN
2018-08-30,202.39,PLN
2018-08-31,200.23,PLN
2018-09-03,198.23,PLN
2018-09-04,195.57,PLN
2018-09-05,193.30,PLN
2018-09-06,191.26,PLN
2018-09-07,188.89,PLN
2018-09-10,188.06,PLN
2018-09-11,186.76,PLN
2018-09-12,186.44,PLN
2018-09-13,188.91,PLN
2018-09-14,189.91,PLN
2018-09-17,188.53,PLN
2018-09-18,189.16,PLN
2018-09-19,190.55,PLN
2018-09-20,191.01,PLN
2018-09-21,191.20,PLN
2018-09-24,192.24,PLN
2018-09-25,193.00,PLN
2018-09-26,194.38,PLN
2018-09-27,194.19,PLN
2018-09-28,193.17,PLN
2018-10-01,192.90,PLN
2018-10-02,192.03,PLN
2018-10-03,192.51,PLN
2018-10-04,192.09,PLN
2018-10-05,191.26,PLN
2018-10-08,189.77,PLN
2018-10-09,189.56,PLN
2018-10-10,188.18,PLN
2018-10-11,185.94,PLN
2018-10-12,187.06,PLN
2018-10-15,187.51,PLN
2018-10-16,188.21,PLN
2018-10-17,188.12,PLN
2018-10-18,187.77,PLN
2018-10-19,187.21,PLN
2018-10-22,186.32,PLN
2018-10-23,184.08,PLN
2018-10-24,183.73,PLN
2018-10-25,183.47,PLN
2018-10-26,181.35,PLN
2018-10-29,180.44,PLN
2018-10-30,180.44,PLN
2018-10-31,182.15,PLN
2018-11-02,183.94,PLN
2018-11-05,184.16,PLN
2018-11-06,184.18,PLN
2018-11-07,184.55,PLN
2018-11-08,185.53,PLN
2018-11-09,183.18,PLN
2018-11-13,183.47,PLN
2018-11-14,183.93,PLN
2018-11-15,183.15,PLN
2018-11-16,181.12,PLN
2018-11-19,181.69,PLN
2018-11-20,180.12,PLN
2018-11-21,181.69,PLN
2018-11-22,183.14,PLN
2018-11-23,182.75,PLN
2018-11-26,181.69,PLN
2018-11-27,182.95,PLN
2018-11-28,184.58,PLN
2018-11-29,185.24,PLN
2018-11-30,185.93,PLN
2018-12-03,188.87,PLN
2018-12-04,189.86,PLN
2018-12-05,189.65,PLN
2018-12-06,187.30,PLN
2018-12-07,186.64,PLN
2018-12-10,185.90,PLN
2018-12-11,185.24,PLN
2018-12-12,185.88,PLN
2018-12-13,188.89,PLN
2018-12-14,187.88,PLN
2018-12-17,186.30,PLN
2018-12-18,186.24,PLN
2018-12-19,186.15,PLN
2018-12-20,183.85,PLN
2018-12-21,182.36,PLN
2018-12-27,182.29,PLN
2018-12-28,182.65,PLN
2019-01-02,183.68,PLN
2019-01-03,183.15,PLN
2019-01-04,184.34,PLN
2019-01-07,186.45,PLN
2019-01-08,186.91,PLN
2019-01-09,187.14,PLN
2019-01-10,187.59,PLN
2019-01-11,188.46,PLN
2019-01-14,187.66,PLN
2019-01-15,187.94,PLN
2019-01-16,189.83,PLN
2019-01-17,189.84,PLN
2019-01-18,190.23,PLN
2019-01-21,189.54,PLN
2019-01-22,188.23,PLN
2019-01-23,190.16,PLN
2019-01-24,190.01,PLN
2019-01-25,190.99,PLN
2019-01-28,190.98,PLN
2019-01-29,190.64,PLN
2019-01-30,189.75,PLN
2019-01-31,190.60,PLN
2019-02-01,191.54,PLN
2019-02-04,192.62,PLN
2019-02-05,193.82,PLN
2019-02-06,195.09,PLN
2019-02-07,193.71,PLN
2019-02-08,195.01,PLN
2019-02-11,194.84,PLN
2019-02-12,195.58,PLN
2019-02-13,194.17,PLN
2019-02-14,193.23,PLN
2019-02-15,194.63,PLN
2019-02-18,194.30,PLN
2019-02-19,193.71,PLN
2019-02-20,193.66,PLN
2019-02-21,193.81,PLN
2019-02-22,194.57,PLN
2019-02-25,195.69,PLN
2019-02-26,195.12,PLN
2019-02-27,194.72,PLN
2019-02-28,194.81,PLN
2019-03-01,196.08,PLN
2019-03-04,195.25,PLN
2019-03-05,195.05,PLN
2019-03-06,196.15,PLN
2019-03-07,195.85,PLN
2019-03-08,195.75,PLN
2019-03-11,196.12,PLN
2019-03-12,196.07,PLN
2019-03-13,197.06,PLN
2019-03-14,197.69,PLN
2019-03-15,200.07,PLN
2019-03-18,199.76,PLN
2019-03-19,199.43,PLN
2019-03-20,199.55,PLN
2019-03-21,199.48,PLN
2019-03-22,198.05,PLN
2019-03-25,195.78,PLN
2019-03-26,197.02,PLN
2019-03-27,196.06,PLN
2019-03-28,195.80,PLN
2019-03-29,196.16,PLN
2019-04-01,197.22,PLN
2019-04-02,199.10,PLN
2019-04-03,200.97,PLN
2019-04-04,200.53,PLN
2019-04-05,199.63,PLN
2019-04-08,199.72,PLN
2019-04-09,199.90,PLN
2019-04-10,200.36,PLN
2019-04-11,199.58,PLN
2019-04-12,198.85,PLN
2019-04-15,199.58,PLN
2019-04-16,199.20,PLN
2019-04-17,199.31,PLN
2019-04-18,198.74,PLN
2019-04-23,197.80,PLN
2019-04-24,198.15,PLN
2019-04-25,197.88,PLN
2019-04-26,198.34,PLN
2019-04-29,198.27,PLN
2019-04-30,197.81,PLN
2019-05-02,196.64,PLN
2019-05-06,195.92,PLN
2019-05-07,194.79,PLN
2019-05-08,193.82,PLN
2019-05-09,191.83,PLN
2019-05-10,192.02,PLN
2019-05-13,190.20,PLN
2019-05-14,190.02,PLN
2019-05-15,190.27,PLN
2019-05-16,190.14,PLN
2019-05-17,190.12,PLN
2019-05-20,189.55,PLN
2019-05-21,191.16,PLN
2019-05-22,191.68,PLN
2019-05-23,189.61,PLN
2019-05-24,190.27,PLN
2019-05-27,190.88,PLN
2019-05-28,192.04,PLN
2019-05-29,191.54,PLN
2019-05-30,191.50,PLN
2019-05-31,191.93,PLN
2019-06-03,191.71,PLN
2019-06-04,192.34,PLN
2019-06-05,192.37,PLN
2019-06-06,193.65,PLN
2019-06-07,194.79,PLN
2019-06-10,194.68,PLN
2019-06-11,195.55,PLN
2019-06-12,195.07,PLN
2019-06-13,195.89,PLN
2019-06-14,195.85,PLN
2019-06-17,194.86,PLN
2019-06-18,197.30,PLN
2019-06-19,195.86,PLN
2019-06-21,195.18,PLN
2019-06-24,196.28,PLN
2019-06-25,195.74,PLN
2019-06-26,196.53,PLN
2019-06-27,197.73,PLN
2019-06-28,197.22,PLN
2019-07-01,197.93,PLN
2019-07-02,198.29,PLN
2019-07-03,197.87,PLN
2019-07-04,197.84,PLN
2019-07-05,197.88,PLN
2019-07-08,198.26,PLN
2019-07-09,197.29,PLN
2019-07-10,197.27,PLN
2019-07-11,198.03,PLN
2019-07-12,198.29,PLN
2019-07-15,198.18,PLN
2019-07-16,197.44,PLN
2019-07-17,196.37,PLN
2019-07-18,195.39,PLN
2019-07-19,195.88,PLN
2019-07-22,196.45,PLN
2019-07-23,196.23,PLN
2019-07-24,196.63,PLN
2019-07-25,196.06,PLN
2019-07-26,196.04,PLN
2019-07-29,195.37,PLN
2019-07-30,195.19,PLN
2019-07-31,195.37,PLN
2019-08-01,194.26,PLN
2019-08-02,193.23,PLN
2019-08-05,190.48,PLN
2019-08-06,190.81,PLN
2019-08-07,189.79,PLN
2019-08-08,190.73,PLN
2019-08-09,189.43,PLN
2019-08-12,188.91,PLN
2019-08-13,190.02,PLN
2019-08-14,188.07,PLN
2019-08-16,186.66,PLN
2019-08-19,187.97,PLN
2019-08-20,187.91,PLN
2019-08-21,187.89,PLN
2019-08-22,187.51,PLN
2019-08-23,186.63,PLN
2019-08-26,186.10,PLN
2019-08-27,186.70,PLN
2019-08-28,184.59,PLN
2019-08-29,185.39,PLN
2019-08-30,187.75,PLN
2019-09-02,188.70,PLN
2019-09-03,187.85,PLN
2019-09-04,187.51,PLN
2019-09-05,188.05,PLN
2019-09-06,186.99,PLN
2019-09-09,187.70,PLN
2019-09-10,187.79,PLN
2019-09-11,187.26,PLN
2019-09-12,186.48,PLN
2019-09-13,186.73,PLN
2019-09-16,187.26,PLN
2019-09-17,186.72,PLN
2019-09-18,187.73,PLN
2019-09-19,186.91,PLN
2019-09-20,185.24,PLN
2019-09-23,183.03,PLN
2019-09-24,184.30,PLN
2019-09-25,183.04,PLN
2019-09-26,183.52,PLN
2019-09-27,183.96,PLN
2019-09-30,182.75,PLN
2019-10-01,182.15,PLN
2019-10-02,179.60,PLN
2019-10-03,179.24,PLN
2019-10-04,179.01,PLN
2019-10-07,179.01,PLN
2019-10-08,180.00,PLN
2019-10-09,179.74,PLN
2019-10-10,179.25,PLN
2019-10-11,180.35,PLN
2019-10-14,179.94,PLN
2019-10-15,179.74,PLN
2019-10-16,180.53,PLN
2019-10-17,180.97,PLN
2019-10-18,180.59,PLN
2019-10-21,181.31,PLN
2019-10-22,181.74,PLN
2019-10-23,182.43,PLN
2019-10-24,182.27,PLN
2019-10-25,182.48,PLN
2019-10-28,182.99,PLN
2019-10-29,182.90,PLN
2019-10-30,183.57,PLN
2019-10-31,183.56,PLN
2019-11-04,185.93,PLN
2019-11-05,185.82,PLN
2019-11-06,185.78,PLN
2019-11-07,185.73,PLN
2019-11-08,186.07,PLN
2019-11-12,186.75,PLN
2019-11-13,186.38,PLN
2019-11-14,185.79,PLN
2019-11-15,185.53,PLN
2019-11-18,186.71,PLN
2019-11-19,187.33,PLN
2019-11-20,186.19,PLN
2019-11-21,185.22,PLN
2019-11-22,185.40,PLN
2019-11-25,185.55,PLN
2019-11-26,186.01,PLN
2019-11-27,185.94,PLN
2019-11-28,186.19,PLN
2019-11-29,186.41,PLN
2019-12-02,186.76,PLN
2019-12-03,185.76,PLN
2019-12-04,185.93,PLN
2019-12-05,187.19,PLN
2019-12-06,187.02,PLN
2019-12-09,186.83,PLN
2019-12-10,187.01,PLN
2019-12-11,187.20,PLN
2019-12-12,187.95,PLN
2019-12-13,188.69,PLN
2019-12-16,188.54,PLN
2019-12-17,188.84,PLN
2019-12-18,188.93,PLN
2019-12-19,190.22,PLN
2019-12-20,190.01,PLN
2019-12-23,190.14,PLN
2019-12-27,191.10,PLN
2019-12-30,191.12,PLN
2020-01-02,193.15,PLN
2020-01-03,193.70,PLN
2020-01-07,195.54,PLN
2020-01-08,194.62,PLN
2020-01-09,194.46,PLN
2020-01-10,195.55,PLN
2020-01-13,195.98,PLN
2020-01-14,196.12,PLN
2020-01-15,195.65,PLN
2020-01-16,196.81,PLN
2020-01-17,197.08,PLN
2020-01-20,197.34,PLN
2020-01-21,196.75,PLN
2020-01-22,196.33,PLN
2020-01-23,196.37,PLN
2020-01-24,197.34,PLN
2020-01-27,195.06,PLN
2020-01-28,195.54,PLN
2020-01-29,196.05,PLN
2020-01-30,195.40,PLN
2020-01-31,195.59,PLN
2020-02-03,195.89,PLN
2020-02-04,197.91,PLN
2020-02-05,199.43,PLN
2020-02-06,199.10,PLN
2020-02-07,198.80,PLN
2020-02-10,198.86,PLN
2020-02-11,199.55,PLN
2020-02-12,199.71,PLN
2020-02-13,199.08,PLN
2020-02-14,200.00,PLN
2020-02-17,200.89,PLN
2020-02-18,201.30,PLN
2020-02-19,202.27,PLN
2020-02-20,202.17,PLN
2020-02-21,200.84,PLN
2020-02-24,194.79,PLN
2020-02-25,192.56,PLN
2020-02-26,192.83,PLN
2020-02-27,186.84,PLN
2020-02-28,181.26,PLN
2020-03-02,183.24,PLN
2020-03-03,187.18,PLN
2020-03-04,187.43,PLN
2020-03-05,186.36,PLN
2020-03-06,183.86,PLN
2020-03-09,172.62,PLN
2020-03-10,171.08,PLN
2020-03-11,163.61,PLN
2020-03-12,144.97,PLN
2020-03-13,149.89,PLN
2020-03-16,147.03,PLN
2020-03-17,154.29,PLN
2020-03-18,154.02,PLN
2020-03-19,158.18,PLN
2020-03-20,156.68,PLN
2020-03-23,153.46,PLN
2020-03-24,156.54,PLN
2020-03-25,156.85,PLN
2020-03-26,158.52,PLN
2020-03-27,158.32,PLN
2020-03-30,158.25,PLN
2020-03-31,159.89,PLN
2020-04-01,160.15,PLN
2020-04-02,160.63,PLN
2020-04-03,161.35,PLN
2020-04-06,165.36,PLN
2020-04-07,165.00,PLN
2020-04-08,165.44,PLN
2020-04-09,166.75,PLN
2020-04-14,172.42,PLN
2020-04-15,169.46,PLN
2020-04-16,172.26,PLN
2020-04-17,174.62,PLN
2020-04-20,175.31,PLN
2020-04-21,171.95,PLN
2020-04-22,175.22,PLN
2020-04-23,177.22,PLN
2020-04-24,176.11,PLN
2020-04-27,177.56,PLN
2020-04-28,177.79,PLN
2020-04-29,180.56,PLN
2020-04-30,180.35,PLN
2020-05-04,178.02,PLN
2020-05-05,178.15,PLN
2020-05-06,177.66,PLN
2020-05-07,178.90,PLN
2020-05-08,180.31,PLN
2020-05-11,179.91,PLN
2020-05-12,181.73,PLN
2020-05-13,180.17,PLN
2020-05-14,176.25,PLN
2020-05-15,176.87,PLN
2020-05-18,180.85,PLN
2020-05-19,181.12,PLN
2020-05-20,182.47,PLN
2020-05-21,182.75,PLN
2020-05-22,182.75,PLN
2020-05-25,185.25,PLN
2020-05-26,186.06,PLN
2020-05-27,185.34,PLN
2020-05-28,185.26,PLN
2020-05-29,185.18,PLN
2020-06-01,187.13,PLN
2020-06-02,187.75,PLN
2020-06-03,189.12,PLN
2020-06-04,189.39,PLN
2020-06-05,191.47,PLN
2020-06-08,191.30,PLN
2020-06-09,190.08,PLN
2020-06-10,190.18,PLN
2020-06-12,187.42,PLN
2020-06-15,185.25,PLN
2020-06-16,188.57,PLN
2020-06-17,189.96,PLN
2020-06-18,190.16,PLN
2020-06-19,189.52,PLN
2020-06-22,191.62,PLN
2020-06-23,193.47,PLN
2020-06-24,192.29,PLN
2020-06-25,193.02,PLN
2020-06-26,190.88,PLN
2020-06-29,191.11,PLN
2020-06-30,188.92,PLN
2020-07-01,192.31,PLN
2020-07-02,194.87,PLN
2020-07-03,196.49,PLN
2020-07-06,199.89,PLN
2020-07-07,198.14,PLN
2020-07-08,198.88,PLN
2020-07-09,199.11,PLN
2020-07-10,198.97,PLN
2020-07-13,199.78,PLN
2020-07-14,198.76,PLN
2020-07-15,200.14,PLN
2020-07-16,200.85,PLN
2020-07-17,200.66,PLN
2020-07-20,204.23,PLN
2020-07-21,206.37,PLN
2020-07-22,205.36,PLN
2020-07-23,204.71,PLN
2020-07-24,205.15,PLN
2020-07-27,207.36,PLN
2020-07-28,206.86,PLN
2020-07-29,207.08,PLN
2020-07-30,198.28,PLN
2020-07-31,202.93,PLN
2020-08-03,206.88,PLN
2020-08-04,206.08,PLN
2020-08-05,207.60,PLN
2020-08-06,206.38,PLN
2020-08-07,206.71,PLN
2020-08-10,208.69,PLN
2020-08-11,208.24,PLN
2020-08-12,208.19,PLN
2020-08-13,209.96,PLN
2020-08-14,209.27,PLN
2020-08-17,210.80,PLN
2020-08-18,211.83,PLN
2020-08-19,210.76,PLN
2020-08-20,210.10,PLN
2020-08-21,209.45,PLN
2020-08-24,210.29,PLN
2020-08-25,209.62,PLN
2020-08-26,209.89,PLN
2020-08-27,210.17,PLN
2020-08-28,210.53,PLN
2020-08-31,209.67,PLN
2020-09-01,208.56,PLN
2020-09-02,211.06,PLN
2020-09-03,210.75,PLN
2020-09-04,208.92,PLN
2020-09-07,208.48,PLN
2020-09-08,201.88,PLN
2020-09-09,207.11,PLN
2020-09-10,206.38,PLN
2020-09-11,205.88,PLN
2020-09-14,206.21,PLN
2020-09-15,205.52,PLN
2020-09-16,204.83,PLN
2020-09-17,204.81,PLN
2020-09-18,205.62,PLN
2020-09-21,200.78,PLN
2020-09-22,202.36,PLN
2020-09-23,200.86,PLN
2020-09-24,201.46,PLN
2020-09-25,204.56,PLN
2020-09-28,206.96,PLN
2020-09-29,208.50,PLN
2020-09-30,208.13,PLN
2020-10-01,207.82,PLN
2020-10-02,208.75,PLN
2020-10-05,212.54,PLN
2020-10-06,210.94,PLN
2020-10-07,211.55,PLN
2020-10-08,210.29,PLN
2020-10-09,209.64,PLN
2020-10-12,211.76,PLN
2020-10-13,213.51,PLN
2020-10-14,212.74,PLN
2020-10-15,210.31,PLN
2020-10-16,213.17,PLN
2020-10-19,213.47,PLN
2020-10-20,215.39,PLN
2020-10-21,212.86,PLN
2020-10-22,212.64,PLN
2020-10-23,210.66,PLN
2020-10-26,208.94,PLN
2020-10-27,209.47,PLN
2020-10-28,200.51,PLN
2020-10-29,200.06,PLN
2020-10-30,196.81,PLN
2020-11-02,201.18,PLN
2020-11-03,203.27,PLN
2020-11-04,204.58,PLN
2020-11-05,209.17,PLN
2020-11-06,210.18,PLN
2020-11-09,211.69,PLN
2020-11-10,211.64,PLN
2020-11-12,214.44,PLN
2020-11-13,212.64,PLN
2020-11-16,215.96,PLN
2020-11-17,215.87,PLN
2020-11-18,216.75,PLN
2020-11-19,215.66,PLN
2020-11-20,216.81,PLN
2020-11-23,218.51,PLN
2020-11-24,218.68,PLN
2020-11-25,219.02,PLN
2020-11-26,218.31,PLN
2020-11-27,218.98,PLN
2020-11-30,217.39,PLN
2020-12-01,215.51,PLN
2020-12-02,217.59,PLN
2020-12-03,218.91,PLN
2020-12-04,219.89,PLN
2020-12-07,219.54,PLN
2020-12-08,221.69,PLN
2020-12-09,222.02,PLN
2020-12-10,219.36,PLN
2020-12-11,218.85,PLN
2020-12-14,217.30,PLN
2020-12-15,218.18,PLN
2020-12-16,221.04,PLN
2020-12-17,219.67,PLN
2020-12-18,218.96,PLN
2020-12-21,217.55,PLN
2020-12-22,219.62,PLN
2020-12-23,221.40,PLN
2020-12-28,225.43,PLN
2020-12-29,229.22,PLN
2020-12-30,229.27,PLN
2021-01-04,234.49,PLN
2021-01-05,235.24,PLN
2021-01-07,239.50,PLN
2021-01-08,241.01,PLN
2021-01-11,240.99,PLN
2021-01-12,239.53,PLN
2021-01-13,237.42,PLN
2021-01-14,240.29,PLN
2021-01-15,238.84,PLN
2021-01-18,240.87,PLN
2021-01-19,242.10,PLN
2021-01-20,241.79,PLN
2021-01-21,239.25,PLN
2021-01-22,239.94,PLN
2021-01-25,238.56,PLN
2021-01-26,238.34,PLN
2021-01-27,236.08,PLN
2021-01-28,237.35,PLN
2021-01-29,237.57,PLN
2021-02-01,238.32,PLN
2021-02-02,238.99,PLN
2021-02-03,238.81,PLN
2021-02-04,238.94,PLN
2021-02-05,241.42,PLN
2021-02-08,242.22,PLN
2021-02-09,242.77,PLN
2021-02-10,243.13,PLN
2021-02-11,246.38,PLN
2021-02-12,246.27,PLN
2021-02-15,247.92,PLN
2021-02-16,251.27,PLN
2021-02-17,250.09,PLN
2021-02-18,247.02,PLN
2021-02-19,246.20,PLN
2021-02-22,245.35,PLN
2021-02-23,241.65,PLN
2021-02-24,244.44,PLN
2021-02-25,246.34,PLN
2021-02-26,244.71,PLN
2021-03-01,247.46,PLN
2021-03-02,248.38,PLN
2021-03-03,247.72,PLN
2021-03-04,246.86,PLN
2021-03-05,245.45,PLN
2021-03-08,246.87,PLN
2021-03-09,246.98,PLN
2021-03-10,248.73,PLN
2021-03-11,249.05,PLN
2021-03-12,250.55,PLN
2021-03-15,252.21,PLN
2021-03-16,252.15,PLN
2021-03-17,248.98,PLN
2021-03-18,250.40,PLN
2021-03-19,248.49,PLN
2021-03-22,250.16,PLN
2021-03-23,249.63,PLN
2021-03-24,249.32,PLN
2021-03-25,247.05,PLN
2021-03-26,249.41,PLN
2021-03-29,252.16,PLN
2021-03-30,252.80,PLN
2021-03-31,251.68,PLN
2021-04-01,253.22,PLN
2021-04-06,255.29,PLN
2021-04-07,255.23,PLN
2021-04-08,256.43,PLN
2021-04-09,257.03,PLN
2021-04-12,257.41,PLN
2021-04-13,256.70,PLN
2021-04-14,256.53,PLN
2021-04-15,256.37,PLN
2021-04-16,257.36,PLN
2021-04-19,255.77,PLN
2021-04-20,253.77,PLN
2021-04-21,252.79,PLN
2021-04-22,254.69,PLN
2021-04-23,255.85,PLN
2021-04-26,256.69,PLN
2021-04-27,257.71,PLN
2021-04-28,259.78,PLN
2021-04-29,261.67,PLN
2021-04-30,261.74,PLN
2021-05-04,260.52,PLN
2021-05-05,262.55,PLN
2021-05-06,262.16,PLN
2021-05-07,263.92,PLN
2021-05-10,268.11,PLN
2021-05-11,266.41,PLN
2021-05-12,266.84,PLN
2021-05-13,264.97,PLN
2021-05-14,266.74,PLN
2021-05-17,268.44,PLN
2021-05-18,269.15,PLN
2021-05-19,267.56,PLN
2021-05-20,269.62,PLN
2021-05-21,272.34,PLN
2021-05-24,273.40,PLN
2021-05-25,273.29,PLN
2021-05-26,275.04,PLN
2021-05-27,276.32,PLN
2021-05-28,278.99,PLN
2021-05-31,280.17,PLN
2021-06-01,280.36,PLN
2021-06-02,280.68,PLN
2021-06-04,281.90,PLN
2021-06-07,283.54,PLN
2021-06-08,282.07,PLN
2021-06-09,281.83,PLN
2021-06-10,282.23,PLN
2021-06-11,282.09,PLN
2021-06-14,283.99,PLN
2021-06-15,281.92,PLN
2021-06-16,281.22,PLN
2021-06-17,279.62,PLN
2021-06-18,278.48,PLN
2021-06-21,279.08,PLN
2021-06-22,281.84,PLN
2021-06-23,284.74,PLN
2021-06-24,286.99,PLN
2021-06-25,286.94,PLN
2021-06-28,286.04,PLN
2021-06-29,284.19,PLN
2021-06-30,280.07,PLN
2021-07-01,281.47,PLN
2021-07-02,282.70,PLN
2021-07-05,283.34,PLN
2021-07-06,282.22,PLN
2021-07-07,284.27,PLN
2021-07-08,280.90,PLN
2021-07-09,283.10,PLN
2021-07-12,283.10,PLN
2021-07-13,283.77,PLN
2021-07-14,284.87,PLN
2021-07-15,282.26,PLN
2021-07-16,282.25,PLN
2021-07-19,274.41,PLN
2021-07-20,275.83,PLN
2021-07-21,281.45,PLN
2021-07-22,281.54,PLN
2021-07-23,282.49,PLN
2021-07-26,284.09,PLN
2021-07-27,281.42,PLN
2021-07-28,283.35,PLN
2021-07-29,284.02,PLN
2021-07-30,285.02,PLN
2021-08-02,287.03,PLN
2021-08-03,285.64,PLN
2021-08-04,285.83,PLN
2021-08-05,286.43,PLN
2021-08-06,287.13,PLN
2021-08-09,288.40,PLN
2021-08-10,289.60,PLN
2021-08-11,290.35,PLN
2021-08-12,289.99,PLN
2021-08-13,290.36,PLN
2021-08-16,290.14,PLN
2021-08-17,290.68,PLN
2021-08-18,290.19,PLN
2021-08-19,286.30,PLN
2021-08-20,286.87,PLN
2021-08-23,288.29,PLN
2021-08-24,288.91,PLN
2021-08-25,290.51,PLN
2021-08-26,290.46,PLN
2021-08-27,291.30,PLN
2021-08-30,294.15,PLN
2021-08-31,294.25,PLN
2021-09-01,294.09,PLN
2021-09-02,294.15,PLN
2021-09-03,293.68,PLN
2021-09-06,295.80,PLN
2021-09-07,296.81,PLN
2021-09-08,294.11,PLN
2021-09-09,295.32,PLN
2021-09-10,295.37,PLN
2021-09-13,296.90,PLN
2021-09-14,297.51,PLN
2021-09-15,298.56,PLN
2021-09-16,298.48,PLN
2021-09-17,297.42,PLN
2021-09-20,288.77,PLN
2021-09-21,290.41,PLN
2021-09-22,295.46,PLN
2021-09-23,296.31,PLN
2021-09-24,294.32,PLN
2021-09-27,294.02,PLN
2021-09-28,291.29,PLN
2021-09-29,293.54,PLN
2021-09-30,293.38,PLN
2021-10-01,294.26,PLN
2021-10-04,297.36,PLN
2021-10-05,299.76,PLN
2021-10-06,301.35,PLN
2021-10-07,302.05,PLN
2021-10-08,304.51,PLN
2021-10-11,306.71,PLN
2021-10-12,305.97,PLN
2021-10-13,305.45,PLN
2021-10-14,306.51,PLN
2021-10-15,307.29,PLN
