Data,Wartość dla NN Średnich i Małych Spółek (A),Waluta
2014-05-08,156.98,PLN
2014-05-09,155.17,PLN
2014-05-12,155.64,PLN
2014-05-13,156.71,PLN
2014-05-14,157.59,PLN
2014-05-15,158.01,PLN
2014-05-16,157.51,PLN
2014-05-19,158.22,PLN
2014-05-20,158.39,PLN
2014-05-21,159.13,PLN
2014-05-22,160.57,PLN
2014-05-23,161.73,PLN
2014-05-26,162.35,PLN
2014-05-27,162.26,PLN
2014-05-28,161.71,PLN
2014-05-29,162.84,PLN
2014-05-30,162.74,PLN
2014-06-02,162.85,PLN
2014-06-03,162.97,PLN
2014-06-04,163.02,PLN
2014-06-05,164.25,PLN
2014-06-06,165.23,PLN
2014-06-09,165.54,PLN
2014-06-10,165.80,PLN
2014-06-11,165.11,PLN
2014-06-12,164.15,PLN
2014-06-13,163.62,PLN
2014-06-16,162.79,PLN
2014-06-17,163.22,PLN
2014-06-18,163.67,PLN
2014-06-20,163.67,PLN
2014-06-23,163.46,PLN
2014-06-24,163.20,PLN
2014-06-25,161.58,PLN
2014-06-26,161.20,PLN
2014-06-27,161.21,PLN
2014-06-30,161.86,PLN
2014-07-01,160.49,PLN
2014-07-02,158.80,PLN
2014-07-03,157.33,PLN
2014-07-04,158.28,PLN
2014-07-07,158.81,PLN
2014-07-08,158.63,PLN
2014-07-09,158.31,PLN
2014-07-10,157.08,PLN
2014-07-11,158.39,PLN
2014-07-14,158.80,PLN
2014-07-15,158.34,PLN
2014-07-16,157.65,PLN
2014-07-17,157.07,PLN
2014-07-18,156.45,PLN
2014-07-21,156.02,PLN
2014-07-22,156.82,PLN
2014-07-23,157.28,PLN
2014-07-24,157.02,PLN
2014-07-25,157.19,PLN
2014-07-28,157.58,PLN
2014-07-29,157.24,PLN
2014-07-30,155.63,PLN
2014-07-31,155.14,PLN
2014-08-01,155.31,PLN
2014-08-04,157.10,PLN
2014-08-05,156.32,PLN
2014-08-06,155.48,PLN
2014-08-07,154.08,PLN
2014-08-08,152.74,PLN
2014-08-11,154.59,PLN
2014-08-12,154.27,PLN
2014-08-13,155.16,PLN
2014-08-14,155.76,PLN
2014-08-18,157.00,PLN
2014-08-19,156.84,PLN
2014-08-20,157.67,PLN
2014-08-21,158.24,PLN
2014-08-22,158.33,PLN
2014-08-25,159.13,PLN
2014-08-26,160.44,PLN
2014-08-27,161.61,PLN
2014-08-28,159.31,PLN
2014-08-29,160.03,PLN
2014-09-01,161.69,PLN
2014-09-02,161.91,PLN
2014-09-03,164.12,PLN
2014-09-04,165.58,PLN
2014-09-05,165.71,PLN
2014-09-08,166.20,PLN
2014-09-09,166.00,PLN
2014-09-10,167.32,PLN
2014-09-11,167.93,PLN
2014-09-12,168.10,PLN
2014-09-15,168.75,PLN
2014-09-16,169.47,PLN
2014-09-17,170.86,PLN
2014-09-18,170.03,PLN
2014-09-19,171.01,PLN
2014-09-22,171.15,PLN
2014-09-23,169.31,PLN
2014-09-24,168.98,PLN
2014-09-25,169.99,PLN
2014-09-26,169.81,PLN
2014-09-29,169.89,PLN
2014-09-30,169.70,PLN
2014-10-01,168.51,PLN
2014-10-02,166.68,PLN
2014-10-03,167.49,PLN
2014-10-06,168.79,PLN
2014-10-07,168.19,PLN
2014-10-08,167.08,PLN
2014-10-09,167.63,PLN
2014-10-10,166.01,PLN
2014-10-13,165.48,PLN
2014-10-14,165.22,PLN
2014-10-15,164.61,PLN
2014-10-16,163.72,PLN
2014-10-17,164.50,PLN
2014-10-20,164.44,PLN
2014-10-21,166.31,PLN
2014-10-22,166.62,PLN
2014-10-23,166.77,PLN
2014-10-24,167.24,PLN
2014-10-27,167.05,PLN
2014-10-28,167.63,PLN
2014-10-29,166.91,PLN
2014-10-30,167.04,PLN
2014-10-31,167.62,PLN
2014-11-03,167.90,PLN
2014-11-04,168.20,PLN
2014-11-05,167.90,PLN
2014-11-06,167.79,PLN
2014-11-07,167.99,PLN
2014-11-10,167.83,PLN
2014-11-12,168.20,PLN
2014-11-13,167.92,PLN
2014-11-14,167.74,PLN
2014-11-17,167.35,PLN
2014-11-18,168.14,PLN
2014-11-19,168.62,PLN
2014-11-20,168.04,PLN
2014-11-21,168.93,PLN
2014-11-24,168.39,PLN
2014-11-25,167.66,PLN
2014-11-26,168.32,PLN
2014-11-27,169.08,PLN
2014-11-28,169.60,PLN
2014-12-01,168.54,PLN
2014-12-02,169.52,PLN
2014-12-03,169.87,PLN
2014-12-04,169.87,PLN
2014-12-05,170.20,PLN
2014-12-08,169.57,PLN
2014-12-09,168.81,PLN
2014-12-10,167.80,PLN
2014-12-11,167.58,PLN
2014-12-12,167.44,PLN
2014-12-15,166.10,PLN
2014-12-16,163.80,PLN
2014-12-17,164.01,PLN
2014-12-18,165.73,PLN
2014-12-19,165.15,PLN
2014-12-22,165.30,PLN
2014-12-23,166.02,PLN
2014-12-29,166.12,PLN
2014-12-30,167.06,PLN
2015-01-02,166.98,PLN
2015-01-05,165.26,PLN
2015-01-07,166.09,PLN
2015-01-08,167.83,PLN
2015-01-09,167.82,PLN
2015-01-12,167.30,PLN
2015-01-13,167.35,PLN
2015-01-14,166.64,PLN
2015-01-15,165.24,PLN
2015-01-16,164.59,PLN
2015-01-19,163.73,PLN
2015-01-20,163.92,PLN
2015-01-21,165.60,PLN
2015-01-22,166.61,PLN
2015-01-23,168.06,PLN
2015-01-26,168.85,PLN
2015-01-27,168.80,PLN
2015-01-28,168.28,PLN
2015-01-29,168.79,PLN
2015-01-30,169.42,PLN
2015-02-02,169.04,PLN
2015-02-03,169.37,PLN
2015-02-04,168.77,PLN
2015-02-05,169.59,PLN
2015-02-06,170.17,PLN
2015-02-09,169.39,PLN
2015-02-10,169.41,PLN
2015-02-11,169.39,PLN
2015-02-12,170.14,PLN
2015-02-13,171.01,PLN
2015-02-16,171.76,PLN
2015-02-17,171.65,PLN
2015-02-18,171.96,PLN
2015-02-19,172.67,PLN
2015-02-20,172.52,PLN
2015-02-23,173.64,PLN
2015-02-24,174.62,PLN
2015-02-25,174.58,PLN
2015-02-26,174.99,PLN
2015-02-27,175.66,PLN
2015-03-02,176.89,PLN
2015-03-03,176.00,PLN
2015-03-04,177.61,PLN
2015-03-05,178.69,PLN
2015-03-06,178.44,PLN
2015-03-09,179.08,PLN
2015-03-10,177.82,PLN
2015-03-11,178.51,PLN
2015-03-12,178.68,PLN
2015-03-13,178.66,PLN
2015-03-16,178.78,PLN
2015-03-17,179.06,PLN
2015-03-18,178.40,PLN
2015-03-19,180.31,PLN
2015-03-20,180.85,PLN
2015-03-23,180.48,PLN
2015-03-24,179.77,PLN
2015-03-25,179.59,PLN
2015-03-26,178.19,PLN
2015-03-27,178.28,PLN
2015-03-30,179.16,PLN
2015-03-31,178.93,PLN
2015-04-01,178.90,PLN
2015-04-02,179.34,PLN
2015-04-07,179.61,PLN
2015-04-08,180.22,PLN
2015-04-09,181.58,PLN
2015-04-10,180.94,PLN
2015-04-13,181.22,PLN
2015-04-14,181.91,PLN
2015-04-15,182.34,PLN
2015-04-16,182.95,PLN
2015-04-17,182.22,PLN
2015-04-20,183.15,PLN
2015-04-21,183.13,PLN
2015-04-22,183.71,PLN
2015-04-23,183.86,PLN
2015-04-24,184.61,PLN
2015-04-27,185.20,PLN
2015-04-28,184.73,PLN
2015-04-29,184.67,PLN
2015-04-30,185.20,PLN
2015-05-04,186.62,PLN
2015-05-05,186.14,PLN
2015-05-06,187.79,PLN
2015-05-07,188.06,PLN
2015-05-08,188.91,PLN
2015-05-11,189.54,PLN
2015-05-12,188.77,PLN
2015-05-13,188.46,PLN
2015-05-14,187.78,PLN
2015-05-15,188.10,PLN
2015-05-18,188.22,PLN
2015-05-19,187.84,PLN
2015-05-20,187.98,PLN
2015-05-21,188.21,PLN
2015-05-22,188.26,PLN
2015-05-25,186.22,PLN
2015-05-26,184.82,PLN
2015-05-27,186.45,PLN
2015-05-28,186.39,PLN
2015-05-29,186.51,PLN
2015-06-01,187.52,PLN
2015-06-02,186.73,PLN
2015-06-03,186.64,PLN
2015-06-05,185.44,PLN
2015-06-08,184.24,PLN
2015-06-09,182.83,PLN
2015-06-10,183.74,PLN
2015-06-11,183.13,PLN
2015-06-12,182.76,PLN
2015-06-15,182.40,PLN
2015-06-16,182.01,PLN
2015-06-17,180.22,PLN
2015-06-18,180.22,PLN
2015-06-19,179.69,PLN
2015-06-22,182.15,PLN
2015-06-23,182.75,PLN
2015-06-24,181.95,PLN
2015-06-25,181.73,PLN
2015-06-26,182.03,PLN
2015-06-29,179.28,PLN
2015-06-30,179.33,PLN
2015-07-01,179.17,PLN
2015-07-02,179.62,PLN
2015-07-03,179.10,PLN
2015-07-06,178.66,PLN
2015-07-07,177.36,PLN
2015-07-08,175.60,PLN
2015-07-09,176.26,PLN
2015-07-10,178.77,PLN
2015-07-13,181.06,PLN
2015-07-14,180.80,PLN
2015-07-15,181.94,PLN
2015-07-16,183.85,PLN
2015-07-17,184.05,PLN
2015-07-20,183.97,PLN
2015-07-21,184.01,PLN
2015-07-22,182.79,PLN
2015-07-23,183.27,PLN
2015-07-24,184.07,PLN
2015-07-27,182.70,PLN
2015-07-28,183.20,PLN
2015-07-29,184.11,PLN
2015-07-30,184.52,PLN
2015-07-31,185.70,PLN
2015-08-03,186.04,PLN
2015-08-04,187.88,PLN
2015-08-05,190.10,PLN
2015-08-06,188.15,PLN
2015-08-07,187.93,PLN
2015-08-10,189.17,PLN
2015-08-11,189.40,PLN
2015-08-12,188.41,PLN
2015-08-13,188.73,PLN
2015-08-14,188.46,PLN
2015-08-17,187.16,PLN
2015-08-18,186.15,PLN
2015-08-19,187.47,PLN
2015-08-20,186.28,PLN
2015-08-21,183.31,PLN
2015-08-24,172.87,PLN
2015-08-25,174.81,PLN
2015-08-26,173.74,PLN
2015-08-27,177.87,PLN
2015-08-28,179.61,PLN
2015-08-31,180.10,PLN
2015-09-01,177.88,PLN
2015-09-02,177.70,PLN
2015-09-03,178.88,PLN
2015-09-04,178.05,PLN
2015-09-07,177.19,PLN
2015-09-08,178.16,PLN
2015-09-09,178.34,PLN
2015-09-10,178.42,PLN
2015-09-11,178.34,PLN
2015-09-14,178.38,PLN
2015-09-15,177.79,PLN
2015-09-16,179.01,PLN
2015-09-17,179.09,PLN
2015-09-18,178.91,PLN
2015-09-21,179.35,PLN
2015-09-22,177.40,PLN
2015-09-23,176.04,PLN
2015-09-24,175.21,PLN
2015-09-25,175.84,PLN
2015-09-28,173.50,PLN
2015-09-29,173.49,PLN
2015-09-30,175.19,PLN
2015-10-01,175.35,PLN
2015-10-02,174.68,PLN
2015-10-05,176.86,PLN
2015-10-06,178.87,PLN
2015-10-07,180.04,PLN
2015-10-08,179.84,PLN
2015-10-09,181.46,PLN
2015-10-12,181.40,PLN
2015-10-13,180.08,PLN
2015-10-14,179.74,PLN
2015-10-15,181.27,PLN
2015-10-16,181.73,PLN
2015-10-19,181.78,PLN
2015-10-20,182.28,PLN
2015-10-21,181.86,PLN
2015-10-22,181.12,PLN
2015-10-23,181.88,PLN
2015-10-26,182.17,PLN
2015-10-27,182.24,PLN
2015-10-28,182.89,PLN
2015-10-29,180.72,PLN
2015-10-30,181.11,PLN
2015-11-02,181.58,PLN
2015-11-03,181.29,PLN
2015-11-04,181.84,PLN
2015-11-05,181.71,PLN
2015-11-06,180.50,PLN
2015-11-09,180.19,PLN
2015-11-10,179.93,PLN
2015-11-12,179.23,PLN
2015-11-13,178.00,PLN
2015-11-16,177.46,PLN
2015-11-17,177.97,PLN
2015-11-18,177.74,PLN
2015-11-19,178.33,PLN
2015-11-20,178.86,PLN
2015-11-23,177.03,PLN
2015-11-24,176.31,PLN
2015-11-25,176.97,PLN
2015-11-26,178.03,PLN
2015-11-27,178.21,PLN
2015-11-30,178.64,PLN
2015-12-01,178.04,PLN
2015-12-02,176.46,PLN
2015-12-03,176.07,PLN
2015-12-04,174.58,PLN
2015-12-07,175.08,PLN
2015-12-08,174.04,PLN
2015-12-09,171.98,PLN
2015-12-10,172.04,PLN
2015-12-11,169.70,PLN
2015-12-14,167.24,PLN
2015-12-15,168.62,PLN
2015-12-16,168.78,PLN
2015-12-17,170.80,PLN
2015-12-18,170.74,PLN
2015-12-21,172.06,PLN
2015-12-22,172.04,PLN
2015-12-23,172.76,PLN
2015-12-28,173.26,PLN
2015-12-29,175.07,PLN
2015-12-30,175.35,PLN
2016-01-04,173.19,PLN
2016-01-05,173.62,PLN
2016-01-07,171.36,PLN
2016-01-08,170.39,PLN
2016-01-11,168.15,PLN
2016-01-12,169.93,PLN
2016-01-13,171.24,PLN
2016-01-14,169.44,PLN
2016-01-15,167.96,PLN
2016-01-18,164.03,PLN
2016-01-19,164.80,PLN
2016-01-20,161.74,PLN
2016-01-21,161.01,PLN
2016-01-22,162.66,PLN
2016-01-25,163.49,PLN
2016-01-26,162.89,PLN
2016-01-27,163.56,PLN
2016-01-28,164.74,PLN
2016-01-29,166.08,PLN
2016-02-01,166.31,PLN
2016-02-02,166.50,PLN
2016-02-03,166.38,PLN
2016-02-04,167.34,PLN
2016-02-05,168.03,PLN
2016-02-08,166.56,PLN
2016-02-09,165.55,PLN
2016-02-10,165.25,PLN
2016-02-11,164.35,PLN
2016-02-12,164.33,PLN
2016-02-15,166.04,PLN
2016-02-16,166.05,PLN
2016-02-17,168.58,PLN
2016-02-18,169.15,PLN
2016-02-19,167.70,PLN
2016-02-22,169.05,PLN
2016-02-23,169.71,PLN
2016-02-24,168.32,PLN
2016-02-25,168.39,PLN
2016-02-26,170.03,PLN
2016-02-29,169.49,PLN
2016-03-01,169.13,PLN
2016-03-02,168.51,PLN
2016-03-03,170.78,PLN
2016-03-04,171.08,PLN
2016-03-07,172.06,PLN
2016-03-08,171.91,PLN
2016-03-09,171.23,PLN
2016-03-10,171.56,PLN
2016-03-11,173.15,PLN
2016-03-14,173.86,PLN
2016-03-15,173.27,PLN
2016-03-16,173.06,PLN
2016-03-17,174.77,PLN
2016-03-18,176.22,PLN
2016-03-21,176.02,PLN
2016-03-22,175.98,PLN
2016-03-23,176.13,PLN
2016-03-24,176.44,PLN
2016-03-29,177.13,PLN
2016-03-30,177.99,PLN
2016-03-31,178.07,PLN
2016-04-01,176.75,PLN
2016-04-04,177.97,PLN
2016-04-05,175.84,PLN
2016-04-06,173.85,PLN
2016-04-07,175.18,PLN
2016-04-08,175.66,PLN
2016-04-11,175.70,PLN
2016-04-12,175.76,PLN
2016-04-13,177.35,PLN
2016-04-14,177.78,PLN
2016-04-15,177.43,PLN
2016-04-18,177.23,PLN
2016-04-19,178.42,PLN
2016-04-20,179.03,PLN
2016-04-21,179.73,PLN
2016-04-22,180.43,PLN
2016-04-25,180.84,PLN
2016-04-26,179.80,PLN
2016-04-27,179.45,PLN
2016-04-28,179.10,PLN
2016-04-29,179.44,PLN
2016-05-02,180.01,PLN
2016-05-04,178.53,PLN
2016-05-05,177.30,PLN
2016-05-06,177.29,PLN
2016-05-09,176.97,PLN
2016-05-10,176.01,PLN
2016-05-11,176.08,PLN
2016-05-12,175.97,PLN
2016-05-13,176.11,PLN
2016-05-16,177.20,PLN
2016-05-17,177.14,PLN
2016-05-18,176.47,PLN
2016-05-19,174.90,PLN
2016-05-20,174.27,PLN
2016-05-23,175.03,PLN
2016-05-24,175.31,PLN
2016-05-25,176.17,PLN
2016-05-27,176.90,PLN
2016-05-30,176.62,PLN
2016-05-31,174.72,PLN
2016-06-01,171.32,PLN
2016-06-02,171.55,PLN
2016-06-03,173.64,PLN
2016-06-06,173.62,PLN
2016-06-07,175.34,PLN
2016-06-08,175.69,PLN
2016-06-09,174.22,PLN
2016-06-10,173.55,PLN
2016-06-13,171.79,PLN
2016-06-14,171.04,PLN
2016-06-15,171.05,PLN
2016-06-16,168.70,PLN
2016-06-17,170.92,PLN
2016-06-20,172.06,PLN
2016-06-21,172.36,PLN
2016-06-22,173.09,PLN
2016-06-23,174.47,PLN
2016-06-24,168.67,PLN
2016-06-27,167.88,PLN
2016-06-28,169.82,PLN
2016-06-29,170.90,PLN
2016-06-30,171.41,PLN
2016-07-01,172.16,PLN
2016-07-04,171.08,PLN
2016-07-05,171.05,PLN
2016-07-06,170.31,PLN
2016-07-07,171.19,PLN
2016-07-08,171.61,PLN
2016-07-11,173.21,PLN
2016-07-12,174.26,PLN
2016-07-13,174.87,PLN
2016-07-14,175.42,PLN
2016-07-15,176.11,PLN
2016-07-18,176.46,PLN
2016-07-19,176.47,PLN
2016-07-20,177.59,PLN
2016-07-21,178.38,PLN
2016-07-22,179.83,PLN
2016-07-25,181.06,PLN
2016-07-26,181.29,PLN
2016-07-27,182.04,PLN
2016-07-28,182.92,PLN
2016-07-29,182.28,PLN
2016-08-01,182.48,PLN
2016-08-02,183.58,PLN
2016-08-03,183.25,PLN
2016-08-04,185.53,PLN
2016-08-05,186.45,PLN
2016-08-08,187.64,PLN
2016-08-09,189.43,PLN
2016-08-10,190.07,PLN
2016-08-11,190.71,PLN
2016-08-12,191.38,PLN
2016-08-16,191.12,PLN
2016-08-17,190.65,PLN
2016-08-18,190.64,PLN
2016-08-19,189.89,PLN
2016-08-22,190.25,PLN
2016-08-23,191.15,PLN
2016-08-24,191.27,PLN
2016-08-25,191.40,PLN
2016-08-26,191.75,PLN
2016-08-29,191.17,PLN
2016-08-30,194.03,PLN
2016-08-31,194.10,PLN
2016-09-01,191.78,PLN
2016-09-02,192.93,PLN
2016-09-05,196.04,PLN
2016-09-06,196.18,PLN
2016-09-07,196.71,PLN
2016-09-08,196.23,PLN
2016-09-09,194.45,PLN
2016-09-12,193.06,PLN
2016-09-13,193.97,PLN
2016-09-14,194.88,PLN
2016-09-15,195.36,PLN
2016-09-16,196.52,PLN
2016-09-19,196.39,PLN
2016-09-20,196.41,PLN
2016-09-21,196.82,PLN
2016-09-22,198.82,PLN
2016-09-23,198.63,PLN
2016-09-26,197.62,PLN
2016-09-27,196.92,PLN
2016-09-28,196.76,PLN
2016-09-29,197.31,PLN
2016-09-30,197.15,PLN
2016-10-03,197.72,PLN
2016-10-04,197.92,PLN
2016-10-05,197.41,PLN
2016-10-06,197.40,PLN
2016-10-07,196.81,PLN
2016-10-10,197.05,PLN
2016-10-11,197.91,PLN
2016-10-12,197.22,PLN
2016-10-13,196.81,PLN
2016-10-14,197.76,PLN
2016-10-17,198.30,PLN
2016-10-18,198.81,PLN
2016-10-19,199.20,PLN
2016-10-20,198.88,PLN
2016-10-21,198.46,PLN
2016-10-24,199.33,PLN
2016-10-25,198.14,PLN
2016-10-26,198.49,PLN
2016-10-27,198.73,PLN
2016-10-28,199.35,PLN
2016-10-31,199.92,PLN
2016-11-02,195.84,PLN
2016-11-03,195.62,PLN
2016-11-04,193.86,PLN
2016-11-07,195.09,PLN
2016-11-08,195.99,PLN
2016-11-09,195.77,PLN
2016-11-10,197.40,PLN
2016-11-14,195.82,PLN
2016-11-15,196.43,PLN
2016-11-16,196.71,PLN
2016-11-17,195.82,PLN
2016-11-18,195.36,PLN
2016-11-21,196.31,PLN
2016-11-22,198.06,PLN
2016-11-23,199.55,PLN
2016-11-24,199.59,PLN
2016-11-25,199.48,PLN
2016-11-28,199.66,PLN
2016-11-29,198.60,PLN
2016-11-30,199.82,PLN
2016-12-01,199.59,PLN
2016-12-02,200.01,PLN
2016-12-05,201.09,PLN
2016-12-06,201.61,PLN
2016-12-07,200.13,PLN
2016-12-08,202.11,PLN
2016-12-09,201.31,PLN
2016-12-12,201.34,PLN
2016-12-13,202.43,PLN
2016-12-14,201.91,PLN
2016-12-15,201.12,PLN
2016-12-16,202.19,PLN
2016-12-19,201.13,PLN
2016-12-20,202.15,PLN
2016-12-21,201.54,PLN
2016-12-22,201.43,PLN
2016-12-23,201.82,PLN
2016-12-27,201.82,PLN
2016-12-28,202.08,PLN
2016-12-29,203.27,PLN
2016-12-30,203.44,PLN
2017-01-02,203.30,PLN
2017-01-03,204.03,PLN
2017-01-04,204.74,PLN
2017-01-05,204.04,PLN
2017-01-09,204.86,PLN
2017-01-10,206.63,PLN
2017-01-11,208.15,PLN
2017-01-12,208.94,PLN
2017-01-13,208.36,PLN
2017-01-16,209.25,PLN
2017-01-17,209.33,PLN
2017-01-18,209.19,PLN
2017-01-19,209.66,PLN
2017-01-20,210.21,PLN
2017-01-23,211.06,PLN
2017-01-24,212.57,PLN
2017-01-25,216.26,PLN
2017-01-26,216.75,PLN
2017-01-27,216.93,PLN
2017-01-30,216.40,PLN
2017-01-31,217.31,PLN
2017-02-01,218.05,PLN
2017-02-02,217.23,PLN
2017-02-03,216.64,PLN
2017-02-06,216.64,PLN
2017-02-07,216.86,PLN
2017-02-08,217.11,PLN
2017-02-09,220.60,PLN
2017-02-10,222.92,PLN
2017-02-13,223.77,PLN
2017-02-14,223.37,PLN
2017-02-15,223.45,PLN
2017-02-16,224.92,PLN
2017-02-17,222.82,PLN
2017-02-20,223.31,PLN
2017-02-21,226.77,PLN
2017-02-22,227.44,PLN
2017-02-23,227.67,PLN
2017-02-24,225.29,PLN
2017-02-27,225.85,PLN
2017-02-28,225.20,PLN
2017-03-01,228.26,PLN
2017-03-02,229.58,PLN
2017-03-03,229.14,PLN
2017-03-06,229.33,PLN
2017-03-07,226.56,PLN
2017-03-08,224.92,PLN
2017-03-09,222.95,PLN
2017-03-10,224.84,PLN
2017-03-13,227.39,PLN
2017-03-14,227.41,PLN
2017-03-15,226.63,PLN
2017-03-16,228.77,PLN
2017-03-17,229.12,PLN
2017-03-20,228.82,PLN
2017-03-21,226.88,PLN
2017-03-22,224.16,PLN
2017-03-23,225.48,PLN
2017-03-24,225.57,PLN
2017-03-27,224.22,PLN
2017-03-28,226.59,PLN
2017-03-29,225.60,PLN
2017-03-30,224.70,PLN
2017-03-31,224.57,PLN
2017-04-03,224.32,PLN
2017-04-04,224.76,PLN
2017-04-05,225.85,PLN
2017-04-06,225.72,PLN
2017-04-07,225.60,PLN
2017-04-10,224.42,PLN
2017-04-11,222.06,PLN
2017-04-12,221.88,PLN
2017-04-13,221.82,PLN
2017-04-18,221.37,PLN
2017-04-19,222.01,PLN
2017-04-20,222.03,PLN
2017-04-21,221.45,PLN
2017-04-24,223.53,PLN
2017-04-25,226.08,PLN
2017-04-26,226.59,PLN
2017-04-27,227.05,PLN
2017-04-28,227.34,PLN
2017-05-02,228.90,PLN
2017-05-04,228.66,PLN
2017-05-05,228.01,PLN
2017-05-08,228.08,PLN
2017-05-09,228.60,PLN
2017-05-10,228.63,PLN
2017-05-11,228.72,PLN
2017-05-12,227.48,PLN
2017-05-15,227.39,PLN
2017-05-16,226.02,PLN
2017-05-17,223.04,PLN
2017-05-18,221.23,PLN
2017-05-19,223.63,PLN
2017-05-22,223.63,PLN
2017-05-23,223.86,PLN
2017-05-24,224.74,PLN
2017-05-25,226.58,PLN
2017-05-26,225.74,PLN
2017-05-29,225.84,PLN
2017-05-30,225.26,PLN
2017-05-31,223.92,PLN
2017-06-01,225.39,PLN
2017-06-02,226.70,PLN
2017-06-05,225.15,PLN
2017-06-06,226.60,PLN
2017-06-07,226.47,PLN
2017-06-08,226.72,PLN
2017-06-09,227.13,PLN
2017-06-12,224.78,PLN
2017-06-13,225.31,PLN
2017-06-14,225.30,PLN
2017-06-16,224.77,PLN
2017-06-19,225.63,PLN
2017-06-20,226.00,PLN
2017-06-21,226.43,PLN
2017-06-22,226.62,PLN
2017-06-23,226.49,PLN
2017-06-26,227.81,PLN
2017-06-27,229.33,PLN
2017-06-28,227.42,PLN
2017-06-29,227.71,PLN
2017-06-30,228.09,PLN
2017-07-03,228.37,PLN
2017-07-04,226.66,PLN
2017-07-05,226.55,PLN
2017-07-06,226.58,PLN
2017-07-07,225.40,PLN
2017-07-10,226.20,PLN
2017-07-11,225.66,PLN
2017-07-12,227.37,PLN
2017-07-13,228.70,PLN
2017-07-14,229.56,PLN
2017-07-17,229.95,PLN
2017-07-18,229.15,PLN
2017-07-19,228.79,PLN
2017-07-20,228.61,PLN
2017-07-21,228.44,PLN
2017-07-24,228.74,PLN
2017-07-25,229.36,PLN
2017-07-26,230.07,PLN
2017-07-27,229.37,PLN
2017-07-28,229.90,PLN
2017-07-31,230.24,PLN
2017-08-01,229.93,PLN
2017-08-02,229.44,PLN
2017-08-03,227.74,PLN
2017-08-04,228.05,PLN
2017-08-07,228.77,PLN
2017-08-08,229.45,PLN
2017-08-09,228.83,PLN
2017-08-10,227.62,PLN
2017-08-11,227.38,PLN
2017-08-14,227.38,PLN
2017-08-16,228.18,PLN
2017-08-17,227.67,PLN
2017-08-18,227.73,PLN
2017-08-21,229.08,PLN
2017-08-22,229.16,PLN
2017-08-23,229.02,PLN
2017-08-24,230.65,PLN
2017-08-25,230.77,PLN
2017-08-28,231.48,PLN
2017-08-29,230.10,PLN
2017-08-30,230.68,PLN
2017-08-31,230.67,PLN
2017-09-01,230.78,PLN
2017-09-04,230.20,PLN
2017-09-05,230.23,PLN
2017-09-06,228.92,PLN
2017-09-07,228.28,PLN
2017-09-08,228.32,PLN
2017-09-11,228.19,PLN
2017-09-12,228.67,PLN
2017-09-13,228.45,PLN
2017-09-14,228.07,PLN
2017-09-15,227.15,PLN
2017-09-18,226.94,PLN
2017-09-19,227.47,PLN
2017-09-20,227.27,PLN
2017-09-21,226.77,PLN
2017-09-22,226.33,PLN
2017-09-25,225.39,PLN
2017-09-26,224.84,PLN
2017-09-27,225.43,PLN
2017-09-28,226.72,PLN
2017-09-29,228.10,PLN
2017-10-02,227.75,PLN
2017-10-03,226.57,PLN
2017-10-04,225.05,PLN
2017-10-05,225.93,PLN
2017-10-06,225.85,PLN
2017-10-09,225.86,PLN
2017-10-10,225.92,PLN
2017-10-11,227.31,PLN
2017-10-12,227.60,PLN
2017-10-13,227.22,PLN
2017-10-16,227.58,PLN
2017-10-17,225.71,PLN
2017-10-18,223.91,PLN
2017-10-19,222.94,PLN
2017-10-20,222.86,PLN
2017-10-23,221.73,PLN
2017-10-24,218.72,PLN
2017-10-25,219.33,PLN
2017-10-26,220.35,PLN
2017-10-27,221.89,PLN
2017-10-30,222.96,PLN
2017-10-31,223.80,PLN
2017-11-02,222.47,PLN
2017-11-03,222.21,PLN
2017-11-06,221.95,PLN
2017-11-07,223.91,PLN
2017-11-08,222.61,PLN
2017-11-09,221.42,PLN
2017-11-10,219.52,PLN
2017-11-13,217.92,PLN
2017-11-14,217.36,PLN
2017-11-15,215.62,PLN
2017-11-16,216.02,PLN
2017-11-17,217.79,PLN
2017-11-20,219.35,PLN
2017-11-21,220.38,PLN
2017-11-22,220.70,PLN
2017-11-23,220.54,PLN
2017-11-24,220.66,PLN
2017-11-27,220.45,PLN
2017-11-28,220.64,PLN
2017-11-29,219.38,PLN
2017-11-30,218.69,PLN
2017-12-01,218.50,PLN
2017-12-04,219.87,PLN
2017-12-05,220.96,PLN
2017-12-06,220.48,PLN
2017-12-07,220.48,PLN
2017-12-08,220.82,PLN
2017-12-11,220.36,PLN
2017-12-12,221.33,PLN
2017-12-13,222.17,PLN
2017-12-14,221.43,PLN
2017-12-15,221.64,PLN
2017-12-18,222.79,PLN
2017-12-19,222.45,PLN
2017-12-20,222.31,PLN
2017-12-21,222.64,PLN
2017-12-22,222.12,PLN
2017-12-27,222.83,PLN
2017-12-28,224.15,PLN
2017-12-29,224.19,PLN
2018-01-03,225.00,PLN
2018-01-04,227.89,PLN
2018-01-05,228.81,PLN
2018-01-08,229.98,PLN
2018-01-09,229.33,PLN
2018-01-10,227.78,PLN
2018-01-11,228.95,PLN
2018-01-12,229.25,PLN
2018-01-15,228.66,PLN
2018-01-16,229.75,PLN
2018-01-17,229.94,PLN
2018-01-18,231.07,PLN
2018-01-19,231.40,PLN
2018-01-22,232.71,PLN
2018-01-23,233.45,PLN
2018-01-24,232.89,PLN
