Data,Wartość dla NN (L) Multi Factor (A),Waluta
2015-04-14,173.01,PLN
2015-04-15,175.16,PLN
2015-04-16,174.16,PLN
2015-04-17,171.56,PLN
2015-04-20,172.23,PLN
2015-04-21,173.30,PLN
2015-04-22,174.21,PLN
2015-04-23,173.74,PLN
2015-04-24,173.51,PLN
2015-04-27,173.21,PLN
2015-04-28,171.40,PLN
2015-04-29,168.38,PLN
2015-04-30,165.90,PLN
2015-05-04,167.70,PLN
2015-05-05,165.77,PLN
2015-05-06,163.26,PLN
2015-05-07,164.36,PLN
2015-05-08,168.00,PLN
2015-05-11,168.43,PLN
2015-05-12,166.44,PLN
2015-05-13,165.49,PLN
2015-05-14,166.08,PLN
2015-05-15,165.67,PLN
2015-05-18,166.91,PLN
2015-05-19,169.89,PLN
2015-05-20,170.74,PLN
2015-05-21,171.26,PLN
2015-05-22,171.95,PLN
2015-05-25,171.92,PLN
2015-05-26,171.45,PLN
2015-05-27,172.96,PLN
2015-05-28,172.02,PLN
2015-05-29,170.35,PLN
2015-06-01,171.10,PLN
2015-06-02,168.11,PLN
2015-06-03,166.77,PLN
2015-06-05,167.25,PLN
2015-06-08,164.87,PLN
2015-06-09,163.75,PLN
2015-06-10,165.51,PLN
2015-06-11,166.04,PLN
2015-06-12,165.07,PLN
2015-06-15,163.93,PLN
2015-06-16,164.44,PLN
2015-06-17,164.29,PLN
2015-06-18,163.52,PLN
2015-06-19,164.10,PLN
2015-06-22,164.80,PLN
2015-06-23,168.02,PLN
2015-06-24,167.45,PLN
2015-06-25,166.58,PLN
2015-06-26,166.55,PLN
2015-06-29,162.89,PLN
2015-06-30,163.17,PLN
2015-07-01,164.56,PLN
2015-07-02,164.89,PLN
2015-07-03,164.61,PLN
2015-07-06,163.35,PLN
2015-07-07,164.30,PLN
2015-07-08,159.63,PLN
2015-07-09,161.32,PLN
2015-07-10,161.94,PLN
2015-07-13,165.97,PLN
2015-07-14,166.73,PLN
2015-07-15,167.19,PLN
2015-07-16,169.36,PLN
2015-07-17,171.11,PLN
2015-07-20,170.70,PLN
2015-07-21,169.50,PLN
2015-07-22,169.32,PLN
2015-07-23,167.76,PLN
2015-07-24,165.43,PLN
2015-07-27,162.54,PLN
2015-07-28,164.46,PLN
2015-07-29,165.75,PLN
2015-07-30,167.42,PLN
2015-07-31,166.12,PLN
2015-08-03,166.97,PLN
2015-08-04,167.16,PLN
2015-08-05,169.21,PLN
2015-08-06,167.29,PLN
2015-08-07,166.44,PLN
2015-08-10,167.54,PLN
2015-08-11,164.59,PLN
2015-08-12,161.48,PLN
2015-08-13,162.04,PLN
2015-08-14,162.37,PLN
2015-08-17,163.19,PLN
2015-08-18,163.09,PLN
2015-08-19,161.24,PLN
2015-08-20,156.69,PLN
2015-08-21,150.91,PLN
2015-08-24,141.94,PLN
2015-08-25,144.00,PLN
2015-08-26,146.64,PLN
2015-08-27,152.52,PLN
2015-08-28,153.05,PLN
2015-08-31,152.07,PLN
2015-09-01,147.03,PLN
2015-09-02,148.69,PLN
2015-09-03,150.89,PLN
2015-09-04,148.36,PLN
2015-09-07,148.33,PLN
2015-09-08,149.77,PLN
2015-09-09,150.48,PLN
2015-09-10,149.35,PLN
2015-09-11,148.78,PLN
2015-09-14,147.93,PLN
2015-09-15,149.64,PLN
2015-09-16,151.38,PLN
2015-09-17,150.84,PLN
2015-09-18,147.93,PLN
2015-09-21,149.64,PLN
2015-09-22,147.76,PLN
2015-09-23,146.89,PLN
2015-09-24,144.39,PLN
2015-09-25,146.06,PLN
2015-09-28,142.16,PLN
2015-09-29,141.23,PLN
2015-09-30,145.12,PLN
2015-10-01,145.24,PLN
2015-10-02,146.53,PLN
2015-10-05,149.93,PLN
2015-10-06,150.10,PLN
2015-10-07,151.57,PLN
2015-10-08,151.70,PLN
2015-10-09,151.91,PLN
2015-10-12,151.41,PLN
2015-10-13,149.73,PLN
2015-10-14,148.81,PLN
2015-10-15,152.09,PLN
2015-10-16,152.65,PLN
2015-10-19,153.10,PLN
2015-10-20,152.17,PLN
2015-10-21,151.45,PLN
2015-10-22,155.13,PLN
2015-10-23,159.47,PLN
2015-10-26,159.27,PLN
2015-10-27,158.81,PLN
2015-10-28,160.25,PLN
2015-10-29,160.67,PLN
2015-10-30,159.46,PLN
2015-11-02,160.48,PLN
2015-11-03,161.95,PLN
2015-11-04,162.97,PLN
2015-11-05,162.37,PLN
2015-11-06,163.38,PLN
2015-11-09,161.94,PLN
2015-11-10,162.39,PLN
2015-11-12,159.58,PLN
2015-11-13,158.43,PLN
2015-11-16,159.58,PLN
2015-11-17,161.14,PLN
2015-11-18,163.10,PLN
2015-11-19,162.26,PLN
2015-11-20,163.47,PLN
2015-11-23,163.46,PLN
2015-11-24,163.22,PLN
2015-11-25,163.92,PLN
2015-11-26,163.91,PLN
2015-11-27,164.13,PLN
2015-11-30,163.79,PLN
2015-12-01,164.67,PLN
2015-12-02,163.99,PLN
2015-12-03,158.48,PLN
2015-12-04,159.24,PLN
2015-12-07,158.95,PLN
2015-12-08,157.20,PLN
2015-12-09,155.83,PLN
2015-12-10,155.67,PLN
2015-12-11,152.54,PLN
2015-12-14,151.48,PLN
2015-12-15,154.12,PLN
2015-12-16,156.32,PLN
2015-12-17,157.03,PLN
2015-12-18,155.12,PLN
2015-12-21,154.80,PLN
2015-12-22,155.01,PLN
2015-12-23,158.44,PLN
2015-12-28,156.85,PLN
2015-12-29,158.78,PLN
2015-12-30,157.77,PLN
2016-01-04,155.33,PLN
2016-01-05,156.52,PLN
2016-01-07,149.19,PLN
2016-01-08,146.79,PLN
2016-01-11,146.32,PLN
2016-01-12,147.40,PLN
2016-01-13,145.47,PLN
2016-01-14,146.17,PLN
2016-01-15,141.97,PLN
2016-01-18,141.95,PLN
2016-01-19,142.03,PLN
2016-01-20,139.80,PLN
2016-01-21,140.71,PLN
2016-01-22,144.61,PLN
2016-01-25,143.15,PLN
2016-01-26,143.65,PLN
2016-01-27,142.86,PLN
2016-01-28,142.47,PLN
2016-01-29,146.79,PLN
2016-02-01,145.95,PLN
2016-02-02,142.99,PLN
2016-02-03,140.90,PLN
2016-02-04,139.90,PLN
2016-02-05,138.06,PLN
2016-02-08,135.68,PLN
2016-02-09,132.98,PLN
2016-02-10,134.87,PLN
2016-02-11,131.55,PLN
2016-02-12,134.13,PLN
2016-02-15,134.11,PLN
2016-02-16,138.63,PLN
2016-02-17,140.80,PLN
2016-02-18,140.83,PLN
2016-02-19,140.27,PLN
2016-02-22,142.85,PLN
2016-02-23,141.30,PLN
2016-02-24,140.63,PLN
2016-02-25,142.02,PLN
2016-02-26,143.45,PLN
2016-02-29,143.80,PLN
2016-03-01,147.35,PLN
2016-03-02,148.46,PLN
2016-03-03,147.47,PLN
2016-03-04,147.14,PLN
2016-03-07,146.98,PLN
2016-03-08,146.80,PLN
2016-03-09,146.50,PLN
2016-03-10,146.21,PLN
2016-03-11,147.18,PLN
2016-03-14,147.36,PLN
2016-03-15,147.05,PLN
2016-03-16,147.41,PLN
2016-03-17,148.25,PLN
2016-03-18,148.55,PLN
2016-03-21,148.48,PLN
2016-03-22,148.17,PLN
2016-03-23,148.21,PLN
2016-03-24,147.50,PLN
2016-03-29,148.17,PLN
2016-03-30,148.80,PLN
2016-03-31,148.86,PLN
2016-04-01,148.98,PLN
2016-04-04,149.19,PLN
2016-04-05,148.59,PLN
2016-04-06,148.72,PLN
2016-04-07,148.04,PLN
2016-04-08,148.17,PLN
2016-04-11,148.09,PLN
2016-04-12,147.98,PLN
2016-04-13,148.75,PLN
2016-04-14,148.70,PLN
2016-04-15,148.76,PLN
2016-04-18,149.04,PLN
2016-04-19,148.98,PLN
2016-04-20,148.88,PLN
2016-04-21,147.96,PLN
2016-04-22,147.89,PLN
2016-04-25,147.61,PLN
2016-04-26,147.64,PLN
2016-04-27,147.72,PLN
2016-04-28,147.83,PLN
2016-04-29,147.02,PLN
2016-05-02,147.06,PLN
2016-05-04,146.40,PLN
2016-05-05,146.67,PLN
2016-05-06,146.94,PLN
2016-05-09,147.08,PLN
2016-05-10,147.67,PLN
2016-05-11,147.18,PLN
2016-05-12,147.24,PLN
2016-05-13,147.22,PLN
2016-05-16,147.47,PLN
2016-05-17,147.04,PLN
2016-05-18,146.67,PLN
2016-05-19,146.17,PLN
2016-05-20,146.61,PLN
2016-05-23,146.69,PLN
2016-05-24,147.54,PLN
2016-05-25,147.97,PLN
2016-05-27,148.79,PLN
2016-05-30,148.93,PLN
2016-05-31,148.68,PLN
2016-06-01,148.47,PLN
2016-06-02,148.54,PLN
2016-06-03,148.18,PLN
2016-06-06,148.57,PLN
2016-06-07,148.97,PLN
2016-06-08,149.10,PLN
2016-06-09,149.01,PLN
2016-06-10,147.96,PLN
2016-06-13,146.75,PLN
2016-06-14,146.04,PLN
2016-06-15,146.29,PLN
2016-06-16,146.43,PLN
2016-06-17,146.18,PLN
2016-06-20,146.86,PLN
2016-06-21,147.18,PLN
2016-06-22,147.03,PLN
2016-06-23,147.85,PLN
2016-06-24,144.97,PLN
2016-06-27,144.22,PLN
2016-06-28,145.90,PLN
2016-06-29,147.80,PLN
2016-06-30,149.10,PLN
2016-07-01,149.84,PLN
2016-07-04,149.86,PLN
2016-07-05,149.57,PLN
2016-07-06,149.86,PLN
2016-07-07,150.13,PLN
2016-07-08,151.38,PLN
2016-07-11,152.06,PLN
2016-07-12,152.56,PLN
2016-07-13,152.65,PLN
2016-07-14,152.99,PLN
2016-07-15,152.93,PLN
2016-07-18,153.12,PLN
2016-07-19,153.33,PLN
2016-07-20,153.58,PLN
2016-07-21,153.56,PLN
2016-07-22,153.89,PLN
2016-07-25,153.65,PLN
2016-07-26,153.32,PLN
2016-07-27,153.41,PLN
2016-07-28,153.36,PLN
2016-07-29,153.39,PLN
2016-08-01,153.45,PLN
2016-08-02,152.46,PLN
2016-08-03,152.21,PLN
2016-08-04,153.11,PLN
2016-08-05,154.43,PLN
2016-08-08,154.88,PLN
2016-08-09,155.08,PLN
2016-08-10,154.91,PLN
2016-08-11,155.16,PLN
2016-08-12,155.03,PLN
2016-08-16,154.51,PLN
2016-08-17,154.33,PLN
2016-08-18,154.35,PLN
2016-08-19,153.95,PLN
2016-08-22,153.84,PLN
2016-08-23,154.31,PLN
2016-08-24,154.08,PLN
2016-08-25,153.99,PLN
2016-08-26,153.97,PLN
2016-08-29,154.54,PLN
2016-08-30,154.57,PLN
2016-08-31,154.31,PLN
2016-09-01,154.16,PLN
2016-09-02,154.72,PLN
2016-09-05,155.09,PLN
2016-09-06,155.53,PLN
2016-09-07,155.88,PLN
2016-09-08,155.17,PLN
2016-09-09,152.77,PLN
2016-09-12,152.22,PLN
2016-09-13,150.87,PLN
2016-09-14,150.73,PLN
2016-09-15,150.96,PLN
2016-09-16,151.08,PLN
2016-09-19,151.64,PLN
2016-09-20,151.82,PLN
2016-09-21,152.87,PLN
2016-09-22,153.95,PLN
2016-09-23,154.07,PLN
2016-09-26,153.15,PLN
2016-09-27,153.71,PLN
2016-09-28,153.89,PLN
2016-09-29,153.60,PLN
2016-09-30,153.45,PLN
2016-10-03,153.47,PLN
2016-10-04,153.57,PLN
2016-10-05,152.87,PLN
2016-10-06,152.76,PLN
2016-10-07,152.33,PLN
2016-10-10,152.63,PLN
2016-10-11,152.34,PLN
2016-10-12,152.36,PLN
2016-10-13,151.88,PLN
2016-10-14,152.09,PLN
2016-10-17,151.86,PLN
2016-10-18,152.77,PLN
2016-10-19,153.40,PLN
2016-10-20,153.60,PLN
2016-10-21,153.82,PLN
2016-10-24,154.13,PLN
2016-10-25,154.27,PLN
2016-10-26,153.32,PLN
2016-10-27,152.35,PLN
2016-10-28,152.39,PLN
2016-10-31,152.61,PLN
2016-11-02,150.80,PLN
2016-11-03,150.92,PLN
2016-11-04,150.82,PLN
2016-11-07,152.14,PLN
2016-11-08,152.40,PLN
2016-11-09,151.85,PLN
2016-11-10,152.44,PLN
2016-11-14,152.66,PLN
2016-11-15,152.89,PLN
2016-11-16,153.08,PLN
2016-11-17,153.36,PLN
2016-11-18,153.19,PLN
2016-11-21,153.66,PLN
2016-11-22,154.27,PLN
2016-11-23,154.25,PLN
2016-11-24,154.46,PLN
2016-11-25,154.34,PLN
2016-11-28,154.23,PLN
2016-11-29,154.06,PLN
2016-11-30,154.56,PLN
2016-12-01,154.74,PLN
2016-12-02,154.61,PLN
2016-12-05,154.95,PLN
2016-12-06,155.58,PLN
2016-12-07,156.17,PLN
2016-12-08,157.48,PLN
2016-12-09,157.98,PLN
2016-12-12,157.39,PLN
2016-12-13,157.82,PLN
2016-12-14,157.52,PLN
2016-12-15,157.31,PLN
2016-12-16,157.70,PLN
2016-12-19,157.79,PLN
2016-12-20,158.29,PLN
2016-12-21,158.06,PLN
2016-12-22,157.52,PLN
2016-12-23,157.59,PLN
2016-12-27,157.83,PLN
2016-12-28,157.67,PLN
2016-12-29,157.48,PLN
2016-12-30,157.52,PLN
2017-01-02,157.67,PLN
2017-01-03,158.78,PLN
2017-01-04,159.61,PLN
2017-01-05,158.94,PLN
2017-01-09,159.05,PLN
2017-01-10,158.66,PLN
2017-01-11,159.22,PLN
2017-01-12,158.00,PLN
2017-01-13,158.38,PLN
2017-01-16,158.15,PLN
2017-01-17,157.30,PLN
2017-01-18,157.61,PLN
2017-01-19,157.20,PLN
2017-01-20,157.04,PLN
2017-01-23,156.52,PLN
2017-01-24,157.03,PLN
2017-01-25,157.26,PLN
2017-01-26,157.84,PLN
2017-01-27,157.31,PLN
2017-01-30,156.37,PLN
2017-01-31,156.01,PLN
2017-02-01,156.38,PLN
2017-02-02,156.20,PLN
2017-02-03,156.94,PLN
2017-02-06,156.84,PLN
2017-02-07,157.16,PLN
2017-02-08,157.27,PLN
2017-02-09,157.88,PLN
2017-02-10,158.93,PLN
2017-02-13,159.41,PLN
2017-02-14,159.61,PLN
2017-02-15,159.93,PLN
2017-02-16,159.08,PLN
2017-02-17,158.91,PLN
2017-02-20,159.18,PLN
2017-02-21,160.25,PLN
2017-02-22,160.17,PLN
2017-02-23,160.14,PLN
2017-02-24,160.37,PLN
2017-02-27,160.45,PLN
2017-02-28,160.29,PLN
2017-03-01,161.46,PLN
2017-03-02,160.99,PLN
2017-03-03,160.24,PLN
2017-03-06,159.65,PLN
2017-03-07,159.50,PLN
2017-03-08,158.67,PLN
2017-03-09,157.81,PLN
2017-03-10,157.10,PLN
2017-03-13,157.28,PLN
2017-03-14,156.89,PLN
2017-03-15,157.88,PLN
2017-03-16,158.68,PLN
2017-03-17,158.61,PLN
2017-03-20,158.72,PLN
2017-03-21,158.04,PLN
2017-03-22,157.81,PLN
2017-03-23,158.44,PLN
2017-03-24,158.61,PLN
2017-03-27,157.82,PLN
2017-03-28,158.55,PLN
2017-03-29,159.58,PLN
2017-03-30,159.87,PLN
2017-03-31,159.73,PLN
2017-04-03,159.87,PLN
2017-04-04,160.09,PLN
2017-04-05,160.18,PLN
2017-04-06,160.34,PLN
2017-04-07,160.86,PLN
2017-04-10,160.80,PLN
2017-04-11,160.76,PLN
2017-04-12,160.87,PLN
2017-04-13,160.69,PLN
2017-04-18,160.06,PLN
2017-04-19,159.81,PLN
2017-04-20,159.83,PLN
2017-04-21,160.12,PLN
2017-04-24,160.34,PLN
2017-04-25,160.66,PLN
2017-04-26,160.58,PLN
2017-04-27,160.51,PLN
2017-04-28,160.23,PLN
2017-05-02,161.15,PLN
2017-05-04,160.72,PLN
2017-05-05,161.28,PLN
2017-05-08,161.33,PLN
2017-05-09,161.29,PLN
2017-05-10,161.75,PLN
2017-05-11,161.67,PLN
2017-05-12,161.23,PLN
2017-05-15,161.66,PLN
2017-05-16,161.18,PLN
2017-05-17,160.31,PLN
2017-05-18,159.53,PLN
2017-05-19,160.24,PLN
2017-05-22,160.30,PLN
2017-05-23,160.67,PLN
2017-05-24,160.96,PLN
2017-05-25,161.39,PLN
2017-05-26,161.32,PLN
2017-05-29,160.95,PLN
2017-05-30,160.91,PLN
2017-05-31,160.39,PLN
2017-06-01,160.69,PLN
2017-06-02,161.12,PLN
2017-06-05,161.08,PLN
2017-06-06,160.97,PLN
2017-06-07,160.99,PLN
2017-06-08,161.24,PLN
2017-06-09,161.94,PLN
2017-06-12,161.49,PLN
2017-06-13,161.88,PLN
2017-06-14,161.83,PLN
2017-06-16,161.71,PLN
2017-06-19,162.54,PLN
2017-06-20,162.19,PLN
2017-06-21,162.01,PLN
2017-06-22,161.96,PLN
2017-06-23,162.11,PLN
2017-06-26,162.30,PLN
2017-06-27,161.62,PLN
2017-06-28,160.91,PLN
2017-06-29,159.66,PLN
2017-06-30,159.44,PLN
2017-07-03,160.33,PLN
2017-07-04,160.28,PLN
2017-07-05,160.24,PLN
2017-07-06,159.24,PLN
2017-07-07,159.11,PLN
2017-07-10,159.40,PLN
2017-07-11,159.18,PLN
2017-07-12,160.10,PLN
2017-07-13,160.24,PLN
2017-07-14,160.34,PLN
2017-07-17,160.45,PLN
2017-07-18,159.86,PLN
2017-07-19,160.57,PLN
2017-07-20,160.14,PLN
2017-07-21,159.86,PLN
2017-07-24,159.82,PLN
2017-07-25,160.04,PLN
2017-07-26,160.21,PLN
2017-07-27,160.18,PLN
2017-07-28,159.63,PLN
2017-07-31,159.27,PLN
2017-08-01,159.15,PLN
2017-08-02,159.05,PLN
2017-08-03,158.90,PLN
2017-08-04,159.78,PLN
2017-08-07,159.53,PLN
2017-08-08,159.79,PLN
2017-08-09,159.13,PLN
2017-08-10,158.18,PLN
2017-08-11,157.59,PLN
2017-08-14,158.33,PLN
2017-08-16,158.91,PLN
2017-08-17,158.45,PLN
2017-08-18,157.92,PLN
2017-08-21,157.59,PLN
2017-08-22,158.05,PLN
2017-08-23,157.84,PLN
2017-08-24,158.20,PLN
2017-08-25,157.91,PLN
2017-08-28,157.49,PLN
2017-08-29,156.97,PLN
2017-08-30,157.76,PLN
2017-08-31,158.48,PLN
2017-09-01,158.94,PLN
2017-09-04,158.57,PLN
2017-09-05,158.34,PLN
2017-09-06,158.38,PLN
2017-09-07,158.26,PLN
2017-09-08,158.34,PLN
2017-09-11,159.04,PLN
2017-09-12,159.22,PLN
2017-09-13,159.24,PLN
2017-09-14,159.29,PLN
2017-09-15,158.86,PLN
2017-09-18,159.23,PLN
2017-09-19,158.84,PLN
2017-09-20,158.71,PLN
2017-09-21,158.98,PLN
2017-09-22,158.74,PLN
2017-09-25,158.47,PLN
2017-09-26,158.84,PLN
2017-09-27,159.18,PLN
2017-09-28,159.08,PLN
2017-09-29,159.42,PLN
2017-10-02,159.67,PLN
2017-10-03,160.16,PLN
2017-10-04,160.34,PLN
2017-10-05,161.04,PLN
2017-10-06,160.68,PLN
2017-10-09,160.53,PLN
2017-10-10,160.36,PLN
2017-10-11,160.40,PLN
2017-10-12,160.53,PLN
2017-10-13,160.73,PLN
2017-10-16,161.07,PLN
2017-10-17,161.31,PLN
2017-10-18,161.48,PLN
2017-10-19,160.71,PLN
2017-10-20,161.53,PLN
2017-10-23,161.48,PLN
2017-10-24,161.38,PLN
2017-10-25,160.86,PLN
2017-10-26,161.18,PLN
2017-10-27,162.32,PLN
2017-10-30,162.48,PLN
2017-10-31,162.66,PLN
2017-11-02,163.30,PLN
2017-11-03,163.74,PLN
2017-11-06,164.34,PLN
2017-11-07,164.36,PLN
2017-11-08,164.51,PLN
2017-11-09,163.61,PLN
2017-11-10,162.96,PLN
2017-11-13,162.57,PLN
2017-11-14,161.62,PLN
2017-11-15,160.85,PLN
2017-11-16,161.78,PLN
2017-11-17,161.63,PLN
2017-11-20,161.92,PLN
2017-11-21,162.73,PLN
2017-11-22,162.61,PLN
2017-11-23,162.41,PLN
2017-11-24,162.38,PLN
2017-11-27,161.91,PLN
2017-11-28,162.41,PLN
2017-11-29,162.43,PLN
2017-11-30,162.38,PLN
2017-12-01,161.93,PLN
2017-12-04,162.44,PLN
2017-12-05,162.18,PLN
2017-12-06,161.73,PLN
2017-12-07,162.44,PLN
2017-12-08,163.15,PLN
2017-12-11,163.36,PLN
2017-12-12,163.66,PLN
2017-12-13,163.81,PLN
2017-12-14,163.49,PLN
2017-12-15,163.17,PLN
2017-12-18,164.59,PLN
2017-12-19,164.11,PLN
2017-12-20,163.55,PLN
2017-12-21,163.65,PLN
2017-12-22,163.77,PLN
2017-12-27,163.97,PLN
2017-12-28,163.70,PLN
2017-12-29,163.31,PLN
2018-01-03,164.00,PLN
2018-01-04,164.85,PLN
2018-01-05,165.56,PLN
2018-01-08,165.95,PLN
2018-01-09,166.44,PLN
2018-01-10,165.81,PLN
2018-01-11,165.48,PLN
2018-01-12,165.28,PLN
2018-01-15,164.97,PLN
2018-01-16,165.07,PLN
2018-01-17,164.90,PLN
2018-01-18,164.58,PLN
2018-01-19,165.16,PLN
2018-01-22,165.28,PLN
2018-01-23,165.83,PLN
2018-01-24,165.35,PLN
2018-01-25,164.61,PLN
2018-01-26,164.96,PLN
2018-01-29,164.83,PLN
2018-01-30,163.67,PLN
2018-01-31,163.77,PLN
2018-02-01,163.71,PLN
2018-02-02,162.62,PLN
2018-02-05,160.90,PLN
2018-02-06,159.07,PLN
2018-02-07,159.93,PLN
2018-02-08,158.31,PLN
2018-02-09,157.15,PLN
2018-02-12,158.16,PLN
2018-02-13,157.76,PLN
2018-02-14,158.38,PLN
2018-02-15,159.00,PLN
2018-02-16,159.52,PLN
2018-02-19,160.06,PLN
2018-02-20,160.27,PLN
2018-02-21,160.38,PLN
2018-02-22,160.08,PLN
2018-02-23,160.81,PLN
2018-02-26,161.76,PLN
2018-02-27,161.57,PLN
2018-02-28,161.08,PLN
2018-03-01,160.30,PLN
2018-03-02,158.75,PLN
2018-03-05,158.88,PLN
2018-03-06,158.67,PLN
2018-03-07,158.60,PLN
2018-03-08,159.22,PLN
2018-03-09,159.86,PLN
2018-03-12,160.29,PLN
2018-03-13,159.93,PLN
2018-03-14,159.94,PLN
2018-03-15,160.21,PLN
2018-03-16,160.46,PLN
2018-03-19,159.69,PLN
2018-03-20,159.94,PLN
2018-03-21,159.64,PLN
2018-03-22,159.11,PLN
2018-03-23,158.02,PLN
2018-03-26,158.39,PLN
2018-03-27,158.41,PLN
2018-03-28,158.47,PLN
2018-03-29,158.91,PLN
2018-04-03,158.65,PLN
2018-04-04,158.57,PLN
2018-04-05,159.09,PLN
2018-04-06,158.41,PLN
2018-04-09,158.30,PLN
2018-04-10,158.66,PLN
2018-04-11,158.55,PLN
2018-04-12,158.59,PLN
2018-04-13,158.50,PLN
2018-04-16,158.32,PLN
2018-04-17,158.87,PLN
2018-04-18,159.16,PLN
2018-04-19,158.58,PLN
2018-04-20,158.23,PLN
2018-04-23,158.06,PLN
2018-04-24,157.81,PLN
2018-04-25,157.42,PLN
2018-04-26,158.06,PLN
2018-04-27,158.54,PLN
2018-04-30,158.83,PLN
2018-05-02,158.63,PLN
2018-05-04,158.94,PLN
2018-05-07,159.17,PLN
2018-05-08,159.23,PLN
2018-05-09,159.58,PLN
2018-05-10,160.21,PLN
2018-05-11,160.29,PLN
2018-05-14,159.98,PLN
2018-05-15,159.54,PLN
2018-05-16,159.84,PLN
2018-05-17,159.42,PLN
2018-05-18,159.35,PLN
2018-05-21,159.54,PLN
2018-05-22,159.49,PLN
2018-05-23,159.32,PLN
2018-05-24,159.42,PLN
2018-05-25,159.72,PLN
2018-05-28,159.68,PLN
2018-05-29,159.53,PLN
2018-05-30,160.21,PLN
2018-06-01,160.44,PLN
2018-06-04,160.84,PLN
2018-06-05,160.84,PLN
2018-06-06,160.75,PLN
2018-06-07,160.28,PLN
2018-06-08,160.59,PLN
2018-06-11,160.63,PLN
2018-06-12,160.70,PLN
2018-06-13,160.74,PLN
2018-06-14,161.25,PLN
2018-06-15,161.18,PLN
2018-06-18,161.02,PLN
2018-06-19,160.58,PLN
2018-06-20,160.86,PLN
2018-06-21,160.09,PLN
2018-06-22,160.52,PLN
2018-06-25,159.07,PLN
2018-06-26,159.34,PLN
2018-06-27,159.25,PLN
2018-06-28,159.28,PLN
2018-06-29,159.24,PLN
2018-07-02,159.35,PLN
2018-07-03,159.30,PLN
2018-07-04,159.11,PLN
2018-07-05,159.52,PLN
2018-07-06,159.87,PLN
2018-07-09,160.59,PLN
2018-07-10,160.99,PLN
2018-07-11,160.18,PLN
2018-07-12,160.81,PLN
2018-07-13,161.14,PLN
2018-07-16,160.57,PLN
2018-07-17,160.81,PLN
2018-07-18,161.05,PLN
2018-07-19,161.00,PLN
2018-07-20,160.69,PLN
2018-07-23,160.54,PLN
2018-07-24,160.98,PLN
2018-07-25,161.62,PLN
2018-07-26,161.74,PLN
2018-07-27,161.28,PLN
2018-07-30,160.69,PLN
2018-07-31,161.27,PLN
2018-08-01,160.76,PLN
2018-08-02,160.80,PLN
2018-08-03,161.08,PLN
2018-08-06,161.35,PLN
2018-08-07,161.66,PLN
2018-08-08,161.34,PLN
2018-08-09,161.17,PLN
2018-08-10,160.31,PLN
2018-08-13,159.11,PLN
2018-08-14,159.84,PLN
2018-08-16,159.42,PLN
2018-08-17,159.27,PLN
2018-08-20,159.58,PLN
2018-08-21,159.44,PLN
2018-08-22,159.07,PLN
2018-08-23,158.99,PLN
2018-08-24,159.00,PLN
2018-08-27,159.37,PLN
2018-08-28,159.17,PLN
2018-08-29,159.36,PLN
2018-08-30,158.85,PLN
2018-08-31,158.90,PLN
2018-09-03,158.82,PLN
2018-09-04,158.70,PLN
2018-09-05,158.05,PLN
2018-09-06,158.00,PLN
2018-09-07,158.28,PLN
2018-09-10,158.01,PLN
2018-09-11,158.15,PLN
2018-09-12,158.23,PLN
2018-09-13,158.25,PLN
2018-09-14,158.34,PLN
2018-09-17,157.89,PLN
2018-09-18,157.83,PLN
2018-09-19,158.03,PLN
2018-09-20,158.34,PLN
2018-09-21,158.67,PLN
2018-09-24,158.01,PLN
2018-09-25,157.93,PLN
2018-09-26,158.32,PLN
2018-09-27,158.47,PLN
2018-09-28,158.67,PLN
2018-10-01,159.07,PLN
2018-10-02,158.91,PLN
2018-10-03,159.07,PLN
2018-10-04,158.36,PLN
2018-10-05,157.85,PLN
2018-10-08,157.50,PLN
2018-10-09,157.20,PLN
2018-10-10,156.05,PLN
2018-10-11,154.75,PLN
2018-10-12,155.35,PLN
2018-10-15,155.30,PLN
2018-10-16,155.62,PLN
2018-10-17,155.87,PLN
2018-10-18,155.29,PLN
2018-10-19,155.13,PLN
2018-10-22,155.10,PLN
2018-10-23,154.59,PLN
2018-10-24,153.96,PLN
2018-10-25,154.20,PLN
2018-10-26,154.16,PLN
2018-10-29,154.03,PLN
2018-10-30,154.54,PLN
2018-10-31,155.33,PLN
2018-11-02,155.70,PLN
2018-11-05,155.46,PLN
2018-11-06,155.91,PLN
2018-11-07,156.50,PLN
2018-11-08,156.64,PLN
2018-11-09,156.23,PLN
2018-11-13,155.00,PLN
2018-11-14,154.50,PLN
2018-11-15,155.42,PLN
2018-11-16,155.21,PLN
2018-11-19,154.28,PLN
2018-11-20,153.30,PLN
2018-11-21,153.51,PLN
2018-11-22,153.70,PLN
2018-11-23,153.43,PLN
2018-11-26,153.77,PLN
2018-11-27,154.03,PLN
2018-11-28,155.06,PLN
2018-11-29,155.16,PLN
2018-11-30,155.58,PLN
2018-12-03,155.80,PLN
2018-12-04,154.88,PLN
2018-12-05,154.94,PLN
2018-12-06,154.85,PLN
2018-12-07,154.11,PLN
2018-12-10,154.03,PLN
2018-12-11,153.85,PLN
2018-12-12,153.67,PLN
2018-12-13,153.74,PLN
2018-12-14,153.49,PLN
2018-12-17,152.98,PLN
2018-12-18,152.42,PLN
2018-12-19,152.37,PLN
2018-12-20,152.05,PLN
2018-12-21,151.37,PLN
2018-12-27,151.51,PLN
2018-12-28,151.67,PLN
2019-01-02,151.79,PLN
