Data,Wartość dla NN (L) Indeks Surowców (dawniej NN (L) Nowej Azji) (A),Waluta
2009-11-23,100.00,PLN
2009-11-24,100.00,PLN
2009-11-25,100.00,PLN
2009-11-26,99.99,PLN
2009-11-27,95.71,PLN
2009-11-30,97.45,PLN
2009-12-01,98.74,PLN
2009-12-02,99.15,PLN
2009-12-03,99.47,PLN
2009-12-04,99.42,PLN
2009-12-07,99.27,PLN
2009-12-08,98.98,PLN
2009-12-09,98.44,PLN
2009-12-10,98.06,PLN
2009-12-11,98.51,PLN
2009-12-14,98.82,PLN
2009-12-15,98.48,PLN
2009-12-16,98.03,PLN
2009-12-17,97.22,PLN
2009-12-18,96.70,PLN
2009-12-21,95.84,PLN
2009-12-22,96.71,PLN
2009-12-23,96.70,PLN
2009-12-28,99.70,PLN
2009-12-29,99.87,PLN
2009-12-30,100.10,PLN
2009-12-31,101.05,PLN
2010-01-04,101.26,PLN
2010-01-05,101.74,PLN
2010-01-06,102.05,PLN
2010-01-07,101.21,PLN
2010-01-08,101.37,PLN
2010-01-11,102.09,PLN
2010-01-12,101.71,PLN
2010-01-13,100.14,PLN
2010-01-14,101.04,PLN
2010-01-15,100.93,PLN
2010-01-18,100.44,PLN
2010-01-19,100.44,PLN
2010-01-20,99.19,PLN
2010-01-21,97.96,PLN
2010-01-22,96.22,PLN
2010-01-25,95.76,PLN
2010-01-26,93.37,PLN
2010-01-27,92.14,PLN
2010-01-28,93.38,PLN
2010-01-29,92.57,PLN
2010-02-01,92.32,PLN
2010-02-02,92.36,PLN
2010-02-03,94.14,PLN
2010-02-04,92.96,PLN
2010-02-05,89.87,PLN
2010-02-08,89.52,PLN
2010-02-09,91.49,PLN
2010-02-10,92.09,PLN
2010-02-11,94.21,PLN
2010-02-12,94.49,PLN
2010-02-15,94.45,PLN
2010-02-16,94.81,PLN
2010-02-17,95.72,PLN
2010-02-18,95.08,PLN
2010-02-19,93.85,PLN
2010-02-22,95.33,PLN
2010-02-23,95.65,PLN
2010-02-24,94.85,PLN
2010-02-25,93.76,PLN
2010-02-26,94.75,PLN
2010-03-01,96.03,PLN
2010-03-02,96.78,PLN
2010-03-03,97.23,PLN
2010-03-04,96.46,PLN
2010-03-05,97.46,PLN
2010-03-08,99.29,PLN
2010-03-09,99.16,PLN
2010-03-10,99.60,PLN
2010-03-11,99.73,PLN
2010-03-12,99.77,PLN
2010-03-15,99.08,PLN
2010-03-16,99.36,PLN
2010-03-17,100.98,PLN
2010-03-18,100.98,PLN
2010-03-19,101.12,PLN
2010-03-22,99.85,PLN
2010-03-23,100.12,PLN
2010-03-24,100.29,PLN
2010-03-25,100.17,PLN
2010-03-26,100.97,PLN
2010-03-29,101.59,PLN
2010-03-30,101.99,PLN
2010-03-31,101.48,PLN
2010-04-01,101.48,PLN
2010-04-06,104.01,PLN
2010-04-07,104.81,PLN
2010-04-08,104.38,PLN
2010-04-09,104.90,PLN
2010-04-12,104.38,PLN
2010-04-13,103.48,PLN
2010-04-14,104.89,PLN
2010-04-15,105.15,PLN
2010-04-16,104.04,PLN
2010-04-19,101.84,PLN
2010-04-20,102.75,PLN
2010-04-21,103.59,PLN
2010-04-22,103.41,PLN
2010-04-23,103.39,PLN
2010-04-26,104.46,PLN
2010-04-27,103.86,PLN
2010-04-28,102.46,PLN
2010-04-29,102.38,PLN
2010-04-30,103.37,PLN
2010-05-04,102.09,PLN
2010-05-05,100.32,PLN
2010-05-06,98.23,PLN
2010-05-07,96.64,PLN
2010-05-10,99.74,PLN
2010-05-11,98.59,PLN
2010-05-12,98.58,PLN
2010-05-13,98.77,PLN
2010-05-14,99.56,PLN
2010-05-17,97.07,PLN
2010-05-18,97.20,PLN
2010-05-19,94.82,PLN
2010-05-20,92.81,PLN
2010-05-21,92.81,PLN
2010-05-24,92.52,PLN
2010-05-25,88.99,PLN
2010-05-26,90.91,PLN
2010-05-27,92.71,PLN
2010-05-28,94.43,PLN
2010-05-31,94.87,PLN
2010-06-01,92.91,PLN
2010-06-02,92.58,PLN
2010-06-04,94.75,PLN
2010-06-07,92.16,PLN
2010-06-08,92.45,PLN
2010-06-09,92.27,PLN
2010-06-10,92.88,PLN
2010-06-11,94.20,PLN
2010-06-14,95.79,PLN
2010-06-15,95.94,PLN
2010-06-16,95.93,PLN
2010-06-17,96.74,PLN
2010-06-18,97.70,PLN
2010-06-21,100.54,PLN
2010-06-22,100.53,PLN
2010-06-23,99.62,PLN
2010-06-24,98.94,PLN
2010-06-25,98.16,PLN
2010-06-28,98.53,PLN
2010-06-29,96.64,PLN
2010-06-30,96.63,PLN
2010-07-01,96.01,PLN
2010-07-02,95.59,PLN
2010-07-05,95.90,PLN
2010-07-06,97.02,PLN
2010-07-07,96.23,PLN
2010-07-08,97.51,PLN
2010-07-09,99.09,PLN
2010-07-12,99.41,PLN
2010-07-13,99.02,PLN
2010-07-14,100.07,PLN
2010-07-15,99.45,PLN
2010-07-16,99.13,PLN
2010-07-19,98.43,PLN
2010-07-20,98.97,PLN
2010-07-21,99.60,PLN
2010-07-22,99.58,PLN
2010-07-23,100.54,PLN
2010-07-26,100.67,PLN
2010-07-27,101.20,PLN
2010-07-28,101.37,PLN
2010-07-29,101.71,PLN
2010-07-30,101.41,PLN
2010-08-02,103.22,PLN
2010-08-03,103.32,PLN
2010-08-04,103.25,PLN
2010-08-05,103.22,PLN
2010-08-06,103.38,PLN
2010-08-09,104.14,PLN
2010-08-10,103.01,PLN
2010-08-11,101.91,PLN
2010-08-12,101.31,PLN
2010-08-13,101.94,PLN
2010-08-16,102.15,PLN
2010-08-17,102.73,PLN
2010-08-18,102.99,PLN
2010-08-19,103.53,PLN
2010-08-20,103.45,PLN
2010-08-23,103.48,PLN
2010-08-24,102.69,PLN
2010-08-25,101.77,PLN
2010-08-26,102.01,PLN
2010-08-27,101.82,PLN
2010-08-30,102.69,PLN
2010-08-31,102.25,PLN
2010-09-01,103.11,PLN
2010-09-02,103.79,PLN
2010-09-03,104.14,PLN
2010-09-06,105.49,PLN
2010-09-07,105.37,PLN
2010-09-08,104.93,PLN
2010-09-09,105.75,PLN
2010-09-10,105.68,PLN
2010-09-13,107.83,PLN
2010-09-14,107.36,PLN
2010-09-15,108.05,PLN
2010-09-16,107.27,PLN
2010-09-17,108.32,PLN
2010-09-20,108.87,PLN
2010-09-21,109.03,PLN
2010-09-22,109.29,PLN
2010-09-23,109.29,PLN
2010-09-24,109.46,PLN
2010-09-27,110.38,PLN
2010-09-28,109.79,PLN
2010-09-29,110.81,PLN
2010-09-30,110.92,PLN
2010-10-01,111.77,PLN
2010-10-04,112.61,PLN
2010-10-05,112.49,PLN
2010-10-06,113.65,PLN
2010-10-07,113.66,PLN
2010-10-08,113.19,PLN
2010-10-11,113.47,PLN
2010-10-12,112.94,PLN
2010-10-13,113.82,PLN
2010-10-14,114.87,PLN
2010-10-15,114.40,PLN
2010-10-18,113.07,PLN
2010-10-19,113.14,PLN
2010-10-20,112.91,PLN
2010-10-21,113.36,PLN
2010-10-22,113.94,PLN
2010-10-25,115.01,PLN
2010-10-26,114.92,PLN
2010-10-27,113.27,PLN
2010-10-28,113.52,PLN
2010-10-29,113.51,PLN
2010-11-02,116.18,PLN
2010-11-03,116.92,PLN
2010-11-04,118.97,PLN
2010-11-05,119.36,PLN
2010-11-08,119.47,PLN
2010-11-09,119.58,PLN
2010-11-10,119.36,PLN
2010-11-12,116.20,PLN
2010-11-15,115.82,PLN
2010-11-16,114.06,PLN
2010-11-17,113.35,PLN
2010-11-18,115.07,PLN
2010-11-19,114.36,PLN
2010-11-22,114.58,PLN
2010-11-23,112.70,PLN
2010-11-24,113.48,PLN
2010-11-25,113.36,PLN
2010-11-26,111.79,PLN
2010-11-29,112.69,PLN
2010-11-30,112.33,PLN
2010-12-01,114.87,PLN
2010-12-02,116.47,PLN
2010-12-03,116.23,PLN
2010-12-06,116.30,PLN
2010-12-07,116.35,PLN
2010-12-08,115.83,PLN
2010-12-09,116.01,PLN
2010-12-10,115.85,PLN
2010-12-13,115.89,PLN
2010-12-14,116.57,PLN
2010-12-15,115.17,PLN
2010-12-16,114.85,PLN
2010-12-17,115.12,PLN
2010-12-20,114.91,PLN
2010-12-21,115.76,PLN
2010-12-22,115.97,PLN
2010-12-23,115.53,PLN
2010-12-27,115.58,PLN
2010-12-28,115.36,PLN
2010-12-29,116.44,PLN
2010-12-30,116.94,PLN
2010-12-31,117.34,PLN
2011-01-03,119.03,PLN
2011-01-04,119.38,PLN
2011-01-05,119.30,PLN
2011-01-07,117.92,PLN
2011-01-10,117.03,PLN
2011-01-11,118.01,PLN
2011-01-12,119.89,PLN
2011-01-13,118.97,PLN
2011-01-14,119.19,PLN
2011-01-17,118.50,PLN
2011-01-18,118.76,PLN
2011-01-19,118.81,PLN
2011-01-20,117.94,PLN
2011-01-21,116.94,PLN
2011-01-24,116.64,PLN
2011-01-25,116.41,PLN
2011-01-26,117.10,PLN
2011-01-27,117.32,PLN
2011-01-28,116.05,PLN
2011-01-31,116.05,PLN
2011-02-01,116.45,PLN
2011-02-02,117.13,PLN
2011-02-03,117.36,PLN
2011-02-04,117.35,PLN
2011-02-07,117.10,PLN
2011-02-08,116.39,PLN
2011-02-09,114.52,PLN
2011-02-10,112.00,PLN
2011-02-11,111.61,PLN
2011-02-14,113.12,PLN
2011-02-15,112.53,PLN
2011-02-16,112.79,PLN
2011-02-17,113.09,PLN
2011-02-18,114.35,PLN
2011-02-21,114.21,PLN
2011-02-22,111.54,PLN
2011-02-23,110.27,PLN
2011-02-24,109.53,PLN
2011-02-25,110.78,PLN
2011-02-28,110.98,PLN
2011-03-01,111.25,PLN
2011-03-02,111.61,PLN
2011-03-03,113.01,PLN
2011-03-04,113.51,PLN
2011-03-07,112.73,PLN
2011-03-08,114.16,PLN
2011-03-09,114.26,PLN
2011-03-10,112.32,PLN
2011-03-11,111.82,PLN
2011-03-14,112.20,PLN
2011-03-15,110.16,PLN
2011-03-16,109.41,PLN
2011-03-17,109.47,PLN
2011-03-18,109.84,PLN
2011-03-21,111.46,PLN
2011-03-22,112.00,PLN
2011-03-23,112.57,PLN
2011-03-24,113.87,PLN
2011-03-25,114.36,PLN
2011-03-28,113.98,PLN
2011-03-29,115.09,PLN
2011-03-30,116.67,PLN
2011-03-31,117.13,PLN
2011-04-01,118.60,PLN
2011-04-04,119.21,PLN
2011-04-05,119.30,PLN
2011-04-06,120.67,PLN
2011-04-07,120.48,PLN
2011-04-08,120.49,PLN
2011-04-11,120.00,PLN
2011-04-12,118.35,PLN
2011-04-13,119.77,PLN
2011-04-14,120.31,PLN
2011-04-15,119.95,PLN
2011-04-18,118.90,PLN
2011-04-19,118.98,PLN
2011-04-20,121.90,PLN
2011-04-21,122.83,PLN
2011-04-26,122.40,PLN
2011-04-27,122.71,PLN
2011-04-28,121.58,PLN
2011-04-29,121.36,PLN
2011-05-02,122.13,PLN
2011-05-04,118.64,PLN
2011-05-05,118.03,PLN
2011-05-06,117.89,PLN
2011-05-09,118.51,PLN
2011-05-10,119.04,PLN
2011-05-11,119.00,PLN
2011-05-12,118.23,PLN
2011-05-13,117.71,PLN
2011-05-16,117.13,PLN
2011-05-17,116.53,PLN
2011-05-18,118.24,PLN
2011-05-19,117.54,PLN
2011-05-20,117.17,PLN
2011-05-23,115.35,PLN
2011-05-24,115.90,PLN
2011-05-25,115.86,PLN
2011-05-26,116.53,PLN
2011-05-27,117.49,PLN
2011-05-30,117.57,PLN
2011-05-31,120.42,PLN
2011-06-01,119.22,PLN
2011-06-02,119.21,PLN
2011-06-03,117.72,PLN
2011-06-06,117.60,PLN
2011-06-07,118.25,PLN
2011-06-08,117.39,PLN
2011-06-09,117.23,PLN
2011-06-10,115.08,PLN
2011-06-13,115.07,PLN
2011-06-14,116.43,PLN
2011-06-15,114.94,PLN
2011-06-16,113.62,PLN
2011-06-17,112.99,PLN
2011-06-20,112.61,PLN
2011-06-21,113.52,PLN
2011-06-22,114.49,PLN
2011-06-24,113.87,PLN
2011-06-27,114.71,PLN
2011-06-28,115.14,PLN
2011-06-29,116.34,PLN
2011-06-30,117.18,PLN
2011-07-01,118.39,PLN
2011-07-04,118.19,PLN
2011-07-05,118.72,PLN
2011-07-06,118.12,PLN
2011-07-07,119.54,PLN
2011-07-08,119.69,PLN
2011-07-11,117.30,PLN
2011-07-12,114.92,PLN
2011-07-13,116.28,PLN
2011-07-14,116.31,PLN
2011-07-15,116.75,PLN
2011-07-18,115.61,PLN
2011-07-19,116.82,PLN
2011-07-20,117.43,PLN
2011-07-21,117.98,PLN
2011-07-22,118.67,PLN
2011-07-25,118.22,PLN
2011-07-26,118.88,PLN
2011-07-27,118.32,PLN
2011-07-28,118.75,PLN
2011-07-29,118.04,PLN
2011-08-01,118.78,PLN
2011-08-02,117.10,PLN
2011-08-03,116.33,PLN
2011-08-04,112.10,PLN
2011-08-05,110.44,PLN
2011-08-08,104.56,PLN
2011-08-09,108.33,PLN
2011-08-10,103.87,PLN
2011-08-11,107.71,PLN
2011-08-12,106.77,PLN
2011-08-16,108.82,PLN
2011-08-17,108.60,PLN
2011-08-18,105.15,PLN
2011-08-19,102.77,PLN
2011-08-22,102.14,PLN
2011-08-23,106.38,PLN
2011-08-24,105.05,PLN
2011-08-25,103.24,PLN
2011-08-26,104.77,PLN
2011-08-29,106.35,PLN
2011-08-30,107.74,PLN
2011-08-31,109.04,PLN
2011-09-01,107.86,PLN
2011-09-02,106.86,PLN
2011-09-05,104.81,PLN
2011-09-06,105.80,PLN
2011-09-07,107.88,PLN
2011-09-08,107.49,PLN
2011-09-09,104.77,PLN
2011-09-12,103.69,PLN
2011-09-13,103.65,PLN
2011-09-14,102.77,PLN
2011-09-15,103.48,PLN
2011-09-16,104.39,PLN
2011-09-19,101.86,PLN
2011-09-20,101.67,PLN
2011-09-21,99.01,PLN
2011-09-22,94.68,PLN
2011-09-23,94.22,PLN
2011-09-26,93.27,PLN
2011-09-27,96.83,PLN
2011-09-28,95.10,PLN
2011-09-29,96.56,PLN
2011-09-30,94.25,PLN
2011-10-03,91.14,PLN
2011-10-04,91.98,PLN
2011-10-05,92.99,PLN
2011-10-06,95.03,PLN
2011-10-07,95.72,PLN
2011-10-10,97.24,PLN
2011-10-11,98.07,PLN
2011-10-12,99.40,PLN
2011-10-13,99.83,PLN
2011-10-14,101.01,PLN
2011-10-17,99.72,PLN
2011-10-18,99.96,PLN
2011-10-19,99.78,PLN
2011-10-20,98.28,PLN
2011-10-21,98.94,PLN
2011-10-24,102.42,PLN
2011-10-25,101.12,PLN
2011-10-26,102.28,PLN
2011-10-27,106.01,PLN
2011-10-28,105.67,PLN
2011-10-31,103.22,PLN
2011-11-02,103.74,PLN
2011-11-03,104.64,PLN
2011-11-04,104.97,PLN
2011-11-07,105.40,PLN
2011-11-08,106.02,PLN
2011-11-09,102.03,PLN
2011-11-10,100.72,PLN
2011-11-14,102.03,PLN
2011-11-15,102.25,PLN
2011-11-16,99.91,PLN
2011-11-17,99.11,PLN
2011-11-18,98.13,PLN
2011-11-21,95.51,PLN
2011-11-22,96.04,PLN
2011-11-23,94.03,PLN
2011-11-24,95.11,PLN
2011-11-25,93.73,PLN
2011-11-28,96.47,PLN
2011-11-29,96.84,PLN
2011-11-30,99.65,PLN
2011-12-01,100.80,PLN
2011-12-02,100.35,PLN
2011-12-05,100.98,PLN
2011-12-06,100.16,PLN
2011-12-07,100.60,PLN
2011-12-08,98.41,PLN
2011-12-09,99.02,PLN
2011-12-12,97.11,PLN
2011-12-13,96.38,PLN
2011-12-14,95.26,PLN
2011-12-15,94.73,PLN
2011-12-16,95.40,PLN
2011-12-19,93.60,PLN
2011-12-20,95.78,PLN
2011-12-21,96.72,PLN
2011-12-22,97.38,PLN
2011-12-23,97.97,PLN
2011-12-27,97.37,PLN
2011-12-28,95.60,PLN
2011-12-29,97.07,PLN
2011-12-30,96.77,PLN
2012-01-02,96.61,PLN
2012-01-03,98.38,PLN
2012-01-04,98.10,PLN
2012-01-05,98.33,PLN
2012-01-09,97.47,PLN
2012-01-10,99.22,PLN
2012-01-11,99.23,PLN
2012-01-12,99.36,PLN
2012-01-13,99.39,PLN
2012-01-16,98.64,PLN
2012-01-17,100.75,PLN
2012-01-18,102.57,PLN
2012-01-19,103.98,PLN
2012-01-20,103.61,PLN
2012-01-23,103.59,PLN
2012-01-24,103.59,PLN
2012-01-25,104.82,PLN
2012-01-26,105.14,PLN
2012-01-27,106.17,PLN
2012-01-30,104.16,PLN
2012-01-31,105.25,PLN
2012-02-01,106.14,PLN
2012-02-02,107.54,PLN
2012-02-03,108.34,PLN
2012-02-06,107.08,PLN
2012-02-07,107.22,PLN
2012-02-08,108.70,PLN
2012-02-09,109.23,PLN
2012-02-10,107.31,PLN
2012-02-13,108.18,PLN
2012-02-14,108.15,PLN
2012-02-15,109.28,PLN
2012-02-16,109.89,PLN
2012-02-17,110.15,PLN
2012-02-20,109.89,PLN
2012-02-21,109.70,PLN
2012-02-22,109.83,PLN
2012-02-23,109.31,PLN
2012-02-24,109.29,PLN
2012-02-27,108.04,PLN
2012-02-28,109.12,PLN
2012-02-29,109.87,PLN
2012-03-01,110.13,PLN
2012-03-02,109.82,PLN
2012-03-05,108.57,PLN
2012-03-06,105.63,PLN
2012-03-07,106.38,PLN
2012-03-08,108.34,PLN
2012-03-09,109.00,PLN
2012-03-12,108.13,PLN
2012-03-13,110.29,PLN
2012-03-14,109.61,PLN
2012-03-15,109.52,PLN
2012-03-16,109.17,PLN
2012-03-19,108.99,PLN
2012-03-20,107.79,PLN
2012-03-21,107.23,PLN
2012-03-22,106.78,PLN
2012-03-23,107.27,PLN
2012-03-26,107.49,PLN
2012-03-27,108.02,PLN
2012-03-28,107.54,PLN
2012-03-29,106.76,PLN
2012-03-30,107.52,PLN
2012-04-02,107.54,PLN
2012-04-03,108.69,PLN
2012-04-04,106.92,PLN
2012-04-05,107.52,PLN
2012-04-10,104.87,PLN
2012-04-11,106.04,PLN
2012-04-12,107.29,PLN
2012-04-13,106.93,PLN
2012-04-16,107.23,PLN
2012-04-17,107.68,PLN
2012-04-18,107.22,PLN
2012-04-19,107.23,PLN
2012-04-20,107.04,PLN
2012-04-23,105.55,PLN
2012-04-24,106.00,PLN
2012-04-25,106.82,PLN
2012-04-26,107.31,PLN
2012-04-27,107.28,PLN
2012-04-30,107.22,PLN
2012-05-02,108.57,PLN
2012-05-04,106.18,PLN
2012-05-07,105.58,PLN
2012-05-08,104.81,PLN
2012-05-09,103.29,PLN
2012-05-10,103.14,PLN
2012-05-11,101.88,PLN
2012-05-14,100.69,PLN
2012-05-15,100.43,PLN
2012-05-16,97.63,PLN
2012-05-17,97.05,PLN
2012-05-18,96.14,PLN
2012-05-21,97.20,PLN
2012-05-22,97.88,PLN
2012-05-23,96.41,PLN
2012-05-24,96.58,PLN
2012-05-25,96.30,PLN
2012-05-28,96.95,PLN
2012-05-29,98.43,PLN
2012-05-30,97.00,PLN
2012-05-31,97.06,PLN
2012-06-01,94.33,PLN
2012-06-04,93.47,PLN
2012-06-05,94.47,PLN
2012-06-06,96.91,PLN
2012-06-08,96.84,PLN
2012-06-11,96.63,PLN
2012-06-12,98.01,PLN
2012-06-13,98.13,PLN
2012-06-14,97.67,PLN
2012-06-15,98.75,PLN
2012-06-18,99.86,PLN
2012-06-19,100.16,PLN
2012-06-20,100.55,PLN
2012-06-21,98.20,PLN
2012-06-22,97.88,PLN
2012-06-25,96.48,PLN
2012-06-26,97.07,PLN
2012-06-27,97.93,PLN
2012-06-28,97.58,PLN
2012-06-29,100.34,PLN
2012-07-02,100.24,PLN
2012-07-03,101.14,PLN
2012-07-04,101.42,PLN
2012-07-05,101.49,PLN
2012-07-06,100.94,PLN
2012-07-09,99.21,PLN
2012-07-10,99.20,PLN
2012-07-11,99.62,PLN
2012-07-12,97.20,PLN
2012-07-13,99.15,PLN
2012-07-16,98.52,PLN
2012-07-17,99.58,PLN
2012-07-18,99.08,PLN
2012-07-19,100.07,PLN
2012-07-20,99.94,PLN
2012-07-23,97.48,PLN
2012-07-24,97.38,PLN
2012-07-25,96.70,PLN
2012-07-26,98.01,PLN
2012-07-27,100.08,PLN
2012-07-30,99.83,PLN
2012-07-31,101.16,PLN
2012-08-01,101.84,PLN
2012-08-02,100.55,PLN
2012-08-03,101.38,PLN
2012-08-06,101.99,PLN
2012-08-07,102.25,PLN
2012-08-08,102.48,PLN
2012-08-09,103.67,PLN
2012-08-10,103.42,PLN
2012-08-13,102.71,PLN
2012-08-14,103.53,PLN
2012-08-16,102.90,PLN
2012-08-17,103.08,PLN
2012-08-20,102.79,PLN
2012-08-21,103.33,PLN
2012-08-22,102.65,PLN
2012-08-23,103.10,PLN
2012-08-24,102.66,PLN
2012-08-27,101.94,PLN
2012-08-28,101.45,PLN
2012-08-29,101.46,PLN
2012-08-30,100.59,PLN
2012-08-31,100.65,PLN
2012-09-03,101.51,PLN
2012-09-04,101.13,PLN
2012-09-05,99.71,PLN
2012-09-06,101.00,PLN
2012-09-07,102.34,PLN
2012-09-10,102.71,PLN
2012-09-11,102.86,PLN
2012-09-12,104.01,PLN
2012-09-13,105.01,PLN
2012-09-14,107.04,PLN
2012-09-17,107.23,PLN
2012-09-18,106.80,PLN
2012-09-19,107.30,PLN
2012-09-20,105.83,PLN
2012-09-21,106.79,PLN
2012-09-24,106.57,PLN
2012-09-25,105.99,PLN
2012-09-26,105.42,PLN
2012-09-27,106.46,PLN
2012-09-28,107.46,PLN
2012-10-01,107.43,PLN
2012-10-02,107.68,PLN
2012-10-03,107.71,PLN
2012-10-04,107.79,PLN
2012-10-05,108.22,PLN
2012-10-08,106.97,PLN
2012-10-09,106.72,PLN
2012-10-10,106.11,PLN
2012-10-11,106.34,PLN
2012-10-12,106.52,PLN
2012-10-15,106.28,PLN
2012-10-16,106.89,PLN
2012-10-17,107.48,PLN
2012-10-18,108.18,PLN
2012-10-19,106.52,PLN
2012-10-22,107.65,PLN
2012-10-23,106.43,PLN
2012-10-24,106.97,PLN
2012-10-25,107.45,PLN
2012-10-26,106.40,PLN
2012-10-29,106.18,PLN
2012-10-30,106.15,PLN
2012-10-31,106.76,PLN
2012-11-02,107.66,PLN
2012-11-05,107.32,PLN
2012-11-06,107.68,PLN
2012-11-07,106.95,PLN
2012-11-08,106.47,PLN
2012-11-09,106.77,PLN
2012-11-12,106.64,PLN
2012-11-13,105.58,PLN
2012-11-14,105.26,PLN
2012-11-15,105.16,PLN
2012-11-16,104.83,PLN
2012-11-19,106.19,PLN
2012-11-20,105.72,PLN
2012-11-21,106.14,PLN
2012-11-22,106.77,PLN
2012-11-23,107.88,PLN
2012-11-26,107.59,PLN
2012-11-27,108.12,PLN
2012-11-28,107.77,PLN
2012-11-29,109.00,PLN
2012-11-30,109.68,PLN
2012-12-03,109.17,PLN
2012-12-04,109.04,PLN
2012-12-05,110.26,PLN
2012-12-06,110.47,PLN
2012-12-07,110.67,PLN
2012-12-10,110.74,PLN
2012-12-11,110.98,PLN
2012-12-12,111.87,PLN
2012-12-13,112.18,PLN
2012-12-14,112.24,PLN
2012-12-17,111.66,PLN
2012-12-18,112.50,PLN
2012-12-19,112.44,PLN
2012-12-20,112.35,PLN
2012-12-21,111.22,PLN
2012-12-27,112.01,PLN
2012-12-28,112.41,PLN
2013-01-02,115.21,PLN
2013-01-03,115.33,PLN
2013-01-04,114.95,PLN
2013-01-07,114.95,PLN
2013-01-08,114.23,PLN
2013-01-09,114.48,PLN
2013-01-10,115.33,PLN
2013-01-11,114.96,PLN
2013-01-14,115.51,PLN
2013-01-15,115.03,PLN
2013-01-16,114.60,PLN
2013-01-17,115.08,PLN
2013-01-18,115.69,PLN
2013-01-21,115.29,PLN
2013-01-22,115.55,PLN
2013-01-23,115.21,PLN
2013-01-24,114.73,PLN
2013-01-25,114.24,PLN
2013-01-28,113.88,PLN
2013-01-29,114.57,PLN
2013-01-30,115.07,PLN
2013-01-31,114.67,PLN
2013-02-01,114.84,PLN
2013-02-04,114.47,PLN
2013-02-05,113.96,PLN
2013-02-06,113.88,PLN
2013-02-07,113.33,PLN
2013-02-08,113.57,PLN
2013-02-11,113.55,PLN
2013-02-12,113.99,PLN
2013-02-13,114.64,PLN
2013-02-14,115.10,PLN
2013-02-15,115.32,PLN
2013-02-18,115.14,PLN
2013-02-19,114.79,PLN
2013-02-20,115.66,PLN
2013-02-21,114.57,PLN
2013-02-22,114.57,PLN
2013-02-25,113.25,PLN
2013-02-26,113.31,PLN
2013-02-27,114.58,PLN
2013-02-28,115.06,PLN
2013-03-01,115.08,PLN
2013-03-04,113.58,PLN
2013-03-05,114.19,PLN
2013-03-06,115.16,PLN
2013-03-07,114.80,PLN
2013-03-08,115.39,PLN
2013-03-11,115.09,PLN
2013-03-12,114.46,PLN
2013-03-13,113.79,PLN
2013-03-14,113.53,PLN
2013-03-15,113.03,PLN
2013-03-18,111.35,PLN
2013-03-19,111.30,PLN
2013-03-20,111.46,PLN
2013-03-21,111.21,PLN
2013-03-22,110.61,PLN
2013-03-25,111.63,PLN
2013-03-26,112.13,PLN
2013-03-27,112.94,PLN
2013-03-28,112.57,PLN
2013-04-02,112.42,PLN
2013-04-03,111.78,PLN
2013-04-04,111.23,PLN
2013-04-05,109.69,PLN
2013-04-08,109.20,PLN
2013-04-09,109.64,PLN
2013-04-10,110.55,PLN
2013-04-11,110.72,PLN
2013-04-12,110.42,PLN
2013-04-15,108.84,PLN
2013-04-17,109.75,PLN
2013-04-18,109.48,PLN
2013-04-19,110.95,PLN
2013-04-22,111.55,PLN
2013-04-23,111.26,PLN
2013-04-24,112.11,PLN
2013-04-25,113.03,PLN
2013-04-26,112.77,PLN
2013-04-29,113.10,PLN
2013-04-30,114.16,PLN
2013-05-02,113.77,PLN
2013-05-06,114.58,PLN
2013-05-07,115.18,PLN
2013-05-08,116.07,PLN
2013-05-09,116.50,PLN
2013-05-10,115.60,PLN
2013-05-13,114.85,PLN
2013-05-14,115.05,PLN
2013-05-15,115.05,PLN
2013-05-16,114.85,PLN
2013-05-17,115.10,PLN
2013-05-20,115.75,PLN
2013-05-21,115.86,PLN
2013-05-22,115.52,PLN
2013-05-23,113.59,PLN
2013-05-24,113.42,PLN
2013-05-27,113.64,PLN
2013-05-28,114.20,PLN
2013-05-29,113.77,PLN
2013-05-31,112.20,PLN
2013-06-03,111.66,PLN
2013-06-04,112.04,PLN
2013-06-05,111.06,PLN
2013-06-06,110.66,PLN
2013-06-07,110.64,PLN
2013-06-10,109.84,PLN
2013-06-11,108.19,PLN
2013-06-12,107.79,PLN
2013-06-13,106.52,PLN
2013-06-14,107.28,PLN
2013-06-17,108.14,PLN
2013-06-18,107.56,PLN
2013-06-19,106.97,PLN
2013-06-20,102.95,PLN
2013-06-21,102.34,PLN
2013-06-24,100.59,PLN
2013-06-25,100.08,PLN
2013-06-26,101.84,PLN
2013-06-27,103.16,PLN
2013-06-28,105.38,PLN
2013-07-01,105.78,PLN
2013-07-02,105.27,PLN
2013-07-03,103.12,PLN
2013-07-04,103.58,PLN
2013-07-05,104.09,PLN
2013-07-08,102.62,PLN
2013-07-09,103.28,PLN
2013-07-10,103.85,PLN
2013-07-11,106.18,PLN
2013-07-12,106.44,PLN
2013-07-15,106.32,PLN
2013-07-16,106.00,PLN
2013-07-17,105.55,PLN
2013-07-18,105.34,PLN
2013-07-19,104.83,PLN
2013-07-22,105.06,PLN
2013-07-23,106.66,PLN
2013-07-24,106.92,PLN
2013-07-25,106.62,PLN
2013-07-26,106.65,PLN
2013-07-29,105.63,PLN
2013-07-30,105.46,PLN
2013-07-31,105.16,PLN
2013-08-01,105.55,PLN
2013-08-02,105.61,PLN
2013-08-05,105.72,PLN
2013-08-06,104.93,PLN
2013-08-07,103.88,PLN
