Data,Wartość dla NN (L) Indeks Surowców (dawniej NN (L) Nowej Azji) (A),Waluta
2013-08-08,104.34,PLN
2013-08-09,104.57,PLN
2013-08-12,105.93,PLN
2013-08-13,106.84,PLN
2013-08-14,106.74,PLN
2013-08-16,106.01,PLN
2013-08-19,105.05,PLN
2013-08-20,103.47,PLN
2013-08-21,102.76,PLN
2013-08-22,103.12,PLN
2013-08-23,103.33,PLN
2013-08-26,103.59,PLN
2013-08-27,102.49,PLN
2013-08-28,101.57,PLN
2013-08-29,102.56,PLN
2013-08-30,103.44,PLN
2013-09-02,104.01,PLN
2013-09-03,104.57,PLN
2013-09-04,104.97,PLN
2013-09-05,105.87,PLN
2013-09-06,106.27,PLN
2013-09-09,106.96,PLN
2013-09-10,108.11,PLN
2013-09-11,108.71,PLN
2013-09-12,108.62,PLN
2013-09-13,108.16,PLN
2013-09-16,109.26,PLN
2013-09-17,109.14,PLN
2013-09-18,109.63,PLN
2013-09-19,110.73,PLN
2013-09-20,110.09,PLN
2013-09-23,109.91,PLN
2013-09-24,109.33,PLN
2013-09-25,109.43,PLN
2013-09-26,109.36,PLN
2013-09-27,109.12,PLN
2013-09-30,107.83,PLN
2013-10-01,108.04,PLN
2013-10-02,108.21,PLN
2013-10-03,109.28,PLN
2013-10-04,109.27,PLN
2013-10-07,108.85,PLN
2013-10-08,109.02,PLN
2013-10-09,109.04,PLN
2013-10-10,109.42,PLN
2013-10-11,110.09,PLN
2013-10-14,109.85,PLN
2013-10-15,109.99,PLN
2013-10-16,109.86,PLN
2013-10-17,110.42,PLN
2013-10-18,111.25,PLN
2013-10-21,111.23,PLN
2013-10-22,111.30,PLN
2013-10-23,110.39,PLN
2013-10-24,110.14,PLN
2013-10-25,109.73,PLN
2013-10-28,109.91,PLN
2013-10-29,110.23,PLN
2013-10-30,110.77,PLN
2013-10-31,110.49,PLN
2013-11-04,110.20,PLN
2013-11-05,109.90,PLN
2013-11-06,110.04,PLN
2013-11-07,109.28,PLN
2013-11-08,108.37,PLN
2013-11-12,107.43,PLN
2013-11-13,106.17,PLN
2013-11-14,106.86,PLN
2013-11-15,108.03,PLN
2013-11-18,109.36,PLN
2013-11-19,109.77,PLN
2013-11-20,109.34,PLN
2013-11-21,108.27,PLN
2013-11-22,108.21,PLN
2013-11-25,108.53,PLN
2013-11-26,108.38,PLN
2013-11-27,108.65,PLN
2013-11-28,108.87,PLN
2013-11-29,109.64,PLN
2013-12-02,110.04,PLN
2013-12-03,109.50,PLN
2013-12-04,108.79,PLN
2013-12-05,109.23,PLN
2013-12-06,109.43,PLN
2013-12-09,109.71,PLN
2013-12-10,109.07,PLN
2013-12-11,107.89,PLN
2013-12-12,107.23,PLN
2013-12-13,107.20,PLN
2013-12-16,106.55,PLN
2013-12-17,106.67,PLN
2013-12-18,107.44,PLN
2013-12-19,106.45,PLN
2013-12-20,106.48,PLN
2013-12-23,107.15,PLN
2013-12-27,108.01,PLN
2013-12-30,108.41,PLN
2014-01-02,108.30,PLN
2014-01-03,106.49,PLN
2014-01-07,105.14,PLN
2014-01-08,106.04,PLN
2014-01-09,105.47,PLN
2014-01-10,105.58,PLN
2014-01-13,106.34,PLN
2014-01-14,106.05,PLN
2014-01-15,106.14,PLN
2014-01-16,106.14,PLN
2014-01-17,105.93,PLN
2014-01-20,105.57,PLN
2014-01-21,105.57,PLN
2014-01-22,106.16,PLN
2014-01-23,105.25,PLN
2014-01-24,103.84,PLN
2014-01-27,102.30,PLN
2014-01-28,102.32,PLN
2014-01-29,103.16,PLN
2014-01-30,103.20,PLN
2014-01-31,103.19,PLN
2014-02-03,103.18,PLN
2014-02-04,101.05,PLN
2014-02-05,100.88,PLN
2014-02-06,101.90,PLN
2014-02-07,102.75,PLN
2014-02-10,102.14,PLN
2014-02-11,103.27,PLN
2014-02-12,104.57,PLN
2014-02-13,103.79,PLN
2014-02-14,104.56,PLN
2014-02-17,105.29,PLN
2014-02-18,104.96,PLN
2014-02-19,105.04,PLN
2014-02-20,104.48,PLN
2014-02-21,104.83,PLN
2014-02-24,103.98,PLN
2014-02-25,104.06,PLN
2014-02-26,104.49,PLN
2014-02-27,105.09,PLN
2014-02-28,105.25,PLN
2014-03-03,104.51,PLN
2014-03-04,104.96,PLN
2014-03-05,104.92,PLN
2014-03-06,106.12,PLN
2014-03-07,106.39,PLN
2014-03-10,105.05,PLN
2014-03-11,105.52,PLN
2014-03-12,104.19,PLN
2014-03-13,104.24,PLN
2014-03-14,103.73,PLN
2014-03-17,103.90,PLN
2014-03-18,104.08,PLN
2014-03-19,103.86,PLN
2014-03-20,102.40,PLN
2014-03-21,103.26,PLN
2014-03-24,104.28,PLN
2014-03-25,104.39,PLN
2014-03-26,105.55,PLN
2014-03-27,106.07,PLN
2014-03-28,107.25,PLN
2014-03-31,107.64,PLN
2014-04-01,108.44,PLN
2014-04-02,108.61,PLN
2014-04-03,108.31,PLN
2014-04-04,107.98,PLN
2014-04-07,108.08,PLN
2014-04-08,109.35,PLN
2014-04-09,110.77,PLN
2014-04-10,110.44,PLN
2014-04-11,110.82,PLN
2014-04-14,110.54,PLN
2014-04-15,110.11,PLN
2014-04-16,110.00,PLN
2014-04-17,110.08,PLN
2014-04-22,110.20,PLN
2014-04-23,109.63,PLN
2014-04-24,109.91,PLN
2014-04-25,108.70,PLN
2014-04-28,108.62,PLN
2014-04-29,109.35,PLN
2014-04-30,109.48,PLN
2014-05-02,109.87,PLN
2014-05-05,109.57,PLN
2014-05-06,109.56,PLN
2014-05-07,109.17,PLN
2014-05-08,109.77,PLN
2014-05-09,110.21,PLN
2014-05-12,110.45,PLN
2014-05-13,111.71,PLN
2014-05-14,113.08,PLN
2014-05-15,113.00,PLN
2014-05-16,113.38,PLN
2014-05-19,114.38,PLN
2014-05-20,113.79,PLN
2014-05-21,113.98,PLN
2014-05-22,115.16,PLN
2014-05-23,115.77,PLN
2014-05-26,115.36,PLN
2014-05-27,114.93,PLN
2014-05-28,115.50,PLN
2014-05-29,115.23,PLN
2014-05-30,114.96,PLN
2014-06-02,114.94,PLN
2014-06-03,115.61,PLN
2014-06-04,115.71,PLN
2014-06-05,115.34,PLN
2014-06-06,115.89,PLN
2014-06-09,116.17,PLN
2014-06-10,116.83,PLN
2014-06-11,116.45,PLN
2014-06-12,116.40,PLN
2014-06-13,116.04,PLN
2014-06-16,116.07,PLN
2014-06-17,116.07,PLN
2014-06-18,115.93,PLN
2014-06-20,115.48,PLN
2014-06-23,114.93,PLN
2014-06-24,115.42,PLN
2014-06-25,115.39,PLN
2014-06-26,116.50,PLN
2014-06-27,116.63,PLN
2014-06-30,117.29,PLN
2014-07-01,117.34,PLN
2014-07-02,118.54,PLN
2014-07-03,118.76,PLN
2014-07-04,118.72,PLN
2014-07-07,118.34,PLN
2014-07-08,118.56,PLN
2014-07-09,118.03,PLN
2014-07-10,118.50,PLN
2014-07-11,117.74,PLN
2014-07-14,118.07,PLN
2014-07-15,118.50,PLN
2014-07-16,118.61,PLN
2014-07-17,118.01,PLN
2014-07-18,118.36,PLN
2014-07-21,118.05,PLN
2014-07-22,119.24,PLN
2014-07-23,119.85,PLN
2014-07-24,120.30,PLN
2014-07-25,120.25,PLN
2014-07-28,120.63,PLN
2014-07-29,121.13,PLN
2014-07-30,121.65,PLN
2014-07-31,120.85,PLN
2014-08-01,120.15,PLN
2014-08-04,120.95,PLN
2014-08-05,120.37,PLN
2014-08-06,120.10,PLN
2014-08-07,119.74,PLN
2014-08-08,120.24,PLN
2014-08-11,120.52,PLN
2014-08-12,121.01,PLN
2014-08-13,122.20,PLN
2014-08-14,121.77,PLN
2014-08-18,121.83,PLN
2014-08-19,122.73,PLN
2014-08-20,122.68,PLN
2014-08-21,121.97,PLN
2014-08-22,122.74,PLN
2014-08-25,122.63,PLN
2014-08-26,122.68,PLN
2014-08-27,122.80,PLN
2014-08-28,122.16,PLN
2014-08-29,122.09,PLN
2014-09-01,122.60,PLN
2014-09-02,122.21,PLN
2014-09-03,123.40,PLN
2014-09-04,123.05,PLN
2014-09-05,123.05,PLN
2014-09-08,123.23,PLN
2014-09-09,123.22,PLN
2014-09-10,122.02,PLN
2014-09-11,121.29,PLN
2014-09-12,121.08,PLN
2014-09-15,119.92,PLN
2014-09-16,119.17,PLN
2014-09-17,120.10,PLN
2014-09-18,119.59,PLN
2014-09-19,119.40,PLN
2014-09-22,118.52,PLN
2014-09-23,117.85,PLN
2014-09-24,118.08,PLN
2014-09-25,116.82,PLN
2014-09-26,116.67,PLN
2014-09-29,115.09,PLN
2014-09-30,114.62,PLN
2014-10-01,113.74,PLN
2014-10-02,113.86,PLN
2014-10-03,114.78,PLN
2014-10-06,114.85,PLN
2014-10-07,114.68,PLN
2014-10-08,114.56,PLN
2014-10-09,114.42,PLN
2014-10-10,113.36,PLN
2014-10-13,112.52,PLN
2014-10-14,113.32,PLN
2014-10-15,113.19,PLN
2014-10-16,112.19,PLN
2014-10-17,112.41,PLN
2014-10-20,113.41,PLN
2014-10-21,113.81,PLN
2014-10-22,114.34,PLN
2014-10-23,114.44,PLN
2014-10-24,113.66,PLN
2014-10-27,113.82,PLN
2014-10-28,115.17,PLN
2014-10-29,116.58,PLN
2014-10-30,116.09,PLN
2014-10-31,117.31,PLN
2014-11-03,116.48,PLN
2014-11-04,116.08,PLN
2014-11-05,115.39,PLN
2014-11-06,115.22,PLN
2014-11-07,114.75,PLN
2014-11-10,115.67,PLN
2014-11-12,115.22,PLN
2014-11-13,115.33,PLN
2014-11-14,114.93,PLN
2014-11-17,114.49,PLN
2014-11-18,113.92,PLN
2014-11-19,113.62,PLN
2014-11-20,113.38,PLN
2014-11-21,113.89,PLN
2014-11-24,115.60,PLN
2014-11-25,115.42,PLN
2014-11-26,116.20,PLN
2014-11-27,116.38,PLN
2014-11-28,116.17,PLN
2014-12-01,114.03,PLN
2014-12-02,114.93,PLN
2014-12-03,114.80,PLN
2014-12-04,116.33,PLN
2014-12-05,116.51,PLN
2014-12-08,116.28,PLN
2014-12-09,114.85,PLN
2014-12-10,114.50,PLN
2014-12-11,113.98,PLN
2014-12-12,113.47,PLN
2014-12-15,113.52,PLN
2014-12-16,112.57,PLN
2014-12-17,112.59,PLN
2014-12-18,113.44,PLN
2014-12-19,113.78,PLN
2014-12-22,115.28,PLN
2014-12-23,114.88,PLN
2014-12-29,115.57,PLN
2014-12-30,114.90,PLN
2015-01-02,116.49,PLN
2015-01-05,115.47,PLN
2015-01-07,114.89,PLN
2015-01-08,116.34,PLN
2015-01-09,116.29,PLN
2015-01-12,115.96,PLN
2015-01-13,116.45,PLN
2015-01-14,115.90,PLN
2015-01-15,116.24,PLN
2015-01-16,116.23,PLN
2015-01-19,114.96,PLN
2015-01-20,115.73,PLN
2015-01-21,117.13,PLN
2015-01-22,117.87,PLN
2015-01-23,118.53,PLN
2015-01-26,118.29,PLN
2015-01-27,117.92,PLN
2015-01-28,117.73,PLN
2015-01-29,116.87,PLN
2015-01-30,115.81,PLN
2015-02-02,115.94,PLN
2015-02-03,116.50,PLN
2015-02-04,117.08,PLN
2015-02-05,116.64,PLN
2015-02-06,116.06,PLN
2015-02-09,115.24,PLN
2015-02-10,115.79,PLN
2015-02-11,115.52,PLN
2015-02-12,115.48,PLN
2015-02-13,116.76,PLN
2015-02-16,116.57,PLN
2015-02-17,116.99,PLN
2015-02-18,117.11,PLN
2015-02-19,117.11,PLN
2015-02-20,117.10,PLN
2015-02-23,116.63,PLN
2015-02-24,116.71,PLN
2015-02-25,117.75,PLN
2015-02-26,118.11,PLN
2015-02-27,117.99,PLN
2015-03-02,117.82,PLN
2015-03-03,117.92,PLN
2015-03-04,117.19,PLN
2015-03-05,116.62,PLN
2015-03-06,116.30,PLN
2015-03-09,115.52,PLN
2015-03-10,114.39,PLN
2015-03-11,113.96,PLN
2015-03-12,114.78,PLN
2015-03-13,114.21,PLN
2015-03-16,114.30,PLN
2015-03-17,114.74,PLN
2015-03-18,115.68,PLN
2015-03-19,116.49,PLN
2015-03-20,116.11,PLN
2015-03-23,116.25,PLN
2015-03-24,116.34,PLN
2015-03-25,115.58,PLN
2015-03-26,115.31,PLN
2015-03-27,115.19,PLN
2015-03-30,116.52,PLN
2015-03-31,116.81,PLN
2015-04-01,117.29,PLN
2015-04-02,118.73,PLN
2015-04-07,119.48,PLN
2015-04-08,121.85,PLN
2015-04-09,123.03,PLN
2015-04-10,123.90,PLN
2015-04-13,125.65,PLN
2015-04-14,124.65,PLN
2015-04-15,124.42,PLN
2015-04-16,126.17,PLN
2015-04-17,125.55,PLN
2015-04-20,124.41,PLN
2015-04-21,125.04,PLN
2015-04-22,126.74,PLN
2015-04-23,127.54,PLN
2015-04-24,128.17,PLN
2015-04-27,129.59,PLN
2015-04-28,129.22,PLN
2015-04-29,128.77,PLN
2015-04-30,128.10,PLN
2015-05-04,129.09,PLN
2015-05-05,127.82,PLN
2015-05-06,127.21,PLN
2015-05-07,125.33,PLN
2015-05-08,126.10,PLN
2015-05-11,126.35,PLN
2015-05-12,125.67,PLN
2015-05-13,126.11,PLN
2015-05-14,126.26,PLN
2015-05-15,126.43,PLN
2015-05-18,126.11,PLN
2015-05-19,126.71,PLN
2015-05-20,126.53,PLN
2015-05-21,125.64,PLN
2015-05-22,126.94,PLN
2015-05-25,126.92,PLN
2015-05-26,127.04,PLN
2015-05-27,126.51,PLN
2015-05-28,125.13,PLN
2015-05-29,125.09,PLN
2015-06-01,125.12,PLN
2015-06-02,123.94,PLN
2015-06-03,123.76,PLN
2015-06-05,122.88,PLN
2015-06-08,122.16,PLN
2015-06-09,121.03,PLN
2015-06-10,121.87,PLN
2015-06-11,120.95,PLN
2015-06-12,121.85,PLN
2015-06-15,120.82,PLN
2015-06-16,119.86,PLN
2015-06-17,120.38,PLN
2015-06-18,121.37,PLN
2015-06-19,121.30,PLN
2015-06-22,122.45,PLN
2015-06-23,123.76,PLN
2015-06-24,123.62,PLN
2015-06-25,123.24,PLN
2015-06-26,121.75,PLN
2015-06-29,119.05,PLN
2015-06-30,121.01,PLN
2015-07-01,121.28,PLN
2015-07-02,120.97,PLN
2015-07-03,120.12,PLN
2015-07-06,117.25,PLN
2015-07-07,116.49,PLN
2015-07-08,111.94,PLN
2015-07-09,114.52,PLN
2015-07-10,116.05,PLN
2015-07-13,117.29,PLN
2015-07-14,116.46,PLN
2015-07-15,116.20,PLN
2015-07-16,116.66,PLN
2015-07-17,117.15,PLN
2015-07-20,116.46,PLN
2015-07-21,116.63,PLN
2015-07-22,115.83,PLN
2015-07-23,115.30,PLN
2015-07-24,114.17,PLN
2015-07-27,111.59,PLN
2015-07-28,112.26,PLN
2015-07-29,112.59,PLN
2015-07-30,112.66,PLN
2015-07-31,113.09,PLN
2015-08-03,112.16,PLN
2015-08-04,112.95,PLN
2015-08-05,113.04,PLN
2015-08-06,112.27,PLN
2015-08-07,112.19,PLN
2015-08-10,112.44,PLN
2015-08-11,111.09,PLN
2015-08-12,108.76,PLN
2015-08-13,108.97,PLN
2015-08-14,108.90,PLN
2015-08-17,107.95,PLN
2015-08-18,107.51,PLN
2015-08-19,106.68,PLN
2015-08-20,104.76,PLN
2015-08-21,101.75,PLN
2015-08-24,96.87,PLN
2015-08-25,98.35,PLN
2015-08-26,100.19,PLN
2015-08-27,102.40,PLN
2015-08-28,102.85,PLN
2015-08-31,102.61,PLN
2015-09-01,100.44,PLN
2015-09-02,100.57,PLN
2015-09-03,100.40,PLN
2015-09-04,99.40,PLN
2015-09-07,98.46,PLN
2015-09-08,100.83,PLN
2015-09-09,103.25,PLN
2015-09-10,102.49,PLN
2015-09-11,102.59,PLN
2015-09-14,102.89,PLN
2015-09-15,102.69,PLN
2015-09-16,104.10,PLN
2015-09-17,104.80,PLN
2015-09-18,104.96,PLN
2015-09-21,103.78,PLN
2015-09-22,103.50,PLN
2015-09-23,101.41,PLN
2015-09-24,100.72,PLN
2015-09-25,100.50,PLN
2015-09-28,100.49,PLN
2015-09-29,98.85,PLN
2015-09-30,101.37,PLN
2015-10-01,101.54,PLN
2015-10-02,103.08,PLN
2015-10-05,104.48,PLN
2015-10-06,104.49,PLN
2015-10-07,107.00,PLN
2015-10-08,106.56,PLN
2015-10-09,107.53,PLN
2015-10-12,108.80,PLN
2015-10-13,108.27,PLN
2015-10-14,107.98,PLN
2015-10-15,110.00,PLN
2015-10-16,109.84,PLN
2015-10-19,109.76,PLN
2015-10-20,109.44,PLN
2015-10-21,109.50,PLN
2015-10-22,109.52,PLN
2015-10-23,110.77,PLN
2015-10-26,110.23,PLN
2015-10-27,109.86,PLN
2015-10-28,109.46,PLN
2015-10-29,108.11,PLN
2015-10-30,108.10,PLN
2015-11-02,108.57,PLN
2015-11-03,109.33,PLN
2015-11-04,110.44,PLN
2015-11-05,110.11,PLN
2015-11-06,109.47,PLN
2015-11-09,108.75,PLN
2015-11-10,107.31,PLN
2015-11-12,107.41,PLN
2015-11-13,105.98,PLN
2015-11-16,105.52,PLN
2015-11-17,106.10,PLN
2015-11-18,106.36,PLN
2015-11-19,107.43,PLN
2015-11-20,108.21,PLN
2015-11-23,107.72,PLN
2015-11-24,107.65,PLN
2015-11-25,107.66,PLN
2015-11-26,108.06,PLN
2015-11-27,106.77,PLN
2015-11-30,105.91,PLN
2015-12-01,107.57,PLN
2015-12-02,107.22,PLN
2015-12-03,106.72,PLN
2015-12-04,107.02,PLN
2015-12-07,106.55,PLN
2015-12-08,105.34,PLN
2015-12-09,104.93,PLN
2015-12-10,104.59,PLN
2015-12-11,102.89,PLN
2015-12-14,102.42,PLN
2015-12-15,102.88,PLN
2015-12-16,104.55,PLN
2015-12-17,104.86,PLN
2015-12-18,104.06,PLN
2015-12-21,104.67,PLN
2015-12-22,104.94,PLN
2015-12-23,105.98,PLN
2015-12-28,105.34,PLN
2015-12-29,105.55,PLN
2015-12-30,105.09,PLN
2016-01-04,102.75,PLN
2016-01-05,102.75,PLN
2016-01-07,98.71,PLN
2016-01-08,99.58,PLN
2016-01-11,97.68,PLN
2016-01-12,97.31,PLN
2016-01-13,97.59,PLN
2016-01-14,97.43,PLN
2016-01-15,95.19,PLN
2016-01-18,95.29,PLN
2016-01-19,96.70,PLN
2016-01-20,93.55,PLN
2016-01-21,92.95,PLN
2016-01-22,95.58,PLN
2016-01-25,95.93,PLN
2016-01-26,95.01,PLN
2016-01-27,95.36,PLN
2016-01-28,95.97,PLN
2016-01-29,98.44,PLN
2016-02-01,97.90,PLN
2016-02-02,96.50,PLN
2016-02-03,95.40,PLN
2016-02-04,96.74,PLN
2016-02-05,96.69,PLN
2016-02-08,96.67,PLN
2016-02-09,96.67,PLN
2016-02-10,96.66,PLN
2016-02-11,94.35,PLN
2016-02-12,94.45,PLN
2016-02-15,95.87,PLN
2016-02-16,96.96,PLN
2016-02-17,96.73,PLN
2016-02-18,97.98,PLN
2016-02-19,98.05,PLN
2016-02-22,98.53,PLN
2016-02-23,97.61,PLN
2016-02-24,97.19,PLN
2016-02-25,96.61,PLN
2016-02-26,97.70,PLN
2016-02-29,97.49,PLN
2016-03-01,99.30,PLN
2016-03-02,100.78,PLN
2016-03-03,101.18,PLN
2016-03-04,101.80,PLN
2016-03-07,101.80,PLN
2016-03-08,100.60,PLN
2016-03-09,101.17,PLN
2016-03-10,101.23,PLN
2016-03-11,102.09,PLN
2016-03-14,103.29,PLN
2016-03-15,102.58,PLN
2016-03-16,102.63,PLN
2016-03-17,104.17,PLN
2016-03-18,105.22,PLN
2016-03-21,105.45,PLN
2016-03-22,105.33,PLN
2016-03-23,105.03,PLN
2016-03-24,104.46,PLN
2016-03-29,104.93,PLN
2016-03-30,106.11,PLN
2016-03-31,106.28,PLN
2016-04-01,105.45,PLN
2016-04-04,105.44,PLN
2016-04-05,104.46,PLN
2016-04-06,105.03,PLN
2016-04-07,104.76,PLN
2016-04-08,105.20,PLN
2016-04-11,105.84,PLN
2016-04-12,106.11,PLN
2016-04-13,107.62,PLN
2016-04-14,107.60,PLN
2016-04-15,107.84,PLN
2016-04-18,107.52,PLN
2016-04-19,108.10,PLN
2016-04-20,107.33,PLN
2016-04-21,107.80,PLN
2016-04-22,107.12,PLN
2016-04-25,106.74,PLN
2016-04-26,107.44,PLN
2016-04-27,106.60,PLN
2016-04-28,105.99,PLN
2016-04-29,105.35,PLN
2016-05-02,105.33,PLN
2016-05-04,103.64,PLN
2016-05-05,103.38,PLN
2016-05-06,102.49,PLN
2016-05-09,102.38,PLN
2016-05-10,102.78,PLN
2016-05-11,102.38,PLN
2016-05-12,101.72,PLN
2016-05-13,100.63,PLN
2016-05-16,101.00,PLN
2016-05-17,101.70,PLN
2016-05-18,100.83,PLN
2016-05-19,100.01,PLN
2016-05-20,100.43,PLN
2016-05-23,101.10,PLN
2016-05-24,101.01,PLN
2016-05-25,102.43,PLN
2016-05-27,103.53,PLN
2016-05-30,103.49,PLN
2016-05-31,103.97,PLN
2016-06-01,103.85,PLN
2016-06-02,104.28,PLN
2016-06-03,104.37,PLN
2016-06-06,104.88,PLN
2016-06-07,106.20,PLN
2016-06-08,106.45,PLN
2016-06-09,106.45,PLN
2016-06-10,105.41,PLN
2016-06-13,103.56,PLN
2016-06-14,103.34,PLN
2016-06-15,103.71,PLN
2016-06-16,102.75,PLN
2016-06-17,103.15,PLN
2016-06-20,103.95,PLN
2016-06-21,104.34,PLN
2016-06-22,105.17,PLN
2016-06-23,105.12,PLN
2016-06-24,101.39,PLN
2016-06-27,101.33,PLN
2016-06-28,102.90,PLN
2016-06-29,104.27,PLN
2016-06-30,105.82,PLN
2016-07-01,106.10,PLN
2016-07-04,106.58,PLN
2016-07-05,105.59,PLN
2016-07-06,104.52,PLN
2016-07-07,105.23,PLN
2016-07-08,105.60,PLN
2016-07-11,106.62,PLN
2016-07-12,107.60,PLN
2016-07-13,107.76,PLN
2016-07-14,108.56,PLN
2016-07-15,108.87,PLN
2016-07-18,109.06,PLN
2016-07-19,108.94,PLN
2016-07-20,109.40,PLN
2016-07-21,109.44,PLN
2016-07-22,109.27,PLN
2016-07-25,109.37,PLN
2016-07-26,109.85,PLN
2016-07-27,110.17,PLN
2016-07-28,110.71,PLN
2016-07-29,110.08,PLN
2016-08-01,111.42,PLN
2016-08-02,111.09,PLN
2016-08-03,110.20,PLN
2016-08-04,110.49,PLN
2016-08-05,111.64,PLN
2016-08-08,112.23,PLN
2016-08-09,112.03,PLN
2016-08-10,111.94,PLN
2016-08-11,111.76,PLN
2016-08-12,111.66,PLN
2016-08-16,112.04,PLN
2016-08-17,111.70,PLN
2016-08-18,112.72,PLN
2016-08-19,112.01,PLN
2016-08-22,111.41,PLN
2016-08-23,111.64,PLN
2016-08-24,111.18,PLN
2016-08-25,112.06,PLN
2016-08-26,111.75,PLN
2016-08-29,111.45,PLN
2016-08-30,112.25,PLN
2016-08-31,111.98,PLN
2016-09-01,111.74,PLN
2016-09-02,111.85,PLN
2016-09-05,113.26,PLN
2016-09-06,114.28,PLN
2016-09-07,114.48,PLN
2016-09-08,114.73,PLN
2016-09-09,113.00,PLN
2016-09-12,111.48,PLN
2016-09-13,110.91,PLN
2016-09-14,111.34,PLN
2016-09-15,111.90,PLN
2016-09-16,111.89,PLN
2016-09-19,112.73,PLN
2016-09-20,112.72,PLN
2016-09-21,113.80,PLN
2016-09-22,114.54,PLN
2016-09-23,114.38,PLN
2016-09-26,113.28,PLN
2016-09-27,114.10,PLN
2016-09-28,114.10,PLN
2016-09-29,114.01,PLN
2016-09-30,112.87,PLN
2016-10-03,113.94,PLN
2016-10-04,114.14,PLN
2016-10-05,114.18,PLN
2016-10-06,114.44,PLN
2016-10-07,113.89,PLN
2016-10-10,113.87,PLN
2016-10-11,112.48,PLN
2016-10-12,112.53,PLN
2016-10-13,111.28,PLN
2016-10-14,111.70,PLN
2016-10-17,111.17,PLN
2016-10-18,112.26,PLN
2016-10-19,112.62,PLN
2016-10-20,112.91,PLN
2016-10-21,112.41,PLN
2016-10-24,113.10,PLN
2016-10-25,112.89,PLN
2016-10-26,112.27,PLN
2016-10-27,111.71,PLN
2016-10-28,111.79,PLN
2016-10-31,111.48,PLN
2016-11-02,110.39,PLN
2016-11-03,109.95,PLN
2016-11-04,109.67,PLN
2016-11-07,111.24,PLN
2016-11-08,111.01,PLN
2016-11-09,109.29,PLN
2016-11-10,111.17,PLN
2016-11-14,107.77,PLN
2016-11-15,107.52,PLN
2016-11-16,107.64,PLN
2016-11-17,107.62,PLN
2016-11-18,107.53,PLN
2016-11-21,107.29,PLN
2016-11-22,108.55,PLN
2016-11-23,108.81,PLN
2016-11-24,108.56,PLN
2016-11-25,109.47,PLN
2016-11-28,110.05,PLN
2016-11-29,110.05,PLN
2016-11-30,110.23,PLN
2016-12-01,110.22,PLN
2016-12-02,109.36,PLN
2016-12-05,109.09,PLN
2016-12-06,109.74,PLN
2016-12-07,110.16,PLN
2016-12-08,110.36,PLN
2016-12-09,109.82,PLN
2016-12-12,108.36,PLN
2016-12-13,108.60,PLN
2016-12-14,108.27,PLN
2016-12-15,107.15,PLN
2016-12-16,106.95,PLN
2016-12-19,106.46,PLN
2016-12-20,106.08,PLN
2016-12-21,105.92,PLN
2016-12-22,105.10,PLN
2016-12-23,104.81,PLN
2016-12-27,105.07,PLN
2016-12-28,105.31,PLN
2016-12-29,105.61,PLN
2016-12-30,106.34,PLN
2017-01-02,106.32,PLN
2017-01-03,106.92,PLN
2017-01-04,107.31,PLN
2017-01-05,108.83,PLN
2017-01-09,108.67,PLN
2017-01-10,110.19,PLN
2017-01-11,111.11,PLN
2017-01-12,111.53,PLN
2017-01-13,111.13,PLN
2017-01-16,110.75,PLN
2017-01-17,111.21,PLN
2017-01-18,111.75,PLN
2017-01-19,111.56,PLN
2017-01-20,111.26,PLN
2017-01-23,111.85,PLN
2017-01-24,112.60,PLN
2017-01-25,113.42,PLN
2017-01-26,113.95,PLN
2017-01-27,113.75,PLN
2017-01-30,113.73,PLN
2017-01-31,113.73,PLN
2017-02-01,113.45,PLN
2017-02-02,113.43,PLN
2017-02-03,113.87,PLN
2017-02-06,114.67,PLN
2017-02-07,114.61,PLN
2017-02-08,114.72,PLN
2017-02-09,114.46,PLN
2017-02-10,114.49,PLN
2017-02-13,114.60,PLN
2017-02-14,114.23,PLN
2017-02-15,113.90,PLN
2017-02-16,114.31,PLN
2017-02-17,113.99,PLN
2017-02-20,114.52,PLN
2017-02-21,114.51,PLN
2017-02-22,114.65,PLN
2017-02-23,114.60,PLN
2017-02-24,114.62,PLN
2017-02-27,114.76,PLN
2017-02-28,114.38,PLN
2017-03-01,114.46,PLN
2017-03-02,114.37,PLN
2017-03-03,114.15,PLN
2017-03-06,114.79,PLN
2017-03-07,115.18,PLN
2017-03-08,115.23,PLN
2017-03-09,114.62,PLN
2017-03-10,114.75,PLN
2017-03-13,115.76,PLN
2017-03-14,116.17,PLN
2017-03-15,116.73,PLN
2017-03-16,118.34,PLN
2017-03-17,118.68,PLN
2017-03-20,118.99,PLN
2017-03-21,118.43,PLN
2017-03-22,118.18,PLN
2017-03-23,118.17,PLN
2017-03-24,118.79,PLN
2017-03-27,118.40,PLN
2017-03-28,118.82,PLN
2017-03-29,119.38,PLN
2017-03-30,119.09,PLN
2017-03-31,118.86,PLN
2017-04-03,119.45,PLN
2017-04-04,119.44,PLN
2017-04-05,119.03,PLN
2017-04-06,118.68,PLN
2017-04-07,118.42,PLN
2017-04-10,117.95,PLN
2017-04-11,117.31,PLN
2017-04-12,117.38,PLN
2017-04-13,117.51,PLN
2017-04-18,116.60,PLN
2017-04-19,116.74,PLN
2017-04-20,117.25,PLN
2017-04-21,117.39,PLN
2017-04-24,118.25,PLN
2017-04-25,119.40,PLN
2017-04-26,119.59,PLN
2017-04-27,120.16,PLN
2017-04-28,119.93,PLN
