Data,Wartość dla NN Akcji (A),Waluta
2005-04-14,193.84,PLN
2005-04-15,193.00,PLN
2005-04-18,189.62,PLN
2005-04-19,189.46,PLN
2005-04-20,188.12,PLN
2005-04-21,189.42,PLN
2005-04-22,190.58,PLN
2005-04-25,190.40,PLN
2005-04-26,188.33,PLN
2005-04-27,186.31,PLN
2005-04-28,185.20,PLN
2005-04-29,185.48,PLN
2005-05-02,185.65,PLN
2005-05-04,185.45,PLN
2005-05-05,186.30,PLN
2005-05-06,186.32,PLN
2005-05-09,186.83,PLN
2005-05-10,184.44,PLN
2005-05-11,185.05,PLN
2005-05-12,185.91,PLN
2005-05-13,184.77,PLN
2005-05-16,184.32,PLN
2005-05-17,185.25,PLN
2005-05-18,187.01,PLN
2005-05-19,188.22,PLN
2005-05-20,188.90,PLN
2005-05-23,188.56,PLN
2005-05-24,188.14,PLN
2005-05-25,188.29,PLN
2005-05-27,191.03,PLN
2005-05-30,191.12,PLN
2005-05-31,191.19,PLN
2005-06-01,189.90,PLN
2005-06-02,191.69,PLN
2005-06-03,193.28,PLN
2005-06-06,195.33,PLN
2005-06-07,195.90,PLN
2005-06-08,195.91,PLN
2005-06-09,196.66,PLN
2005-06-10,197.26,PLN
2005-06-13,197.65,PLN
2005-06-14,196.15,PLN
2005-06-15,198.06,PLN
2005-06-16,198.05,PLN
2005-06-17,199.05,PLN
2005-06-20,199.63,PLN
2005-06-21,199.97,PLN
2005-06-22,201.89,PLN
2005-06-23,201.43,PLN
2005-06-24,199.99,PLN
2005-06-27,198.78,PLN
2005-06-28,200.04,PLN
2005-06-29,199.77,PLN
2005-06-30,201.26,PLN
2005-07-01,202.64,PLN
2005-07-04,204.14,PLN
2005-07-05,203.29,PLN
2005-07-06,204.38,PLN
2005-07-07,202.47,PLN
2005-07-08,204.68,PLN
2005-07-11,204.41,PLN
2005-07-12,206.29,PLN
2005-07-13,207.71,PLN
2005-07-14,207.64,PLN
2005-07-15,207.08,PLN
2005-07-18,205.86,PLN
2005-07-19,206.26,PLN
2005-07-20,207.53,PLN
2005-07-21,206.76,PLN
2005-07-22,205.06,PLN
2005-07-25,207.21,PLN
2005-07-26,208.83,PLN
2005-07-27,210.46,PLN
2005-07-28,213.12,PLN
2005-07-29,214.69,PLN
2005-08-01,216.14,PLN
2005-08-02,220.17,PLN
2005-08-03,217.92,PLN
2005-08-04,218.20,PLN
2005-08-05,217.97,PLN
2005-08-08,220.02,PLN
2005-08-09,219.69,PLN
2005-08-10,217.91,PLN
2005-08-11,217.25,PLN
2005-08-12,216.15,PLN
2005-08-16,218.20,PLN
2005-08-17,217.14,PLN
2005-08-18,215.39,PLN
2005-08-19,215.37,PLN
2005-08-22,216.27,PLN
2005-08-23,216.01,PLN
2005-08-24,216.03,PLN
2005-08-25,215.53,PLN
2005-08-26,216.88,PLN
2005-08-29,217.82,PLN
2005-08-30,219.29,PLN
2005-08-31,219.77,PLN
2005-09-01,222.60,PLN
2005-09-02,223.17,PLN
2005-09-05,221.27,PLN
2005-09-06,222.53,PLN
2005-09-07,222.65,PLN
2005-09-08,221.65,PLN
2005-09-09,224.06,PLN
2005-09-12,225.77,PLN
2005-09-13,225.93,PLN
2005-09-14,226.25,PLN
2005-09-15,228.45,PLN
2005-09-16,230.82,PLN
2005-09-19,234.56,PLN
2005-09-20,233.51,PLN
2005-09-21,231.97,PLN
2005-09-22,231.34,PLN
2005-09-23,231.31,PLN
2005-09-26,233.29,PLN
2005-09-27,235.26,PLN
2005-09-28,233.13,PLN
2005-09-29,233.35,PLN
2005-09-30,235.26,PLN
2005-10-03,237.45,PLN
2005-10-04,237.02,PLN
2005-10-05,233.83,PLN
2005-10-06,227.57,PLN
2005-10-07,227.35,PLN
2005-10-10,227.21,PLN
2005-10-11,229.48,PLN
2005-10-12,227.72,PLN
2005-10-13,220.97,PLN
2005-10-14,219.61,PLN
2005-10-17,221.04,PLN
2005-10-18,221.21,PLN
2005-10-19,216.82,PLN
2005-10-20,219.38,PLN
2005-10-21,218.63,PLN
2005-10-24,219.88,PLN
2005-10-25,221.57,PLN
2005-10-26,220.58,PLN
2005-10-27,218.11,PLN
2005-10-28,218.99,PLN
2005-10-31,220.69,PLN
2005-11-02,224.87,PLN
2005-11-03,226.90,PLN
2005-11-04,227.79,PLN
2005-11-07,226.36,PLN
2005-11-08,225.65,PLN
2005-11-09,226.07,PLN
2005-11-10,225.48,PLN
2005-11-14,226.09,PLN
2005-11-15,224.83,PLN
2005-11-16,224.71,PLN
2005-11-17,227.89,PLN
2005-11-18,228.30,PLN
2005-11-21,226.90,PLN
2005-11-22,225.67,PLN
2005-11-23,226.37,PLN
2005-11-24,226.69,PLN
2005-11-25,227.95,PLN
2005-11-28,229.25,PLN
2005-11-29,229.84,PLN
2005-11-30,230.83,PLN
2005-12-01,232.03,PLN
2005-12-02,234.59,PLN
2005-12-05,233.82,PLN
2005-12-06,232.33,PLN
2005-12-07,233.92,PLN
2005-12-08,233.33,PLN
2005-12-09,232.80,PLN
2005-12-12,233.88,PLN
2005-12-13,233.61,PLN
2005-12-14,236.09,PLN
2005-12-15,235.62,PLN
2005-12-16,236.36,PLN
2005-12-19,237.77,PLN
2005-12-20,239.25,PLN
2005-12-21,239.95,PLN
2005-12-22,239.61,PLN
2005-12-23,241.07,PLN
2005-12-27,243.15,PLN
2005-12-28,242.18,PLN
2005-12-29,243.19,PLN
2005-12-30,240.85,PLN
2006-01-02,243.62,PLN
2006-01-03,248.45,PLN
2006-01-04,253.72,PLN
2006-01-05,253.94,PLN
2006-01-06,256.31,PLN
2006-01-09,255.34,PLN
2006-01-10,253.20,PLN
2006-01-11,257.69,PLN
2006-01-12,257.65,PLN
2006-01-13,254.92,PLN
2006-01-16,258.57,PLN
2006-01-17,258.42,PLN
2006-01-18,256.98,PLN
2006-01-19,262.86,PLN
2006-01-20,264.08,PLN
2006-01-23,265.82,PLN
2006-01-24,264.24,PLN
2006-01-25,266.37,PLN
2006-01-26,264.57,PLN
2006-01-27,265.23,PLN
2006-01-30,264.79,PLN
2006-01-31,257.08,PLN
2006-02-01,257.71,PLN
2006-02-02,257.54,PLN
2006-02-03,253.18,PLN
2006-02-06,257.86,PLN
2006-02-07,259.22,PLN
2006-02-08,258.42,PLN
2006-02-09,259.55,PLN
2006-02-10,256.36,PLN
2006-02-13,254.91,PLN
2006-02-14,256.98,PLN
2006-02-15,257.91,PLN
2006-02-16,254.35,PLN
2006-02-17,260.53,PLN
2006-02-20,264.22,PLN
2006-02-21,264.60,PLN
2006-02-22,264.34,PLN
2006-02-23,265.05,PLN
2006-02-24,268.16,PLN
2006-02-27,270.18,PLN
2006-02-28,262.52,PLN
2006-03-01,264.60,PLN
2006-03-02,265.98,PLN
2006-03-03,264.67,PLN
2006-03-06,265.64,PLN
2006-03-07,260.08,PLN
2006-03-08,255.80,PLN
2006-03-09,256.47,PLN
2006-03-10,255.23,PLN
2006-03-13,255.84,PLN
2006-03-14,254.03,PLN
2006-03-15,257.87,PLN
2006-03-16,262.63,PLN
2006-03-17,263.25,PLN
2006-03-20,263.17,PLN
2006-03-21,261.79,PLN
2006-03-22,261.47,PLN
2006-03-23,265.30,PLN
2006-03-24,266.64,PLN
2006-03-27,268.44,PLN
2006-03-28,265.70,PLN
2006-03-29,266.31,PLN
2006-03-30,268.79,PLN
2006-03-31,268.75,PLN
2006-04-03,271.66,PLN
2006-04-04,272.70,PLN
2006-04-05,272.70,PLN
2006-04-06,275.13,PLN
2006-04-07,278.90,PLN
2006-04-10,278.98,PLN
2006-04-11,277.23,PLN
2006-04-12,279.67,PLN
2006-04-13,281.45,PLN
2006-04-18,286.08,PLN
2006-04-19,286.83,PLN
2006-04-20,291.80,PLN
2006-04-21,293.93,PLN
2006-04-24,296.82,PLN
2006-04-25,295.09,PLN
2006-04-26,297.71,PLN
2006-04-27,291.20,PLN
2006-04-28,293.76,PLN
2006-05-02,293.83,PLN
2006-05-04,298.04,PLN
2006-05-05,300.16,PLN
2006-05-08,303.69,PLN
2006-05-09,299.66,PLN
2006-05-10,299.33,PLN
2006-05-11,304.26,PLN
2006-05-12,301.14,PLN
2006-05-15,293.01,PLN
2006-05-16,293.31,PLN
2006-05-17,287.43,PLN
2006-05-18,287.36,PLN
2006-05-19,286.53,PLN
2006-05-22,273.22,PLN
2006-05-23,276.15,PLN
2006-05-24,266.95,PLN
2006-05-25,269.88,PLN
2006-05-26,274.51,PLN
2006-05-29,273.92,PLN
2006-05-30,270.44,PLN
2006-05-31,267.76,PLN
2006-06-01,269.59,PLN
2006-06-02,275.40,PLN
2006-06-05,276.73,PLN
2006-06-06,271.35,PLN
2006-06-07,269.88,PLN
2006-06-08,264.09,PLN
2006-06-09,261.46,PLN
2006-06-12,254.03,PLN
2006-06-13,246.14,PLN
2006-06-14,245.20,PLN
2006-06-16,248.09,PLN
2006-06-19,253.46,PLN
2006-06-20,254.01,PLN
2006-06-21,255.50,PLN
2006-06-22,254.43,PLN
2006-06-23,255.89,PLN
2006-06-26,258.92,PLN
2006-06-27,267.79,PLN
2006-06-28,271.60,PLN
2006-06-29,271.56,PLN
2006-06-30,276.44,PLN
2006-07-03,277.16,PLN
2006-07-04,279.04,PLN
2006-07-05,277.55,PLN
2006-07-06,284.52,PLN
2006-07-07,289.52,PLN
2006-07-10,292.61,PLN
2006-07-11,290.59,PLN
2006-07-12,294.47,PLN
2006-07-13,285.91,PLN
2006-07-14,284.60,PLN
2006-07-17,281.70,PLN
2006-07-18,285.07,PLN
2006-07-19,286.51,PLN
2006-07-20,294.84,PLN
2006-07-21,293.25,PLN
2006-07-24,294.46,PLN
2006-07-25,298.30,PLN
2006-07-26,300.46,PLN
2006-07-27,309.55,PLN
2006-07-28,310.06,PLN
2006-07-31,311.35,PLN
2006-08-01,306.83,PLN
2006-08-02,304.38,PLN
2006-08-03,296.91,PLN
2006-08-04,300.06,PLN
2006-08-07,297.49,PLN
2006-08-08,297.92,PLN
2006-08-09,303.80,PLN
2006-08-10,298.98,PLN
2006-08-11,293.17,PLN
2006-08-14,294.08,PLN
2006-08-16,295.84,PLN
2006-08-17,293.23,PLN
2006-08-18,295.09,PLN
2006-08-21,295.45,PLN
2006-08-22,297.78,PLN
2006-08-23,297.81,PLN
2006-08-24,294.13,PLN
2006-08-25,291.86,PLN
2006-08-28,290.36,PLN
2006-08-29,296.42,PLN
2006-08-30,299.13,PLN
2006-08-31,296.66,PLN
2006-09-01,297.95,PLN
2006-09-04,305.44,PLN
2006-09-05,306.22,PLN
2006-09-06,304.26,PLN
2006-09-07,301.15,PLN
2006-09-08,300.47,PLN
2006-09-11,298.67,PLN
2006-09-12,301.80,PLN
2006-09-13,305.52,PLN
2006-09-14,304.10,PLN
2006-09-15,304.16,PLN
2006-09-18,307.88,PLN
2006-09-19,306.14,PLN
2006-09-20,303.50,PLN
2006-09-21,303.45,PLN
2006-09-22,301.15,PLN
2006-09-25,303.75,PLN
2006-09-26,305.22,PLN
2006-09-27,302.79,PLN
2006-09-28,305.18,PLN
2006-09-29,303.73,PLN
2006-10-02,304.49,PLN
2006-10-03,303.26,PLN
2006-10-04,304.98,PLN
2006-10-05,309.37,PLN
2006-10-06,308.83,PLN
2006-10-09,312.37,PLN
2006-10-10,316.58,PLN
2006-10-11,318.79,PLN
2006-10-12,322.63,PLN
2006-10-13,324.45,PLN
2006-10-16,325.23,PLN
2006-10-17,322.52,PLN
2006-10-18,327.29,PLN
2006-10-19,327.41,PLN
2006-10-20,325.89,PLN
2006-10-23,325.21,PLN
2006-10-24,326.60,PLN
2006-10-25,329.11,PLN
2006-10-26,331.18,PLN
2006-10-27,327.44,PLN
2006-10-30,323.32,PLN
2006-10-31,325.12,PLN
2006-11-02,324.34,PLN
2006-11-03,327.12,PLN
2006-11-06,331.68,PLN
2006-11-07,336.09,PLN
2006-11-08,335.28,PLN
2006-11-09,337.90,PLN
2006-11-10,334.51,PLN
2006-11-13,333.57,PLN
2006-11-14,333.20,PLN
2006-11-15,327.82,PLN
2006-11-16,330.44,PLN
2006-11-17,329.08,PLN
2006-11-20,329.34,PLN
2006-11-21,333.20,PLN
2006-11-22,337.93,PLN
2006-11-23,337.83,PLN
2006-11-24,337.11,PLN
2006-11-27,336.90,PLN
2006-11-28,335.77,PLN
2006-11-29,343.31,PLN
2006-11-30,342.65,PLN
2006-12-01,344.82,PLN
2006-12-04,350.74,PLN
2006-12-05,354.91,PLN
2006-12-06,353.78,PLN
2006-12-07,355.80,PLN
2006-12-08,355.37,PLN
2006-12-11,354.72,PLN
2006-12-12,352.49,PLN
2006-12-13,353.05,PLN
2006-12-14,354.78,PLN
2006-12-15,354.47,PLN
2006-12-18,356.30,PLN
2006-12-19,347.44,PLN
2006-12-20,342.17,PLN
2006-12-21,342.15,PLN
2006-12-22,339.91,PLN
2006-12-27,344.88,PLN
2006-12-28,344.23,PLN
2006-12-29,343.82,PLN
2006-12-31,343.75,PLN
2007-01-02,349.31,PLN
2007-01-03,350.26,PLN
2007-01-04,345.38,PLN
2007-01-05,341.03,PLN
2007-01-08,339.47,PLN
2007-01-09,342.22,PLN
2007-01-10,338.05,PLN
2007-01-11,346.64,PLN
2007-01-12,350.97,PLN
2007-01-15,359.24,PLN
2007-01-16,358.91,PLN
2007-01-17,358.94,PLN
2007-01-18,369.31,PLN
2007-01-19,369.85,PLN
2007-01-22,366.81,PLN
2007-01-23,367.98,PLN
2007-01-24,368.39,PLN
2007-01-25,366.71,PLN
2007-01-26,367.49,PLN
2007-01-29,369.52,PLN
2007-01-30,368.45,PLN
2007-01-31,372.96,PLN
2007-02-01,377.89,PLN
2007-02-02,377.11,PLN
2007-02-05,376.77,PLN
2007-02-06,375.93,PLN
2007-02-07,374.79,PLN
2007-02-08,365.49,PLN
2007-02-09,366.72,PLN
2007-02-12,360.82,PLN
2007-02-13,366.49,PLN
2007-02-14,368.76,PLN
2007-02-15,367.63,PLN
2007-02-16,367.08,PLN
2007-02-19,372.32,PLN
2007-02-20,370.10,PLN
2007-02-21,373.93,PLN
2007-02-22,378.44,PLN
2007-02-23,378.54,PLN
2007-02-26,376.22,PLN
2007-02-27,361.17,PLN
2007-02-28,356.55,PLN
2007-03-01,353.30,PLN
2007-03-02,355.36,PLN
2007-03-05,347.67,PLN
2007-03-06,351.96,PLN
2007-03-07,351.25,PLN
2007-03-08,360.87,PLN
2007-03-09,360.61,PLN
2007-03-12,361.58,PLN
2007-03-13,360.62,PLN
2007-03-14,360.26,PLN
2007-03-15,363.15,PLN
2007-03-16,367.39,PLN
2007-03-19,373.23,PLN
2007-03-20,372.85,PLN
2007-03-21,377.22,PLN
2007-03-22,382.68,PLN
2007-03-23,385.57,PLN
2007-03-26,382.37,PLN
2007-03-27,383.06,PLN
2007-03-28,381.04,PLN
2007-03-29,387.50,PLN
2007-03-30,389.27,PLN
2007-04-02,385.38,PLN
2007-04-03,389.04,PLN
2007-04-04,392.49,PLN
2007-04-05,393.90,PLN
2007-04-10,398.08,PLN
2007-04-11,400.46,PLN
2007-04-12,394.43,PLN
2007-04-13,398.83,PLN
2007-04-16,402.44,PLN
2007-04-17,401.63,PLN
2007-04-18,404.29,PLN
2007-04-19,401.51,PLN
2007-04-20,408.65,PLN
2007-04-23,407.81,PLN
2007-04-24,405.09,PLN
2007-04-25,405.06,PLN
2007-04-26,406.03,PLN
2007-04-27,405.55,PLN
2007-04-30,409.66,PLN
2007-05-02,410.27,PLN
2007-05-04,417.16,PLN
2007-05-07,415.10,PLN
2007-05-08,408.83,PLN
2007-05-09,409.19,PLN
2007-05-10,403.00,PLN
2007-05-11,405.50,PLN
2007-05-14,411.77,PLN
2007-05-15,408.24,PLN
2007-05-16,405.10,PLN
2007-05-17,403.81,PLN
2007-05-18,408.39,PLN
2007-05-21,413.90,PLN
2007-05-22,416.96,PLN
2007-05-23,413.71,PLN
2007-05-24,414.66,PLN
2007-05-25,413.48,PLN
2007-05-28,419.02,PLN
2007-05-29,420.66,PLN
2007-05-30,417.76,PLN
2007-05-31,426.61,PLN
2007-06-01,431.58,PLN
2007-06-04,430.10,PLN
2007-06-05,430.50,PLN
2007-06-06,422.92,PLN
2007-06-08,418.42,PLN
2007-06-11,425.17,PLN
2007-06-12,420.90,PLN
2007-06-13,422.72,PLN
2007-06-14,426.65,PLN
2007-06-15,430.20,PLN
2007-06-18,429.09,PLN
2007-06-19,427.74,PLN
2007-06-20,424.11,PLN
2007-06-21,424.19,PLN
2007-06-22,427.00,PLN
2007-06-25,426.25,PLN
2007-06-26,429.09,PLN
2007-06-27,422.65,PLN
2007-06-28,427.00,PLN
2007-06-29,426.06,PLN
2007-07-02,423.24,PLN
2007-07-03,428.87,PLN
2007-07-04,431.40,PLN
2007-07-05,431.56,PLN
2007-07-06,435.77,PLN
2007-07-09,433.90,PLN
2007-07-10,427.27,PLN
2007-07-11,424.32,PLN
2007-07-12,424.08,PLN
2007-07-13,425.84,PLN
2007-07-16,420.36,PLN
2007-07-17,420.85,PLN
2007-07-18,420.49,PLN
2007-07-19,424.91,PLN
2007-07-20,420.10,PLN
2007-07-23,424.92,PLN
2007-07-24,419.93,PLN
2007-07-25,418.10,PLN
2007-07-26,407.40,PLN
2007-07-27,403.66,PLN
2007-07-30,402.13,PLN
2007-07-31,410.03,PLN
2007-08-01,401.89,PLN
2007-08-02,405.27,PLN
2007-08-03,402.78,PLN
2007-08-06,398.24,PLN
2007-08-07,401.11,PLN
2007-08-08,400.76,PLN
2007-08-09,394.75,PLN
2007-08-10,384.05,PLN
2007-08-13,391.69,PLN
2007-08-14,388.47,PLN
2007-08-16,367.05,PLN
2007-08-17,373.87,PLN
2007-08-20,373.17,PLN
2007-08-21,369.15,PLN
2007-08-22,382.78,PLN
2007-08-23,387.36,PLN
2007-08-24,392.81,PLN
2007-08-27,393.14,PLN
2007-08-28,389.21,PLN
2007-08-29,393.13,PLN
2007-08-30,387.22,PLN
2007-08-31,397.76,PLN
2007-09-03,397.45,PLN
2007-09-04,399.10,PLN
2007-09-05,393.97,PLN
2007-09-06,389.99,PLN
2007-09-07,385.85,PLN
2007-09-10,379.20,PLN
2007-09-11,383.04,PLN
2007-09-12,384.98,PLN
2007-09-13,390.98,PLN
2007-09-14,390.00,PLN
2007-09-17,388.45,PLN
2007-09-18,391.08,PLN
2007-09-19,403.14,PLN
2007-09-20,403.59,PLN
2007-09-21,402.17,PLN
2007-09-24,398.17,PLN
2007-09-25,394.67,PLN
2007-09-26,395.80,PLN
2007-09-27,394.82,PLN
2007-09-28,390.43,PLN
2007-10-01,389.39,PLN
2007-10-02,393.27,PLN
2007-10-03,393.39,PLN
2007-10-04,394.31,PLN
2007-10-05,398.39,PLN
2007-10-08,398.69,PLN
2007-10-09,406.90,PLN
2007-10-10,407.75,PLN
2007-10-11,412.91,PLN
2007-10-12,410.81,PLN
2007-10-15,413.00,PLN
2007-10-16,407.42,PLN
2007-10-17,410.10,PLN
2007-10-18,403.58,PLN
2007-10-19,405.59,PLN
2007-10-22,401.37,PLN
2007-10-23,406.54,PLN
2007-10-24,404.30,PLN
2007-10-25,404.76,PLN
2007-10-26,403.11,PLN
2007-10-29,403.68,PLN
2007-10-30,402.07,PLN
2007-10-31,401.06,PLN
2007-11-02,396.18,PLN
2007-11-05,393.79,PLN
2007-11-06,392.74,PLN
2007-11-07,386.70,PLN
2007-11-08,383.54,PLN
2007-11-09,376.49,PLN
2007-11-12,371.01,PLN
2007-11-13,375.57,PLN
2007-11-14,372.62,PLN
2007-11-15,361.61,PLN
2007-11-16,361.17,PLN
2007-11-19,360.79,PLN
2007-11-20,362.21,PLN
2007-11-21,353.86,PLN
2007-11-22,360.50,PLN
2007-11-23,365.58,PLN
2007-11-26,361.56,PLN
2007-11-27,358.62,PLN
2007-11-28,365.29,PLN
2007-11-29,367.46,PLN
2007-11-30,368.91,PLN
2007-12-03,366.19,PLN
2007-12-04,364.62,PLN
2007-12-05,372.16,PLN
2007-12-06,372.59,PLN
2007-12-07,375.10,PLN
2007-12-10,376.02,PLN
2007-12-11,374.99,PLN
2007-12-12,376.44,PLN
2007-12-13,370.28,PLN
2007-12-14,366.10,PLN
2007-12-17,357.24,PLN
2007-12-18,357.28,PLN
2007-12-19,355.36,PLN
2007-12-20,357.52,PLN
2007-12-21,360.37,PLN
2007-12-27,364.47,PLN
2007-12-28,359.20,PLN
2007-12-31,358.60,PLN
2008-01-02,358.02,PLN
2008-01-03,355.25,PLN
2008-01-04,351.22,PLN
2008-01-07,344.16,PLN
2008-01-08,345.73,PLN
2008-01-09,337.28,PLN
2008-01-10,329.16,PLN
2008-01-11,323.46,PLN
2008-01-14,319.41,PLN
2008-01-15,308.69,PLN
2008-01-16,300.52,PLN
2008-01-17,302.51,PLN
2008-01-18,306.22,PLN
2008-01-21,290.72,PLN
2008-01-22,294.76,PLN
2008-01-23,295.68,PLN
2008-01-24,308.45,PLN
2008-01-25,309.41,PLN
2008-01-28,303.78,PLN
2008-01-29,312.71,PLN
2008-01-30,314.44,PLN
2008-01-31,310.46,PLN
2008-02-01,318.50,PLN
2008-02-04,320.54,PLN
2008-02-05,310.11,PLN
2008-02-06,310.27,PLN
2008-02-07,306.74,PLN
2008-02-08,309.04,PLN
2008-02-11,311.26,PLN
2008-02-12,320.44,PLN
2008-02-13,323.25,PLN
2008-02-14,324.98,PLN
2008-02-15,321.38,PLN
2008-02-18,327.08,PLN
2008-02-19,326.51,PLN
2008-02-20,323.98,PLN
2008-02-21,324.40,PLN
2008-02-22,322.14,PLN
2008-02-25,321.72,PLN
2008-02-26,320.51,PLN
2008-02-27,317.83,PLN
2008-02-28,315.29,PLN
2008-02-29,309.86,PLN
2008-03-04,297.83,PLN
2008-03-05,302.60,PLN
2008-03-06,299.73,PLN
2008-03-07,296.39,PLN
2008-03-10,299.91,PLN
2008-03-11,305.48,PLN
2008-03-12,308.18,PLN
2008-03-13,301.11,PLN
2008-03-14,300.02,PLN
2008-03-17,292.85,PLN
2008-03-18,300.36,PLN
2008-03-19,302.50,PLN
2008-03-20,298.28,PLN
2008-03-25,306.39,PLN
2008-03-26,307.67,PLN
2008-03-27,310.27,PLN
2008-03-28,310.44,PLN
2008-03-31,310.95,PLN
2008-04-01,316.49,PLN
2008-04-02,316.83,PLN
2008-04-03,312.84,PLN
2008-04-04,314.79,PLN
2008-04-07,316.43,PLN
2008-04-08,312.37,PLN
2008-04-09,313.83,PLN
2008-04-10,310.96,PLN
2008-04-11,305.39,PLN
2008-04-14,301.22,PLN
2008-04-15,302.30,PLN
2008-04-16,302.86,PLN
2008-04-17,303.45,PLN
2008-04-18,307.14,PLN
2008-04-21,303.51,PLN
2008-04-22,299.03,PLN
2008-04-23,294.08,PLN
2008-04-24,296.85,PLN
2008-04-25,299.08,PLN
2008-04-28,302.44,PLN
2008-04-29,299.17,PLN
2008-04-30,303.30,PLN
2008-05-05,306.83,PLN
2008-05-06,307.50,PLN
2008-05-07,311.69,PLN
2008-05-08,308.54,PLN
2008-05-09,307.33,PLN
2008-05-12,309.52,PLN
2008-05-13,309.68,PLN
2008-05-14,311.68,PLN
2008-05-15,308.62,PLN
2008-05-16,307.95,PLN
2008-05-19,306.20,PLN
2008-05-20,301.13,PLN
2008-05-21,298.63,PLN
2008-05-23,294.74,PLN
2008-05-26,295.21,PLN
2008-05-27,296.24,PLN
2008-05-28,298.02,PLN
2008-05-29,295.87,PLN
2008-05-30,297.27,PLN
2008-06-02,295.32,PLN
2008-06-03,296.69,PLN
2008-06-04,293.08,PLN
2008-06-05,294.91,PLN
2008-06-06,293.31,PLN
2008-06-09,288.44,PLN
2008-06-10,281.14,PLN
2008-06-11,275.13,PLN
2008-06-12,278.03,PLN
2008-06-13,277.57,PLN
2008-06-16,274.99,PLN
2008-06-17,275.61,PLN
2008-06-18,271.81,PLN
2008-06-19,273.66,PLN
2008-06-20,272.19,PLN
2008-06-23,266.89,PLN
2008-06-24,265.26,PLN
2008-06-25,267.76,PLN
2008-06-26,266.71,PLN
2008-06-27,261.32,PLN
2008-06-30,259.18,PLN
2008-07-01,253.22,PLN
2008-07-02,251.92,PLN
2008-07-03,251.15,PLN
2008-07-04,248.11,PLN
2008-07-07,247.51,PLN
2008-07-08,245.89,PLN
2008-07-09,248.77,PLN
2008-07-10,243.83,PLN
2008-07-11,238.98,PLN
2008-07-14,237.79,PLN
2008-07-15,230.68,PLN
2008-07-16,228.13,PLN
2008-07-17,234.59,PLN
2008-07-18,235.82,PLN
2008-07-21,240.26,PLN
2008-07-22,240.84,PLN
2008-07-23,248.59,PLN
2008-07-24,247.18,PLN
2008-07-25,247.83,PLN
2008-07-28,248.39,PLN
2008-07-29,249.43,PLN
2008-07-30,256.80,PLN
2008-07-31,256.31,PLN
2008-08-01,253.95,PLN
2008-08-04,252.68,PLN
2008-08-05,255.63,PLN
2008-08-06,252.68,PLN
2008-08-07,251.29,PLN
2008-08-08,249.72,PLN
2008-08-11,252.62,PLN
2008-08-12,255.51,PLN
2008-08-13,253.41,PLN
2008-08-14,253.01,PLN
2008-08-18,251.92,PLN
2008-08-19,246.67,PLN
2008-08-20,246.69,PLN
2008-08-21,247.09,PLN
2008-08-22,249.15,PLN
2008-08-25,248.93,PLN
2008-08-26,246.31,PLN
2008-08-27,245.15,PLN
2008-08-28,247.63,PLN
2008-08-29,249.33,PLN
2008-09-01,250.10,PLN
2008-09-02,256.54,PLN
2008-09-03,255.74,PLN
2008-09-04,256.76,PLN
2008-09-05,249.09,PLN
2008-09-08,253.52,PLN
2008-09-09,251.07,PLN
2008-09-10,247.61,PLN
2008-09-11,244.86,PLN
2008-09-12,244.38,PLN
2008-09-15,236.75,PLN
2008-09-16,230.75,PLN
2008-09-17,229.70,PLN
2008-09-18,229.74,PLN
2008-09-19,239.09,PLN
2008-09-22,237.65,PLN
2008-09-23,234.25,PLN
2008-09-24,234.44,PLN
2008-09-25,239.32,PLN
2008-09-26,240.17,PLN
2008-09-29,231.19,PLN
2008-09-30,234.81,PLN
2008-10-01,237.26,PLN
2008-10-02,233.71,PLN
2008-10-03,231.86,PLN
2008-10-06,221.21,PLN
2008-10-07,219.12,PLN
2008-10-08,216.17,PLN
2008-10-09,216.27,PLN
2008-10-10,200.99,PLN
2008-10-13,203.65,PLN
2008-10-14,209.77,PLN
2008-10-15,200.60,PLN
2008-10-16,195.17,PLN
2008-10-17,187.71,PLN
2008-10-20,188.75,PLN
2008-10-21,191.57,PLN
2008-10-22,182.12,PLN
2008-10-23,176.06,PLN
2008-10-24,169.86,PLN
2008-10-27,169.24,PLN
2008-10-28,173.10,PLN
2008-10-29,182.51,PLN
2008-10-30,186.23,PLN
2008-10-31,188.89,PLN
2008-11-03,189.15,PLN
2008-11-04,194.95,PLN
2008-11-05,192.06,PLN
2008-11-06,185.39,PLN
2008-11-07,188.61,PLN
2008-11-10,190.89,PLN
2008-11-12,187.00,PLN
2008-11-13,179.00,PLN
2008-11-14,181.90,PLN
2008-11-17,178.71,PLN
2008-11-18,174.39,PLN
2008-11-19,175.50,PLN
2008-11-20,168.84,PLN
2008-11-21,170.76,PLN
2008-11-24,180.88,PLN
2008-11-25,182.95,PLN
2008-11-26,183.06,PLN
2008-11-27,185.20,PLN
2008-11-28,183.18,PLN
2008-12-01,180.21,PLN
2008-12-02,182.97,PLN
2008-12-03,181.03,PLN
2008-12-04,184.72,PLN
2008-12-05,182.82,PLN
2008-12-08,188.12,PLN
2008-12-09,189.80,PLN
2008-12-10,188.79,PLN
2008-12-11,186.58,PLN
2008-12-12,182.22,PLN
2008-12-15,184.53,PLN
2008-12-16,187.67,PLN
2008-12-17,183.00,PLN
2008-12-18,182.85,PLN
2008-12-19,181.43,PLN
2008-12-22,178.66,PLN
2008-12-23,177.93,PLN
2008-12-29,179.45,PLN
