Data,Wartość dla NN Akcji (A),Waluta
2008-12-30,180.46,PLN
2008-12-31,179.68,PLN
2009-01-05,184.74,PLN
2009-01-06,188.92,PLN
2009-01-07,186.45,PLN
2009-01-08,184.35,PLN
2009-01-09,182.25,PLN
2009-01-12,180.26,PLN
2009-01-13,177.93,PLN
2009-01-14,173.74,PLN
2009-01-15,171.69,PLN
2009-01-16,173.37,PLN
2009-01-19,169.90,PLN
2009-01-20,168.96,PLN
2009-01-21,170.58,PLN
2009-01-22,166.25,PLN
2009-01-23,165.37,PLN
2009-01-26,169.90,PLN
2009-01-27,166.19,PLN
2009-01-28,168.36,PLN
2009-01-29,167.65,PLN
2009-01-30,166.74,PLN
2009-02-02,161.74,PLN
2009-02-03,157.25,PLN
2009-02-04,159.28,PLN
2009-02-05,159.21,PLN
2009-02-06,163.54,PLN
2009-02-09,166.51,PLN
2009-02-10,165.72,PLN
2009-02-11,162.99,PLN
2009-02-12,159.29,PLN
2009-02-13,159.44,PLN
2009-02-16,155.56,PLN
2009-02-17,146.87,PLN
2009-02-18,146.61,PLN
2009-02-19,151.67,PLN
2009-02-20,149.00,PLN
2009-02-23,148.92,PLN
2009-02-24,148.09,PLN
2009-02-25,146.70,PLN
2009-02-26,150.61,PLN
2009-02-27,149.03,PLN
2009-03-02,149.03,PLN
2009-03-03,148.90,PLN
2009-03-04,153.34,PLN
2009-03-05,152.04,PLN
2009-03-06,154.82,PLN
2009-03-09,153.86,PLN
2009-03-10,156.38,PLN
2009-03-11,156.58,PLN
2009-03-12,156.03,PLN
2009-03-13,156.13,PLN
2009-03-16,157.54,PLN
2009-03-17,155.97,PLN
2009-03-18,154.10,PLN
2009-03-19,156.33,PLN
2009-03-20,157.82,PLN
2009-03-23,161.74,PLN
2009-03-24,161.77,PLN
2009-03-25,167.44,PLN
2009-03-26,166.66,PLN
2009-03-27,163.04,PLN
2009-03-30,158.22,PLN
2009-03-31,158.13,PLN
2009-04-01,158.87,PLN
2009-04-02,167.01,PLN
2009-04-03,169.97,PLN
2009-04-06,171.47,PLN
2009-04-07,170.78,PLN
2009-04-08,177.82,PLN
2009-04-09,182.07,PLN
2009-04-14,181.91,PLN
2009-04-15,181.81,PLN
2009-04-16,181.78,PLN
2009-04-17,177.93,PLN
2009-04-20,174.23,PLN
2009-04-21,174.14,PLN
2009-04-22,177.60,PLN
2009-04-23,178.94,PLN
2009-04-24,182.88,PLN
2009-04-27,181.02,PLN
2009-04-28,177.39,PLN
2009-04-29,182.90,PLN
2009-04-30,186.86,PLN
2009-05-04,193.20,PLN
2009-05-05,192.40,PLN
2009-05-06,193.80,PLN
2009-05-07,193.00,PLN
2009-05-08,192.57,PLN
2009-05-11,190.52,PLN
2009-05-12,195.08,PLN
2009-05-13,191.00,PLN
2009-05-14,189.67,PLN
2009-05-15,191.33,PLN
2009-05-18,194.44,PLN
2009-05-19,197.26,PLN
2009-05-20,198.49,PLN
2009-05-21,194.62,PLN
2009-05-22,192.96,PLN
2009-05-25,191.97,PLN
2009-05-26,191.71,PLN
2009-05-27,194.99,PLN
2009-05-28,193.26,PLN
2009-05-29,192.39,PLN
2009-06-01,200.95,PLN
2009-06-02,203.99,PLN
2009-06-03,202.15,PLN
2009-06-04,204.22,PLN
2009-06-05,204.08,PLN
2009-06-08,200.78,PLN
2009-06-09,203.91,PLN
2009-06-10,207.52,PLN
2009-06-12,209.74,PLN
2009-06-15,207.08,PLN
2009-06-16,206.54,PLN
2009-06-17,202.64,PLN
2009-06-18,202.40,PLN
2009-06-19,205.37,PLN
2009-06-22,195.75,PLN
2009-06-23,195.51,PLN
2009-06-24,197.61,PLN
2009-06-25,197.55,PLN
2009-06-26,198.67,PLN
2009-06-29,200.31,PLN
2009-06-30,199.83,PLN
2009-07-01,200.72,PLN
2009-07-02,197.80,PLN
2009-07-03,196.70,PLN
2009-07-06,194.69,PLN
2009-07-07,194.39,PLN
2009-07-08,193.54,PLN
2009-07-09,194.61,PLN
2009-07-10,192.92,PLN
2009-07-13,194.39,PLN
2009-07-14,201.73,PLN
2009-07-15,205.09,PLN
2009-07-16,205.38,PLN
2009-07-17,204.48,PLN
2009-07-20,212.07,PLN
2009-07-21,214.53,PLN
2009-07-22,212.38,PLN
2009-07-23,215.90,PLN
2009-07-24,218.38,PLN
2009-07-27,219.10,PLN
2009-07-28,216.25,PLN
2009-07-29,217.18,PLN
2009-07-30,224.41,PLN
2009-07-31,224.86,PLN
2009-08-03,226.83,PLN
2009-08-04,224.55,PLN
2009-08-05,220.38,PLN
2009-08-06,221.51,PLN
2009-08-07,224.15,PLN
2009-08-10,226.65,PLN
2009-08-11,223.44,PLN
2009-08-12,223.05,PLN
2009-08-13,227.07,PLN
2009-08-14,225.26,PLN
2009-08-17,219.86,PLN
2009-08-18,221.75,PLN
2009-08-19,223.01,PLN
2009-08-20,228.56,PLN
2009-08-21,234.50,PLN
2009-08-24,239.82,PLN
2009-08-25,242.23,PLN
2009-08-26,236.86,PLN
2009-08-27,234.97,PLN
2009-08-28,237.45,PLN
2009-08-31,236.23,PLN
2009-09-01,232.93,PLN
2009-09-02,224.89,PLN
2009-09-03,226.15,PLN
2009-09-04,227.44,PLN
2009-09-07,233.93,PLN
2009-09-08,232.74,PLN
2009-09-09,234.00,PLN
2009-09-10,231.26,PLN
2009-09-11,228.83,PLN
2009-09-14,224.60,PLN
2009-09-15,224.74,PLN
2009-09-16,228.96,PLN
2009-09-17,230.48,PLN
2009-09-18,229.50,PLN
2009-09-21,228.34,PLN
2009-09-22,236.56,PLN
2009-09-23,237.86,PLN
2009-09-24,237.39,PLN
2009-09-25,236.40,PLN
2009-09-28,237.26,PLN
2009-09-29,233.47,PLN
2009-09-30,232.94,PLN
2009-10-01,236.64,PLN
2009-10-02,230.56,PLN
2009-10-05,230.74,PLN
2009-10-06,235.30,PLN
2009-10-07,232.48,PLN
2009-10-08,234.15,PLN
2009-10-09,234.92,PLN
2009-10-12,236.76,PLN
2009-10-13,235.24,PLN
2009-10-14,240.23,PLN
2009-10-15,237.95,PLN
2009-10-16,236.92,PLN
2009-10-19,240.08,PLN
2009-10-20,242.14,PLN
2009-10-21,243.31,PLN
2009-10-22,243.36,PLN
2009-10-23,245.96,PLN
2009-10-26,243.42,PLN
2009-10-27,239.53,PLN
2009-10-28,235.13,PLN
2009-10-29,237.50,PLN
2009-10-30,235.08,PLN
2009-11-02,234.28,PLN
2009-11-03,229.54,PLN
2009-11-04,233.76,PLN
2009-11-05,237.10,PLN
2009-11-06,235.55,PLN
2009-11-09,241.48,PLN
2009-11-10,242.28,PLN
2009-11-12,243.42,PLN
2009-11-13,241.11,PLN
2009-11-16,246.54,PLN
2009-11-17,245.43,PLN
2009-11-18,241.34,PLN
2009-11-19,237.56,PLN
2009-11-20,239.23,PLN
2009-11-23,243.40,PLN
2009-11-24,240.26,PLN
2009-11-25,239.60,PLN
2009-11-26,236.16,PLN
2009-11-27,235.27,PLN
2009-11-30,238.30,PLN
2009-12-01,240.35,PLN
2009-12-02,241.26,PLN
2009-12-03,241.82,PLN
2009-12-04,245.21,PLN
2009-12-07,243.75,PLN
2009-12-08,239.48,PLN
2009-12-09,235.73,PLN
2009-12-10,235.97,PLN
2009-12-11,236.79,PLN
2009-12-14,238.85,PLN
2009-12-15,238.67,PLN
2009-12-16,240.68,PLN
2009-12-17,238.26,PLN
2009-12-18,236.68,PLN
2009-12-21,237.49,PLN
2009-12-22,239.50,PLN
2009-12-23,239.54,PLN
2009-12-28,241.45,PLN
2009-12-29,242.95,PLN
2009-12-30,240.98,PLN
2009-12-31,240.78,PLN
2010-01-04,244.82,PLN
2010-01-05,247.57,PLN
2010-01-06,248.46,PLN
2010-01-07,246.85,PLN
2010-01-08,247.46,PLN
2010-01-11,249.63,PLN
2010-01-12,246.69,PLN
2010-01-13,246.99,PLN
2010-01-14,246.74,PLN
2010-01-15,245.52,PLN
2010-01-18,247.37,PLN
2010-01-19,249.13,PLN
2010-01-20,249.35,PLN
2010-01-21,247.69,PLN
2010-01-22,242.80,PLN
2010-01-25,242.89,PLN
2010-01-26,239.97,PLN
2010-01-27,238.65,PLN
2010-01-28,238.44,PLN
2010-01-29,240.15,PLN
2010-02-01,238.33,PLN
2010-02-02,239.73,PLN
2010-02-03,240.89,PLN
2010-02-04,232.43,PLN
2010-02-05,225.52,PLN
2010-02-08,223.89,PLN
2010-02-09,226.46,PLN
2010-02-10,227.90,PLN
2010-02-11,224.94,PLN
2010-02-12,227.27,PLN
2010-02-15,230.66,PLN
2010-02-16,229.57,PLN
2010-02-17,232.60,PLN
2010-02-18,230.43,PLN
2010-02-19,231.15,PLN
2010-02-22,232.57,PLN
2010-02-23,229.90,PLN
2010-02-24,229.47,PLN
2010-02-25,226.41,PLN
2010-02-26,231.17,PLN
2010-03-01,232.74,PLN
2010-03-02,237.49,PLN
2010-03-03,237.87,PLN
2010-03-04,238.46,PLN
2010-03-05,241.60,PLN
2010-03-08,242.75,PLN
2010-03-09,242.53,PLN
2010-03-10,244.83,PLN
2010-03-11,245.04,PLN
2010-03-12,246.02,PLN
2010-03-15,244.85,PLN
2010-03-16,248.79,PLN
2010-03-17,250.20,PLN
2010-03-18,248.89,PLN
2010-03-19,248.75,PLN
2010-03-22,248.59,PLN
2010-03-23,250.60,PLN
2010-03-24,250.50,PLN
2010-03-25,255.19,PLN
2010-03-26,255.70,PLN
2010-03-29,255.07,PLN
2010-03-30,256.00,PLN
2010-03-31,255.56,PLN
2010-04-01,260.06,PLN
2010-04-06,261.79,PLN
2010-04-07,259.53,PLN
2010-04-08,255.68,PLN
2010-04-09,259.05,PLN
2010-04-12,260.66,PLN
2010-04-13,261.58,PLN
2010-04-14,263.99,PLN
2010-04-15,264.23,PLN
2010-04-16,262.95,PLN
2010-04-19,257.16,PLN
2010-04-20,260.68,PLN
2010-04-21,258.97,PLN
2010-04-22,253.88,PLN
2010-04-23,256.46,PLN
2010-04-26,261.62,PLN
2010-04-27,258.80,PLN
2010-04-28,254.50,PLN
2010-04-29,258.38,PLN
2010-04-30,260.19,PLN
2010-05-04,252.24,PLN
2010-05-05,247.61,PLN
2010-05-06,245.77,PLN
2010-05-07,239.27,PLN
2010-05-10,250.70,PLN
2010-05-11,248.35,PLN
2010-05-12,252.12,PLN
2010-05-13,252.17,PLN
2010-05-14,247.26,PLN
2010-05-17,248.49,PLN
2010-05-18,250.57,PLN
2010-05-19,244.02,PLN
2010-05-20,236.94,PLN
2010-05-21,238.17,PLN
2010-05-24,240.60,PLN
2010-05-25,235.35,PLN
2010-05-26,243.58,PLN
2010-05-27,246.51,PLN
2010-05-28,249.27,PLN
2010-05-31,250.32,PLN
2010-06-01,246.77,PLN
2010-06-02,247.36,PLN
2010-06-04,243.09,PLN
2010-06-07,240.61,PLN
2010-06-08,239.70,PLN
2010-06-09,240.95,PLN
2010-06-10,243.71,PLN
2010-06-11,243.37,PLN
2010-06-14,245.99,PLN
2010-06-15,246.28,PLN
2010-06-16,246.17,PLN
2010-06-17,244.14,PLN
2010-06-18,243.69,PLN
2010-06-21,246.11,PLN
2010-06-22,244.91,PLN
2010-06-23,241.24,PLN
2010-06-24,240.20,PLN
2010-06-25,240.61,PLN
2010-06-28,240.87,PLN
2010-06-29,235.68,PLN
2010-06-30,234.81,PLN
2010-07-01,234.49,PLN
2010-07-02,236.94,PLN
2010-07-05,236.04,PLN
2010-07-06,239.78,PLN
2010-07-07,239.59,PLN
2010-07-08,240.31,PLN
2010-07-09,240.38,PLN
2010-07-12,242.27,PLN
2010-07-13,244.54,PLN
2010-07-14,245.72,PLN
2010-07-15,246.12,PLN
2010-07-16,244.68,PLN
2010-07-19,244.29,PLN
2010-07-20,242.51,PLN
2010-07-21,247.00,PLN
2010-07-22,250.40,PLN
2010-07-23,251.01,PLN
2010-07-26,253.48,PLN
2010-07-27,253.31,PLN
2010-07-28,252.06,PLN
2010-07-29,253.22,PLN
2010-07-30,252.25,PLN
2010-08-02,258.13,PLN
2010-08-03,258.18,PLN
2010-08-04,259.23,PLN
2010-08-05,257.92,PLN
2010-08-06,257.74,PLN
2010-08-09,256.35,PLN
2010-08-10,253.14,PLN
2010-08-11,249.85,PLN
2010-08-12,250.95,PLN
2010-08-13,249.69,PLN
2010-08-16,252.04,PLN
2010-08-17,253.32,PLN
2010-08-18,252.34,PLN
2010-08-19,251.16,PLN
2010-08-20,249.55,PLN
2010-08-23,251.77,PLN
2010-08-24,246.66,PLN
2010-08-25,244.59,PLN
2010-08-26,245.67,PLN
2010-08-27,247.85,PLN
2010-08-30,247.31,PLN
2010-08-31,248.72,PLN
2010-09-01,250.57,PLN
2010-09-02,252.14,PLN
2010-09-03,253.94,PLN
2010-09-06,255.07,PLN
2010-09-07,253.95,PLN
2010-09-08,257.71,PLN
2010-09-09,258.23,PLN
2010-09-10,257.52,PLN
2010-09-13,261.35,PLN
2010-09-14,260.33,PLN
2010-09-15,260.44,PLN
2010-09-16,259.66,PLN
2010-09-17,259.30,PLN
2010-09-20,260.13,PLN
2010-09-21,263.07,PLN
2010-09-22,262.55,PLN
2010-09-23,261.26,PLN
2010-09-24,264.71,PLN
2010-09-27,263.98,PLN
2010-09-28,261.71,PLN
2010-09-29,262.72,PLN
2010-09-30,264.61,PLN
2010-10-01,264.58,PLN
2010-10-04,266.35,PLN
2010-10-05,268.84,PLN
2010-10-06,269.19,PLN
2010-10-07,266.62,PLN
2010-10-08,265.32,PLN
2010-10-11,266.59,PLN
2010-10-12,267.09,PLN
2010-10-13,271.79,PLN
2010-10-14,270.53,PLN
2010-10-15,268.91,PLN
2010-10-18,269.71,PLN
2010-10-19,266.31,PLN
2010-10-20,266.93,PLN
2010-10-21,269.58,PLN
2010-10-22,268.79,PLN
2010-10-25,269.93,PLN
2010-10-26,269.08,PLN
2010-10-27,270.56,PLN
2010-10-28,270.55,PLN
2010-10-29,271.93,PLN
2010-11-02,273.81,PLN
2010-11-03,273.25,PLN
2010-11-04,277.64,PLN
2010-11-05,278.68,PLN
2010-11-08,278.90,PLN
2010-11-09,282.65,PLN
2010-11-10,279.04,PLN
2010-11-12,280.38,PLN
2010-11-15,278.88,PLN
2010-11-16,274.74,PLN
2010-11-17,273.39,PLN
2010-11-18,274.28,PLN
2010-11-19,271.33,PLN
2010-11-22,270.04,PLN
2010-11-23,268.68,PLN
2010-11-24,270.77,PLN
2010-11-25,271.14,PLN
2010-11-26,269.15,PLN
2010-11-29,266.62,PLN
2010-11-30,267.82,PLN
2010-12-01,272.93,PLN
2010-12-02,275.04,PLN
2010-12-03,276.67,PLN
2010-12-06,279.09,PLN
2010-12-07,280.49,PLN
2010-12-08,281.32,PLN
2010-12-09,280.95,PLN
2010-12-10,281.33,PLN
2010-12-13,282.13,PLN
2010-12-14,281.46,PLN
2010-12-15,282.98,PLN
2010-12-16,280.81,PLN
2010-12-17,281.47,PLN
2010-12-20,280.18,PLN
2010-12-21,282.40,PLN
2010-12-22,282.32,PLN
2010-12-23,282.02,PLN
2010-12-27,281.03,PLN
2010-12-28,280.41,PLN
2010-12-29,283.62,PLN
2010-12-30,281.98,PLN
2010-12-31,280.55,PLN
2011-01-03,283.14,PLN
2011-01-04,281.58,PLN
2011-01-05,277.88,PLN
2011-01-07,276.16,PLN
2011-01-10,274.32,PLN
2011-01-11,276.20,PLN
2011-01-12,280.97,PLN
2011-01-13,281.59,PLN
2011-01-14,281.25,PLN
2011-01-17,282.39,PLN
2011-01-18,287.65,PLN
2011-01-19,284.82,PLN
2011-01-20,282.17,PLN
2011-01-21,283.30,PLN
2011-01-24,281.32,PLN
2011-01-25,279.65,PLN
2011-01-26,281.28,PLN
2011-01-27,282.31,PLN
2011-01-28,280.35,PLN
2011-01-31,279.58,PLN
2011-02-01,282.53,PLN
2011-02-02,282.26,PLN
2011-02-03,282.48,PLN
2011-02-04,283.35,PLN
2011-02-07,284.13,PLN
2011-02-08,283.96,PLN
2011-02-09,283.36,PLN
2011-02-10,279.71,PLN
2011-02-11,281.55,PLN
2011-02-14,281.25,PLN
2011-02-15,280.50,PLN
2011-02-16,279.44,PLN
2011-02-17,275.57,PLN
2011-02-18,277.24,PLN
2011-02-21,276.67,PLN
2011-02-22,275.29,PLN
2011-02-23,276.71,PLN
2011-02-24,275.14,PLN
2011-02-25,277.49,PLN
2011-02-28,280.88,PLN
2011-03-01,279.60,PLN
2011-03-02,280.50,PLN
2011-03-03,285.26,PLN
2011-03-04,287.13,PLN
2011-03-07,287.26,PLN
2011-03-08,287.06,PLN
2011-03-09,285.72,PLN
2011-03-10,283.80,PLN
2011-03-11,282.38,PLN
2011-03-14,282.26,PLN
2011-03-15,279.94,PLN
2011-03-16,279.25,PLN
2011-03-17,283.20,PLN
2011-03-18,285.34,PLN
2011-03-21,286.94,PLN
2011-03-22,284.65,PLN
2011-03-23,284.53,PLN
2011-03-24,286.18,PLN
2011-03-25,288.22,PLN
2011-03-28,289.21,PLN
2011-03-29,287.95,PLN
2011-03-30,287.83,PLN
2011-03-31,289.06,PLN
2011-04-01,293.97,PLN
2011-04-04,294.61,PLN
2011-04-05,295.05,PLN
2011-04-06,298.73,PLN
2011-04-07,299.28,PLN
2011-04-08,297.14,PLN
2011-04-11,296.51,PLN
2011-04-12,294.79,PLN
2011-04-13,297.34,PLN
2011-04-14,295.83,PLN
2011-04-15,296.82,PLN
2011-04-18,291.59,PLN
2011-04-19,293.87,PLN
2011-04-20,297.17,PLN
2011-04-21,296.27,PLN
2011-04-26,296.81,PLN
2011-04-27,295.68,PLN
2011-04-28,296.35,PLN
2011-04-29,295.63,PLN
2011-05-02,296.75,PLN
2011-05-04,293.38,PLN
2011-05-05,291.53,PLN
2011-05-06,291.89,PLN
2011-05-09,289.24,PLN
2011-05-10,291.72,PLN
2011-05-11,290.17,PLN
2011-05-12,287.84,PLN
2011-05-13,287.99,PLN
2011-05-16,288.73,PLN
2011-05-17,285.37,PLN
2011-05-18,286.85,PLN
2011-05-19,288.36,PLN
2011-05-20,288.95,PLN
2011-05-23,286.74,PLN
2011-05-24,288.67,PLN
2011-05-25,289.90,PLN
2011-05-26,290.03,PLN
2011-05-27,291.44,PLN
2011-05-30,292.06,PLN
2011-05-31,294.54,PLN
2011-06-01,293.59,PLN
2011-06-02,292.75,PLN
2011-06-03,291.09,PLN
2011-06-06,290.13,PLN
2011-06-07,292.10,PLN
2011-06-08,290.55,PLN
2011-06-09,289.39,PLN
2011-06-10,287.73,PLN
2011-06-13,288.07,PLN
2011-06-14,289.57,PLN
2011-06-15,287.93,PLN
2011-06-16,287.68,PLN
2011-06-17,289.10,PLN
2011-06-20,286.46,PLN
2011-06-21,286.18,PLN
2011-06-22,284.17,PLN
2011-06-24,283.92,PLN
2011-06-27,281.49,PLN
2011-06-28,281.36,PLN
2011-06-29,284.03,PLN
2011-06-30,284.69,PLN
2011-07-01,285.36,PLN
2011-07-04,284.86,PLN
2011-07-05,285.28,PLN
2011-07-06,283.23,PLN
2011-07-07,287.95,PLN
2011-07-08,286.08,PLN
2011-07-11,281.49,PLN
2011-07-12,280.47,PLN
2011-07-13,282.46,PLN
2011-07-14,280.28,PLN
2011-07-15,280.25,PLN
2011-07-18,274.40,PLN
2011-07-19,273.51,PLN
2011-07-20,274.42,PLN
2011-07-21,276.73,PLN
2011-07-22,278.25,PLN
2011-07-25,276.90,PLN
2011-07-26,276.52,PLN
2011-07-27,273.94,PLN
2011-07-28,275.53,PLN
2011-07-29,276.54,PLN
2011-08-01,274.68,PLN
2011-08-02,271.37,PLN
2011-08-03,261.05,PLN
2011-08-04,250.90,PLN
2011-08-05,244.99,PLN
2011-08-08,234.30,PLN
2011-08-09,225.29,PLN
2011-08-10,216.68,PLN
2011-08-11,226.08,PLN
2011-08-12,232.57,PLN
2011-08-16,237.86,PLN
2011-08-17,239.55,PLN
2011-08-18,225.50,PLN
2011-08-19,225.14,PLN
2011-08-22,229.53,PLN
2011-08-23,230.53,PLN
2011-08-24,229.87,PLN
2011-08-25,229.66,PLN
2011-08-26,230.09,PLN
2011-08-29,234.92,PLN
2011-08-30,238.15,PLN
2011-08-31,243.57,PLN
2011-09-01,239.51,PLN
2011-09-02,233.24,PLN
2011-09-05,223.70,PLN
2011-09-06,224.76,PLN
2011-09-07,232.28,PLN
2011-09-08,232.29,PLN
2011-09-09,222.88,PLN
2011-09-12,214.78,PLN
2011-09-13,216.89,PLN
2011-09-14,217.55,PLN
2011-09-15,223.60,PLN
2011-09-16,224.79,PLN
2011-09-19,221.30,PLN
2011-09-20,224.67,PLN
2011-09-21,224.75,PLN
2011-09-22,211.64,PLN
2011-09-23,209.96,PLN
2011-09-26,211.22,PLN
2011-09-27,217.79,PLN
2011-09-28,217.88,PLN
2011-09-29,219.63,PLN
2011-09-30,219.94,PLN
2011-10-03,215.49,PLN
2011-10-04,210.62,PLN
2011-10-05,214.67,PLN
2011-10-06,216.94,PLN
2011-10-07,217.99,PLN
2011-10-10,223.60,PLN
2011-10-11,223.67,PLN
2011-10-12,228.39,PLN
2011-10-13,225.60,PLN
2011-10-14,228.16,PLN
2011-10-17,227.46,PLN
2011-10-18,227.17,PLN
2011-10-19,227.44,PLN
2011-10-20,221.40,PLN
2011-10-21,227.22,PLN
2011-10-24,231.99,PLN
2011-10-25,229.67,PLN
2011-10-26,228.98,PLN
2011-10-27,234.91,PLN
2011-10-28,234.57,PLN
2011-10-31,232.34,PLN
2011-11-02,229.21,PLN
2011-11-03,231.97,PLN
2011-11-04,230.22,PLN
2011-11-07,230.92,PLN
2011-11-08,231.77,PLN
2011-11-09,226.12,PLN
2011-11-10,223.94,PLN
2011-11-14,225.96,PLN
2011-11-15,224.88,PLN
2011-11-16,226.49,PLN
2011-11-17,223.54,PLN
2011-11-18,219.56,PLN
2011-11-21,214.11,PLN
2011-11-22,213.94,PLN
2011-11-23,210.41,PLN
2011-11-24,210.43,PLN
2011-11-25,210.66,PLN
2011-11-28,214.52,PLN
2011-11-29,212.71,PLN
2011-11-30,220.95,PLN
2011-12-01,219.38,PLN
2011-12-02,219.11,PLN
2011-12-05,222.00,PLN
2011-12-06,217.72,PLN
2011-12-07,218.55,PLN
2011-12-08,215.76,PLN
2011-12-09,216.79,PLN
2011-12-12,212.68,PLN
2011-12-13,213.15,PLN
2011-12-14,211.57,PLN
2011-12-15,210.31,PLN
2011-12-16,206.88,PLN
2011-12-19,205.09,PLN
2011-12-20,207.21,PLN
2011-12-21,209.16,PLN
2011-12-22,208.41,PLN
2011-12-23,209.98,PLN
2011-12-27,209.90,PLN
2011-12-28,208.31,PLN
2011-12-29,209.61,PLN
2011-12-30,208.46,PLN
2012-01-02,212.15,PLN
2012-01-03,212.80,PLN
2012-01-04,210.62,PLN
2012-01-05,208.24,PLN
2012-01-09,206.37,PLN
2012-01-10,207.82,PLN
2012-01-11,206.96,PLN
2012-01-12,209.61,PLN
2012-01-13,209.32,PLN
2012-01-16,210.53,PLN
2012-01-17,213.03,PLN
2012-01-18,214.76,PLN
2012-01-19,216.48,PLN
2012-01-20,218.06,PLN
2012-01-23,218.76,PLN
2012-01-24,218.64,PLN
2012-01-25,218.19,PLN
2012-01-26,222.55,PLN
2012-01-27,222.77,PLN
2012-01-30,223.49,PLN
2012-01-31,225.02,PLN
2012-02-01,227.61,PLN
2012-02-02,228.90,PLN
2012-02-03,229.87,PLN
2012-02-06,232.06,PLN
2012-02-07,231.38,PLN
2012-02-08,232.31,PLN
2012-02-09,230.86,PLN
2012-02-10,227.86,PLN
2012-02-13,229.78,PLN
2012-02-14,229.17,PLN
2012-02-15,230.32,PLN
2012-02-16,229.24,PLN
2012-02-17,233.81,PLN
2012-02-20,233.52,PLN
2012-02-21,233.16,PLN
2012-02-22,231.12,PLN
2012-02-23,228.91,PLN
2012-02-24,230.60,PLN
2012-02-27,230.03,PLN
2012-02-28,230.58,PLN
2012-02-29,230.31,PLN
2012-03-01,230.51,PLN
2012-03-02,230.82,PLN
2012-03-05,227.85,PLN
2012-03-06,224.43,PLN
2012-03-07,225.95,PLN
2012-03-08,228.99,PLN
2012-03-09,228.77,PLN
2012-03-12,229.41,PLN
2012-03-13,230.73,PLN
2012-03-14,233.88,PLN
2012-03-15,234.54,PLN
2012-03-16,234.50,PLN
2012-03-19,233.05,PLN
2012-03-20,231.30,PLN
2012-03-21,231.00,PLN
2012-03-22,227.66,PLN
2012-03-23,229.36,PLN
2012-03-26,231.03,PLN
2012-03-27,232.07,PLN
2012-03-28,230.40,PLN
2012-03-29,226.99,PLN
2012-03-30,227.99,PLN
2012-04-02,229.73,PLN
2012-04-03,229.34,PLN
2012-04-04,225.99,PLN
2012-04-05,226.22,PLN
2012-04-10,223.22,PLN
2012-04-11,224.64,PLN
2012-04-12,226.93,PLN
2012-04-13,225.08,PLN
2012-04-16,225.09,PLN
2012-04-17,226.72,PLN
2012-04-18,224.91,PLN
2012-04-19,223.76,PLN
2012-04-20,222.41,PLN
2012-04-23,216.54,PLN
2012-04-24,218.00,PLN
2012-04-25,219.13,PLN
2012-04-26,221.24,PLN
2012-04-27,223.61,PLN
2012-04-30,224.21,PLN
2012-05-02,223.30,PLN
2012-05-04,221.91,PLN
2012-05-07,221.72,PLN
2012-05-08,218.48,PLN
2012-05-09,217.04,PLN
2012-05-10,218.47,PLN
2012-05-11,217.66,PLN
2012-05-14,213.27,PLN
2012-05-15,211.36,PLN
2012-05-16,211.01,PLN
2012-05-17,206.51,PLN
2012-05-18,206.66,PLN
2012-05-21,208.96,PLN
2012-05-22,210.49,PLN
2012-05-23,205.53,PLN
2012-05-24,205.00,PLN
2012-05-25,205.55,PLN
2012-05-28,206.81,PLN
2012-05-29,209.46,PLN
2012-05-30,207.90,PLN
2012-05-31,209.64,PLN
2012-06-01,206.80,PLN
2012-06-04,206.72,PLN
2012-06-05,203.56,PLN
2012-06-06,207.98,PLN
2012-06-08,211.87,PLN
2012-06-11,213.52,PLN
2012-06-12,217.39,PLN
2012-06-13,217.67,PLN
2012-06-14,217.50,PLN
2012-06-15,219.55,PLN
2012-06-18,219.31,PLN
2012-06-19,223.99,PLN
2012-06-20,223.31,PLN
2012-06-21,221.72,PLN
2012-06-22,220.86,PLN
2012-06-25,218.64,PLN
2012-06-26,221.46,PLN
2012-06-27,223.51,PLN
2012-06-28,220.84,PLN
2012-06-29,224.28,PLN
2012-07-02,223.42,PLN
2012-07-03,224.49,PLN
2012-07-04,224.50,PLN
2012-07-05,225.84,PLN
2012-07-06,225.11,PLN
2012-07-09,223.10,PLN
2012-07-10,223.16,PLN
2012-07-11,221.80,PLN
2012-07-12,220.90,PLN
2012-07-13,222.78,PLN
2012-07-16,222.90,PLN
2012-07-17,223.67,PLN
2012-07-18,223.57,PLN
2012-07-19,224.05,PLN
2012-07-20,221.69,PLN
2012-07-23,216.20,PLN
2012-07-24,217.20,PLN
2012-07-25,217.31,PLN
2012-07-26,217.95,PLN
2012-07-27,221.64,PLN
2012-07-30,223.28,PLN
2012-07-31,222.56,PLN
2012-08-01,222.56,PLN
2012-08-02,220.63,PLN
2012-08-03,224.58,PLN
2012-08-06,226.86,PLN
2012-08-07,226.82,PLN
2012-08-08,226.50,PLN
2012-08-09,229.95,PLN
2012-08-10,229.25,PLN
2012-08-13,229.11,PLN
2012-08-14,229.65,PLN
2012-08-16,231.81,PLN
2012-08-17,229.45,PLN
2012-08-20,228.23,PLN
2012-08-21,229.88,PLN
2012-08-22,228.77,PLN
2012-08-23,228.52,PLN
2012-08-24,228.89,PLN
2012-08-27,228.27,PLN
2012-08-28,227.71,PLN
2012-08-29,226.97,PLN
2012-08-30,226.05,PLN
2012-08-31,228.73,PLN
2012-09-03,229.38,PLN
2012-09-04,228.29,PLN
2012-09-05,229.62,PLN
2012-09-06,231.69,PLN
2012-09-07,234.36,PLN
