Data,Wartość dla NN (L) Europejski Spółek Dywidendowych (A),Waluta
2017-04-20,161.90,PLN
2017-04-21,161.75,PLN
2017-04-24,165.41,PLN
2017-04-25,165.63,PLN
2017-04-26,166.04,PLN
2017-04-27,165.59,PLN
2017-04-28,165.59,PLN
2017-05-02,166.68,PLN
2017-05-04,168.07,PLN
2017-05-05,169.36,PLN
2017-05-08,169.42,PLN
2017-05-09,170.12,PLN
2017-05-10,170.82,PLN
2017-05-11,169.89,PLN
2017-05-12,170.79,PLN
2017-05-15,170.97,PLN
2017-05-16,171.01,PLN
2017-05-17,169.43,PLN
2017-05-18,168.91,PLN
2017-05-19,169.84,PLN
2017-05-22,170.50,PLN
2017-05-23,170.68,PLN
2017-05-24,170.37,PLN
2017-05-25,169.98,PLN
2017-05-26,169.65,PLN
2017-05-29,169.86,PLN
2017-05-30,169.67,PLN
2017-05-31,169.52,PLN
2017-06-01,170.07,PLN
2017-06-02,169.99,PLN
2017-06-05,169.70,PLN
2017-06-06,168.37,PLN
2017-06-07,168.36,PLN
2017-06-08,168.78,PLN
2017-06-09,169.21,PLN
2017-06-12,168.35,PLN
2017-06-13,169.00,PLN
2017-06-14,168.56,PLN
2017-06-16,167.90,PLN
2017-06-19,168.95,PLN
2017-06-20,167.60,PLN
2017-06-21,167.47,PLN
2017-06-22,167.57,PLN
2017-06-23,167.64,PLN
2017-06-26,168.09,PLN
2017-06-27,167.24,PLN
2017-06-28,167.61,PLN
2017-06-29,166.16,PLN
2017-06-30,165.56,PLN
2017-07-03,167.26,PLN
2017-07-04,166.76,PLN
2017-07-05,167.09,PLN
2017-07-06,166.19,PLN
2017-07-07,165.47,PLN
2017-07-10,166.33,PLN
2017-07-11,165.42,PLN
2017-07-12,167.55,PLN
2017-07-13,168.37,PLN
2017-07-14,168.37,PLN
2017-07-17,168.32,PLN
2017-07-18,166.66,PLN
2017-07-19,167.97,PLN
2017-07-20,167.35,PLN
2017-07-21,165.72,PLN
2017-07-24,165.57,PLN
2017-07-25,166.43,PLN
2017-07-26,167.01,PLN
2017-07-27,167.07,PLN
2017-07-28,165.64,PLN
2017-07-31,165.55,PLN
2017-08-01,166.54,PLN
2017-08-02,165.95,PLN
2017-08-03,165.93,PLN
2017-08-04,167.34,PLN
2017-08-07,167.16,PLN
2017-08-08,167.44,PLN
2017-08-09,166.06,PLN
2017-08-10,164.93,PLN
2017-08-11,163.02,PLN
2017-08-14,164.71,PLN
2017-08-16,165.93,PLN
2017-08-17,164.87,PLN
2017-08-18,163.87,PLN
2017-08-21,163.08,PLN
2017-08-22,164.31,PLN
2017-08-23,163.16,PLN
2017-08-24,163.61,PLN
2017-08-25,163.25,PLN
2017-08-28,162.49,PLN
2017-08-29,160.44,PLN
2017-08-30,161.60,PLN
2017-08-31,162.68,PLN
2017-09-01,163.76,PLN
2017-09-04,162.84,PLN
2017-09-05,162.40,PLN
2017-09-06,162.95,PLN
2017-09-07,163.01,PLN
2017-09-08,163.06,PLN
2017-09-11,164.53,PLN
2017-09-12,165.67,PLN
2017-09-13,165.79,PLN
2017-09-14,166.12,PLN
2017-09-15,165.79,PLN
2017-09-18,166.40,PLN
2017-09-19,166.54,PLN
2017-09-20,166.60,PLN
2017-09-21,167.59,PLN
2017-09-22,167.65,PLN
2017-09-25,167.71,PLN
2017-09-26,167.50,PLN
2017-09-27,168.40,PLN
2017-09-28,168.48,PLN
2017-09-29,169.45,PLN
2017-10-02,170.22,PLN
2017-10-03,170.25,PLN
2017-10-04,169.50,PLN
2017-10-05,170.01,PLN
2017-10-06,169.35,PLN
2017-10-09,169.42,PLN
2017-10-10,169.06,PLN
2017-10-11,169.36,PLN
2017-10-12,169.42,PLN
2017-10-13,169.90,PLN
2017-10-16,169.87,PLN
2017-10-17,169.52,PLN
2017-10-18,169.92,PLN
2017-10-19,169.33,PLN
2017-10-20,169.99,PLN
2017-10-23,170.15,PLN
2017-10-24,169.69,PLN
2017-10-25,167.89,PLN
2017-10-26,168.89,PLN
2017-10-27,169.51,PLN
2017-10-30,169.99,PLN
2017-10-31,170.46,PLN
2017-11-02,170.31,PLN
2017-11-03,170.43,PLN
2017-11-06,170.60,PLN
2017-11-07,169.93,PLN
2017-11-08,170.20,PLN
2017-11-09,168.92,PLN
2017-11-10,168.40,PLN
2017-11-13,167.25,PLN
2017-11-14,166.17,PLN
2017-11-15,165.63,PLN
2017-11-16,167.00,PLN
2017-11-17,166.26,PLN
2017-11-20,167.02,PLN
2017-11-21,167.33,PLN
2017-11-22,167.59,PLN
2017-11-23,167.61,PLN
2017-11-24,167.39,PLN
2017-11-27,166.82,PLN
2017-11-28,167.96,PLN
2017-11-29,168.94,PLN
2017-11-30,168.56,PLN
2017-12-01,167.29,PLN
2017-12-04,168.85,PLN
2017-12-05,168.55,PLN
2017-12-06,168.37,PLN
2017-12-07,168.88,PLN
2017-12-08,170.17,PLN
2017-12-11,170.16,PLN
2017-12-12,170.89,PLN
2017-12-13,169.91,PLN
2017-12-14,169.11,PLN
2017-12-15,168.95,PLN
2017-12-18,170.80,PLN
2017-12-19,170.47,PLN
2017-12-20,169.18,PLN
2017-12-21,170.06,PLN
2017-12-22,169.68,PLN
2017-12-27,169.58,PLN
2017-12-28,169.36,PLN
2017-12-29,169.22,PLN
2018-01-03,169.51,PLN
2018-01-04,171.31,PLN
2018-01-05,172.68,PLN
2018-01-08,173.08,PLN
2018-01-09,173.58,PLN
2018-01-10,173.17,PLN
2018-01-11,172.70,PLN
2018-01-12,173.43,PLN
2018-01-15,173.03,PLN
2018-01-16,173.30,PLN
2018-01-17,173.07,PLN
2018-01-18,173.34,PLN
2018-01-19,174.01,PLN
2018-01-22,175.10,PLN
2018-01-23,175.39,PLN
2018-01-24,174.41,PLN
2018-01-25,173.61,PLN
2018-01-26,174.11,PLN
2018-01-29,173.93,PLN
2018-01-30,172.32,PLN
2018-01-31,172.13,PLN
2018-02-01,171.33,PLN
2018-02-02,169.42,PLN
2018-02-05,166.95,PLN
2018-02-06,162.66,PLN
2018-02-07,165.29,PLN
2018-02-08,163.07,PLN
2018-02-09,160.47,PLN
2018-02-12,162.06,PLN
2018-02-13,161.07,PLN
2018-02-14,162.21,PLN
2018-02-15,163.19,PLN
2018-02-16,164.57,PLN
2018-02-19,163.33,PLN
2018-02-20,164.29,PLN
2018-02-21,164.39,PLN
2018-02-22,163.86,PLN
2018-02-23,164.42,PLN
2018-02-26,164.83,PLN
2018-02-27,164.75,PLN
2018-02-28,164.04,PLN
2018-03-01,162.60,PLN
2018-03-02,159.39,PLN
2018-03-05,160.66,PLN
2018-03-06,160.97,PLN
2018-03-07,161.48,PLN
2018-03-08,163.26,PLN
2018-03-09,163.78,PLN
2018-03-12,163.87,PLN
2018-03-13,162.30,PLN
2018-03-14,162.28,PLN
2018-03-15,163.09,PLN
2018-03-16,163.68,PLN
2018-03-19,162.13,PLN
2018-03-20,162.79,PLN
2018-03-21,162.30,PLN
2018-03-22,160.36,PLN
2018-03-23,159.38,PLN
2018-03-26,158.06,PLN
2018-03-27,160.11,PLN
2018-03-28,161.76,PLN
2018-03-29,162.11,PLN
2018-04-03,161.09,PLN
2018-04-04,161.03,PLN
2018-04-05,164.80,PLN
2018-04-06,164.50,PLN
2018-04-09,164.84,PLN
2018-04-10,165.63,PLN
2018-04-11,164.85,PLN
2018-04-12,165.98,PLN
2018-04-13,165.91,PLN
2018-04-16,165.82,PLN
2018-04-17,166.77,PLN
2018-04-18,167.54,PLN
2018-04-19,168.11,PLN
2018-04-20,168.11,PLN
2018-04-23,168.83,PLN
2018-04-24,168.75,PLN
2018-04-25,167.43,PLN
2018-04-26,168.86,PLN
2018-04-27,169.48,PLN
2018-04-30,169.72,PLN
2018-05-02,170.48,PLN
2018-05-04,170.17,PLN
2018-05-07,170.94,PLN
2018-05-08,170.89,PLN
2018-05-09,172.26,PLN
2018-05-10,171.97,PLN
2018-05-11,172.13,PLN
2018-05-14,171.93,PLN
2018-05-15,172.29,PLN
2018-05-16,172.13,PLN
2018-05-17,172.86,PLN
2018-05-18,172.53,PLN
2018-05-21,173.05,PLN
2018-05-22,173.27,PLN
2018-05-23,171.76,PLN
2018-05-24,170.93,PLN
2018-05-25,170.86,PLN
2018-05-28,170.58,PLN
2018-05-29,168.52,PLN
2018-05-30,169.29,PLN
2018-06-01,170.02,PLN
2018-06-04,170.26,PLN
2018-06-05,169.28,PLN
2018-06-06,169.20,PLN
2018-06-07,169.45,PLN
2018-06-08,168.91,PLN
2018-06-11,170.16,PLN
2018-06-12,169.91,PLN
2018-06-13,169.79,PLN
2018-06-14,171.59,PLN
2018-06-15,170.11,PLN
2018-06-18,168.80,PLN
2018-06-19,168.24,PLN
2018-06-20,168.76,PLN
2018-06-21,167.09,PLN
2018-06-22,168.88,PLN
2018-06-25,165.46,PLN
2018-06-26,165.64,PLN
2018-06-27,166.87,PLN
2018-06-28,165.76,PLN
2018-06-29,166.60,PLN
2018-07-02,165.54,PLN
2018-07-03,166.94,PLN
2018-07-04,167.53,PLN
2018-07-05,168.14,PLN
2018-07-06,168.31,PLN
2018-07-09,168.89,PLN
2018-07-10,169.58,PLN
2018-07-11,167.64,PLN
2018-07-12,168.67,PLN
2018-07-13,168.96,PLN
2018-07-16,168.55,PLN
2018-07-17,168.72,PLN
2018-07-18,169.25,PLN
2018-07-19,169.06,PLN
2018-07-20,169.05,PLN
2018-07-23,168.87,PLN
2018-07-24,170.32,PLN
2018-07-25,170.03,PLN
2018-07-26,171.49,PLN
2018-07-27,172.75,PLN
2018-07-30,172.56,PLN
2018-07-31,173.24,PLN
2018-08-01,172.43,PLN
2018-08-02,170.74,PLN
2018-08-03,171.56,PLN
2018-08-06,171.56,PLN
2018-08-07,172.53,PLN
2018-08-08,172.28,PLN
2018-08-09,172.44,PLN
2018-08-10,170.79,PLN
2018-08-13,170.44,PLN
2018-08-14,170.17,PLN
2018-08-16,169.13,PLN
2018-08-17,168.89,PLN
2018-08-20,169.67,PLN
2018-08-21,170.35,PLN
2018-08-22,170.57,PLN
2018-08-23,170.35,PLN
2018-08-24,170.60,PLN
2018-08-27,171.18,PLN
2018-08-28,170.74,PLN
2018-08-29,171.22,PLN
2018-08-30,170.71,PLN
2018-08-31,169.38,PLN
2018-09-03,169.59,PLN
2018-09-04,168.50,PLN
2018-09-05,167.30,PLN
2018-09-06,166.51,PLN
2018-09-07,166.60,PLN
2018-09-10,167.54,PLN
2018-09-11,167.52,PLN
2018-09-12,167.71,PLN
2018-09-13,167.50,PLN
2018-09-14,168.04,PLN
2018-09-17,168.55,PLN
2018-09-18,169.09,PLN
2018-09-19,169.55,PLN
2018-09-20,170.83,PLN
2018-09-21,171.73,PLN
2018-09-24,170.52,PLN
2018-09-25,171.22,PLN
2018-09-26,171.50,PLN
2018-09-27,171.75,PLN
2018-09-28,170.34,PLN
2018-10-01,170.40,PLN
2018-10-02,169.58,PLN
2018-10-03,170.24,PLN
2018-10-04,169.15,PLN
2018-10-05,167.80,PLN
2018-10-08,166.34,PLN
2018-10-09,166.65,PLN
2018-10-10,165.06,PLN
2018-10-11,161.17,PLN
2018-10-12,160.57,PLN
2018-10-15,161.00,PLN
2018-10-16,163.27,PLN
2018-10-17,162.43,PLN
2018-10-18,161.72,PLN
2018-10-19,161.43,PLN
2018-10-22,160.64,PLN
2018-10-23,158.53,PLN
2018-10-24,157.75,PLN
2018-10-25,158.26,PLN
2018-10-26,156.39,PLN
2018-10-29,157.78,PLN
2018-10-30,157.90,PLN
2018-10-31,159.91,PLN
2018-11-02,160.19,PLN
2018-11-05,160.09,PLN
2018-11-06,159.75,PLN
2018-11-07,161.36,PLN
2018-11-08,161.90,PLN
2018-11-09,161.59,PLN
2018-11-13,161.31,PLN
2018-11-14,160.85,PLN
2018-11-15,159.62,PLN
2018-11-16,159.15,PLN
2018-11-19,158.10,PLN
2018-11-20,156.95,PLN
2018-11-21,158.87,PLN
2018-11-22,157.54,PLN
2018-11-23,158.04,PLN
2018-11-26,160.25,PLN
2018-11-27,159.85,PLN
2018-11-28,159.65,PLN
2018-11-29,159.66,PLN
2018-11-30,159.41,PLN
2018-12-03,159.99,PLN
2018-12-04,158.65,PLN
2018-12-05,156.55,PLN
2018-12-06,151.62,PLN
2018-12-07,152.85,PLN
2018-12-10,150.01,PLN
2018-12-11,152.30,PLN
2018-12-12,154.33,PLN
2018-12-13,154.44,PLN
2018-12-14,153.20,PLN
2018-12-17,151.50,PLN
2018-12-18,150.60,PLN
2018-12-19,151.01,PLN
2018-12-20,148.60,PLN
2018-12-21,148.51,PLN
2018-12-27,145.28,PLN
2018-12-28,148.21,PLN
2019-01-02,148.62,PLN
2019-01-03,147.83,PLN
2019-01-04,151.74,PLN
2019-01-07,151.21,PLN
2019-01-08,152.29,PLN
2019-01-09,153.07,PLN
2019-01-10,153.52,PLN
2019-01-11,153.08,PLN
2019-01-14,152.69,PLN
2019-01-15,152.83,PLN
2019-01-16,153.78,PLN
2019-01-17,153.49,PLN
2019-01-18,156.68,PLN
2019-01-21,155.99,PLN
2019-01-22,155.37,PLN
2019-01-23,154.92,PLN
2019-01-24,155.26,PLN
2019-01-25,156.77,PLN
2019-01-28,155.31,PLN
2019-01-29,156.06,PLN
2019-01-30,156.80,PLN
2019-01-31,156.74,PLN
2019-02-01,157.10,PLN
2019-02-04,156.77,PLN
2019-02-05,159.22,PLN
2019-02-06,159.55,PLN
2019-02-07,156.93,PLN
2019-02-08,155.99,PLN
2019-02-11,157.37,PLN
2019-02-12,158.83,PLN
2019-02-13,159.75,PLN
2019-02-14,159.30,PLN
2019-02-15,161.93,PLN
2019-02-18,162.21,PLN
2019-02-19,162.39,PLN
2019-02-20,163.24,PLN
2019-02-21,162.37,PLN
2019-02-22,162.45,PLN
2019-02-25,163.26,PLN
2019-02-26,163.81,PLN
2019-02-27,163.65,PLN
2019-02-28,164.20,PLN
2019-03-01,164.63,PLN
2019-03-04,165.36,PLN
2019-03-05,165.49,PLN
2019-03-06,165.26,PLN
2019-03-07,163.76,PLN
2019-03-08,162.13,PLN
2019-03-11,163.65,PLN
2019-03-12,163.41,PLN
2019-03-13,165.06,PLN
2019-03-14,166.48,PLN
2019-03-15,167.30,PLN
2019-03-18,167.79,PLN
2019-03-19,168.50,PLN
2019-03-20,167.04,PLN
2019-03-21,166.90,PLN
2019-03-22,164.63,PLN
2019-03-25,163.64,PLN
2019-03-26,164.60,PLN
2019-03-27,165.09,PLN
2019-03-28,165.18,PLN
2019-03-29,165.82,PLN
2019-04-01,168.03,PLN
2019-04-02,168.86,PLN
2019-04-03,171.01,PLN
2019-04-04,170.72,PLN
2019-04-05,170.97,PLN
2019-04-08,170.63,PLN
2019-04-09,169.66,PLN
2019-04-10,169.86,PLN
2019-04-11,170.44,PLN
2019-04-12,170.79,PLN
2019-04-15,171.25,PLN
2019-04-16,171.85,PLN
2019-04-17,172.20,PLN
2019-04-18,172.44,PLN
2019-04-23,173.09,PLN
2019-04-24,172.91,PLN
2019-04-25,172.75,PLN
2019-04-26,172.82,PLN
2019-04-29,173.05,PLN
2019-04-30,173.26,PLN
2019-05-02,172.86,PLN
2019-05-06,171.45,PLN
2019-05-07,168.46,PLN
2019-05-08,168.71,PLN
2019-05-09,166.19,PLN
2019-05-10,166.53,PLN
2019-05-13,164.73,PLN
2019-05-14,166.65,PLN
2019-05-15,167.20,PLN
2019-05-16,169.64,PLN
2019-05-17,168.98,PLN
2019-05-20,167.47,PLN
2019-05-21,168.51,PLN
2019-05-22,168.35,PLN
2019-05-23,165.83,PLN
2019-05-24,166.98,PLN
2019-05-27,167.15,PLN
2019-05-28,166.39,PLN
2019-05-29,164.38,PLN
2019-05-30,164.94,PLN
2019-05-31,163.61,PLN
2019-06-03,163.90,PLN
2019-06-04,165.10,PLN
2019-06-05,165.24,PLN
2019-06-06,165.31,PLN
2019-06-07,166.81,PLN
2019-06-10,167.34,PLN
2019-06-11,168.26,PLN
2019-06-12,167.64,PLN
2019-06-13,168.21,PLN
2019-06-14,167.70,PLN
2019-06-17,167.65,PLN
2019-06-18,170.43,PLN
2019-06-19,170.81,PLN
2019-06-21,170.46,PLN
2019-06-24,169.98,PLN
2019-06-25,169.72,PLN
2019-06-26,168.96,PLN
2019-06-27,169.06,PLN
2019-06-28,170.17,PLN
2019-07-01,171.48,PLN
2019-07-02,171.96,PLN
2019-07-03,173.40,PLN
2019-07-04,174.05,PLN
2019-07-05,173.05,PLN
2019-07-08,172.71,PLN
2019-07-09,172.22,PLN
2019-07-10,172.01,PLN
2019-07-11,172.07,PLN
2019-07-12,172.03,PLN
2019-07-15,172.12,PLN
2019-07-16,172.96,PLN
2019-07-17,171.75,PLN
2019-07-18,170.98,PLN
2019-07-19,170.58,PLN
2019-07-22,170.71,PLN
2019-07-23,172.29,PLN
2019-07-24,172.42,PLN
2019-07-25,171.86,PLN
2019-07-26,172.10,PLN
2019-07-29,171.97,PLN
2019-07-30,169.43,PLN
2019-07-31,169.60,PLN
2019-08-01,169.16,PLN
2019-08-02,165.40,PLN
2019-08-05,161.98,PLN
2019-08-06,161.08,PLN
2019-08-07,161.03,PLN
2019-08-08,164.02,PLN
2019-08-09,162.57,PLN
2019-08-12,162.52,PLN
2019-08-13,163.56,PLN
2019-08-14,161.36,PLN
2019-08-16,162.79,PLN
2019-08-19,164.46,PLN
2019-08-20,163.21,PLN
2019-08-21,165.01,PLN
2019-08-22,164.21,PLN
2019-08-23,163.03,PLN
2019-08-26,163.22,PLN
2019-08-27,164.65,PLN
2019-08-28,164.29,PLN
2019-08-29,166.14,PLN
2019-08-30,167.03,PLN
2019-09-02,167.32,PLN
2019-09-03,167.04,PLN
2019-09-04,168.15,PLN
2019-09-05,169.23,PLN
2019-09-06,169.41,PLN
2019-09-09,169.52,PLN
2019-09-10,170.85,PLN
2019-09-11,171.90,PLN
2019-09-12,172.03,PLN
2019-09-13,172.69,PLN
2019-09-16,172.13,PLN
2019-09-17,171.57,PLN
2019-09-18,171.64,PLN
2019-09-19,172.84,PLN
2019-09-20,173.69,PLN
2019-09-23,172.25,PLN
2019-09-24,172.07,PLN
2019-09-25,171.06,PLN
2019-09-26,172.29,PLN
2019-09-27,173.59,PLN
2019-09-30,174.40,PLN
2019-10-01,172.75,PLN
2019-10-02,167.96,PLN
2019-10-03,167.66,PLN
2019-10-04,169.03,PLN
2019-10-07,169.81,PLN
2019-10-08,168.04,PLN
2019-10-09,168.58,PLN
2019-10-10,170.06,PLN
2019-10-11,174.62,PLN
2019-10-14,173.91,PLN
2019-10-15,175.76,PLN
2019-10-16,175.50,PLN
2019-10-17,175.60,PLN
2019-10-18,175.23,PLN
2019-10-21,176.10,PLN
2019-10-22,176.43,PLN
2019-10-23,176.72,PLN
2019-10-24,177.36,PLN
2019-10-25,177.75,PLN
2019-10-28,177.66,PLN
2019-10-29,177.43,PLN
2019-10-30,177.16,PLN
2019-10-31,176.08,PLN
2019-11-04,178.82,PLN
2019-11-05,179.24,PLN
2019-11-06,180.26,PLN
2019-11-07,180.97,PLN
2019-11-08,180.43,PLN
2019-11-12,180.93,PLN
2019-11-13,179.77,PLN
2019-11-14,179.18,PLN
2019-11-15,179.85,PLN
2019-11-18,179.46,PLN
2019-11-19,179.12,PLN
2019-11-20,178.40,PLN
2019-11-21,177.72,PLN
2019-11-22,178.19,PLN
2019-11-25,179.68,PLN
2019-11-26,179.65,PLN
2019-11-27,180.24,PLN
2019-11-28,180.06,PLN
2019-11-29,179.27,PLN
2019-12-02,176.49,PLN
2019-12-03,175.46,PLN
2019-12-04,177.63,PLN
2019-12-05,177.65,PLN
2019-12-06,179.60,PLN
2019-12-09,179.28,PLN
2019-12-10,178.79,PLN
2019-12-11,178.81,PLN
2019-12-12,179.28,PLN
2019-12-13,181.27,PLN
2019-12-16,183.18,PLN
2019-12-17,181.41,PLN
2019-12-18,180.86,PLN
2019-12-19,181.26,PLN
2019-12-20,182.63,PLN
2019-12-23,182.44,PLN
2019-12-27,182.82,PLN
2019-12-30,181.49,PLN
2020-01-02,183.13,PLN
2020-01-03,182.66,PLN
2020-01-07,182.60,PLN
2020-01-08,182.81,PLN
2020-01-09,183.31,PLN
2020-01-10,182.78,PLN
2020-01-13,182.42,PLN
2020-01-14,182.82,PLN
2020-01-15,182.27,PLN
2020-01-16,182.61,PLN
2020-01-17,184.29,PLN
2020-01-20,184.76,PLN
2020-01-21,183.82,PLN
2020-01-22,183.32,PLN
2020-01-23,181.98,PLN
2020-01-24,183.41,PLN
2020-01-27,179.88,PLN
2020-01-28,181.33,PLN
2020-01-29,181.94,PLN
2020-01-30,180.10,PLN
2020-01-31,178.66,PLN
2020-02-03,178.96,PLN
2020-02-04,181.58,PLN
2020-02-05,183.71,PLN
2020-02-06,184.67,PLN
2020-02-07,184.09,PLN
2020-02-10,184.19,PLN
2020-02-11,185.57,PLN
2020-02-12,187.51,PLN
2020-02-13,187.43,PLN
2020-02-14,187.79,PLN
2020-02-17,188.75,PLN
2020-02-18,187.97,PLN
2020-02-19,189.48,PLN
2020-02-20,188.25,PLN
2020-02-21,186.76,PLN
2020-02-24,180.25,PLN
2020-02-25,176.49,PLN
2020-02-26,176.06,PLN
2020-02-27,169.86,PLN
2020-02-28,163.64,PLN
2020-03-02,163.45,PLN
2020-03-03,165.40,PLN
2020-03-04,167.98,PLN
2020-03-05,165.98,PLN
2020-03-06,160.14,PLN
2020-03-09,147.90,PLN
2020-03-10,146.29,PLN
2020-03-11,145.60,PLN
2020-03-12,129.03,PLN
2020-03-13,130.58,PLN
2020-03-16,124.20,PLN
2020-03-17,127.37,PLN
2020-03-18,122.21,PLN
2020-03-19,126.53,PLN
2020-03-20,128.51,PLN
2020-03-23,123.76,PLN
2020-03-24,132.90,PLN
2020-03-25,136.19,PLN
2020-03-26,139.43,PLN
2020-03-27,135.29,PLN
2020-03-30,136.43,PLN
2020-03-31,138.31,PLN
2020-04-01,134.95,PLN
2020-04-02,136.25,PLN
2020-04-03,134.94,PLN
2020-04-06,140.13,PLN
2020-04-07,142.13,PLN
2020-04-08,141.68,PLN
2020-04-09,143.80,PLN
2020-04-14,144.07,PLN
2020-04-15,139.49,PLN
2020-04-16,140.28,PLN
2020-04-17,143.32,PLN
2020-04-20,144.60,PLN
2020-04-21,140.28,PLN
2020-04-22,142.92,PLN
2020-04-23,143.99,PLN
2020-04-24,143.05,PLN
2020-04-27,145.70,PLN
2020-04-28,148.18,PLN
2020-04-29,151.02,PLN
2020-04-30,147.35,PLN
2020-05-04,142.91,PLN
2020-05-05,145.89,PLN
2020-05-06,145.49,PLN
2020-05-07,146.77,PLN
2020-05-08,148.08,PLN
2020-05-11,147.39,PLN
2020-05-12,147.89,PLN
2020-05-13,145.06,PLN
2020-05-14,142.48,PLN
2020-05-15,143.28,PLN
2020-05-18,148.87,PLN
2020-05-19,147.56,PLN
2020-05-20,148.37,PLN
2020-05-21,147.66,PLN
2020-05-22,147.86,PLN
2020-05-25,149.81,PLN
2020-05-26,151.38,PLN
2020-05-27,152.85,PLN
2020-05-28,154.65,PLN
2020-05-29,152.55,PLN
2020-06-01,153.65,PLN
2020-06-02,156.32,PLN
2020-06-03,160.34,PLN
2020-06-04,159.13,PLN
2020-06-05,162.87,PLN
2020-06-08,163.08,PLN
2020-06-09,161.39,PLN
2020-06-10,160.53,PLN
2020-06-12,154.48,PLN
2020-06-15,154.27,PLN
2020-06-16,158.30,PLN
2020-06-17,159.50,PLN
2020-06-18,158.85,PLN
2020-06-19,159.59,PLN
2020-06-22,158.70,PLN
2020-06-23,160.68,PLN
2020-06-24,156.43,PLN
2020-06-25,157.90,PLN
2020-06-26,157.24,PLN
2020-06-29,158.14,PLN
2020-06-30,158.38,PLN
2020-07-01,158.23,PLN
2020-07-02,161.21,PLN
2020-07-03,160.10,PLN
2020-07-06,162.17,PLN
2020-07-07,161.44,PLN
2020-07-08,160.13,PLN
2020-07-09,158.87,PLN
2020-07-10,160.29,PLN
2020-07-13,161.59,PLN
2020-07-14,161.08,PLN
2020-07-15,163.30,PLN
2020-07-16,163.03,PLN
2020-07-17,163.12,PLN
2020-07-20,163.99,PLN
2020-07-21,164.55,PLN
2020-07-22,163.32,PLN
2020-07-23,162.95,PLN
2020-07-24,160.45,PLN
2020-07-27,159.80,PLN
2020-07-28,160.47,PLN
2020-07-29,160.50,PLN
2020-07-30,156.80,PLN
2020-07-31,155.35,PLN
2020-08-03,158.80,PLN
2020-08-04,159.00,PLN
2020-08-05,159.85,PLN
2020-08-06,158.90,PLN
2020-08-07,159.22,PLN
2020-08-10,159.88,PLN
2020-08-11,161.90,PLN
2020-08-12,163.53,PLN
2020-08-13,162.39,PLN
2020-08-14,161.04,PLN
2020-08-17,161.20,PLN
2020-08-18,160.24,PLN
2020-08-19,161.81,PLN
2020-08-20,160.08,PLN
2020-08-21,159.60,PLN
2020-08-24,162.37,PLN
2020-08-25,161.64,PLN
2020-08-26,162.96,PLN
2020-08-27,161.78,PLN
2020-08-28,161.16,PLN
2020-08-31,159.85,PLN
2020-09-01,159.46,PLN
2020-09-02,161.99,PLN
2020-09-03,160.68,PLN
2020-09-04,159.49,PLN
2020-09-07,161.82,PLN
2020-09-08,160.38,PLN
2020-09-09,163.16,PLN
2020-09-10,162.37,PLN
2020-09-11,162.49,PLN
2020-09-14,162.54,PLN
2020-09-15,163.32,PLN
2020-09-16,163.95,PLN
2020-09-17,162.88,PLN
2020-09-18,161.69,PLN
2020-09-21,156.62,PLN
2020-09-22,156.81,PLN
2020-09-23,157.14,PLN
2020-09-24,155.64,PLN
2020-09-25,154.86,PLN
2020-09-28,158.20,PLN
2020-09-29,156.94,PLN
2020-09-30,156.63,PLN
2020-10-01,156.79,PLN
2020-10-02,157.44,PLN
2020-10-05,158.52,PLN
2020-10-06,159.01,PLN
2020-10-07,158.83,PLN
2020-10-08,160.21,PLN
2020-10-09,160.58,PLN
2020-10-12,161.36,PLN
2020-10-13,160.34,PLN
2020-10-14,160.42,PLN
2020-10-15,156.79,PLN
2020-10-16,158.99,PLN
2020-10-19,158.10,PLN
2020-10-20,157.73,PLN
2020-10-21,155.49,PLN
2020-10-22,155.28,PLN
2020-10-23,156.29,PLN
2020-10-26,153.20,PLN
2020-10-27,150.96,PLN
2020-10-28,146.25,PLN
2020-10-29,145.97,PLN
2020-10-30,146.52,PLN
2020-11-02,149.64,PLN
2020-11-03,152.90,PLN
2020-11-04,155.56,PLN
2020-11-05,156.59,PLN
2020-11-06,156.00,PLN
2020-11-09,162.36,PLN
2020-11-10,165.09,PLN
2020-11-12,164.25,PLN
2020-11-13,165.30,PLN
2020-11-16,166.62,PLN
2020-11-17,166.20,PLN
2020-11-18,167.05,PLN
2020-11-19,165.69,PLN
2020-11-20,166.15,PLN
2020-11-23,165.97,PLN
2020-11-24,168.30,PLN
2020-11-25,168.76,PLN
2020-11-26,168.29,PLN
2020-11-27,168.63,PLN
2020-11-30,166.86,PLN
2020-12-01,167.61,PLN
2020-12-02,167.59,PLN
2020-12-03,167.01,PLN
2020-12-04,168.22,PLN
2020-12-07,167.41,PLN
2020-12-08,167.94,PLN
2020-12-09,168.40,PLN
2020-12-10,168.08,PLN
2020-12-11,166.29,PLN
2020-12-14,166.99,PLN
2020-12-15,167.27,PLN
2020-12-16,168.59,PLN
2020-12-17,169.02,PLN
2020-12-18,168.33,PLN
2020-12-21,164.13,PLN
2020-12-22,165.72,PLN
2020-12-23,167.52,PLN
2020-12-28,168.94,PLN
2020-12-29,169.92,PLN
2020-12-30,169.77,PLN
2021-01-04,170.39,PLN
2021-01-05,169.60,PLN
2021-01-07,174.10,PLN
2021-01-08,174.42,PLN
2021-01-11,173.48,PLN
2021-01-12,174.05,PLN
2021-01-13,174.05,PLN
2021-01-14,175.37,PLN
