Data,Wartość dla NN (L) Europejski Spółek Dywidendowych (A),Waluta
2013-07-30,131.62,PLN
2013-07-31,131.16,PLN
2013-08-01,132.42,PLN
2013-08-02,132.43,PLN
2013-08-05,132.58,PLN
2013-08-06,131.49,PLN
2013-08-07,131.52,PLN
2013-08-08,132.58,PLN
2013-08-09,133.46,PLN
2013-08-12,133.54,PLN
2013-08-13,134.53,PLN
2013-08-14,134.74,PLN
2013-08-16,134.46,PLN
2013-08-19,133.90,PLN
2013-08-20,132.73,PLN
2013-08-21,132.15,PLN
2013-08-22,133.59,PLN
2013-08-23,134.29,PLN
2013-08-26,134.08,PLN
2013-08-27,131.91,PLN
2013-08-28,132.08,PLN
2013-08-29,132.71,PLN
2013-08-30,131.60,PLN
2013-09-02,133.65,PLN
2013-09-03,133.44,PLN
2013-09-04,133.76,PLN
2013-09-05,135.05,PLN
2013-09-06,136.08,PLN
2013-09-09,136.02,PLN
2013-09-10,137.58,PLN
2013-09-11,138.17,PLN
2013-09-12,138.65,PLN
2013-09-13,138.79,PLN
2013-09-16,139.15,PLN
2013-09-17,138.43,PLN
2013-09-18,138.80,PLN
2013-09-19,139.12,PLN
2013-09-20,138.88,PLN
2013-09-23,138.21,PLN
2013-09-24,138.66,PLN
2013-09-25,138.74,PLN
2013-09-26,138.88,PLN
2013-09-27,138.45,PLN
2013-09-30,137.66,PLN
2013-10-01,138.87,PLN
2013-10-02,138.25,PLN
2013-10-03,137.72,PLN
2013-10-04,137.89,PLN
2013-10-07,137.72,PLN
2013-10-08,136.96,PLN
2013-10-09,136.85,PLN
2013-10-10,139.06,PLN
2013-10-11,139.16,PLN
2013-10-14,139.67,PLN
2013-10-15,140.94,PLN
2013-10-16,141.77,PLN
2013-10-17,141.45,PLN
2013-10-18,142.38,PLN
2013-10-21,142.70,PLN
2013-10-22,142.90,PLN
2013-10-23,141.98,PLN
2013-10-24,142.35,PLN
2013-10-25,142.07,PLN
2013-10-28,141.85,PLN
2013-10-29,142.62,PLN
2013-10-30,142.61,PLN
2013-10-31,143.12,PLN
2013-11-04,143.38,PLN
2013-11-05,142.92,PLN
2013-11-06,143.75,PLN
2013-11-07,143.24,PLN
2013-11-08,143.22,PLN
2013-11-12,142.47,PLN
2013-11-13,141.93,PLN
2013-11-14,142.95,PLN
2013-11-15,143.18,PLN
2013-11-18,143.74,PLN
2013-11-19,142.82,PLN
2013-11-20,143.05,PLN
2013-11-21,143.10,PLN
2013-11-22,143.04,PLN
2013-11-25,143.64,PLN
2013-11-26,143.24,PLN
2013-11-27,143.82,PLN
2013-11-28,144.35,PLN
2013-11-29,144.45,PLN
2013-12-02,143.66,PLN
2013-12-03,141.66,PLN
2013-12-04,140.91,PLN
2013-12-05,139.51,PLN
2013-12-06,140.28,PLN
2013-12-09,140.47,PLN
2013-12-10,139.62,PLN
2013-12-11,138.73,PLN
2013-12-12,137.64,PLN
2013-12-13,137.15,PLN
2013-12-16,138.69,PLN
2013-12-17,137.71,PLN
2013-12-18,138.67,PLN
2013-12-19,140.97,PLN
2013-12-20,141.79,PLN
2013-12-23,142.64,PLN
2013-12-27,144.40,PLN
2013-12-30,144.25,PLN
2014-01-02,143.44,PLN
2014-01-03,144.36,PLN
2014-01-07,145.31,PLN
2014-01-08,145.76,PLN
2014-01-09,145.31,PLN
2014-01-10,146.11,PLN
2014-01-13,146.35,PLN
2014-01-14,146.87,PLN
2014-01-15,148.36,PLN
2014-01-16,147.91,PLN
2014-01-17,148.74,PLN
2014-01-20,148.29,PLN
2014-01-21,148.13,PLN
2014-01-22,148.61,PLN
2014-01-23,147.22,PLN
2014-01-24,144.23,PLN
2014-01-27,143.56,PLN
2014-01-28,144.53,PLN
2014-01-29,143.71,PLN
2014-01-30,144.50,PLN
2014-01-31,143.81,PLN
2014-02-03,141.61,PLN
2014-02-04,141.55,PLN
2014-02-05,141.87,PLN
2014-02-06,143.76,PLN
2014-02-07,144.67,PLN
2014-02-10,144.70,PLN
2014-02-11,146.27,PLN
2014-02-12,147.36,PLN
2014-02-13,147.09,PLN
2014-02-14,147.81,PLN
2014-02-17,148.17,PLN
2014-02-18,148.29,PLN
2014-02-19,148.34,PLN
2014-02-20,148.30,PLN
2014-02-21,148.86,PLN
2014-02-24,149.39,PLN
2014-02-25,149.22,PLN
2014-02-26,148.68,PLN
2014-02-27,148.29,PLN
2014-02-28,147.90,PLN
2014-03-03,144.56,PLN
2014-03-04,147.19,PLN
2014-03-05,147.53,PLN
2014-03-06,147.65,PLN
2014-03-07,146.33,PLN
2014-03-10,145.86,PLN
2014-03-11,145.65,PLN
2014-03-12,144.45,PLN
2014-03-13,142.79,PLN
2014-03-14,141.62,PLN
2014-03-17,143.27,PLN
2014-03-18,144.52,PLN
2014-03-19,144.24,PLN
2014-03-20,144.41,PLN
2014-03-21,144.44,PLN
2014-03-24,143.27,PLN
2014-03-25,145.00,PLN
2014-03-26,146.33,PLN
2014-03-27,146.29,PLN
2014-03-28,147.65,PLN
2014-03-31,148.40,PLN
2014-04-01,149.43,PLN
2014-04-02,149.82,PLN
2014-04-03,149.93,PLN
2014-04-04,151.19,PLN
2014-04-07,149.66,PLN
2014-04-08,149.25,PLN
2014-04-09,150.17,PLN
2014-04-10,149.38,PLN
2014-04-11,147.79,PLN
2014-04-14,148.29,PLN
2014-04-15,146.88,PLN
2014-04-16,148.65,PLN
2014-04-17,149.58,PLN
2014-04-22,151.16,PLN
2014-04-23,150.52,PLN
2014-04-24,151.02,PLN
2014-04-25,149.79,PLN
2014-04-28,150.56,PLN
2014-04-29,152.22,PLN
2014-04-30,152.06,PLN
2014-05-02,151.96,PLN
2014-05-05,151.85,PLN
2014-05-06,151.47,PLN
2014-05-07,151.65,PLN
2014-05-08,153.60,PLN
2014-05-09,153.00,PLN
2014-05-12,154.03,PLN
2014-05-13,154.37,PLN
2014-05-14,154.38,PLN
2014-05-15,153.17,PLN
2014-05-16,153.90,PLN
2014-05-19,153.76,PLN
2014-05-20,153.87,PLN
2014-05-21,154.64,PLN
2014-05-22,155.37,PLN
2014-05-23,156.04,PLN
2014-05-26,156.89,PLN
2014-05-27,157.04,PLN
2014-05-28,157.20,PLN
2014-05-29,157.24,PLN
2014-05-30,157.17,PLN
2014-06-02,157.51,PLN
2014-06-03,156.57,PLN
2014-06-04,156.60,PLN
2014-06-05,157.29,PLN
2014-06-06,158.77,PLN
2014-06-09,159.63,PLN
2014-06-10,159.92,PLN
2014-06-11,159.24,PLN
2014-06-12,159.11,PLN
2014-06-13,158.93,PLN
2014-06-16,157.95,PLN
2014-06-17,158.09,PLN
2014-06-18,158.30,PLN
2014-06-20,158.57,PLN
2014-06-23,158.05,PLN
2014-06-24,157.93,PLN
2014-06-25,156.47,PLN
2014-06-26,156.37,PLN
2014-06-27,156.42,PLN
2014-06-30,156.30,PLN
2014-07-01,157.51,PLN
2014-07-02,158.11,PLN
2014-07-03,159.29,PLN
2014-07-04,158.68,PLN
2014-07-07,157.35,PLN
2014-07-08,155.02,PLN
2014-07-09,154.95,PLN
2014-07-10,153.36,PLN
2014-07-11,153.68,PLN
2014-07-14,154.90,PLN
2014-07-15,154.61,PLN
2014-07-16,156.75,PLN
2014-07-17,154.94,PLN
2014-07-18,155.15,PLN
2014-07-21,154.24,PLN
2014-07-22,155.73,PLN
2014-07-23,155.86,PLN
2014-07-24,156.36,PLN
2014-07-25,155.76,PLN
2014-07-28,155.28,PLN
2014-07-29,155.69,PLN
2014-07-30,155.01,PLN
2014-07-31,153.14,PLN
2014-08-01,151.72,PLN
2014-08-04,151.74,PLN
2014-08-05,151.37,PLN
2014-08-06,149.78,PLN
2014-08-07,148.88,PLN
2014-08-08,148.35,PLN
2014-08-11,150.10,PLN
2014-08-12,149.97,PLN
2014-08-13,150.67,PLN
2014-08-14,151.17,PLN
2014-08-18,152.41,PLN
2014-08-19,153.10,PLN
2014-08-20,152.90,PLN
2014-08-21,153.87,PLN
2014-08-22,153.54,PLN
2014-08-25,154.92,PLN
2014-08-26,156.17,PLN
2014-08-27,156.33,PLN
2014-08-28,155.04,PLN
2014-08-29,155.16,PLN
2014-09-01,155.30,PLN
2014-09-02,155.11,PLN
2014-09-03,156.56,PLN
2014-09-04,158.25,PLN
2014-09-05,157.85,PLN
2014-09-08,157.22,PLN
2014-09-09,156.44,PLN
2014-09-10,156.54,PLN
2014-09-11,155.98,PLN
2014-09-12,155.85,PLN
2014-09-15,155.24,PLN
2014-09-16,154.70,PLN
2014-09-17,155.62,PLN
2014-09-18,156.86,PLN
2014-09-19,157.50,PLN
2014-09-22,156.46,PLN
2014-09-23,154.48,PLN
2014-09-24,155.53,PLN
2014-09-25,154.07,PLN
2014-09-26,154.34,PLN
2014-09-29,152.91,PLN
2014-09-30,153.79,PLN
2014-10-01,152.31,PLN
2014-10-02,148.59,PLN
2014-10-03,149.78,PLN
2014-10-06,150.25,PLN
2014-10-07,148.31,PLN
2014-10-08,146.81,PLN
2014-10-09,146.21,PLN
2014-10-10,144.14,PLN
2014-10-13,144.30,PLN
2014-10-14,144.27,PLN
2014-10-15,140.15,PLN
2014-10-16,139.66,PLN
2014-10-17,143.46,PLN
2014-10-20,142.98,PLN
2014-10-21,145.83,PLN
2014-10-22,146.52,PLN
2014-10-23,147.37,PLN
2014-10-24,147.13,PLN
2014-10-27,145.59,PLN
2014-10-28,147.28,PLN
2014-10-29,147.00,PLN
2014-10-30,147.57,PLN
2014-10-31,150.29,PLN
2014-11-03,149.25,PLN
2014-11-04,147.25,PLN
2014-11-05,149.28,PLN
2014-11-06,149.75,PLN
2014-11-07,149.18,PLN
2014-11-10,149.20,PLN
2014-11-12,147.63,PLN
2014-11-13,147.60,PLN
2014-11-14,147.51,PLN
2014-11-17,148.10,PLN
2014-11-18,148.98,PLN
2014-11-19,148.70,PLN
2014-11-20,148.03,PLN
2014-11-21,151.69,PLN
2014-11-24,151.75,PLN
2014-11-25,152.04,PLN
2014-11-26,152.01,PLN
2014-11-27,152.45,PLN
2014-11-28,152.07,PLN
2014-12-01,151.40,PLN
2014-12-02,152.37,PLN
2014-12-03,153.38,PLN
2014-12-04,151.06,PLN
2014-12-05,153.83,PLN
2014-12-08,152.83,PLN
2014-12-09,149.01,PLN
2014-12-10,148.36,PLN
2014-12-11,148.18,PLN
2014-12-12,144.57,PLN
2014-12-15,141.35,PLN
2014-12-16,143.89,PLN
2014-12-17,144.18,PLN
2014-12-18,148.54,PLN
2014-12-19,148.99,PLN
2014-12-22,149.67,PLN
2014-12-23,150.90,PLN
2014-12-29,151.05,PLN
2014-12-30,149.81,PLN
2015-01-02,149.99,PLN
2015-01-05,145.74,PLN
2015-01-07,145.50,PLN
2015-01-08,149.42,PLN
2015-01-09,146.94,PLN
2015-01-12,147.43,PLN
2015-01-13,149.35,PLN
2015-01-14,146.86,PLN
2015-01-15,150.36,PLN
2015-01-16,152.04,PLN
2015-01-19,152.26,PLN
2015-01-20,153.60,PLN
2015-01-21,154.63,PLN
2015-01-22,157.34,PLN
2015-01-23,159.03,PLN
2015-01-26,159.72,PLN
2015-01-27,158.28,PLN
2015-01-28,157.92,PLN
2015-01-29,157.71,PLN
2015-01-30,157.36,PLN
2015-02-02,157.93,PLN
2015-02-03,159.69,PLN
2015-02-04,160.12,PLN
2015-02-05,160.62,PLN
2015-02-06,161.25,PLN
2015-02-09,160.40,PLN
2015-02-10,160.53,PLN
2015-02-11,159.67,PLN
2015-02-12,161.42,PLN
2015-02-13,163.42,PLN
2015-02-16,163.64,PLN
2015-02-17,163.46,PLN
2015-02-18,165.38,PLN
2015-02-19,165.61,PLN
2015-02-20,165.99,PLN
2015-02-23,166.31,PLN
2015-02-24,167.44,PLN
2015-02-25,167.62,PLN
2015-02-26,169.13,PLN
2015-02-27,169.89,PLN
2015-03-02,169.27,PLN
2015-03-03,167.96,PLN
2015-03-04,169.16,PLN
2015-03-05,170.52,PLN
2015-03-06,170.84,PLN
2015-03-09,170.66,PLN
2015-03-10,169.12,PLN
2015-03-11,171.14,PLN
2015-03-12,170.74,PLN
2015-03-13,170.76,PLN
2015-03-16,171.47,PLN
2015-03-17,170.71,PLN
2015-03-18,171.46,PLN
2015-03-19,172.76,PLN
2015-03-20,174.81,PLN
2015-03-23,174.03,PLN
2015-03-24,174.65,PLN
2015-03-25,173.04,PLN
2015-03-26,171.53,PLN
2015-03-27,171.81,PLN
2015-03-30,173.29,PLN
2015-03-31,172.48,PLN
2015-04-01,173.03,PLN
2015-04-02,172.58,PLN
2015-04-07,175.37,PLN
2015-04-08,175.64,PLN
2015-04-09,177.06,PLN
2015-04-10,177.95,PLN
2015-04-13,178.30,PLN
2015-04-14,177.73,PLN
2015-04-15,179.50,PLN
2015-04-16,178.02,PLN
2015-04-17,175.02,PLN
2015-04-20,176.23,PLN
2015-04-21,176.17,PLN
2015-04-22,176.67,PLN
2015-04-23,176.85,PLN
2015-04-24,178.13,PLN
2015-04-27,179.82,PLN
2015-04-28,177.69,PLN
2015-04-29,174.88,PLN
2015-04-30,174.42,PLN
2015-05-04,175.15,PLN
2015-05-05,173.26,PLN
2015-05-06,172.60,PLN
2015-05-07,172.47,PLN
2015-05-08,177.48,PLN
2015-05-11,178.25,PLN
2015-05-12,176.38,PLN
2015-05-13,175.96,PLN
2015-05-14,176.84,PLN
2015-05-15,176.02,PLN
2015-05-18,176.67,PLN
2015-05-19,179.55,PLN
2015-05-20,180.54,PLN
2015-05-21,181.14,PLN
2015-05-22,181.17,PLN
2015-05-25,181.14,PLN
2015-05-26,179.16,PLN
2015-05-27,181.49,PLN
2015-05-28,180.56,PLN
2015-05-29,177.70,PLN
2015-06-01,177.40,PLN
2015-06-02,176.53,PLN
2015-06-03,176.66,PLN
2015-06-05,173.96,PLN
2015-06-08,172.58,PLN
2015-06-09,171.81,PLN
2015-06-10,175.07,PLN
2015-06-11,175.57,PLN
2015-06-12,174.17,PLN
2015-06-15,171.43,PLN
2015-06-16,172.06,PLN
2015-06-17,171.17,PLN
2015-06-18,171.18,PLN
2015-06-19,172.05,PLN
2015-06-22,175.61,PLN
2015-06-23,177.30,PLN
2015-06-24,176.90,PLN
2015-06-25,176.39,PLN
2015-06-26,176.69,PLN
2015-06-29,171.85,PLN
2015-06-30,169.73,PLN
2015-07-01,172.14,PLN
2015-07-02,171.87,PLN
2015-07-03,170.72,PLN
2015-07-06,167.98,PLN
2015-07-07,164.96,PLN
2015-07-08,164.91,PLN
2015-07-09,168.20,PLN
2015-07-10,171.40,PLN
2015-07-13,174.59,PLN
2015-07-14,175.33,PLN
2015-07-15,176.03,PLN
2015-07-16,178.53,PLN
2015-07-17,178.17,PLN
2015-07-20,178.51,PLN
2015-07-21,177.54,PLN
2015-07-22,176.70,PLN
2015-07-23,175.60,PLN
2015-07-24,173.84,PLN
2015-07-27,170.50,PLN
2015-07-28,172.33,PLN
2015-07-29,173.64,PLN
2015-07-30,175.12,PLN
2015-07-31,174.88,PLN
2015-08-03,175.91,PLN
2015-08-04,175.63,PLN
2015-08-05,178.00,PLN
2015-08-06,176.56,PLN
2015-08-07,175.50,PLN
2015-08-10,176.36,PLN
2015-08-11,173.68,PLN
2015-08-12,169.38,PLN
2015-08-13,170.85,PLN
2015-08-14,170.28,PLN
2015-08-17,170.63,PLN
2015-08-18,170.65,PLN
2015-08-19,167.58,PLN
2015-08-20,164.66,PLN
2015-08-21,159.82,PLN
2015-08-24,151.24,PLN
2015-08-25,157.58,PLN
2015-08-26,154.26,PLN
2015-08-27,159.77,PLN
2015-08-28,160.40,PLN
2015-08-31,159.99,PLN
2015-09-01,155.78,PLN
2015-09-02,155.97,PLN
2015-09-03,159.42,PLN
2015-09-04,155.22,PLN
2015-09-07,155.88,PLN
2015-09-08,157.88,PLN
2015-09-09,160.21,PLN
2015-09-10,157.90,PLN
2015-09-11,156.42,PLN
2015-09-14,155.42,PLN
2015-09-15,156.74,PLN
2015-09-16,158.60,PLN
2015-09-17,157.87,PLN
2015-09-18,154.68,PLN
2015-09-21,154.91,PLN
2015-09-22,149.88,PLN
2015-09-23,149.85,PLN
2015-09-24,146.62,PLN
2015-09-25,150.49,PLN
2015-09-28,146.70,PLN
2015-09-29,146.34,PLN
2015-09-30,150.26,PLN
2015-10-01,149.43,PLN
2015-10-02,150.04,PLN
2015-10-05,154.63,PLN
2015-10-06,155.64,PLN
2015-10-07,156.49,PLN
2015-10-08,156.50,PLN
2015-10-09,157.20,PLN
2015-10-12,156.83,PLN
2015-10-13,155.08,PLN
2015-10-14,154.20,PLN
2015-10-15,155.96,PLN
2015-10-16,157.01,PLN
2015-10-19,157.15,PLN
2015-10-20,156.76,PLN
2015-10-21,157.14,PLN
2015-10-22,160.31,PLN
2015-10-23,163.50,PLN
2015-10-26,162.72,PLN
2015-10-27,160.74,PLN
2015-10-28,162.29,PLN
2015-10-29,161.28,PLN
2015-10-30,161.25,PLN
2015-11-02,162.00,PLN
2015-11-03,162.14,PLN
2015-11-04,162.78,PLN
2015-11-05,161.98,PLN
2015-11-06,162.90,PLN
2015-11-09,161.27,PLN
2015-11-10,161.37,PLN
2015-11-12,159.17,PLN
2015-11-13,158.38,PLN
2015-11-16,158.31,PLN
2015-11-17,162.08,PLN
2015-11-18,162.37,PLN
2015-11-19,163.01,PLN
2015-11-20,163.19,PLN
2015-11-23,162.01,PLN
2015-11-24,160.58,PLN
2015-11-25,162.55,PLN
2015-11-26,164.08,PLN
2015-11-27,163.63,PLN
2015-11-30,164.35,PLN
2015-12-01,163.92,PLN
2015-12-02,163.60,PLN
2015-12-03,158.63,PLN
2015-12-04,158.12,PLN
2015-12-07,158.26,PLN
2015-12-08,155.41,PLN
2015-12-09,155.25,PLN
2015-12-10,154.87,PLN
2015-12-11,151.85,PLN
2015-12-14,148.96,PLN
2015-12-15,152.76,PLN
2015-12-16,153.44,PLN
2015-12-17,155.18,PLN
2015-12-18,154.20,PLN
2015-12-21,152.68,PLN
2015-12-22,152.88,PLN
2015-12-23,157.06,PLN
2015-12-28,156.15,PLN
2015-12-29,157.90,PLN
2015-12-30,157.06,PLN
2016-01-04,152.36,PLN
2016-01-05,153.25,PLN
2016-01-07,147.77,PLN
2016-01-08,145.46,PLN
2016-01-11,144.83,PLN
2016-01-12,145.64,PLN
2016-01-13,146.34,PLN
2016-01-14,144.57,PLN
2016-01-15,140.55,PLN
2016-01-18,138.83,PLN
2016-01-19,140.12,PLN
2016-01-20,135.58,PLN
2016-01-21,138.40,PLN
2016-01-22,142.88,PLN
2016-01-25,140.93,PLN
2016-01-26,141.95,PLN
2016-01-27,142.62,PLN
2016-01-28,140.98,PLN
2016-01-29,143.88,PLN
2016-02-01,142.99,PLN
2016-02-02,139.43,PLN
2016-02-03,137.23,PLN
2016-02-04,138.48,PLN
2016-02-05,137.71,PLN
2016-02-08,133.05,PLN
2016-02-09,130.56,PLN
2016-02-10,133.32,PLN
2016-02-11,127.85,PLN
2016-02-12,132.22,PLN
2016-02-15,136.04,PLN
2016-02-16,135.70,PLN
2016-02-17,139.16,PLN
2016-02-18,139.06,PLN
2016-02-19,137.90,PLN
2016-02-22,140.21,PLN
2016-02-23,138.02,PLN
2016-02-24,134.76,PLN
2016-02-25,138.15,PLN
2016-02-26,140.49,PLN
2016-02-29,141.49,PLN
2016-03-01,142.97,PLN
2016-03-02,144.57,PLN
2016-03-03,144.42,PLN
2016-03-04,145.42,PLN
2016-03-07,144.73,PLN
2016-03-08,143.44,PLN
2016-03-09,144.02,PLN
2016-03-10,142.29,PLN
2016-03-11,146.04,PLN
2016-03-14,146.68,PLN
2016-03-15,145.18,PLN
2016-03-16,144.95,PLN
2016-03-17,145.01,PLN
2016-03-18,145.17,PLN
2016-03-21,144.71,PLN
2016-03-22,144.41,PLN
2016-03-23,144.08,PLN
2016-03-24,142.09,PLN
2016-03-29,142.56,PLN
2016-03-30,144.46,PLN
2016-03-31,142.92,PLN
2016-04-01,141.04,PLN
2016-04-04,141.47,PLN
2016-04-05,138.58,PLN
2016-04-06,139.70,PLN
2016-04-07,138.89,PLN
2016-04-08,140.93,PLN
2016-04-11,141.90,PLN
2016-04-12,142.68,PLN
2016-04-13,146.71,PLN
2016-04-14,147.08,PLN
2016-04-15,146.58,PLN
2016-04-18,147.11,PLN
2016-04-19,148.90,PLN
2016-04-20,149.87,PLN
2016-04-21,150.21,PLN
2016-04-22,149.96,PLN
2016-04-25,148.78,PLN
2016-04-26,149.90,PLN
2016-04-27,150.20,PLN
2016-04-28,150.46,PLN
2016-04-29,147.10,PLN
2016-05-02,147.04,PLN
2016-05-04,142.48,PLN
2016-05-05,143.10,PLN
2016-05-06,142.65,PLN
2016-05-09,143.00,PLN
2016-05-10,144.32,PLN
2016-05-11,143.69,PLN
2016-05-12,143.15,PLN
2016-05-13,143.88,PLN
2016-05-16,143.84,PLN
2016-05-17,143.92,PLN
2016-05-18,145.48,PLN
2016-05-19,144.26,PLN
2016-05-20,145.86,PLN
2016-05-23,145.54,PLN
2016-05-24,148.84,PLN
2016-05-25,150.89,PLN
2016-05-27,151.36,PLN
2016-05-30,151.61,PLN
2016-05-31,150.35,PLN
2016-06-01,148.43,PLN
2016-06-02,148.72,PLN
2016-06-03,147.00,PLN
2016-06-06,147.45,PLN
2016-06-07,149.08,PLN
2016-06-08,148.61,PLN
2016-06-09,147.29,PLN
2016-06-10,143.60,PLN
2016-06-13,140.90,PLN
2016-06-14,138.22,PLN
2016-06-15,139.17,PLN
2016-06-16,138.41,PLN
2016-06-17,140.80,PLN
2016-06-20,145.82,PLN
2016-06-21,146.93,PLN
2016-06-22,147.72,PLN
2016-06-23,150.33,PLN
2016-06-24,137.23,PLN
2016-06-27,131.10,PLN
2016-06-28,134.52,PLN
2016-06-29,138.81,PLN
2016-06-30,140.00,PLN
2016-07-01,140.72,PLN
2016-07-04,139.50,PLN
2016-07-05,136.77,PLN
2016-07-06,133.98,PLN
2016-07-07,135.42,PLN
2016-07-08,137.99,PLN
2016-07-11,139.91,PLN
2016-07-12,142.09,PLN
2016-07-13,141.71,PLN
2016-07-14,143.35,PLN
2016-07-15,143.19,PLN
2016-07-18,142.89,PLN
2016-07-19,142.18,PLN
2016-07-20,143.48,PLN
2016-07-21,143.40,PLN
2016-07-22,143.22,PLN
2016-07-25,143.18,PLN
2016-07-26,142.87,PLN
2016-07-27,143.89,PLN
2016-07-28,141.88,PLN
2016-07-29,142.92,PLN
2016-08-01,141.81,PLN
2016-08-02,139.64,PLN
2016-08-03,140.23,PLN
2016-08-04,141.30,PLN
2016-08-05,143.23,PLN
2016-08-08,143.74,PLN
2016-08-09,145.02,PLN
2016-08-10,144.26,PLN
2016-08-11,145.45,PLN
2016-08-12,145.59,PLN
2016-08-16,144.47,PLN
2016-08-17,143.14,PLN
2016-08-18,144.32,PLN
2016-08-19,143.13,PLN
2016-08-22,143.35,PLN
2016-08-23,145.02,PLN
2016-08-24,145.94,PLN
2016-08-25,144.74,PLN
2016-08-26,145.46,PLN
2016-08-29,145.13,PLN
2016-08-30,145.96,PLN
2016-08-31,145.91,PLN
2016-09-01,146.04,PLN
2016-09-02,148.78,PLN
2016-09-05,148.96,PLN
2016-09-06,148.21,PLN
2016-09-07,148.85,PLN
2016-09-08,148.94,PLN
2016-09-09,147.73,PLN
2016-09-12,145.87,PLN
2016-09-13,144.14,PLN
2016-09-14,143.54,PLN
2016-09-15,144.06,PLN
2016-09-16,142.88,PLN
2016-09-19,144.22,PLN
2016-09-20,143.75,PLN
2016-09-21,144.79,PLN
2016-09-22,147.19,PLN
2016-09-23,146.26,PLN
2016-09-26,143.54,PLN
2016-09-27,143.45,PLN
2016-09-28,144.44,PLN
2016-09-29,144.70,PLN
2016-09-30,144.61,PLN
2016-10-03,144.35,PLN
2016-10-04,145.47,PLN
2016-10-05,145.23,PLN
2016-10-06,144.64,PLN
2016-10-07,142.94,PLN
2016-10-10,143.99,PLN
2016-10-11,143.63,PLN
2016-10-12,143.24,PLN
2016-10-13,141.68,PLN
2016-10-14,143.63,PLN
2016-10-17,142.56,PLN
2016-10-18,144.75,PLN
2016-10-19,145.47,PLN
2016-10-20,145.98,PLN
2016-10-21,146.07,PLN
2016-10-24,146.56,PLN
2016-10-25,146.41,PLN
2016-10-26,146.10,PLN
2016-10-27,146.23,PLN
2016-10-28,146.75,PLN
2016-10-31,145.87,PLN
2016-11-02,142.66,PLN
2016-11-03,143.21,PLN
2016-11-04,141.99,PLN
2016-11-07,144.18,PLN
2016-11-08,144.68,PLN
2016-11-09,146.73,PLN
2016-11-10,146.73,PLN
2016-11-14,146.60,PLN
2016-11-15,146.83,PLN
2016-11-16,146.47,PLN
2016-11-17,147.32,PLN
2016-11-18,146.55,PLN
2016-11-21,146.65,PLN
2016-11-22,147.45,PLN
2016-11-23,147.14,PLN
2016-11-24,147.40,PLN
2016-11-25,147.41,PLN
2016-11-28,145.95,PLN
2016-11-29,146.28,PLN
2016-11-30,147.34,PLN
2016-12-01,147.29,PLN
2016-12-02,146.51,PLN
2016-12-05,147.27,PLN
2016-12-06,149.32,PLN
2016-12-07,150.49,PLN
2016-12-08,152.57,PLN
2016-12-09,153.65,PLN
2016-12-12,153.22,PLN
2016-12-13,154.87,PLN
2016-12-14,154.09,PLN
2016-12-15,155.52,PLN
2016-12-16,156.02,PLN
2016-12-19,155.82,PLN
2016-12-20,156.63,PLN
2016-12-21,156.16,PLN
2016-12-22,155.81,PLN
2016-12-23,155.75,PLN
2016-12-27,155.93,PLN
2016-12-28,156.01,PLN
2016-12-29,155.74,PLN
2016-12-30,156.08,PLN
2017-01-02,156.82,PLN
2017-01-03,158.26,PLN
2017-01-04,158.19,PLN
2017-01-05,158.47,PLN
2017-01-09,156.96,PLN
2017-01-10,157.06,PLN
2017-01-11,157.05,PLN
2017-01-12,156.02,PLN
2017-01-13,157.60,PLN
2017-01-16,156.02,PLN
2017-01-17,156.43,PLN
2017-01-18,156.27,PLN
2017-01-19,155.95,PLN
2017-01-20,155.96,PLN
2017-01-23,155.43,PLN
2017-01-24,155.55,PLN
2017-01-25,157.41,PLN
2017-01-26,157.47,PLN
2017-01-27,156.51,PLN
2017-01-30,155.10,PLN
2017-01-31,154.14,PLN
2017-02-01,155.34,PLN
2017-02-02,154.71,PLN
2017-02-03,155.92,PLN
2017-02-06,154.71,PLN
2017-02-07,154.77,PLN
2017-02-08,155.66,PLN
2017-02-09,157.13,PLN
2017-02-10,157.19,PLN
2017-02-13,158.04,PLN
2017-02-14,158.15,PLN
2017-02-15,158.46,PLN
2017-02-16,158.27,PLN
2017-02-17,157.58,PLN
2017-02-20,157.85,PLN
2017-02-21,158.78,PLN
2017-02-22,158.71,PLN
2017-02-23,158.59,PLN
2017-02-24,157.65,PLN
2017-02-27,157.39,PLN
2017-02-28,157.85,PLN
2017-03-01,159.76,PLN
2017-03-02,160.32,PLN
2017-03-03,160.06,PLN
2017-03-06,159.43,PLN
2017-03-07,158.99,PLN
2017-03-08,159.15,PLN
2017-03-09,159.73,PLN
2017-03-10,160.06,PLN
2017-03-13,160.17,PLN
2017-03-14,159.34,PLN
2017-03-15,159.94,PLN
2017-03-16,160.92,PLN
2017-03-17,161.21,PLN
2017-03-20,160.76,PLN
2017-03-21,160.45,PLN
2017-03-22,159.02,PLN
2017-03-23,160.65,PLN
2017-03-24,160.25,PLN
2017-03-27,160.03,PLN
2017-03-28,160.93,PLN
2017-03-29,161.58,PLN
2017-03-30,162.70,PLN
2017-03-31,163.32,PLN
2017-04-03,162.61,PLN
2017-04-04,162.44,PLN
2017-04-05,162.54,PLN
2017-04-06,162.89,PLN
2017-04-07,162.82,PLN
2017-04-10,162.93,PLN
2017-04-11,163.09,PLN
2017-04-12,163.02,PLN
2017-04-13,162.35,PLN
2017-04-18,160.49,PLN
2017-04-19,161.60,PLN
