Data,Wartość dla NN (L) Japonia (A),Waluta
2018-12-21,173.43,PLN
2018-12-27,178.07,PLN
2018-12-28,175.69,PLN
2019-01-02,175.63,PLN
2019-01-03,175.62,PLN
2019-01-04,173.83,PLN
2019-01-07,177.30,PLN
2019-01-08,178.19,PLN
2019-01-09,179.90,PLN
2019-01-10,179.24,PLN
2019-01-11,180.83,PLN
2019-01-14,180.79,PLN
2019-01-15,183.41,PLN
2019-01-16,181.49,PLN
2019-01-17,182.38,PLN
2019-01-18,184.71,PLN
2019-01-21,185.57,PLN
2019-01-22,183.55,PLN
2019-01-23,183.36,PLN
2019-01-24,184.64,PLN
2019-01-25,186.97,PLN
2019-01-28,185.56,PLN
2019-01-29,185.11,PLN
2019-01-30,185.33,PLN
2019-01-31,187.20,PLN
2019-02-01,185.88,PLN
2019-02-04,187.73,PLN
2019-02-05,187.65,PLN
2019-02-06,187.88,PLN
2019-02-07,185.99,PLN
2019-02-08,181.74,PLN
2019-02-11,181.70,PLN
2019-02-12,186.30,PLN
2019-02-13,188.15,PLN
2019-02-14,187.96,PLN
2019-02-15,186.78,PLN
2019-02-18,189.33,PLN
2019-02-19,189.65,PLN
2019-02-20,190.15,PLN
2019-02-21,190.17,PLN
2019-02-22,189.24,PLN
2019-02-25,190.68,PLN
2019-02-26,190.01,PLN
2019-02-27,190.26,PLN
2019-02-28,188.81,PLN
2019-03-01,189.64,PLN
2019-03-04,191.15,PLN
2019-03-05,189.99,PLN
2019-03-06,189.35,PLN
2019-03-07,187.39,PLN
2019-03-08,183.29,PLN
2019-03-11,185.27,PLN
2019-03-12,187.74,PLN
2019-03-13,186.02,PLN
2019-03-14,185.22,PLN
2019-03-15,186.89,PLN
2019-03-18,187.98,PLN
2019-03-19,188.02,PLN
2019-03-20,188.14,PLN
2019-03-21,188.12,PLN
2019-03-22,188.24,PLN
2019-03-25,184.42,PLN
2019-03-26,188.76,PLN
2019-03-27,189.50,PLN
2019-03-28,186.51,PLN
2019-03-29,187.78,PLN
2019-04-01,191.83,PLN
2019-04-02,191.76,PLN
2019-04-03,193.74,PLN
2019-04-04,193.84,PLN
2019-04-05,195.18,PLN
2019-04-08,193.86,PLN
2019-04-09,193.88,PLN
2019-04-10,192.27,PLN
2019-04-11,191.35,PLN
2019-04-12,191.12,PLN
2019-04-15,193.82,PLN
2019-04-16,193.71,PLN
2019-04-17,194.72,PLN
2019-04-18,193.23,PLN
2019-04-23,193.99,PLN
2019-04-24,192.23,PLN
2019-04-25,193.25,PLN
2019-04-26,193.14,PLN
2019-04-29,193.11,PLN
2019-04-30,193.09,PLN
2019-05-02,193.07,PLN
2019-05-06,193.02,PLN
2019-05-07,189.82,PLN
2019-05-08,186.26,PLN
2019-05-09,183.61,PLN
2019-05-10,184.08,PLN
2019-05-13,181.66,PLN
2019-05-14,182.32,PLN
2019-05-15,183.50,PLN
2019-05-16,182.18,PLN
2019-05-17,183.61,PLN
2019-05-20,183.31,PLN
2019-05-21,182.69,PLN
2019-05-22,182.29,PLN
2019-05-23,180.23,PLN
2019-05-24,180.76,PLN
2019-05-27,181.15,PLN
2019-05-28,181.83,PLN
2019-05-29,180.42,PLN
2019-05-30,180.80,PLN
2019-05-31,177.64,PLN
2019-06-03,176.87,PLN
2019-06-04,179.13,PLN
2019-06-05,182.23,PLN
2019-06-06,180.89,PLN
2019-06-07,181.94,PLN
2019-06-10,183.53,PLN
2019-06-11,185.07,PLN
2019-06-12,183.83,PLN
2019-06-13,182.24,PLN
2019-06-14,182.73,PLN
2019-06-17,181.44,PLN
2019-06-18,180.16,PLN
2019-06-19,183.75,PLN
2019-06-21,182.67,PLN
2019-06-24,182.96,PLN
2019-06-25,182.33,PLN
2019-06-26,181.80,PLN
2019-06-27,184.79,PLN
2019-06-28,184.51,PLN
2019-07-01,188.81,PLN
2019-07-02,189.63,PLN
2019-07-03,187.98,PLN
2019-07-04,188.95,PLN
2019-07-05,189.27,PLN
2019-07-08,187.56,PLN
2019-07-09,186.57,PLN
2019-07-10,185.90,PLN
2019-07-11,186.93,PLN
2019-07-12,186.35,PLN
2019-07-15,186.32,PLN
2019-07-16,185.54,PLN
2019-07-17,185.23,PLN
2019-07-18,181.23,PLN
2019-07-19,184.55,PLN
2019-07-22,184.20,PLN
2019-07-23,186.03,PLN
2019-07-24,186.89,PLN
2019-07-25,187.02,PLN
2019-07-26,185.52,PLN
2019-07-29,184.42,PLN
2019-07-30,185.76,PLN
2019-07-31,184.29,PLN
2019-08-01,184.80,PLN
2019-08-02,179.96,PLN
2019-08-05,175.27,PLN
2019-08-06,176.34,PLN
2019-08-07,175.53,PLN
2019-08-08,176.21,PLN
2019-08-09,175.67,PLN
2019-08-12,175.64,PLN
2019-08-13,173.94,PLN
2019-08-14,173.86,PLN
2019-08-16,173.66,PLN
2019-08-19,174.78,PLN
2019-08-20,175.65,PLN
2019-08-21,174.46,PLN
2019-08-22,174.47,PLN
2019-08-23,173.99,PLN
2019-08-26,172.38,PLN
2019-08-27,173.36,PLN
2019-08-28,173.59,PLN
2019-08-29,174.23,PLN
2019-08-30,176.43,PLN
2019-09-02,175.87,PLN
2019-09-03,176.66,PLN
2019-09-04,176.51,PLN
2019-09-05,180.54,PLN
2019-09-06,180.73,PLN
2019-09-09,182.17,PLN
2019-09-10,184.81,PLN
2019-09-11,188.43,PLN
2019-09-12,189.88,PLN
2019-09-13,191.49,PLN
2019-09-16,191.45,PLN
2019-09-17,191.74,PLN
2019-09-18,190.18,PLN
2019-09-19,190.97,PLN
2019-09-20,190.86,PLN
2019-09-23,190.83,PLN
2019-09-24,191.77,PLN
2019-09-25,191.39,PLN
2019-09-26,192.23,PLN
2019-09-27,191.09,PLN
2019-09-30,189.16,PLN
2019-10-01,190.95,PLN
2019-10-02,189.68,PLN
2019-10-03,187.50,PLN
2019-10-04,188.40,PLN
2019-10-07,187.52,PLN
2019-10-08,188.15,PLN
2019-10-09,187.77,PLN
2019-10-10,187.97,PLN
2019-10-11,190.95,PLN
2019-10-14,190.91,PLN
2019-10-15,193.72,PLN
2019-10-16,194.82,PLN
2019-10-17,193.97,PLN
2019-10-18,193.96,PLN
2019-10-21,194.52,PLN
2019-10-22,194.50,PLN
2019-10-23,195.60,PLN
2019-10-24,196.75,PLN
2019-10-25,197.28,PLN
2019-10-28,197.67,PLN
2019-10-29,199.94,PLN
2019-10-30,199.36,PLN
2019-10-31,199.45,PLN
2019-11-04,198.26,PLN
2019-11-05,202.41,PLN
2019-11-06,203.13,PLN
2019-11-07,203.22,PLN
2019-11-08,204.39,PLN
2019-11-12,205.52,PLN
2019-11-13,203.78,PLN
2019-11-14,201.39,PLN
2019-11-15,203.29,PLN
2019-11-18,203.08,PLN
2019-11-19,202.84,PLN
2019-11-20,202.60,PLN
2019-11-21,202.13,PLN
2019-11-22,202.21,PLN
2019-11-25,204.15,PLN
2019-11-26,204.37,PLN
2019-11-27,204.93,PLN
2019-11-28,204.54,PLN
2019-11-29,203.41,PLN
2019-12-02,205.16,PLN
2019-12-03,204.12,PLN
2019-12-04,203.54,PLN
2019-12-05,205.55,PLN
2019-12-06,205.95,PLN
2019-12-09,207.41,PLN
2019-12-10,207.04,PLN
2019-12-11,206.64,PLN
2019-12-12,206.64,PLN
2019-12-13,210.55,PLN
2019-12-16,209.84,PLN
2019-12-17,210.16,PLN
2019-12-18,209.24,PLN
2019-12-19,209.20,PLN
2019-12-20,209.03,PLN
2019-12-23,208.11,PLN
2019-12-27,208.65,PLN
2019-12-30,207.15,PLN
2020-01-02,207.11,PLN
2020-01-03,207.10,PLN
2020-01-07,207.49,PLN
2020-01-08,204.37,PLN
2020-01-09,207.49,PLN
2020-01-10,207.74,PLN
2020-01-13,207.70,PLN
2020-01-14,208.09,PLN
2020-01-15,206.71,PLN
2020-01-16,206.45,PLN
2020-01-17,207.77,PLN
2020-01-20,208.83,PLN
2020-01-21,207.57,PLN
2020-01-22,208.60,PLN
2020-01-23,206.67,PLN
2020-01-24,206.89,PLN
2020-01-27,202.66,PLN
2020-01-28,202.14,PLN
2020-01-29,202.41,PLN
2020-01-30,198.85,PLN
2020-01-31,198.39,PLN
2020-02-03,197.36,PLN
2020-02-04,199.30,PLN
2020-02-05,201.43,PLN
2020-02-06,205.17,PLN
2020-02-07,204.15,PLN
2020-02-10,202.36,PLN
2020-02-11,202.35,PLN
2020-02-12,201.73,PLN
2020-02-13,200.84,PLN
2020-02-14,199.82,PLN
2020-02-17,198.02,PLN
2020-02-18,195.93,PLN
2020-02-19,196.12,PLN
2020-02-20,196.92,PLN
2020-02-21,196.55,PLN
2020-02-24,196.51,PLN
2020-02-25,188.44,PLN
2020-02-26,188.50,PLN
2020-02-27,181.94,PLN
2020-02-28,177.29,PLN
2020-03-02,180.24,PLN
2020-03-03,174.56,PLN
2020-03-04,176.92,PLN
2020-03-05,174.36,PLN
2020-03-06,169.39,PLN
2020-03-09,156.31,PLN
2020-03-10,162.43,PLN
2020-03-11,156.57,PLN
2020-03-12,147.57,PLN
2020-03-13,145.90,PLN
2020-03-16,136.03,PLN
2020-03-17,143.68,PLN
2020-03-18,139.10,PLN
2020-03-19,140.23,PLN
2020-03-20,140.22,PLN
2020-03-23,141.10,PLN
2020-03-24,151.08,PLN
2020-03-25,158.97,PLN
2020-03-26,157.30,PLN
2020-03-27,159.48,PLN
2020-03-30,160.51,PLN
2020-03-31,155.25,PLN
2020-04-01,149.35,PLN
2020-04-02,148.37,PLN
2020-04-03,146.45,PLN
2020-04-06,155.11,PLN
2020-04-07,155.18,PLN
2020-04-08,158.08,PLN
2020-04-09,157.32,PLN
2020-04-14,158.68,PLN
2020-04-15,155.52,PLN
2020-04-16,154.29,PLN
2020-04-17,158.15,PLN
2020-04-20,156.03,PLN
2020-04-21,153.06,PLN
2020-04-22,153.50,PLN
2020-04-23,155.98,PLN
2020-04-24,155.55,PLN
2020-04-27,158.83,PLN
2020-04-28,158.24,PLN
2020-04-29,158.23,PLN
2020-04-30,162.01,PLN
2020-05-04,156.06,PLN
2020-05-05,156.05,PLN
2020-05-06,156.04,PLN
2020-05-07,156.13,PLN
2020-05-08,160.60,PLN
2020-05-11,163.64,PLN
2020-05-12,161.21,PLN
2020-05-13,160.56,PLN
2020-05-14,158.58,PLN
2020-05-15,158.46,PLN
2020-05-18,159.51,PLN
2020-05-19,161.97,PLN
2020-05-20,163.68,PLN
2020-05-21,163.49,PLN
2020-05-22,161.13,PLN
2020-05-25,163.92,PLN
2020-05-26,168.35,PLN
2020-05-27,170.79,PLN
2020-05-28,173.30,PLN
2020-05-29,170.69,PLN
2020-06-01,170.91,PLN
2020-06-02,173.17,PLN
2020-06-03,175.83,PLN
2020-06-04,175.26,PLN
2020-06-05,178.89,PLN
2020-06-08,181.86,PLN
2020-06-09,180.37,PLN
2020-06-10,179.03,PLN
2020-06-12,171.87,PLN
2020-06-15,166.14,PLN
2020-06-16,174.88,PLN
2020-06-17,172.62,PLN
2020-06-18,171.62,PLN
2020-06-19,170.73,PLN
2020-06-22,170.37,PLN
2020-06-23,171.60,PLN
2020-06-24,169.28,PLN
2020-06-25,167.49,PLN
2020-06-26,167.99,PLN
2020-06-29,166.19,PLN
2020-06-30,168.21,PLN
2020-07-01,165.07,PLN
2020-07-02,165.13,PLN
2020-07-03,165.40,PLN
2020-07-06,169.38,PLN
2020-07-07,166.74,PLN
2020-07-08,165.63,PLN
2020-07-09,164.69,PLN
2020-07-10,162.30,PLN
2020-07-13,166.47,PLN
2020-07-14,167.16,PLN
2020-07-15,169.08,PLN
2020-07-16,168.84,PLN
2020-07-17,167.81,PLN
2020-07-20,167.87,PLN
2020-07-21,167.57,PLN
2020-07-22,166.67,PLN
2020-07-23,166.66,PLN
2020-07-24,166.65,PLN
2020-07-27,166.81,PLN
2020-07-28,166.40,PLN
2020-07-29,164.27,PLN
2020-07-30,162.03,PLN
2020-07-31,157.06,PLN
2020-08-03,159.69,PLN
2020-08-04,163.35,PLN
2020-08-05,164.06,PLN
2020-08-06,164.12,PLN
2020-08-07,163.70,PLN
2020-08-10,163.67,PLN
2020-08-11,169.68,PLN
2020-08-12,172.93,PLN
2020-08-13,173.51,PLN
2020-08-14,173.34,PLN
2020-08-17,172.14,PLN
2020-08-18,171.43,PLN
2020-08-19,172.00,PLN
2020-08-20,170.71,PLN
2020-08-21,171.21,PLN
2020-08-24,171.46,PLN
2020-08-25,174.01,PLN
2020-08-26,174.36,PLN
2020-08-27,172.40,PLN
2020-08-28,172.19,PLN
2020-08-31,172.97,PLN
2020-09-01,172.13,PLN
2020-09-02,172.95,PLN
2020-09-03,172.31,PLN
2020-09-04,173.47,PLN
2020-09-07,173.60,PLN
2020-09-08,173.98,PLN
2020-09-09,174.82,PLN
2020-09-10,176.18,PLN
2020-09-11,178.13,PLN
2020-09-14,180.26,PLN
2020-09-15,178.43,PLN
2020-09-16,177.33,PLN
2020-09-17,176.54,PLN
2020-09-18,176.74,PLN
2020-09-21,176.71,PLN
2020-09-22,176.70,PLN
2020-09-23,174.86,PLN
2020-09-24,173.44,PLN
2020-09-25,175.11,PLN
2020-09-28,177.88,PLN
2020-09-29,177.78,PLN
2020-09-30,173.83,PLN
2020-10-01,173.86,PLN
2020-10-02,173.12,PLN
2020-10-05,177.73,PLN
2020-10-06,177.05,PLN
2020-10-07,178.77,PLN
2020-10-08,178.92,PLN
2020-10-09,177.79,PLN
2020-10-12,177.67,PLN
2020-10-13,177.72,PLN
2020-10-14,176.25,PLN
2020-10-15,175.52,PLN
2020-10-16,174.30,PLN
2020-10-19,175.44,PLN
2020-10-20,174.46,PLN
2020-10-21,177.08,PLN
2020-10-22,175.78,PLN
2020-10-23,176.91,PLN
2020-10-26,176.33,PLN
2020-10-27,175.92,PLN
2020-10-28,171.70,PLN
2020-10-29,174.04,PLN
2020-10-30,168.83,PLN
2020-11-02,172.94,PLN
2020-11-03,172.92,PLN
2020-11-04,175.27,PLN
2020-11-05,175.38,PLN
2020-11-06,175.84,PLN
2020-11-09,178.73,PLN
2020-11-10,183.13,PLN
2020-11-12,185.83,PLN
2020-11-13,183.46,PLN
2020-11-16,187.01,PLN
2020-11-17,188.38,PLN
2020-11-18,186.17,PLN
2020-11-19,186.59,PLN
2020-11-20,186.95,PLN
2020-11-23,186.91,PLN
2020-11-24,191.43,PLN
2020-11-25,191.79,PLN
2020-11-26,192.32,PLN
2020-11-27,193.03,PLN
2020-11-30,188.34,PLN
2020-12-01,191.42,PLN
2020-12-02,192.89,PLN
2020-12-03,193.53,PLN
2020-12-04,194.46,PLN
2020-12-07,193.14,PLN
2020-12-08,191.79,PLN
2020-12-09,194.37,PLN
2020-12-10,193.41,PLN
2020-12-11,193.13,PLN
2020-12-14,195.12,PLN
2020-12-15,195.01,PLN
2020-12-16,195.72,PLN
2020-12-17,194.76,PLN
2020-12-18,195.08,PLN
2020-12-21,194.16,PLN
2020-12-22,190.71,PLN
2020-12-23,190.14,PLN
2020-12-28,193.66,PLN
2020-12-29,197.03,PLN
2020-12-30,195.56,PLN
2021-01-04,193.41,PLN
2021-01-05,194.41,PLN
2021-01-07,201.49,PLN
2021-01-08,203.48,PLN
2021-01-11,203.44,PLN
2021-01-12,204.08,PLN
2021-01-13,205.88,PLN
2021-01-14,206.08,PLN
2021-01-15,204.27,PLN
2021-01-18,202.40,PLN
2021-01-19,204.01,PLN
2021-01-20,204.88,PLN
2021-01-21,205.15,PLN
2021-01-22,204.10,PLN
2021-01-25,204.57,PLN
2021-01-26,202.96,PLN
2021-01-27,204.09,PLN
2021-01-28,201.43,PLN
2021-01-29,198.91,PLN
2021-02-01,202.59,PLN
2021-02-02,206.35,PLN
2021-02-03,207.24,PLN
2021-02-04,208.37,PLN
2021-02-05,210.47,PLN
2021-02-08,214.17,PLN
2021-02-09,213.33,PLN
2021-02-10,214.42,PLN
2021-02-11,214.40,PLN
2021-02-12,215.08,PLN
2021-02-15,217.44,PLN
2021-02-16,217.94,PLN
2021-02-17,218.31,PLN
2021-02-18,214.91,PLN
2021-02-19,213.96,PLN
2021-02-22,215.58,PLN
2021-02-23,215.56,PLN
2021-02-24,213.85,PLN
2021-02-25,217.45,PLN
2021-02-26,208.86,PLN
2021-03-01,214.54,PLN
2021-03-02,213.92,PLN
2021-03-03,216.19,PLN
2021-03-04,214.53,PLN
2021-03-05,216.19,PLN
2021-03-08,217.07,PLN
2021-03-09,220.97,PLN
2021-03-10,221.90,PLN
2021-03-11,221.81,PLN
2021-03-12,224.58,PLN
2021-03-15,227.21,PLN
2021-03-16,227.93,PLN
2021-03-17,228.30,PLN
2021-03-18,231.38,PLN
2021-03-19,232.19,PLN
2021-03-22,230.83,PLN
2021-03-23,227.87,PLN
2021-03-24,222.07,PLN
2021-03-25,226.45,PLN
2021-03-26,230.14,PLN
2021-03-29,229.11,PLN
2021-03-30,230.03,PLN
2021-03-31,226.01,PLN
2021-04-01,226.52,PLN
2021-04-06,226.22,PLN
2021-04-07,228.00,PLN
2021-04-08,226.03,PLN
2021-04-09,226.12,PLN
2021-04-12,225.37,PLN
2021-04-13,226.16,PLN
2021-04-14,224.76,PLN
2021-04-15,226.45,PLN
2021-04-16,225.97,PLN
2021-04-19,226.34,PLN
2021-04-20,222.36,PLN
2021-04-21,217.49,PLN
2021-04-22,220.76,PLN
2021-04-23,220.29,PLN
2021-04-26,220.39,PLN
2021-04-27,219.56,PLN
2021-04-28,221.19,PLN
2021-04-29,221.18,PLN
2021-04-30,220.33,PLN
2021-05-04,220.28,PLN
2021-05-05,220.26,PLN
2021-05-06,223.91,PLN
2021-05-07,225.10,PLN
2021-05-10,226.64,PLN
2021-05-11,222.60,PLN
2021-05-12,217.84,PLN
2021-05-13,217.19,PLN
2021-05-14,220.93,PLN
2021-05-17,219.27,PLN
2021-05-18,223.31,PLN
2021-05-19,221.17,PLN
2021-05-20,221.29,PLN
2021-05-21,221.11,PLN
2021-05-24,222.94,PLN
2021-05-25,223.30,PLN
2021-05-26,223.04,PLN
2021-05-27,221.42,PLN
2021-05-28,226.56,PLN
2021-05-31,223.23,PLN
2021-06-01,224.32,PLN
2021-06-02,227.54,PLN
2021-06-04,229.52,PLN
2021-06-07,229.54,PLN
2021-06-08,228.78,PLN
2021-06-09,227.97,PLN
2021-06-10,227.64,PLN
2021-06-11,226.76,PLN
2021-06-14,226.99,PLN
2021-06-15,228.09,PLN
2021-06-16,228.41,PLN
2021-06-17,227.23,PLN
2021-06-18,223.44,PLN
2021-06-21,219.04,PLN
2021-06-22,225.28,PLN
2021-06-23,224.23,PLN
2021-06-24,224.30,PLN
2021-06-25,226.65,PLN
2021-06-28,227.10,PLN
2021-06-29,224.49,PLN
2021-06-30,223.85,PLN
2021-07-01,223.03,PLN
2021-07-02,225.14,PLN
2021-07-05,224.64,PLN
2021-07-06,225.34,PLN
2021-07-07,222.11,PLN
2021-07-08,219.74,PLN
2021-07-09,219.90,PLN
2021-07-12,223.15,PLN
2021-07-13,225.69,PLN
2021-07-14,224.11,PLN
2021-07-15,221.69,PLN
2021-07-16,221.61,PLN
2021-07-19,217.35,PLN
2021-07-20,215.93,PLN
2021-07-21,216.87,PLN
2021-07-22,216.85,PLN
2021-07-23,216.84,PLN
2021-07-26,219.88,PLN
2021-07-27,221.60,PLN
2021-07-28,220.03,PLN
2021-07-29,220.40,PLN
2021-07-30,217.39,PLN
2021-08-02,222.20,PLN
2021-08-03,220.92,PLN
2021-08-04,219.55,PLN
2021-08-05,219.95,PLN
2021-08-06,220.11,PLN
2021-08-09,220.07,PLN
2021-08-10,219.85,PLN
2021-08-11,219.83,PLN
2021-08-12,223.74,PLN
2021-08-13,222.85,PLN
2021-08-16,219.79,PLN
2021-08-17,218.96,PLN
2021-08-18,219.01,PLN
2021-08-19,215.15,PLN
2021-08-20,211.78,PLN
2021-08-23,215.03,PLN
2021-08-24,217.14,PLN
2021-08-25,217.39,PLN
2021-08-26,217.41,PLN
2021-08-27,217.04,PLN
2021-08-30,220.17,PLN
2021-08-31,220.62,PLN
2021-09-01,223.32,PLN
2021-09-02,223.35,PLN
2021-09-03,227.90,PLN
2021-09-06,230.87,PLN
2021-09-07,232.13,PLN
2021-09-08,234.02,PLN
2021-09-09,232.40,PLN
2021-09-10,235.08,PLN
2021-09-13,236.17,PLN
2021-09-14,238.87,PLN
2021-09-15,235.81,PLN
2021-09-16,235.59,PLN
2021-09-17,235.05,PLN
2021-09-20,235.00,PLN
2021-09-21,230.73,PLN
2021-09-22,227.79,PLN
2021-09-23,227.77,PLN
2021-09-24,233.26,PLN
2021-09-27,233.90,PLN
2021-09-28,233.35,PLN
2021-09-29,231.51,PLN
2021-09-30,229.33,PLN
2021-10-01,225.12,PLN
2021-10-04,222.72,PLN
2021-10-05,222.46,PLN
2021-10-06,222.56,PLN
2021-10-07,221.40,PLN
2021-10-08,223.27,PLN
2021-10-11,227.09,PLN
2021-10-12,226.34,PLN
2021-10-13,225.45,PLN
2021-10-14,227.02,PLN
2021-10-15,230.25,PLN
2021-10-18,230.94,PLN
2021-10-19,230.18,PLN
2021-10-20,229.99,PLN
2021-10-21,227.94,PLN
2021-10-22,227.68,PLN
2021-10-25,227.23,PLN
2021-10-26,230.12,PLN
2021-10-27,230.53,PLN
2021-10-28,229.06,PLN
2021-10-29,228.59,PLN
2021-11-02,231.64,PLN
2021-11-03,231.62,PLN
2021-11-04,234.79,PLN
2021-11-05,232.68,PLN
2021-11-08,232.59,PLN
2021-11-09,230.16,PLN
2021-11-10,228.67,PLN
2021-11-12,232.46,PLN
2021-11-15,232.14,PLN
2021-11-16,232.28,PLN
2021-11-17,230.82,PLN
2021-11-18,229.78,PLN
2021-11-19,231.80,PLN
2021-11-22,231.41,PLN
2021-11-23,231.40,PLN
2021-11-24,229.99,PLN
2021-11-25,231.40,PLN
2021-11-26,224.78,PLN
2021-11-29,222.47,PLN
2021-11-30,218.52,PLN
2021-12-01,220.27,PLN
2021-12-02,219.89,PLN
2021-12-03,222.92,PLN
2021-12-06,222.56,PLN
2021-12-07,227.78,PLN
2021-12-08,227.80,PLN
2021-12-09,226.26,PLN
2021-12-10,225.23,PLN
2021-12-13,225.39,PLN
2021-12-14,224.70,PLN
2021-12-15,226.55,PLN
2021-12-16,228.84,PLN
2021-12-17,225.91,PLN
2021-12-20,221.78,PLN
2021-12-21,224.13,PLN
2021-12-22,224.62,PLN
2021-12-23,226.97,PLN
2021-12-27,226.11,PLN
2021-12-28,228.36,PLN
2021-12-29,227.35,PLN
2021-12-30,227.92,PLN
2022-01-03,227.87,PLN
2022-01-04,232.48,PLN
2022-01-05,235.18,PLN
2022-01-07,232.31,PLN
2022-01-10,232.27,PLN
2022-01-11,232.66,PLN
2022-01-12,236.39,PLN
2022-01-13,237.43,PLN
2022-01-14,237.42,PLN
2022-01-17,235.05,PLN
2022-01-18,231.56,PLN
2022-01-19,229.27,PLN
2022-01-20,228.71,PLN
2022-01-21,225.68,PLN
2022-01-24,224.49,PLN
2022-01-25,221.63,PLN
2022-01-26,224.59,PLN
2022-01-27,222.25,PLN
2022-01-28,221.41,PLN
2022-01-31,225.04,PLN
2022-02-01,224.94,PLN
2022-02-02,228.84,PLN
2022-02-03,227.82,PLN
2022-02-04,228.86,PLN
2022-02-07,229.23,PLN
2022-02-08,229.42,PLN
2022-02-09,231.59,PLN
2022-02-10,232.28,PLN
2022-02-11,232.27,PLN
2022-02-14,230.72,PLN
2022-02-15,230.44,PLN
2022-02-16,230.87,PLN
2022-02-17,229.67,PLN
2022-02-18,229.48,PLN
2022-02-21,226.94,PLN
2022-02-22,227.01,PLN
2022-02-23,227.00,PLN
2022-02-24,220.93,PLN
2022-02-25,224.20,PLN
2022-02-28,225.20,PLN
2022-03-01,223.40,PLN
2022-03-02,221.11,PLN
2022-03-03,223.27,PLN
2022-03-04,218.72,PLN
2022-03-07,214.59,PLN
2022-03-08,209.46,PLN
2022-03-09,211.68,PLN
2022-03-10,216.46,PLN
2022-03-11,216.66,PLN
2022-03-14,218.19,PLN
2022-03-15,219.40,PLN
2022-03-16,223.57,PLN
2022-03-17,224.67,PLN
2022-03-18,228.19,PLN
2022-03-21,228.15,PLN
2022-03-22,233.65,PLN
2022-03-23,234.22,PLN
2022-03-24,236.18,PLN
2022-03-25,237.88,PLN
2022-03-28,237.61,PLN
2022-03-29,239.60,PLN
2022-03-30,237.06,PLN
2022-03-31,234.18,PLN
2022-04-01,235.34,PLN
2022-04-04,235.51,PLN
2022-04-05,232.41,PLN
2022-04-06,228.28,PLN
2022-04-07,227.19,PLN
2022-04-08,227.29,PLN
2022-04-11,228.59,PLN
2022-04-12,226.85,PLN
2022-04-13,228.07,PLN
2022-04-14,231.09,PLN
2022-04-19,231.62,PLN
2022-04-20,232.92,PLN
2022-04-21,235.13,PLN
2022-04-22,231.99,PLN
2022-04-25,228.21,PLN
2022-04-26,225.63,PLN
2022-04-27,227.22,PLN
2022-04-28,232.51,PLN
2022-04-29,232.50,PLN
2022-05-02,232.16,PLN
2022-05-04,232.14,PLN
2022-05-05,232.12,PLN
2022-05-06,233.80,PLN
2022-05-09,231.55,PLN
2022-05-10,229.18,PLN
2022-05-11,227.18,PLN
2022-05-12,224.38,PLN
2022-05-13,229.90,PLN
2022-05-16,227.22,PLN
2022-05-17,229.38,PLN
2022-05-18,230.25,PLN
2022-05-19,227.74,PLN
2022-05-20,231.51,PLN
2022-05-23,232.13,PLN
2022-05-24,230.99,PLN
2022-05-25,231.48,PLN
2022-05-26,233.21,PLN
2022-05-27,235.36,PLN
2022-05-30,236.74,PLN
2022-05-31,235.53,PLN
2022-06-01,239.86,PLN
2022-06-02,238.47,PLN
2022-06-03,238.39,PLN
2022-06-06,240.56,PLN
2022-06-07,241.71,PLN
2022-06-08,245.26,PLN
2022-06-09,244.51,PLN
2022-06-10,241.13,PLN
2022-06-13,235.60,PLN
2022-06-14,234.94,PLN
2022-06-15,234.03,PLN
2022-06-17,231.44,PLN
2022-06-20,226.96,PLN
2022-06-21,232.69,PLN
2022-06-22,230.66,PLN
2022-06-23,229.09,PLN
2022-06-24,231.42,PLN
2022-06-27,231.87,PLN
2022-06-28,237.45,PLN
2022-06-29,234.89,PLN
2022-06-30,229.95,PLN
2022-07-01,228.72,PLN
2022-07-04,230.56,PLN
2022-07-05,227.92,PLN
2022-07-06,225.94,PLN
2022-07-07,229.40,PLN
2022-07-08,230.54,PLN
2022-07-11,233.06,PLN
2022-07-12,230.18,PLN
2022-07-13,229.41,PLN
2022-07-14,230.03,PLN
2022-07-15,228.88,PLN
2022-07-18,228.85,PLN
2022-07-19,231.99,PLN
2022-07-20,234.89,PLN
2022-07-21,235.93,PLN
2022-07-22,235.31,PLN
2022-07-25,234.87,PLN
2022-07-26,234.63,PLN
2022-07-27,236.18,PLN
2022-07-28,234.65,PLN
2022-07-29,234.71,PLN
2022-08-01,235.48,PLN
2022-08-02,232.25,PLN
2022-08-03,232.64,PLN
2022-08-04,232.42,PLN
2022-08-05,233.54,PLN
2022-08-08,234.91,PLN
2022-08-09,232.08,PLN
2022-08-10,233.09,PLN
2022-08-11,233.07,PLN
2022-08-12,237.13,PLN
2022-08-16,237.89,PLN
2022-08-17,240.19,PLN
2022-08-18,240.14,PLN
2022-08-19,240.06,PLN
2022-08-22,240.75,PLN
2022-08-23,239.72,PLN
2022-08-24,240.31,PLN
2022-08-25,241.41,PLN
2022-08-26,241.58,PLN
2022-08-29,239.26,PLN
2022-08-30,240.85,PLN
2022-08-31,240.29,PLN
2022-09-01,237.39,PLN
2022-09-02,237.58,PLN
2022-09-05,236.63,PLN
2022-09-06,236.50,PLN
2022-09-07,236.33,PLN
2022-09-08,240.14,PLN
2022-09-09,242.11,PLN
2022-09-12,243.97,PLN
2022-09-13,242.11,PLN
2022-09-14,240.74,PLN
