Data,Wartość dla NN (L) Japonia (A),Waluta
2009-11-23,100.00,PLN
2009-11-24,100.00,PLN
2009-11-25,100.00,PLN
2009-11-26,99.99,PLN
2009-11-27,97.37,PLN
2009-11-30,100.65,PLN
2009-12-01,102.52,PLN
2009-12-02,102.66,PLN
2009-12-03,105.75,PLN
2009-12-04,105.92,PLN
2009-12-07,106.86,PLN
2009-12-08,106.83,PLN
2009-12-09,105.94,PLN
2009-12-10,105.27,PLN
2009-12-11,106.27,PLN
2009-12-14,105.91,PLN
2009-12-15,105.87,PLN
2009-12-16,106.87,PLN
2009-12-17,106.76,PLN
2009-12-18,106.50,PLN
2009-12-21,106.39,PLN
2009-12-22,107.27,PLN
2009-12-23,107.27,PLN
2009-12-28,108.73,PLN
2009-12-29,108.93,PLN
2009-12-30,108.45,PLN
2009-12-31,108.43,PLN
2010-01-04,108.84,PLN
2010-01-05,109.03,PLN
2010-01-06,110.03,PLN
2010-01-07,109.89,PLN
2010-01-08,110.96,PLN
2010-01-11,110.81,PLN
2010-01-12,112.66,PLN
2010-01-13,111.14,PLN
2010-01-14,112.36,PLN
2010-01-15,113.01,PLN
2010-01-18,112.35,PLN
2010-01-19,112.34,PLN
2010-01-20,111.16,PLN
2010-01-21,112.16,PLN
2010-01-22,110.84,PLN
2010-01-25,110.27,PLN
2010-01-26,108.13,PLN
2010-01-27,107.29,PLN
2010-01-28,108.14,PLN
2010-01-29,106.70,PLN
2010-02-01,106.54,PLN
2010-02-02,108.19,PLN
2010-02-03,108.26,PLN
2010-02-04,107.70,PLN
2010-02-05,105.67,PLN
2010-02-08,104.63,PLN
2010-02-09,104.58,PLN
2010-02-10,104.89,PLN
2010-02-11,104.90,PLN
2010-02-12,105.74,PLN
2010-02-15,104.65,PLN
2010-02-16,104.86,PLN
2010-02-17,107.13,PLN
2010-02-18,107.10,PLN
2010-02-19,105.31,PLN
2010-02-22,107.80,PLN
2010-02-23,107.62,PLN
2010-02-24,106.17,PLN
2010-02-25,105.73,PLN
2010-02-26,106.02,PLN
2010-03-01,106.61,PLN
2010-03-02,107.00,PLN
2010-03-03,107.24,PLN
2010-03-04,106.44,PLN
2010-03-05,107.85,PLN
2010-03-08,109.72,PLN
2010-03-09,109.41,PLN
2010-03-10,109.15,PLN
2010-03-11,110.03,PLN
2010-03-12,110.68,PLN
2010-03-15,110.87,PLN
2010-03-16,110.85,PLN
2010-03-17,111.82,PLN
2010-03-18,111.22,PLN
2010-03-19,112.01,PLN
2010-03-22,111.83,PLN
2010-03-23,111.74,PLN
2010-03-24,112.36,PLN
2010-03-25,112.09,PLN
2010-03-26,113.72,PLN
2010-03-29,114.41,PLN
2010-03-30,115.66,PLN
2010-03-31,115.41,PLN
2010-04-01,115.41,PLN
2010-04-06,116.69,PLN
2010-04-07,117.19,PLN
2010-04-08,116.23,PLN
2010-04-09,116.51,PLN
2010-04-12,117.17,PLN
2010-04-13,116.47,PLN
2010-04-14,116.69,PLN
2010-04-15,117.47,PLN
2010-04-16,116.40,PLN
2010-04-19,114.74,PLN
2010-04-20,114.87,PLN
2010-04-21,116.46,PLN
2010-04-22,115.36,PLN
2010-04-23,115.27,PLN
2010-04-26,117.25,PLN
2010-04-27,117.36,PLN
2010-04-28,115.20,PLN
2010-04-29,115.19,PLN
2010-04-30,116.17,PLN
2010-05-04,116.15,PLN
2010-05-05,116.14,PLN
2010-05-06,112.64,PLN
2010-05-07,112.64,PLN
2010-05-10,111.23,PLN
2010-05-11,109.14,PLN
2010-05-12,109.14,PLN
2010-05-13,109.81,PLN
2010-05-14,110.13,PLN
2010-05-17,108.56,PLN
2010-05-18,108.02,PLN
2010-05-19,107.57,PLN
2010-05-20,106.08,PLN
2010-05-21,106.08,PLN
2010-05-24,103.93,PLN
2010-05-25,101.25,PLN
2010-05-26,101.68,PLN
2010-05-27,103.16,PLN
2010-05-28,104.04,PLN
2010-05-31,103.91,PLN
2010-06-01,104.04,PLN
2010-06-02,102.99,PLN
2010-06-04,105.12,PLN
2010-06-07,101.63,PLN
2010-06-08,101.65,PLN
2010-06-09,100.75,PLN
2010-06-10,101.53,PLN
2010-06-11,102.70,PLN
2010-06-14,103.96,PLN
2010-06-15,103.92,PLN
2010-06-16,105.10,PLN
2010-06-17,104.66,PLN
2010-06-18,104.23,PLN
2010-06-21,106.27,PLN
2010-06-22,106.26,PLN
2010-06-23,105.38,PLN
2010-06-24,103.81,PLN
2010-06-25,102.33,PLN
2010-06-28,101.66,PLN
2010-06-29,100.68,PLN
2010-06-30,100.68,PLN
2010-07-01,97.99,PLN
2010-07-02,98.37,PLN
2010-07-05,99.09,PLN
2010-07-06,100.46,PLN
2010-07-07,99.84,PLN
2010-07-08,102.09,PLN
2010-07-09,102.13,PLN
2010-07-12,101.61,PLN
2010-07-13,101.26,PLN
2010-07-14,102.59,PLN
2010-07-15,101.54,PLN
2010-07-16,99.66,PLN
2010-07-19,99.65,PLN
2010-07-20,98.57,PLN
2010-07-21,98.29,PLN
2010-07-22,97.98,PLN
2010-07-23,99.76,PLN
2010-07-26,100.33,PLN
2010-07-27,100.33,PLN
2010-07-28,102.77,PLN
2010-07-29,102.41,PLN
2010-07-30,101.50,PLN
2010-08-02,101.66,PLN
2010-08-03,102.59,PLN
2010-08-04,101.06,PLN
2010-08-05,102.37,PLN
2010-08-06,102.77,PLN
2010-08-09,102.30,PLN
2010-08-10,102.01,PLN
2010-08-11,99.81,PLN
2010-08-12,99.00,PLN
2010-08-13,99.24,PLN
2010-08-16,99.04,PLN
2010-08-17,98.79,PLN
2010-08-18,99.82,PLN
2010-08-19,100.93,PLN
2010-08-20,99.17,PLN
2010-08-23,98.60,PLN
2010-08-24,97.67,PLN
2010-08-25,96.53,PLN
2010-08-26,97.15,PLN
2010-08-27,97.86,PLN
2010-08-30,98.95,PLN
2010-08-31,96.31,PLN
2010-09-01,96.98,PLN
2010-09-02,98.00,PLN
2010-09-03,98.31,PLN
2010-09-06,99.97,PLN
2010-09-07,99.61,PLN
2010-09-08,98.01,PLN
2010-09-09,98.71,PLN
2010-09-10,99.65,PLN
2010-09-13,100.13,PLN
2010-09-14,99.72,PLN
2010-09-15,101.20,PLN
2010-09-16,100.57,PLN
2010-09-17,101.43,PLN
2010-09-20,101.42,PLN
2010-09-21,101.20,PLN
2010-09-22,100.78,PLN
2010-09-23,100.77,PLN
2010-09-24,100.04,PLN
2010-09-27,101.20,PLN
2010-09-28,101.14,PLN
2010-09-29,101.44,PLN
2010-09-30,99.43,PLN
2010-10-01,99.63,PLN
2010-10-04,98.91,PLN
2010-10-05,100.00,PLN
2010-10-06,102.57,PLN
2010-10-07,102.58,PLN
2010-10-08,101.84,PLN
2010-10-11,101.83,PLN
2010-10-12,100.23,PLN
2010-10-13,99.97,PLN
2010-10-14,101.81,PLN
2010-10-15,100.69,PLN
2010-10-18,101.03,PLN
2010-10-19,101.38,PLN
2010-10-20,100.35,PLN
2010-10-21,99.98,PLN
2010-10-22,100.49,PLN
2010-10-25,100.13,PLN
2010-10-26,99.74,PLN
2010-10-27,99.77,PLN
2010-10-28,99.50,PLN
2010-10-29,99.21,PLN
2010-11-02,98.87,PLN
2010-11-03,98.87,PLN
2010-11-04,101.24,PLN
2010-11-05,102.81,PLN
2010-11-08,102.99,PLN
2010-11-09,103.27,PLN
2010-11-10,104.73,PLN
2010-11-12,103.69,PLN
2010-11-15,104.52,PLN
2010-11-16,103.06,PLN
2010-11-17,104.09,PLN
2010-11-18,106.78,PLN
2010-11-19,106.58,PLN
2010-11-22,106.35,PLN
2010-11-23,106.34,PLN
2010-11-24,106.64,PLN
2010-11-25,106.22,PLN
2010-11-26,105.74,PLN
2010-11-29,106.63,PLN
2010-11-30,105.17,PLN
2010-12-01,107.62,PLN
2010-12-02,108.02,PLN
2010-12-03,107.30,PLN
2010-12-06,107.69,PLN
2010-12-07,107.78,PLN
2010-12-08,108.63,PLN
2010-12-09,108.42,PLN
2010-12-10,108.23,PLN
2010-12-13,108.98,PLN
2010-12-14,109.64,PLN
2010-12-15,109.45,PLN
2010-12-16,109.76,PLN
2010-12-17,109.56,PLN
2010-12-20,109.14,PLN
2010-12-21,110.05,PLN
2010-12-22,109.88,PLN
2010-12-23,109.88,PLN
2010-12-27,109.81,PLN
2010-12-28,109.75,PLN
2010-12-29,109.90,PLN
2010-12-30,108.99,PLN
2010-12-31,108.99,PLN
2011-01-03,108.97,PLN
2011-01-04,110.81,PLN
2011-01-05,111.78,PLN
2011-01-07,111.77,PLN
2011-01-10,111.75,PLN
2011-01-11,112.63,PLN
2011-01-12,113.19,PLN
2011-01-13,113.21,PLN
2011-01-14,113.27,PLN
2011-01-17,112.37,PLN
2011-01-18,113.15,PLN
2011-01-19,112.46,PLN
2011-01-20,112.69,PLN
2011-01-21,110.75,PLN
2011-01-24,111.38,PLN
2011-01-25,112.14,PLN
2011-01-26,112.02,PLN
2011-01-27,113.01,PLN
2011-01-28,110.25,PLN
2011-01-31,110.42,PLN
2011-02-01,111.43,PLN
2011-02-02,112.78,PLN
2011-02-03,113.18,PLN
2011-02-04,114.06,PLN
2011-02-07,114.30,PLN
2011-02-08,115.01,PLN
2011-02-09,114.45,PLN
2011-02-10,115.20,PLN
2011-02-11,115.19,PLN
2011-02-14,116.60,PLN
2011-02-15,116.77,PLN
2011-02-16,117.57,PLN
2011-02-17,118.05,PLN
2011-02-18,117.76,PLN
2011-02-21,118.08,PLN
2011-02-22,114.95,PLN
2011-02-23,114.61,PLN
2011-02-24,113.37,PLN
2011-02-25,114.83,PLN
2011-02-28,116.12,PLN
2011-03-01,116.02,PLN
2011-03-02,115.22,PLN
2011-03-03,116.93,PLN
2011-03-04,116.03,PLN
2011-03-07,114.39,PLN
2011-03-08,115.30,PLN
2011-03-09,115.48,PLN
2011-03-10,113.30,PLN
2011-03-11,111.06,PLN
2011-03-14,101.85,PLN
2011-03-15,99.48,PLN
2011-03-16,91.33,PLN
2011-03-17,97.00,PLN
2011-03-18,99.78,PLN
2011-03-21,99.77,PLN
2011-03-22,101.40,PLN
2011-03-23,101.14,PLN
2011-03-24,101.33,PLN
2011-03-25,100.09,PLN
2011-03-28,100.17,PLN
2011-03-29,100.50,PLN
2011-03-30,102.38,PLN
2011-03-31,101.94,PLN
2011-04-01,102.35,PLN
2011-04-04,101.28,PLN
2011-04-05,100.60,PLN
2011-04-06,100.16,PLN
2011-04-07,98.98,PLN
2011-04-08,100.50,PLN
2011-04-11,99.92,PLN
2011-04-12,98.92,PLN
2011-04-13,99.57,PLN
2011-04-14,99.72,PLN
2011-04-15,99.29,PLN
2011-04-18,98.19,PLN
2011-04-19,98.27,PLN
2011-04-20,99.64,PLN
2011-04-21,99.44,PLN
2011-04-26,99.41,PLN
2011-04-27,100.20,PLN
2011-04-28,102.14,PLN
2011-04-29,102.13,PLN
2011-05-02,102.56,PLN
2011-05-04,102.55,PLN
2011-05-05,102.54,PLN
2011-05-06,101.58,PLN
2011-05-09,101.50,PLN
2011-05-10,102.60,PLN
2011-05-11,101.55,PLN
2011-05-12,101.26,PLN
2011-05-13,100.13,PLN
2011-05-16,99.14,PLN
2011-05-17,99.61,PLN
2011-05-18,100.83,PLN
2011-05-19,99.58,PLN
2011-05-20,99.01,PLN
2011-05-23,97.69,PLN
2011-05-24,98.56,PLN
2011-05-25,98.86,PLN
2011-05-26,99.08,PLN
2011-05-27,98.71,PLN
2011-05-30,98.97,PLN
2011-05-31,101.23,PLN
2011-06-01,99.45,PLN
2011-06-02,99.45,PLN
2011-06-03,98.15,PLN
2011-06-06,97.13,PLN
2011-06-07,97.67,PLN
2011-06-08,97.38,PLN
2011-06-09,98.32,PLN
2011-06-10,97.26,PLN
2011-06-13,97.25,PLN
2011-06-14,98.86,PLN
2011-06-15,97.92,PLN
2011-06-16,96.81,PLN
2011-06-17,96.64,PLN
2011-06-20,96.92,PLN
2011-06-21,98.19,PLN
2011-06-22,98.51,PLN
2011-06-24,98.89,PLN
2011-06-27,99.06,PLN
2011-06-28,99.87,PLN
2011-06-29,101.13,PLN
2011-06-30,101.68,PLN
2011-07-01,102.54,PLN
2011-07-04,102.70,PLN
2011-07-05,102.92,PLN
2011-07-06,103.59,PLN
2011-07-07,104.33,PLN
2011-07-08,103.25,PLN
2011-07-11,101.92,PLN
2011-07-12,100.65,PLN
2011-07-13,102.10,PLN
2011-07-14,101.70,PLN
2011-07-15,102.46,PLN
2011-07-18,102.45,PLN
2011-07-19,102.55,PLN
2011-07-20,102.89,PLN
2011-07-21,103.11,PLN
2011-07-22,103.55,PLN
2011-07-25,102.87,PLN
2011-07-26,102.71,PLN
2011-07-27,101.68,PLN
2011-07-28,101.36,PLN
2011-07-29,100.67,PLN
2011-08-01,100.89,PLN
2011-08-02,99.90,PLN
2011-08-03,99.51,PLN
2011-08-04,96.81,PLN
2011-08-05,96.39,PLN
2011-08-08,91.73,PLN
2011-08-09,93.94,PLN
2011-08-10,91.65,PLN
2011-08-11,93.87,PLN
2011-08-12,93.31,PLN
2011-08-16,93.83,PLN
2011-08-17,93.64,PLN
2011-08-18,91.11,PLN
2011-08-19,89.68,PLN
2011-08-22,90.08,PLN
2011-08-23,91.31,PLN
2011-08-24,90.66,PLN
2011-08-25,90.47,PLN
2011-08-26,91.10,PLN
2011-08-29,92.42,PLN
2011-08-30,92.18,PLN
2011-08-31,93.77,PLN
2011-09-01,93.51,PLN
2011-09-02,91.64,PLN
2011-09-05,91.09,PLN
2011-09-06,90.26,PLN
2011-09-07,91.75,PLN
2011-09-08,91.36,PLN
2011-09-09,89.83,PLN
2011-09-12,89.58,PLN
2011-09-13,90.64,PLN
2011-09-14,90.42,PLN
2011-09-15,91.46,PLN
2011-09-16,92.70,PLN
2011-09-19,92.69,PLN
2011-09-20,90.74,PLN
2011-09-21,90.10,PLN
2011-09-22,88.33,PLN
2011-09-23,88.33,PLN
2011-09-26,89.12,PLN
2011-09-27,91.00,PLN
2011-09-28,90.68,PLN
2011-09-29,92.37,PLN
2011-09-30,91.07,PLN
2011-10-03,89.52,PLN
2011-10-04,90.16,PLN
2011-10-05,89.74,PLN
2011-10-06,90.42,PLN
2011-10-07,90.16,PLN
2011-10-10,90.14,PLN
2011-10-11,91.63,PLN
2011-10-12,92.05,PLN
2011-10-13,91.56,PLN
2011-10-14,91.87,PLN
2011-10-17,91.75,PLN
2011-10-18,92.38,PLN
2011-10-19,91.10,PLN
2011-10-20,90.63,PLN
2011-10-21,91.03,PLN
2011-10-24,91.60,PLN
2011-10-25,90.32,PLN
2011-10-26,91.52,PLN
2011-10-27,94.11,PLN
2011-10-28,94.21,PLN
2011-10-31,92.01,PLN
2011-11-02,90.87,PLN
2011-11-03,90.86,PLN
2011-11-04,91.83,PLN
2011-11-07,92.73,PLN
2011-11-08,91.86,PLN
2011-11-09,90.63,PLN
2011-11-10,89.90,PLN
2011-11-14,90.52,PLN
2011-11-15,90.30,PLN
2011-11-16,89.09,PLN
2011-11-17,89.19,PLN
2011-11-18,89.14,PLN
2011-11-21,87.68,PLN
2011-11-22,88.18,PLN
2011-11-23,88.18,PLN
2011-11-24,87.16,PLN
2011-11-25,86.56,PLN
2011-11-28,88.99,PLN
2011-11-29,89.48,PLN
2011-11-30,91.69,PLN
2011-12-01,91.02,PLN
2011-12-02,91.57,PLN
2011-12-05,92.08,PLN
2011-12-06,91.08,PLN
2011-12-07,92.06,PLN
2011-12-08,90.44,PLN
2011-12-09,91.67,PLN
2011-12-12,90.97,PLN
2011-12-13,90.57,PLN
2011-12-14,89.79,PLN
2011-12-15,89.28,PLN
2011-12-16,88.75,PLN
2011-12-19,87.91,PLN
2011-12-20,89.69,PLN
2011-12-21,89.36,PLN
2011-12-22,89.69,PLN
2011-12-23,89.69,PLN
2011-12-27,89.25,PLN
2011-12-28,88.49,PLN
2011-12-29,89.51,PLN
2011-12-30,89.85,PLN
2012-01-02,89.84,PLN
2012-01-03,89.83,PLN
2012-01-04,91.17,PLN
2012-01-05,90.77,PLN
2012-01-09,89.76,PLN
2012-01-10,90.22,PLN
2012-01-11,90.54,PLN
2012-01-12,89.98,PLN
2012-01-13,90.20,PLN
2012-01-16,89.56,PLN
2012-01-17,90.51,PLN
2012-01-18,91.21,PLN
2012-01-19,92.01,PLN
2012-01-20,93.08,PLN
2012-01-23,93.41,PLN
2012-01-24,93.36,PLN
2012-01-25,94.19,PLN
2012-01-26,93.92,PLN
2012-01-27,93.48,PLN
2012-01-30,92.68,PLN
2012-01-31,92.90,PLN
2012-02-01,93.36,PLN
2012-02-02,93.52,PLN
2012-02-03,94.27,PLN
2012-02-06,94.60,PLN
2012-02-07,95.26,PLN
2012-02-08,95.90,PLN
2012-02-09,96.71,PLN
2012-02-10,95.29,PLN
2012-02-13,96.28,PLN
2012-02-14,97.16,PLN
2012-02-15,98.22,PLN
2012-02-16,99.42,PLN
2012-02-17,100.17,PLN
2012-02-20,100.39,PLN
2012-02-21,100.09,PLN
2012-02-22,101.43,PLN
2012-02-23,101.29,PLN
2012-02-24,102.66,PLN
2012-02-27,101.59,PLN
2012-02-28,102.94,PLN
2012-02-29,102.71,PLN
2012-03-01,102.78,PLN
2012-03-02,102.64,PLN
2012-03-05,101.87,PLN
2012-03-06,99.90,PLN
2012-03-07,101.21,PLN
2012-03-08,103.15,PLN
2012-03-09,104.20,PLN
2012-03-12,103.42,PLN
2012-03-13,104.96,PLN
2012-03-14,105.16,PLN
2012-03-15,105.61,PLN
2012-03-16,105.96,PLN
2012-03-19,106.11,PLN
2012-03-20,106.10,PLN
2012-03-21,104.85,PLN
2012-03-22,104.44,PLN
2012-03-23,104.32,PLN
2012-03-26,105.28,PLN
2012-03-27,106.60,PLN
2012-03-28,106.81,PLN
2012-03-29,106.22,PLN
2012-03-30,106.83,PLN
2012-04-02,106.63,PLN
2012-04-03,106.11,PLN
2012-04-04,103.69,PLN
2012-04-05,103.60,PLN
2012-04-10,100.03,PLN
2012-04-11,101.22,PLN
2012-04-12,102.04,PLN
2012-04-13,101.43,PLN
2012-04-16,100.61,PLN
2012-04-17,101.73,PLN
2012-04-18,102.23,PLN
2012-04-19,101.88,PLN
2012-04-20,102.24,PLN
2012-04-23,100.85,PLN
2012-04-24,101.47,PLN
2012-04-25,101.96,PLN
2012-04-26,102.23,PLN
2012-04-27,101.33,PLN
2012-04-30,101.31,PLN
2012-05-02,99.91,PLN
2012-05-04,99.91,PLN
2012-05-07,97.74,PLN
2012-05-08,97.82,PLN
2012-05-09,96.53,PLN
2012-05-10,96.63,PLN
2012-05-11,96.34,PLN
2012-05-14,95.64,PLN
2012-05-15,95.08,PLN
2012-05-16,93.94,PLN
2012-05-17,93.51,PLN
2012-05-18,92.18,PLN
2012-05-21,92.28,PLN
2012-05-22,93.15,PLN
2012-05-23,91.60,PLN
2012-05-24,91.66,PLN
2012-05-25,91.55,PLN
2012-05-28,91.65,PLN
2012-05-29,92.40,PLN
2012-05-30,91.10,PLN
2012-05-31,91.22,PLN
2012-06-01,87.98,PLN
2012-06-04,88.38,PLN
2012-06-05,89.62,PLN
2012-06-06,91.70,PLN
2012-06-08,90.55,PLN
2012-06-11,90.57,PLN
2012-06-12,91.33,PLN
2012-06-13,91.57,PLN
2012-06-14,91.58,PLN
2012-06-15,91.65,PLN
2012-06-18,93.20,PLN
2012-06-19,92.67,PLN
2012-06-20,94.06,PLN
2012-06-21,94.40,PLN
2012-06-22,94.29,PLN
2012-06-25,92.74,PLN
2012-06-26,92.75,PLN
2012-06-27,93.70,PLN
2012-06-28,95.21,PLN
2012-06-29,96.88,PLN
2012-07-02,96.36,PLN
2012-07-03,97.42,PLN
2012-07-04,97.64,PLN
2012-07-05,97.39,PLN
2012-07-06,96.98,PLN
2012-07-09,95.87,PLN
2012-07-10,95.07,PLN
2012-07-11,95.07,PLN
2012-07-12,93.84,PLN
2012-07-13,94.54,PLN
2012-07-16,94.53,PLN
2012-07-17,93.75,PLN
2012-07-18,93.62,PLN
2012-07-19,94.60,PLN
2012-07-20,93.19,PLN
2012-07-23,91.62,PLN
2012-07-24,90.88,PLN
2012-07-25,89.94,PLN
2012-07-26,91.95,PLN
2012-07-27,93.40,PLN
2012-07-30,93.13,PLN
2012-07-31,93.19,PLN
2012-08-01,93.01,PLN
2012-08-02,92.74,PLN
2012-08-03,93.87,PLN
2012-08-06,94.17,PLN
2012-08-07,95.17,PLN
2012-08-08,94.80,PLN
2012-08-09,95.26,PLN
2012-08-10,94.58,PLN
2012-08-13,94.62,PLN
2012-08-14,94.47,PLN
2012-08-16,95.64,PLN
2012-08-17,96.43,PLN
2012-08-20,96.30,PLN
2012-08-21,96.35,PLN
2012-08-22,96.03,PLN
2012-08-23,95.74,PLN
2012-08-24,95.49,PLN
2012-08-27,95.35,PLN
2012-08-28,94.46,PLN
2012-08-29,95.06,PLN
2012-08-30,94.46,PLN
2012-08-31,93.05,PLN
2012-09-03,92.84,PLN
2012-09-04,92.66,PLN
2012-09-05,91.61,PLN
2012-09-06,93.33,PLN
2012-09-07,93.94,PLN
2012-09-10,94.04,PLN
2012-09-11,93.29,PLN
2012-09-12,94.31,PLN
2012-09-13,95.21,PLN
2012-09-14,96.84,PLN
2012-09-17,96.82,PLN
2012-09-18,96.01,PLN
2012-09-19,96.54,PLN
2012-09-20,95.49,PLN
2012-09-21,95.78,PLN
2012-09-24,95.53,PLN
2012-09-25,95.67,PLN
2012-09-26,95.04,PLN
2012-09-27,95.24,PLN
2012-09-28,94.35,PLN
2012-10-01,93.43,PLN
2012-10-02,93.28,PLN
2012-10-03,92.92,PLN
2012-10-04,93.88,PLN
2012-10-05,93.94,PLN
2012-10-08,93.92,PLN
2012-10-09,92.17,PLN
2012-10-10,91.58,PLN
2012-10-11,91.47,PLN
2012-10-12,91.80,PLN
2012-10-15,92.43,PLN
2012-10-16,93.73,PLN
2012-10-17,94.10,PLN
2012-10-18,95.59,PLN
2012-10-19,94.67,PLN
2012-10-22,95.77,PLN
2012-10-23,94.44,PLN
2012-10-24,94.73,PLN
2012-10-25,95.49,PLN
2012-10-26,94.41,PLN
2012-10-29,94.21,PLN
2012-10-30,93.40,PLN
2012-10-31,94.66,PLN
2012-11-02,95.64,PLN
2012-11-05,95.21,PLN
2012-11-06,94.75,PLN
2012-11-07,93.40,PLN
2012-11-08,92.57,PLN
2012-11-09,93.18,PLN
2012-11-12,92.26,PLN
2012-11-13,92.27,PLN
2012-11-14,92.09,PLN
2012-11-15,94.08,PLN
2012-11-16,95.76,PLN
2012-11-19,97.66,PLN
2012-11-20,96.89,PLN
2012-11-21,98.15,PLN
2012-11-22,98.16,PLN
2012-11-23,98.15,PLN
2012-11-26,98.31,PLN
2012-11-27,98.40,PLN
2012-11-28,97.52,PLN
2012-11-29,98.52,PLN
2012-11-30,99.24,PLN
2012-12-03,99.15,PLN
2012-12-04,99.04,PLN
2012-12-05,99.17,PLN
2012-12-06,99.88,PLN
2012-12-07,100.05,PLN
2012-12-10,99.82,PLN
2012-12-11,99.67,PLN
2012-12-12,100.76,PLN
2012-12-13,101.35,PLN
2012-12-14,101.44,PLN
2012-12-17,102.09,PLN
2012-12-18,104.05,PLN
2012-12-19,105.79,PLN
2012-12-20,106.55,PLN
2012-12-21,105.88,PLN
2012-12-27,107.62,PLN
2012-12-28,107.96,PLN
2013-01-02,107.93,PLN
2013-01-03,107.93,PLN
2013-01-04,112.29,PLN
2013-01-07,110.99,PLN
2013-01-08,109.49,PLN
2013-01-09,110.94,PLN
2013-01-10,112.65,PLN
2013-01-11,113.21,PLN
2013-01-14,113.20,PLN
2013-01-15,113.66,PLN
2013-01-16,111.71,PLN
2013-01-17,114.15,PLN
2013-01-18,114.32,PLN
2013-01-21,113.44,PLN
2013-01-22,112.63,PLN
2013-01-23,111.56,PLN
2013-01-24,113.95,PLN
2013-01-25,114.90,PLN
2013-01-28,114.30,PLN
2013-01-29,115.28,PLN
2013-01-30,116.48,PLN
2013-01-31,117.35,PLN
2013-02-01,118.37,PLN
2013-02-04,117.93,PLN
2013-02-05,118.89,PLN
2013-02-06,120.26,PLN
2013-02-07,120.06,PLN
2013-02-08,118.59,PLN
2013-02-11,118.57,PLN
2013-02-12,119.92,PLN
2013-02-13,118.66,PLN
2013-02-14,118.07,PLN
2013-02-15,117.57,PLN
2013-02-18,119.02,PLN
2013-02-19,119.19,PLN
2013-02-20,119.95,PLN
2013-02-21,118.73,PLN
2013-02-22,119.80,PLN
2013-02-25,116.17,PLN
2013-02-26,119.42,PLN
2013-02-27,119.23,PLN
2013-02-28,120.12,PLN
2013-03-01,121.71,PLN
2013-03-04,122.56,PLN
2013-03-05,122.76,PLN
2013-03-06,124.36,PLN
2013-03-07,124.45,PLN
2013-03-08,125.82,PLN
2013-03-11,127.17,PLN
2013-03-12,126.86,PLN
2013-03-13,126.32,PLN
2013-03-14,127.31,PLN
2013-03-15,128.48,PLN
2013-03-18,126.83,PLN
2013-03-19,127.88,PLN
2013-03-20,127.87,PLN
2013-03-21,128.38,PLN
2013-03-22,126.79,PLN
2013-03-25,126.71,PLN
2013-03-26,126.89,PLN
2013-03-27,128.02,PLN
2013-03-28,126.97,PLN
2013-04-02,123.35,PLN
2013-04-03,122.88,PLN
2013-04-04,129.72,PLN
2013-04-05,132.54,PLN
2013-04-08,135.86,PLN
2013-04-09,134.15,PLN
2013-04-10,137.30,PLN
2013-04-11,138.93,PLN
2013-04-12,138.56,PLN
2013-04-15,134.56,PLN
2013-04-17,137.15,PLN
2013-04-18,135.98,PLN
2013-04-19,138.64,PLN
2013-04-22,138.50,PLN
2013-04-23,139.60,PLN
2013-04-24,140.55,PLN
2013-04-25,141.36,PLN
2013-04-26,140.46,PLN
2013-04-29,140.44,PLN
2013-04-30,140.92,PLN
2013-05-02,140.87,PLN
2013-05-06,140.84,PLN
2013-05-07,143.09,PLN
2013-05-08,143.87,PLN
2013-05-09,144.78,PLN
2013-05-10,146.66,PLN
2013-05-13,148.90,PLN
2013-05-14,150.32,PLN
2013-05-15,151.23,PLN
2013-05-16,150.37,PLN
2013-05-17,153.26,PLN
2013-05-20,153.31,PLN
2013-05-21,153.27,PLN
2013-05-22,153.87,PLN
2013-05-23,146.23,PLN
2013-05-24,142.23,PLN
2013-05-27,140.31,PLN
2013-05-28,143.69,PLN
2013-05-29,141.10,PLN
2013-05-31,135.90,PLN
2013-06-03,133.80,PLN
2013-06-04,137.62,PLN
2013-06-05,132.27,PLN
2013-06-06,128.77,PLN
2013-06-07,132.20,PLN
2013-06-10,136.34,PLN
2013-06-11,131.76,PLN
2013-06-12,131.76,PLN
2013-06-13,129.83,PLN
2013-06-14,128.37,PLN
2013-06-17,131.90,PLN
2013-06-18,133.63,PLN
2013-06-19,134.74,PLN
2013-06-20,131.34,PLN
2013-06-21,134.81,PLN
2013-06-24,132.62,PLN
2013-06-25,132.92,PLN
2013-06-26,131.93,PLN
2013-06-27,135.80,PLN
2013-06-28,137.91,PLN
2013-07-01,139.87,PLN
2013-07-02,142.28,PLN
2013-07-03,142.81,PLN
2013-07-04,142.25,PLN
2013-07-05,144.71,PLN
2013-07-08,144.34,PLN
2013-07-09,145.63,PLN
2013-07-10,145.08,PLN
2013-07-11,145.24,PLN
2013-07-12,146.11,PLN
2013-07-15,146.08,PLN
2013-07-16,146.73,PLN
2013-07-17,147.40,PLN
2013-07-18,149.41,PLN
2013-07-19,148.63,PLN
2013-07-22,147.65,PLN
2013-07-23,148.24,PLN
2013-07-24,147.98,PLN
2013-07-25,144.81,PLN
2013-07-26,140.28,PLN
2013-07-29,137.18,PLN
2013-07-30,138.45,PLN
2013-07-31,138.30,PLN
2013-08-01,143.28,PLN
2013-08-02,145.45,PLN
2013-08-05,144.43,PLN
2013-08-06,143.78,PLN
2013-08-07,140.14,PLN
2013-08-08,138.84,PLN
