Data,Wartość dla NN (L) Konserwatywny Plus (A),Waluta
2015-12-23,112.72,PLN
2015-12-28,112.73,PLN
2015-12-29,112.87,PLN
2015-12-30,113.14,PLN
2016-01-04,113.10,PLN
2016-01-05,113.29,PLN
2016-01-07,113.32,PLN
2016-01-08,113.38,PLN
2016-01-11,113.39,PLN
2016-01-12,113.41,PLN
2016-01-13,113.41,PLN
2016-01-14,113.39,PLN
2016-01-15,113.32,PLN
2016-01-18,113.24,PLN
2016-01-19,113.29,PLN
2016-01-20,113.26,PLN
2016-01-21,113.27,PLN
2016-01-22,113.28,PLN
2016-01-25,113.28,PLN
2016-01-26,113.29,PLN
2016-01-27,113.30,PLN
2016-01-28,113.31,PLN
2016-01-29,113.30,PLN
2016-02-01,113.34,PLN
2016-02-02,113.35,PLN
2016-02-03,113.34,PLN
2016-02-04,113.35,PLN
2016-02-05,113.34,PLN
2016-02-08,113.34,PLN
2016-02-09,113.33,PLN
2016-02-10,113.34,PLN
2016-02-11,113.30,PLN
2016-02-12,113.31,PLN
2016-02-15,113.34,PLN
2016-02-16,113.35,PLN
2016-02-17,113.36,PLN
2016-02-18,113.39,PLN
2016-02-19,113.39,PLN
2016-02-22,113.40,PLN
2016-02-23,113.41,PLN
2016-02-24,113.44,PLN
2016-02-25,113.47,PLN
2016-02-26,113.46,PLN
2016-02-29,113.46,PLN
2016-03-01,113.46,PLN
2016-03-02,113.46,PLN
2016-03-03,113.45,PLN
2016-03-04,113.47,PLN
2016-03-07,113.49,PLN
2016-03-08,113.51,PLN
2016-03-09,113.51,PLN
2016-03-10,113.50,PLN
2016-03-11,113.50,PLN
2016-03-14,113.53,PLN
2016-03-15,113.51,PLN
2016-03-16,113.50,PLN
2016-03-17,113.49,PLN
2016-03-18,113.51,PLN
2016-03-21,113.51,PLN
2016-03-22,113.50,PLN
2016-03-23,113.50,PLN
2016-03-24,113.52,PLN
2016-03-29,113.55,PLN
2016-03-30,113.54,PLN
2016-03-31,113.58,PLN
2016-04-01,113.53,PLN
2016-04-04,113.54,PLN
2016-04-05,113.53,PLN
2016-04-06,113.52,PLN
2016-04-07,113.50,PLN
2016-04-08,113.49,PLN
2016-04-11,113.51,PLN
2016-04-12,113.51,PLN
2016-04-13,113.52,PLN
2016-04-14,113.51,PLN
2016-04-15,113.50,PLN
2016-04-18,113.52,PLN
2016-04-19,113.52,PLN
2016-04-20,113.52,PLN
2016-04-21,113.52,PLN
2016-04-22,113.53,PLN
2016-04-25,113.53,PLN
2016-04-26,113.54,PLN
2016-04-27,113.54,PLN
2016-04-28,113.53,PLN
2016-04-29,113.52,PLN
2016-05-02,113.55,PLN
2016-05-04,113.53,PLN
2016-05-05,113.53,PLN
2016-05-06,113.53,PLN
2016-05-09,113.53,PLN
2016-05-10,113.50,PLN
2016-05-11,113.52,PLN
2016-05-12,113.54,PLN
2016-05-13,113.53,PLN
2016-05-16,113.55,PLN
2016-05-17,113.55,PLN
2016-05-18,113.54,PLN
2016-05-19,113.66,PLN
2016-05-20,113.52,PLN
2016-05-23,113.52,PLN
2016-05-24,113.54,PLN
2016-05-25,113.53,PLN
2016-05-27,113.55,PLN
2016-05-30,113.55,PLN
2016-05-31,113.56,PLN
2016-06-01,113.55,PLN
2016-06-02,113.54,PLN
2016-06-03,113.52,PLN
2016-06-06,113.56,PLN
2016-06-07,113.53,PLN
2016-06-08,113.54,PLN
2016-06-09,113.51,PLN
2016-06-10,113.52,PLN
2016-06-13,113.48,PLN
2016-06-14,113.56,PLN
2016-06-15,113.49,PLN
2016-06-16,113.46,PLN
2016-06-17,113.48,PLN
2016-06-20,113.52,PLN
2016-06-21,113.51,PLN
2016-06-22,113.52,PLN
2016-06-23,113.52,PLN
2016-06-24,113.45,PLN
2016-06-27,113.53,PLN
2016-06-28,113.55,PLN
2016-06-29,113.56,PLN
2016-06-30,113.64,PLN
2016-07-01,113.55,PLN
2016-07-04,113.55,PLN
2016-07-05,113.56,PLN
2016-07-06,113.56,PLN
2016-07-07,113.56,PLN
2016-07-08,113.56,PLN
2016-07-11,113.59,PLN
2016-07-12,113.58,PLN
2016-07-13,113.59,PLN
2016-07-14,113.59,PLN
2016-07-15,113.59,PLN
2016-07-18,113.61,PLN
2016-07-19,113.63,PLN
2016-07-20,113.62,PLN
2016-07-21,113.65,PLN
2016-07-22,113.66,PLN
2016-07-25,113.68,PLN
2016-07-26,113.65,PLN
2016-07-27,113.69,PLN
2016-07-28,113.68,PLN
2016-07-29,113.68,PLN
2016-08-01,113.65,PLN
2016-08-02,113.72,PLN
2016-08-03,113.73,PLN
2016-08-04,113.69,PLN
2016-08-05,113.72,PLN
2016-08-08,113.73,PLN
2016-08-09,113.73,PLN
2016-08-10,113.75,PLN
2016-08-11,113.75,PLN
2016-08-12,113.77,PLN
2016-08-16,113.79,PLN
2016-08-17,113.79,PLN
2016-08-18,113.78,PLN
2016-08-19,113.83,PLN
2016-08-22,113.85,PLN
2016-08-23,113.84,PLN
2016-08-24,113.84,PLN
2016-08-25,113.83,PLN
2016-08-26,113.80,PLN
2016-08-29,113.81,PLN
2016-08-30,113.80,PLN
2016-08-31,113.80,PLN
2016-09-01,113.79,PLN
2016-09-02,113.81,PLN
2016-09-05,113.82,PLN
2016-09-06,113.84,PLN
2016-09-07,113.86,PLN
2016-09-08,113.85,PLN
2016-09-09,113.82,PLN
2016-09-12,113.86,PLN
2016-09-13,113.86,PLN
2016-09-14,113.87,PLN
2016-09-15,113.85,PLN
2016-09-16,113.87,PLN
2016-09-19,113.89,PLN
2016-09-20,113.88,PLN
2016-09-21,113.88,PLN
2016-09-22,113.89,PLN
2016-09-23,113.91,PLN
2016-09-26,113.90,PLN
2016-09-27,113.89,PLN
2016-09-28,113.88,PLN
2016-09-29,113.89,PLN
2016-09-30,113.88,PLN
2016-10-03,113.89,PLN
2016-10-04,113.89,PLN
2016-10-05,113.89,PLN
2016-10-06,113.90,PLN
2016-10-07,113.88,PLN
2016-10-10,113.91,PLN
2016-10-11,113.91,PLN
2016-10-12,113.91,PLN
2016-10-13,113.91,PLN
2016-10-14,113.92,PLN
2016-10-17,113.94,PLN
2016-10-18,113.94,PLN
2016-10-19,113.91,PLN
2016-10-20,113.94,PLN
2016-10-21,113.92,PLN
2016-10-24,113.94,PLN
2016-10-25,113.91,PLN
2016-10-26,113.91,PLN
2016-10-27,113.90,PLN
2016-10-28,113.90,PLN
2016-10-31,113.91,PLN
2016-11-02,113.92,PLN
2016-11-03,113.88,PLN
2016-11-04,113.88,PLN
2016-11-07,113.89,PLN
2016-11-08,113.88,PLN
2016-11-09,113.89,PLN
2016-11-10,113.86,PLN
2016-11-14,113.88,PLN
2016-11-15,113.91,PLN
2016-11-16,113.91,PLN
2016-11-17,113.92,PLN
2016-11-18,113.88,PLN
2016-11-21,113.89,PLN
2016-11-22,113.89,PLN
2016-11-23,113.85,PLN
2016-11-24,113.86,PLN
2016-11-25,113.90,PLN
2016-11-28,113.91,PLN
2016-11-29,113.90,PLN
2016-11-30,113.93,PLN
2016-12-01,113.92,PLN
2016-12-02,113.89,PLN
2016-12-05,113.91,PLN
2016-12-06,113.91,PLN
2016-12-07,113.93,PLN
2016-12-08,113.91,PLN
2016-12-09,113.94,PLN
2016-12-12,113.96,PLN
2016-12-13,113.98,PLN
2016-12-14,114.00,PLN
2016-12-15,113.97,PLN
2016-12-16,114.01,PLN
2016-12-19,114.02,PLN
2016-12-20,114.03,PLN
2016-12-21,114.05,PLN
2016-12-22,114.06,PLN
2016-12-23,114.07,PLN
2016-12-27,114.09,PLN
2016-12-28,114.10,PLN
2016-12-29,114.10,PLN
2016-12-30,114.11,PLN
2017-01-02,114.08,PLN
2017-01-03,114.07,PLN
2017-01-04,114.08,PLN
2017-01-05,114.11,PLN
2017-01-09,114.14,PLN
2017-01-10,114.17,PLN
2017-01-11,114.17,PLN
2017-01-12,114.16,PLN
2017-01-13,114.16,PLN
2017-01-16,114.19,PLN
2017-01-17,114.21,PLN
2017-01-18,114.20,PLN
2017-01-19,114.20,PLN
2017-01-20,114.20,PLN
2017-01-23,114.26,PLN
2017-01-24,114.26,PLN
2017-01-25,114.28,PLN
2017-01-26,114.27,PLN
2017-01-27,114.29,PLN
2017-01-30,114.31,PLN
2017-01-31,114.33,PLN
2017-02-01,114.33,PLN
2017-02-02,114.34,PLN
2017-02-03,114.35,PLN
2017-02-06,114.36,PLN
2017-02-07,114.36,PLN
2017-02-08,114.36,PLN
2017-02-09,114.37,PLN
2017-02-10,114.35,PLN
2017-02-13,114.35,PLN
2017-02-14,114.37,PLN
2017-02-15,114.37,PLN
2017-02-16,114.37,PLN
2017-02-17,114.39,PLN
2017-02-20,114.38,PLN
2017-02-21,114.38,PLN
2017-02-22,114.38,PLN
2017-02-23,114.39,PLN
2017-02-24,114.39,PLN
2017-02-27,114.42,PLN
2017-02-28,114.43,PLN
2017-03-01,114.43,PLN
2017-03-02,114.45,PLN
2017-03-03,114.40,PLN
2017-03-06,114.43,PLN
2017-03-07,114.43,PLN
2017-03-08,114.43,PLN
2017-03-09,114.43,PLN
2017-03-10,114.44,PLN
2017-03-13,114.47,PLN
2017-03-14,114.45,PLN
2017-03-15,114.45,PLN
2017-03-16,114.47,PLN
2017-03-17,114.48,PLN
2017-03-20,114.46,PLN
2017-03-21,114.51,PLN
2017-03-22,114.49,PLN
2017-03-23,114.52,PLN
2017-03-24,114.53,PLN
2017-03-27,114.53,PLN
2017-03-28,114.55,PLN
2017-03-29,114.55,PLN
2017-03-30,114.56,PLN
2017-03-31,114.55,PLN
2017-04-03,114.57,PLN
2017-04-04,114.57,PLN
2017-04-05,114.58,PLN
2017-04-06,114.58,PLN
2017-04-07,114.58,PLN
2017-04-10,114.60,PLN
2017-04-11,114.60,PLN
2017-04-12,114.59,PLN
2017-04-13,114.60,PLN
2017-04-18,114.63,PLN
2017-04-19,114.62,PLN
2017-04-20,114.63,PLN
2017-04-21,114.64,PLN
2017-04-24,114.66,PLN
2017-04-25,114.66,PLN
2017-04-26,114.66,PLN
2017-04-27,114.66,PLN
2017-04-28,114.66,PLN
2017-05-02,114.68,PLN
2017-05-04,114.69,PLN
2017-05-05,114.69,PLN
2017-05-08,114.69,PLN
2017-05-09,114.67,PLN
2017-05-10,114.68,PLN
2017-05-11,114.69,PLN
2017-05-12,114.69,PLN
2017-05-15,114.73,PLN
2017-05-16,114.76,PLN
2017-05-17,114.79,PLN
2017-05-18,114.81,PLN
2017-05-19,114.79,PLN
2017-05-22,114.81,PLN
2017-05-23,114.81,PLN
2017-05-24,114.82,PLN
2017-05-25,114.81,PLN
2017-05-26,114.81,PLN
2017-05-29,114.85,PLN
2017-05-30,114.82,PLN
2017-05-31,114.84,PLN
2017-06-01,114.84,PLN
2017-06-02,114.85,PLN
2017-06-05,114.85,PLN
2017-06-06,114.85,PLN
2017-06-07,114.86,PLN
2017-06-08,114.86,PLN
2017-06-09,114.87,PLN
2017-06-12,114.88,PLN
2017-06-13,114.89,PLN
2017-06-14,114.90,PLN
2017-06-16,114.90,PLN
2017-06-19,114.89,PLN
2017-06-20,114.90,PLN
2017-06-21,114.90,PLN
2017-06-22,114.90,PLN
2017-06-23,114.92,PLN
2017-06-26,114.93,PLN
2017-06-27,114.94,PLN
2017-06-28,114.95,PLN
2017-06-29,114.95,PLN
2017-06-30,114.99,PLN
2017-07-03,115.02,PLN
2017-07-04,115.03,PLN
2017-07-05,115.03,PLN
2017-07-06,115.04,PLN
2017-07-07,115.05,PLN
2017-07-10,115.07,PLN
2017-07-11,115.06,PLN
2017-07-12,115.08,PLN
2017-07-13,115.08,PLN
2017-07-14,115.09,PLN
2017-07-17,115.09,PLN
2017-07-18,115.09,PLN
2017-07-19,115.09,PLN
2017-07-20,115.08,PLN
2017-07-21,115.08,PLN
2017-07-24,115.11,PLN
2017-07-25,115.11,PLN
2017-07-26,115.11,PLN
2017-07-27,115.13,PLN
2017-07-28,115.12,PLN
2017-07-31,115.16,PLN
2017-08-01,115.15,PLN
2017-08-02,115.15,PLN
2017-08-03,115.15,PLN
2017-08-04,115.14,PLN
2017-08-07,115.17,PLN
2017-08-08,115.17,PLN
2017-08-09,115.17,PLN
2017-08-10,115.17,PLN
2017-08-11,115.15,PLN
2017-08-14,115.17,PLN
2017-08-16,115.17,PLN
2017-08-17,115.20,PLN
2017-08-18,115.23,PLN
2017-08-21,115.23,PLN
2017-08-22,115.23,PLN
2017-08-23,115.26,PLN
2017-08-24,115.28,PLN
2017-08-25,115.27,PLN
2017-08-28,115.28,PLN
2017-08-29,115.30,PLN
2017-08-30,115.30,PLN
2017-08-31,115.27,PLN
2017-09-01,115.31,PLN
2017-09-04,115.32,PLN
2017-09-05,115.34,PLN
2017-09-06,115.36,PLN
2017-09-07,115.36,PLN
2017-09-08,115.35,PLN
2017-09-11,115.38,PLN
2017-09-12,115.36,PLN
2017-09-13,115.37,PLN
2017-09-14,115.36,PLN
2017-09-15,115.35,PLN
2017-09-18,115.38,PLN
2017-09-19,115.36,PLN
2017-09-20,115.37,PLN
2017-09-21,115.37,PLN
2017-09-22,115.39,PLN
2017-09-25,115.39,PLN
2017-09-26,115.40,PLN
2017-09-27,115.45,PLN
2017-09-28,115.45,PLN
2017-09-29,115.44,PLN
2017-10-02,115.44,PLN
2017-10-03,115.46,PLN
2017-10-04,115.47,PLN
2017-10-05,115.48,PLN
2017-10-06,115.47,PLN
2017-10-09,115.50,PLN
2017-10-10,115.49,PLN
2017-10-11,115.50,PLN
2017-10-12,115.51,PLN
2017-10-13,115.52,PLN
2017-10-16,115.54,PLN
2017-10-17,115.55,PLN
2017-10-18,115.54,PLN
2017-10-19,115.55,PLN
2017-10-20,115.56,PLN
2017-10-23,115.56,PLN
2017-10-24,115.59,PLN
2017-10-25,115.63,PLN
2017-10-26,115.66,PLN
2017-10-27,115.70,PLN
2017-10-30,115.74,PLN
2017-10-31,115.74,PLN
2017-11-02,115.69,PLN
2017-11-03,115.67,PLN
2017-11-06,115.68,PLN
2017-11-07,115.72,PLN
2017-11-08,115.74,PLN
2017-11-09,115.77,PLN
2017-11-10,115.77,PLN
2017-11-13,115.76,PLN
2017-11-14,115.79,PLN
2017-11-15,115.78,PLN
2017-11-16,115.79,PLN
2017-11-17,115.75,PLN
2017-11-20,115.73,PLN
2017-11-21,115.78,PLN
2017-11-22,115.79,PLN
2017-11-23,115.81,PLN
2017-11-24,115.82,PLN
2017-11-27,115.81,PLN
2017-11-28,115.82,PLN
2017-11-29,115.81,PLN
2017-11-30,115.80,PLN
2017-12-01,115.80,PLN
2017-12-04,115.80,PLN
2017-12-05,115.83,PLN
2017-12-06,115.84,PLN
2017-12-07,115.83,PLN
2017-12-08,115.83,PLN
2017-12-11,115.84,PLN
2017-12-12,115.82,PLN
2017-12-13,115.84,PLN
2017-12-14,115.84,PLN
2017-12-15,115.82,PLN
2017-12-18,115.83,PLN
2017-12-19,115.76,PLN
2017-12-20,115.76,PLN
2017-12-21,115.81,PLN
2017-12-22,115.80,PLN
2017-12-27,115.83,PLN
2017-12-28,115.83,PLN
2017-12-29,115.81,PLN
2018-01-03,115.87,PLN
2018-01-04,115.89,PLN
2018-01-05,115.93,PLN
2018-01-08,115.92,PLN
2018-01-09,115.92,PLN
2018-01-10,115.92,PLN
2018-01-11,115.90,PLN
2018-01-12,115.90,PLN
2018-01-15,115.92,PLN
2018-01-16,115.93,PLN
2018-01-17,115.93,PLN
2018-01-18,115.93,PLN
2018-01-19,115.93,PLN
2018-01-22,115.96,PLN
2018-01-23,116.00,PLN
2018-01-24,116.01,PLN
2018-01-25,116.04,PLN
2018-01-26,116.06,PLN
2018-01-29,116.07,PLN
2018-01-30,116.07,PLN
2018-01-31,116.06,PLN
2018-02-01,116.08,PLN
2018-02-02,116.08,PLN
2018-02-05,116.09,PLN
2018-02-06,116.08,PLN
2018-02-07,116.08,PLN
2018-02-08,116.06,PLN
2018-02-09,116.10,PLN
2018-02-12,116.11,PLN
2018-02-13,116.14,PLN
2018-02-14,116.16,PLN
2018-02-15,116.17,PLN
2018-02-16,116.19,PLN
2018-02-19,116.17,PLN
2018-02-20,116.19,PLN
2018-02-21,116.20,PLN
2018-02-22,116.19,PLN
2018-02-23,116.22,PLN
2018-02-26,116.20,PLN
2018-02-27,116.22,PLN
2018-02-28,116.22,PLN
2018-03-01,116.23,PLN
2018-03-02,116.23,PLN
2018-03-05,116.26,PLN
2018-03-06,116.25,PLN
2018-03-07,116.26,PLN
2018-03-08,116.25,PLN
2018-03-09,116.25,PLN
2018-03-12,116.26,PLN
2018-03-13,116.28,PLN
2018-03-14,116.28,PLN
2018-03-15,116.29,PLN
2018-03-16,116.29,PLN
2018-03-19,116.26,PLN
2018-03-20,116.28,PLN
2018-03-21,116.27,PLN
2018-03-22,116.28,PLN
2018-03-23,116.31,PLN
2018-03-26,116.34,PLN
2018-03-27,116.32,PLN
2018-03-28,116.36,PLN
2018-03-29,116.35,PLN
2018-04-03,116.41,PLN
2018-04-04,116.41,PLN
2018-04-05,116.39,PLN
2018-04-06,116.40,PLN
2018-04-09,116.41,PLN
2018-04-10,116.42,PLN
2018-04-11,116.41,PLN
2018-04-12,116.42,PLN
2018-04-13,116.38,PLN
2018-04-16,116.39,PLN
2018-04-17,116.36,PLN
2018-04-18,116.40,PLN
2018-04-19,116.42,PLN
2018-04-20,116.42,PLN
2018-04-23,116.42,PLN
2018-04-24,116.42,PLN
2018-04-25,116.41,PLN
2018-04-26,116.45,PLN
2018-04-27,116.44,PLN
2018-04-30,116.45,PLN
2018-05-02,116.41,PLN
2018-05-04,116.44,PLN
2018-05-07,116.45,PLN
2018-05-08,116.43,PLN
2018-05-09,116.38,PLN
2018-05-10,116.41,PLN
2018-05-11,116.43,PLN
2018-05-14,116.42,PLN
2018-05-15,116.40,PLN
2018-05-16,116.41,PLN
2018-05-17,116.41,PLN
2018-05-18,116.40,PLN
2018-05-21,116.51,PLN
2018-05-22,116.43,PLN
2018-05-23,116.42,PLN
2018-05-24,116.44,PLN
2018-05-25,116.44,PLN
2018-05-28,116.45,PLN
2018-05-29,116.42,PLN
2018-05-30,116.44,PLN
2018-06-01,116.45,PLN
2018-06-04,116.48,PLN
2018-06-05,116.46,PLN
2018-06-06,116.48,PLN
2018-06-07,116.47,PLN
2018-06-08,116.48,PLN
2018-06-11,116.48,PLN
2018-06-12,116.49,PLN
2018-06-13,116.50,PLN
2018-06-14,116.52,PLN
2018-06-15,116.51,PLN
2018-06-18,116.51,PLN
2018-06-19,116.48,PLN
2018-06-20,116.50,PLN
2018-06-21,116.53,PLN
2018-06-22,116.53,PLN
2018-06-25,116.55,PLN
2018-06-26,116.43,PLN
2018-06-27,116.54,PLN
2018-06-28,116.52,PLN
2018-06-29,116.58,PLN
2018-07-02,116.56,PLN
2018-07-03,116.54,PLN
2018-07-04,116.55,PLN
2018-07-05,116.57,PLN
2018-07-06,116.58,PLN
2018-07-09,116.59,PLN
2018-07-10,116.56,PLN
2018-07-11,116.59,PLN
2018-07-12,116.61,PLN
2018-07-13,116.60,PLN
2018-07-16,116.61,PLN
2018-07-17,116.61,PLN
2018-07-18,116.61,PLN
2018-07-19,116.61,PLN
2018-07-20,116.62,PLN
2018-07-23,116.64,PLN
2018-07-24,116.64,PLN
2018-07-25,116.64,PLN
2018-07-26,116.65,PLN
2018-07-27,116.65,PLN
2018-07-30,116.64,PLN
2018-07-31,116.65,PLN
2018-08-01,116.63,PLN
2018-08-02,116.67,PLN
2018-08-03,116.68,PLN
2018-08-06,116.68,PLN
2018-08-07,116.67,PLN
2018-08-08,116.68,PLN
2018-08-09,116.68,PLN
2018-08-10,116.68,PLN
2018-08-13,116.68,PLN
2018-08-14,116.67,PLN
2018-08-16,116.69,PLN
2018-08-17,116.69,PLN
2018-08-20,116.71,PLN
2018-08-21,116.69,PLN
2018-08-22,116.70,PLN
2018-08-23,116.71,PLN
2018-08-24,116.69,PLN
2018-08-27,116.72,PLN
2018-08-28,116.69,PLN
2018-08-29,116.74,PLN
2018-08-30,116.72,PLN
2018-08-31,116.69,PLN
2018-09-03,116.70,PLN
2018-09-04,116.70,PLN
2018-09-05,116.69,PLN
2018-09-06,116.68,PLN
2018-09-07,116.67,PLN
2018-09-10,116.65,PLN
2018-09-11,116.67,PLN
2018-09-12,116.70,PLN
2018-09-13,116.70,PLN
2018-09-14,116.69,PLN
2018-09-17,116.70,PLN
2018-09-18,116.71,PLN
2018-09-19,116.75,PLN
2018-09-20,116.76,PLN
2018-09-21,116.76,PLN
2018-09-24,116.75,PLN
2018-09-25,116.74,PLN
2018-09-26,116.77,PLN
2018-09-27,116.74,PLN
2018-09-28,116.78,PLN
2018-10-01,116.78,PLN
2018-10-02,116.77,PLN
2018-10-03,116.76,PLN
2018-10-04,116.76,PLN
2018-10-05,116.76,PLN
2018-10-08,116.77,PLN
2018-10-09,116.77,PLN
2018-10-10,116.77,PLN
2018-10-11,116.76,PLN
2018-10-12,116.79,PLN
2018-10-15,116.81,PLN
2018-10-16,116.81,PLN
2018-10-17,116.81,PLN
2018-10-18,116.75,PLN
2018-10-19,116.81,PLN
2018-10-22,116.83,PLN
2018-10-23,116.85,PLN
2018-10-24,116.85,PLN
2018-10-25,116.83,PLN
2018-10-26,116.88,PLN
2018-10-29,116.86,PLN
2018-10-30,116.86,PLN
2018-10-31,116.85,PLN
2018-11-02,116.84,PLN
2018-11-05,116.86,PLN
2018-11-06,116.87,PLN
2018-11-07,116.87,PLN
2018-11-08,116.87,PLN
2018-11-09,116.88,PLN
2018-11-13,116.88,PLN
2018-11-14,116.82,PLN
2018-11-15,116.83,PLN
2018-11-16,116.82,PLN
2018-11-19,116.84,PLN
2018-11-20,116.85,PLN
2018-11-21,116.85,PLN
2018-11-22,116.83,PLN
2018-11-23,116.85,PLN
2018-11-26,116.86,PLN
2018-11-27,116.89,PLN
2018-11-28,116.98,PLN
2018-11-29,116.97,PLN
2018-11-30,116.99,PLN
2018-12-03,117.00,PLN
2018-12-04,117.00,PLN
2018-12-05,116.99,PLN
2018-12-06,117.01,PLN
2018-12-07,117.00,PLN
2018-12-10,117.02,PLN
2018-12-11,117.06,PLN
2018-12-12,117.10,PLN
2018-12-13,117.18,PLN
2018-12-14,117.18,PLN
2018-12-17,117.21,PLN
2018-12-18,117.21,PLN
2018-12-19,117.21,PLN
2018-12-20,117.25,PLN
2018-12-21,117.27,PLN
2018-12-27,117.26,PLN
2018-12-28,117.27,PLN
2019-01-02,117.30,PLN
2019-01-03,117.19,PLN
2019-01-04,117.20,PLN
2019-01-07,117.21,PLN
2019-01-08,117.22,PLN
2019-01-09,117.18,PLN
2019-01-10,117.19,PLN
2019-01-11,117.24,PLN
2019-01-14,117.25,PLN
2019-01-15,117.21,PLN
2019-01-16,117.22,PLN
2019-01-17,117.22,PLN
2019-01-18,117.22,PLN
2019-01-21,117.23,PLN
2019-01-22,117.22,PLN
2019-01-23,117.22,PLN
2019-01-24,117.22,PLN
2019-01-25,117.24,PLN
2019-01-28,117.26,PLN
2019-01-29,117.25,PLN
2019-01-30,117.24,PLN
2019-01-31,117.24,PLN
2019-02-01,117.24,PLN
2019-02-04,117.23,PLN
2019-02-05,117.23,PLN
2019-02-06,117.23,PLN
2019-02-07,117.23,PLN
2019-02-08,117.23,PLN
2019-02-11,117.23,PLN
2019-02-12,117.23,PLN
2019-02-13,117.22,PLN
2019-02-14,117.23,PLN
2019-02-15,117.22,PLN
2019-02-18,117.23,PLN
2019-02-19,117.23,PLN
2019-02-20,117.24,PLN
2019-02-21,117.21,PLN
2019-02-22,117.20,PLN
2019-02-25,117.15,PLN
2019-02-26,117.14,PLN
2019-02-27,117.13,PLN
2019-02-28,117.11,PLN
2019-03-01,117.09,PLN
2019-03-04,117.11,PLN
2019-03-05,117.11,PLN
2019-03-06,117.12,PLN
2019-03-07,117.14,PLN
2019-03-08,117.15,PLN
2019-03-11,117.17,PLN
2019-03-12,117.15,PLN
2019-03-13,117.15,PLN
2019-03-14,117.16,PLN
2019-03-15,117.17,PLN
2019-03-18,117.18,PLN
2019-03-19,117.15,PLN
2019-03-20,117.14,PLN
2019-03-21,117.15,PLN
2019-03-22,117.14,PLN
2019-03-25,117.11,PLN
2019-03-26,117.09,PLN
2019-03-27,117.11,PLN
2019-03-28,117.11,PLN
2019-03-29,117.10,PLN
2019-04-01,117.09,PLN
2019-04-02,117.14,PLN
2019-04-03,117.15,PLN
2019-04-04,117.15,PLN
2019-04-05,117.15,PLN
2019-04-08,117.17,PLN
2019-04-09,117.19,PLN
2019-04-10,117.20,PLN
2019-04-11,117.21,PLN
2019-04-12,117.20,PLN
2019-04-15,117.25,PLN
2019-04-16,117.27,PLN
2019-04-17,117.30,PLN
2019-04-18,117.30,PLN
2019-04-23,117.28,PLN
2019-04-24,117.32,PLN
2019-04-25,117.30,PLN
2019-04-26,117.30,PLN
2019-04-29,117.27,PLN
2019-04-30,117.19,PLN
2019-05-02,117.19,PLN
2019-05-06,117.21,PLN
2019-05-07,117.23,PLN
2019-05-08,117.23,PLN
2019-05-09,117.24,PLN
2019-05-10,117.22,PLN
2019-05-13,117.24,PLN
2019-05-14,117.23,PLN
2019-05-15,117.23,PLN
2019-05-16,117.24,PLN
2019-05-17,117.24,PLN
2019-05-20,117.25,PLN
2019-05-21,117.25,PLN
2019-05-22,117.26,PLN
2019-05-23,117.26,PLN
2019-05-24,117.27,PLN
2019-05-27,117.28,PLN
2019-05-28,117.29,PLN
2019-05-29,117.31,PLN
2019-05-30,117.33,PLN
2019-05-31,117.34,PLN
2019-06-03,117.34,PLN
2019-06-04,117.34,PLN
2019-06-05,117.35,PLN
2019-06-06,117.38,PLN
2019-06-07,117.39,PLN
2019-06-10,117.41,PLN
2019-06-11,117.41,PLN
2019-06-12,117.41,PLN
2019-06-13,117.41,PLN
2019-06-14,117.44,PLN
2019-06-17,117.45,PLN
2019-06-18,117.48,PLN
2019-06-19,117.50,PLN
2019-06-21,117.52,PLN
2019-06-24,117.54,PLN
2019-06-25,117.54,PLN
2019-06-26,117.55,PLN
2019-06-27,117.56,PLN
2019-06-28,117.55,PLN
2019-07-01,117.62,PLN
2019-07-02,117.62,PLN
2019-07-03,117.57,PLN
2019-07-04,117.58,PLN
2019-07-05,117.60,PLN
2019-07-08,117.63,PLN
2019-07-09,117.62,PLN
2019-07-10,117.68,PLN
2019-07-11,117.67,PLN
2019-07-12,117.64,PLN
2019-07-15,117.66,PLN
2019-07-16,117.66,PLN
2019-07-17,117.68,PLN
2019-07-18,117.67,PLN
2019-07-19,117.68,PLN
2019-07-22,117.69,PLN
2019-07-23,117.70,PLN
2019-07-24,117.73,PLN
2019-07-25,117.76,PLN
2019-07-26,117.76,PLN
2019-07-29,117.79,PLN
2019-07-30,117.80,PLN
2019-07-31,117.79,PLN
2019-08-01,117.84,PLN
2019-08-02,117.84,PLN
2019-08-05,117.86,PLN
2019-08-06,117.85,PLN
2019-08-07,117.84,PLN
2019-08-08,117.84,PLN
2019-08-09,117.83,PLN
2019-08-12,117.85,PLN
2019-08-13,117.79,PLN
2019-08-14,117.81,PLN
2019-08-16,117.83,PLN
2019-08-19,117.76,PLN
2019-08-20,117.78,PLN
2019-08-21,117.75,PLN
2019-08-22,117.78,PLN
2019-08-23,117.76,PLN
2019-08-26,117.81,PLN
2019-08-27,117.84,PLN
2019-08-28,117.84,PLN
2019-08-29,117.76,PLN
2019-08-30,117.77,PLN
2019-09-02,117.77,PLN
2019-09-03,117.78,PLN
2019-09-04,117.78,PLN
2019-09-05,117.80,PLN
2019-09-06,117.80,PLN
2019-09-09,117.80,PLN
2019-09-10,117.80,PLN
2019-09-11,117.81,PLN
2019-09-12,117.83,PLN
2019-09-13,117.82,PLN
2019-09-16,117.86,PLN
2019-09-17,117.87,PLN
