Data,Wartość dla NN Stabilnego Wzrostu (A),Waluta
2010-06-08,207.86,PLN
2010-06-09,208.35,PLN
2010-06-10,209.27,PLN
2010-06-11,209.07,PLN
2010-06-14,210.17,PLN
2010-06-15,210.24,PLN
2010-06-16,210.05,PLN
2010-06-17,209.49,PLN
2010-06-18,209.15,PLN
2010-06-21,209.73,PLN
2010-06-22,209.32,PLN
2010-06-23,207.95,PLN
2010-06-24,207.65,PLN
2010-06-25,207.64,PLN
2010-06-28,207.86,PLN
2010-06-29,206.40,PLN
2010-06-30,206.44,PLN
2010-07-01,206.37,PLN
2010-07-02,207.34,PLN
2010-07-05,207.30,PLN
2010-07-06,208.40,PLN
2010-07-07,208.59,PLN
2010-07-08,209.03,PLN
2010-07-09,208.70,PLN
2010-07-12,209.32,PLN
2010-07-13,209.74,PLN
2010-07-14,209.86,PLN
2010-07-15,210.06,PLN
2010-07-16,209.74,PLN
2010-07-19,209.42,PLN
2010-07-20,209.00,PLN
2010-07-21,210.29,PLN
2010-07-22,211.45,PLN
2010-07-23,211.63,PLN
2010-07-26,212.64,PLN
2010-07-27,212.75,PLN
2010-07-28,212.15,PLN
2010-07-29,212.62,PLN
2010-07-30,212.21,PLN
2010-08-02,213.70,PLN
2010-08-03,213.67,PLN
2010-08-04,214.12,PLN
2010-08-05,213.83,PLN
2010-08-06,213.70,PLN
2010-08-09,213.28,PLN
2010-08-10,212.50,PLN
2010-08-11,211.70,PLN
2010-08-12,211.95,PLN
2010-08-13,211.84,PLN
2010-08-16,212.65,PLN
2010-08-17,213.50,PLN
2010-08-18,213.47,PLN
2010-08-19,213.27,PLN
2010-08-20,213.84,PLN
2010-08-23,214.17,PLN
2010-08-24,212.53,PLN
2010-08-25,212.12,PLN
2010-08-26,212.34,PLN
2010-08-27,212.81,PLN
2010-08-30,212.62,PLN
2010-08-31,212.81,PLN
2010-09-01,213.26,PLN
2010-09-02,213.56,PLN
2010-09-03,213.80,PLN
2010-09-06,214.02,PLN
2010-09-07,213.97,PLN
2010-09-08,215.19,PLN
2010-09-09,215.35,PLN
2010-09-10,215.32,PLN
2010-09-13,216.41,PLN
2010-09-14,216.25,PLN
2010-09-15,216.40,PLN
2010-09-16,216.28,PLN
2010-09-17,216.16,PLN
2010-09-20,216.31,PLN
2010-09-21,217.06,PLN
2010-09-22,217.02,PLN
2010-09-23,216.65,PLN
2010-09-24,217.66,PLN
2010-09-27,217.41,PLN
2010-09-28,216.84,PLN
2010-09-29,217.27,PLN
2010-09-30,217.87,PLN
2010-10-01,218.00,PLN
2010-10-04,218.39,PLN
2010-10-05,218.99,PLN
2010-10-06,219.31,PLN
2010-10-07,218.63,PLN
2010-10-08,218.22,PLN
2010-10-11,218.65,PLN
2010-10-12,218.70,PLN
2010-10-13,219.73,PLN
2010-10-14,219.27,PLN
2010-10-15,218.66,PLN
2010-10-18,218.66,PLN
2010-10-19,217.74,PLN
2010-10-20,218.05,PLN
2010-10-21,218.94,PLN
2010-10-22,218.60,PLN
2010-10-25,219.05,PLN
2010-10-26,218.36,PLN
2010-10-27,218.94,PLN
2010-10-28,218.96,PLN
2010-10-29,219.32,PLN
2010-11-02,219.76,PLN
2010-11-03,219.61,PLN
2010-11-04,220.87,PLN
2010-11-05,221.18,PLN
2010-11-08,221.31,PLN
2010-11-09,222.37,PLN
2010-11-10,221.26,PLN
2010-11-12,221.46,PLN
2010-11-15,221.00,PLN
2010-11-16,219.98,PLN
2010-11-17,219.40,PLN
2010-11-18,219.44,PLN
2010-11-19,218.45,PLN
2010-11-22,218.45,PLN
2010-11-23,217.93,PLN
2010-11-24,218.18,PLN
2010-11-25,217.79,PLN
2010-11-26,216.96,PLN
2010-11-29,216.20,PLN
2010-11-30,216.95,PLN
2010-12-01,218.62,PLN
2010-12-02,219.20,PLN
2010-12-03,219.92,PLN
2010-12-06,220.65,PLN
2010-12-07,221.24,PLN
2010-12-08,221.37,PLN
2010-12-09,221.27,PLN
2010-12-10,221.41,PLN
2010-12-13,221.68,PLN
2010-12-14,221.60,PLN
2010-12-15,221.93,PLN
2010-12-16,221.46,PLN
2010-12-17,221.80,PLN
2010-12-20,221.40,PLN
2010-12-21,221.95,PLN
2010-12-22,222.20,PLN
2010-12-23,221.77,PLN
2010-12-27,221.51,PLN
2010-12-28,221.51,PLN
2010-12-29,222.29,PLN
2010-12-30,221.74,PLN
2010-12-31,221.73,PLN
2011-01-03,221.87,PLN
2011-01-04,221.42,PLN
2011-01-05,220.05,PLN
2011-01-07,219.41,PLN
2011-01-10,218.68,PLN
2011-01-11,219.25,PLN
2011-01-12,220.36,PLN
2011-01-13,220.31,PLN
2011-01-14,220.14,PLN
2011-01-17,220.94,PLN
2011-01-18,221.92,PLN
2011-01-19,221.39,PLN
2011-01-20,220.49,PLN
2011-01-21,220.76,PLN
2011-01-24,220.66,PLN
2011-01-25,220.43,PLN
2011-01-26,220.76,PLN
2011-01-27,220.81,PLN
2011-01-28,220.01,PLN
2011-01-31,219.84,PLN
2011-02-01,220.88,PLN
2011-02-02,221.14,PLN
2011-02-03,221.26,PLN
2011-02-04,221.16,PLN
2011-02-07,221.62,PLN
2011-02-08,221.44,PLN
2011-02-09,221.15,PLN
2011-02-10,220.12,PLN
2011-02-11,220.75,PLN
2011-02-14,220.81,PLN
2011-02-15,220.46,PLN
2011-02-16,219.92,PLN
2011-02-17,219.01,PLN
2011-02-18,219.49,PLN
2011-02-21,219.48,PLN
2011-02-22,218.91,PLN
2011-02-23,219.41,PLN
2011-02-24,218.94,PLN
2011-02-25,219.62,PLN
2011-02-28,220.95,PLN
2011-03-01,220.61,PLN
2011-03-02,220.71,PLN
2011-03-03,221.96,PLN
2011-03-04,222.32,PLN
2011-03-07,222.38,PLN
2011-03-08,222.10,PLN
2011-03-09,221.79,PLN
2011-03-10,221.28,PLN
2011-03-11,220.80,PLN
2011-03-14,221.12,PLN
2011-03-15,220.63,PLN
2011-03-16,220.51,PLN
2011-03-17,221.59,PLN
2011-03-18,222.20,PLN
2011-03-21,222.70,PLN
2011-03-22,221.99,PLN
2011-03-23,221.99,PLN
2011-03-24,222.53,PLN
2011-03-25,223.06,PLN
2011-03-28,223.28,PLN
2011-03-29,222.98,PLN
2011-03-30,222.92,PLN
2011-03-31,223.41,PLN
2011-04-01,224.74,PLN
2011-04-04,225.23,PLN
2011-04-05,225.50,PLN
2011-04-06,226.61,PLN
2011-04-07,226.77,PLN
2011-04-08,226.13,PLN
2011-04-11,225.84,PLN
2011-04-12,225.45,PLN
2011-04-13,225.97,PLN
2011-04-14,225.56,PLN
2011-04-15,225.91,PLN
2011-04-18,224.52,PLN
2011-04-19,225.22,PLN
2011-04-20,226.24,PLN
2011-04-21,226.28,PLN
2011-04-26,226.32,PLN
2011-04-27,226.03,PLN
2011-04-28,226.22,PLN
2011-04-29,226.17,PLN
2011-05-02,226.49,PLN
2011-05-04,225.59,PLN
2011-05-05,225.26,PLN
2011-05-06,225.56,PLN
2011-05-09,224.95,PLN
2011-05-10,225.62,PLN
2011-05-11,225.11,PLN
2011-05-12,224.46,PLN
2011-05-13,224.48,PLN
2011-05-16,224.76,PLN
2011-05-17,223.94,PLN
2011-05-18,224.50,PLN
2011-05-19,224.73,PLN
2011-05-20,225.07,PLN
2011-05-23,224.47,PLN
2011-05-24,224.98,PLN
2011-05-25,225.22,PLN
2011-05-26,225.19,PLN
2011-05-27,225.87,PLN
2011-05-30,226.03,PLN
2011-05-31,226.75,PLN
2011-06-01,226.63,PLN
2011-06-02,226.50,PLN
2011-06-03,226.17,PLN
2011-06-06,226.00,PLN
2011-06-07,226.64,PLN
2011-06-08,226.49,PLN
2011-06-09,226.27,PLN
2011-06-10,226.07,PLN
2011-06-13,226.13,PLN
2011-06-14,226.45,PLN
2011-06-15,225.85,PLN
2011-06-16,225.64,PLN
2011-06-17,226.13,PLN
2011-06-20,225.48,PLN
2011-06-21,225.69,PLN
2011-06-22,225.01,PLN
2011-06-24,225.15,PLN
2011-06-27,224.60,PLN
2011-06-28,224.47,PLN
2011-06-29,225.35,PLN
2011-06-30,225.79,PLN
2011-07-01,226.04,PLN
2011-07-04,225.94,PLN
2011-07-05,226.12,PLN
2011-07-06,225.45,PLN
2011-07-07,226.96,PLN
2011-07-08,226.52,PLN
2011-07-11,224.71,PLN
2011-07-12,224.20,PLN
2011-07-13,225.12,PLN
2011-07-14,224.75,PLN
2011-07-15,224.66,PLN
2011-07-18,222.89,PLN
2011-07-19,222.73,PLN
2011-07-20,223.13,PLN
2011-07-21,223.94,PLN
2011-07-22,224.27,PLN
2011-07-25,224.06,PLN
2011-07-26,224.01,PLN
2011-07-27,223.24,PLN
2011-07-28,223.88,PLN
2011-07-29,224.16,PLN
2011-08-01,223.65,PLN
2011-08-02,222.87,PLN
2011-08-03,219.90,PLN
2011-08-04,217.21,PLN
2011-08-05,215.22,PLN
2011-08-08,211.96,PLN
2011-08-09,208.88,PLN
2011-08-10,206.69,PLN
2011-08-11,208.92,PLN
2011-08-12,210.88,PLN
2011-08-16,213.01,PLN
2011-08-17,213.94,PLN
2011-08-18,209.86,PLN
2011-08-19,209.65,PLN
2011-08-22,211.25,PLN
2011-08-23,211.61,PLN
2011-08-24,211.31,PLN
2011-08-25,211.20,PLN
2011-08-26,211.30,PLN
2011-08-29,213.00,PLN
2011-08-30,213.99,PLN
2011-08-31,216.05,PLN
2011-09-01,214.75,PLN
2011-09-02,212.78,PLN
2011-09-05,210.35,PLN
2011-09-06,211.07,PLN
2011-09-07,213.04,PLN
2011-09-08,213.09,PLN
2011-09-09,210.12,PLN
2011-09-12,207.31,PLN
2011-09-13,207.97,PLN
2011-09-14,207.58,PLN
2011-09-15,209.73,PLN
2011-09-16,210.02,PLN
2011-09-19,208.31,PLN
2011-09-20,209.49,PLN
2011-09-21,209.19,PLN
2011-09-22,204.77,PLN
2011-09-23,204.52,PLN
2011-09-26,205.10,PLN
2011-09-27,207.59,PLN
2011-09-28,207.08,PLN
2011-09-29,207.67,PLN
2011-09-30,207.60,PLN
2011-10-03,206.28,PLN
2011-10-04,204.82,PLN
2011-10-05,206.44,PLN
2011-10-06,207.55,PLN
2011-10-07,208.24,PLN
2011-10-10,210.23,PLN
2011-10-11,209.95,PLN
2011-10-12,211.62,PLN
2011-10-13,210.70,PLN
2011-10-14,211.53,PLN
2011-10-17,211.59,PLN
2011-10-18,211.04,PLN
2011-10-19,211.32,PLN
2011-10-20,209.08,PLN
2011-10-21,211.25,PLN
2011-10-24,212.69,PLN
2011-10-25,212.18,PLN
2011-10-26,212.14,PLN
2011-10-27,214.49,PLN
2011-10-28,214.29,PLN
2011-10-31,213.48,PLN
2011-11-02,212.39,PLN
2011-11-03,213.51,PLN
2011-11-04,212.94,PLN
2011-11-07,213.16,PLN
2011-11-08,213.55,PLN
2011-11-09,211.56,PLN
2011-11-10,210.48,PLN
2011-11-14,211.12,PLN
2011-11-15,210.67,PLN
2011-11-16,211.19,PLN
2011-11-17,210.26,PLN
2011-11-18,209.26,PLN
2011-11-21,207.38,PLN
2011-11-22,207.31,PLN
2011-11-23,205.48,PLN
2011-11-24,205.08,PLN
2011-11-25,204.85,PLN
2011-11-28,206.42,PLN
2011-11-29,205.77,PLN
2011-11-30,209.17,PLN
2011-12-01,208.78,PLN
2011-12-02,209.03,PLN
2011-12-05,210.33,PLN
2011-12-06,208.74,PLN
2011-12-07,208.94,PLN
2011-12-08,207.72,PLN
2011-12-09,208.19,PLN
2011-12-12,206.69,PLN
2011-12-13,206.71,PLN
2011-12-14,206.05,PLN
2011-12-15,205.91,PLN
2011-12-16,204.99,PLN
2011-12-19,204.50,PLN
2011-12-20,205.35,PLN
2011-12-21,206.00,PLN
2011-12-22,205.85,PLN
2011-12-23,206.37,PLN
2011-12-27,206.32,PLN
2011-12-28,205.78,PLN
2011-12-29,206.10,PLN
2011-12-30,205.72,PLN
2012-01-02,207.11,PLN
2012-01-03,207.43,PLN
2012-01-04,206.41,PLN
2012-01-05,205.58,PLN
2012-01-09,205.24,PLN
2012-01-10,206.16,PLN
2012-01-11,206.04,PLN
2012-01-12,206.89,PLN
2012-01-13,206.64,PLN
2012-01-16,207.20,PLN
2012-01-17,208.18,PLN
2012-01-18,209.04,PLN
2012-01-19,209.94,PLN
2012-01-20,210.40,PLN
2012-01-23,211.03,PLN
2012-01-24,210.71,PLN
2012-01-25,210.46,PLN
2012-01-26,212.51,PLN
2012-01-27,212.58,PLN
2012-01-30,212.56,PLN
2012-01-31,213.60,PLN
2012-02-01,214.62,PLN
2012-02-02,214.95,PLN
2012-02-03,215.40,PLN
2012-02-06,216.00,PLN
2012-02-07,215.74,PLN
2012-02-08,216.10,PLN
2012-02-09,215.55,PLN
2012-02-10,214.43,PLN
2012-02-13,215.17,PLN
2012-02-14,215.04,PLN
2012-02-15,215.56,PLN
2012-02-16,215.21,PLN
2012-02-17,216.80,PLN
2012-02-20,216.95,PLN
2012-02-21,216.74,PLN
2012-02-22,215.74,PLN
2012-02-23,215.24,PLN
2012-02-24,215.81,PLN
2012-02-27,215.53,PLN
2012-02-28,216.01,PLN
2012-02-29,216.08,PLN
2012-03-01,216.42,PLN
2012-03-02,216.57,PLN
2012-03-05,215.42,PLN
2012-03-06,214.04,PLN
2012-03-07,214.46,PLN
2012-03-08,216.02,PLN
2012-03-09,216.61,PLN
2012-03-12,216.50,PLN
2012-03-13,216.92,PLN
2012-03-14,217.73,PLN
2012-03-15,217.93,PLN
2012-03-16,217.80,PLN
2012-03-19,217.55,PLN
2012-03-20,216.89,PLN
2012-03-21,216.63,PLN
2012-03-22,215.34,PLN
2012-03-23,216.00,PLN
2012-03-26,216.59,PLN
2012-03-27,217.03,PLN
2012-03-28,216.20,PLN
2012-03-29,214.96,PLN
2012-03-30,215.50,PLN
2012-04-02,216.23,PLN
2012-04-03,216.20,PLN
2012-04-04,214.65,PLN
2012-04-05,214.42,PLN
2012-04-10,213.32,PLN
2012-04-11,214.03,PLN
2012-04-12,214.88,PLN
2012-04-13,214.15,PLN
2012-04-16,214.01,PLN
2012-04-17,214.77,PLN
2012-04-18,214.08,PLN
2012-04-19,214.08,PLN
2012-04-20,213.72,PLN
2012-04-23,211.68,PLN
2012-04-24,212.43,PLN
2012-04-25,213.43,PLN
2012-04-26,214.31,PLN
2012-04-27,215.16,PLN
2012-04-30,215.26,PLN
2012-05-02,215.39,PLN
2012-05-04,215.17,PLN
2012-05-07,215.05,PLN
2012-05-08,213.61,PLN
2012-05-09,212.86,PLN
2012-05-10,213.28,PLN
2012-05-11,213.01,PLN
2012-05-14,211.05,PLN
2012-05-15,210.45,PLN
2012-05-16,210.36,PLN
2012-05-17,208.50,PLN
2012-05-18,208.69,PLN
2012-05-21,209.70,PLN
2012-05-22,210.28,PLN
2012-05-23,208.15,PLN
2012-05-24,208.18,PLN
2012-05-25,208.49,PLN
2012-05-28,208.92,PLN
2012-05-29,210.07,PLN
2012-05-30,209.25,PLN
2012-05-31,209.92,PLN
2012-06-01,209.05,PLN
2012-06-04,209.20,PLN
2012-06-05,208.19,PLN
2012-06-06,209.94,PLN
2012-06-08,211.60,PLN
2012-06-11,212.10,PLN
2012-06-12,213.39,PLN
2012-06-13,213.67,PLN
2012-06-14,213.65,PLN
2012-06-15,214.53,PLN
2012-06-18,214.54,PLN
2012-06-19,216.47,PLN
2012-06-20,216.41,PLN
2012-06-21,216.04,PLN
2012-06-22,215.80,PLN
2012-06-25,215.01,PLN
2012-06-26,215.99,PLN
2012-06-27,216.65,PLN
2012-06-28,215.66,PLN
2012-06-29,217.15,PLN
2012-07-02,216.93,PLN
2012-07-03,217.35,PLN
2012-07-04,217.42,PLN
2012-07-05,217.74,PLN
2012-07-06,217.42,PLN
2012-07-09,216.80,PLN
2012-07-10,216.91,PLN
2012-07-11,216.53,PLN
2012-07-12,216.64,PLN
2012-07-13,217.58,PLN
2012-07-16,217.82,PLN
2012-07-17,218.10,PLN
2012-07-18,218.39,PLN
2012-07-19,218.83,PLN
2012-07-20,217.87,PLN
2012-07-23,215.93,PLN
2012-07-24,216.03,PLN
2012-07-25,216.32,PLN
2012-07-26,216.85,PLN
2012-07-27,218.08,PLN
2012-07-30,218.76,PLN
2012-07-31,218.74,PLN
2012-08-01,218.82,PLN
2012-08-02,218.19,PLN
2012-08-03,219.93,PLN
2012-08-06,220.73,PLN
2012-08-07,220.30,PLN
2012-08-08,220.28,PLN
2012-08-09,221.18,PLN
2012-08-10,220.74,PLN
2012-08-13,220.68,PLN
2012-08-14,220.96,PLN
2012-08-16,221.68,PLN
2012-08-17,220.96,PLN
2012-08-20,220.77,PLN
2012-08-21,221.32,PLN
2012-08-22,220.94,PLN
2012-08-23,221.00,PLN
2012-08-24,221.12,PLN
2012-08-27,220.93,PLN
2012-08-28,220.88,PLN
2012-08-29,220.56,PLN
2012-08-30,220.30,PLN
2012-08-31,221.46,PLN
2012-09-03,221.88,PLN
2012-09-04,221.75,PLN
2012-09-05,222.13,PLN
2012-09-06,222.89,PLN
2012-09-07,223.81,PLN
2012-09-10,223.97,PLN
2012-09-11,224.15,PLN
2012-09-12,223.97,PLN
2012-09-13,224.29,PLN
2012-09-14,225.76,PLN
2012-09-17,225.29,PLN
2012-09-18,225.59,PLN
2012-09-19,225.85,PLN
2012-09-20,225.23,PLN
2012-09-21,225.26,PLN
2012-09-24,225.05,PLN
2012-09-25,225.56,PLN
2012-09-26,225.34,PLN
2012-09-27,226.34,PLN
2012-09-28,226.24,PLN
2012-10-01,227.08,PLN
2012-10-02,227.33,PLN
2012-10-03,227.23,PLN
2012-10-04,226.64,PLN
2012-10-05,228.07,PLN
2012-10-08,227.83,PLN
2012-10-09,227.44,PLN
2012-10-10,228.10,PLN
2012-10-11,228.55,PLN
2012-10-12,228.16,PLN
2012-10-15,228.52,PLN
2012-10-16,229.11,PLN
2012-10-17,229.33,PLN
2012-10-18,229.88,PLN
2012-10-19,228.79,PLN
2012-10-22,228.57,PLN
2012-10-23,227.69,PLN
2012-10-24,227.97,PLN
2012-10-25,228.01,PLN
2012-10-26,227.84,PLN
2012-10-29,227.44,PLN
2012-10-30,227.55,PLN
2012-10-31,227.98,PLN
2012-11-02,228.95,PLN
2012-11-05,229.40,PLN
2012-11-06,229.57,PLN
2012-11-07,229.42,PLN
2012-11-08,229.77,PLN
2012-11-09,229.88,PLN
2012-11-12,230.00,PLN
2012-11-13,230.24,PLN
2012-11-14,230.66,PLN
2012-11-15,230.69,PLN
2012-11-16,230.34,PLN
2012-11-19,231.51,PLN
2012-11-20,231.73,PLN
2012-11-21,231.60,PLN
2012-11-22,231.36,PLN
2012-11-23,231.74,PLN
2012-11-26,232.33,PLN
2012-11-27,232.68,PLN
2012-11-28,233.04,PLN
2012-11-29,233.28,PLN
2012-11-30,234.16,PLN
2012-12-03,234.25,PLN
2012-12-04,234.74,PLN
2012-12-05,235.10,PLN
2012-12-06,235.98,PLN
2012-12-07,235.91,PLN
2012-12-10,237.01,PLN
2012-12-11,238.24,PLN
2012-12-12,238.66,PLN
2012-12-13,238.27,PLN
2012-12-14,238.59,PLN
2012-12-17,238.86,PLN
2012-12-18,239.63,PLN
2012-12-19,240.76,PLN
2012-12-20,240.98,PLN
2012-12-21,240.97,PLN
2012-12-27,241.58,PLN
2012-12-28,241.21,PLN
2013-01-02,241.83,PLN
2013-01-03,241.47,PLN
2013-01-04,240.62,PLN
2013-01-07,240.35,PLN
2013-01-08,240.83,PLN
2013-01-09,240.55,PLN
2013-01-10,240.05,PLN
2013-01-11,239.39,PLN
2013-01-14,239.72,PLN
2013-01-15,239.16,PLN
2013-01-16,239.88,PLN
2013-01-17,240.50,PLN
2013-01-18,241.13,PLN
2013-01-21,241.52,PLN
2013-01-22,241.49,PLN
2013-01-23,242.08,PLN
2013-01-24,242.86,PLN
2013-01-25,241.94,PLN
2013-01-28,240.74,PLN
2013-01-29,241.05,PLN
2013-01-30,240.06,PLN
2013-01-31,240.31,PLN
2013-02-01,240.92,PLN
2013-02-04,240.07,PLN
2013-02-05,240.06,PLN
2013-02-06,238.94,PLN
2013-02-07,238.82,PLN
2013-02-08,239.22,PLN
2013-02-11,238.94,PLN
2013-02-12,238.62,PLN
2013-02-13,238.90,PLN
2013-02-14,238.66,PLN
2013-02-15,239.12,PLN
2013-02-18,239.52,PLN
2013-02-19,239.58,PLN
2013-02-20,238.74,PLN
2013-02-21,238.63,PLN
2013-02-22,238.71,PLN
2013-02-25,239.04,PLN
2013-02-26,238.55,PLN
2013-02-27,239.13,PLN
2013-02-28,239.25,PLN
2013-03-01,239.22,PLN
2013-03-04,238.87,PLN
2013-03-05,239.35,PLN
2013-03-06,240.27,PLN
2013-03-07,240.39,PLN
2013-03-08,240.90,PLN
2013-03-11,240.52,PLN
2013-03-12,240.86,PLN
2013-03-13,240.95,PLN
2013-03-14,241.47,PLN
2013-03-15,241.58,PLN
2013-03-18,241.05,PLN
2013-03-19,239.87,PLN
2013-03-20,239.77,PLN
2013-03-21,239.08,PLN
2013-03-22,238.41,PLN
2013-03-25,237.61,PLN
2013-03-26,237.92,PLN
2013-03-27,238.82,PLN
2013-03-28,238.49,PLN
2013-04-02,239.02,PLN
2013-04-03,238.17,PLN
2013-04-04,238.43,PLN
2013-04-05,239.15,PLN
2013-04-08,239.90,PLN
2013-04-09,239.53,PLN
2013-04-10,240.31,PLN
2013-04-11,240.99,PLN
2013-04-12,240.91,PLN
2013-04-15,239.64,PLN
2013-04-17,238.76,PLN
2013-04-18,237.93,PLN
2013-04-19,238.21,PLN
2013-04-22,238.15,PLN
2013-04-23,238.07,PLN
2013-04-24,238.81,PLN
2013-04-25,238.94,PLN
2013-04-26,239.54,PLN
2013-04-29,240.45,PLN
2013-04-30,241.12,PLN
2013-05-02,241.33,PLN
2013-05-06,241.83,PLN
2013-05-07,242.16,PLN
2013-05-08,243.24,PLN
2013-05-09,243.45,PLN
2013-05-10,242.97,PLN
2013-05-13,243.04,PLN
2013-05-14,244.15,PLN
2013-05-15,244.54,PLN
2013-05-16,244.36,PLN
2013-05-17,244.51,PLN
2013-05-20,243.64,PLN
2013-05-21,243.34,PLN
2013-05-22,244.11,PLN
2013-05-23,242.76,PLN
2013-05-24,243.83,PLN
2013-05-27,245.66,PLN
2013-05-28,245.86,PLN
2013-05-29,245.21,PLN
2013-05-31,245.30,PLN
2013-06-03,243.85,PLN
2013-06-04,244.94,PLN
2013-06-05,245.02,PLN
2013-06-06,243.28,PLN
2013-06-07,244.53,PLN
2013-06-10,243.89,PLN
2013-06-11,242.96,PLN
2013-06-12,243.62,PLN
2013-06-13,243.71,PLN
2013-06-14,244.96,PLN
2013-06-17,244.25,PLN
2013-06-18,243.59,PLN
2013-06-19,243.25,PLN
2013-06-20,237.93,PLN
2013-06-21,235.48,PLN
2013-06-24,234.42,PLN
2013-06-25,235.53,PLN
2013-06-26,235.79,PLN
2013-06-27,234.99,PLN
2013-06-28,235.51,PLN
2013-07-01,235.88,PLN
2013-07-02,238.31,PLN
2013-07-03,237.75,PLN
2013-07-04,239.35,PLN
2013-07-05,238.06,PLN
2013-07-08,237.36,PLN
2013-07-09,237.63,PLN
2013-07-10,238.27,PLN
2013-07-11,239.64,PLN
2013-07-12,240.64,PLN
2013-07-15,240.68,PLN
2013-07-16,240.45,PLN
2013-07-17,240.12,PLN
2013-07-18,240.52,PLN
2013-07-19,240.93,PLN
2013-07-22,241.45,PLN
2013-07-23,241.43,PLN
2013-07-24,241.07,PLN
2013-07-25,240.79,PLN
2013-07-26,240.31,PLN
2013-07-29,240.78,PLN
2013-07-30,240.87,PLN
2013-07-31,240.72,PLN
2013-08-01,241.33,PLN
2013-08-02,242.58,PLN
2013-08-05,242.66,PLN
2013-08-06,241.99,PLN
2013-08-07,242.47,PLN
2013-08-08,243.63,PLN
2013-08-09,244.24,PLN
2013-08-12,244.71,PLN
2013-08-13,244.84,PLN
2013-08-14,245.20,PLN
2013-08-16,244.54,PLN
2013-08-19,243.86,PLN
2013-08-20,243.25,PLN
2013-08-21,242.98,PLN
2013-08-22,243.65,PLN
2013-08-23,243.81,PLN
2013-08-26,243.95,PLN
2013-08-27,242.42,PLN
2013-08-28,241.46,PLN
2013-08-29,241.79,PLN
2013-08-30,241.89,PLN
2013-09-02,242.48,PLN
2013-09-03,241.63,PLN
2013-09-04,239.82,PLN
2013-09-05,236.38,PLN
2013-09-06,237.70,PLN
2013-09-09,239.94,PLN
2013-09-10,241.49,PLN
2013-09-11,242.74,PLN
2013-09-12,243.15,PLN
2013-09-13,242.63,PLN
2013-09-16,242.53,PLN
2013-09-17,242.93,PLN
2013-09-18,243.08,PLN
2013-09-19,244.58,PLN
2013-09-20,244.47,PLN
2013-09-23,244.26,PLN
2013-09-24,244.35,PLN
2013-09-25,244.50,PLN
2013-09-26,244.97,PLN
2013-09-27,244.89,PLN
2013-09-30,244.21,PLN
2013-10-01,245.21,PLN
2013-10-02,245.41,PLN
2013-10-03,245.53,PLN
2013-10-04,244.93,PLN
2013-10-07,244.97,PLN
2013-10-08,244.69,PLN
2013-10-09,244.93,PLN
2013-10-10,246.78,PLN
2013-10-11,247.20,PLN
2013-10-14,247.81,PLN
2013-10-15,248.23,PLN
2013-10-16,248.81,PLN
2013-10-17,248.74,PLN
2013-10-18,249.18,PLN
2013-10-21,250.73,PLN
2013-10-22,250.98,PLN
2013-10-23,250.77,PLN
2013-10-24,251.89,PLN
2013-10-25,251.91,PLN
2013-10-28,252.43,PLN
2013-10-29,252.92,PLN
2013-10-30,252.38,PLN
2013-10-31,251.61,PLN
2013-11-04,251.95,PLN
2013-11-05,250.87,PLN
2013-11-06,251.58,PLN
2013-11-07,251.79,PLN
2013-11-08,250.35,PLN
2013-11-12,249.90,PLN
2013-11-13,249.28,PLN
2013-11-14,249.98,PLN
2013-11-15,250.86,PLN
2013-11-18,252.44,PLN
2013-11-19,251.86,PLN
2013-11-20,251.90,PLN
2013-11-21,251.54,PLN
2013-11-22,252.04,PLN
2013-11-25,252.76,PLN
2013-11-26,251.61,PLN
2013-11-27,251.60,PLN
2013-11-28,251.12,PLN
2013-11-29,251.59,PLN
2013-12-02,250.33,PLN
2013-12-03,249.28,PLN
2013-12-04,248.36,PLN
2013-12-05,248.09,PLN
2013-12-06,248.32,PLN
2013-12-09,248.88,PLN
2013-12-10,248.80,PLN
2013-12-11,248.55,PLN
2013-12-12,247.45,PLN
2013-12-13,247.34,PLN
2013-12-16,247.61,PLN
2013-12-17,246.12,PLN
2013-12-18,246.68,PLN
2013-12-19,246.02,PLN
2013-12-20,246.53,PLN
2013-12-23,246.88,PLN
2013-12-27,246.33,PLN
2013-12-30,246.47,PLN
2014-01-02,246.64,PLN
2014-01-03,246.07,PLN
2014-01-07,244.41,PLN
2014-01-08,244.47,PLN
2014-01-09,243.31,PLN
2014-01-10,243.52,PLN
2014-01-13,245.00,PLN
2014-01-14,245.23,PLN
2014-01-15,246.02,PLN
2014-01-16,246.32,PLN
2014-01-17,245.83,PLN
2014-01-20,245.90,PLN
2014-01-21,246.69,PLN
2014-01-22,247.30,PLN
2014-01-23,246.56,PLN
2014-01-24,244.55,PLN
2014-01-27,243.36,PLN
2014-01-28,244.00,PLN
2014-01-29,242.93,PLN
2014-01-30,242.93,PLN
2014-01-31,243.34,PLN
2014-02-03,244.02,PLN
2014-02-04,243.80,PLN
2014-02-05,244.26,PLN
2014-02-06,246.29,PLN
2014-02-07,246.39,PLN
2014-02-10,246.19,PLN
2014-02-11,246.94,PLN
2014-02-12,247.90,PLN
2014-02-13,247.88,PLN
2014-02-14,248.29,PLN
2014-02-17,248.71,PLN
2014-02-18,248.35,PLN
2014-02-19,248.44,PLN
2014-02-20,247.72,PLN
2014-02-21,248.63,PLN
2014-02-24,249.68,PLN
2014-02-25,248.90,PLN
