Data,Wartość dla NN Stabilnego Wzrostu (A),Waluta
2006-09-19,198.23,PLN
2006-09-20,197.67,PLN
2006-09-21,197.71,PLN
2006-09-22,197.13,PLN
2006-09-25,197.80,PLN
2006-09-26,198.18,PLN
2006-09-27,197.50,PLN
2006-09-28,198.05,PLN
2006-09-29,197.70,PLN
2006-10-02,197.93,PLN
2006-10-03,197.69,PLN
2006-10-04,198.15,PLN
2006-10-05,199.17,PLN
2006-10-06,199.12,PLN
2006-10-09,199.92,PLN
2006-10-10,200.95,PLN
2006-10-11,201.42,PLN
2006-10-12,202.32,PLN
2006-10-13,202.77,PLN
2006-10-16,202.99,PLN
2006-10-17,202.42,PLN
2006-10-18,203.45,PLN
2006-10-19,203.59,PLN
2006-10-20,203.52,PLN
2006-10-23,203.33,PLN
2006-10-24,203.65,PLN
2006-10-25,204.29,PLN
2006-10-26,204.94,PLN
2006-10-27,204.11,PLN
2006-10-30,203.13,PLN
2006-10-31,203.65,PLN
2006-11-02,203.61,PLN
2006-11-03,204.29,PLN
2006-11-06,205.36,PLN
2006-11-07,206.40,PLN
2006-11-08,206.26,PLN
2006-11-09,206.87,PLN
2006-11-10,206.12,PLN
2006-11-13,206.01,PLN
2006-11-14,205.95,PLN
2006-11-15,204.72,PLN
2006-11-16,205.40,PLN
2006-11-17,205.04,PLN
2006-11-20,205.03,PLN
2006-11-21,206.02,PLN
2006-11-22,207.07,PLN
2006-11-23,207.03,PLN
2006-11-24,206.89,PLN
2006-11-27,206.92,PLN
2006-11-28,206.73,PLN
2006-11-29,208.49,PLN
2006-11-30,208.41,PLN
2006-12-01,208.94,PLN
2006-12-04,210.36,PLN
2006-12-05,211.41,PLN
2006-12-06,211.16,PLN
2006-12-07,211.63,PLN
2006-12-08,211.52,PLN
2006-12-11,211.33,PLN
2006-12-12,210.95,PLN
2006-12-13,211.05,PLN
2006-12-14,211.39,PLN
2006-12-15,211.35,PLN
2006-12-18,211.83,PLN
2006-12-19,209.83,PLN
2006-12-20,208.73,PLN
2006-12-21,208.83,PLN
2006-12-22,208.37,PLN
2006-12-27,209.45,PLN
2006-12-28,209.32,PLN
2006-12-29,209.22,PLN
2006-12-31,209.22,PLN
2007-01-02,210.46,PLN
2007-01-03,210.83,PLN
2007-01-04,209.70,PLN
2007-01-05,208.66,PLN
2007-01-08,208.35,PLN
2007-01-09,208.98,PLN
2007-01-10,208.03,PLN
2007-01-11,209.99,PLN
2007-01-12,210.89,PLN
2007-01-15,212.78,PLN
2007-01-16,212.79,PLN
2007-01-17,212.82,PLN
2007-01-18,215.06,PLN
2007-01-19,215.26,PLN
2007-01-22,214.61,PLN
2007-01-23,214.71,PLN
2007-01-24,214.79,PLN
2007-01-25,214.44,PLN
2007-01-26,214.44,PLN
2007-01-29,214.83,PLN
2007-01-30,214.71,PLN
2007-01-31,215.72,PLN
2007-02-01,216.76,PLN
2007-02-02,216.56,PLN
2007-02-05,216.57,PLN
2007-02-06,216.48,PLN
2007-02-07,216.33,PLN
2007-02-08,214.29,PLN
2007-02-09,214.55,PLN
2007-02-12,213.32,PLN
2007-02-13,214.56,PLN
2007-02-14,215.13,PLN
2007-02-15,214.94,PLN
2007-02-16,214.79,PLN
2007-02-19,215.90,PLN
2007-02-20,215.47,PLN
2007-02-21,216.26,PLN
2007-02-22,217.16,PLN
2007-02-23,217.07,PLN
2007-02-26,216.59,PLN
2007-02-27,213.38,PLN
2007-02-28,212.44,PLN
2007-03-01,211.81,PLN
2007-03-02,212.38,PLN
2007-03-05,210.64,PLN
2007-03-06,211.64,PLN
2007-03-07,211.49,PLN
2007-03-08,213.64,PLN
2007-03-09,213.50,PLN
2007-03-12,213.77,PLN
2007-03-13,213.71,PLN
2007-03-14,213.55,PLN
2007-03-15,214.25,PLN
2007-03-16,215.07,PLN
2007-03-19,216.31,PLN
2007-03-20,216.30,PLN
2007-03-21,217.29,PLN
2007-03-22,218.45,PLN
2007-03-23,218.98,PLN
2007-03-26,218.39,PLN
2007-03-27,218.36,PLN
2007-03-28,217.76,PLN
2007-03-29,219.07,PLN
2007-03-30,219.38,PLN
2007-04-02,218.47,PLN
2007-04-03,219.15,PLN
2007-04-04,219.84,PLN
2007-04-05,220.22,PLN
2007-04-10,220.96,PLN
2007-04-11,221.42,PLN
2007-04-12,220.25,PLN
2007-04-13,220.99,PLN
2007-04-16,221.86,PLN
2007-04-17,221.49,PLN
2007-04-18,222.26,PLN
2007-04-19,221.71,PLN
2007-04-20,223.14,PLN
2007-04-23,223.00,PLN
2007-04-24,222.33,PLN
2007-04-25,222.34,PLN
2007-04-26,222.25,PLN
2007-04-27,222.31,PLN
2007-04-30,223.22,PLN
2007-05-02,223.55,PLN
2007-05-04,224.99,PLN
2007-05-07,224.47,PLN
2007-05-08,223.29,PLN
2007-05-09,223.21,PLN
2007-05-10,221.75,PLN
2007-05-11,222.27,PLN
2007-05-14,223.56,PLN
2007-05-15,222.78,PLN
2007-05-16,222.14,PLN
2007-05-17,221.66,PLN
2007-05-18,222.75,PLN
2007-05-21,223.92,PLN
2007-05-22,224.72,PLN
2007-05-23,224.28,PLN
2007-05-24,224.71,PLN
2007-05-25,224.13,PLN
2007-05-28,225.19,PLN
2007-05-29,225.59,PLN
2007-05-30,225.06,PLN
2007-05-31,227.01,PLN
2007-06-01,228.16,PLN
2007-06-04,227.87,PLN
2007-06-05,227.95,PLN
2007-06-06,226.36,PLN
2007-06-08,225.14,PLN
2007-06-11,226.62,PLN
2007-06-12,225.61,PLN
2007-06-13,226.03,PLN
2007-06-14,227.04,PLN
2007-06-15,227.85,PLN
2007-06-18,227.57,PLN
2007-06-19,227.22,PLN
2007-06-20,226.33,PLN
2007-06-21,226.38,PLN
2007-06-22,227.03,PLN
2007-06-25,226.86,PLN
2007-06-26,227.53,PLN
2007-06-27,225.93,PLN
2007-06-28,226.94,PLN
2007-06-29,226.73,PLN
2007-07-02,226.04,PLN
2007-07-03,227.27,PLN
2007-07-04,227.90,PLN
2007-07-05,227.96,PLN
2007-07-06,228.86,PLN
2007-07-09,228.68,PLN
2007-07-10,227.37,PLN
2007-07-11,226.84,PLN
2007-07-12,226.95,PLN
2007-07-13,227.31,PLN
2007-07-16,226.49,PLN
2007-07-17,226.55,PLN
2007-07-18,226.39,PLN
2007-07-19,227.53,PLN
2007-07-20,226.70,PLN
2007-07-23,228.00,PLN
2007-07-24,227.14,PLN
2007-07-25,226.72,PLN
2007-07-26,224.05,PLN
2007-07-27,223.23,PLN
2007-07-30,223.01,PLN
2007-07-31,224.49,PLN
2007-08-01,222.63,PLN
2007-08-02,223.52,PLN
2007-08-03,222.90,PLN
2007-08-06,221.82,PLN
2007-08-07,222.59,PLN
2007-08-08,222.92,PLN
2007-08-09,221.29,PLN
2007-08-10,218.47,PLN
2007-08-13,220.61,PLN
2007-08-14,219.69,PLN
2007-08-16,214.65,PLN
2007-08-17,216.28,PLN
2007-08-20,216.30,PLN
2007-08-21,215.36,PLN
2007-08-22,218.78,PLN
2007-08-23,219.85,PLN
2007-08-24,221.02,PLN
2007-08-27,221.00,PLN
2007-08-28,220.13,PLN
2007-08-29,220.92,PLN
2007-08-30,219.42,PLN
2007-08-31,221.84,PLN
2007-09-03,221.98,PLN
2007-09-04,222.53,PLN
2007-09-05,221.18,PLN
2007-09-06,220.37,PLN
2007-09-07,219.37,PLN
2007-09-10,217.81,PLN
2007-09-11,218.88,PLN
2007-09-12,219.73,PLN
2007-09-13,221.31,PLN
2007-09-14,220.96,PLN
2007-09-17,220.72,PLN
2007-09-18,221.52,PLN
2007-09-19,224.84,PLN
2007-09-20,224.88,PLN
2007-09-21,224.25,PLN
2007-09-24,223.22,PLN
2007-09-25,222.49,PLN
2007-09-26,222.79,PLN
2007-09-27,222.62,PLN
2007-09-28,221.85,PLN
2007-10-01,221.71,PLN
2007-10-02,223.08,PLN
2007-10-03,222.69,PLN
2007-10-04,222.98,PLN
2007-10-05,224.04,PLN
2007-10-08,224.15,PLN
2007-10-09,226.29,PLN
2007-10-10,226.42,PLN
2007-10-11,227.67,PLN
2007-10-12,227.20,PLN
2007-10-15,227.58,PLN
2007-10-16,226.04,PLN
2007-10-17,226.47,PLN
2007-10-18,224.69,PLN
2007-10-19,225.38,PLN
2007-10-22,224.50,PLN
2007-10-23,226.04,PLN
2007-10-24,225.41,PLN
2007-10-25,225.43,PLN
2007-10-26,225.19,PLN
2007-10-29,225.56,PLN
2007-10-30,224.96,PLN
2007-10-31,224.86,PLN
2007-11-02,223.58,PLN
2007-11-05,222.87,PLN
2007-11-06,222.41,PLN
2007-11-07,220.45,PLN
2007-11-08,219.45,PLN
2007-11-09,217.86,PLN
2007-11-12,216.62,PLN
2007-11-13,217.72,PLN
2007-11-14,216.88,PLN
2007-11-15,214.65,PLN
2007-11-16,214.69,PLN
2007-11-19,214.54,PLN
2007-11-20,214.84,PLN
2007-11-21,213.25,PLN
2007-11-22,214.61,PLN
2007-11-23,215.53,PLN
2007-11-26,214.29,PLN
2007-11-27,213.45,PLN
2007-11-28,214.84,PLN
2007-11-29,215.38,PLN
2007-11-30,215.77,PLN
2007-12-03,215.22,PLN
2007-12-04,215.17,PLN
2007-12-05,217.62,PLN
2007-12-06,217.83,PLN
2007-12-07,218.58,PLN
2007-12-10,218.93,PLN
2007-12-11,218.44,PLN
2007-12-12,218.81,PLN
2007-12-13,217.32,PLN
2007-12-14,215.92,PLN
2007-12-17,213.67,PLN
2007-12-18,213.32,PLN
2007-12-19,213.13,PLN
2007-12-20,213.84,PLN
2007-12-21,214.39,PLN
2007-12-27,215.74,PLN
2007-12-28,214.53,PLN
2007-12-31,214.37,PLN
2008-01-02,214.07,PLN
2008-01-03,213.65,PLN
2008-01-04,212.70,PLN
2008-01-07,211.18,PLN
2008-01-08,211.62,PLN
2008-01-09,209.89,PLN
2008-01-10,207.88,PLN
2008-01-11,206.45,PLN
2008-01-14,205.48,PLN
2008-01-15,202.85,PLN
2008-01-16,200.50,PLN
2008-01-17,201.27,PLN
2008-01-18,202.31,PLN
2008-01-21,197.70,PLN
2008-01-22,199.10,PLN
2008-01-23,199.38,PLN
2008-01-24,202.51,PLN
2008-01-25,202.75,PLN
2008-01-28,201.16,PLN
2008-01-29,203.44,PLN
2008-01-30,203.79,PLN
2008-01-31,202.56,PLN
2008-02-01,204.94,PLN
2008-02-04,205.50,PLN
2008-02-05,202.60,PLN
2008-02-06,202.45,PLN
2008-02-07,201.26,PLN
2008-02-08,201.85,PLN
2008-02-11,202.50,PLN
2008-02-12,205.20,PLN
2008-02-13,206.02,PLN
2008-02-14,206.55,PLN
2008-02-15,204.95,PLN
2008-02-18,206.40,PLN
2008-02-19,206.26,PLN
2008-02-20,205.46,PLN
2008-02-21,205.41,PLN
2008-02-22,204.67,PLN
2008-02-25,204.46,PLN
2008-02-26,204.23,PLN
2008-02-27,203.90,PLN
2008-02-28,202.99,PLN
2008-02-29,201.42,PLN
2008-03-04,198.41,PLN
2008-03-05,199.77,PLN
2008-03-06,198.72,PLN
2008-03-07,197.42,PLN
2008-03-10,198.61,PLN
2008-03-11,200.51,PLN
2008-03-12,201.31,PLN
2008-03-13,199.43,PLN
2008-03-14,199.06,PLN
2008-03-17,196.76,PLN
2008-03-18,199.58,PLN
2008-03-19,200.27,PLN
2008-03-20,199.08,PLN
2008-03-25,201.60,PLN
2008-03-26,201.73,PLN
2008-03-27,202.59,PLN
2008-03-28,202.39,PLN
2008-03-31,202.28,PLN
2008-04-01,203.72,PLN
2008-04-02,203.59,PLN
2008-04-03,202.66,PLN
2008-04-04,203.39,PLN
2008-04-07,203.86,PLN
2008-04-08,202.96,PLN
2008-04-09,203.24,PLN
2008-04-10,202.37,PLN
2008-04-11,200.56,PLN
2008-04-14,200.13,PLN
2008-04-15,200.67,PLN
2008-04-16,200.77,PLN
2008-04-17,200.66,PLN
2008-04-18,202.03,PLN
2008-04-21,200.92,PLN
2008-04-22,199.98,PLN
2008-04-23,198.71,PLN
2008-04-24,199.71,PLN
2008-04-25,200.25,PLN
2008-04-28,201.42,PLN
2008-04-29,200.43,PLN
2008-04-30,201.62,PLN
2008-05-05,202.51,PLN
2008-05-06,202.75,PLN
2008-05-07,203.72,PLN
2008-05-08,202.98,PLN
2008-05-09,202.63,PLN
2008-05-12,203.24,PLN
2008-05-13,203.15,PLN
2008-05-14,203.46,PLN
2008-05-15,202.53,PLN
2008-05-16,202.91,PLN
2008-05-19,202.11,PLN
2008-05-20,200.55,PLN
2008-05-21,200.70,PLN
2008-05-23,199.45,PLN
2008-05-26,199.57,PLN
2008-05-27,199.96,PLN
2008-05-28,200.30,PLN
2008-05-29,199.38,PLN
2008-05-30,199.56,PLN
2008-06-02,199.19,PLN
2008-06-03,199.60,PLN
2008-06-04,197.88,PLN
2008-06-05,198.00,PLN
2008-06-06,197.38,PLN
2008-06-09,196.11,PLN
2008-06-10,193.85,PLN
2008-06-11,192.22,PLN
2008-06-12,193.06,PLN
2008-06-13,193.31,PLN
2008-06-16,192.84,PLN
2008-06-17,193.49,PLN
2008-06-18,192.52,PLN
2008-06-19,192.74,PLN
2008-06-20,192.14,PLN
2008-06-23,190.92,PLN
2008-06-24,190.39,PLN
2008-06-25,190.86,PLN
2008-06-26,190.87,PLN
2008-06-27,189.02,PLN
2008-06-30,188.25,PLN
2008-07-01,187.17,PLN
2008-07-02,186.69,PLN
2008-07-03,186.10,PLN
2008-07-04,185.37,PLN
2008-07-07,186.27,PLN
2008-07-08,186.38,PLN
2008-07-09,187.57,PLN
2008-07-10,186.59,PLN
2008-07-11,185.47,PLN
2008-07-14,185.53,PLN
2008-07-15,183.47,PLN
2008-07-16,183.39,PLN
2008-07-17,185.65,PLN
2008-07-18,185.87,PLN
2008-07-21,187.27,PLN
2008-07-22,187.32,PLN
2008-07-23,188.93,PLN
2008-07-24,188.84,PLN
2008-07-25,189.42,PLN
2008-07-28,189.75,PLN
2008-07-29,190.11,PLN
2008-07-30,192.23,PLN
2008-07-31,192.61,PLN
2008-08-01,192.13,PLN
2008-08-04,191.71,PLN
2008-08-05,192.88,PLN
2008-08-06,192.06,PLN
2008-08-07,191.69,PLN
2008-08-08,191.25,PLN
2008-08-11,192.01,PLN
2008-08-12,192.70,PLN
2008-08-13,192.67,PLN
2008-08-14,192.63,PLN
2008-08-18,192.89,PLN
2008-08-19,191.60,PLN
2008-08-20,192.00,PLN
2008-08-21,191.90,PLN
2008-08-22,192.32,PLN
2008-08-25,192.46,PLN
2008-08-26,191.79,PLN
2008-08-27,191.01,PLN
2008-08-28,191.52,PLN
2008-08-29,192.07,PLN
2008-09-01,192.36,PLN
2008-09-02,193.34,PLN
2008-09-03,193.07,PLN
2008-09-04,193.49,PLN
2008-09-05,191.48,PLN
2008-09-08,192.46,PLN
2008-09-09,191.95,PLN
2008-09-10,191.92,PLN
2008-09-11,191.34,PLN
2008-09-12,191.38,PLN
2008-09-15,189.13,PLN
2008-09-16,187.69,PLN
2008-09-17,187.82,PLN
2008-09-18,187.89,PLN
2008-09-19,191.01,PLN
2008-09-22,190.33,PLN
2008-09-23,189.25,PLN
2008-09-24,189.30,PLN
2008-09-25,191.05,PLN
2008-09-26,191.04,PLN
2008-09-29,188.65,PLN
2008-09-30,190.01,PLN
2008-10-01,190.63,PLN
2008-10-02,189.99,PLN
2008-10-03,189.58,PLN
2008-10-06,186.35,PLN
2008-10-07,185.52,PLN
2008-10-08,184.62,PLN
2008-10-09,184.41,PLN
2008-10-10,179.26,PLN
2008-10-13,180.33,PLN
2008-10-14,182.29,PLN
2008-10-15,178.56,PLN
2008-10-16,176.03,PLN
2008-10-17,172.47,PLN
2008-10-20,173.29,PLN
2008-10-21,173.65,PLN
2008-10-22,168.85,PLN
2008-10-23,165.14,PLN
2008-10-24,163.30,PLN
2008-10-27,163.65,PLN
2008-10-28,166.36,PLN
2008-10-29,170.15,PLN
2008-10-30,172.20,PLN
2008-10-31,172.82,PLN
2008-11-03,173.14,PLN
2008-11-04,175.61,PLN
2008-11-05,175.04,PLN
2008-11-06,173.65,PLN
2008-11-07,174.73,PLN
2008-11-10,175.91,PLN
2008-11-12,173.59,PLN
2008-11-13,170.97,PLN
2008-11-14,172.23,PLN
2008-11-17,171.69,PLN
2008-11-18,169.77,PLN
2008-11-19,170.35,PLN
2008-11-20,168.13,PLN
2008-11-21,169.25,PLN
2008-11-24,173.33,PLN
2008-11-25,174.26,PLN
2008-11-26,175.26,PLN
2008-11-27,176.13,PLN
2008-11-28,175.96,PLN
2008-12-01,174.79,PLN
2008-12-02,175.55,PLN
2008-12-03,174.96,PLN
2008-12-04,177.41,PLN
2008-12-05,177.09,PLN
2008-12-08,179.46,PLN
2008-12-09,180.18,PLN
2008-12-10,179.75,PLN
2008-12-11,179.30,PLN
2008-12-12,177.79,PLN
2008-12-15,178.75,PLN
2008-12-16,179.92,PLN
2008-12-17,178.72,PLN
2008-12-18,179.14,PLN
2008-12-19,178.59,PLN
2008-12-22,177.64,PLN
2008-12-23,178.30,PLN
2008-12-29,179.19,PLN
2008-12-30,179.65,PLN
2008-12-31,179.01,PLN
2009-01-05,181.88,PLN
2009-01-06,183.19,PLN
2009-01-07,182.30,PLN
2009-01-08,181.63,PLN
2009-01-09,180.83,PLN
2009-01-12,181.02,PLN
2009-01-13,180.33,PLN
2009-01-14,179.14,PLN
2009-01-15,178.21,PLN
2009-01-16,179.16,PLN
2009-01-19,177.71,PLN
2009-01-20,177.33,PLN
2009-01-21,177.89,PLN
2009-01-22,175.26,PLN
2009-01-23,175.14,PLN
2009-01-26,176.69,PLN
2009-01-27,175.71,PLN
2009-01-28,176.31,PLN
2009-01-29,175.58,PLN
2009-01-30,175.20,PLN
2009-02-02,173.60,PLN
2009-02-03,171.86,PLN
2009-02-04,172.01,PLN
2009-02-05,171.68,PLN
2009-02-06,173.19,PLN
2009-02-09,174.82,PLN
2009-02-10,174.60,PLN
2009-02-11,172.93,PLN
2009-02-12,170.85,PLN
2009-02-13,171.00,PLN
2009-02-16,169.06,PLN
2009-02-17,165.13,PLN
2009-02-18,164.31,PLN
2009-02-19,166.96,PLN
2009-02-20,165.99,PLN
2009-02-23,165.52,PLN
2009-02-24,166.12,PLN
2009-02-25,165.72,PLN
2009-02-26,167.07,PLN
2009-02-27,166.17,PLN
2009-03-02,165.98,PLN
2009-03-03,165.96,PLN
2009-03-04,167.93,PLN
2009-03-05,167.26,PLN
2009-03-06,167.76,PLN
2009-03-09,167.30,PLN
2009-03-10,168.20,PLN
2009-03-11,169.03,PLN
2009-03-12,168.89,PLN
2009-03-13,169.25,PLN
2009-03-16,170.06,PLN
2009-03-17,168.84,PLN
2009-03-18,167.60,PLN
2009-03-19,168.75,PLN
2009-03-20,169.45,PLN
2009-03-23,171.22,PLN
2009-03-24,171.77,PLN
2009-03-25,174.06,PLN
2009-03-26,173.71,PLN
2009-03-27,171.67,PLN
2009-03-30,169.61,PLN
2009-03-31,169.88,PLN
2009-04-01,170.45,PLN
2009-04-02,173.70,PLN
2009-04-03,174.29,PLN
2009-04-06,175.08,PLN
2009-04-07,174.62,PLN
2009-04-08,177.62,PLN
2009-04-09,179.14,PLN
2009-04-14,178.79,PLN
2009-04-15,178.56,PLN
2009-04-16,178.72,PLN
2009-04-17,177.22,PLN
2009-04-20,175.88,PLN
2009-04-21,175.96,PLN
2009-04-22,176.93,PLN
2009-04-23,177.76,PLN
2009-04-24,179.15,PLN
2009-04-27,178.48,PLN
2009-04-28,177.20,PLN
2009-04-29,179.37,PLN
2009-04-30,180.82,PLN
2009-05-04,182.79,PLN
2009-05-05,182.52,PLN
2009-05-06,182.60,PLN
2009-05-07,182.19,PLN
2009-05-08,182.01,PLN
2009-05-11,181.12,PLN
2009-05-12,182.83,PLN
2009-05-13,181.27,PLN
2009-05-14,180.61,PLN
2009-05-15,181.10,PLN
2009-05-18,182.04,PLN
2009-05-19,183.27,PLN
2009-05-20,183.65,PLN
2009-05-21,182.39,PLN
2009-05-22,181.76,PLN
2009-05-25,181.56,PLN
2009-05-26,181.39,PLN
2009-05-27,182.37,PLN
2009-05-28,182.01,PLN
2009-05-29,181.90,PLN
2009-06-01,185.03,PLN
2009-06-02,186.32,PLN
2009-06-03,185.64,PLN
2009-06-04,186.38,PLN
2009-06-05,186.17,PLN
2009-06-08,185.13,PLN
2009-06-09,186.26,PLN
2009-06-10,187.42,PLN
2009-06-12,187.99,PLN
2009-06-15,187.24,PLN
2009-06-16,187.02,PLN
2009-06-17,185.78,PLN
2009-06-18,185.58,PLN
2009-06-19,186.36,PLN
2009-06-22,183.23,PLN
2009-06-23,183.18,PLN
2009-06-24,184.01,PLN
2009-06-25,183.68,PLN
2009-06-26,184.06,PLN
2009-06-29,184.83,PLN
2009-06-30,184.79,PLN
2009-07-01,185.35,PLN
2009-07-02,184.62,PLN
2009-07-03,184.49,PLN
2009-07-06,183.80,PLN
2009-07-07,183.94,PLN
2009-07-08,184.00,PLN
2009-07-09,184.62,PLN
2009-07-10,183.85,PLN
2009-07-13,184.33,PLN
2009-07-14,186.76,PLN
2009-07-15,188.13,PLN
2009-07-16,188.29,PLN
2009-07-17,187.75,PLN
2009-07-20,190.50,PLN
2009-07-21,191.40,PLN
2009-07-22,190.57,PLN
2009-07-23,191.96,PLN
2009-07-24,192.72,PLN
2009-07-27,192.89,PLN
2009-07-28,191.79,PLN
2009-07-29,192.19,PLN
2009-07-30,194.63,PLN
2009-07-31,194.90,PLN
2009-08-03,195.72,PLN
2009-08-04,195.33,PLN
2009-08-05,193.96,PLN
2009-08-06,194.52,PLN
2009-08-07,195.33,PLN
2009-08-10,195.87,PLN
2009-08-11,194.69,PLN
2009-08-12,194.43,PLN
2009-08-13,195.65,PLN
2009-08-14,195.07,PLN
2009-08-17,193.53,PLN
2009-08-18,194.31,PLN
2009-08-19,194.72,PLN
2009-08-20,196.59,PLN
2009-08-21,198.59,PLN
2009-08-24,200.20,PLN
2009-08-25,200.87,PLN
2009-08-26,199.07,PLN
2009-08-27,198.54,PLN
2009-08-28,199.34,PLN
2009-08-31,199.04,PLN
2009-09-01,198.21,PLN
2009-09-02,195.84,PLN
2009-09-03,196.21,PLN
2009-09-04,196.31,PLN
2009-09-07,198.09,PLN
2009-09-08,197.82,PLN
2009-09-09,197.88,PLN
2009-09-10,196.70,PLN
2009-09-11,195.95,PLN
2009-09-14,194.72,PLN
2009-09-15,194.76,PLN
2009-09-16,196.80,PLN
2009-09-17,197.05,PLN
2009-09-18,196.66,PLN
2009-09-21,196.29,PLN
2009-09-22,198.70,PLN
2009-09-23,199.20,PLN
2009-09-24,199.50,PLN
2009-09-25,199.36,PLN
2009-09-28,199.66,PLN
2009-09-29,198.71,PLN
2009-09-30,198.52,PLN
2009-10-01,199.44,PLN
2009-10-02,197.37,PLN
2009-10-05,197.54,PLN
2009-10-06,199.17,PLN
2009-10-07,198.48,PLN
2009-10-08,199.12,PLN
2009-10-09,199.26,PLN
2009-10-12,199.81,PLN
2009-10-13,199.43,PLN
2009-10-14,201.48,PLN
2009-10-15,201.15,PLN
2009-10-16,200.90,PLN
2009-10-19,202.15,PLN
2009-10-20,202.88,PLN
2009-10-21,203.23,PLN
2009-10-22,203.04,PLN
2009-10-23,203.41,PLN
2009-10-26,202.82,PLN
2009-10-27,201.91,PLN
2009-10-28,200.41,PLN
2009-10-29,201.09,PLN
2009-10-30,200.62,PLN
2009-11-02,200.48,PLN
2009-11-03,199.02,PLN
2009-11-04,200.16,PLN
2009-11-05,201.34,PLN
2009-11-06,200.70,PLN
2009-11-09,202.81,PLN
2009-11-10,202.99,PLN
2009-11-12,203.35,PLN
2009-11-13,202.77,PLN
2009-11-16,204.30,PLN
2009-11-17,204.16,PLN
2009-11-18,202.73,PLN
2009-11-19,201.78,PLN
2009-11-20,202.05,PLN
2009-11-23,203.37,PLN
2009-11-24,202.58,PLN
2009-11-25,202.54,PLN
2009-11-26,201.42,PLN
2009-11-27,200.94,PLN
2009-11-30,202.03,PLN
2009-12-01,202.59,PLN
2009-12-02,202.89,PLN
2009-12-03,203.26,PLN
2009-12-04,204.05,PLN
2009-12-07,203.74,PLN
2009-12-08,202.24,PLN
2009-12-09,201.10,PLN
2009-12-10,201.30,PLN
2009-12-11,201.67,PLN
2009-12-14,202.25,PLN
2009-12-15,202.23,PLN
2009-12-16,202.68,PLN
2009-12-17,201.83,PLN
2009-12-18,201.54,PLN
2009-12-21,201.76,PLN
2009-12-22,202.42,PLN
2009-12-23,202.39,PLN
2009-12-28,202.93,PLN
2009-12-29,203.47,PLN
2009-12-30,202.80,PLN
2009-12-31,202.75,PLN
2010-01-04,204.00,PLN
2010-01-05,204.67,PLN
2010-01-06,205.37,PLN
2010-01-07,205.10,PLN
2010-01-08,205.46,PLN
2010-01-11,206.28,PLN
2010-01-12,205.55,PLN
2010-01-13,205.75,PLN
2010-01-14,205.50,PLN
2010-01-15,205.46,PLN
2010-01-18,206.32,PLN
2010-01-19,206.58,PLN
2010-01-20,207.03,PLN
2010-01-21,206.41,PLN
2010-01-22,205.03,PLN
2010-01-25,205.10,PLN
2010-01-26,204.35,PLN
2010-01-27,204.02,PLN
2010-01-28,204.09,PLN
2010-01-29,204.76,PLN
2010-02-01,204.56,PLN
2010-02-02,205.02,PLN
2010-02-03,205.27,PLN
2010-02-04,202.69,PLN
2010-02-05,200.67,PLN
2010-02-08,200.13,PLN
2010-02-09,200.92,PLN
2010-02-10,201.49,PLN
2010-02-11,200.79,PLN
2010-02-12,201.40,PLN
2010-02-15,202.47,PLN
2010-02-16,202.19,PLN
2010-02-17,203.01,PLN
2010-02-18,202.43,PLN
2010-02-19,202.72,PLN
2010-02-22,203.24,PLN
2010-02-23,202.59,PLN
2010-02-24,202.53,PLN
2010-02-25,201.84,PLN
2010-02-26,203.23,PLN
2010-03-01,203.94,PLN
2010-03-02,205.21,PLN
2010-03-03,205.33,PLN
2010-03-04,205.28,PLN
2010-03-05,206.28,PLN
2010-03-08,206.82,PLN
2010-03-09,206.80,PLN
2010-03-10,207.93,PLN
2010-03-11,208.11,PLN
2010-03-12,208.51,PLN
2010-03-15,208.73,PLN
2010-03-16,210.14,PLN
2010-03-17,210.62,PLN
2010-03-18,210.62,PLN
2010-03-19,210.12,PLN
2010-03-22,210.05,PLN
2010-03-23,211.02,PLN
2010-03-24,211.21,PLN
2010-03-25,212.52,PLN
2010-03-26,212.71,PLN
2010-03-29,212.65,PLN
2010-03-30,212.87,PLN
2010-03-31,212.93,PLN
2010-04-01,214.26,PLN
2010-04-06,214.72,PLN
2010-04-07,213.74,PLN
2010-04-08,212.55,PLN
2010-04-09,213.79,PLN
2010-04-12,214.40,PLN
2010-04-13,214.91,PLN
2010-04-14,215.67,PLN
2010-04-15,215.81,PLN
2010-04-16,215.53,PLN
2010-04-19,213.70,PLN
2010-04-20,214.80,PLN
2010-04-21,214.53,PLN
2010-04-22,212.97,PLN
2010-04-23,213.69,PLN
2010-04-26,215.21,PLN
2010-04-27,214.02,PLN
2010-04-28,212.37,PLN
2010-04-29,213.77,PLN
2010-04-30,214.66,PLN
2010-05-04,211.71,PLN
2010-05-05,209.77,PLN
2010-05-06,209.23,PLN
2010-05-07,207.38,PLN
2010-05-10,211.48,PLN
2010-05-11,211.27,PLN
2010-05-12,212.29,PLN
2010-05-13,212.27,PLN
2010-05-14,210.68,PLN
2010-05-17,211.05,PLN
2010-05-18,211.75,PLN
2010-05-19,209.83,PLN
2010-05-20,207.48,PLN
2010-05-21,207.50,PLN
2010-05-24,208.52,PLN
2010-05-25,206.18,PLN
2010-05-26,208.76,PLN
2010-05-27,209.98,PLN
2010-05-28,210.91,PLN
2010-05-31,211.12,PLN
2010-06-01,209.92,PLN
2010-06-02,210.30,PLN
2010-06-04,208.87,PLN
2010-06-07,208.19,PLN
