Data,Wartość dla NN (L) Spółek Dywidendowych USA (A),Waluta
2017-04-13,187.46,PLN
2017-04-18,187.96,PLN
2017-04-19,187.47,PLN
2017-04-20,189.21,PLN
2017-04-21,188.11,PLN
2017-04-24,189.85,PLN
2017-04-25,190.81,PLN
2017-04-26,190.59,PLN
2017-04-27,190.60,PLN
2017-04-28,189.84,PLN
2017-05-02,189.59,PLN
2017-05-04,189.13,PLN
2017-05-05,190.04,PLN
2017-05-08,190.00,PLN
2017-05-09,189.58,PLN
2017-05-10,189.91,PLN
2017-05-11,188.33,PLN
2017-05-12,187.84,PLN
2017-05-15,188.95,PLN
2017-05-16,188.87,PLN
2017-05-17,185.30,PLN
2017-05-18,185.33,PLN
2017-05-19,186.52,PLN
2017-05-22,187.12,PLN
2017-05-23,188.08,PLN
2017-05-24,188.21,PLN
2017-05-25,188.48,PLN
2017-05-26,188.49,PLN
2017-05-29,188.46,PLN
2017-05-30,188.22,PLN
2017-05-31,188.28,PLN
2017-06-01,189.92,PLN
2017-06-02,189.89,PLN
2017-06-05,189.58,PLN
2017-06-06,188.86,PLN
2017-06-07,188.70,PLN
2017-06-08,189.16,PLN
2017-06-09,190.41,PLN
2017-06-12,190.68,PLN
2017-06-13,191.25,PLN
2017-06-14,190.71,PLN
2017-06-16,189.82,PLN
2017-06-19,190.72,PLN
2017-06-20,189.27,PLN
2017-06-21,188.82,PLN
2017-06-22,189.28,PLN
2017-06-23,189.59,PLN
2017-06-26,189.81,PLN
2017-06-27,188.90,PLN
2017-06-28,190.77,PLN
2017-06-29,189.71,PLN
2017-06-30,189.72,PLN
2017-07-03,190.93,PLN
2017-07-04,190.92,PLN
2017-07-05,190.56,PLN
2017-07-06,188.38,PLN
2017-07-07,189.17,PLN
2017-07-10,188.91,PLN
2017-07-11,188.95,PLN
2017-07-12,189.89,PLN
2017-07-13,190.76,PLN
2017-07-14,191.51,PLN
2017-07-17,191.76,PLN
2017-07-18,191.46,PLN
2017-07-19,192.67,PLN
2017-07-20,192.75,PLN
2017-07-21,192.56,PLN
2017-07-24,191.98,PLN
2017-07-25,193.67,PLN
2017-07-26,192.51,PLN
2017-07-27,192.89,PLN
2017-07-28,192.61,PLN
2017-07-31,192.87,PLN
2017-08-01,193.21,PLN
2017-08-02,193.21,PLN
2017-08-03,192.81,PLN
2017-08-04,193.18,PLN
2017-08-07,193.29,PLN
2017-08-08,193.00,PLN
2017-08-09,192.50,PLN
2017-08-10,189.88,PLN
2017-08-11,189.84,PLN
2017-08-14,191.25,PLN
2017-08-16,191.10,PLN
2017-08-17,188.33,PLN
2017-08-18,187.93,PLN
2017-08-21,187.68,PLN
2017-08-22,189.32,PLN
2017-08-23,189.43,PLN
2017-08-24,189.55,PLN
2017-08-25,190.30,PLN
2017-08-28,190.21,PLN
2017-08-29,190.21,PLN
2017-08-30,190.77,PLN
2017-08-31,191.74,PLN
2017-09-01,192.72,PLN
2017-09-04,192.69,PLN
2017-09-05,191.19,PLN
2017-09-06,192.01,PLN
2017-09-07,191.52,PLN
2017-09-08,190.92,PLN
2017-09-11,192.71,PLN
2017-09-12,194.24,PLN
2017-09-13,194.50,PLN
2017-09-14,194.45,PLN
2017-09-15,195.06,PLN
2017-09-18,195.75,PLN
2017-09-19,196.05,PLN
2017-09-20,196.62,PLN
2017-09-21,196.33,PLN
2017-09-22,196.72,PLN
2017-09-25,197.03,PLN
2017-09-26,197.32,PLN
2017-09-27,198.10,PLN
2017-09-28,197.94,PLN
2017-09-29,198.42,PLN
2017-10-02,199.67,PLN
2017-10-03,199.76,PLN
2017-10-04,199.84,PLN
2017-10-05,200.67,PLN
2017-10-06,200.29,PLN
2017-10-09,199.82,PLN
2017-10-10,200.78,PLN
2017-10-11,200.65,PLN
2017-10-12,200.07,PLN
2017-10-13,200.52,PLN
2017-10-16,200.40,PLN
2017-10-17,200.02,PLN
2017-10-18,200.80,PLN
2017-10-19,201.18,PLN
2017-10-20,202.18,PLN
2017-10-23,201.22,PLN
2017-10-24,201.63,PLN
2017-10-25,200.54,PLN
2017-10-26,200.53,PLN
2017-10-27,201.01,PLN
2017-10-30,200.34,PLN
2017-10-31,200.27,PLN
2017-11-02,201.26,PLN
2017-11-03,201.58,PLN
2017-11-06,201.51,PLN
2017-11-07,200.87,PLN
2017-11-08,200.86,PLN
2017-11-09,200.99,PLN
2017-11-10,200.80,PLN
2017-11-13,200.83,PLN
2017-11-14,200.26,PLN
2017-11-15,199.24,PLN
2017-11-16,201.03,PLN
2017-11-17,201.15,PLN
2017-11-20,201.58,PLN
2017-11-21,202.26,PLN
2017-11-22,202.24,PLN
2017-11-23,202.22,PLN
2017-11-24,202.25,PLN
2017-11-27,202.02,PLN
2017-11-28,204.35,PLN
2017-11-29,205.52,PLN
2017-11-30,206.38,PLN
2017-12-01,206.23,PLN
2017-12-04,206.68,PLN
2017-12-05,205.44,PLN
2017-12-06,204.60,PLN
2017-12-07,204.90,PLN
2017-12-08,205.84,PLN
2017-12-11,206.79,PLN
2017-12-12,206.94,PLN
2017-12-13,206.58,PLN
2017-12-14,205.17,PLN
2017-12-15,206.27,PLN
2017-12-18,207.65,PLN
2017-12-19,207.07,PLN
2017-12-20,207.20,PLN
2017-12-21,208.31,PLN
2017-12-22,208.32,PLN
2017-12-27,208.06,PLN
2017-12-28,207.97,PLN
2017-12-29,207.03,PLN
2018-01-03,209.53,PLN
2018-01-04,210.25,PLN
2018-01-05,211.22,PLN
2018-01-08,211.32,PLN
2018-01-09,211.43,PLN
2018-01-10,211.24,PLN
2018-01-11,212.80,PLN
2018-01-12,213.69,PLN
2018-01-15,213.66,PLN
2018-01-16,212.34,PLN
2018-01-17,214.07,PLN
2018-01-18,213.71,PLN
2018-01-19,214.76,PLN
2018-01-22,216.35,PLN
2018-01-23,216.89,PLN
2018-01-24,216.13,PLN
2018-01-25,215.57,PLN
2018-01-26,218.44,PLN
2018-01-29,218.10,PLN
2018-01-30,214.99,PLN
2018-01-31,213.82,PLN
2018-02-01,213.63,PLN
2018-02-02,209.72,PLN
2018-02-05,202.20,PLN
2018-02-06,204.51,PLN
2018-02-07,204.25,PLN
2018-02-08,198.11,PLN
2018-02-09,200.06,PLN
2018-02-12,202.15,PLN
2018-02-13,202.68,PLN
2018-02-14,204.91,PLN
2018-02-15,207.17,PLN
2018-02-16,207.50,PLN
2018-02-19,207.46,PLN
2018-02-20,205.92,PLN
2018-02-21,204.89,PLN
2018-02-22,204.62,PLN
2018-02-23,208.14,PLN
2018-02-26,210.02,PLN
2018-02-27,207.81,PLN
2018-02-28,205.68,PLN
2018-03-01,204.01,PLN
2018-03-02,205.31,PLN
2018-03-05,207.18,PLN
2018-03-06,207.77,PLN
2018-03-07,207.26,PLN
2018-03-08,207.36,PLN
2018-03-09,210.22,PLN
2018-03-12,209.90,PLN
2018-03-13,208.55,PLN
2018-03-14,207.43,PLN
2018-03-15,206.97,PLN
2018-03-16,207.65,PLN
2018-03-19,205.22,PLN
2018-03-20,205.02,PLN
2018-03-21,204.88,PLN
2018-03-22,200.63,PLN
2018-03-23,196.97,PLN
2018-03-26,201.45,PLN
2018-03-27,199.26,PLN
2018-03-28,199.20,PLN
2018-03-29,201.52,PLN
2018-04-03,199.85,PLN
2018-04-04,201.73,PLN
2018-04-05,203.08,PLN
2018-04-06,199.27,PLN
2018-04-09,200.10,PLN
2018-04-10,202.94,PLN
2018-04-11,202.40,PLN
2018-04-12,204.21,PLN
2018-04-13,203.87,PLN
2018-04-16,204.62,PLN
2018-04-17,205.79,PLN
2018-04-18,205.48,PLN
2018-04-19,204.58,PLN
2018-04-20,203.21,PLN
2018-04-23,203.73,PLN
2018-04-24,203.15,PLN
2018-04-25,203.37,PLN
2018-04-26,204.89,PLN
2018-04-27,204.85,PLN
2018-04-30,203.14,PLN
2018-05-02,201.27,PLN
2018-05-04,202.76,PLN
2018-05-07,203.22,PLN
2018-05-08,203.07,PLN
2018-05-09,204.83,PLN
2018-05-10,206.51,PLN
2018-05-11,207.11,PLN
2018-05-14,207.60,PLN
2018-05-15,207.04,PLN
2018-05-16,208.09,PLN
2018-05-17,207.89,PLN
2018-05-18,206.84,PLN
2018-05-21,207.71,PLN
2018-05-22,207.57,PLN
2018-05-23,207.33,PLN
2018-05-24,207.01,PLN
2018-05-25,206.42,PLN
2018-05-28,206.38,PLN
2018-05-29,204.23,PLN
2018-05-30,206.64,PLN
2018-06-01,207.38,PLN
2018-06-04,207.92,PLN
2018-06-05,207.84,PLN
2018-06-06,209.48,PLN
2018-06-07,209.76,PLN
2018-06-08,210.72,PLN
2018-06-11,210.74,PLN
2018-06-12,210.79,PLN
2018-06-13,209.99,PLN
2018-06-14,209.90,PLN
2018-06-15,209.22,PLN
2018-06-18,208.75,PLN
2018-06-19,208.00,PLN
2018-06-20,208.04,PLN
2018-06-21,207.28,PLN
2018-06-22,208.14,PLN
2018-06-25,206.24,PLN
2018-06-26,206.72,PLN
2018-06-27,205.25,PLN
2018-06-28,205.80,PLN
2018-06-29,205.76,PLN
2018-07-02,205.63,PLN
2018-07-03,205.16,PLN
2018-07-04,205.15,PLN
2018-07-05,206.73,PLN
2018-07-06,208.41,PLN
2018-07-09,209.91,PLN
2018-07-10,210.80,PLN
2018-07-11,208.38,PLN
2018-07-12,209.62,PLN
2018-07-13,209.51,PLN
2018-07-16,209.40,PLN
2018-07-17,209.75,PLN
2018-07-18,209.86,PLN
2018-07-19,209.28,PLN
2018-07-20,208.59,PLN
2018-07-23,209.14,PLN
2018-07-24,209.62,PLN
2018-07-25,211.26,PLN
2018-07-26,211.86,PLN
2018-07-27,210.52,PLN
2018-07-30,210.64,PLN
2018-07-31,211.76,PLN
2018-08-01,211.15,PLN
2018-08-02,212.00,PLN
2018-08-03,213.19,PLN
2018-08-06,214.13,PLN
2018-08-07,214.58,PLN
2018-08-08,214.86,PLN
2018-08-09,214.50,PLN
2018-08-10,213.30,PLN
2018-08-13,212.32,PLN
2018-08-14,213.99,PLN
2018-08-16,214.59,PLN
2018-08-17,215.51,PLN
2018-08-20,215.72,PLN
2018-08-21,216.18,PLN
2018-08-22,215.91,PLN
2018-08-23,215.33,PLN
2018-08-24,215.80,PLN
2018-08-27,217.00,PLN
2018-08-28,217.13,PLN
2018-08-29,217.90,PLN
2018-08-30,216.89,PLN
2018-08-31,216.93,PLN
2018-09-03,216.89,PLN
2018-09-04,216.10,PLN
2018-09-05,216.27,PLN
2018-09-06,214.92,PLN
2018-09-07,214.27,PLN
2018-09-10,214.50,PLN
2018-09-11,214.57,PLN
2018-09-12,214.88,PLN
2018-09-13,215.66,PLN
2018-09-14,215.81,PLN
2018-09-17,215.19,PLN
2018-09-18,215.85,PLN
2018-09-19,216.26,PLN
2018-09-20,217.92,PLN
2018-09-21,218.06,PLN
2018-09-24,216.94,PLN
2018-09-25,216.17,PLN
2018-09-26,215.56,PLN
2018-09-27,215.79,PLN
2018-09-28,216.14,PLN
2018-10-01,216.90,PLN
2018-10-02,217.30,PLN
2018-10-03,217.76,PLN
2018-10-04,216.95,PLN
2018-10-05,216.12,PLN
2018-10-08,216.73,PLN
2018-10-09,216.81,PLN
2018-10-10,211.49,PLN
2018-10-11,206.50,PLN
2018-10-12,208.30,PLN
2018-10-15,207.31,PLN
2018-10-16,210.46,PLN
2018-10-17,210.50,PLN
2018-10-18,207.97,PLN
2018-10-19,208.84,PLN
2018-10-22,207.64,PLN
2018-10-23,207.11,PLN
2018-10-24,201.26,PLN
2018-10-25,203.56,PLN
2018-10-26,201.26,PLN
2018-10-29,200.97,PLN
2018-10-30,202.62,PLN
2018-10-31,202.82,PLN
2018-11-02,203.57,PLN
2018-11-05,205.18,PLN
2018-11-06,206.56,PLN
2018-11-07,209.46,PLN
2018-11-08,209.13,PLN
2018-11-09,207.48,PLN
2018-11-13,204.21,PLN
2018-11-14,202.33,PLN
2018-11-15,204.29,PLN
2018-11-16,204.72,PLN
2018-11-19,202.44,PLN
2018-11-20,198.96,PLN
2018-11-21,199.82,PLN
2018-11-22,199.81,PLN
2018-11-23,198.43,PLN
2018-11-26,200.71,PLN
2018-11-27,200.50,PLN
2018-11-28,203.74,PLN
2018-11-29,203.18,PLN
2018-11-30,204.65,PLN
2018-12-03,206.40,PLN
2018-12-04,200.61,PLN
2018-12-05,200.60,PLN
2018-12-06,199.94,PLN
2018-12-07,196.47,PLN
2018-12-10,196.17,PLN
2018-12-11,195.47,PLN
2018-12-12,196.53,PLN
2018-12-13,196.66,PLN
2018-12-14,193.08,PLN
2018-12-17,190.07,PLN
2018-12-18,189.80,PLN
2018-12-19,187.46,PLN
2018-12-20,184.85,PLN
2018-12-21,182.06,PLN
2018-12-27,185.63,PLN
2018-12-28,185.51,PLN
2019-01-02,187.92,PLN
2019-01-03,184.16,PLN
2019-01-04,189.51,PLN
2019-01-07,190.64,PLN
2019-01-08,191.76,PLN
2019-01-09,192.36,PLN
2019-01-10,193.11,PLN
2019-01-11,193.58,PLN
2019-01-14,192.78,PLN
2019-01-15,194.02,PLN
2019-01-16,194.20,PLN
2019-01-17,195.69,PLN
2019-01-18,198.16,PLN
2019-01-21,198.13,PLN
2019-01-22,196.02,PLN
2019-01-23,196.93,PLN
2019-01-24,196.86,PLN
2019-01-25,198.07,PLN
2019-01-28,196.90,PLN
2019-01-29,196.57,PLN
2019-01-30,198.69,PLN
2019-01-31,200.16,PLN
2019-02-01,201.05,PLN
2019-02-04,201.66,PLN
2019-02-05,202.49,PLN
2019-02-06,202.53,PLN
2019-02-07,200.47,PLN
2019-02-08,200.10,PLN
2019-02-11,200.50,PLN
2019-02-12,202.51,PLN
2019-02-13,203.33,PLN
2019-02-14,202.69,PLN
2019-02-15,205.02,PLN
2019-02-18,204.99,PLN
2019-02-19,205.57,PLN
2019-02-20,206.10,PLN
2019-02-21,205.35,PLN
2019-02-22,206.30,PLN
2019-02-25,206.87,PLN
2019-02-26,206.61,PLN
2019-02-27,206.69,PLN
2019-02-28,206.23,PLN
2019-03-01,207.13,PLN
2019-03-04,206.53,PLN
2019-03-05,206.22,PLN
2019-03-06,204.87,PLN
2019-03-07,203.80,PLN
2019-03-08,203.39,PLN
2019-03-11,205.82,PLN
2019-03-12,206.11,PLN
2019-03-13,207.58,PLN
2019-03-14,207.57,PLN
2019-03-15,208.54,PLN
2019-03-18,209.31,PLN
2019-03-19,209.02,PLN
2019-03-20,207.70,PLN
2019-03-21,209.59,PLN
2019-03-22,206.31,PLN
2019-03-25,205.85,PLN
2019-03-26,207.56,PLN
2019-03-27,206.59,PLN
2019-03-28,207.05,PLN
2019-03-29,208.10,PLN
2019-04-01,209.90,PLN
2019-04-02,209.68,PLN
2019-04-03,209.88,PLN
2019-04-04,210.42,PLN
2019-04-05,211.11,PLN
2019-04-08,211.22,PLN
2019-04-09,209.60,PLN
2019-04-10,210.00,PLN
2019-04-11,210.02,PLN
2019-04-12,211.16,PLN
2019-04-15,211.19,PLN
2019-04-16,212.42,PLN
2019-04-17,211.57,PLN
2019-04-18,211.55,PLN
2019-04-23,212.51,PLN
2019-04-24,212.42,PLN
2019-04-25,211.64,PLN
2019-04-26,212.65,PLN
2019-04-29,212.78,PLN
2019-04-30,214.42,PLN
2019-05-02,212.31,PLN
2019-05-06,213.12,PLN
2019-05-07,210.18,PLN
2019-05-08,209.70,PLN
2019-05-09,209.35,PLN
2019-05-10,210.36,PLN
2019-05-13,206.30,PLN
2019-05-14,207.28,PLN
2019-05-15,207.76,PLN
2019-05-16,209.43,PLN
2019-05-17,208.68,PLN
2019-05-20,207.98,PLN
2019-05-21,209.38,PLN
2019-05-22,209.14,PLN
2019-05-23,207.53,PLN
2019-05-24,208.00,PLN
2019-05-27,207.97,PLN
2019-05-28,205.39,PLN
2019-05-29,204.38,PLN
2019-05-30,204.37,PLN
2019-05-31,202.27,PLN
2019-06-03,204.23,PLN
2019-06-04,207.41,PLN
2019-06-05,209.11,PLN
2019-06-06,210.02,PLN
2019-06-07,211.34,PLN
2019-06-10,211.90,PLN
2019-06-11,211.85,PLN
2019-06-12,211.56,PLN
2019-06-13,212.34,PLN
2019-06-14,212.23,PLN
2019-06-17,211.56,PLN
2019-06-18,213.09,PLN
2019-06-19,213.37,PLN
2019-06-21,214.92,PLN
2019-06-24,214.71,PLN
2019-06-25,213.70,PLN
2019-06-26,212.32,PLN
2019-06-27,213.17,PLN
2019-06-28,214.34,PLN
2019-07-01,215.45,PLN
2019-07-02,215.68,PLN
2019-07-03,217.41,PLN
2019-07-04,217.40,PLN
2019-07-05,217.07,PLN
2019-07-08,216.38,PLN
2019-07-09,216.33,PLN
2019-07-10,216.77,PLN
2019-07-11,217.01,PLN
2019-07-12,217.51,PLN
2019-07-15,217.27,PLN
2019-07-16,216.57,PLN
2019-07-17,215.46,PLN
2019-07-18,216.29,PLN
2019-07-19,215.05,PLN
2019-07-22,215.29,PLN
2019-07-23,216.73,PLN
2019-07-24,217.70,PLN
2019-07-25,216.93,PLN
2019-07-26,218.47,PLN
2019-07-29,218.27,PLN
2019-07-30,218.03,PLN
2019-07-31,215.53,PLN
2019-08-01,212.94,PLN
2019-08-02,212.21,PLN
2019-08-05,207.03,PLN
2019-08-06,209.16,PLN
2019-08-07,208.81,PLN
2019-08-08,212.01,PLN
2019-08-09,210.59,PLN
2019-08-12,208.34,PLN
2019-08-13,210.45,PLN
2019-08-14,205.20,PLN
2019-08-16,208.11,PLN
2019-08-19,210.24,PLN
2019-08-20,208.53,PLN
2019-08-21,209.72,PLN
2019-08-22,209.77,PLN
2019-08-23,205.11,PLN
2019-08-26,206.87,PLN
2019-08-27,206.66,PLN
2019-08-28,208.04,PLN
2019-08-29,210.12,PLN
2019-08-30,210.58,PLN
2019-09-02,210.54,PLN
2019-09-03,209.62,PLN
2019-09-04,211.53,PLN
2019-09-05,213.46,PLN
2019-09-06,213.69,PLN
2019-09-09,214.47,PLN
2019-09-10,215.16,PLN
2019-09-11,216.70,PLN
2019-09-12,216.93,PLN
2019-09-13,217.08,PLN
2019-09-16,216.52,PLN
2019-09-17,216.80,PLN
2019-09-18,217.28,PLN
2019-09-19,217.25,PLN
2019-09-20,217.04,PLN
2019-09-23,217.32,PLN
2019-09-24,216.50,PLN
2019-09-25,217.19,PLN
2019-09-26,216.83,PLN
2019-09-27,216.47,PLN
2019-09-30,217.04,PLN
2019-10-01,213.98,PLN
2019-10-02,210.61,PLN
2019-10-03,211.66,PLN
2019-10-04,214.43,PLN
2019-10-07,213.16,PLN
2019-10-08,209.88,PLN
2019-10-09,211.32,PLN
2019-10-10,212.57,PLN
2019-10-11,214.53,PLN
2019-10-14,214.06,PLN
2019-10-15,215.11,PLN
2019-10-16,214.71,PLN
2019-10-17,215.45,PLN
2019-10-18,215.06,PLN
2019-10-21,216.14,PLN
2019-10-22,215.80,PLN
2019-10-23,216.65,PLN
2019-10-24,216.66,PLN
2019-10-25,216.74,PLN
2019-10-28,217.23,PLN
2019-10-29,217.95,PLN
2019-10-30,218.46,PLN
2019-10-31,217.43,PLN
2019-11-04,219.04,PLN
2019-11-05,218.97,PLN
2019-11-06,219.35,PLN
2019-11-07,219.70,PLN
2019-11-08,219.74,PLN
2019-11-12,219.40,PLN
2019-11-13,219.62,PLN
2019-11-14,219.26,PLN
2019-11-15,220.84,PLN
2019-11-18,220.61,PLN
2019-11-19,220.60,PLN
2019-11-20,220.15,PLN
2019-11-21,219.82,PLN
2019-11-22,220.66,PLN
2019-11-25,221.85,PLN
2019-11-26,222.30,PLN
2019-11-27,223.07,PLN
2019-11-28,223.06,PLN
2019-11-29,222.18,PLN
2019-12-02,220.84,PLN
2019-12-03,219.33,PLN
2019-12-04,221.10,PLN
2019-12-05,221.37,PLN
2019-12-06,223.18,PLN
2019-12-09,222.65,PLN
2019-12-10,222.41,PLN
2019-12-11,222.84,PLN
2019-12-12,224.68,PLN
2019-12-13,224.60,PLN
2019-12-16,225.78,PLN
2019-12-17,226.16,PLN
2019-12-18,225.90,PLN
2019-12-19,226.47,PLN
2019-12-20,227.63,PLN
2019-12-23,227.43,PLN
2019-12-27,227.59,PLN
2019-12-30,226.82,PLN
2020-01-02,227.76,PLN
2020-01-03,226.51,PLN
2020-01-07,225.60,PLN
2020-01-08,226.19,PLN
2020-01-09,227.29,PLN
2020-01-10,226.54,PLN
2020-01-13,227.66,PLN
2020-01-14,227.58,PLN
2020-01-15,227.81,PLN
2020-01-16,229.38,PLN
2020-01-17,230.04,PLN
2020-01-20,229.99,PLN
2020-01-21,229.20,PLN
2020-01-22,229.30,PLN
2020-01-23,230.03,PLN
2020-01-24,228.67,PLN
2020-01-27,226.19,PLN
2020-01-28,227.62,PLN
2020-01-29,226.59,PLN
2020-01-30,227.36,PLN
2020-01-31,223.64,PLN
2020-02-03,225.30,PLN
2020-02-04,227.28,PLN
2020-02-05,231.22,PLN
2020-02-06,231.33,PLN
2020-02-07,229.88,PLN
2020-02-10,230.73,PLN
2020-02-11,231.12,PLN
2020-02-12,231.40,PLN
2020-02-13,231.44,PLN
2020-02-14,231.55,PLN
2020-02-17,231.54,PLN
2020-02-18,229.86,PLN
2020-02-19,230.69,PLN
2020-02-20,230.08,PLN
2020-02-21,228.73,PLN
2020-02-24,222.81,PLN
2020-02-25,216.76,PLN
2020-02-26,215.37,PLN
2020-02-27,207.03,PLN
2020-02-28,203.80,PLN
2020-03-02,212.41,PLN
2020-03-03,206.62,PLN
2020-03-04,214.37,PLN
2020-03-05,208.18,PLN
2020-03-06,205.18,PLN
2020-03-09,190.07,PLN
2020-03-10,197.35,PLN
2020-03-11,187.55,PLN
2020-03-12,170.33,PLN
2020-03-13,184.41,PLN
2020-03-16,164.97,PLN
2020-03-17,176.02,PLN
2020-03-18,165.18,PLN
2020-03-19,165.99,PLN
2020-03-20,158.55,PLN
2020-03-23,151.97,PLN
2020-03-24,165.36,PLN
2020-03-25,167.76,PLN
2020-03-26,177.53,PLN
2020-03-27,172.48,PLN
2020-03-30,178.22,PLN
2020-03-31,175.05,PLN
2020-04-01,168.00,PLN
2020-04-02,172.36,PLN
2020-04-03,169.72,PLN
2020-04-06,180.60,PLN
2020-04-07,179.65,PLN
2020-04-08,185.76,PLN
2020-04-09,188.75,PLN
2020-04-14,189.87,PLN
2020-04-15,184.69,PLN
2020-04-16,185.03,PLN
2020-04-17,190.83,PLN
2020-04-20,186.93,PLN
2020-04-21,183.10,PLN
2020-04-22,186.20,PLN
2020-04-23,185.53,PLN
2020-04-24,187.97,PLN
2020-04-27,191.11,PLN
2020-04-28,191.28,PLN
2020-04-29,194.39,PLN
2020-04-30,191.11,PLN
2020-05-04,186.48,PLN
2020-05-05,187.69,PLN
2020-05-06,185.05,PLN
2020-05-07,186.92,PLN
2020-05-08,190.40,PLN
2020-05-11,189.56,PLN
2020-05-12,185.46,PLN
2020-05-13,182.56,PLN
2020-05-14,184.43,PLN
2020-05-15,184.37,PLN
2020-05-18,190.60,PLN
2020-05-19,187.67,PLN
2020-05-20,189.70,PLN
2020-05-21,188.85,PLN
2020-05-22,188.67,PLN
2020-05-25,188.87,PLN
2020-05-26,192.00,PLN
2020-05-27,195.41,PLN
2020-05-28,195.39,PLN
2020-05-29,195.92,PLN
2020-06-01,195.52,PLN
2020-06-02,197.70,PLN
2020-06-03,200.37,PLN
2020-06-04,200.67,PLN
2020-06-05,204.88,PLN
2020-06-08,206.62,PLN
2020-06-09,203.98,PLN
2020-06-10,201.91,PLN
2020-06-12,193.24,PLN
2020-06-15,194.60,PLN
2020-06-16,197.48,PLN
2020-06-17,196.55,PLN
2020-06-18,196.29,PLN
2020-06-19,195.13,PLN
2020-06-22,195.30,PLN
2020-06-23,195.44,PLN
2020-06-24,190.82,PLN
2020-06-25,192.18,PLN
2020-06-26,189.17,PLN
2020-06-29,191.77,PLN
2020-06-30,194.58,PLN
2020-07-01,193.80,PLN
2020-07-02,194.89,PLN
2020-07-03,194.88,PLN
2020-07-06,196.81,PLN
2020-07-07,194.88,PLN
2020-07-08,195.62,PLN
2020-07-09,193.73,PLN
2020-07-10,195.76,PLN
2020-07-13,196.38,PLN
2020-07-14,198.96,PLN
2020-07-15,200.53,PLN
2020-07-16,200.55,PLN
2020-07-17,201.45,PLN
2020-07-20,200.71,PLN
2020-07-21,202.48,PLN
2020-07-22,203.29,PLN
2020-07-23,202.91,PLN
2020-07-24,201.44,PLN
2020-07-27,201.87,PLN
2020-07-28,201.37,PLN
2020-07-29,203.41,PLN
2020-07-30,201.84,PLN
2020-07-31,201.95,PLN
2020-08-03,202.76,PLN
2020-08-04,202.81,PLN
2020-08-05,203.54,PLN
2020-08-06,203.44,PLN
2020-08-07,205.53,PLN
2020-08-10,206.67,PLN
2020-08-11,206.46,PLN
2020-08-12,208.26,PLN
2020-08-13,206.77,PLN
2020-08-14,206.80,PLN
2020-08-17,206.63,PLN
2020-08-18,206.09,PLN
2020-08-19,205.34,PLN
2020-08-20,204.50,PLN
2020-08-21,204.49,PLN
2020-08-24,206.51,PLN
2020-08-25,206.57,PLN
2020-08-26,206.47,PLN
2020-08-27,207.80,PLN
2020-08-28,208.63,PLN
2020-08-31,207.28,PLN
2020-09-01,207.46,PLN
2020-09-02,210.55,PLN
2020-09-03,206.24,PLN
2020-09-04,205.96,PLN
2020-09-07,205.93,PLN
2020-09-08,201.09,PLN
2020-09-09,204.05,PLN
2020-09-10,201.06,PLN
2020-09-11,201.76,PLN
2020-09-14,203.77,PLN
2020-09-15,203.31,PLN
2020-09-16,204.17,PLN
2020-09-17,203.63,PLN
2020-09-18,202.15,PLN
2020-09-21,198.45,PLN
2020-09-22,198.85,PLN
2020-09-23,195.42,PLN
2020-09-24,195.90,PLN
2020-09-25,198.30,PLN
2020-09-28,201.06,PLN
2020-09-29,199.76,PLN
2020-09-30,201.63,PLN
2020-10-01,201.48,PLN
2020-10-02,201.99,PLN
2020-10-05,204.71,PLN
2020-10-06,203.58,PLN
2020-10-07,206.43,PLN
2020-10-08,208.65,PLN
2020-10-09,209.73,PLN
2020-10-12,211.66,PLN
2020-10-13,209.81,PLN
2020-10-14,209.19,PLN
2020-10-15,210.01,PLN
2020-10-16,210.76,PLN
2020-10-19,207.85,PLN
2020-10-20,208.71,PLN
2020-10-21,208.32,PLN
2020-10-22,209.97,PLN
2020-10-23,210.53,PLN
2020-10-26,206.65,PLN
2020-10-27,205.07,PLN
2020-10-28,199.37,PLN
2020-10-29,200.48,PLN
2020-10-30,200.30,PLN
2020-11-02,204.23,PLN
2020-11-03,207.73,PLN
2020-11-04,206.64,PLN
2020-11-05,209.48,PLN
2020-11-06,209.53,PLN
2020-11-09,216.41,PLN
2020-11-10,219.11,PLN
2020-11-12,215.87,PLN
2020-11-13,219.79,PLN
2020-11-16,222.81,PLN
2020-11-17,221.54,PLN
2020-11-18,218.99,PLN
2020-11-19,219.63,PLN
2020-11-20,218.53,PLN
2020-11-23,220.44,PLN
2020-11-24,224.74,PLN
2020-11-25,223.26,PLN
2020-11-26,223.25,PLN
2020-11-27,223.10,PLN
2020-11-30,221.21,PLN
2020-12-01,222.73,PLN
2020-12-02,223.10,PLN
2020-12-03,222.81,PLN
2020-12-04,225.22,PLN
2020-12-07,223.79,PLN
2020-12-08,224.77,PLN
2020-12-09,224.60,PLN
2020-12-10,223.78,PLN
2020-12-11,223.84,PLN
2020-12-14,221.88,PLN
2020-12-15,224.49,PLN
2020-12-16,223.93,PLN
2020-12-17,225.24,PLN
2020-12-18,224.64,PLN
2020-12-21,223.04,PLN
2020-12-22,222.31,PLN
2020-12-23,222.83,PLN
2020-12-28,224.45,PLN
2020-12-29,223.60,PLN
2020-12-30,224.07,PLN
2021-01-04,222.92,PLN
2021-01-05,223.91,PLN
2021-01-07,229.18,PLN
2021-01-08,229.56,PLN
2021-01-11,229.19,PLN
2021-01-12,230.45,PLN
