Data,Wartość dla NN (L) Spółek Dywidendowych USA (A),Waluta
2013-07-24,154.03,PLN
2013-07-25,154.31,PLN
2013-07-26,154.60,PLN
2013-07-29,154.75,PLN
2013-07-30,154.95,PLN
2013-07-31,154.71,PLN
2013-08-01,155.75,PLN
2013-08-02,155.67,PLN
2013-08-05,155.72,PLN
2013-08-06,154.58,PLN
2013-08-07,154.37,PLN
2013-08-08,155.67,PLN
2013-08-09,155.47,PLN
2013-08-12,155.81,PLN
2013-08-13,155.71,PLN
2013-08-14,155.63,PLN
2013-08-16,153.51,PLN
2013-08-19,152.83,PLN
2013-08-20,153.06,PLN
2013-08-21,151.80,PLN
2013-08-22,151.78,PLN
2013-08-23,152.85,PLN
2013-08-26,152.30,PLN
2013-08-27,150.77,PLN
2013-08-28,150.67,PLN
2013-08-29,150.82,PLN
2013-08-30,150.50,PLN
2013-09-02,150.47,PLN
2013-09-03,149.77,PLN
2013-09-04,150.50,PLN
2013-09-05,150.15,PLN
2013-09-06,150.65,PLN
2013-09-09,151.64,PLN
2013-09-10,151.95,PLN
2013-09-11,152.14,PLN
2013-09-12,151.54,PLN
2013-09-13,152.23,PLN
2013-09-16,152.43,PLN
2013-09-17,153.09,PLN
2013-09-18,154.55,PLN
2013-09-19,154.11,PLN
2013-09-20,152.71,PLN
2013-09-23,153.11,PLN
2013-09-24,152.99,PLN
2013-09-25,152.93,PLN
2013-09-26,153.09,PLN
2013-09-27,152.65,PLN
2013-09-30,152.21,PLN
2013-10-01,152.95,PLN
2013-10-02,152.89,PLN
2013-10-03,151.90,PLN
2013-10-04,152.51,PLN
2013-10-07,152.00,PLN
2013-10-08,150.71,PLN
2013-10-09,151.37,PLN
2013-10-10,153.16,PLN
2013-10-11,153.42,PLN
2013-10-14,153.66,PLN
2013-10-15,152.83,PLN
2013-10-16,154.33,PLN
2013-10-17,155.73,PLN
2013-10-18,156.17,PLN
2013-10-21,156.49,PLN
2013-10-22,157.68,PLN
2013-10-23,158.20,PLN
2013-10-24,158.07,PLN
2013-10-25,158.66,PLN
2013-10-28,159.26,PLN
2013-10-29,159.98,PLN
2013-10-30,159.29,PLN
2013-10-31,159.21,PLN
2013-11-04,160.49,PLN
2013-11-05,159.56,PLN
2013-11-06,160.60,PLN
2013-11-07,159.35,PLN
2013-11-08,160.25,PLN
2013-11-12,160.12,PLN
2013-11-13,160.80,PLN
2013-11-14,161.09,PLN
2013-11-15,161.61,PLN
2013-11-18,160.91,PLN
2013-11-19,160.71,PLN
2013-11-20,160.15,PLN
2013-11-21,160.69,PLN
2013-11-22,160.71,PLN
2013-11-25,160.24,PLN
2013-11-26,159.43,PLN
2013-11-27,159.93,PLN
2013-11-28,159.92,PLN
2013-11-29,159.90,PLN
2013-12-02,159.05,PLN
2013-12-03,158.12,PLN
2013-12-04,158.17,PLN
2013-12-05,157.05,PLN
2013-12-06,158.40,PLN
2013-12-09,158.14,PLN
2013-12-10,157.90,PLN
2013-12-11,156.19,PLN
2013-12-12,155.26,PLN
2013-12-13,155.39,PLN
2013-12-16,155.80,PLN
2013-12-17,155.50,PLN
2013-12-18,156.58,PLN
2013-12-19,156.06,PLN
2013-12-20,156.77,PLN
2013-12-23,157.38,PLN
2013-12-27,158.95,PLN
2013-12-30,158.76,PLN
2014-01-02,157.98,PLN
2014-01-03,158.33,PLN
2014-01-07,158.97,PLN
2014-01-08,158.26,PLN
2014-01-09,158.17,PLN
2014-01-10,158.92,PLN
2014-01-13,157.92,PLN
2014-01-14,158.47,PLN
2014-01-15,159.07,PLN
2014-01-16,159.56,PLN
2014-01-17,159.41,PLN
2014-01-20,159.38,PLN
2014-01-21,159.98,PLN
2014-01-22,159.84,PLN
2014-01-23,159.31,PLN
2014-01-24,157.65,PLN
2014-01-27,157.24,PLN
2014-01-28,156.93,PLN
2014-01-29,155.88,PLN
2014-01-30,156.27,PLN
2014-01-31,154.87,PLN
2014-02-03,152.29,PLN
2014-02-04,152.78,PLN
2014-02-05,152.41,PLN
2014-02-06,153.78,PLN
2014-02-07,155.31,PLN
2014-02-10,155.68,PLN
2014-02-11,157.38,PLN
2014-02-12,157.15,PLN
2014-02-13,158.46,PLN
2014-02-14,158.98,PLN
2014-02-17,158.95,PLN
2014-02-18,158.88,PLN
2014-02-19,158.08,PLN
2014-02-20,159.34,PLN
2014-02-21,158.84,PLN
2014-02-24,159.30,PLN
2014-02-25,159.14,PLN
2014-02-26,158.52,PLN
2014-02-27,158.92,PLN
2014-02-28,159.35,PLN
2014-03-03,159.00,PLN
2014-03-04,160.59,PLN
2014-03-05,160.42,PLN
2014-03-06,160.85,PLN
2014-03-07,160.86,PLN
2014-03-10,160.62,PLN
2014-03-11,160.35,PLN
2014-03-12,160.50,PLN
2014-03-13,159.82,PLN
2014-03-14,159.71,PLN
2014-03-17,160.81,PLN
2014-03-18,161.89,PLN
2014-03-19,160.75,PLN
2014-03-20,161.86,PLN
2014-03-21,162.21,PLN
2014-03-24,162.07,PLN
2014-03-25,162.62,PLN
2014-03-26,162.57,PLN
2014-03-27,162.70,PLN
2014-03-28,163.65,PLN
2014-03-31,164.69,PLN
2014-04-01,165.18,PLN
2014-04-02,165.76,PLN
2014-04-03,165.45,PLN
2014-04-04,164.74,PLN
2014-04-07,163.83,PLN
2014-04-08,164.57,PLN
2014-04-09,165.51,PLN
2014-04-10,163.76,PLN
2014-04-11,162.56,PLN
2014-04-14,163.92,PLN
2014-04-15,164.53,PLN
2014-04-16,165.43,PLN
2014-04-17,165.62,PLN
2014-04-22,165.97,PLN
2014-04-23,165.97,PLN
2014-04-24,166.16,PLN
2014-04-25,165.93,PLN
2014-04-28,166.65,PLN
2014-04-29,167.09,PLN
2014-04-30,167.78,PLN
2014-05-02,166.82,PLN
2014-05-05,166.60,PLN
2014-05-06,165.83,PLN
2014-05-07,166.99,PLN
2014-05-08,166.79,PLN
2014-05-09,166.91,PLN
2014-05-12,168.01,PLN
2014-05-13,168.27,PLN
2014-05-14,167.70,PLN
2014-05-15,166.28,PLN
2014-05-16,166.50,PLN
2014-05-19,166.49,PLN
2014-05-20,165.27,PLN
2014-05-21,166.18,PLN
2014-05-22,166.45,PLN
2014-05-23,166.91,PLN
2014-05-26,166.88,PLN
2014-05-27,167.14,PLN
2014-05-28,167.01,PLN
2014-05-29,167.78,PLN
2014-05-30,167.75,PLN
2014-06-02,167.55,PLN
2014-06-03,167.76,PLN
2014-06-04,167.98,PLN
2014-06-05,168.96,PLN
2014-06-06,169.67,PLN
2014-06-09,169.97,PLN
2014-06-10,170.29,PLN
2014-06-11,169.63,PLN
2014-06-12,168.94,PLN
2014-06-13,169.75,PLN
2014-06-16,169.95,PLN
2014-06-17,170.53,PLN
2014-06-18,171.31,PLN
2014-06-20,171.79,PLN
2014-06-23,171.87,PLN
2014-06-24,170.60,PLN
2014-06-25,170.94,PLN
2014-06-26,170.74,PLN
2014-06-27,171.21,PLN
2014-06-30,171.28,PLN
2014-07-01,172.12,PLN
2014-07-02,172.28,PLN
2014-07-03,173.22,PLN
2014-07-04,173.21,PLN
2014-07-07,172.49,PLN
2014-07-08,171.36,PLN
2014-07-09,171.88,PLN
2014-07-10,171.14,PLN
2014-07-11,171.01,PLN
2014-07-14,171.87,PLN
2014-07-15,171.96,PLN
2014-07-16,173.25,PLN
2014-07-17,171.18,PLN
2014-07-18,172.27,PLN
2014-07-21,171.65,PLN
2014-07-22,172.16,PLN
2014-07-23,172.61,PLN
2014-07-24,172.55,PLN
2014-07-25,172.10,PLN
2014-07-28,172.07,PLN
2014-07-29,171.39,PLN
2014-07-30,171.41,PLN
2014-07-31,168.40,PLN
2014-08-01,167.59,PLN
2014-08-04,167.98,PLN
2014-08-05,167.29,PLN
2014-08-06,167.46,PLN
2014-08-07,166.67,PLN
2014-08-08,168.20,PLN
2014-08-11,168.67,PLN
2014-08-12,168.57,PLN
2014-08-13,169.24,PLN
2014-08-14,169.74,PLN
2014-08-18,170.61,PLN
2014-08-19,171.27,PLN
2014-08-20,171.59,PLN
2014-08-21,172.35,PLN
2014-08-22,171.90,PLN
2014-08-25,172.48,PLN
2014-08-26,172.98,PLN
2014-08-27,173.24,PLN
2014-08-28,172.99,PLN
2014-08-29,173.64,PLN
2014-09-01,173.61,PLN
2014-09-02,173.35,PLN
2014-09-03,173.55,PLN
2014-09-04,173.62,PLN
2014-09-05,173.94,PLN
2014-09-08,173.21,PLN
2014-09-09,171.82,PLN
2014-09-10,172.41,PLN
2014-09-11,173.01,PLN
2014-09-12,172.12,PLN
2014-09-15,171.90,PLN
2014-09-16,172.83,PLN
2014-09-17,172.97,PLN
2014-09-18,173.64,PLN
2014-09-19,172.93,PLN
2014-09-22,171.27,PLN
2014-09-23,170.24,PLN
2014-09-24,170.84,PLN
2014-09-25,168.12,PLN
2014-09-26,168.98,PLN
2014-09-29,168.29,PLN
2014-09-30,167.52,PLN
2014-10-01,165.35,PLN
2014-10-02,165.69,PLN
2014-10-03,166.55,PLN
2014-10-06,166.55,PLN
2014-10-07,164.17,PLN
2014-10-08,166.72,PLN
2014-10-09,163.27,PLN
2014-10-10,160.95,PLN
2014-10-13,159.73,PLN
2014-10-14,160.34,PLN
2014-10-15,158.92,PLN
2014-10-16,158.89,PLN
2014-10-17,159.76,PLN
2014-10-20,161.39,PLN
2014-10-21,164.36,PLN
2014-10-22,163.31,PLN
2014-10-23,165.26,PLN
2014-10-24,166.31,PLN
2014-10-27,166.00,PLN
2014-10-28,168.05,PLN
2014-10-29,167.79,PLN
2014-10-30,167.74,PLN
2014-10-31,169.59,PLN
2014-11-03,169.18,PLN
2014-11-04,168.76,PLN
2014-11-05,169.73,PLN
2014-11-06,170.30,PLN
2014-11-07,170.78,PLN
2014-11-10,171.15,PLN
2014-11-12,171.86,PLN
2014-11-13,171.47,PLN
2014-11-14,171.87,PLN
2014-11-17,171.94,PLN
2014-11-18,172.57,PLN
2014-11-19,172.28,PLN
2014-11-20,173.21,PLN
2014-11-21,174.13,PLN
2014-11-24,174.27,PLN
2014-11-25,174.09,PLN
2014-11-26,174.27,PLN
2014-11-27,174.26,PLN
2014-11-28,172.74,PLN
2014-12-01,171.68,PLN
2014-12-02,172.64,PLN
2014-12-03,173.97,PLN
2014-12-04,172.80,PLN
2014-12-05,173.32,PLN
2014-12-08,171.31,PLN
2014-12-09,171.89,PLN
2014-12-10,168.74,PLN
2014-12-11,169.69,PLN
2014-12-12,167.03,PLN
2014-12-15,166.02,PLN
2014-12-16,165.97,PLN
2014-12-17,169.52,PLN
2014-12-18,172.94,PLN
2014-12-19,173.79,PLN
2014-12-22,174.09,PLN
2014-12-23,175.43,PLN
2014-12-29,176.17,PLN
2014-12-30,175.95,PLN
2015-01-02,174.35,PLN
2015-01-05,170.77,PLN
2015-01-07,170.12,PLN
2015-01-08,173.07,PLN
2015-01-09,171.30,PLN
2015-01-12,169.97,PLN
2015-01-13,169.41,PLN
2015-01-14,167.89,PLN
2015-01-15,165.12,PLN
2015-01-16,166.85,PLN
2015-01-19,166.83,PLN
2015-01-20,166.33,PLN
2015-01-21,166.85,PLN
2015-01-22,169.71,PLN
2015-01-23,168.46,PLN
2015-01-26,168.84,PLN
2015-01-27,166.80,PLN
2015-01-28,164.57,PLN
2015-01-29,165.72,PLN
2015-01-30,163.52,PLN
2015-02-02,165.74,PLN
2015-02-03,168.66,PLN
2015-02-04,167.41,PLN
2015-02-05,169.44,PLN
2015-02-06,169.44,PLN
2015-02-09,169.03,PLN
2015-02-10,170.27,PLN
2015-02-11,169.77,PLN
2015-02-12,172.08,PLN
2015-02-13,172.85,PLN
2015-02-16,172.82,PLN
2015-02-17,172.61,PLN
2015-02-18,171.92,PLN
2015-02-19,171.27,PLN
2015-02-20,172.16,PLN
2015-02-23,171.44,PLN
2015-02-24,172.24,PLN
2015-02-25,172.47,PLN
2015-02-26,171.96,PLN
2015-02-27,171.79,PLN
2015-03-02,172.26,PLN
2015-03-03,171.56,PLN
2015-03-04,170.89,PLN
2015-03-05,170.98,PLN
2015-03-06,169.13,PLN
2015-03-09,169.38,PLN
2015-03-10,166.75,PLN
2015-03-11,166.90,PLN
2015-03-12,168.59,PLN
2015-03-13,167.58,PLN
2015-03-16,168.74,PLN
2015-03-17,168.67,PLN
2015-03-18,170.25,PLN
2015-03-19,169.05,PLN
2015-03-20,170.95,PLN
2015-03-23,171.23,PLN
2015-03-24,170.38,PLN
2015-03-25,167.95,PLN
2015-03-26,167.74,PLN
2015-03-27,167.84,PLN
2015-03-30,169.53,PLN
2015-03-31,168.35,PLN
2015-04-01,167.93,PLN
2015-04-02,168.78,PLN
2015-04-07,169.95,PLN
2015-04-08,169.82,PLN
2015-04-09,170.94,PLN
2015-04-10,172.24,PLN
2015-04-13,171.53,PLN
2015-04-14,171.56,PLN
2015-04-15,173.16,PLN
2015-04-16,173.00,PLN
2015-04-17,171.43,PLN
2015-04-20,172.68,PLN
2015-04-21,171.86,PLN
2015-04-22,172.94,PLN
2015-04-23,173.28,PLN
2015-04-24,173.91,PLN
2015-04-27,173.04,PLN
2015-04-28,174.21,PLN
2015-04-29,173.71,PLN
2015-04-30,172.53,PLN
2015-05-04,174.70,PLN
2015-05-05,172.92,PLN
2015-05-06,172.25,PLN
2015-05-07,172.43,PLN
2015-05-08,174.01,PLN
2015-05-11,173.56,PLN
2015-05-12,173.05,PLN
2015-05-13,173.30,PLN
2015-05-14,174.67,PLN
2015-05-15,174.49,PLN
2015-05-18,174.93,PLN
2015-05-19,174.55,PLN
2015-05-20,174.77,PLN
2015-05-21,175.18,PLN
2015-05-22,174.97,PLN
2015-05-25,174.94,PLN
2015-05-26,172.86,PLN
2015-05-27,174.21,PLN
2015-05-28,174.27,PLN
2015-05-29,173.19,PLN
2015-06-01,173.08,PLN
2015-06-02,173.01,PLN
2015-06-03,173.63,PLN
2015-06-05,172.90,PLN
2015-06-08,171.76,PLN
2015-06-09,172.13,PLN
2015-06-10,174.31,PLN
2015-06-11,174.54,PLN
2015-06-12,173.30,PLN
2015-06-15,172.37,PLN
2015-06-16,173.25,PLN
2015-06-17,173.37,PLN
2015-06-18,174.82,PLN
2015-06-19,174.08,PLN
2015-06-22,174.84,PLN
2015-06-23,175.35,PLN
2015-06-24,174.44,PLN
2015-06-25,173.93,PLN
2015-06-26,173.83,PLN
2015-06-29,170.17,PLN
2015-06-30,170.14,PLN
2015-07-01,170.87,PLN
2015-07-02,170.54,PLN
2015-07-03,170.53,PLN
2015-07-06,169.51,PLN
2015-07-07,169.56,PLN
2015-07-08,167.13,PLN
2015-07-09,167.15,PLN
2015-07-10,168.81,PLN
2015-07-13,170.32,PLN
2015-07-14,170.92,PLN
2015-07-15,170.22,PLN
2015-07-16,171.36,PLN
2015-07-17,170.21,PLN
2015-07-20,169.51,PLN
2015-07-21,169.06,PLN
2015-07-22,168.27,PLN
2015-07-23,167.83,PLN
2015-07-24,165.54,PLN
2015-07-27,164.36,PLN
2015-07-28,166.09,PLN
2015-07-29,167.51,PLN
2015-07-30,167.29,PLN
2015-07-31,167.04,PLN
2015-08-03,165.89,PLN
2015-08-04,165.72,PLN
2015-08-05,166.16,PLN
2015-08-06,165.44,PLN
2015-08-07,165.08,PLN
2015-08-10,167.88,PLN
2015-08-11,165.24,PLN
2015-08-12,165.24,PLN
2015-08-13,164.57,PLN
2015-08-14,165.49,PLN
2015-08-17,165.96,PLN
2015-08-18,164.86,PLN
2015-08-19,162.97,PLN
2015-08-20,160.09,PLN
2015-08-21,156.10,PLN
2015-08-24,150.42,PLN
2015-08-25,148.07,PLN
2015-08-26,153.23,PLN
2015-08-27,157.79,PLN
2015-08-28,158.28,PLN
2015-08-31,157.94,PLN
2015-09-01,152.96,PLN
2015-09-02,154.96,PLN
2015-09-03,155.54,PLN
2015-09-04,153.05,PLN
2015-09-07,153.03,PLN
2015-09-08,156.83,PLN
2015-09-09,154.72,PLN
2015-09-10,155.07,PLN
2015-09-11,155.28,PLN
2015-09-14,154.65,PLN
2015-09-15,156.35,PLN
2015-09-16,158.07,PLN
2015-09-17,157.05,PLN
2015-09-18,153.92,PLN
2015-09-21,154.57,PLN
2015-09-22,152.22,PLN
2015-09-23,151.53,PLN
2015-09-24,151.64,PLN
2015-09-25,151.61,PLN
2015-09-28,148.28,PLN
2015-09-29,148.34,PLN
2015-09-30,150.57,PLN
2015-10-01,150.10,PLN
2015-10-02,152.33,PLN
2015-10-05,155.86,PLN
2015-10-06,156.31,PLN
2015-10-07,157.99,PLN
2015-10-08,159.61,PLN
2015-10-09,159.27,PLN
2015-10-12,159.05,PLN
2015-10-13,158.00,PLN
2015-10-14,157.60,PLN
2015-10-15,159.59,PLN
2015-10-16,160.31,PLN
2015-10-19,159.82,PLN
2015-10-20,160.09,PLN
2015-10-21,158.91,PLN
2015-10-22,161.62,PLN
2015-10-23,163.63,PLN
2015-10-26,162.74,PLN
2015-10-27,161.71,PLN
2015-10-28,164.54,PLN
2015-10-29,164.08,PLN
2015-10-30,163.37,PLN
2015-11-02,165.65,PLN
2015-11-03,166.61,PLN
2015-11-04,165.98,PLN
2015-11-05,165.68,PLN
2015-11-06,166.36,PLN
2015-11-09,164.75,PLN
2015-11-10,164.53,PLN
2015-11-12,161.18,PLN
2015-11-13,159.87,PLN
2015-11-16,161.95,PLN
2015-11-17,161.77,PLN
2015-11-18,164.02,PLN
2015-11-19,164.08,PLN
2015-11-20,164.25,PLN
2015-11-23,163.96,PLN
2015-11-24,164.56,PLN
2015-11-25,164.44,PLN
2015-11-26,164.43,PLN
2015-11-27,164.38,PLN
2015-11-30,164.17,PLN
2015-12-01,165.72,PLN
2015-12-02,163.89,PLN
2015-12-03,161.99,PLN
2015-12-04,164.88,PLN
2015-12-07,163.47,PLN
2015-12-08,161.59,PLN
2015-12-09,160.66,PLN
2015-12-10,161.07,PLN
2015-12-11,158.32,PLN
2015-12-14,158.54,PLN
2015-12-15,160.46,PLN
2015-12-16,162.54,PLN
2015-12-17,159.73,PLN
2015-12-18,157.29,PLN
2015-12-21,158.55,PLN
2015-12-22,159.84,PLN
2015-12-23,162.24,PLN
2015-12-28,161.37,PLN
2015-12-29,162.92,PLN
2015-12-30,161.64,PLN
2016-01-04,158.34,PLN
2016-01-05,158.49,PLN
2016-01-07,152.67,PLN
2016-01-08,150.49,PLN
2016-01-11,149.99,PLN
2016-01-12,150.86,PLN
2016-01-13,148.18,PLN
2016-01-14,150.66,PLN
2016-01-15,147.11,PLN
2016-01-18,147.08,PLN
2016-01-19,146.01,PLN
2016-01-20,144.03,PLN
2016-01-21,144.69,PLN
2016-01-22,147.54,PLN
2016-01-25,144.75,PLN
2016-01-26,147.25,PLN
2016-01-27,146.33,PLN
2016-01-28,146.91,PLN
2016-01-29,150.86,PLN
2016-02-01,150.11,PLN
2016-02-02,147.09,PLN
2016-02-03,148.68,PLN
2016-02-04,149.30,PLN
2016-02-05,147.42,PLN
2016-02-08,145.13,PLN
2016-02-09,144.72,PLN
2016-02-10,144.43,PLN
2016-02-11,142.57,PLN
2016-02-12,145.83,PLN
2016-02-15,145.80,PLN
2016-02-16,149.76,PLN
2016-02-17,152.32,PLN
2016-02-18,152.20,PLN
2016-02-19,151.48,PLN
2016-02-22,153.82,PLN
2016-02-23,151.77,PLN
2016-02-24,152.42,PLN
2016-02-25,154.03,PLN
2016-02-26,154.09,PLN
2016-02-29,153.22,PLN
2016-03-01,157.00,PLN
2016-03-02,157.99,PLN
2016-03-03,158.86,PLN
2016-03-04,159.46,PLN
2016-03-07,160.71,PLN
2016-03-08,158.55,PLN
2016-03-09,159.33,PLN
2016-03-10,159.52,PLN
2016-03-11,161.89,PLN
2016-03-14,161.38,PLN
2016-03-15,160.98,PLN
2016-03-16,161.68,PLN
2016-03-17,163.08,PLN
2016-03-18,163.85,PLN
2016-03-21,163.98,PLN
2016-03-22,164.00,PLN
2016-03-23,162.66,PLN
2016-03-24,162.55,PLN
2016-03-29,163.96,PLN
2016-03-30,165.09,PLN
2016-03-31,164.66,PLN
2016-04-01,165.72,PLN
2016-04-04,164.88,PLN
2016-04-05,162.99,PLN
2016-04-06,164.29,PLN
2016-04-07,162.16,PLN
2016-04-08,162.68,PLN
2016-04-11,162.85,PLN
2016-04-12,164.38,PLN
2016-04-13,166.87,PLN
2016-04-14,166.56,PLN
2016-04-15,166.26,PLN
2016-04-18,167.15,PLN
2016-04-19,168.22,PLN
2016-04-20,168.68,PLN
2016-04-21,167.40,PLN
2016-04-22,167.69,PLN
2016-04-25,167.11,PLN
2016-04-26,167.65,PLN
2016-04-27,167.75,PLN
2016-04-28,165.67,PLN
2016-04-29,164.25,PLN
2016-05-02,165.22,PLN
2016-05-04,162.06,PLN
2016-05-05,161.39,PLN
2016-05-06,161.48,PLN
2016-05-09,161.18,PLN
2016-05-10,163.05,PLN
2016-05-11,161.87,PLN
2016-05-12,161.66,PLN
2016-05-13,160.46,PLN
2016-05-16,162.31,PLN
2016-05-17,161.26,PLN
2016-05-18,161.69,PLN
2016-05-19,161.85,PLN
2016-05-20,163.01,PLN
2016-05-23,162.92,PLN
2016-05-24,165.05,PLN
2016-05-25,166.50,PLN
2016-05-27,167.04,PLN
2016-05-30,167.01,PLN
2016-05-31,167.24,PLN
2016-06-01,167.31,PLN
2016-06-02,168.01,PLN
2016-06-03,167.15,PLN
2016-06-06,168.35,PLN
2016-06-07,168.66,PLN
2016-06-08,168.91,PLN
2016-06-09,168.16,PLN
2016-06-10,166.34,PLN
2016-06-13,165.20,PLN
2016-06-14,164.94,PLN
2016-06-15,164.76,PLN
2016-06-16,165.30,PLN
2016-06-17,165.44,PLN
2016-06-20,166.35,PLN
2016-06-21,167.01,PLN
2016-06-22,166.84,PLN
2016-06-23,169.51,PLN
2016-06-24,162.83,PLN
2016-06-27,158.52,PLN
2016-06-28,161.35,PLN
2016-06-29,164.42,PLN
2016-06-30,166.98,PLN
2016-07-01,167.13,PLN
2016-07-04,167.10,PLN
2016-07-05,165.40,PLN
2016-07-06,166.25,PLN
2016-07-07,166.28,PLN
2016-07-08,168.37,PLN
2016-07-11,169.21,PLN
2016-07-12,171.60,PLN
2016-07-13,171.59,PLN
2016-07-14,172.98,PLN
2016-07-15,173.17,PLN
2016-07-18,173.12,PLN
2016-07-19,172.76,PLN
2016-07-20,173.70,PLN
2016-07-21,173.09,PLN
2016-07-22,174.01,PLN
2016-07-25,173.63,PLN
2016-07-26,174.04,PLN
2016-07-27,174.25,PLN
2016-07-28,174.43,PLN
2016-07-29,174.64,PLN
2016-08-01,174.07,PLN
2016-08-02,172.55,PLN
2016-08-03,173.64,PLN
2016-08-04,173.57,PLN
2016-08-05,175.73,PLN
2016-08-08,175.83,PLN
2016-08-09,175.53,PLN
2016-08-10,174.71,PLN
2016-08-11,175.75,PLN
2016-08-12,175.55,PLN
2016-08-16,175.95,PLN
2016-08-17,175.80,PLN
2016-08-18,176.33,PLN
2016-08-19,175.98,PLN
2016-08-22,175.85,PLN
2016-08-23,176.20,PLN
2016-08-24,175.30,PLN
2016-08-25,175.30,PLN
2016-08-26,175.22,PLN
2016-08-29,176.09,PLN
2016-08-30,176.20,PLN
2016-08-31,175.72,PLN
2016-09-01,175.70,PLN
2016-09-02,176.45,PLN
2016-09-05,176.42,PLN
2016-09-06,176.44,PLN
2016-09-07,176.71,PLN
2016-09-08,176.51,PLN
2016-09-09,173.15,PLN
2016-09-12,175.23,PLN
2016-09-13,173.09,PLN
2016-09-14,172.92,PLN
2016-09-15,174.80,PLN
2016-09-16,174.32,PLN
2016-09-19,174.05,PLN
2016-09-20,173.83,PLN
2016-09-21,175.48,PLN
2016-09-22,176.37,PLN
2016-09-23,175.46,PLN
2016-09-26,173.66,PLN
2016-09-27,174.55,PLN
2016-09-28,175.81,PLN
2016-09-29,174.55,PLN
2016-09-30,176.20,PLN
2016-10-03,175.70,PLN
2016-10-04,175.35,PLN
2016-10-05,176.63,PLN
2016-10-06,176.68,PLN
2016-10-07,176.46,PLN
2016-10-10,177.30,PLN
2016-10-11,175.11,PLN
2016-10-12,174.93,PLN
2016-10-13,173.85,PLN
2016-10-14,173.87,PLN
2016-10-17,173.31,PLN
2016-10-18,174.18,PLN
2016-10-19,174.48,PLN
2016-10-20,174.77,PLN
2016-10-21,174.53,PLN
2016-10-24,175.10,PLN
2016-10-25,174.81,PLN
2016-10-26,174.78,PLN
2016-10-27,174.47,PLN
2016-10-28,173.70,PLN
2016-10-31,173.69,PLN
2016-11-02,171.73,PLN
2016-11-03,171.38,PLN
2016-11-04,171.18,PLN
2016-11-07,174.59,PLN
2016-11-08,175.03,PLN
2016-11-09,178.15,PLN
2016-11-10,179.75,PLN
2016-11-14,181.49,PLN
2016-11-15,182.84,PLN
2016-11-16,182.48,PLN
2016-11-17,183.04,PLN
2016-11-18,182.66,PLN
2016-11-21,183.93,PLN
2016-11-22,184.38,PLN
2016-11-23,184.55,PLN
2016-11-24,184.54,PLN
2016-11-25,185.17,PLN
2016-11-28,183.89,PLN
2016-11-29,183.81,PLN
2016-11-30,183.85,PLN
2016-12-01,183.42,PLN
2016-12-02,183.21,PLN
2016-12-05,184.18,PLN
2016-12-06,184.83,PLN
2016-12-07,186.67,PLN
2016-12-08,187.35,PLN
2016-12-09,188.39,PLN
2016-12-12,188.07,PLN
2016-12-13,189.22,PLN
2016-12-14,187.98,PLN
2016-12-15,188.52,PLN
2016-12-16,187.64,PLN
2016-12-19,187.74,PLN
2016-12-20,188.53,PLN
2016-12-21,188.05,PLN
2016-12-22,187.43,PLN
2016-12-23,187.66,PLN
2016-12-27,188.06,PLN
2016-12-28,186.53,PLN
2016-12-29,186.53,PLN
2016-12-30,185.83,PLN
2017-01-02,185.80,PLN
2017-01-03,187.40,PLN
2017-01-04,188.61,PLN
2017-01-05,187.69,PLN
2017-01-09,187.43,PLN
2017-01-10,187.33,PLN
2017-01-11,187.90,PLN
2017-01-12,187.02,PLN
2017-01-13,187.28,PLN
2017-01-16,187.25,PLN
2017-01-17,186.74,PLN
2017-01-18,186.75,PLN
2017-01-19,185.54,PLN
2017-01-20,186.13,PLN
2017-01-23,185.29,PLN
2017-01-24,187.25,PLN
2017-01-25,188.89,PLN
2017-01-26,187.98,PLN
2017-01-27,187.81,PLN
2017-01-30,186.75,PLN
2017-01-31,187.02,PLN
2017-02-01,186.59,PLN
2017-02-02,186.84,PLN
2017-02-03,188.52,PLN
2017-02-06,188.01,PLN
2017-02-07,187.82,PLN
2017-02-08,187.44,PLN
2017-02-09,188.53,PLN
2017-02-10,189.18,PLN
2017-02-13,190.25,PLN
2017-02-14,191.40,PLN
2017-02-15,192.54,PLN
2017-02-16,192.39,PLN
2017-02-17,192.57,PLN
2017-02-20,192.54,PLN
2017-02-21,193.50,PLN
2017-02-22,193.15,PLN
2017-02-23,193.14,PLN
2017-02-24,192.93,PLN
2017-02-27,193.13,PLN
2017-02-28,192.17,PLN
2017-03-01,194.06,PLN
2017-03-02,192.86,PLN
2017-03-03,192.57,PLN
2017-03-06,191.66,PLN
2017-03-07,191.00,PLN
2017-03-08,190.46,PLN
2017-03-09,190.47,PLN
2017-03-10,191.19,PLN
2017-03-13,191.01,PLN
2017-03-14,190.34,PLN
2017-03-15,191.46,PLN
2017-03-16,191.35,PLN
2017-03-17,190.78,PLN
2017-03-20,190.35,PLN
2017-03-21,187.79,PLN
2017-03-22,188.25,PLN
2017-03-23,188.33,PLN
2017-03-24,188.09,PLN
2017-03-27,187.82,PLN
2017-03-28,189.15,PLN
2017-03-29,189.41,PLN
2017-03-30,190.31,PLN
2017-03-31,189.70,PLN
2017-04-03,189.03,PLN
2017-04-04,189.37,PLN
2017-04-05,188.63,PLN
2017-04-06,189.35,PLN
2017-04-07,189.16,PLN
2017-04-10,189.43,PLN
2017-04-11,189.65,PLN
2017-04-12,189.08,PLN
