Data,Wartość dla NN Emerytura 2060 (A),Waluta
2022-11-09,10.97,PLN
2022-11-10,11.19,PLN
2022-11-14,11.36,PLN
2022-11-15,11.48,PLN
2022-11-16,11.35,PLN
2022-11-17,11.24,PLN
2022-11-18,11.29,PLN
2022-11-21,11.21,PLN
2022-11-22,11.35,PLN
2022-11-23,11.37,PLN
2022-11-24,11.50,PLN
2022-11-25,11.50,PLN
2022-11-28,11.43,PLN
2022-11-29,11.42,PLN
2022-11-30,11.46,PLN
2022-12-01,11.62,PLN
2022-12-02,11.56,PLN
2022-12-05,11.53,PLN
2022-12-06,11.42,PLN
2022-12-07,11.42,PLN
2022-12-08,11.40,PLN
2022-12-09,11.44,PLN
2022-12-12,11.50,PLN
2022-12-13,11.64,PLN
2022-12-14,11.68,PLN
2022-12-15,11.45,PLN
2022-12-16,11.38,PLN
2022-12-19,11.36,PLN
2022-12-20,11.41,PLN
2022-12-21,11.52,PLN
2022-12-22,11.45,PLN
2022-12-23,11.44,PLN
2022-12-27,11.41,PLN
2022-12-28,11.40,PLN
2022-12-29,11.51,PLN
2022-12-30,11.48,PLN
2023-01-02,11.55,PLN
2023-01-03,11.67,PLN
2023-01-04,11.83,PLN
2023-01-05,11.83,PLN
2023-01-09,12.13,PLN
2023-01-10,12.14,PLN
2023-01-11,12.09,PLN
2023-01-12,12.17,PLN
2023-01-13,12.15,PLN
2023-01-16,12.21,PLN
2023-01-17,12.14,PLN
2023-01-18,12.16,PLN
2023-01-19,12.03,PLN
2023-01-20,12.08,PLN
2023-01-23,12.20,PLN
2023-01-24,12.18,PLN
2023-01-25,12.06,PLN
2023-01-26,12.19,PLN
