Data,Wartość dla NN (L) Globalny Spółek Dywidendowych (A),Waluta
2022-05-05,306.82,PLN
2022-05-06,305.00,PLN
2022-05-09,300.54,PLN
2022-05-10,299.83,PLN
2022-05-11,299.94,PLN
2022-05-12,303.36,PLN
2022-05-13,307.66,PLN
2022-05-16,308.11,PLN
2022-05-17,309.83,PLN
2022-05-18,305.01,PLN
2022-05-19,299.96,PLN
2022-05-20,302.54,PLN
2022-05-23,304.18,PLN
2022-05-24,302.84,PLN
2022-05-25,305.76,PLN
2022-05-26,307.87,PLN
2022-05-27,311.76,PLN
2022-05-30,311.72,PLN
2022-05-31,311.37,PLN
2022-06-01,310.10,PLN
2022-06-02,311.68,PLN
2022-06-03,309.49,PLN
2022-06-06,311.07,PLN
2022-06-07,312.60,PLN
2022-06-08,309.07,PLN
2022-06-09,305.64,PLN
2022-06-10,301.87,PLN
2022-06-13,295.99,PLN
2022-06-14,293.33,PLN
2022-06-15,295.18,PLN
2022-06-17,286.43,PLN
2022-06-20,286.39,PLN
2022-06-21,289.04,PLN
2022-06-22,287.43,PLN
2022-06-23,289.03,PLN
2022-06-24,296.08,PLN
2022-06-27,295.53,PLN
2022-06-28,296.00,PLN
2022-06-29,294.87,PLN
2022-06-30,292.68,PLN
2022-07-01,296.50,PLN
2022-07-04,296.46,PLN
2022-07-05,296.58,PLN
2022-07-06,299.01,PLN
2022-07-07,303.25,PLN
2022-07-08,303.48,PLN
2022-07-11,303.90,PLN
2022-07-12,304.25,PLN
2022-07-13,300.54,PLN
2022-07-14,299.42,PLN
2022-07-15,303.40,PLN
2022-07-18,299.89,PLN
2022-07-19,304.66,PLN
2022-07-20,305.04,PLN
2022-07-21,305.70,PLN
2022-07-22,304.21,PLN
2022-07-25,305.39,PLN
2022-07-26,306.41,PLN
2022-07-27,309.34,PLN
2022-07-28,310.32,PLN
2022-07-29,312.44,PLN
2022-08-01,310.12,PLN
2022-08-02,310.15,PLN
2022-08-03,314.30,PLN
2022-08-04,311.13,PLN
2022-08-05,313.01,PLN
2022-08-08,312.83,PLN
2022-08-09,311.91,PLN
2022-08-10,312.97,PLN
2022-08-11,315.06,PLN
2022-08-12,320.65,PLN
2022-08-16,324.02,PLN
2022-08-17,322.10,PLN
2022-08-18,324.44,PLN
2022-08-19,324.13,PLN
2022-08-22,320.98,PLN
2022-08-23,319.61,PLN
2022-08-24,318.76,PLN
2022-08-25,321.68,PLN
2022-08-26,313.97,PLN
2022-08-29,313.11,PLN
2022-08-30,310.99,PLN
2022-08-31,306.61,PLN
2022-09-01,308.50,PLN
2022-09-02,306.90,PLN
2022-09-05,306.86,PLN
2022-09-06,307.99,PLN
2022-09-07,309.24,PLN
2022-09-08,312.04,PLN
2022-09-09,313.53,PLN
2022-09-12,315.36,PLN
2022-09-13,310.00,PLN
2022-09-14,309.47,PLN
2022-09-15,308.53,PLN
2022-09-16,304.89,PLN
2022-09-19,306.84,PLN
2022-09-20,303.36,PLN
2022-09-21,303.06,PLN
2022-09-22,302.84,PLN
2022-09-23,299.85,PLN
2022-09-26,297.83,PLN
2022-09-27,296.61,PLN
2022-09-28,300.04,PLN
2022-09-29,292.77,PLN
2022-09-30,290.53,PLN
2022-10-03,296.14,PLN
2022-10-04,301.29,PLN
2022-10-05,302.19,PLN
2022-10-06,299.45,PLN
2022-10-07,295.45,PLN
2022-10-10,296.64,PLN
2022-10-11,295.59,PLN
2022-10-12,293.64,PLN
2022-10-13,300.67,PLN
2022-10-14,297.49,PLN
2022-10-17,301.08,PLN
2022-10-18,302.93,PLN
2022-10-19,301.96,PLN
2022-10-20,298.88,PLN
2022-10-21,304.10,PLN
2022-10-24,305.43,PLN
2022-10-25,307.44,PLN
2022-10-26,306.95,PLN
2022-10-27,309.84,PLN
2022-10-28,315.33,PLN
2022-10-31,316.76,PLN
2022-11-02,315.25,PLN
2022-11-03,316.75,PLN
2022-11-04,318.75,PLN
2022-11-07,318.19,PLN
2022-11-08,317.84,PLN
2022-11-09,315.53,PLN
2022-11-10,322.30,PLN
2022-11-14,319.02,PLN
2022-11-15,320.03,PLN
2022-11-16,316.61,PLN
2022-11-17,317.72,PLN
2022-11-18,319.81,PLN
2022-11-21,322.89,PLN
2022-11-22,325.01,PLN
2022-11-23,323.84,PLN
2022-11-24,323.82,PLN
2022-11-25,324.56,PLN
2022-11-28,320.15,PLN
2022-11-29,321.98,PLN
2022-11-30,327.58,PLN
2022-12-01,324.02,PLN
2022-12-02,323.65,PLN
2022-12-05,317.79,PLN
2022-12-06,315.81,PLN
2022-12-07,316.08,PLN
2022-12-08,316.34,PLN
2022-12-09,316.44,PLN
2022-12-12,319.06,PLN
2022-12-13,319.42,PLN
2022-12-14,317.65,PLN
2022-12-15,311.79,PLN
2022-12-16,309.81,PLN
2022-12-19,310.64,PLN
2022-12-20,309.73,PLN
2022-12-21,314.22,PLN
2022-12-22,312.49,PLN
2022-12-23,313.84,PLN
2022-12-27,313.57,PLN
2022-12-28,311.65,PLN
2022-12-29,314.52,PLN
2022-12-30,313.04,PLN
2023-01-02,312.99,PLN
2023-01-03,318.83,PLN
2023-01-04,321.31,PLN
2023-01-05,321.91,PLN
2023-01-09,321.65,PLN
2023-01-10,322.54,PLN
2023-01-11,323.70,PLN
2023-01-12,324.76,PLN
2023-01-13,325.10,PLN
2023-01-16,325.06,PLN
2023-01-17,324.81,PLN
2023-01-18,320.30,PLN
2023-01-19,318.03,PLN
2023-01-20,319.73,PLN
2023-01-23,320.59,PLN
2023-01-24,320.51,PLN
2023-01-25,320.74,PLN
2023-01-26,324.10,PLN
