Data,Wartość dla NN Perspektywa 2020 (A),Waluta
2022-05-23,127.18,PLN
2022-05-24,127.34,PLN
2022-05-25,127.32,PLN
2022-05-26,127.34,PLN
2022-05-27,127.33,PLN
2022-05-30,127.39,PLN
2022-05-31,127.35,PLN
2022-06-01,127.38,PLN
2022-06-02,127.30,PLN
2022-06-03,127.20,PLN
2022-06-06,127.26,PLN
2022-06-07,127.27,PLN
2022-06-08,127.12,PLN
2022-06-09,126.82,PLN
2022-06-10,126.32,PLN
2022-06-13,125.48,PLN
2022-06-14,125.02,PLN
2022-06-15,124.85,PLN
2022-06-17,124.63,PLN
2022-06-20,124.40,PLN
2022-06-21,124.51,PLN
2022-06-22,125.37,PLN
2022-06-23,126.02,PLN
2022-06-24,125.76,PLN
2022-06-27,125.55,PLN
2022-06-28,125.43,PLN
2022-06-29,125.50,PLN
2022-06-30,125.74,PLN
2022-07-01,126.39,PLN
2022-07-04,126.34,PLN
2022-07-05,126.02,PLN
2022-07-06,125.92,PLN
2022-07-07,125.96,PLN
2022-07-08,126.31,PLN
2022-07-11,126.63,PLN
2022-07-12,126.37,PLN
2022-07-13,126.11,PLN
2022-07-14,125.95,PLN
2022-07-15,125.94,PLN
2022-07-18,126.35,PLN
2022-07-19,126.56,PLN
2022-07-20,126.80,PLN
2022-07-21,127.56,PLN
2022-07-22,128.28,PLN
2022-07-25,128.40,PLN
2022-07-26,128.66,PLN
2022-07-27,128.44,PLN
2022-07-28,128.47,PLN
2022-07-29,128.90,PLN
2022-08-01,129.05,PLN
2022-08-02,128.82,PLN
2022-08-03,128.48,PLN
2022-08-04,128.91,PLN
2022-08-05,129.15,PLN
2022-08-08,129.30,PLN
2022-08-09,129.18,PLN
2022-08-10,129.41,PLN
2022-08-11,129.58,PLN
2022-08-12,129.59,PLN
2022-08-16,129.35,PLN
2022-08-17,129.25,PLN
2022-08-18,128.97,PLN
2022-08-19,128.53,PLN
2022-08-22,128.26,PLN
2022-08-23,127.93,PLN
2022-08-24,127.80,PLN
2022-08-25,128.05,PLN
2022-08-26,127.99,PLN
2022-08-29,127.76,PLN
2022-08-30,128.11,PLN
2022-08-31,128.00,PLN
2022-09-01,127.89,PLN
2022-09-02,128.26,PLN
2022-09-05,128.15,PLN
2022-09-06,128.11,PLN
2022-09-07,128.33,PLN
2022-09-08,128.57,PLN
2022-09-09,128.75,PLN
2022-09-12,129.18,PLN
2022-09-13,129.15,PLN
2022-09-14,128.70,PLN
2022-09-15,128.44,PLN
2022-09-16,128.46,PLN
2022-09-19,128.44,PLN
2022-09-20,128.42,PLN
2022-09-21,128.50,PLN
2022-09-22,128.21,PLN
2022-09-23,127.75,PLN
2022-09-26,127.01,PLN
2022-09-27,126.84,PLN
2022-09-28,126.49,PLN
2022-09-29,125.98,PLN
2022-09-30,126.10,PLN
2022-10-03,126.35,PLN
2022-10-04,126.76,PLN
2022-10-05,126.45,PLN
2022-10-06,126.36,PLN
2022-10-07,126.07,PLN
2022-10-10,125.85,PLN
2022-10-11,125.14,PLN
2022-10-12,124.51,PLN
2022-10-13,124.89,PLN
2022-10-14,124.94,PLN
2022-10-17,124.44,PLN
2022-10-18,123.95,PLN
2022-10-19,123.43,PLN
2022-10-20,123.08,PLN
2022-10-21,122.83,PLN
2022-10-24,123.50,PLN
2022-10-25,123.78,PLN
2022-10-26,124.70,PLN
2022-10-27,124.68,PLN
2022-10-28,124.24,PLN
2022-10-31,123.92,PLN
2022-11-02,124.05,PLN
2022-11-03,124.10,PLN
2022-11-04,124.49,PLN
2022-11-07,124.93,PLN
2022-11-08,125.08,PLN
2022-11-09,125.75,PLN
2022-11-10,127.26,PLN
2022-11-14,127.33,PLN
2022-11-15,127.91,PLN
2022-11-16,127.41,PLN
2022-11-17,127.00,PLN
2022-11-18,127.18,PLN
2022-11-21,127.25,PLN
2022-11-22,127.37,PLN
2022-11-23,127.78,PLN
2022-11-24,128.10,PLN
2022-11-25,128.12,PLN
2022-11-28,128.04,PLN
2022-11-29,128.29,PLN
2022-11-30,128.58,PLN
2022-12-01,129.15,PLN
2022-12-02,129.19,PLN
2022-12-05,128.79,PLN
2022-12-06,128.84,PLN
2022-12-07,129.29,PLN
2022-12-08,129.48,PLN
2022-12-09,129.56,PLN
2022-12-12,129.50,PLN
2022-12-13,130.08,PLN
2022-12-14,130.38,PLN
2022-12-15,130.37,PLN
2022-12-16,130.09,PLN
2022-12-19,129.94,PLN
2022-12-20,130.11,PLN
2022-12-21,130.37,PLN
2022-12-22,130.38,PLN
2022-12-23,130.33,PLN
2022-12-27,130.28,PLN
2022-12-28,130.39,PLN
2022-12-29,130.19,PLN
2022-12-30,130.33,PLN
2023-01-02,130.32,PLN
2023-01-03,130.90,PLN
2023-01-04,131.50,PLN
2023-01-05,132.42,PLN
2023-01-09,133.60,PLN
2023-01-10,133.32,PLN
2023-01-11,133.67,PLN
2023-01-12,134.03,PLN
2023-01-13,133.76,PLN
2023-01-16,133.76,PLN
2023-01-17,133.80,PLN
2023-01-18,134.06,PLN
2023-01-19,134.15,PLN
2023-01-20,134.13,PLN
2023-01-23,133.96,PLN
2023-01-24,134.31,PLN
2023-01-25,134.36,PLN
2023-01-26,134.87,PLN
