Data,Wartość dla NN Emerytura 2055 (A),Waluta
2022-01-26,12.14,PLN
2022-01-27,12.13,PLN
2022-01-28,11.98,PLN
2022-01-31,12.10,PLN
2022-02-01,12.20,PLN
2022-02-02,12.31,PLN
2022-02-03,12.20,PLN
2022-02-04,12.08,PLN
2022-02-07,12.10,PLN
2022-02-08,12.18,PLN
2022-02-09,12.27,PLN
2022-02-10,12.19,PLN
2022-02-11,12.13,PLN
2022-02-14,11.96,PLN
2022-02-15,12.11,PLN
2022-02-16,12.10,PLN
2022-02-17,11.98,PLN
2022-02-18,11.90,PLN
2022-02-21,11.68,PLN
2022-02-22,11.75,PLN
2022-02-23,11.60,PLN
2022-02-24,10.91,PLN
2022-02-25,11.45,PLN
2022-02-28,11.52,PLN
2022-03-01,11.41,PLN
2022-03-02,11.67,PLN
2022-03-03,11.57,PLN
2022-03-04,11.26,PLN
2022-03-07,11.21,PLN
2022-03-08,11.08,PLN
2022-03-09,11.28,PLN
2022-03-10,11.23,PLN
2022-03-11,11.41,PLN
2022-03-14,11.21,PLN
2022-03-15,11.30,PLN
2022-03-16,11.51,PLN
2022-03-17,11.70,PLN
2022-03-18,11.72,PLN
2022-03-21,11.71,PLN
2022-03-22,11.80,PLN
2022-03-23,11.79,PLN
2022-03-24,11.86,PLN
2022-03-25,11.83,PLN
2022-03-28,11.82,PLN
2022-03-29,11.94,PLN
2022-03-30,11.97,PLN
2022-03-31,11.87,PLN
2022-04-01,11.91,PLN
2022-04-04,11.94,PLN
2022-04-05,11.86,PLN
2022-04-06,11.74,PLN
2022-04-07,11.65,PLN
2022-04-08,11.68,PLN
2022-04-11,11.71,PLN
2022-04-12,11.70,PLN
2022-04-13,11.72,PLN
2022-04-14,11.71,PLN
2022-04-19,11.64,PLN
2022-04-20,11.62,PLN
2022-04-21,11.57,PLN
2022-04-22,11.34,PLN
2022-04-25,11.16,PLN
2022-04-26,11.10,PLN
2022-04-27,11.07,PLN
2022-04-28,11.10,PLN
2022-04-29,11.06,PLN
2022-05-02,10.89,PLN
2022-05-04,10.87,PLN
2022-05-05,10.79,PLN
2022-05-06,10.71,PLN
2022-05-09,10.52,PLN
2022-05-10,10.48,PLN
2022-05-11,10.50,PLN
2022-05-12,10.39,PLN
2022-05-13,10.66,PLN
2022-05-16,10.67,PLN
2022-05-17,10.77,PLN
2022-05-18,10.73,PLN
2022-05-19,10.62,PLN
2022-05-20,10.63,PLN
2022-05-23,10.80,PLN
2022-05-24,10.69,PLN
2022-05-25,10.69,PLN
2022-05-26,10.79,PLN
2022-05-27,10.82,PLN
2022-05-30,10.95,PLN
2022-05-31,10.88,PLN
2022-06-01,10.85,PLN
2022-06-02,10.88,PLN
2022-06-03,10.86,PLN
2022-06-06,10.95,PLN
2022-06-07,10.90,PLN
2022-06-08,10.81,PLN
2022-06-09,10.73,PLN
2022-06-10,10.51,PLN
2022-06-13,10.26,PLN
2022-06-14,10.28,PLN
2022-06-15,10.29,PLN
2022-06-17,10.15,PLN
2022-06-20,10.16,PLN
2022-06-21,10.34,PLN
2022-06-22,10.25,PLN
2022-06-23,10.22,PLN
2022-06-24,10.35,PLN
2022-06-27,10.43,PLN
2022-06-28,10.49,PLN
2022-06-29,10.49,PLN
2022-06-30,10.37,PLN
2022-07-01,10.42,PLN
2022-07-04,10.42,PLN
2022-07-05,10.28,PLN
2022-07-06,10.31,PLN
2022-07-07,10.52,PLN
2022-07-08,10.60,PLN
2022-07-11,10.54,PLN
2022-07-12,10.41,PLN
2022-07-13,10.33,PLN
2022-07-14,10.21,PLN
2022-07-15,10.30,PLN
2022-07-18,10.44,PLN
2022-07-19,10.49,PLN
2022-07-20,10.59,PLN
2022-07-21,10.60,PLN
2022-07-22,10.68,PLN
2022-07-25,10.64,PLN
2022-07-26,10.58,PLN
2022-07-27,10.61,PLN
2022-07-28,10.69,PLN
2022-07-29,10.88,PLN
2022-08-01,10.92,PLN
2022-08-02,10.85,PLN
2022-08-03,10.87,PLN
2022-08-04,10.83,PLN
2022-08-05,10.78,PLN
2022-08-08,10.88,PLN
2022-08-09,10.83,PLN
2022-08-10,10.90,PLN
2022-08-11,10.99,PLN
2022-08-12,11.07,PLN
2022-08-16,11.09,PLN
2022-08-17,10.94,PLN
2022-08-18,10.99,PLN
2022-08-19,10.87,PLN
2022-08-22,10.73,PLN
2022-08-23,10.71,PLN
2022-08-24,10.62,PLN
2022-08-25,10.68,PLN
2022-08-26,10.56,PLN
2022-08-29,10.38,PLN
2022-08-30,10.27,PLN
2022-08-31,10.24,PLN
2022-09-01,10.08,PLN
2022-09-02,10.24,PLN
2022-09-05,10.18,PLN
2022-09-06,10.08,PLN
2022-09-07,10.14,PLN
2022-09-08,10.23,PLN
2022-09-09,10.41,PLN
2022-09-12,10.51,PLN
2022-09-13,10.32,PLN
2022-09-14,10.29,PLN
2022-09-15,10.29,PLN
2022-09-16,10.11,PLN
2022-09-19,10.20,PLN
2022-09-20,10.13,PLN
