Data,Wartość dla NN Obligacji (A),Waluta
1999-02-25,100.00,PLN
1999-02-26,100.01,PLN
1999-03-01,100.07,PLN
1999-03-02,100.07,PLN
1999-03-03,100.11,PLN
1999-03-04,100.14,PLN
1999-03-05,100.22,PLN
1999-03-08,100.19,PLN
1999-03-09,100.20,PLN
1999-03-10,100.21,PLN
1999-03-11,100.23,PLN
1999-03-12,100.31,PLN
1999-03-15,100.29,PLN
1999-03-16,100.38,PLN
1999-03-17,100.48,PLN
1999-03-18,100.65,PLN
1999-03-19,100.87,PLN
1999-03-22,100.97,PLN
1999-03-23,101.14,PLN
1999-03-24,100.87,PLN
1999-03-25,101.29,PLN
1999-03-26,101.44,PLN
1999-03-29,101.36,PLN
1999-03-30,101.56,PLN
1999-03-31,101.39,PLN
1999-04-01,101.38,PLN
1999-04-06,101.52,PLN
1999-04-07,101.56,PLN
1999-04-08,101.63,PLN
1999-04-09,101.84,PLN
1999-04-12,101.92,PLN
1999-04-13,102.05,PLN
1999-04-14,102.06,PLN
1999-04-15,102.08,PLN
1999-04-16,102.13,PLN
1999-04-19,102.17,PLN
1999-04-20,101.86,PLN
1999-04-21,101.98,PLN
1999-04-22,101.89,PLN
1999-04-23,101.99,PLN
1999-04-26,102.07,PLN
1999-04-27,101.96,PLN
1999-04-28,101.81,PLN
1999-04-29,101.69,PLN
1999-04-30,101.94,PLN
1999-05-04,102.06,PLN
1999-05-05,102.02,PLN
1999-05-06,102.21,PLN
1999-05-07,102.09,PLN
1999-05-10,102.11,PLN
1999-05-11,102.20,PLN
1999-05-12,102.16,PLN
1999-05-13,102.09,PLN
1999-05-14,102.07,PLN
1999-05-17,102.12,PLN
1999-05-18,102.11,PLN
1999-05-19,102.17,PLN
1999-05-20,102.17,PLN
1999-05-21,102.22,PLN
1999-05-24,102.11,PLN
1999-05-25,102.03,PLN
1999-05-26,101.88,PLN
1999-05-27,102.09,PLN
1999-05-28,101.81,PLN
1999-05-31,101.93,PLN
1999-06-01,102.09,PLN
1999-06-02,102.04,PLN
1999-06-07,102.15,PLN
1999-06-08,102.22,PLN
1999-06-09,102.35,PLN
1999-06-10,102.51,PLN
1999-06-11,102.57,PLN
1999-06-14,102.75,PLN
1999-06-15,102.77,PLN
1999-06-16,102.82,PLN
1999-06-17,102.62,PLN
1999-06-18,102.54,PLN
1999-06-21,102.80,PLN
1999-06-22,102.81,PLN
1999-06-23,102.87,PLN
1999-06-24,102.78,PLN
1999-06-25,102.51,PLN
1999-06-28,102.29,PLN
1999-06-29,102.53,PLN
1999-06-30,102.59,PLN
1999-07-01,102.59,PLN
1999-07-02,102.69,PLN
1999-07-05,102.71,PLN
1999-07-06,102.41,PLN
1999-07-07,102.30,PLN
1999-07-08,102.26,PLN
1999-07-09,102.36,PLN
1999-07-12,102.35,PLN
1999-07-13,102.43,PLN
1999-07-14,102.35,PLN
1999-07-15,102.52,PLN
1999-07-16,102.25,PLN
1999-07-19,102.21,PLN
1999-07-20,102.28,PLN
1999-07-21,102.16,PLN
1999-07-22,101.91,PLN
1999-07-23,101.90,PLN
1999-07-26,101.88,PLN
1999-07-27,102.01,PLN
1999-07-28,102.09,PLN
1999-07-29,102.18,PLN
1999-07-30,101.76,PLN
1999-08-02,101.53,PLN
1999-08-03,101.36,PLN
1999-08-04,101.56,PLN
1999-08-05,101.74,PLN
1999-08-06,101.81,PLN
1999-08-09,101.88,PLN
1999-08-10,101.83,PLN
1999-08-11,102.26,PLN
1999-08-12,102.38,PLN
1999-08-13,102.22,PLN
1999-08-16,102.10,PLN
1999-08-17,102.10,PLN
1999-08-18,102.37,PLN
1999-08-19,102.17,PLN
1999-08-20,102.07,PLN
1999-08-23,102.22,PLN
1999-08-24,102.21,PLN
1999-08-25,102.39,PLN
1999-08-26,102.69,PLN
1999-08-27,102.75,PLN
1999-08-30,102.77,PLN
1999-08-31,102.79,PLN
1999-09-01,102.83,PLN
1999-09-02,102.76,PLN
1999-09-03,102.79,PLN
1999-09-06,102.81,PLN
1999-09-07,102.67,PLN
1999-09-08,102.59,PLN
1999-09-09,102.69,PLN
1999-09-10,102.96,PLN
1999-09-13,102.93,PLN
1999-09-14,102.62,PLN
1999-09-15,102.56,PLN
1999-09-16,102.07,PLN
1999-09-17,102.21,PLN
1999-09-20,102.22,PLN
1999-09-21,102.45,PLN
1999-09-22,102.32,PLN
1999-09-23,102.18,PLN
1999-09-24,102.22,PLN
1999-09-27,102.33,PLN
1999-09-28,102.27,PLN
1999-09-29,101.83,PLN
1999-09-30,101.55,PLN
1999-10-01,101.53,PLN
1999-10-04,101.80,PLN
1999-10-05,101.87,PLN
1999-10-06,101.79,PLN
1999-10-07,101.65,PLN
1999-10-08,101.69,PLN
1999-10-11,102.58,PLN
1999-10-12,102.59,PLN
1999-10-13,102.65,PLN
1999-10-14,102.49,PLN
1999-10-15,102.49,PLN
1999-10-18,102.28,PLN
1999-10-19,102.15,PLN
1999-10-20,102.01,PLN
1999-10-21,101.98,PLN
1999-10-22,102.04,PLN
1999-10-25,102.00,PLN
1999-10-26,102.03,PLN
1999-10-27,101.94,PLN
1999-10-28,101.92,PLN
1999-10-29,101.84,PLN
1999-11-02,101.87,PLN
1999-11-03,101.69,PLN
1999-11-04,101.51,PLN
1999-11-05,101.45,PLN
1999-11-08,102.10,PLN
1999-11-09,101.69,PLN
1999-11-10,101.82,PLN
1999-11-15,101.97,PLN
1999-11-16,102.15,PLN
1999-11-17,102.13,PLN
1999-11-18,102.40,PLN
1999-11-19,102.90,PLN
1999-11-22,103.70,PLN
1999-11-23,103.66,PLN
1999-11-24,103.72,PLN
1999-11-25,103.75,PLN
1999-11-26,103.70,PLN
1999-11-29,103.58,PLN
1999-11-30,103.67,PLN
1999-12-01,103.65,PLN
1999-12-02,103.72,PLN
1999-12-03,103.61,PLN
1999-12-06,103.67,PLN
1999-12-07,103.52,PLN
1999-12-08,103.43,PLN
1999-12-09,103.59,PLN
1999-12-10,103.82,PLN
1999-12-13,103.89,PLN
1999-12-14,103.93,PLN
1999-12-15,103.87,PLN
1999-12-16,103.88,PLN
1999-12-17,104.04,PLN
1999-12-20,104.11,PLN
1999-12-21,104.25,PLN
1999-12-22,104.34,PLN
1999-12-23,104.34,PLN
1999-12-27,104.52,PLN
1999-12-28,104.61,PLN
1999-12-29,105.05,PLN
1999-12-31,105.11,PLN
2000-01-03,104.96,PLN
2000-01-04,104.88,PLN
2000-01-05,104.49,PLN
2000-01-06,104.69,PLN
2000-01-07,104.84,PLN
2000-01-10,104.98,PLN
2000-01-11,105.00,PLN
2000-01-12,104.85,PLN
2000-01-13,104.92,PLN
2000-01-14,104.92,PLN
2000-01-17,105.01,PLN
2000-01-18,104.98,PLN
2000-01-19,104.83,PLN
2000-01-20,104.91,PLN
2000-01-21,105.00,PLN
2000-01-24,105.18,PLN
2000-01-25,105.07,PLN
2000-01-26,104.51,PLN
2000-01-27,104.41,PLN
2000-01-28,104.38,PLN
2000-01-31,104.25,PLN
2000-02-01,103.78,PLN
2000-02-02,104.03,PLN
2000-02-03,103.88,PLN
2000-02-04,103.78,PLN
2000-02-07,103.83,PLN
2000-02-08,103.70,PLN
2000-02-09,103.58,PLN
2000-02-10,103.48,PLN
2000-02-11,103.47,PLN
2000-02-14,103.58,PLN
2000-02-15,103.59,PLN
2000-02-16,103.91,PLN
2000-02-17,104.42,PLN
2000-02-18,104.52,PLN
2000-02-21,104.42,PLN
2000-02-22,104.51,PLN
2000-02-23,104.47,PLN
2000-02-24,104.12,PLN
2000-02-25,103.73,PLN
2000-02-28,103.39,PLN
2000-02-29,103.33,PLN
2000-03-01,103.21,PLN
2000-03-02,103.36,PLN
2000-03-03,103.21,PLN
2000-03-06,103.44,PLN
2000-03-07,103.56,PLN
2000-03-08,103.43,PLN
2000-03-09,103.62,PLN
2000-03-10,103.77,PLN
2000-03-13,103.78,PLN
2000-03-14,103.85,PLN
2000-03-15,104.32,PLN
2000-03-16,104.82,PLN
2000-03-17,104.90,PLN
2000-03-20,105.07,PLN
2000-03-21,105.43,PLN
2000-03-22,106.08,PLN
2000-03-23,106.09,PLN
2000-03-24,106.07,PLN
2000-03-27,106.07,PLN
2000-03-28,106.06,PLN
2000-03-29,105.59,PLN
2000-03-30,105.41,PLN
2000-03-31,105.63,PLN
2000-04-03,105.24,PLN
2000-04-04,105.14,PLN
2000-04-05,105.01,PLN
2000-04-06,105.31,PLN
2000-04-07,105.37,PLN
2000-04-10,105.29,PLN
2000-04-11,105.50,PLN
2000-04-12,106.08,PLN
2000-04-13,106.12,PLN
2000-04-14,106.10,PLN
2000-04-17,105.99,PLN
2000-04-18,105.71,PLN
2000-04-19,105.27,PLN
2000-04-20,105.47,PLN
2000-04-25,105.01,PLN
2000-04-26,105.04,PLN
2000-04-27,105.19,PLN
2000-04-28,105.28,PLN
2000-05-04,104.91,PLN
2000-05-05,104.73,PLN
2000-05-08,105.00,PLN
2000-05-09,104.45,PLN
2000-05-10,105.04,PLN
2000-05-11,104.62,PLN
2000-05-12,104.47,PLN
2000-05-15,104.24,PLN
2000-05-16,104.10,PLN
2000-05-17,104.03,PLN
2000-05-18,104.08,PLN
2000-05-19,103.19,PLN
2000-05-22,102.91,PLN
2000-05-23,102.92,PLN
2000-05-24,102.77,PLN
2000-05-25,102.84,PLN
2000-05-26,102.38,PLN
2000-05-29,102.35,PLN
2000-05-30,102.62,PLN
2000-05-31,102.87,PLN
2000-06-01,103.39,PLN
2000-06-02,103.37,PLN
2000-06-05,103.61,PLN
2000-06-06,103.38,PLN
2000-06-07,103.25,PLN
2000-06-08,103.16,PLN
2000-06-09,103.23,PLN
2000-06-12,103.32,PLN
2000-06-13,103.35,PLN
2000-06-14,103.43,PLN
2000-06-15,103.47,PLN
2000-06-16,103.11,PLN
2000-06-19,102.96,PLN
2000-06-20,103.46,PLN
2000-06-21,103.45,PLN
2000-06-23,103.43,PLN
2000-06-26,103.49,PLN
2000-06-27,103.35,PLN
2000-06-28,103.25,PLN
2000-06-29,103.28,PLN
2000-06-30,103.45,PLN
2000-07-03,104.25,PLN
2000-07-04,104.80,PLN
2000-07-05,105.22,PLN
2000-07-06,105.16,PLN
2000-07-07,104.89,PLN
2000-07-10,104.75,PLN
2000-07-11,104.92,PLN
2000-07-12,105.08,PLN
2000-07-13,104.94,PLN
2000-07-14,104.91,PLN
2000-07-17,104.75,PLN
2000-07-18,104.55,PLN
2000-07-19,104.46,PLN
2000-07-20,104.41,PLN
2000-07-21,105.13,PLN
2000-07-24,105.20,PLN
2000-07-25,104.95,PLN
2000-07-26,104.86,PLN
2000-07-27,105.23,PLN
2000-07-28,105.20,PLN
2000-07-31,105.08,PLN
2000-08-01,105.10,PLN
2000-08-02,105.12,PLN
2000-08-03,105.13,PLN
2000-08-04,105.05,PLN
2000-08-07,105.05,PLN
2000-08-08,105.19,PLN
2000-08-09,105.08,PLN
2000-08-10,105.10,PLN
2000-08-11,105.07,PLN
2000-08-14,105.00,PLN
2000-08-16,105.01,PLN
2000-08-17,104.26,PLN
2000-08-18,104.48,PLN
2000-08-21,104.58,PLN
2000-08-22,104.40,PLN
2000-08-23,104.37,PLN
2000-08-24,104.61,PLN
2000-08-25,104.87,PLN
2000-08-28,104.79,PLN
2000-08-29,104.75,PLN
2000-08-30,104.72,PLN
2000-08-31,105.46,PLN
2000-09-01,105.56,PLN
2000-09-04,105.83,PLN
2000-09-05,105.95,PLN
2000-09-06,106.24,PLN
2000-09-07,106.00,PLN
2000-09-08,105.81,PLN
2000-09-11,105.85,PLN
2000-09-12,105.84,PLN
2000-09-13,105.88,PLN
2000-09-14,106.23,PLN
2000-09-15,106.37,PLN
2000-09-18,106.23,PLN
2000-09-19,106.26,PLN
2000-09-20,106.19,PLN
2000-09-21,106.05,PLN
2000-09-22,105.83,PLN
2000-09-25,105.90,PLN
2000-09-26,105.34,PLN
2000-09-27,104.99,PLN
2000-09-28,104.80,PLN
2000-09-29,104.74,PLN
2000-10-02,104.96,PLN
2000-10-03,104.31,PLN
2000-10-04,104.22,PLN
2000-10-05,104.26,PLN
2000-10-06,104.27,PLN
2000-10-09,104.34,PLN
2000-10-10,103.88,PLN
2000-10-11,103.73,PLN
2000-10-12,103.61,PLN
2000-10-13,102.95,PLN
2000-10-16,103.51,PLN
2000-10-17,103.79,PLN
2000-10-18,103.94,PLN
2000-10-19,104.16,PLN
2000-10-20,104.24,PLN
2000-10-23,104.40,PLN
2000-10-24,104.46,PLN
2000-10-25,104.68,PLN
2000-10-26,104.70,PLN
2000-10-27,104.86,PLN
2000-10-30,104.96,PLN
2000-10-31,105.08,PLN
2000-11-02,105.13,PLN
2000-11-03,105.63,PLN
2000-11-06,105.88,PLN
2000-11-07,105.85,PLN
2000-11-08,105.92,PLN
2000-11-09,105.93,PLN
2000-11-10,105.78,PLN
2000-11-13,105.77,PLN
2000-11-14,105.96,PLN
2000-11-15,106.27,PLN
2000-11-16,106.14,PLN
2000-11-17,106.20,PLN
2000-11-20,107.01,PLN
2000-11-21,107.14,PLN
2000-11-22,107.26,PLN
2000-11-23,107.25,PLN
2000-11-24,107.36,PLN
2000-11-27,107.63,PLN
2000-11-28,108.13,PLN
2000-11-29,108.12,PLN
2000-11-30,108.35,PLN
2000-12-01,108.41,PLN
2000-12-04,108.68,PLN
2000-12-05,109.15,PLN
2000-12-06,109.44,PLN
2000-12-07,109.47,PLN
2000-12-08,109.45,PLN
2000-12-11,110.27,PLN
2000-12-12,111.45,PLN
2000-12-13,111.63,PLN
2000-12-14,111.52,PLN
2000-12-15,111.64,PLN
2000-12-18,112.67,PLN
2000-12-19,113.65,PLN
2000-12-20,113.79,PLN
2000-12-21,113.91,PLN
2000-12-22,114.05,PLN
2000-12-27,114.15,PLN
2000-12-28,114.60,PLN
2000-12-29,115.13,PLN
2001-01-02,115.98,PLN
2001-01-03,116.55,PLN
2001-01-04,116.78,PLN
2001-01-05,117.01,PLN
2001-01-08,117.00,PLN
2001-01-09,116.70,PLN
2001-01-10,116.50,PLN
2001-01-11,116.97,PLN
2001-01-12,116.84,PLN
2001-01-15,117.17,PLN
2001-01-16,117.57,PLN
2001-01-17,117.65,PLN
2001-01-18,117.84,PLN
2001-01-19,116.90,PLN
2001-01-22,116.68,PLN
2001-01-23,116.55,PLN
2001-01-24,116.76,PLN
2001-01-25,116.54,PLN
2001-01-26,116.89,PLN
2001-01-29,117.05,PLN
2001-01-30,116.97,PLN
2001-01-31,117.79,PLN
2001-02-01,118.26,PLN
2001-02-02,118.28,PLN
2001-02-05,118.26,PLN
2001-02-06,118.51,PLN
2001-02-07,118.09,PLN
2001-02-08,118.56,PLN
2001-02-09,119.06,PLN
2001-02-12,119.21,PLN
2001-02-13,119.09,PLN
2001-02-14,119.21,PLN
2001-02-15,119.50,PLN
2001-02-16,119.22,PLN
2001-02-19,119.47,PLN
2001-02-20,118.86,PLN
2001-02-21,118.71,PLN
2001-02-22,118.56,PLN
2001-02-23,118.80,PLN
2001-02-26,119.17,PLN
2001-02-27,119.33,PLN
2001-02-28,119.44,PLN
2001-03-01,119.11,PLN
2001-03-02,118.65,PLN
2001-03-05,119.03,PLN
2001-03-06,119.10,PLN
2001-03-07,118.94,PLN
2001-03-08,118.94,PLN
2001-03-09,118.97,PLN
2001-03-12,118.73,PLN
2001-03-13,118.28,PLN
2001-03-14,117.65,PLN
2001-03-15,118.04,PLN
2001-03-16,117.88,PLN
2001-03-19,117.77,PLN
2001-03-20,117.80,PLN
2001-03-21,118.40,PLN
2001-03-22,118.52,PLN
2001-03-23,118.83,PLN
2001-03-26,118.92,PLN
2001-03-27,118.64,PLN
2001-03-28,118.89,PLN
2001-03-29,118.96,PLN
2001-03-30,119.18,PLN
2001-04-02,119.30,PLN
2001-04-03,119.33,PLN
2001-04-04,119.35,PLN
2001-04-05,119.42,PLN
2001-04-06,119.42,PLN
2001-04-09,119.55,PLN
2001-04-10,119.60,PLN
2001-04-11,119.81,PLN
2001-04-12,119.93,PLN
2001-04-17,120.11,PLN
2001-04-18,120.05,PLN
2001-04-19,120.23,PLN
2001-04-20,120.23,PLN
2001-04-23,120.28,PLN
2001-04-24,119.00,PLN
2001-04-25,119.22,PLN
2001-04-26,119.03,PLN
2001-04-27,118.96,PLN
2001-04-30,119.61,PLN
2001-05-02,119.65,PLN
2001-05-04,119.74,PLN
2001-05-07,119.87,PLN
2001-05-08,119.99,PLN
2001-05-09,119.52,PLN
2001-05-10,119.04,PLN
2001-05-11,118.86,PLN
2001-05-14,118.82,PLN
2001-05-15,118.73,PLN
2001-05-16,118.12,PLN
2001-05-17,118.12,PLN
2001-05-18,118.15,PLN
2001-05-21,118.26,PLN
2001-05-22,118.02,PLN
2001-05-23,118.12,PLN
2001-05-24,117.97,PLN
2001-05-25,118.05,PLN
2001-05-28,118.31,PLN
2001-05-29,118.35,PLN
2001-05-30,118.43,PLN
2001-05-31,118.60,PLN
2001-06-01,118.65,PLN
2001-06-04,118.71,PLN
2001-06-05,118.73,PLN
2001-06-06,118.77,PLN
2001-06-07,118.68,PLN
2001-06-08,118.35,PLN
2001-06-11,118.41,PLN
2001-06-12,118.45,PLN
2001-06-13,118.60,PLN
2001-06-15,118.72,PLN
2001-06-18,118.73,PLN
2001-06-19,118.75,PLN
2001-06-20,118.44,PLN
2001-06-21,118.48,PLN
2001-06-22,118.45,PLN
2001-06-25,118.94,PLN
2001-06-26,119.12,PLN
2001-06-27,119.33,PLN
2001-06-28,119.72,PLN
2001-06-29,119.53,PLN
2001-07-02,119.35,PLN
2001-07-03,119.17,PLN
2001-07-04,119.08,PLN
2001-07-05,118.89,PLN
2001-07-06,118.41,PLN
2001-07-09,118.19,PLN
2001-07-10,118.11,PLN
2001-07-11,118.22,PLN
2001-07-12,118.19,PLN
2001-07-13,118.56,PLN
2001-07-16,118.78,PLN
2001-07-17,118.81,PLN
2001-07-18,118.90,PLN
2001-07-19,119.08,PLN
2001-07-20,119.24,PLN
2001-07-23,119.38,PLN
2001-07-24,119.72,PLN
2001-07-25,119.75,PLN
2001-07-26,119.84,PLN
2001-07-27,119.89,PLN
2001-07-30,120.02,PLN
2001-07-31,120.09,PLN
2001-08-01,120.21,PLN
2001-08-02,120.26,PLN
2001-08-03,120.35,PLN
2001-08-06,120.48,PLN
2001-08-07,120.53,PLN
2001-08-08,120.57,PLN
2001-08-09,120.61,PLN
2001-08-10,120.65,PLN
2001-08-13,120.74,PLN
2001-08-14,120.73,PLN
2001-08-16,120.78,PLN
2001-08-17,120.71,PLN
2001-08-20,120.38,PLN
2001-08-21,120.46,PLN
2001-08-22,120.61,PLN
2001-08-23,121.03,PLN
2001-08-24,121.40,PLN
2001-08-27,121.62,PLN
2001-08-28,121.68,PLN
2001-08-29,121.75,PLN
2001-08-30,121.82,PLN
2001-08-31,122.02,PLN
2001-09-03,122.13,PLN
2001-09-04,122.18,PLN
2001-09-05,122.22,PLN
2001-09-06,122.18,PLN
2001-09-07,122.23,PLN
2001-09-10,122.63,PLN
2001-09-11,122.68,PLN
2001-09-12,122.54,PLN
2001-09-13,122.61,PLN
2001-09-14,122.89,PLN
2001-09-17,123.00,PLN
2001-09-18,123.54,PLN
2001-09-19,123.74,PLN
2001-09-20,124.19,PLN
2001-09-21,124.61,PLN
2001-09-24,124.54,PLN
2001-09-25,124.56,PLN
2001-09-26,124.59,PLN
2001-09-27,124.65,PLN
2001-09-28,123.92,PLN
2001-10-01,124.93,PLN
2001-10-02,125.06,PLN
2001-10-03,125.28,PLN
2001-10-04,125.64,PLN
2001-10-05,126.08,PLN
2001-10-08,126.34,PLN
2001-10-09,126.61,PLN
2001-10-10,126.97,PLN
2001-10-11,127.67,PLN
2001-10-12,127.54,PLN
2001-10-15,127.61,PLN
2001-10-16,128.39,PLN
2001-10-17,128.68,PLN
2001-10-18,128.78,PLN
2001-10-19,129.01,PLN
2001-10-22,129.25,PLN
2001-10-23,129.38,PLN
2001-10-24,129.34,PLN
2001-10-25,129.43,PLN
2001-10-26,130.37,PLN
2001-10-29,130.39,PLN
2001-10-30,130.21,PLN
2001-10-31,130.37,PLN
2001-11-02,130.47,PLN
2001-11-05,130.68,PLN
2001-11-06,131.75,PLN
2001-11-07,131.92,PLN
2001-11-08,132.37,PLN
2001-11-09,132.42,PLN
2001-11-12,132.52,PLN
2001-11-13,132.64,PLN
2001-11-14,132.89,PLN
2001-11-15,132.40,PLN
2001-11-16,131.80,PLN
2001-11-19,131.92,PLN
2001-11-20,132.03,PLN
2001-11-21,132.54,PLN
2001-11-22,132.87,PLN
2001-11-23,133.31,PLN
2001-11-26,133.76,PLN
2001-11-27,133.70,PLN
2001-11-28,133.62,PLN
2001-11-29,133.39,PLN
2001-11-30,133.49,PLN
2001-12-03,133.79,PLN
2001-12-04,133.83,PLN
2001-12-05,133.92,PLN
2001-12-06,133.84,PLN
2001-12-07,133.82,PLN
2001-12-10,133.78,PLN
2001-12-11,133.80,PLN
2001-12-12,133.87,PLN
2001-12-13,133.81,PLN
2001-12-14,133.87,PLN
2001-12-17,134.00,PLN
2001-12-18,134.21,PLN
2001-12-19,134.38,PLN
2001-12-20,134.61,PLN
2001-12-21,134.61,PLN
2001-12-27,134.85,PLN
2001-12-28,134.98,PLN
2001-12-31,135.06,PLN
2002-01-02,135.09,PLN
2002-01-03,135.18,PLN
2002-01-04,135.36,PLN
2002-01-07,136.11,PLN
2002-01-08,136.20,PLN
2002-01-09,136.46,PLN
2002-01-10,136.42,PLN
2002-01-11,136.48,PLN
2002-01-14,136.53,PLN
2002-01-15,136.55,PLN
2002-01-16,136.67,PLN
2002-01-17,136.87,PLN
2002-01-18,136.89,PLN
2002-01-21,136.98,PLN
2002-01-22,136.99,PLN
2002-01-23,137.06,PLN
2002-01-24,137.10,PLN
2002-01-25,137.10,PLN
2002-01-28,137.14,PLN
2002-01-29,137.14,PLN
2002-01-30,137.18,PLN
2002-01-31,137.07,PLN
2002-02-01,136.97,PLN
2002-02-04,137.01,PLN
2002-02-05,136.99,PLN
2002-02-06,136.78,PLN
2002-02-07,136.70,PLN
2002-02-08,136.38,PLN
2002-02-11,136.65,PLN
2002-02-12,136.58,PLN
2002-02-13,136.52,PLN
2002-02-14,136.47,PLN
2002-02-15,136.48,PLN
2002-02-18,136.83,PLN
2002-02-19,136.91,PLN
2002-02-20,136.95,PLN
2002-02-21,137.02,PLN
2002-02-22,137.07,PLN
2002-02-25,137.10,PLN
2002-02-26,137.11,PLN
2002-02-27,137.12,PLN
2002-02-28,137.16,PLN
2002-03-01,137.19,PLN
2002-03-04,137.27,PLN
2002-03-05,137.35,PLN
2002-03-06,137.44,PLN
2002-03-07,137.45,PLN
2002-03-08,137.65,PLN
2002-03-11,137.70,PLN
2002-03-12,137.73,PLN
2002-03-13,137.75,PLN
2002-03-14,137.80,PLN
2002-03-15,137.97,PLN
2002-03-18,138.09,PLN
2002-03-19,138.12,PLN
2002-03-20,138.07,PLN
2002-03-21,138.07,PLN
2002-03-22,138.19,PLN
2002-03-25,138.25,PLN
2002-03-26,138.29,PLN
2002-03-27,138.30,PLN
2002-03-28,138.34,PLN
2002-04-02,138.48,PLN
2002-04-03,138.50,PLN
2002-04-04,138.22,PLN
2002-04-05,138.24,PLN
2002-04-08,138.30,PLN
2002-04-09,138.34,PLN
2002-04-10,138.35,PLN
2002-04-11,138.38,PLN
2002-04-12,138.42,PLN
2002-04-15,138.90,PLN
2002-04-16,138.93,PLN
2002-04-17,139.12,PLN
2002-04-18,139.43,PLN
2002-04-19,139.47,PLN
2002-04-22,139.64,PLN
2002-04-23,139.69,PLN
2002-04-24,139.52,PLN
2002-04-25,139.54,PLN
2002-04-26,139.46,PLN
2002-04-29,139.53,PLN
2002-04-30,139.57,PLN
2002-05-02,139.79,PLN
2002-05-06,139.87,PLN
2002-05-07,139.88,PLN
2002-05-08,139.82,PLN
2002-05-09,139.84,PLN
2002-05-10,139.88,PLN
2002-05-13,140.01,PLN
2002-05-14,140.04,PLN
2002-05-15,140.11,PLN
2002-05-16,140.18,PLN
2002-05-17,140.21,PLN
2002-05-20,140.28,PLN
2002-05-21,140.30,PLN
2002-05-22,140.36,PLN
2002-05-23,140.45,PLN
2002-05-24,140.47,PLN
2002-05-27,140.74,PLN
2002-05-28,141.05,PLN
2002-05-29,141.11,PLN
2002-05-31,141.51,PLN
2002-06-03,141.61,PLN
2002-06-04,141.72,PLN
2002-06-05,141.79,PLN
2002-06-06,141.81,PLN
2002-06-07,142.50,PLN
2002-06-10,142.62,PLN
2002-06-11,142.69,PLN
2002-06-12,142.73,PLN
2002-06-13,142.92,PLN
2002-06-14,143.00,PLN
2002-06-17,143.06,PLN
2002-06-18,143.10,PLN
2002-06-19,143.17,PLN
2002-06-20,143.73,PLN
2002-06-21,144.03,PLN
2002-06-24,144.11,PLN
2002-06-25,144.11,PLN
2002-06-26,144.15,PLN
2002-06-27,144.53,PLN
2002-06-28,144.56,PLN
2002-07-01,144.74,PLN
2002-07-02,144.76,PLN
2002-07-03,144.91,PLN
2002-07-04,144.12,PLN
2002-07-05,144.07,PLN
2002-07-08,144.04,PLN
2002-07-09,143.94,PLN
2002-07-10,143.67,PLN
2002-07-11,143.99,PLN
2002-07-12,144.02,PLN
2002-07-15,144.49,PLN
2002-07-16,144.55,PLN
2002-07-17,144.37,PLN
2002-07-18,144.53,PLN
2002-07-19,144.44,PLN
2002-07-22,144.51,PLN
2002-07-23,144.52,PLN
2002-07-24,144.53,PLN
2002-07-25,144.57,PLN
2002-07-26,144.66,PLN
2002-07-29,145.03,PLN
2002-07-30,145.16,PLN
2002-07-31,145.42,PLN
2002-08-01,145.47,PLN
2002-08-02,145.65,PLN
2002-08-05,146.01,PLN
2002-08-06,146.20,PLN
2002-08-07,146.20,PLN
2002-08-08,146.26,PLN
2002-08-09,146.30,PLN
2002-08-12,146.35,PLN
2002-08-13,146.53,PLN
2002-08-14,146.59,PLN
2002-08-16,146.59,PLN
2002-08-19,146.64,PLN
2002-08-20,146.81,PLN
2002-08-21,146.96,PLN
2002-08-22,146.93,PLN
2002-08-23,146.96,PLN
2002-08-26,147.11,PLN
2002-08-27,147.11,PLN
2002-08-28,147.21,PLN
2002-08-29,147.46,PLN
2002-08-30,147.78,PLN
2002-09-02,147.82,PLN
2002-09-03,147.94,PLN
2002-09-04,148.07,PLN
2002-09-05,148.37,PLN
2002-09-06,148.63,PLN
2002-09-09,148.94,PLN
2002-09-10,149.09,PLN
2002-09-11,148.99,PLN
2002-09-12,149.19,PLN
2002-09-13,149.06,PLN
2002-09-16,149.09,PLN
2002-09-17,149.23,PLN
2002-09-18,149.33,PLN
2002-09-19,149.45,PLN
2002-09-20,149.65,PLN
2002-09-23,149.69,PLN
2002-09-24,149.58,PLN
2002-09-25,149.55,PLN
2002-09-26,149.69,PLN
2002-09-27,149.94,PLN
2002-09-30,150.33,PLN
2002-10-01,150.52,PLN
2002-10-02,150.67,PLN
2002-10-03,150.74,PLN
2002-10-04,150.48,PLN
2002-10-07,150.37,PLN
2002-10-08,150.42,PLN
2002-10-09,150.60,PLN
2002-10-10,150.96,PLN
2002-10-11,151.24,PLN
2002-10-14,151.18,PLN
2002-10-15,151.32,PLN
2002-10-16,151.27,PLN
2002-10-17,151.24,PLN
2002-10-18,151.11,PLN
2002-10-21,151.48,PLN
2002-10-22,151.89,PLN
2002-10-23,151.78,PLN
2002-10-24,152.02,PLN
2002-10-25,152.52,PLN
2002-10-28,152.92,PLN
2002-10-29,152.99,PLN
2002-10-30,153.00,PLN
2002-10-31,153.20,PLN
2002-11-04,153.64,PLN
2002-11-05,153.65,PLN
2002-11-06,153.70,PLN
2002-11-07,153.81,PLN
2002-11-08,154.22,PLN
2002-11-12,154.38,PLN
2002-11-13,154.53,PLN
2002-11-14,154.61,PLN
