Data,Wartość dla NN Perspektywa 2050 (A),Waluta
2022-01-26,114.25,PLN
2022-01-27,114.00,PLN
2022-01-28,113.18,PLN
2022-01-31,114.22,PLN
2022-02-01,114.76,PLN
2022-02-02,115.20,PLN
2022-02-03,114.81,PLN
2022-02-04,114.30,PLN
2022-02-07,114.47,PLN
2022-02-08,114.70,PLN
2022-02-09,115.50,PLN
2022-02-10,115.32,PLN
2022-02-11,114.71,PLN
2022-02-14,113.36,PLN
2022-02-15,114.35,PLN
2022-02-16,114.43,PLN
2022-02-17,113.99,PLN
2022-02-18,113.32,PLN
2022-02-21,112.61,PLN
2022-02-22,112.35,PLN
2022-02-23,111.67,PLN
2022-02-24,108.35,PLN
2022-02-25,110.94,PLN
2022-02-28,110.80,PLN
2022-03-01,109.85,PLN
2022-03-02,110.35,PLN
2022-03-03,109.79,PLN
2022-03-04,107.78,PLN
2022-03-07,106.63,PLN
2022-03-08,105.68,PLN
2022-03-09,107.36,PLN
2022-03-10,106.89,PLN
2022-03-11,107.25,PLN
2022-03-14,106.50,PLN
2022-03-15,106.56,PLN
2022-03-16,108.67,PLN
2022-03-17,109.69,PLN
2022-03-18,110.36,PLN
2022-03-21,110.19,PLN
2022-03-22,110.95,PLN
2022-03-23,110.81,PLN
2022-03-24,110.87,PLN
2022-03-25,110.87,PLN
2022-03-28,110.83,PLN
2022-03-29,111.76,PLN
2022-03-30,112.09,PLN
2022-03-31,111.65,PLN
2022-04-01,111.56,PLN
2022-04-04,112.14,PLN
2022-04-05,111.82,PLN
2022-04-06,110.60,PLN
2022-04-07,110.07,PLN
2022-04-08,110.38,PLN
2022-04-11,109.82,PLN
2022-04-12,109.79,PLN
2022-04-13,110.01,PLN
2022-04-14,109.97,PLN
2022-04-19,109.45,PLN
2022-04-20,109.69,PLN
2022-04-21,109.60,PLN
2022-04-22,108.26,PLN
2022-04-25,106.81,PLN
2022-04-26,106.60,PLN
2022-04-27,106.57,PLN
2022-04-28,106.88,PLN
2022-04-29,107.15,PLN
2022-05-02,106.64,PLN
2022-05-04,106.01,PLN
2022-05-05,105.70,PLN
2022-05-06,104.85,PLN
2022-05-09,103.35,PLN
2022-05-10,103.10,PLN
2022-05-11,103.66,PLN
2022-05-12,102.66,PLN
2022-05-13,104.16,PLN
2022-05-16,104.04,PLN
2022-05-17,105.17,PLN
2022-05-18,104.62,PLN
2022-05-19,103.91,PLN
2022-05-20,104.25,PLN
2022-05-23,104.97,PLN
2022-05-24,104.24,PLN
2022-05-25,104.60,PLN
2022-05-26,105.36,PLN
2022-05-27,106.03,PLN
2022-05-30,106.69,PLN
2022-05-31,106.67,PLN
2022-06-01,106.31,PLN
2022-06-02,106.29,PLN
2022-06-03,106.20,PLN
2022-06-06,106.84,PLN
2022-06-07,106.57,PLN
2022-06-08,106.52,PLN
2022-06-09,105.77,PLN
2022-06-10,103.95,PLN
2022-06-13,101.98,PLN
2022-06-14,101.62,PLN
2022-06-15,101.90,PLN
2022-06-17,101.01,PLN
2022-06-20,101.07,PLN
2022-06-21,101.97,PLN
2022-06-22,101.66,PLN
2022-06-23,101.61,PLN
2022-06-24,102.68,PLN
2022-06-27,103.04,PLN
2022-06-28,103.30,PLN
2022-06-29,102.82,PLN
2022-06-30,102.02,PLN
2022-07-01,102.27,PLN
2022-07-04,102.40,PLN
2022-07-05,101.54,PLN
2022-07-06,101.77,PLN
2022-07-07,102.89,PLN
2022-07-08,103.61,PLN
2022-07-11,103.05,PLN
2022-07-12,102.49,PLN
2022-07-13,101.94,PLN
2022-07-14,101.26,PLN
2022-07-15,101.94,PLN
2022-07-18,102.93,PLN
2022-07-19,103.30,PLN
2022-07-20,103.79,PLN
2022-07-21,104.21,PLN
2022-07-22,104.55,PLN
2022-07-25,104.45,PLN
2022-07-26,104.10,PLN
2022-07-27,104.41,PLN
2022-07-28,104.95,PLN
2022-07-29,105.74,PLN
2022-08-01,106.03,PLN
2022-08-02,105.57,PLN
2022-08-03,105.75,PLN
2022-08-04,106.03,PLN
2022-08-05,105.88,PLN
2022-08-08,106.51,PLN
2022-08-09,106.07,PLN
2022-08-10,106.65,PLN
2022-08-11,107.26,PLN
2022-08-12,107.48,PLN
2022-08-16,107.75,PLN
2022-08-17,107.23,PLN
2022-08-18,107.31,PLN
2022-08-19,106.53,PLN
2022-08-22,105.68,PLN
2022-08-23,105.46,PLN
2022-08-24,105.24,PLN
2022-08-25,105.76,PLN
2022-08-26,105.29,PLN
2022-08-29,104.60,PLN
2022-08-30,103.87,PLN
2022-08-31,103.71,PLN
2022-09-01,102.59,PLN
2022-09-02,103.55,PLN
2022-09-05,102.99,PLN
2022-09-06,102.67,PLN
2022-09-07,102.71,PLN
2022-09-08,103.31,PLN
2022-09-09,104.11,PLN
2022-09-12,105.15,PLN
2022-09-13,103.96,PLN
2022-09-14,103.45,PLN
2022-09-15,103.24,PLN
2022-09-16,102.16,PLN
2022-09-19,102.31,PLN
2022-09-20,102.14,PLN
2022-09-21,102.17,PLN
2022-09-22,101.27,PLN
2022-09-23,99.86,PLN
2022-09-26,99.07,PLN
2022-09-27,99.13,PLN
2022-09-28,98.84,PLN
2022-09-29,97.89,PLN
2022-09-30,98.25,PLN
2022-10-03,98.55,PLN
2022-10-04,100.36,PLN
2022-10-05,99.84,PLN
2022-10-06,100.06,PLN
2022-10-07,99.03,PLN
2022-10-10,98.25,PLN
2022-10-11,97.71,PLN
2022-10-12,97.35,PLN
2022-10-13,97.37,PLN
2022-10-14,97.85,PLN
2022-10-17,98.32,PLN
2022-10-18,98.48,PLN
2022-10-19,97.78,PLN
2022-10-20,98.11,PLN
2022-10-21,97.67,PLN
2022-10-24,98.12,PLN
2022-10-25,98.80,PLN
2022-10-26,99.71,PLN
2022-10-27,99.67,PLN
2022-10-28,99.55,PLN
2022-10-31,99.74,PLN
2022-11-02,100.26,PLN
2022-11-03,99.66,PLN
2022-11-04,100.71,PLN
2022-11-07,101.28,PLN
2022-11-08,101.85,PLN
2022-11-09,101.76,PLN
2022-11-10,103.34,PLN
2022-11-14,104.27,PLN
2022-11-15,105.23,PLN
2022-11-16,104.35,PLN
2022-11-17,103.71,PLN
2022-11-18,104.13,PLN
2022-11-21,103.81,PLN
2022-11-22,104.30,PLN
2022-11-23,104.81,PLN
2022-11-24,105.41,PLN
2022-11-25,105.35,PLN
2022-11-28,104.91,PLN
2022-11-29,105.07,PLN
2022-11-30,105.66,PLN
2022-12-01,106.62,PLN
2022-12-02,106.30,PLN
2022-12-05,106.04,PLN
2022-12-06,105.55,PLN
2022-12-07,105.26,PLN
2022-12-08,105.59,PLN
2022-12-09,105.93,PLN
2022-12-12,105.72,PLN
2022-12-13,106.84,PLN
2022-12-14,106.89,PLN
2022-12-15,105.51,PLN
2022-12-16,104.91,PLN
2022-12-19,104.86,PLN
2022-12-20,104.84,PLN
2022-12-21,105.46,PLN
2022-12-22,105.02,PLN
2022-12-23,105.02,PLN
2022-12-27,104.96,PLN
2022-12-28,104.96,PLN
2022-12-29,105.48,PLN
2022-12-30,105.14,PLN
2023-01-02,105.31,PLN
2023-01-03,105.86,PLN
2023-01-04,106.75,PLN
2023-01-05,106.98,PLN
2023-01-09,109.09,PLN
2023-01-10,108.76,PLN
2023-01-11,109.02,PLN
2023-01-12,109.37,PLN
2023-01-13,109.46,PLN
2023-01-16,109.75,PLN
2023-01-17,109.66,PLN
2023-01-18,109.69,PLN
2023-01-19,109.06,PLN
2023-01-20,109.53,PLN
2023-01-23,110.28,PLN
2023-01-24,110.31,PLN
2023-01-25,109.86,PLN
2023-01-26,110.70,PLN
