Data,Wartość dla NN Emerytura 2025 (A),Waluta
2022-01-26,10.80,PLN
2022-01-27,10.79,PLN
2022-01-28,10.74,PLN
2022-01-31,10.77,PLN
2022-02-01,10.83,PLN
2022-02-02,10.87,PLN
2022-02-03,10.84,PLN
2022-02-04,10.83,PLN
2022-02-07,10.84,PLN
2022-02-08,10.87,PLN
2022-02-09,10.88,PLN
2022-02-10,10.85,PLN
2022-02-11,10.83,PLN
2022-02-14,10.76,PLN
2022-02-15,10.82,PLN
2022-02-16,10.84,PLN
2022-02-17,10.82,PLN
2022-02-18,10.80,PLN
2022-02-21,10.75,PLN
2022-02-22,10.75,PLN
2022-02-23,10.70,PLN
2022-02-24,10.47,PLN
2022-02-25,10.63,PLN
2022-02-28,10.61,PLN
2022-03-01,10.61,PLN
2022-03-02,10.65,PLN
2022-03-03,10.61,PLN
2022-03-04,10.46,PLN
2022-03-07,10.36,PLN
2022-03-08,10.33,PLN
2022-03-09,10.38,PLN
2022-03-10,10.34,PLN
2022-03-11,10.38,PLN
2022-03-14,10.31,PLN
2022-03-15,10.35,PLN
2022-03-16,10.42,PLN
2022-03-17,10.48,PLN
2022-03-18,10.50,PLN
2022-03-21,10.46,PLN
2022-03-22,10.46,PLN
2022-03-23,10.43,PLN
2022-03-24,10.42,PLN
2022-03-25,10.42,PLN
2022-03-28,10.41,PLN
2022-03-29,10.48,PLN
2022-03-30,10.49,PLN
2022-03-31,10.47,PLN
2022-04-01,10.48,PLN
2022-04-04,10.48,PLN
2022-04-05,10.44,PLN
2022-04-06,10.38,PLN
2022-04-07,10.32,PLN
2022-04-08,10.28,PLN
2022-04-11,10.27,PLN
2022-04-12,10.28,PLN
2022-04-13,10.34,PLN
2022-04-14,10.32,PLN
2022-04-19,10.26,PLN
2022-04-20,10.28,PLN
2022-04-21,10.24,PLN
2022-04-22,10.17,PLN
2022-04-25,10.13,PLN
2022-04-26,10.14,PLN
2022-04-27,10.12,PLN
2022-04-28,10.11,PLN
2022-04-29,10.08,PLN
2022-05-02,10.01,PLN
2022-05-04,9.98,PLN
2022-05-05,9.97,PLN
2022-05-06,9.91,PLN
2022-05-09,9.83,PLN
2022-05-10,9.83,PLN
2022-05-11,9.84,PLN
2022-05-12,9.86,PLN
2022-05-13,9.92,PLN
2022-05-16,9.95,PLN
2022-05-17,9.99,PLN
2022-05-18,9.98,PLN
2022-05-19,9.97,PLN
2022-05-20,9.98,PLN
2022-05-23,10.02,PLN
2022-05-24,10.00,PLN
2022-05-25,9.99,PLN
2022-05-26,10.00,PLN
2022-05-27,10.01,PLN
2022-05-30,10.04,PLN
2022-05-31,10.02,PLN
2022-06-01,10.02,PLN
2022-06-02,10.01,PLN
2022-06-03,9.99,PLN
2022-06-06,10.03,PLN
2022-06-07,10.02,PLN
2022-06-08,9.98,PLN
2022-06-09,9.93,PLN
2022-06-10,9.83,PLN
2022-06-13,9.68,PLN
2022-06-14,9.68,PLN
2022-06-15,9.65,PLN
2022-06-17,9.61,PLN
2022-06-20,9.58,PLN
2022-06-21,9.68,PLN
2022-06-22,9.74,PLN
2022-06-23,9.79,PLN
2022-06-24,9.81,PLN
2022-06-27,9.78,PLN
2022-06-28,9.81,PLN
2022-06-29,9.84,PLN
2022-06-30,9.85,PLN
2022-07-01,9.92,PLN
2022-07-04,9.89,PLN
2022-07-05,9.82,PLN
2022-07-06,9.83,PLN
2022-07-07,9.88,PLN
2022-07-08,9.92,PLN
2022-07-11,9.93,PLN
2022-07-12,9.87,PLN
2022-07-13,9.82,PLN
2022-07-14,9.78,PLN
2022-07-15,9.82,PLN
2022-07-18,9.88,PLN
2022-07-19,9.93,PLN
2022-07-20,9.97,PLN
2022-07-21,10.05,PLN
2022-07-22,10.12,PLN
2022-07-25,10.13,PLN
2022-07-26,10.14,PLN
2022-07-27,10.12,PLN
2022-07-28,10.14,PLN
2022-07-29,10.23,PLN
2022-08-01,10.27,PLN
2022-08-02,10.21,PLN
2022-08-03,10.18,PLN
2022-08-04,10.20,PLN
2022-08-05,10.21,PLN
2022-08-08,10.25,PLN
2022-08-09,10.22,PLN
2022-08-10,10.27,PLN
2022-08-11,10.30,PLN
2022-08-12,10.34,PLN
2022-08-16,10.28,PLN
2022-08-17,10.20,PLN
2022-08-18,10.20,PLN
2022-08-19,10.14,PLN
2022-08-22,10.08,PLN
2022-08-23,10.04,PLN
2022-08-24,10.01,PLN
2022-08-25,10.05,PLN
2022-08-26,10.01,PLN
2022-08-29,9.94,PLN
2022-08-30,9.95,PLN
2022-08-31,9.93,PLN
2022-09-01,9.90,PLN
