Data,Wartość dla NN Perspektywa 2040 (A),Waluta
2022-01-26,144.13,PLN
2022-01-27,143.86,PLN
2022-01-28,143.02,PLN
2022-01-31,144.08,PLN
2022-02-01,144.63,PLN
2022-02-02,145.07,PLN
2022-02-03,144.69,PLN
2022-02-04,144.14,PLN
2022-02-07,144.31,PLN
2022-02-08,144.53,PLN
2022-02-09,145.32,PLN
2022-02-10,145.10,PLN
2022-02-11,144.47,PLN
2022-02-14,143.09,PLN
2022-02-15,144.10,PLN
2022-02-16,144.22,PLN
2022-02-17,143.82,PLN
2022-02-18,143.16,PLN
2022-02-21,142.47,PLN
2022-02-22,142.17,PLN
2022-02-23,141.46,PLN
2022-02-24,138.08,PLN
2022-02-25,140.69,PLN
2022-02-28,140.54,PLN
2022-03-01,139.60,PLN
2022-03-02,140.10,PLN
2022-03-03,139.51,PLN
2022-03-04,137.42,PLN
2022-03-07,136.12,PLN
2022-03-08,135.15,PLN
2022-03-09,136.74,PLN
2022-03-10,136.22,PLN
2022-03-11,136.50,PLN
2022-03-14,135.65,PLN
2022-03-15,135.76,PLN
2022-03-16,137.91,PLN
2022-03-17,138.94,PLN
2022-03-18,139.69,PLN
2022-03-21,139.44,PLN
2022-03-22,140.12,PLN
2022-03-23,139.95,PLN
2022-03-24,139.98,PLN
2022-03-25,140.01,PLN
2022-03-28,139.92,PLN
2022-03-29,140.92,PLN
2022-03-30,141.28,PLN
2022-03-31,140.87,PLN
2022-04-01,140.76,PLN
2022-04-04,141.31,PLN
2022-04-05,140.93,PLN
2022-04-06,139.65,PLN
2022-04-07,139.01,PLN
2022-04-08,139.21,PLN
2022-04-11,138.56,PLN
2022-04-12,138.57,PLN
2022-04-13,138.89,PLN
2022-04-14,138.82,PLN
2022-04-19,138.18,PLN
2022-04-20,138.50,PLN
2022-04-21,138.39,PLN
2022-04-22,136.96,PLN
2022-04-25,135.49,PLN
2022-04-26,135.34,PLN
2022-04-27,135.31,PLN
2022-04-28,135.56,PLN
2022-04-29,135.76,PLN
2022-05-02,135.19,PLN
2022-05-04,134.48,PLN
2022-05-05,134.16,PLN
2022-05-06,133.27,PLN
2022-05-09,131.58,PLN
2022-05-10,131.32,PLN
2022-05-11,131.93,PLN
2022-05-12,131.01,PLN
2022-05-13,132.53,PLN
2022-05-16,132.40,PLN
2022-05-17,133.68,PLN
2022-05-18,133.09,PLN
2022-05-19,132.38,PLN
2022-05-20,132.77,PLN
2022-05-23,133.48,PLN
2022-05-24,132.77,PLN
2022-05-25,133.14,PLN
2022-05-26,133.93,PLN
2022-05-27,134.63,PLN
2022-05-30,135.29,PLN
2022-05-31,135.24,PLN
2022-06-01,134.88,PLN
2022-06-02,134.85,PLN
2022-06-03,134.73,PLN
2022-06-06,135.39,PLN
2022-06-07,135.11,PLN
2022-06-08,135.02,PLN
2022-06-09,134.18,PLN
2022-06-10,132.21,PLN
2022-06-13,130.01,PLN
2022-06-14,129.53,PLN
2022-06-15,129.80,PLN
2022-06-17,128.84,PLN
2022-06-20,128.84,PLN
2022-06-21,129.75,PLN
2022-06-22,129.63,PLN
2022-06-23,129.75,PLN
2022-06-24,130.79,PLN
2022-06-27,131.10,PLN
2022-06-28,131.32,PLN
2022-06-29,130.84,PLN
2022-06-30,130.08,PLN
2022-07-01,130.49,PLN
2022-07-04,130.61,PLN
2022-07-05,129.69,PLN
2022-07-06,129.94,PLN
2022-07-07,131.10,PLN
2022-07-08,131.88,PLN
2022-07-11,131.40,PLN
2022-07-12,130.81,PLN
2022-07-13,130.19,PLN
2022-07-14,129.46,PLN
2022-07-15,130.15,PLN
2022-07-18,131.21,PLN
2022-07-19,131.64,PLN
2022-07-20,132.18,PLN
2022-07-21,132.77,PLN
2022-07-22,133.28,PLN
2022-07-25,133.19,PLN
2022-07-26,132.90,PLN
2022-07-27,133.19,PLN
2022-07-28,133.77,PLN
2022-07-29,134.63,PLN
2022-08-01,134.96,PLN
2022-08-02,134.43,PLN
2022-08-03,134.54,PLN
2022-08-04,134.93,PLN
2022-08-05,134.80,PLN
2022-08-08,135.48,PLN
2022-08-09,135.01,PLN
2022-08-10,135.65,PLN
2022-08-11,136.27,PLN
2022-08-12,136.50,PLN
2022-08-16,136.73,PLN
2022-08-17,136.15,PLN
2022-08-18,136.21,PLN
2022-08-19,135.30,PLN
2022-08-22,134.36,PLN
2022-08-23,134.07,PLN
2022-08-24,133.84,PLN
2022-08-25,134.40,PLN
2022-08-26,133.88,PLN
2022-08-29,133.15,PLN
2022-08-30,132.46,PLN
2022-08-31,132.23,PLN
2022-09-01,131.07,PLN
2022-09-02,132.15,PLN
2022-09-05,131.56,PLN
2022-09-06,131.24,PLN
2022-09-07,131.32,PLN
2022-09-08,132.00,PLN
2022-09-09,132.85,PLN
2022-09-12,134.02,PLN
