Data,Wartość dla NN Perspektywa 2045 (A),Waluta
2022-01-26,144.97,PLN
2022-01-27,144.68,PLN
2022-01-28,143.71,PLN
2022-01-31,144.93,PLN
2022-02-01,145.56,PLN
2022-02-02,146.07,PLN
2022-02-03,145.64,PLN
2022-02-04,145.03,PLN
2022-02-07,145.23,PLN
2022-02-08,145.49,PLN
2022-02-09,146.41,PLN
2022-02-10,146.19,PLN
2022-02-11,145.48,PLN
2022-02-14,143.92,PLN
2022-02-15,145.06,PLN
2022-02-16,145.18,PLN
2022-02-17,144.69,PLN
2022-02-18,143.93,PLN
2022-02-21,143.13,PLN
2022-02-22,142.81,PLN
2022-02-23,142.02,PLN
2022-02-24,138.16,PLN
2022-02-25,141.15,PLN
2022-02-28,140.99,PLN
2022-03-01,139.92,PLN
2022-03-02,140.50,PLN
2022-03-03,139.85,PLN
2022-03-04,137.54,PLN
2022-03-07,136.18,PLN
2022-03-08,135.07,PLN
2022-03-09,136.90,PLN
2022-03-10,136.33,PLN
2022-03-11,136.70,PLN
2022-03-14,135.77,PLN
2022-03-15,135.86,PLN
2022-03-16,138.27,PLN
2022-03-17,139.43,PLN
2022-03-18,140.23,PLN
2022-03-21,139.99,PLN
2022-03-22,140.82,PLN
2022-03-23,140.65,PLN
2022-03-24,140.72,PLN
2022-03-25,140.73,PLN
2022-03-28,140.65,PLN
2022-03-29,141.74,PLN
2022-03-30,142.11,PLN
2022-03-31,141.63,PLN
2022-04-01,141.51,PLN
2022-04-04,142.15,PLN
2022-04-05,141.74,PLN
2022-04-06,140.35,PLN
2022-04-07,139.68,PLN
2022-04-08,139.97,PLN
2022-04-11,139.28,PLN
2022-04-12,139.28,PLN
2022-04-13,139.57,PLN
2022-04-14,139.51,PLN
2022-04-19,138.85,PLN
2022-04-20,139.17,PLN
2022-04-21,139.06,PLN
2022-04-22,137.47,PLN
2022-04-25,135.81,PLN
2022-04-26,135.61,PLN
2022-04-27,135.59,PLN
2022-04-28,135.90,PLN
2022-04-29,136.15,PLN
2022-05-02,135.56,PLN
2022-05-04,134.80,PLN
2022-05-05,134.44,PLN
2022-05-06,133.48,PLN
2022-05-09,131.69,PLN
2022-05-10,131.39,PLN
2022-05-11,132.04,PLN
2022-05-12,130.94,PLN
2022-05-13,132.64,PLN
2022-05-16,132.50,PLN
2022-05-17,133.85,PLN
2022-05-18,133.21,PLN
2022-05-19,132.40,PLN
2022-05-20,132.81,PLN
2022-05-23,133.60,PLN
2022-05-24,132.78,PLN
2022-05-25,133.19,PLN
2022-05-26,134.08,PLN
2022-05-27,134.85,PLN
2022-05-30,135.59,PLN
2022-05-31,135.54,PLN
2022-06-01,135.15,PLN
2022-06-02,135.12,PLN
2022-06-03,135.00,PLN
2022-06-06,135.73,PLN
2022-06-07,135.42,PLN
2022-06-08,135.34,PLN
2022-06-09,134.45,PLN
2022-06-10,132.34,PLN
2022-06-13,130.01,PLN
2022-06-14,129.56,PLN
2022-06-15,129.86,PLN
2022-06-17,128.85,PLN
2022-06-20,128.86,PLN
2022-06-21,129.88,PLN
2022-06-22,129.63,PLN
2022-06-23,129.68,PLN
2022-06-24,130.85,PLN
2022-06-27,131.23,PLN
2022-06-28,131.50,PLN
2022-06-29,130.96,PLN
2022-06-30,130.08,PLN
2022-07-01,130.46,PLN
2022-07-04,130.58,PLN
2022-07-05,129.61,PLN
2022-07-06,129.89,PLN
2022-07-07,131.16,PLN
2022-07-08,131.99,PLN
2022-07-11,131.41,PLN
2022-07-12,130.77,PLN
2022-07-13,130.12,PLN
2022-07-14,129.34,PLN
2022-07-15,130.09,PLN
2022-07-18,131.23,PLN
2022-07-19,131.66,PLN
2022-07-20,132.23,PLN
2022-07-21,132.80,PLN
2022-07-22,133.26,PLN
2022-07-25,133.14,PLN
2022-07-26,132.77,PLN
2022-07-27,133.13,PLN
2022-07-28,133.76,PLN
2022-07-29,134.66,PLN
2022-08-01,135.00,PLN
2022-08-02,134.43,PLN
2022-08-03,134.60,PLN
2022-08-04,134.97,PLN
2022-08-05,134.81,PLN
2022-08-08,135.54,PLN
2022-08-09,135.04,PLN
2022-08-10,135.72,PLN
2022-08-11,136.39,PLN
2022-08-12,136.65,PLN
2022-08-16,136.93,PLN
2022-08-17,136.31,PLN
2022-08-18,136.37,PLN
2022-08-19,135.41,PLN
2022-08-22,134.39,PLN
2022-08-23,134.12,PLN
2022-08-24,133.86,PLN
2022-08-25,134.47,PLN
2022-08-26,133.93,PLN
2022-08-29,133.15,PLN
2022-08-30,132.30,PLN
2022-08-31,132.06,PLN
2022-09-01,130.76,PLN
2022-09-02,131.93,PLN
2022-09-05,131.27,PLN
2022-09-06,130.93,PLN
2022-09-07,130.98,PLN
2022-09-08,131.71,PLN
2022-09-09,132.67,PLN
2022-09-12,133.94,PLN
2022-09-13,132.54,PLN
2022-09-14,131.89,PLN
2022-09-15,131.60,PLN
2022-09-16,130.35,PLN
2022-09-19,130.50,PLN
2022-09-20,130.28,PLN
2022-09-21,130.36,PLN
2022-09-22,129.24,PLN
2022-09-23,127.54,PLN
2022-09-26,126.57,PLN
2022-09-27,126.59,PLN
2022-09-28,126.27,PLN
2022-09-29,125.14,PLN
2022-09-30,125.60,PLN
2022-10-03,125.96,PLN
2022-10-04,128.10,PLN
2022-10-05,127.46,PLN
2022-10-06,127.69,PLN
2022-10-07,126.47,PLN
2022-10-10,125.57,PLN
2022-10-11,124.88,PLN
2022-10-12,124.38,PLN
2022-10-13,124.48,PLN
2022-10-14,125.02,PLN
2022-10-17,125.55,PLN
2022-10-18,125.69,PLN
2022-10-19,124.85,PLN
2022-10-20,125.18,PLN
2022-10-21,124.65,PLN
2022-10-24,125.28,PLN
2022-10-25,126.11,PLN
2022-10-26,127.26,PLN
2022-10-27,127.20,PLN
2022-10-28,127.02,PLN
2022-10-31,127.20,PLN
