Data,Wartość dla NN Konserwatywny (A),Waluta
2006-07-26,187.27,PLN
2006-07-27,187.27,PLN
2006-07-28,187.38,PLN
2006-07-31,187.26,PLN
2006-08-01,187.30,PLN
2006-08-02,187.33,PLN
2006-08-03,187.35,PLN
2006-08-04,187.36,PLN
2006-08-07,187.48,PLN
2006-08-08,187.54,PLN
2006-08-09,187.51,PLN
2006-08-10,187.57,PLN
2006-08-11,187.57,PLN
2006-08-14,187.62,PLN
2006-08-16,187.61,PLN
2006-08-17,187.64,PLN
2006-08-18,187.56,PLN
2006-08-21,187.66,PLN
2006-08-22,187.66,PLN
2006-08-23,187.70,PLN
2006-08-24,187.72,PLN
2006-08-25,187.72,PLN
2006-08-28,187.73,PLN
2006-08-29,187.71,PLN
2006-08-30,187.80,PLN
2006-08-31,187.86,PLN
2006-09-01,187.83,PLN
2006-09-04,187.85,PLN
2006-09-05,187.88,PLN
2006-09-06,187.92,PLN
2006-09-07,187.89,PLN
2006-09-08,187.89,PLN
2006-09-11,187.90,PLN
2006-09-12,187.95,PLN
2006-09-13,187.95,PLN
2006-09-14,188.04,PLN
2006-09-15,188.05,PLN
2006-09-18,188.06,PLN
2006-09-19,188.07,PLN
2006-09-20,188.07,PLN
2006-09-21,188.12,PLN
2006-09-22,188.25,PLN
2006-09-25,188.20,PLN
2006-09-26,188.25,PLN
2006-09-27,188.25,PLN
2006-09-28,188.31,PLN
2006-09-29,188.23,PLN
2006-10-02,188.46,PLN
2006-10-03,188.28,PLN
2006-10-04,188.34,PLN
2006-10-05,188.35,PLN
2006-10-06,188.41,PLN
2006-10-09,188.45,PLN
2006-10-10,188.45,PLN
2006-10-11,188.47,PLN
2006-10-12,188.55,PLN
2006-10-13,188.53,PLN
2006-10-16,188.53,PLN
2006-10-17,188.58,PLN
2006-10-18,188.58,PLN
2006-10-19,188.64,PLN
2006-10-20,188.72,PLN
2006-10-23,188.65,PLN
2006-10-24,188.72,PLN
2006-10-25,188.75,PLN
2006-10-26,188.82,PLN
2006-10-27,188.84,PLN
2006-10-30,188.86,PLN
2006-10-31,188.91,PLN
2006-11-02,188.95,PLN
2006-11-03,188.95,PLN
2006-11-06,188.99,PLN
2006-11-07,189.02,PLN
2006-11-08,189.04,PLN
2006-11-09,189.11,PLN
2006-11-10,189.09,PLN
2006-11-13,189.14,PLN
2006-11-14,189.15,PLN
2006-11-15,189.19,PLN
2006-11-16,189.21,PLN
2006-11-17,189.20,PLN
2006-11-20,189.24,PLN
2006-11-21,189.30,PLN
2006-11-22,189.30,PLN
2006-11-23,189.27,PLN
2006-11-24,189.31,PLN
2006-11-27,189.36,PLN
2006-11-28,189.38,PLN
2006-11-29,189.40,PLN
2006-11-30,189.48,PLN
2006-12-01,189.45,PLN
2006-12-04,189.46,PLN
2006-12-05,189.53,PLN
2006-12-06,189.54,PLN
2006-12-07,189.58,PLN
2006-12-08,189.60,PLN
2006-12-11,189.62,PLN
2006-12-12,189.67,PLN
2006-12-13,189.65,PLN
2006-12-14,189.69,PLN
2006-12-15,189.72,PLN
2006-12-18,189.78,PLN
2006-12-19,189.78,PLN
2006-12-20,189.78,PLN
2006-12-21,189.89,PLN
2006-12-22,189.89,PLN
2006-12-27,190.00,PLN
2006-12-28,190.02,PLN
2006-12-29,190.07,PLN
2006-12-31,190.09,PLN
2007-01-02,190.02,PLN
2007-01-03,190.04,PLN
2007-01-04,190.08,PLN
2007-01-05,190.12,PLN
2007-01-08,190.12,PLN
2007-01-09,190.17,PLN
2007-01-10,190.20,PLN
2007-01-11,190.16,PLN
2007-01-12,190.22,PLN
2007-01-15,190.17,PLN
2007-01-16,190.29,PLN
2007-01-17,190.26,PLN
2007-01-18,190.36,PLN
2007-01-19,190.37,PLN
2007-01-22,190.39,PLN
2007-01-23,190.37,PLN
2007-01-24,190.41,PLN
2007-01-25,190.43,PLN
2007-01-26,190.45,PLN
2007-01-29,190.45,PLN
2007-01-30,190.47,PLN
2007-01-31,190.49,PLN
2007-02-01,190.52,PLN
2007-02-02,190.53,PLN
2007-02-05,190.56,PLN
2007-02-06,190.59,PLN
2007-02-07,190.65,PLN
2007-02-08,190.61,PLN
2007-02-09,190.62,PLN
2007-02-12,190.61,PLN
2007-02-13,190.70,PLN
2007-02-14,190.71,PLN
2007-02-15,190.76,PLN
2007-02-16,190.75,PLN
2007-02-19,190.79,PLN
2007-02-20,190.78,PLN
2007-02-21,190.83,PLN
2007-02-22,190.87,PLN
2007-02-23,190.84,PLN
2007-02-26,190.89,PLN
2007-02-27,190.88,PLN
2007-02-28,190.90,PLN
2007-03-01,190.94,PLN
2007-03-02,190.97,PLN
2007-03-05,191.01,PLN
2007-03-06,191.03,PLN
2007-03-07,191.03,PLN
2007-03-08,191.07,PLN
2007-03-09,191.08,PLN
2007-03-12,191.09,PLN
2007-03-13,191.45,PLN
2007-03-14,191.16,PLN
2007-03-15,191.20,PLN
2007-03-16,191.19,PLN
2007-03-19,191.23,PLN
2007-03-20,191.21,PLN
2007-03-21,191.24,PLN
2007-03-22,191.29,PLN
2007-03-23,191.30,PLN
2007-03-26,191.35,PLN
2007-03-27,191.37,PLN
2007-03-28,191.37,PLN
2007-03-29,191.38,PLN
2007-03-30,191.43,PLN
2007-04-02,191.41,PLN
2007-04-03,191.43,PLN
2007-04-04,191.45,PLN
2007-04-05,191.52,PLN
2007-04-10,191.54,PLN
2007-04-11,191.55,PLN
2007-04-12,191.63,PLN
2007-04-13,191.64,PLN
2007-04-16,191.68,PLN
2007-04-17,191.67,PLN
2007-04-18,191.70,PLN
2007-04-19,191.69,PLN
2007-04-20,191.71,PLN
2007-04-23,191.72,PLN
2007-04-24,191.77,PLN
2007-04-25,191.83,PLN
2007-04-26,191.81,PLN
2007-04-27,191.86,PLN
2007-04-30,191.91,PLN
2007-05-02,191.89,PLN
2007-05-04,191.93,PLN
2007-05-07,192.00,PLN
2007-05-08,192.00,PLN
2007-05-09,192.01,PLN
2007-05-10,192.07,PLN
2007-05-11,192.07,PLN
2007-05-14,192.06,PLN
2007-05-15,192.10,PLN
2007-05-16,192.11,PLN
2007-05-17,192.09,PLN
2007-05-18,192.14,PLN
2007-05-21,192.16,PLN
2007-05-22,192.23,PLN
2007-05-23,192.21,PLN
2007-05-24,192.25,PLN
2007-05-25,192.22,PLN
2007-05-28,192.27,PLN
2007-05-29,192.37,PLN
2007-05-30,192.39,PLN
2007-05-31,192.42,PLN
2007-06-01,192.47,PLN
2007-06-04,192.52,PLN
2007-06-05,192.50,PLN
2007-06-06,192.50,PLN
2007-06-08,192.48,PLN
2007-06-11,192.52,PLN
2007-06-12,192.66,PLN
2007-06-13,192.61,PLN
2007-06-14,192.65,PLN
2007-06-15,192.63,PLN
2007-06-18,192.70,PLN
2007-06-19,192.68,PLN
2007-06-20,192.68,PLN
2007-06-21,192.71,PLN
2007-06-22,192.75,PLN
2007-06-25,192.77,PLN
2007-06-26,192.75,PLN
2007-06-27,192.76,PLN
2007-06-28,192.80,PLN
2007-06-29,192.84,PLN
2007-07-02,192.87,PLN
2007-07-03,192.89,PLN
2007-07-04,192.93,PLN
2007-07-05,192.91,PLN
2007-07-06,192.94,PLN
2007-07-09,192.98,PLN
2007-07-10,193.03,PLN
2007-07-11,193.07,PLN
2007-07-12,193.07,PLN
2007-07-13,193.09,PLN
2007-07-16,193.16,PLN
2007-07-17,193.16,PLN
2007-07-18,193.18,PLN
2007-07-19,193.18,PLN
2007-07-20,193.24,PLN
2007-07-23,193.29,PLN
2007-07-24,193.30,PLN
2007-07-25,193.34,PLN
2007-07-26,193.35,PLN
2007-07-27,193.36,PLN
2007-07-30,193.33,PLN
2007-07-31,193.40,PLN
2007-08-01,193.40,PLN
2007-08-02,193.46,PLN
2007-08-03,193.48,PLN
2007-08-06,193.48,PLN
2007-08-07,193.52,PLN
2007-08-08,193.58,PLN
2007-08-09,193.56,PLN
2007-08-10,193.57,PLN
2007-08-13,193.65,PLN
2007-08-14,193.66,PLN
2007-08-16,193.67,PLN
2007-08-17,193.74,PLN
2007-08-20,193.83,PLN
2007-08-21,193.85,PLN
2007-08-22,193.91,PLN
2007-08-23,193.90,PLN
2007-08-24,193.89,PLN
2007-08-27,193.85,PLN
2007-08-28,193.86,PLN
2007-08-29,193.90,PLN
2007-08-30,193.95,PLN
2007-08-31,193.96,PLN
2007-09-03,194.00,PLN
2007-09-04,193.98,PLN
2007-09-05,194.02,PLN
2007-09-06,194.08,PLN
2007-09-07,194.10,PLN
2007-09-10,194.10,PLN
2007-09-11,194.13,PLN
2007-09-12,194.14,PLN
2007-09-13,194.26,PLN
2007-09-14,194.25,PLN
2007-09-17,194.27,PLN
2007-09-18,194.28,PLN
2007-09-19,194.38,PLN
2007-09-20,194.33,PLN
2007-09-21,194.37,PLN
2007-09-24,194.44,PLN
2007-09-25,194.36,PLN
2007-09-26,194.43,PLN
2007-09-27,194.50,PLN
2007-09-28,194.49,PLN
2007-10-01,194.63,PLN
2007-10-02,194.63,PLN
2007-10-03,194.55,PLN
2007-10-04,194.68,PLN
2007-10-05,194.59,PLN
2007-10-08,194.77,PLN
2007-10-09,194.68,PLN
2007-10-10,194.71,PLN
2007-10-11,194.71,PLN
2007-10-12,194.74,PLN
2007-10-15,194.73,PLN
2007-10-16,194.79,PLN
2007-10-17,194.81,PLN
2007-10-18,194.79,PLN
2007-10-19,194.75,PLN
2007-10-22,194.87,PLN
2007-10-23,194.91,PLN
2007-10-24,194.94,PLN
2007-10-25,195.00,PLN
2007-10-26,195.02,PLN
2007-10-29,195.08,PLN
2007-10-30,195.02,PLN
2007-10-31,194.98,PLN
2007-11-02,195.19,PLN
2007-11-05,195.06,PLN
2007-11-06,195.05,PLN
2007-11-07,194.98,PLN
2007-11-08,195.14,PLN
2007-11-09,195.03,PLN
2007-11-12,195.05,PLN
2007-11-13,195.01,PLN
2007-11-14,194.99,PLN
2007-11-15,195.07,PLN
2007-11-16,195.02,PLN
2007-11-19,195.09,PLN
2007-11-20,195.11,PLN
2007-11-21,195.10,PLN
2007-11-22,195.02,PLN
2007-11-23,195.17,PLN
2007-11-26,195.07,PLN
2007-11-27,195.24,PLN
2007-11-28,195.15,PLN
2007-11-29,195.19,PLN
2007-11-30,195.18,PLN
2007-12-03,195.17,PLN
2007-12-04,195.17,PLN
2007-12-05,195.19,PLN
2007-12-06,195.33,PLN
2007-12-07,195.41,PLN
2007-12-10,195.34,PLN
2007-12-11,195.32,PLN
2007-12-12,195.29,PLN
2007-12-13,195.30,PLN
2007-12-14,195.33,PLN
2007-12-17,195.30,PLN
2007-12-18,195.44,PLN
2007-12-19,195.51,PLN
2007-12-20,195.53,PLN
2007-12-21,195.51,PLN
2007-12-27,195.60,PLN
2007-12-28,195.56,PLN
2007-12-31,195.64,PLN
2008-01-02,195.69,PLN
2008-01-03,195.72,PLN
2008-01-04,195.74,PLN
2008-01-07,195.83,PLN
2008-01-08,195.94,PLN
2008-01-09,196.07,PLN
2008-01-10,196.04,PLN
2008-01-11,196.00,PLN
2008-01-14,196.13,PLN
2008-01-15,196.12,PLN
2008-01-16,196.15,PLN
2008-01-17,196.33,PLN
2008-01-18,196.21,PLN
2008-01-21,196.36,PLN
2008-01-22,196.45,PLN
2008-01-23,196.54,PLN
2008-01-24,196.57,PLN
2008-01-25,196.54,PLN
2008-01-28,196.55,PLN
2008-01-29,196.66,PLN
2008-01-30,196.70,PLN
2008-01-31,196.74,PLN
2008-02-01,196.78,PLN
2008-02-04,196.87,PLN
2008-02-05,196.86,PLN
2008-02-06,196.87,PLN
2008-02-07,196.88,PLN
2008-02-08,197.00,PLN
2008-02-11,196.98,PLN
2008-02-12,197.01,PLN
2008-02-13,197.02,PLN
2008-02-14,196.98,PLN
2008-02-15,196.98,PLN
2008-02-18,196.96,PLN
2008-02-19,196.94,PLN
2008-02-20,196.96,PLN
2008-02-21,197.02,PLN
2008-02-22,197.07,PLN
2008-02-25,197.09,PLN
2008-02-26,197.12,PLN
2008-02-27,197.10,PLN
2008-02-28,197.06,PLN
2008-02-29,197.07,PLN
2008-03-04,197.23,PLN
2008-03-05,197.21,PLN
2008-03-06,197.25,PLN
2008-03-07,197.04,PLN
2008-03-10,197.12,PLN
2008-03-11,197.09,PLN
2008-03-12,197.13,PLN
2008-03-13,197.38,PLN
2008-03-14,197.41,PLN
2008-03-17,197.28,PLN
2008-03-18,197.36,PLN
2008-03-19,197.40,PLN
2008-03-20,197.47,PLN
2008-03-25,197.68,PLN
2008-03-26,197.62,PLN
2008-03-27,197.70,PLN
2008-03-28,197.73,PLN
2008-03-31,197.83,PLN
2008-04-01,197.73,PLN
2008-04-02,197.74,PLN
2008-04-03,197.65,PLN
2008-04-04,197.73,PLN
2008-04-07,197.82,PLN
2008-04-08,197.83,PLN
2008-04-09,197.90,PLN
2008-04-10,197.81,PLN
2008-04-11,198.01,PLN
2008-04-14,198.15,PLN
2008-04-15,198.02,PLN
2008-04-16,198.09,PLN
2008-04-17,198.14,PLN
2008-04-18,198.11,PLN
2008-04-21,198.34,PLN
2008-04-22,198.23,PLN
2008-04-23,198.29,PLN
2008-04-24,198.35,PLN
2008-04-25,198.43,PLN
2008-04-28,198.46,PLN
2008-04-29,198.56,PLN
2008-04-30,198.56,PLN
2008-05-05,198.66,PLN
2008-05-06,198.82,PLN
2008-05-07,198.81,PLN
2008-05-08,198.77,PLN
2008-05-09,198.82,PLN
2008-05-12,198.87,PLN
2008-05-13,198.86,PLN
2008-05-14,198.83,PLN
2008-05-15,198.89,PLN
2008-05-16,199.01,PLN
2008-05-19,198.96,PLN
2008-05-20,198.97,PLN
2008-05-21,198.94,PLN
2008-05-23,199.10,PLN
2008-05-26,199.05,PLN
2008-05-27,199.23,PLN
2008-05-28,199.22,PLN
2008-05-29,199.02,PLN
2008-05-30,198.90,PLN
2008-06-02,199.19,PLN
2008-06-03,199.01,PLN
2008-06-04,199.10,PLN
2008-06-05,199.14,PLN
2008-06-06,198.97,PLN
2008-06-09,198.82,PLN
2008-06-10,198.70,PLN
2008-06-11,198.91,PLN
2008-06-12,198.91,PLN
2008-06-13,199.02,PLN
2008-06-16,199.27,PLN
2008-06-17,199.15,PLN
2008-06-18,199.28,PLN
2008-06-19,199.36,PLN
2008-06-20,199.24,PLN
2008-06-23,199.44,PLN
2008-06-24,199.35,PLN
2008-06-25,199.42,PLN
2008-06-26,199.42,PLN
2008-06-27,199.57,PLN
2008-06-30,199.46,PLN
2008-07-01,199.54,PLN
2008-07-02,199.51,PLN
2008-07-03,199.35,PLN
2008-07-04,199.21,PLN
2008-07-07,199.54,PLN
2008-07-08,199.51,PLN
2008-07-09,199.42,PLN
2008-07-10,199.74,PLN
2008-07-11,199.68,PLN
2008-07-14,199.76,PLN
2008-07-15,199.69,PLN
2008-07-16,199.49,PLN
2008-07-17,199.94,PLN
2008-07-18,200.10,PLN
2008-07-21,200.15,PLN
2008-07-22,200.17,PLN
2008-07-23,200.14,PLN
2008-07-24,200.32,PLN
2008-07-25,200.19,PLN
2008-07-28,200.29,PLN
2008-07-29,200.26,PLN
2008-07-30,200.34,PLN
2008-07-31,200.43,PLN
2008-08-01,200.59,PLN
2008-08-04,200.47,PLN
2008-08-05,200.43,PLN
2008-08-06,200.48,PLN
2008-08-07,200.72,PLN
2008-08-08,200.64,PLN
2008-08-11,200.93,PLN
2008-08-12,201.06,PLN
2008-08-13,200.83,PLN
2008-08-14,200.74,PLN
2008-08-18,200.95,PLN
2008-08-19,200.81,PLN
2008-08-20,201.28,PLN
2008-08-21,201.13,PLN
2008-08-22,201.03,PLN
2008-08-25,201.15,PLN
2008-08-26,201.16,PLN
2008-08-27,201.19,PLN
2008-08-28,201.22,PLN
2008-08-29,201.41,PLN
2008-09-01,201.33,PLN
2008-09-02,201.11,PLN
2008-09-03,201.45,PLN
2008-09-04,201.38,PLN
2008-09-05,201.55,PLN
2008-09-08,201.44,PLN
2008-09-09,201.43,PLN
2008-09-10,201.49,PLN
2008-09-11,201.53,PLN
2008-09-12,201.52,PLN
2008-09-15,201.67,PLN
2008-09-16,201.68,PLN
2008-09-17,201.66,PLN
2008-09-18,201.85,PLN
2008-09-19,201.81,PLN
2008-09-22,201.85,PLN
2008-09-23,201.99,PLN
2008-09-24,202.00,PLN
2008-09-25,202.01,PLN
2008-09-26,201.94,PLN
2008-09-29,202.04,PLN
2008-09-30,202.22,PLN
2008-10-01,201.90,PLN
2008-10-02,202.02,PLN
2008-10-03,202.07,PLN
2008-10-06,202.11,PLN
2008-10-07,202.13,PLN
2008-10-08,202.28,PLN
2008-10-09,202.37,PLN
2008-10-10,202.31,PLN
2008-10-13,202.27,PLN
2008-10-14,202.26,PLN
2008-10-15,202.11,PLN
2008-10-16,201.83,PLN
2008-10-17,201.79,PLN
2008-10-20,201.47,PLN
2008-10-21,201.32,PLN
2008-10-22,201.62,PLN
2008-10-23,200.57,PLN
2008-10-24,200.23,PLN
2008-10-27,200.06,PLN
2008-10-28,199.71,PLN
2008-10-29,199.87,PLN
2008-10-30,200.41,PLN
2008-10-31,200.63,PLN
2008-11-03,200.97,PLN
2008-11-04,200.77,PLN
2008-11-05,201.11,PLN
2008-11-06,200.98,PLN
2008-11-07,200.92,PLN
2008-11-10,201.67,PLN
2008-11-12,200.77,PLN
2008-11-13,201.21,PLN
2008-11-14,201.08,PLN
2008-11-17,201.46,PLN
2008-11-18,201.34,PLN
2008-11-19,201.04,PLN
2008-11-20,200.98,PLN
2008-11-21,200.78,PLN
2008-11-24,201.09,PLN
2008-11-25,200.77,PLN
2008-11-26,201.31,PLN
2008-11-27,201.26,PLN
2008-11-28,201.57,PLN
2008-12-01,201.14,PLN
2008-12-02,201.58,PLN
2008-12-03,201.68,PLN
2008-12-04,201.65,PLN
2008-12-05,202.14,PLN
2008-12-08,201.84,PLN
2008-12-09,201.70,PLN
2008-12-10,201.81,PLN
2008-12-11,201.91,PLN
2008-12-12,202.04,PLN
2008-12-15,202.14,PLN
2008-12-16,202.38,PLN
2008-12-17,202.22,PLN
2008-12-18,202.14,PLN
2008-12-19,202.32,PLN
2008-12-22,202.02,PLN
2008-12-23,202.78,PLN
2008-12-29,203.07,PLN
2008-12-30,202.47,PLN
2008-12-31,203.08,PLN
2009-01-05,203.33,PLN
2009-01-06,203.38,PLN
2009-01-07,203.37,PLN
2009-01-08,203.29,PLN
2009-01-09,203.22,PLN
2009-01-12,203.31,PLN
2009-01-13,204.01,PLN
2009-01-14,204.23,PLN
2009-01-15,204.80,PLN
2009-01-16,204.34,PLN
2009-01-19,204.38,PLN
2009-01-20,204.34,PLN
2009-01-21,204.51,PLN
2009-01-22,204.13,PLN
2009-01-23,204.04,PLN
2009-01-26,204.61,PLN
2009-01-27,204.65,PLN
2009-01-28,204.51,PLN
2009-01-29,204.45,PLN
2009-01-30,204.01,PLN
2009-02-02,204.74,PLN
2009-02-03,204.46,PLN
2009-02-04,204.16,PLN
2009-02-05,203.85,PLN
2009-02-06,204.35,PLN
2009-02-09,204.70,PLN
2009-02-10,204.50,PLN
2009-02-11,204.82,PLN
2009-02-12,204.54,PLN
2009-02-13,204.84,PLN
2009-02-16,204.97,PLN
2009-02-17,204.36,PLN
2009-02-18,204.56,PLN
2009-02-19,204.60,PLN
2009-02-20,204.61,PLN
2009-02-23,204.80,PLN
2009-02-24,205.22,PLN
2009-02-25,204.88,PLN
2009-02-26,204.92,PLN
2009-02-27,205.03,PLN
2009-03-02,205.33,PLN
2009-03-03,204.93,PLN
2009-03-04,204.96,PLN
2009-03-05,205.21,PLN
2009-03-06,204.98,PLN
2009-03-09,205.32,PLN
2009-03-10,205.23,PLN
2009-03-11,205.17,PLN
2009-03-12,205.35,PLN
2009-03-13,205.56,PLN
2009-03-16,205.45,PLN
2009-03-17,205.35,PLN
2009-03-18,205.33,PLN
2009-03-19,205.38,PLN
2009-03-20,205.65,PLN
2009-03-23,205.36,PLN
2009-03-24,205.31,PLN
2009-03-25,205.52,PLN
2009-03-26,205.32,PLN
2009-03-27,205.14,PLN
2009-03-30,205.26,PLN
2009-03-31,205.93,PLN
2009-04-01,205.28,PLN
2009-04-02,205.40,PLN
2009-04-03,205.42,PLN
2009-04-06,205.46,PLN
2009-04-07,205.26,PLN
2009-04-08,205.17,PLN
2009-04-09,205.42,PLN
2009-04-14,205.47,PLN
2009-04-15,205.65,PLN
2009-04-16,205.53,PLN
2009-04-17,205.41,PLN
2009-04-20,205.41,PLN
2009-04-21,205.45,PLN
2009-04-22,205.43,PLN
2009-04-23,205.63,PLN
2009-04-24,205.71,PLN
2009-04-27,205.73,PLN
2009-04-28,205.77,PLN
2009-04-29,205.88,PLN
2009-04-30,206.04,PLN
2009-05-04,206.00,PLN
2009-05-05,206.29,PLN
2009-05-06,206.23,PLN
2009-05-07,206.28,PLN
2009-05-08,206.69,PLN
2009-05-11,206.69,PLN
2009-05-12,206.55,PLN
2009-05-13,206.39,PLN
2009-05-14,206.71,PLN
2009-05-15,206.49,PLN
2009-05-18,207.00,PLN
2009-05-19,207.05,PLN
2009-05-20,207.09,PLN
2009-05-21,207.20,PLN
2009-05-22,207.20,PLN
2009-05-25,207.25,PLN
2009-05-26,207.39,PLN
2009-05-27,207.55,PLN
2009-05-28,207.50,PLN
2009-05-29,207.48,PLN
2009-06-01,207.48,PLN
2009-06-02,207.65,PLN
2009-06-03,207.61,PLN
2009-06-04,207.91,PLN
2009-06-05,207.70,PLN
2009-06-08,207.99,PLN
2009-06-09,208.34,PLN
2009-06-10,208.63,PLN
2009-06-12,208.30,PLN
2009-06-15,208.50,PLN
2009-06-16,208.49,PLN
2009-06-17,208.41,PLN
2009-06-18,208.52,PLN
2009-06-19,208.47,PLN
2009-06-22,208.68,PLN
2009-06-23,208.69,PLN
2009-06-24,208.68,PLN
2009-06-25,208.85,PLN
2009-06-26,209.15,PLN
2009-06-29,208.81,PLN
2009-06-30,209.43,PLN
2009-07-01,208.99,PLN
2009-07-02,209.11,PLN
2009-07-03,209.10,PLN
2009-07-06,209.14,PLN
2009-07-07,209.22,PLN
2009-07-08,209.35,PLN
2009-07-09,210.23,PLN
2009-07-10,209.76,PLN
2009-07-13,209.71,PLN
2009-07-14,209.54,PLN
2009-07-15,209.78,PLN
2009-07-16,209.82,PLN
2009-07-17,209.84,PLN
2009-07-20,209.69,PLN
2009-07-21,210.01,PLN
2009-07-22,209.99,PLN
2009-07-23,209.96,PLN
2009-07-24,209.93,PLN
2009-07-27,210.21,PLN
2009-07-28,210.05,PLN
2009-07-29,210.11,PLN
2009-07-30,210.06,PLN
2009-07-31,210.15,PLN
2009-08-03,210.30,PLN
2009-08-04,210.17,PLN
2009-08-05,210.36,PLN
2009-08-06,210.65,PLN
2009-08-07,210.55,PLN
2009-08-10,210.52,PLN
2009-08-11,210.81,PLN
2009-08-12,210.75,PLN
2009-08-13,211.11,PLN
2009-08-14,211.12,PLN
2009-08-17,211.21,PLN
2009-08-18,211.11,PLN
2009-08-19,211.17,PLN
2009-08-20,210.94,PLN
2009-08-21,211.40,PLN
2009-08-24,211.46,PLN
2009-08-25,211.28,PLN
2009-08-26,211.42,PLN
2009-08-27,211.61,PLN
2009-08-28,211.86,PLN
2009-08-31,211.77,PLN
2009-09-01,211.68,PLN
2009-09-02,211.84,PLN
2009-09-03,211.77,PLN
2009-09-04,211.88,PLN
2009-09-07,211.72,PLN
2009-09-08,212.10,PLN
2009-09-09,211.92,PLN
2009-09-10,211.90,PLN
2009-09-11,212.06,PLN
2009-09-14,212.05,PLN
2009-09-15,211.95,PLN
2009-09-16,212.27,PLN
2009-09-17,212.08,PLN
2009-09-18,211.88,PLN
2009-09-21,212.02,PLN
2009-09-22,212.29,PLN
2009-09-23,212.17,PLN
2009-09-24,212.37,PLN
2009-09-25,212.42,PLN
2009-09-28,212.17,PLN
2009-09-29,212.22,PLN
2009-09-30,212.37,PLN
2009-10-01,212.53,PLN
2009-10-02,212.61,PLN
2009-10-05,212.49,PLN
2009-10-06,212.44,PLN
2009-10-07,212.50,PLN
2009-10-08,212.76,PLN
2009-10-09,212.73,PLN
2009-10-12,212.60,PLN
2009-10-13,212.35,PLN
2009-10-14,212.89,PLN
2009-10-15,212.92,PLN
2009-10-16,212.94,PLN
2009-10-19,212.88,PLN
2009-10-20,213.14,PLN
2009-10-21,213.05,PLN
2009-10-22,213.08,PLN
2009-10-23,213.16,PLN
2009-10-26,213.30,PLN
2009-10-27,213.24,PLN
2009-10-28,213.34,PLN
2009-10-29,213.22,PLN
2009-10-30,213.35,PLN
2009-11-02,213.42,PLN
2009-11-03,213.45,PLN
2009-11-04,213.23,PLN
2009-11-05,213.41,PLN
2009-11-06,213.39,PLN
2009-11-09,213.39,PLN
2009-11-10,213.48,PLN
2009-11-12,213.65,PLN
2009-11-13,213.49,PLN
2009-11-16,213.67,PLN
2009-11-17,213.57,PLN
2009-11-18,213.63,PLN
2009-11-19,213.72,PLN
2009-11-20,213.69,PLN
2009-11-23,213.83,PLN
2009-11-24,213.74,PLN
2009-11-25,213.90,PLN
2009-11-26,213.81,PLN
2009-11-27,213.70,PLN
2009-11-30,214.05,PLN
2009-12-01,214.06,PLN
2009-12-02,213.99,PLN
2009-12-03,214.25,PLN
2009-12-04,214.12,PLN
2009-12-07,214.14,PLN
2009-12-08,214.26,PLN
2009-12-09,214.39,PLN
2009-12-10,214.29,PLN
2009-12-11,214.48,PLN
2009-12-14,214.46,PLN
2009-12-15,214.42,PLN
2009-12-16,214.49,PLN
2009-12-17,214.44,PLN
2009-12-18,214.44,PLN
2009-12-21,214.26,PLN
2009-12-22,214.77,PLN
2009-12-23,214.54,PLN
2009-12-28,214.65,PLN
2009-12-29,214.84,PLN
2009-12-30,214.76,PLN
2009-12-31,214.45,PLN
2010-01-04,214.68,PLN
2010-01-05,214.67,PLN
2010-01-06,214.58,PLN
2010-01-07,214.77,PLN
2010-01-08,214.87,PLN
2010-01-11,214.96,PLN
2010-01-12,215.36,PLN
2010-01-13,215.14,PLN
2010-01-14,215.41,PLN
2010-01-15,215.34,PLN
2010-01-18,215.61,PLN
2010-01-19,215.67,PLN
2010-01-20,215.60,PLN
2010-01-21,215.92,PLN
2010-01-22,216.06,PLN
2010-01-25,215.87,PLN
2010-01-26,215.79,PLN
2010-01-27,215.91,PLN
2010-01-28,215.93,PLN
2010-01-29,215.96,PLN
2010-02-01,216.26,PLN
2010-02-02,216.33,PLN
2010-02-03,216.06,PLN
2010-02-04,216.13,PLN
2010-02-05,216.10,PLN
2010-02-08,216.10,PLN
2010-02-09,216.18,PLN
2010-02-10,216.33,PLN
2010-02-11,216.26,PLN
2010-02-12,216.33,PLN
2010-02-15,216.35,PLN
2010-02-16,216.26,PLN
2010-02-17,216.39,PLN
2010-02-18,216.58,PLN
2010-02-19,216.59,PLN
2010-02-22,216.60,PLN
2010-02-23,216.68,PLN
2010-02-24,216.63,PLN
2010-02-25,216.69,PLN
2010-02-26,216.78,PLN
2010-03-01,216.81,PLN
2010-03-02,216.78,PLN
2010-03-03,216.78,PLN
2010-03-04,216.83,PLN
2010-03-05,216.85,PLN
2010-03-08,216.86,PLN
2010-03-09,216.80,PLN
2010-03-10,216.92,PLN
2010-03-11,216.99,PLN
2010-03-12,217.17,PLN
2010-03-15,217.43,PLN
2010-03-16,217.48,PLN
2010-03-17,217.58,PLN
2010-03-18,217.68,PLN
2010-03-19,217.74,PLN
2010-03-22,217.86,PLN
2010-03-23,217.87,PLN
2010-03-24,217.97,PLN
2010-03-25,217.98,PLN
2010-03-26,217.98,PLN
2010-03-29,217.98,PLN
2010-03-30,218.04,PLN
2010-03-31,218.16,PLN
2010-04-01,218.14,PLN
2010-04-06,218.34,PLN
2010-04-07,218.21,PLN
2010-04-08,218.18,PLN
2010-04-09,218.33,PLN
2010-04-12,218.57,PLN
