Data,Wartość dla NN (L) Globalny Spółek Dywidendowych (A),Waluta
2009-11-23,100.00,PLN
2009-11-24,100.00,PLN
2009-11-25,100.08,PLN
2009-11-26,99.46,PLN
2009-11-27,98.76,PLN
2009-11-30,98.77,PLN
2009-12-01,99.63,PLN
2009-12-02,100.00,PLN
2009-12-03,99.65,PLN
2009-12-04,100.74,PLN
2009-12-07,101.02,PLN
2009-12-08,100.62,PLN
2009-12-09,100.38,PLN
2009-12-10,101.00,PLN
2009-12-11,101.70,PLN
2009-12-14,102.08,PLN
2009-12-15,102.34,PLN
2009-12-16,102.79,PLN
2009-12-17,102.79,PLN
2009-12-18,103.08,PLN
2009-12-21,103.29,PLN
2009-12-22,104.12,PLN
2009-12-23,104.12,PLN
2009-12-28,104.12,PLN
2009-12-29,104.21,PLN
2009-12-30,104.50,PLN
2009-12-31,103.99,PLN
2010-01-04,104.44,PLN
2010-01-05,104.55,PLN
2010-01-06,104.82,PLN
2010-01-07,105.17,PLN
2010-01-08,105.48,PLN
2010-01-11,104.92,PLN
2010-01-12,104.72,PLN
2010-01-13,104.85,PLN
2010-01-14,105.07,PLN
2010-01-15,105.13,PLN
2010-01-18,105.20,PLN
2010-01-19,105.20,PLN
2010-01-20,106.02,PLN
2010-01-21,105.31,PLN
2010-01-22,103.73,PLN
2010-01-25,103.58,PLN
2010-01-26,103.92,PLN
2010-01-27,103.78,PLN
2010-01-28,103.58,PLN
2010-01-29,103.29,PLN
2010-02-01,103.97,PLN
2010-02-02,104.67,PLN
2010-02-03,104.41,PLN
2010-02-04,103.30,PLN
2010-02-05,103.05,PLN
2010-02-08,102.78,PLN
2010-02-09,103.10,PLN
2010-02-10,103.37,PLN
2010-02-11,104.39,PLN
2010-02-12,104.35,PLN
2010-02-15,104.45,PLN
2010-02-16,104.88,PLN
2010-02-17,105.79,PLN
2010-02-18,106.44,PLN
2010-02-19,106.96,PLN
2010-02-22,106.65,PLN
2010-02-23,106.18,PLN
2010-02-24,106.24,PLN
2010-02-25,105.93,PLN
2010-02-26,105.61,PLN
2010-03-01,107.38,PLN
2010-03-02,107.47,PLN
2010-03-03,107.17,PLN
2010-03-04,107.58,PLN
2010-03-05,108.42,PLN
2010-03-08,108.39,PLN
2010-03-09,108.78,PLN
2010-03-10,108.66,PLN
2010-03-11,108.98,PLN
2010-03-12,108.77,PLN
2010-03-15,109.11,PLN
2010-03-16,109.30,PLN
2010-03-17,109.67,PLN
2010-03-18,110.31,PLN
2010-03-19,110.48,PLN
2010-03-22,110.63,PLN
2010-03-23,111.21,PLN
2010-03-24,111.73,PLN
2010-03-25,111.90,PLN
2010-03-26,111.53,PLN
2010-03-29,111.79,PLN
2010-03-30,112.28,PLN
2010-03-31,111.26,PLN
2010-04-01,111.26,PLN
2010-04-06,113.54,PLN
2010-04-07,113.54,PLN
2010-04-08,113.16,PLN
2010-04-09,113.62,PLN
2010-04-12,112.98,PLN
2010-04-13,113.00,PLN
2010-04-14,113.45,PLN
2010-04-15,114.20,PLN
2010-04-16,113.48,PLN
2010-04-19,113.44,PLN
2010-04-20,114.34,PLN
2010-04-21,114.57,PLN
2010-04-22,114.50,PLN
2010-04-23,114.52,PLN
2010-04-26,114.99,PLN
2010-04-27,113.02,PLN
2010-04-28,113.03,PLN
2010-04-29,113.65,PLN
2010-04-30,112.98,PLN
2010-05-04,112.95,PLN
2010-05-05,113.26,PLN
2010-05-06,111.64,PLN
2010-05-07,110.07,PLN
2010-05-10,113.02,PLN
2010-05-11,113.22,PLN
2010-05-12,113.21,PLN
2010-05-13,114.07,PLN
2010-05-14,113.23,PLN
2010-05-17,113.37,PLN
2010-05-18,112.99,PLN
2010-05-19,111.77,PLN
2010-05-20,109.33,PLN
2010-05-21,109.32,PLN
2010-05-24,108.22,PLN
2010-05-25,108.28,PLN
2010-05-26,108.84,PLN
2010-05-27,111.29,PLN
2010-05-28,110.55,PLN
2010-05-31,110.91,PLN
2010-06-01,110.14,PLN
2010-06-02,111.28,PLN
2010-06-04,110.85,PLN
2010-06-07,110.39,PLN
2010-06-08,110.69,PLN
2010-06-09,110.40,PLN
2010-06-10,112.20,PLN
2010-06-11,112.86,PLN
2010-06-14,112.55,PLN
2010-06-15,113.84,PLN
2010-06-16,114.00,PLN
2010-06-17,113.88,PLN
2010-06-18,113.81,PLN
2010-06-21,114.36,PLN
2010-06-22,114.36,PLN
2010-06-23,113.87,PLN
2010-06-24,111.80,PLN
2010-06-25,111.54,PLN
2010-06-28,111.83,PLN
2010-06-29,110.36,PLN
2010-06-30,109.51,PLN
2010-07-01,107.37,PLN
2010-07-02,106.69,PLN
2010-07-05,106.91,PLN
2010-07-06,107.77,PLN
2010-07-07,109.48,PLN
2010-07-08,110.38,PLN
2010-07-09,111.13,PLN
2010-07-12,111.27,PLN
2010-07-13,112.01,PLN
2010-07-14,111.89,PLN
2010-07-15,110.47,PLN
2010-07-16,108.37,PLN
2010-07-19,108.35,PLN
2010-07-20,109.46,PLN
2010-07-21,109.66,PLN
2010-07-22,110.79,PLN
2010-07-23,111.84,PLN
2010-07-26,111.97,PLN
2010-07-27,112.27,PLN
2010-07-28,111.99,PLN
2010-07-29,111.41,PLN
2010-07-30,111.48,PLN
2010-08-02,112.52,PLN
2010-08-03,112.43,PLN
2010-08-04,112.76,PLN
2010-08-05,112.62,PLN
2010-08-06,111.65,PLN
2010-08-09,112.54,PLN
2010-08-10,112.88,PLN
2010-08-11,111.77,PLN
2010-08-12,111.60,PLN
2010-08-13,111.96,PLN
2010-08-16,111.44,PLN
2010-08-17,112.33,PLN
2010-08-18,112.49,PLN
2010-08-19,111.34,PLN
2010-08-20,111.76,PLN
2010-08-23,112.25,PLN
2010-08-24,110.98,PLN
2010-08-25,110.98,PLN
2010-08-26,110.32,PLN
2010-08-27,111.53,PLN
2010-08-30,111.28,PLN
2010-08-31,110.93,PLN
2010-09-01,112.65,PLN
2010-09-02,113.14,PLN
2010-09-03,113.78,PLN
2010-09-06,113.76,PLN
2010-09-07,114.30,PLN
2010-09-08,114.42,PLN
2010-09-09,115.14,PLN
2010-09-10,115.47,PLN
2010-09-13,115.52,PLN
2010-09-14,115.05,PLN
2010-09-15,114.69,PLN
2010-09-16,113.89,PLN
2010-09-17,114.06,PLN
2010-09-20,114.98,PLN
2010-09-21,114.41,PLN
2010-09-22,112.35,PLN
2010-09-23,112.41,PLN
2010-09-24,112.66,PLN
2010-09-27,112.75,PLN
2010-09-28,112.31,PLN
2010-09-29,111.75,PLN
2010-09-30,110.64,PLN
2010-10-01,110.28,PLN
2010-10-04,109.96,PLN
2010-10-05,110.69,PLN
2010-10-06,111.10,PLN
2010-10-07,110.91,PLN
2010-10-08,111.16,PLN
2010-10-11,111.14,PLN
2010-10-12,111.44,PLN
2010-10-13,111.60,PLN
2010-10-14,110.95,PLN
2010-10-15,111.12,PLN
2010-10-18,111.67,PLN
2010-10-19,111.79,PLN
2010-10-20,111.48,PLN
2010-10-21,111.55,PLN
2010-10-22,111.86,PLN
2010-10-25,111.93,PLN
2010-10-26,112.21,PLN
2010-10-27,111.91,PLN
2010-10-28,111.87,PLN
2010-10-29,111.94,PLN
2010-11-02,111.72,PLN
2010-11-03,111.72,PLN
2010-11-04,112.26,PLN
2010-11-05,113.40,PLN
2010-11-08,113.99,PLN
2010-11-09,113.99,PLN
2010-11-10,114.96,PLN
2010-11-12,113.80,PLN
2010-11-15,114.70,PLN
2010-11-16,112.96,PLN
2010-11-17,113.55,PLN
2010-11-18,114.55,PLN
2010-11-19,114.12,PLN
2010-11-22,114.05,PLN
2010-11-23,113.48,PLN
2010-11-24,114.53,PLN
2010-11-25,114.52,PLN
2010-11-26,114.76,PLN
2010-11-29,114.75,PLN
2010-11-30,114.58,PLN
2010-12-01,116.04,PLN
2010-12-02,116.71,PLN
2010-12-03,115.65,PLN
2010-12-06,115.97,PLN
2010-12-07,116.11,PLN
2010-12-08,117.11,PLN
2010-12-09,118.14,PLN
2010-12-10,118.13,PLN
2010-12-13,117.48,PLN
2010-12-14,118.03,PLN
2010-12-15,117.90,PLN
2010-12-16,119.27,PLN
2010-12-17,119.27,PLN
2010-12-20,119.85,PLN
2010-12-21,120.45,PLN
2010-12-22,121.02,PLN
2010-12-23,121.24,PLN
2010-12-27,120.37,PLN
2010-12-28,120.93,PLN
2010-12-29,121.09,PLN
2010-12-30,119.61,PLN
2010-12-31,118.68,PLN
2011-01-03,119.84,PLN
2011-01-04,120.21,PLN
2011-01-05,121.10,PLN
2011-01-07,121.70,PLN
2011-01-10,121.26,PLN
2011-01-11,121.89,PLN
2011-01-12,122.57,PLN
2011-01-13,121.19,PLN
2011-01-14,121.43,PLN
2011-01-17,121.76,PLN
2011-01-18,121.71,PLN
2011-01-19,120.47,PLN
2011-01-20,120.68,PLN
2011-01-21,120.02,PLN
2011-01-24,119.87,PLN
2011-01-25,119.82,PLN
2011-01-26,119.76,PLN
2011-01-27,119.50,PLN
2011-01-28,118.55,PLN
2011-01-31,118.25,PLN
2011-02-01,119.08,PLN
2011-02-02,119.14,PLN
2011-02-03,120.44,PLN
2011-02-04,121.20,PLN
2011-02-07,121.79,PLN
2011-02-08,121.51,PLN
2011-02-09,120.81,PLN
2011-02-10,121.35,PLN
2011-02-11,121.83,PLN
2011-02-14,122.59,PLN
2011-02-15,122.12,PLN
2011-02-16,122.96,PLN
2011-02-17,123.24,PLN
2011-02-18,123.01,PLN
2011-02-21,122.25,PLN
2011-02-22,120.54,PLN
2011-02-23,119.56,PLN
2011-02-24,119.24,PLN
2011-02-25,120.52,PLN
2011-02-28,120.77,PLN
2011-03-01,119.48,PLN
2011-03-02,118.92,PLN
2011-03-03,119.31,PLN
2011-03-04,118.46,PLN
2011-03-07,117.60,PLN
2011-03-08,118.86,PLN
2011-03-09,118.84,PLN
2011-03-10,117.94,PLN
2011-03-11,117.58,PLN
2011-03-14,115.18,PLN
2011-03-15,113.57,PLN
2011-03-16,111.24,PLN
2011-03-17,112.75,PLN
2011-03-18,112.93,PLN
2011-03-21,114.26,PLN
2011-03-22,114.12,PLN
2011-03-23,114.72,PLN
2011-03-24,115.24,PLN
2011-03-25,115.53,PLN
2011-03-28,115.82,PLN
2011-03-29,116.21,PLN
2011-03-30,117.03,PLN
2011-03-31,116.07,PLN
2011-04-01,116.75,PLN
2011-04-04,116.44,PLN
2011-04-05,117.04,PLN
2011-04-06,116.55,PLN
2011-04-07,116.59,PLN
2011-04-08,115.98,PLN
2011-04-11,115.87,PLN
2011-04-12,114.69,PLN
2011-04-13,114.98,PLN
2011-04-14,115.23,PLN
2011-04-15,115.74,PLN
2011-04-18,115.79,PLN
2011-04-19,115.24,PLN
2011-04-20,115.65,PLN
2011-04-21,116.00,PLN
2011-04-26,116.15,PLN
2011-04-27,116.61,PLN
2011-04-28,116.67,PLN
2011-04-29,116.74,PLN
2011-05-02,116.43,PLN
2011-05-04,115.88,PLN
2011-05-05,116.61,PLN
2011-05-06,117.71,PLN
2011-05-09,118.87,PLN
2011-05-10,119.03,PLN
2011-05-11,119.03,PLN
2011-05-12,119.70,PLN
2011-05-13,118.82,PLN
2011-05-16,118.36,PLN
2011-05-17,118.57,PLN
2011-05-18,118.76,PLN
2011-05-19,118.87,PLN
2011-05-20,119.18,PLN
2011-05-23,118.14,PLN
2011-05-24,117.75,PLN
2011-05-25,118.67,PLN
2011-05-26,118.47,PLN
2011-05-27,118.29,PLN
2011-05-30,117.93,PLN
2011-05-31,118.71,PLN
2011-06-01,117.21,PLN
2011-06-02,117.20,PLN
2011-06-03,114.73,PLN
2011-06-06,113.83,PLN
2011-06-07,113.65,PLN
2011-06-08,113.33,PLN
2011-06-09,114.55,PLN
2011-06-10,113.77,PLN
2011-06-13,113.75,PLN
2011-06-14,114.82,PLN
2011-06-15,114.26,PLN
2011-06-16,114.56,PLN
2011-06-17,113.96,PLN
2011-06-20,113.98,PLN
2011-06-21,114.91,PLN
2011-06-22,114.15,PLN
2011-06-24,114.27,PLN
2011-06-27,113.63,PLN
2011-06-28,114.14,PLN
2011-06-29,115.15,PLN
2011-06-30,115.83,PLN
2011-07-01,116.95,PLN
2011-07-04,116.86,PLN
2011-07-05,116.70,PLN
2011-07-06,117.52,PLN
2011-07-07,117.74,PLN
2011-07-08,117.54,PLN
2011-07-11,117.36,PLN
2011-07-12,116.80,PLN
2011-07-13,116.60,PLN
2011-07-14,115.87,PLN
2011-07-15,116.09,PLN
2011-07-18,115.27,PLN
2011-07-19,115.45,PLN
2011-07-20,116.19,PLN
2011-07-21,116.61,PLN
2011-07-22,117.18,PLN
2011-07-25,116.57,PLN
2011-07-26,115.48,PLN
2011-07-27,114.86,PLN
2011-07-28,115.00,PLN
2011-07-29,113.70,PLN
2011-08-01,114.18,PLN
2011-08-02,112.02,PLN
2011-08-03,110.93,PLN
2011-08-04,107.69,PLN
2011-08-05,107.07,PLN
2011-08-08,102.01,PLN
2011-08-09,104.56,PLN
2011-08-10,101.29,PLN
2011-08-11,105.19,PLN
2011-08-12,106.84,PLN
2011-08-16,107.31,PLN
2011-08-17,107.09,PLN
2011-08-18,104.01,PLN
2011-08-19,102.68,PLN
2011-08-22,103.39,PLN
2011-08-23,105.32,PLN
2011-08-24,106.13,PLN
2011-08-25,105.16,PLN
2011-08-26,105.28,PLN
2011-08-29,106.33,PLN
2011-08-30,107.20,PLN
2011-08-31,109.08,PLN
2011-09-01,109.46,PLN
2011-09-02,107.15,PLN
2011-09-05,106.19,PLN
2011-09-06,105.66,PLN
2011-09-07,108.44,PLN
2011-09-08,108.14,PLN
2011-09-09,107.25,PLN
2011-09-12,107.03,PLN
2011-09-13,107.52,PLN
2011-09-14,108.51,PLN
2011-09-15,109.65,PLN
2011-09-16,110.52,PLN
2011-09-19,109.39,PLN
2011-09-20,109.63,PLN
2011-09-21,107.43,PLN
2011-09-22,105.18,PLN
2011-09-23,105.88,PLN
2011-09-26,107.66,PLN
2011-09-27,109.69,PLN
2011-09-28,108.58,PLN
2011-09-29,109.49,PLN
2011-09-30,108.75,PLN
2011-10-03,107.52,PLN
2011-10-04,107.66,PLN
2011-10-05,109.11,PLN
2011-10-06,111.01,PLN
2011-10-07,110.33,PLN
2011-10-10,111.83,PLN
2011-10-11,111.47,PLN
2011-10-12,112.18,PLN
2011-10-13,111.61,PLN
2011-10-14,111.73,PLN
2011-10-17,110.97,PLN
2011-10-18,112.27,PLN
2011-10-19,111.75,PLN
2011-10-20,111.91,PLN
2011-10-21,112.33,PLN
2011-10-24,113.62,PLN
2011-10-25,112.16,PLN
2011-10-26,113.36,PLN
2011-10-27,115.42,PLN
2011-10-28,114.88,PLN
2011-10-31,113.10,PLN
2011-11-02,111.54,PLN
2011-11-03,113.69,PLN
2011-11-04,112.64,PLN
2011-11-07,113.28,PLN
2011-11-08,113.85,PLN
2011-11-09,112.11,PLN
2011-11-10,112.28,PLN
2011-11-14,113.37,PLN
2011-11-15,113.85,PLN
2011-11-16,112.84,PLN
2011-11-17,111.59,PLN
2011-11-18,111.42,PLN
2011-11-21,109.12,PLN
2011-11-22,108.43,PLN
2011-11-23,107.24,PLN
2011-11-24,107.38,PLN
2011-11-25,107.63,PLN
2011-11-28,110.43,PLN
2011-11-29,111.09,PLN
2011-11-30,114.59,PLN
2011-12-01,114.16,PLN
2011-12-02,114.66,PLN
2011-12-05,115.67,PLN
2011-12-06,115.85,PLN
2011-12-07,116.01,PLN
2011-12-08,114.38,PLN
2011-12-09,115.68,PLN
2011-12-12,114.77,PLN
2011-12-13,115.18,PLN
2011-12-14,114.62,PLN
2011-12-15,115.16,PLN
2011-12-16,115.00,PLN
2011-12-19,114.34,PLN
2011-12-20,116.32,PLN
2011-12-21,116.81,PLN
2011-12-22,117.76,PLN
2011-12-23,118.67,PLN
2011-12-27,118.40,PLN
2011-12-28,117.88,PLN
2011-12-29,119.28,PLN
2011-12-30,119.16,PLN
2012-01-02,119.15,PLN
2012-01-03,120.92,PLN
2012-01-04,121.57,PLN
2012-01-05,121.73,PLN
2012-01-09,121.74,PLN
2012-01-10,122.89,PLN
2012-01-11,123.29,PLN
2012-01-12,122.70,PLN
2012-01-13,123.18,PLN
2012-01-16,123.37,PLN
2012-01-17,123.53,PLN
2012-01-18,123.79,PLN
2012-01-19,124.25,PLN
2012-01-20,124.29,PLN
2012-01-23,123.72,PLN
2012-01-24,123.78,PLN
2012-01-25,123.95,PLN
2012-01-26,123.15,PLN
2012-01-27,122.84,PLN
2012-01-30,121.95,PLN
2012-01-31,122.46,PLN
2012-02-01,123.47,PLN
2012-02-02,123.77,PLN
2012-02-03,125.66,PLN
2012-02-06,125.53,PLN
2012-02-07,124.68,PLN
2012-02-08,124.83,PLN
2012-02-09,124.63,PLN
2012-02-10,123.96,PLN
2012-02-13,124.28,PLN
2012-02-14,124.59,PLN
2012-02-15,125.24,PLN
2012-02-16,126.52,PLN
2012-02-17,126.51,PLN
2012-02-20,126.37,PLN
2012-02-21,125.91,PLN
2012-02-22,125.31,PLN
2012-02-23,125.07,PLN
2012-02-24,124.63,PLN
2012-02-27,124.75,PLN
2012-02-28,125.03,PLN
2012-02-29,124.99,PLN
2012-03-01,126.18,PLN
2012-03-02,126.74,PLN
2012-03-05,125.96,PLN
2012-03-06,124.22,PLN
2012-03-07,125.00,PLN
2012-03-08,125.46,PLN
2012-03-09,126.97,PLN
2012-03-12,126.66,PLN
2012-03-13,129.07,PLN
2012-03-14,129.48,PLN
2012-03-15,129.89,PLN
2012-03-16,129.37,PLN
2012-03-19,128.99,PLN
2012-03-20,128.17,PLN
2012-03-21,128.27,PLN
2012-03-22,127.38,PLN
2012-03-23,127.30,PLN
2012-03-26,128.13,PLN
2012-03-27,128.12,PLN
2012-03-28,127.86,PLN
2012-03-29,127.49,PLN
2012-03-30,127.87,PLN
2012-04-02,128.80,PLN
2012-04-03,127.62,PLN
2012-04-04,127.17,PLN
2012-04-05,127.51,PLN
2012-04-10,124.42,PLN
2012-04-11,125.11,PLN
2012-04-12,126.32,PLN
2012-04-13,125.45,PLN
2012-04-16,125.89,PLN
2012-04-17,127.28,PLN
2012-04-18,126.89,PLN
2012-04-19,126.21,PLN
2012-04-20,126.22,PLN
2012-04-23,124.98,PLN
2012-04-24,125.43,PLN
2012-04-25,126.51,PLN
2012-04-26,126.88,PLN
2012-04-27,127.24,PLN
2012-04-30,127.01,PLN
2012-05-02,127.62,PLN
2012-05-04,125.88,PLN
2012-05-07,126.63,PLN
2012-05-08,125.95,PLN
2012-05-09,125.85,PLN
2012-05-10,126.15,PLN
2012-05-11,126.03,PLN
2012-05-14,125.11,PLN
2012-05-15,124.79,PLN
2012-05-16,124.33,PLN
2012-05-17,123.19,PLN
2012-05-18,122.22,PLN
2012-05-21,122.83,PLN
2012-05-22,123.88,PLN
2012-05-23,123.89,PLN
2012-05-24,124.60,PLN
2012-05-25,125.05,PLN
2012-05-28,124.97,PLN
2012-05-29,125.89,PLN
2012-05-30,125.23,PLN
2012-05-31,125.26,PLN
2012-06-01,123.01,PLN
2012-06-04,121.85,PLN
2012-06-05,122.70,PLN
2012-06-06,124.88,PLN
2012-06-08,125.46,PLN
2012-06-11,124.49,PLN
2012-06-12,125.71,PLN
2012-06-13,124.46,PLN
2012-06-14,124.86,PLN
2012-06-15,126.13,PLN
2012-06-18,126.86,PLN
2012-06-19,127.72,PLN
2012-06-20,128.13,PLN
2012-06-21,127.19,PLN
2012-06-22,127.68,PLN
2012-06-25,126.25,PLN
2012-06-26,126.41,PLN
2012-06-27,128.21,PLN
2012-06-28,128.27,PLN
2012-06-29,129.30,PLN
2012-07-02,130.98,PLN
2012-07-03,131.87,PLN
2012-07-04,132.44,PLN
2012-07-05,133.04,PLN
2012-07-06,132.50,PLN
2012-07-09,131.96,PLN
2012-07-10,132.19,PLN
2012-07-11,132.41,PLN
2012-07-12,131.77,PLN
2012-07-13,133.07,PLN
2012-07-16,133.00,PLN
2012-07-17,133.50,PLN
2012-07-18,134.02,PLN
2012-07-19,135.23,PLN
2012-07-20,134.36,PLN
2012-07-23,132.46,PLN
2012-07-24,131.89,PLN
2012-07-25,131.79,PLN
2012-07-26,132.93,PLN
2012-07-27,134.26,PLN
2012-07-30,136.32,PLN
2012-07-31,135.31,PLN
2012-08-01,135.57,PLN
2012-08-02,135.09,PLN
2012-08-03,136.32,PLN
2012-08-06,136.26,PLN
2012-08-07,137.40,PLN
2012-08-08,138.06,PLN
2012-08-09,138.78,PLN
2012-08-10,138.79,PLN
2012-08-13,138.01,PLN
2012-08-14,138.60,PLN
2012-08-16,138.71,PLN
2012-08-17,139.71,PLN
2012-08-20,139.24,PLN
2012-08-21,138.33,PLN
2012-08-22,137.61,PLN
2012-08-23,136.00,PLN
2012-08-24,136.44,PLN
2012-08-27,136.69,PLN
2012-08-28,135.87,PLN
2012-08-29,136.21,PLN
2012-08-30,135.41,PLN
2012-08-31,134.93,PLN
2012-09-03,135.50,PLN
2012-09-04,134.80,PLN
2012-09-05,134.32,PLN
2012-09-06,136.58,PLN
2012-09-07,136.33,PLN
2012-09-10,136.23,PLN
2012-09-11,136.46,PLN
2012-09-12,136.74,PLN
2012-09-13,137.66,PLN
2012-09-14,137.25,PLN
2012-09-17,136.61,PLN
2012-09-18,136.72,PLN
2012-09-19,137.03,PLN
2012-09-20,137.50,PLN
2012-09-21,137.51,PLN
2012-09-24,137.71,PLN
2012-09-25,136.94,PLN
2012-09-26,136.28,PLN
2012-09-27,136.74,PLN
2012-09-28,135.52,PLN
2012-10-01,135.94,PLN
2012-10-02,135.65,PLN
2012-10-03,135.46,PLN
2012-10-04,135.35,PLN
2012-10-05,135.56,PLN
2012-10-08,135.22,PLN
2012-10-09,135.04,PLN
2012-10-10,134.11,PLN
2012-10-11,134.43,PLN
2012-10-12,133.95,PLN
2012-10-15,134.83,PLN
2012-10-16,135.79,PLN
2012-10-17,135.91,PLN
2012-10-18,136.67,PLN
2012-10-19,135.60,PLN
2012-10-22,135.11,PLN
2012-10-23,133.83,PLN
2012-10-24,133.90,PLN
2012-10-25,134.38,PLN
2012-10-26,134.60,PLN
2012-10-29,134.28,PLN
2012-10-30,134.41,PLN
2012-10-31,134.53,PLN
2012-11-02,136.25,PLN
2012-11-05,136.29,PLN
2012-11-06,137.09,PLN
2012-11-07,135.33,PLN
2012-11-08,134.59,PLN
2012-11-09,134.85,PLN
2012-11-12,134.49,PLN
2012-11-13,134.15,PLN
2012-11-14,132.57,PLN
2012-11-15,131.58,PLN
2012-11-16,132.11,PLN
2012-11-19,133.69,PLN
2012-11-20,133.31,PLN
2012-11-21,133.79,PLN
2012-11-22,133.73,PLN
2012-11-23,134.53,PLN
2012-11-26,134.18,PLN
2012-11-27,134.31,PLN
2012-11-28,135.04,PLN
2012-11-29,135.46,PLN
2012-11-30,135.45,PLN
2012-12-03,134.80,PLN
2012-12-04,134.85,PLN
2012-12-05,135.39,PLN
2012-12-06,136.25,PLN
2012-12-07,136.98,PLN
2012-12-10,137.15,PLN
2012-12-11,137.28,PLN
2012-12-12,137.13,PLN
2012-12-13,136.39,PLN
2012-12-14,136.18,PLN
2012-12-17,136.20,PLN
2012-12-18,137.02,PLN
2012-12-19,136.97,PLN
2012-12-20,137.52,PLN
2012-12-21,137.12,PLN
2012-12-27,136.03,PLN
2012-12-28,135.11,PLN
2013-01-02,139.17,PLN
2013-01-03,140.48,PLN
2013-01-04,141.35,PLN
2013-01-07,140.62,PLN
2013-01-08,140.37,PLN
2013-01-09,141.27,PLN
2013-01-10,140.77,PLN
2013-01-11,139.79,PLN
2013-01-14,139.40,PLN
2013-01-15,139.48,PLN
2013-01-16,139.69,PLN
2013-01-17,140.38,PLN
2013-01-18,141.03,PLN
2013-01-21,141.00,PLN
2013-01-22,141.64,PLN
2013-01-23,141.29,PLN
2013-01-24,140.85,PLN
2013-01-25,140.68,PLN
2013-01-28,140.90,PLN
2013-01-29,141.59,PLN
2013-01-30,140.26,PLN
2013-01-31,140.20,PLN
2013-02-01,139.97,PLN
2013-02-04,139.39,PLN
2013-02-05,140.32,PLN
2013-02-06,140.59,PLN
2013-02-07,141.16,PLN
2013-02-08,141.87,PLN
2013-02-11,141.78,PLN
2013-02-12,141.76,PLN
2013-02-13,142.02,PLN
2013-02-14,142.51,PLN
2013-02-15,142.03,PLN
2013-02-18,142.29,PLN
2013-02-19,143.77,PLN
2013-02-20,142.48,PLN
2013-02-21,141.87,PLN
2013-02-22,143.62,PLN
2013-02-25,141.39,PLN
2013-02-26,142.43,PLN
2013-02-27,143.55,PLN
2013-02-28,144.15,PLN
2013-03-01,144.32,PLN
2013-03-04,143.98,PLN
2013-03-05,145.60,PLN
2013-03-06,145.95,PLN
2013-03-07,145.32,PLN
2013-03-08,146.91,PLN
2013-03-11,147.16,PLN
2013-03-12,147.26,PLN
2013-03-13,147.87,PLN
2013-03-14,148.76,PLN
2013-03-15,148.35,PLN
2013-03-18,148.16,PLN
2013-03-19,148.30,PLN
2013-03-20,148.66,PLN
2013-03-21,148.10,PLN
2013-03-22,147.92,PLN
2013-03-25,148.28,PLN
2013-03-26,149.28,PLN
2013-03-27,149.57,PLN
2013-03-28,149.32,PLN
2013-04-02,149.36,PLN
2013-04-03,148.24,PLN
2013-04-04,148.55,PLN
2013-04-05,146.53,PLN
2013-04-08,146.90,PLN
2013-04-09,147.28,PLN
2013-04-10,149.31,PLN
2013-04-11,149.58,PLN
2013-04-12,148.85,PLN
2013-04-15,146.26,PLN
2013-04-17,145.44,PLN
2013-04-18,144.85,PLN
2013-04-19,145.86,PLN
2013-04-22,146.71,PLN
2013-04-23,148.90,PLN
2013-04-24,149.99,PLN
2013-04-25,150.89,PLN
2013-04-26,150.68,PLN
2013-04-29,151.05,PLN
2013-04-30,150.62,PLN
2013-05-02,151.56,PLN
2013-05-06,153.24,PLN
2013-05-07,153.45,PLN
2013-05-08,153.53,PLN
2013-05-09,154.04,PLN
2013-05-10,155.40,PLN
2013-05-13,155.47,PLN
2013-05-14,156.55,PLN
2013-05-15,158.28,PLN
2013-05-16,157.47,PLN
2013-05-17,159.07,PLN
2013-05-20,159.26,PLN
2013-05-21,159.51,PLN
2013-05-22,159.08,PLN
2013-05-23,157.30,PLN
2013-05-24,156.10,PLN
2013-05-27,156.20,PLN
2013-05-28,158.09,PLN
2013-05-29,155.87,PLN
2013-05-31,154.33,PLN
2013-06-03,154.03,PLN
2013-06-04,153.91,PLN
2013-06-05,151.47,PLN
2013-06-06,150.16,PLN
2013-06-07,151.88,PLN
2013-06-10,152.03,PLN
2013-06-11,150.01,PLN
2013-06-12,149.01,PLN
2013-06-13,150.41,PLN
2013-06-14,149.62,PLN
2013-06-17,150.68,PLN
2013-06-18,150.70,PLN
2013-06-19,149.73,PLN
2013-06-20,146.95,PLN
2013-06-21,147.42,PLN
2013-06-24,145.50,PLN
2013-06-25,147.01,PLN
2013-06-26,149.01,PLN
2013-06-27,150.08,PLN
2013-06-28,149.85,PLN
2013-07-01,150.37,PLN
2013-07-02,150.08,PLN
2013-07-03,150.00,PLN
2013-07-04,151.52,PLN
2013-07-05,152.23,PLN
2013-07-08,152.94,PLN
2013-07-09,154.97,PLN
2013-07-10,154.50,PLN
2013-07-11,154.86,PLN
2013-07-12,154.79,PLN
2013-07-15,155.31,PLN
2013-07-16,154.20,PLN
2013-07-17,154.81,PLN
2013-07-18,155.61,PLN
2013-07-19,155.44,PLN
2013-07-22,155.65,PLN
2013-07-23,155.84,PLN
2013-07-24,155.70,PLN
2013-07-25,155.27,PLN
2013-07-26,154.80,PLN
2013-07-29,154.29,PLN
2013-07-30,153.71,PLN
2013-07-31,152.96,PLN
2013-08-01,155.20,PLN
2013-08-02,155.08,PLN
2013-08-05,155.18,PLN
2013-08-06,153.79,PLN
2013-08-07,153.63,PLN
