Data,Wartość dla NN Perspektywa 2055 (A),Waluta
2022-01-26,115.37,PLN
2022-01-27,115.12,PLN
2022-01-28,114.19,PLN
2022-01-31,115.37,PLN
2022-02-01,115.99,PLN
2022-02-02,116.48,PLN
2022-02-03,116.05,PLN
2022-02-04,115.50,PLN
2022-02-07,115.69,PLN
2022-02-08,115.96,PLN
2022-02-09,116.86,PLN
2022-02-10,116.68,PLN
2022-02-11,115.99,PLN
2022-02-14,114.47,PLN
2022-02-15,115.60,PLN
2022-02-16,115.68,PLN
2022-02-17,115.16,PLN
2022-02-18,114.40,PLN
2022-02-21,113.58,PLN
2022-02-22,113.28,PLN
2022-02-23,112.52,PLN
2022-02-24,108.68,PLN
2022-02-25,111.67,PLN
2022-02-28,111.53,PLN
2022-03-01,110.44,PLN
2022-03-02,111.02,PLN
2022-03-03,110.40,PLN
2022-03-04,108.16,PLN
2022-03-07,106.96,PLN
2022-03-08,105.90,PLN
2022-03-09,107.85,PLN
2022-03-10,107.34,PLN
2022-03-11,107.81,PLN
2022-03-14,106.98,PLN
2022-03-15,107.03,PLN
2022-03-16,109.44,PLN
2022-03-17,110.61,PLN
2022-03-18,111.34,PLN
2022-03-21,111.18,PLN
2022-03-22,112.09,PLN
2022-03-23,111.95,PLN
2022-03-24,112.05,PLN
2022-03-25,112.04,PLN
2022-03-28,112.02,PLN
2022-03-29,113.03,PLN
2022-03-30,113.38,PLN
2022-03-31,112.88,PLN
2022-04-01,112.78,PLN
2022-04-04,113.45,PLN
2022-04-05,113.11,PLN
2022-04-06,111.78,PLN
2022-04-07,111.23,PLN
2022-04-08,111.63,PLN
2022-04-11,111.05,PLN
2022-04-12,111.00,PLN
2022-04-13,111.21,PLN
2022-04-14,111.17,PLN
2022-04-19,110.64,PLN
2022-04-20,110.88,PLN
2022-04-21,110.80,PLN
2022-04-22,109.31,PLN
2022-04-25,107.70,PLN
2022-04-26,107.42,PLN
2022-04-27,107.40,PLN
2022-04-28,107.77,PLN
2022-04-29,108.10,PLN
2022-05-02,107.54,PLN
2022-05-04,106.86,PLN
2022-05-05,106.50,PLN
2022-05-06,105.55,PLN
2022-05-09,103.91,PLN
2022-05-10,103.64,PLN
2022-05-11,104.26,PLN
2022-05-12,103.07,PLN
2022-05-13,104.80,PLN
2022-05-16,104.66,PLN
2022-05-17,105.93,PLN
2022-05-18,105.30,PLN
2022-05-19,104.46,PLN
2022-05-20,104.84,PLN
2022-05-23,105.70,PLN
2022-05-24,104.83,PLN
2022-05-25,105.25,PLN
2022-05-26,106.13,PLN
2022-05-27,106.91,PLN
2022-05-30,107.68,PLN
2022-05-31,107.66,PLN
2022-06-01,107.25,PLN
2022-06-02,107.24,PLN
2022-06-03,107.14,PLN
2022-06-06,107.89,PLN
2022-06-07,107.58,PLN
2022-06-08,107.54,PLN
2022-06-09,106.70,PLN
2022-06-10,104.63,PLN
2022-06-13,102.44,PLN
2022-06-14,102.05,PLN
2022-06-15,102.40,PLN
2022-06-17,101.39,PLN
2022-06-20,101.48,PLN
2022-06-21,102.53,PLN
2022-06-22,102.07,PLN
2022-06-23,101.94,PLN
2022-06-24,103.18,PLN
2022-06-27,103.62,PLN
2022-06-28,103.93,PLN
2022-06-29,103.39,PLN
2022-06-30,102.44,PLN
2022-07-01,102.65,PLN
2022-07-04,102.81,PLN
2022-07-05,101.83,PLN
2022-07-06,102.10,PLN
2022-07-07,103.42,PLN
2022-07-08,104.21,PLN
2022-07-11,103.54,PLN
2022-07-12,102.92,PLN
2022-07-13,102.31,PLN
2022-07-14,101.56,PLN
2022-07-15,102.34,PLN
2022-07-18,103.44,PLN
2022-07-19,103.84,PLN
2022-07-20,104.37,PLN
2022-07-21,104.79,PLN
2022-07-22,105.11,PLN
2022-07-25,104.98,PLN
2022-07-26,104.54,PLN
2022-07-27,104.92,PLN
2022-07-28,105.55,PLN
2022-07-29,106.44,PLN
2022-08-01,106.76,PLN
2022-08-02,106.25,PLN
2022-08-03,106.51,PLN
2022-08-04,106.79,PLN
2022-08-05,106.59,PLN
2022-08-08,107.30,PLN
2022-08-09,106.81,PLN
2022-08-10,107.46,PLN
2022-08-11,108.13,PLN
2022-08-12,108.38,PLN
2022-08-16,108.72,PLN
2022-08-17,108.12,PLN
2022-08-18,108.25,PLN
2022-08-19,107.37,PLN
2022-08-22,106.42,PLN
2022-08-23,106.20,PLN
2022-08-24,105.98,PLN
2022-08-25,106.54,PLN
2022-08-26,106.01,PLN
2022-08-29,105.28,PLN
2022-08-30,104.40,PLN
2022-08-31,104.22,PLN
2022-09-01,102.99,PLN
2022-09-02,104.04,PLN
2022-09-05,103.41,PLN
2022-09-06,103.07,PLN
2022-09-07,103.09,PLN
2022-09-08,103.77,PLN
2022-09-09,104.65,PLN
2022-09-12,105.79,PLN
2022-09-13,104.45,PLN
2022-09-14,103.92,PLN
2022-09-15,103.71,PLN
2022-09-16,102.52,PLN
2022-09-19,102.68,PLN
2022-09-20,102.49,PLN
2022-09-21,102.52,PLN
2022-09-22,101.51,PLN
2022-09-23,99.99,PLN
2022-09-26,99.20,PLN
2022-09-27,99.27,PLN
2022-09-28,98.99,PLN
2022-09-29,97.98,PLN
2022-09-30,98.39,PLN
2022-10-03,98.71,PLN
2022-10-04,100.74,PLN
2022-10-05,100.17,PLN
2022-10-06,100.43,PLN
2022-10-07,99.27,PLN
2022-10-10,98.40,PLN
2022-10-11,97.86,PLN
2022-10-12,97.51,PLN
2022-10-13,97.51,PLN
2022-10-14,98.06,PLN
2022-10-17,98.66,PLN
2022-10-18,98.92,PLN
2022-10-19,98.19,PLN
2022-10-20,98.60,PLN
2022-10-21,98.13,PLN
2022-10-24,98.60,PLN
2022-10-25,99.37,PLN
2022-10-26,100.32,PLN
2022-10-27,100.26,PLN
2022-10-28,100.18,PLN
2022-10-31,100.45,PLN
2022-11-02,101.01,PLN
2022-11-03,100.29,PLN
2022-11-04,101.44,PLN
2022-11-07,102.06,PLN
2022-11-08,102.72,PLN
2022-11-09,102.52,PLN
2022-11-10,104.21,PLN
2022-11-14,105.26,PLN
2022-11-15,106.30,PLN
2022-11-16,105.35,PLN
2022-11-17,104.66,PLN
2022-11-18,105.13,PLN
2022-11-21,104.76,PLN
2022-11-22,105.32,PLN
2022-11-23,105.86,PLN
2022-11-24,106.51,PLN
2022-11-25,106.44,PLN
2022-11-28,105.95,PLN
2022-11-29,106.10,PLN
2022-11-30,106.74,PLN
2022-12-01,107.77,PLN
2022-12-02,107.40,PLN
2022-12-05,107.14,PLN
2022-12-06,106.58,PLN
2022-12-07,106.21,PLN
2022-12-08,106.57,PLN
2022-12-09,106.95,PLN
2022-12-12,106.72,PLN
2022-12-13,107.94,PLN
2022-12-14,107.97,PLN
2022-12-15,106.40,PLN
2022-12-16,105.74,PLN
2022-12-19,105.70,PLN
2022-12-20,105.65,PLN
2022-12-21,106.32,PLN
2022-12-22,105.83,PLN
2022-12-23,105.84,PLN
2022-12-27,105.78,PLN
2022-12-28,105.76,PLN
2022-12-29,106.38,PLN
2022-12-30,105.97,PLN
2023-01-02,106.18,PLN
2023-01-03,106.73,PLN
2023-01-04,107.69,PLN
2023-01-05,107.85,PLN
2023-01-09,110.10,PLN
2023-01-10,109.77,PLN
2023-01-11,110.03,PLN
2023-01-12,110.40,PLN
2023-01-13,110.53,PLN
2023-01-16,110.85,PLN
2023-01-17,110.76,PLN
2023-01-18,110.77,PLN
2023-01-19,110.04,PLN
2023-01-20,110.57,PLN
2023-01-23,111.44,PLN
2023-01-24,111.44,PLN
2023-01-25,110.93,PLN
2023-01-26,111.82,PLN
